ogc_fid,nom_cours_eau,date_observation,commentaire,desc_etat_glace,longueur_embacle,unite_mesure_longueur_embacle,municipalite,source,cap_certitude,cap_type_evenement,cap_severite,cap_etat,cap_portee,cap_urgence,imprecision,coordonnee_x,coordonnee_y,date_creation
"27277",Rivière Saint-François,2016/03/10,embâcle et présence d'un chenal d'eau,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Saint-Lucien,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Normale,Actuel,Restreinte,Prévue,aucune,-72.3491941010177,45.8297962559583,2016-03-10
"27289",Rivière Nicolet,2016/03/10,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"7",metre,Sainte-Monique,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-72.5381021332387,46.1539499100117,2016-03-10
"27294",Rivière Beaurivage,2016/03/10,Embâcle au niveau de la route 116,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Saint-Gilles,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.3625849801598,46.5897800318748,2016-03-10
"27309",Rivière Nicolet,2016/03/11,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"7",metre,Sainte-Monique,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-72.5381834331291,46.1540152068334,2016-03-11
"27310",Rivière Nicolet,2016/03/11,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"7",metre,Sainte-Monique,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-72.5378916477044,46.1543266398127,2016-03-11
"27314",Rivière Saint-François,2016/03/11,embâcle et présence d'un chenal d'eau,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Saint-Lucien,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Normale,Actuel,Restreinte,Prévue,aucune,-72.3490085505309,45.8371882226892,2016-03-09
"27315",Rivière Saint-François,2016/03/11,embâcle et présence d'un chenal d'eau,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Saint-Lucien,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Normale,Actuel,Restreinte,Prévue,aucune,-72.3491941010177,45.8297962559583,2016-03-10
"27327",Rivière Bécancour,2016/03/11,Embâcle avant les îles avec quand même un bon écoulement de l'eau sans risque élevé,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"600",metre,Lyster,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.6838371779075,46.3478732604815,2016-03-11
"27356",Rivière Bulstrode,2016/03/14,La rivière est revenue à un niveau normal. Eau clair en amont et légère embâcle de glace en aval du pont.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Sainte-Sophie-d'Halifax,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Normale,Actuel,Restreinte,Prévue,aucune,-71.8111509751707,46.1396691784616,2016-03-10
"27363",Rivière Chaudière,2016/03/11,Le niveau est de 10 cm inférieur au seuil d'inondation moyenne,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"7000",metre,Beauceville,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Modérée,Actuel,Restreinte,Prévue,aucune,-70.7763562636146,46.2119244236715,2016-03-14
"27370",Rivière Bécancour,2016/03/14,Embâcle avant les îles avec quand même un bon écoulement de l'eau sans risque élevé,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"600",metre,Lyster,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.6838371779075,46.3478732604815,2016-03-11
"27373",Rivière du Nord,2016/03/14,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Piedmont,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-74.1202058908471,45.894307297789,2016-03-14
"27374",Rivière Beaurivage,2016/03/11,Petit embâcle juste avant Place Bonne-Entente,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Saint-Gilles,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.325862704775,46.4753526514564,2016-03-14
"27375",Rivière Beaurivage,2016/03/11,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"3000",metre,Saint-Gilles,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.3631393583245,46.5725287106021,2016-03-14
"27393",Rivière Bulstrode,2016/03/15,La rivière est revenue à un niveau normal. Eau clair en amont et légère embâcle de glace en aval du pont.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Sainte-Sophie-d'Halifax,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Normale,Actuel,Restreinte,Prévue,aucune,-71.8111509751707,46.1396691784616,2016-03-10
"27396",Rivière Nicolet,2016/03/15,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"7000",metre,Sainte-Monique,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Normale,Actuel,Restreinte,Prévue,aucune,-72.5378927497755,46.154326103961,2016-03-15
"27400",Rivière Bécancour,2016/03/15,Embâcle avant les îles avec quand même un bon écoulement de l'eau sans risque élevé,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"600",metre,Lyster,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.6838371779075,46.3478732604815,2016-03-11
"27414",Rivière Nicolet,2016/03/16,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"7000",metre,Sainte-Monique,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-72.5379892606553,46.1543567252836,2016-03-16
"27439",Rivière Nicolet,2016/03/17,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"6000",metre,Sainte-Monique,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-72.5380879270301,46.1542756870649,2016-03-17
"27444",Rivière Bécancour,2016/03/16,Embâcle avant les îles avec quand même un bon écoulement de l'eau sans risque élevé,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"1000",metre,Lyster,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.6838371779075,46.3478732604815,2016-03-11
"27445",Rivière Bécancour,2016/03/17,Embâcle avant les îles avec quand même un bon écoulement de l'eau sans risque élevé,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"2000",metre,Lyster,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.6838371779075,46.3478732604815,2016-03-11
"27475",Rivière Nicolet,2016/03/18,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"5000",metre,Sainte-Monique,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Modérée,Actuel,Restreinte,Prévue,aucune,-72.5378980655472,46.1543418611677,2016-03-18
"27482",Rivière Nicolet Sud-Ouest,2016/03/18,embâcle sur une distance de 1 kilomètre. ELLE SE RACCOURCI LENTEMENT DEPUIS CE MATIN  LE NIVEAU ÉTAIT A 2.40H=1.78M  11.10H=1.74M   15.00H=1.68M  16.45H=1.55M,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"750",metre,Sainte-Brigitte-des-Saults,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-72.4494788285101,46.0363491777775,2016-02-26
"27492",Rivière Bécancour,2016/03/21,Embâcle avant les îles avec quand même un bon écoulement de l'eau sans risque élevé,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"2000",metre,Lyster,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.6838371779075,46.3478732604815,2016-03-11
"27495",Rivière Nicolet Sud-Ouest,2016/03/22,embâcle FOND LENTEMENT ET SE TRANSFORME EN DÉBÂCLE. cela va prendre plusieurs jour a cause des température froide mais lorsque le soleil est présent  elle fond lentement.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"600",metre,Sainte-Brigitte-des-Saults,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-72.4494788285101,46.0363491777775,2016-02-26
"27526",Rivière Bécancour,2016/03/22,Embâcle avant les îles avec quand même un bon écoulement de l'eau sans risque élevé,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"2000",metre,Lyster,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.6838371779075,46.3478732604815,2016-03-11
"27561",Rivière Bécancour,2016/03/24,Embâcle avant les îles avec quand même un bon écoulement de l'eau sans risque élevé,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"500",metre,Lyster,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.6838371779075,46.3478732604815,2016-03-11
"27566",Rivière Bécancour,2016/03/23,Embâcle avant les îles avec quand même un bon écoulement de l'eau sans risque élevé,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"1000",metre,Lyster,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.6838371779075,46.3478732604815,2016-03-11
"27603",Rivière Bécancour,2016/03/28,Embâcle avant les îles avec quand même un bon écoulement de l'eau sans risque élevé,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"500",metre,Lyster,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.6838371779075,46.3478732604815,2016-03-11
"27665",Autre,2016/04/01,Début d'embâcle sur la rivière Porneuf,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Portneuf,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.8537787845111,46.721801865223,2016-04-01
"27782",Rivière Ristigouche,2016/04/13,Environ 8 résidences d'isolées à Matapédia au bout de la rue Riverside. Les glaces s'accumulent sur la rivière Ristigouche à environ 5 km de la municipalité  ce qui fait monter l'eau sur la route.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"5000",metre,Matapédia,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Modérée,Actuel,Restreinte,Prévue,aucune,-66.9658492862262,47.9291784105051,2016-04-14
"27786",Rivière Matane,2016/04/13,Embâcle à Matane entre le barrage Mathieu-d'Amours et la passerelle rené-Lavoie. Photos: source Radio-Canada,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Matane,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-67.5291557755089,48.8441204293975,2016-04-14
"27795",Rivière Ristigouche,2016/04/16,L'embâcle sur la rivière Ristigouche a descendu  un peu  durant  la nuit dernière et est maintenant rendu à 3 km en amont de Matapédia. Toujours  8 résidences d'isoler sur le chemin Riverside.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Matapédia,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Modérée,Actuel,Restreinte,Prévue,aucune,-66.9542741401874,47.9508467286249,2016-04-18
"28422",Rivière Matane,2016/04/15,La queue de l'embâcle est rendu au niveau du pont de la route 195. L'embâcle fait approximativement 3 km de longueur maintenant.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"3000",metre,Matane,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-67.5291557755089,48.8441204293975,2016-04-14
"28433",Rivière Matane,2016/04/14,Un peu en haut du parc des îlesLa tête de l'embâcle est à moins de 500 m,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"4000",metre,Matane,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-67.5322870458823,48.8374208311286,2016-04-21
"28436",Rivière Matane,2016/04/14,À la hauteur du pont du MTQ (autoroute 195),Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"4000",metre,Matane,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-67.5407868949946,48.831427439306,2016-04-21
"28438",Rivière Matane,2016/04/14,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"4000",metre,Matane,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-67.5342862685028,48.8240497097544,2016-04-21
"28439",Rivière Matane,2016/04/14,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"4000",metre,Matane,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-67.540530451088,48.8286337649284,2016-04-21
"28441",Rivière Ristigouche,2016/04/14,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"8000",metre,Matapédia,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Modérée,Actuel,Restreinte,Prévue,aucune,-66.948675148782,47.9535957633771,2016-04-21
"28442",Rivière Ristigouche,2016/04/15,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"8000",metre,Matapédia,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Modérée,Actuel,Restreinte,Prévue,aucune,-66.9698201011836,47.9194027625618,2016-04-21
"28443",Rivière Ristigouche,2016/04/15,Impressionnant amoncellement de glace de 10 pied de haut.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"8000",metre,Matapédia,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Modérée,Actuel,Restreinte,Prévue,aucune,-66.965485651416,47.9377201511688,2016-04-21
"29459",Autre,2017/02/23,Cours d'eau: ruisseau Rouge,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Lévis,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.2015842939962,46.7808926153145,2017-02-23
"29460",Rivière Beaurivage,2017/02/25,Municipalité de St-Patrice mentionne un embâcle sur la rivière Beaurivage à la hauteur du pont St-Jean sur le rang St-David. Il y a un peu d'eau sur la chaussée.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Saint-Patrice-de-Beaurivage,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Modérée,Actuel,Restreinte,Prévue,aucune,-71.1969435114296,46.4195701693044,2017-02-26
"29464",Rivière Chaudière,2017/02/25,BEAUCEVILLE  Glaces en mouvement. Hausse importante du niveau. Embâcle en aval et risques importants.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Beauceville,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-70.7916622958428,46.2187128559514,2017-02-26
"29467",Rivière L'Acadie,2017/02/26,Le directeur du service incendie de Carignan nous avise qu'un embâcle a causé l'inondation du chemin Dumoulin. Les travaux publics et le service incendie sont sur place. Il n'y a pas d'évacuation pour l'instant.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Carignan,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Modérée,Actuel,Restreinte,Prévue,aucune,-73.3513645914018,45.4323778849719,2017-02-26
"29468",Rivière Yamaska,2017/02/26,Un embâcle a causé l'inondation d'une intersection (Rang de l'Île du Domaine E et Chemin de l'Ïle) à Yamaska. L'intersection a été fermée et il n'y a pas d'évacuation.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Yamaska,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Modérée,Actuel,Restreinte,Prévue,aucune,-72.9285229162587,46.0335372294507,2017-02-26
"29471",Rivière Nicolet,2017/02/26,Un embâcle de 5 km s'est formé sur la rivière Nicolet entre l'embouchure et la jonction des deux embranchements de la rivière Nicolet  en amont entraînant une hausse importante et rapide des niveaux d'eau. La prise d'eau potable ayant été inondée  vers  la municipalité a dû temporairement cessé les activités de la centrale de traitement d'eau. Après le déglaçage de la rivière à l'embouchure et dans la rivière elle-même  le niveau a baissé rapidement et la centrale de traitement d'eau a été remise en fonction vers 12 h 45.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"5000",metre,Nicolet,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-72.6208465585263,46.2247300073241,2017-02-26
"29474",Rivière Chaudière,2017/02/26,BEAUCEVILLE  Embâcle face au cimetière jusqu'au secteur du Rocher . Niveau toujours élevé.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Beauceville,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Modérée,Actuel,Restreinte,Prévue,aucune,-70.7806865000249,46.2160759299948,2017-02-26
"29484",Rivière Nicolet,2017/02/27,Un embâcle de 5 km s'est formé sur la rivière Nicolet entre l'embouchure et la jonction des deux embranchements de la rivière Nicolet  en amont entraînant une hausse importante et rapide des niveaux d'eau. La prise d'eau potable ayant été inondée  vers  la municipalité a dû temporairement cessé les activités de la centrale de traitement d'eau. Après le déglaçage de la rivière à l'embouchure et dans la rivière elle-même  le niveau a baissé rapidement et la centrale de traitement d'eau a été remise en fonction vers 12 h 45.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"5000",metre,Nicolet,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-72.6208465585263,46.2247300073241,2017-02-26
"29499",Rivière Bécancour,2017/03/01,Libre circulation de l'eau,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"100",metre,Lyster,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.6838498145536,46.3479052171216,2017-03-01
"29510",Rivière Nicolet,2017/03/02,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Victoriaville,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.9292699207382,46.038774663866,2017-03-02
"29518",Rivière Nicolet,2017/03/02,Nous ne sommes pas en mesure d'évaluer la longueur de l'embâcle  mais il n'y a pas de danger pour nos résidents,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Saint-Christophe-d'Arthabaska,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.8996279314074,46.0068777683112,2017-03-02
"29520",Rivière Bécancour,2017/03/02,Libre circulation de l'eau,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"100",metre,Lyster,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.6838498145536,46.3479052171216,2017-03-01
"29560",Rivière Nicolet,2017/03/04,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Victoriaville,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.9292699207382,46.038774663866,2017-03-02
"29567",Rivière Nicolet,2017/03/05,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Victoriaville,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.9292699207382,46.038774663866,2017-03-02
"29585",Rivière Nicolet,2017/03/07,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Victoriaville,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.9292699207382,46.038774663866,2017-03-02
"29611",Rivière Bécancour,2017/03/08,Libre circulation de l'eau,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"100",metre,Lyster,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.6838498145536,46.3479052171216,2017-03-01
"29695",Rivière Bécancour,2017/03/20,Libre circulation de l'eau,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"100",metre,Lyster,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Normale,Actuel,Restreinte,Prévue,aucune,-71.6838498145536,46.3479052171216,2017-03-01
"29822",Rivière Bécancour,2017/03/28,Libre circulation de l'eau,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"100",metre,Lyster,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Normale,Actuel,Restreinte,Prévue,aucune,-71.6838498145536,46.3479052171216,2017-03-01
"29836",Rivière Bécancour,2017/03/29,Libre circulation de l'eau,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"100",metre,Lyster,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Normale,Actuel,Restreinte,Prévue,aucune,-71.6838498145536,46.3479052171216,2017-03-01
"29862",Rivière Nicolet,2017/04/01,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Victoriaville,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.9292699207382,46.038774663866,2017-03-02
"29863",Rivière Nicolet,2017/04/02,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Victoriaville,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.9292699207382,46.038774663866,2017-03-02
"29864",Rivière Nicolet,2017/04/03,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Victoriaville,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.9292699207382,46.038774663866,2017-03-02
"29891",Rivière Nicolet,2017/04/04,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"1000",metre,Victoriaville,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.9292699207382,46.038774663866,2017-03-02
"29925",Rivière Nicolet,2017/04/06,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"1000",metre,Victoriaville,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.9292699207382,46.038774663866,2017-03-02
"29994",Autre,2017/03/03,Embâcle signalé sur la rivière Champlain face au 21 rue Courteau. Aucun débordement.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Trois-Rivières,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-72.5322502379348,46.4193181564778,2017-04-10
"29996",Petite Rivière Yamachiche,2017/04/07,Embâcle possible entre le pont de l'autoroute 40 au km 180 et le fleuve. Il y a de l'eau sur la chaussé de la sortie de l'autoroute.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Yamachiche,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Modérée,Actuel,Restreinte,Prévue,aucune,-72.8037315749086,46.2642015128566,2017-04-10
"30000",Autre,2017/04/07,3 à 4 pouce d'eau sur la rue Des Cendrés. Amoncelklement de glace signalé près du pont. Rivière Gentilly,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Bécancour,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Modérée,Actuel,Restreinte,Prévue,aucune,-72.3368020702101,46.3908977931614,2017-04-10
"30002",Autre,2017/04/10,Embâcle sur la rivière Gentilly à la hauteur de la rue Des Cendrés. Pas d'inondation.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Bécancour,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-72.3359451171256,46.3818798216945,2017-04-10
"30008",Rivière Beaurivage,2017/04/07,Embâcle de 1 5 km de longueur dans le secteur du rang Saint-Jean,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"1500",metre,Saint-Patrice-de-Beaurivage,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.1985926979538,46.4187664840775,2017-04-10
