id_rire,types,specific,generic,designation_date,history,history_source,former_name,borough_codes,borough_names,title,topic_codes,topic_names
"","banque","Polytechniciennes, les","-","","L&#8217;on appelle polytechniciennes les étudiantes de l&#8217;École Polytechnique de Montréal. Ce toponyme a donc été choisi en l&#8217;honneur de toutes les femmes de cette institution universitaire, mais il rend aussi hommage, par extension, à toutes les ingénieures, féministes et femmes. À l&#8217;instar du nom de la place du 6-Décembre-1989, située dans l&#8217;arrondissement de Côte-des-Neiges&#8211;Notre-Dame-de-Grâce à Montréal, ce toponyme rappelle l&#8217;attentat antiféministe du 6 décembre 1989, au cours de laquelle quatorze femmes de l&#8217;École polytechnique ont été assassinées par un homme. Cette dénomination, si elle rappelle un évènement tragique et douloureux de l&#8217;histoire, est proposée dans l&#8217;optique de contribuer au devoir de mémoire collectif et afin de promouvoir les valeurs de respect et de non-violence. Au passage, rappelons que le 6 décembre 1989 a été institué comme la Journée nationale de commémoration et d&#8217;action contre la violence faite aux femmes.<br><br>SOURCES. &#8212; 6 décembre 2001, Journée nationale de commémoration et d&#8217;action contre la violence faite aux femmes : trousse de suggestions, Ottawa : Condition féminine Canada, 2001 40 p. &#8212; BLAIS, Mélissa, J&#8217;haïs les féministes! : le 6 décembre 1989 et ses suites, Montréal, Éditions du Remue-ménage, 2009, 220 p. &#8212; BLAIS, Mélissa et autre, Retour sur un attentat antiféministe : École polytechnique de Montréal, 6 décembre 1989, Montréal : Éditions du Remue-ménage, 2010, 175 p.","Compilé par Gabriel Martin, 2016","","","","Les Polytechniciennes","83","Banque Toponym'Elles"
"","banque","Roy-Desjardins, Dorimène","-","","(née en 1858, décédée en 1932)<br><br>Entrepreneure marquante de l&#8217;histoire du Québec, Dorimène Roy-Desjardins est la cofondatrice du Mouvement Desjardins, mouvement coopératif de caisses populaires s&#8217;étendant aujourd&#8217;hui à travers le pays. Durant les absences de son mari et collaborateur, Alphonse Desjardins, parfois retenu loin de la caisse pendant des mois en raison de son emploi, Dorimène s&#8217;occupe de la gérance de la caisse, établie au domicile familial durant ses premières années d&#8217;existence. Bien qu&#8217;on ne lui reconnaisse alors aucune rémunération ni fonction officielle au sein de la caisse, Dorimène monte la garde, en même temps qu&#8217;elle s&#8217;occupe de ses enfants. Femme informée, compétente en matière économique, ses talents de gestion sont confirmés par le seul fait qu&#8217;elle soit parvenue, après la mort de son mari, à pérenniser l&#8217;&#339;uvre qu&#8217;elle partageait avec lui. En 2000, Poste Canada émet un timbre sur lequel elle apparait, accompagnée de son mari.<br><br>SOURCES. &#8212; [Anonyme], « Mort de Mme Alph. Desjardins », L&#8217;Action catholique, 25e année, no 7889, Montréal, 14 juin 1932, p. 10. &#8212; BÉLANGER, Guy, Dorimène Desjardins : cofondatrice des caisses populaires Desjardins, 1858-1932, Lévis, Éditions Dorimène, 2008, 95 p.","Compilé par Gabriel Martin, 2016","","","","Dorimène Roy-Desjardins","83","Banque Toponym'Elles"
"","banque","Tristan, Flora","-","","(1803-1844)  Militante féministe française.","Compilé par Gabriel Martin, 2016","","","","Flora Triston","83","Banque Toponym'Elles"
"","banque","Truth, Sojourner","-","","(Vers 1797-1883)  Figure emblématique de l&#8217;abolitionnisme aux États-Unis, elle s&#8217;est aussi impliquée dans la défense des droits des femmes.","Compilé par Gabriel Martin, 2016","","","","Sojourner Truth","83","Banque Toponym'Elles"
"","banque","Two-Axe Earley, Mary","-","","(1911-1996)  Femme mohawk qui s&#8217;est illustrée dans la défense des droits des femmes autochtones, notamment en regard de la discrimination envers les femmes qui perdaient leur statut en vertu de la la Loi sur les Indiens en épousant une personne non autochtone.","Compilé par Gabriel Martin, 2016","","","","Mary Two-Axe Earley","83","Banque Toponym'Elles"
"","banque","Uqamiennes, les","-","","En français standard de variété québécoise, l&#8217;on nomme « Uqamiennes » et « Uqamiennes » les personnes qui étudient ou ont étudié à l&#8217;Université du Québec à Montréal. Ce toponyme vise donc à rendre hommage à toutes les femmes marquantes, connues et méconnues, qui ont marqué la grande université publique francophone de la métropole, de manière semblable, à celui des Donaldas, qui honore les McGilloises,","Compilé par Gabriel Martin, 2016","","","","Les Uquamiennes","83","Banque Toponym'Elles"
"","banque","Valois, Léonise","-","","(1868-1936)  Femme de lettres, Léonise Valois a collaboré à de nombreux journaux, dont Le Monde illustré (1900-1902), Le Journal de Françoise (1903-1904), La Patrie (1903-1905), L&#8217;Autorité (1913-1914), La Terre de chez nous (1929-1932). Plusieurs de ses articles ont porté sur des thèmes féministes audacieux pour l&#8217;époque comme l&#8217;éducation des femmes, leur égalité dans le mariage et leur autonomie financière.","Compilé par Gabriel Martin, 2016","","","","Léonise Valois","83","Banque Toponym'Elles"
"","banque","Verchères, Madeleine de","-","","(1678-1747)  Femme s&#8217;étant défendue avec éclat contre des Amérindiens au 17e siècle, elle est hissée, à la fin du 19e siècle, au rôle d&#8217;héroïne de Nouvelle-France. Depuis, son mythe a été déboulonné par maints travaux historiographiques. Elle demeure toutefois bien présente dans l&#8217;imaginaire collectif.","Compilé par Gabriel Martin, 2016","","","","Madeleine de Verchères","83","Banque Toponym'Elles"
"","banque","Vézina, Medjé","-","","(1896-1981)  Poète née à Montréal, fort reconnue, auteure d&#8217;un unique recueil de poésie, « Chaque heure a son visage » (1934), très représentatif du romantisme féminin, alors en vogue au Canada français.","Compilé par Gabriel Martin, 2016","","","","Medjé Vézina","83","Banque Toponym'Elles"
"","banque","Volant, Marguerite","-","","Personnage principal d&#8217;une télésérie radio-canadienne dont le cadre diégétique est fixé au 18e siècle, diffusée en 1996 et décembre 1996 à la télévision québécoise, qui fit l&#8217;objet d&#8217;un grand succès populaire et critique.","Compilé par Gabriel Martin, 2016","","","","Marguerite Volant","83","Banque Toponym'Elles"
"","banque","Wendates, les","-","","Les Wendats forment l&#8217;une des 11 grandes nations autochtones du Québec. La forme « Wendates » représente la flexion au féminin pluriel du nom de cette nation en français, graphie conforme aux recommandations de l&#8217;Office québécois de la langue française. Il est aussi possible d&#8217;utiliser le synonyme « Huronnes-Wendates ». Notons que la forme simple « Huronnes », doit être évitée, en cela qu&#8217;elle suggère un regard allochtone, plus qu&#8217;autochtone.","Compilé par Gabriel Martin, 2016","","","","Les Wendates","83","Banque Toponym'Elles"
"","banque","Wheelwright, Esther","-","","(1696-1780)  Supérieure des ursulines de Québec, elle fut précédemment en contact, durant sa jeunesse, avec les cultures anglaises, amérindiennes et françaises.","Compilé par Gabriel Martin, 2016","","","","Esther Wheelwright","83","Banque Toponym'Elles"
"","banque","White, Portia","-","","(1911-1968)  Chanteuse canadienne noire de grande renommée.","Compilé par Gabriel Martin, 2016","","","","Portia White","83","Banque Toponym'Elles"
"","banque","Wittig, Monique","-","","(1935-2003)  Théoricienne féministe et écrivaine ayant notamment écrit « L&#8217;Opoponax » en 1964, roman à l&#8217;avant-garde en matière de questions liées au genre, pour lequel elle reçoit le prix Médicis.","Compilé par Gabriel Martin, 2016","","","","Monique Wittig","83","Banque Toponym'Elles"
"","banque","Wolfe, Jeanne","-","","(1934-2009)  Directrice de l&#8217;école d&#8217;urbanisme de l&#8217;Université McGill, où elle met de l&#8217;avant des approches différentes, jugées innovatrices.","Compilé par Gabriel Martin, 2016","","","","Jeanne Wolfe","83","Banque Toponym'Elles"
"","banque","Woolf, Virginia","-","","(1882-1941)  Écrivaine britannique féministe, bien connue pour s&#8217;être prononcée en faveur de l&#8217;émancipation des femmes.","Compilé par Gabriel Martin, 2016","","","","Virginia Woolf","83","Banque Toponym'Elles"
"","banque","Wu, Chien-Shiung","-","","(1912-1997)  Physicienne états-unienne d&#8217;origine chinoise, elle contribue notablement à l&#8217;avancement de la physique nucléaire.","Compilé par Gabriel Martin, 2016","","","","Chien-Shiung Wu","83","Banque Toponym'Elles"
"","banque","Yvon, Josée","-","","(1950-1994)  Poète et critique littéraire née à Montréal, elle met de l&#8217;avant, au travers de son &#339;uvre, des réalités marginales.","Compilé par Gabriel Martin, 2016","","","","Josée Yvon","83","Banque Toponym'Elles"
"","banque","Zetkin, Clara","-","","(1857-1933)  Révolutionnaire allemande socialiste ayant milité pour l&#8217;égalité des femmes.","Compilé par Gabriel Martin, 2016","","","","Clara Zetkin","83","Banque Toponym'Elles"
"","banque","Seigneuresses, les","-","","En français standard de variété québécoise, le mot « seigneuresse », employé depuis le XVIIIe siècle, désigne toute femme devenue gestionnaire d&#8217;une seigneurie, après en avoir hérité de son mari ou de son père. Rappelons que, de la Nouvelle-France jusqu&#8217;au milieu XIXe, le système des seigneuries influence l&#8217;organisation territoriale, mais aussi l&#8217;organisation hiérarchique de la société. Bien que plutôt exceptionnelle, la charge de seigneuresse, occultée par l&#8217;historiographie traditionnelle, a permis l&#8217;expression d&#8217;un réel pouvoir féminin par quelques femmes de caractère, au sein d&#8217;une société tout de même patriarcale. Parmi les seigneuresses les plus connues, nommons Éléonore de Grandmaison, Marie-Catherine Peuvret et Madeleine de Verchères, ainsi que la seigneuresse montréalaise Louise de Ramezay. Alors que l&#8217;odonyme « rue des Seigneurs » nomme plusieurs voies du Québec, il n&#8217;existe encore, au tournant du 375e anniversaire du Montréal, aucune « rue des Seigneuresses ».<br><br>SOURCES. &#8212; AUGER, Rina, Éléonore de Grandmaison : seigneuresse en Nouvelle-France, Longueuil, Éditions historiques et généalogiques Pepin, 2002, 218 p. &#8212; DECHÊNE, Louise, Habitants et marchands de Montréal au XVIIe siècle, Montréal, Plon, 1974, 588 p. &#8212; FERLAND, Catherine et Benoît GRENIER (dir.), Femmes, culture et pouvoir : relectures de l&#8217;histoire au féminin XVe-XXe siècles, Québec, Presses de l&#8217;Université Laval, 2010, 329 p. &#8212; FORTIN, Réal, Louise de Ramezay et son moulin à scie : mythe et réalité, Québec : Septentrion, 2009, 211 p. &#8212; GRENIER, Benoît, Brève histoire du régime seigneurial, Montréal, Boréal, 2012, 245 p. &#8212; GRENIER, Benoît, Marie-Catherine Peuvret, 1667-1739 : veuve et seigneuresse en Nouvelle-France, Coll. « Intercultures », Sillery, Septentrion, 2005, 257 p. &#8212;  LAMARCHE, Jacques, Madeleine, héroïne de Verchères, seigneuresse de La Pérade, Montréal, Lidec, 1997, 61 p.","Compilé par Gabriel Martin, 2016","","","","Les Seigneuresses","83","Banque Toponym'Elles"
"","banque","Sirois, Marie-Louise","-","","(née en 1867, décédée en 1920)<br><br>Née à Sainte-Anne-de-la-Pocatière, Marie-Louise Sirois émigre avec sa famille aux États-Unis à 12 ans. Dotée d&#8217;une force physique hors du commun depuis son jeune âge, elle marque particulièrement les esprits, lorsque, âgée de 25 ans, elle parvient à soulever une charge de 400 livres devant les clients du gymnase de son mari, Henri Cloutier. Encouragée par son entourage, elle en vient alors à parcourir les États-Unis et le Canada pour présenter des tours de force, dans lesquels elle surpasse la plupart des hommes qu&#8217;elle rencontre sur son chemin. En 1897, elle met même l&#8217;illustre Louis Cyr au défi à deux reprises, convaincue qu&#8217;elle peut relever les mêmes exploits que lui. Bien que les affrontements n&#8217;aient pu avoir lieu pour des raisons nébuleuses, les chiffres indiquent que la force de Marie-Louise Sirois se comparait effectivement à celle du célèbre homme-fort. L&#8217;épitaphe de sa pierre tombale rappelle le titre qu&#8217;elle réclamait fièrement, celui de « la femme la plus forte du monde ». Alors qu&#8217;il existe à Montréal un parc des Hommes-Forts, le nom de Marie-Louise Sirois rappelle que des femmes-fortes ont aussi marqué notre histoire.<br><br>SOURCES. &#8212; [Anonyme], « Madame H. Cloutier, la femme forte qui veut répéter les tours de force de Louis Cyr », La Presse, Montréal, 14e année, no 170, 25 mai 1888, p. 2. &#8212; [Anonyme], « Theatrical notes : Franklin Opera House », Nashua [New Hampshire], Nashua Telegprah, 21 décembre 1909, vol. 41, no 249, p. 4. &#8212; [Anonyme], « Une page à conserver : les hommes forts [c]anadiens-français », Montréal, La Patrie, 6 avril 1901, 23e année, no 35, p. 13. &#8212; GONTHIER, Luc, Les hommes forts du Québec, Montréal, Caractère, 2015, p. 46-55. &#8212; MARTIN, Gabriel dans « Toponymie : une meilleure présence féminine serait souhaitable », ICI Radio-Canada Première, édition Saguenay-Lac-Saint-Jean, Émission « Café, boulot, Dodo », 20 juillet 2015, 8 h 45. &#8212; MASSICOTTE, Édouard-Zotique, Athlètes canadiens-français. Recueil des exploits de force, d&#8217;endurance, d&#8217;agilité, des athlètes et des sportsmen de notre race, depuis le XVIIIe siècle, Montréal, Librairie Beauchemin, 1909, p. 209-215.","Compilé par Gabriel Martin, 2016","","","","Marie-Louise Sirois","83","Banque Toponym'Elles"
"","banque","Trim, Charlotte","-","","(née vers 1768, décédée en 1823)<br><br>En février 1798, une femme d&#8217;origine africaine prénommée Charlotte, tenue en esclavage par une célibataire aisée de Montréal, s&#8217;enfuit de chez sa maitresse. Refusant de retourner au service de cette dernière, qui l&#8217;assujettit à la domesticité, Charlotte est alors arrêtée et détenue temporairement en prison. Bien que l&#8217;esclavage de personnes noires ou d&#8217;origines amérindiennes soit à l&#8217;époque toléré au Québec, aucune loi explicite n&#8217;encadre alors cette pratique. Le juge en chef du Banc du roi décide donc de libérer Charlotte, sans condition. L&#8217;insubordination de Charlotte ouvre de la sorte une brèche dans l&#8217;esclavagisme au Québec. Son histoire se répand et d&#8217;autres personnes l&#8217;imitent. Quelques semaines plus tard, une autre femme noire, Judith Gray, jusqu&#8217;alors captive d&#8217;un commerçant montréalais, parvient d&#8217;ailleurs à s&#8217;affranchir d&#8217;une manière similaire. Notons qu&#8217;après avoir marqué l&#8217;histoire de Montréal par son acte d&#8217;émancipation, Charlotte, dont le nom de jeune fille demeure inconnu, jouit d&#8217;une situation économique relativement confortable auprès de son époux, John Trim, un propriétaire foncier prospère.<br><br>SOURCES. &#8212; BIBLIOTHÈQUE ET ARCHIVES NATIONALES DU QUÉBEC, Sépultures non catholiques de la région de Montréal, 1767-1899, Archives nationales du Québec, CE 601, S63, Folio 55. &#8212;  MACKEY, Frank, Black Then: Blacks and Montreal, 1780s-1880s, Montréal, McGill-Queen&#8217;s University Press, 2004, 225 p. &#8212; MACKEY, Frank, L&#8217;esclavage et les Noirs à Montréal, 1760-1840, Montréal : Hurtubise, 2013, 662 p. &#8212; TRUDEL, Marcel, Deux siècles d&#8217;esclavage au Québec, suivi du Dictionnaire des esclaves et de leurs propriétaires au Canada français sur CD-ROM, Montréal, Hurtubise HMH, 2004, Collection « Cahiers du Québec », 405 p. &#8212; SOCIÉTÉ HISTORIQUE DE MONTRÉAL, Mémoires et documents relatifs à l&#8217;histoire du Canada, tome 1, « De l&#8217;esclavage en Canada », 1859, Montréal, Duvernay frères, p. 31-32.","Compilé par Gabriel Martin, 2016","","","","Charlotte Trim","83","Banque Toponym'Elles"
"","banque","Allaire, Virginie","-","","(1883-1969)  Fondatrice Institut Marguerite-D'Youville. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Virginie Allaire","83","Banque Toponym'Elles"
"","banque","Baron, Thérèse","-","","(1920-2006)  A &#339;uvré dans le domaine de l'éducation à la CECM (CSDM). Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Thérèse Baron","83","Banque Toponym'Elles"
"","banque","Berthiaume-Du Tremblay, Angélina","-","","(1886-1976)  A dirigé le quotidien La Presse. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Angélina Berthiaume-Du Tremblay","83","Banque Toponym'Elles"
"","banque","Bolles Maxwell, May","-","","(1870-1940)  Philanthrope. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","May Bolles Maxwell","83","Banque Toponym'Elles"
"","banque","Cameron (soeur Sainte-Catherine-de-Palma), Mary","-","","(1885-1962)  S'est illustrée dans la Congrégation de Notre-Dame. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Mary Cameron (soeur Sainte-Catherine-de-Palma)","83","Banque Toponym'Elles"
"","banque","Champoux, Pierrette","-","","(1927-2007)  Reporter. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Pierrette Champoux","83","Banque Toponym'Elles"
"","banque","Chrétien-Sloan, Laurette","-","","(1926-2009)  Féministe. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Laurette Chrétien-Sloan","83","Banque Toponym'Elles"
"","banque","Cooke, Anna-Maria (soeur Sainte-Catherine-du-Rosaire)","-","","(1869-1935)  S'est illustrée dans la Congrégation de Notre-Dame. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Anna-Maria Cooke (soeur Sainte-Catherine-du-Rosaire)","83","Banque Toponym'Elles"
"","banque","Danyluk, Vera","-","","(1944-2010)  Mairesse de Ville Mont-Royal, elle a dirigé la Communauté urbaine de Montréal (CUM). Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Vera Danyluk","83","Banque Toponym'Elles"
"","banque","Décary, Mance","-","","(2010-1987)  Religieuse infirmière. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Mance Décary","83","Banque Toponym'Elles"
"","banque","Desparois Danis (Tante Lucille), Lucille","-","","(1909-1996)  A &#339;uvré dans le domaine des communications et de l'éducation. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Lucille Desparois Danis (Tante Lucille)","83","Banque Toponym'Elles"
"","banque","Dugal-Ricard, Marguerite","-","","(1907-1981)  A &#339;uvré dans le milieu des affaires à Montréal-Nord. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Marguerite Dugal-Ricard","83","Banque Toponym'Elles"
"","banque","Dumas, Évelyn","-","","(1941-2012)  Journaliste. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Évelyn Dumas","83","Banque Toponym'Elles"
"","banque","Dunn, Osla Jan","-","","(1924-2008)  Mécène. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Osla Jan Dunn","83","Banque Toponym'Elles"
"","banque","Gidlow, Elsa","-","","(1898-1986)  Auteure. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Elsa Gidlow","83","Banque Toponym'Elles"
"","banque","Grégoire, Jeanne","-","","(1989-1987)  Historienne et généalogiste. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Jeanne Grégoire","83","Banque Toponym'Elles"
"","banque","Grégoire, Mercédès","-","","(1890-1952)  A &#339;uvré dans le domaine de l'éducation à la CECM (CSDM). Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Mercédès Grégoire","83","Banque Toponym'Elles"
"","banque","Grenier, Hélène","-","","(1900-1992)  A &#339;uvré dans le domaine de l'éducation à la CECM (CSDM). Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Hélène Grenier","83","Banque Toponym'Elles"
"","banque","Guindon, Jeannine","-","","(1919-2002)  A &#339;uvré dans le domaine de l'éducation. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Jeannine Guindon","83","Banque Toponym'Elles"
"","banque","Hémond Lacoste, Marcelle","-","","(?-?)  Avocate, adminstratrice de l'Hôpital Sainte-Justine. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Marcelle Hémond Lacoste","83","Banque Toponym'Elles"
"","banque","Hurteau, Laure","-","","(1895-1983)  Journaliste au quotidien La Presse. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Laure Hurteau","83","Banque Toponym'Elles"
"","banque","Lambert, Pierrette","-","","(1943-2014)  Infirmière. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Pierrette Lambert","83","Banque Toponym'Elles"
"","banque","Laporte-Landry, Lorraine","-","","(1942-1999)  Directrice du palais de justice de Montréal Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Lorraine Laporte-Landry","83","Banque Toponym'Elles"
"","banque","Le Moyne (soeur du Saint-Esprit), Marguerite","-","","(1664-1746)  S'est illustrée dans la Congrégation de Notre-Dame. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Marguerite Le Moyne (s&#339;ur du Saint-Esprit)","83","Banque Toponym'Elles"
"","banque","Leblanc, Denise","-","","(1949-1999)  Femme politique. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Denise Leblanc","83","Banque Toponym'Elles"
"","banque","Les Jurées","-","","Groupe de femmes. Des notes plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Les Jurées","83","Banque Toponym'Elles"
"","banque","MacDonald Langstaff, Annie","-","","(1887-1975)  A &#339;uvré dans le domaine du droit. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Annie MacDonald Langstaff","83","Banque Toponym'Elles"
"","banque","Mansi, Carmela (Mellie)","-","","(1936-2006)  Femme d'origine itailiene qui s'est impliquée dans sa communauté. ","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Carmela (Mellie) Mansi","83","Banque Toponym'Elles"
"","banque","Monette, Hélène","-","","(1960-2015)  Auteure Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Hélène Monette","83","Banque Toponym'Elles"
"","banque","Pelland, Marthe","-","","(1905-1996)  Première femme inscrite à la faculté de médecine de l'Université de Montréal. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Marthe Pelland","83","Banque Toponym'Elles"
"","banque","Shaw, Flora Madeline","-","","(1864-1927)  Infirmière. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Flora Madeline Shaw","83","Banque Toponym'Elles"
"","banque","Tallman Sufrin, Eileen","-","","(1941-1985)  Organisatrice syndicale. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Eileen Tallman Sufrin","83","Banque Toponym'Elles"
"","banque","Tremblay, Gemma","-","","(1929-1974)  Poète. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Gemma Tremblay","83","Banque Toponym'Elles"
"","banque","Tremblay-Lamontagne, Simone","-","","(1917-2007)  Fondatrice d'une école de clowns. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Simone Tremblay-Lamontagne","83","Banque Toponym'Elles"
"","banque","Turner (soeur Sainte-Marie-Edith), Mary Theodora","-","","(1876-1949)  S'est illustrée dans la Congrégation de Notre-Dame. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Mary Theodora Turner (soeur Sainte-Marie-Edith)","83","Banque Toponym'Elles"
"","banque","Wisdom, Jane","-","","(1884-1975)  L'une des première travailleuses sociales au Canada. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Jane Wisdom","83","Banque Toponym'Elles"
"","banque","Jaque, Rhené (Marguerite Cartier)","-","","(1918-2006)  Compositrice reconnue à la grandeur du pays et professeure à l'École de musique Vincent-d'Indy. ","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Rhené Jaque (Marguerite Cartier)","83","Banque Toponym'Elles"
"","banque","Besel, Lorine","-","","(1933-2015)  Infirmière et mentore en soins infirmiers. Elle fut notamment directrice  de l'Hôpital Royal Victoria de 1974 à 1980. ","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Lorine Besel","83","Banque Toponym'Elles"
"","banque","Daveluy, Paule","-","","(1919-2016)  Femme de lettres et traductrice québécoise. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Paule Daveluy","83","Banque Toponym'Elles"
"","banque","Salbaing, Geneviève","-","","(1922-2016)  Cofondatrice des Ballets Jazz de Montréal. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Geneviève Salbaing","83","Banque Toponym'Elles"
"","banque","Sherwood, Madeleine","-","","(1922-2016)  Actrice ayant &#339;uvré aux Etats-Unis. Liée au mouvement des droits civiques. ","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Madeleine Sherwood","83","Banque Toponym'Elles"
"","banque","Sicotte, Micheline","-","","(1945-2014)  A &#339;uvré dans le milieu de l'éducation et le milieu syndical. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Micheline Sicotte","83","Banque Toponym'Elles"
"","banque","Harrelle, Johanne","-","","(1930-1994)  Comédienne, mannequin et écrivaine associée à l'arrondissement de Verdun. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Johanne Harrelle","83","Banque Toponym'Elles"
"","banque","Alarie, Manda","-","","(1888-1965)  Actrice. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Manda Alarie","83","Banque Toponym'Elles"
"","banque","Allen, Moyra","-","","(1921-1996)  Médecin. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Moyra Allen","83","Banque Toponym'Elles"
"","banque","Amyot, Geneviève","-","","(1945-2000)  Poète. Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Geneviève Amyot","83","Banque Toponym'Elles"
"","banque","Anderson, Doris","-","","(1921-2007)  Auteure, journaliste et activiste Des notes biographiques plus détaillées enrichiront cette section sous peu.","Compilé par la Division du patrimoine, Direction de l'urbanisme, SMVT, 2017","","","","Doris Anderson","83","Banque Toponym'Elles"
