FOURNISSEUR,RÉPARTITION,SERVICE,DIRECTION,NO DE DOSSIER,OBJET,NO DÉCISION,DATE SIGNATURE,MONTANT
RÉPARATION D'AUTO CREMAZIE 2010 (9228-7457 QC INC.),ENTENTE CADRE RÉPARTITION SELON UTILISATION 100% AGGLO,SERVICE DU MATÉRIEL ROULANT ET DES ATELIERS,DIRECTION,1215382029,"CONCLURE DES ENTENTES-CADRE AVEC LES FIRMES RÉPARATION D'AUTO CREMAZIE 2010 (9228-7457 QC INC.) (LOT 1), CARROSSERIE IBERVILLE INC. (LOT 2) ET LES ENTREPRISES D.M. LEO INC. (LOT 3) POUR LE SERVICE DE RÉPARATION DE CARROSSERIE POUR VÉHICULE LÉGER DU PARC DE VÉHICULES DU SPVM, POUR UNE DURÉE DE DOUZE (12) MOIS AVEC DEUX OPTIONS DE PROLONGATION DE DOUZE (12) MOIS CHACUNE - (MONTANT ESTIMÉ DES ENTENTES : 1 154 699,30 $, TAXES INCLUSES (CONTRAT : 962 250,24 $ + CONTINGENCE : 192 450,05 $)) - APPEL D'OFFRES PUBLIC 21-18791 - (QUATRE SOUMISSIONNAIRES)",CE21 1930,12/9/2021,312568.00
CARROSSERIE IBERVILLE INC.,ENTENTE CADRE RÉPARTITION SELON UTILISATION 100% AGGLO,SERVICE DU MATÉRIEL ROULANT ET DES ATELIERS,DIRECTION,1215382029,"CONCLURE DES ENTENTES-CADRE AVEC LES FIRMES RÉPARATION D'AUTO CREMAZIE 2010 (9228-7457 QC INC.) (LOT 1), CARROSSERIE IBERVILLE INC. (LOT 2) ET LES ENTREPRISES D.M. LEO INC. (LOT 3) POUR LE SERVICE DE RÉPARATION DE CARROSSERIE POUR VÉHICULE LÉGER DU PARC DE VÉHICULES DU SPVM, POUR UNE DURÉE DE DOUZE (12) MOIS AVEC DEUX OPTIONS DE PROLONGATION DE DOUZE (12) MOIS CHACUNE - (MONTANT ESTIMÉ DES ENTENTES : 1 154 699,30 $, TAXES INCLUSES (CONTRAT : 962 250,24 $ + CONTINGENCE : 192 450,05 $)) - APPEL D'OFFRES PUBLIC 21-18791 - (QUATRE SOUMISSIONNAIRES)",CE21 1930,12/9/2021,307927.00
LES ENTREPRISES D.M. LEO INC.,ENTENTE CADRE RÉPARTITION SELON UTILISATION 100% AGGLO,SERVICE DU MATÉRIEL ROULANT ET DES ATELIERS,DIRECTION,1215382029,"CONCLURE DES ENTENTES-CADRE AVEC LES FIRMES RÉPARATION D'AUTO CREMAZIE 2010 (9228-7457 QC INC.) (LOT 1), CARROSSERIE IBERVILLE INC. (LOT 2) ET LES ENTREPRISES D.M. LEO INC. (LOT 3) POUR LE SERVICE DE RÉPARATION DE CARROSSERIE POUR VÉHICULE LÉGER DU PARC DE VÉHICULES DU SPVM, POUR UNE DURÉE DE DOUZE (12) MOIS AVEC DEUX OPTIONS DE PROLONGATION DE DOUZE (12) MOIS CHACUNE - (MONTANT ESTIMÉ DES ENTENTES : 1 154 699,30 $, TAXES INCLUSES (CONTRAT : 962 250,24 $ + CONTINGENCE : 192 450,05 $)) - APPEL D'OFFRES PUBLIC 21-18791 - (QUATRE SOUMISSIONNAIRES)",CE21 1930,12/9/2021,341755.00
PLACEMENT POTENTIEL INC.,100% VILLE,SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION - GESTION IMMOBILIÈRE ET EXPLOITATION,1217157013,"EXERCER L'OPTION DE PROLONGATION DE DOUZE (12) MOIS ET AUTORISER UNE DÉPENSE ADDITIONNELLE DE 108 014,66 $ EXCLUANT LES TAXES, POUR LA FOURNITURE D'UN SERVICE D'ENTRETIEN MÉNAGER AU MARCHÉ BONSECOURS, DANS LE CADRE DU CONTRAT ACCORDÉ À LA FIRME PLACEMENT POTENTIEL INC.(CE21 0082) MAJORANT AINSI LE MONTANT TOTAL DU CONTRAT DE 297 678,00 $ À 405 692,66 $ EXCLUANT LES TAXES.",CE21 2000,12/17/2021,108014.00
PAYSAGISTE PROMOVERT INC.,100% VILLE,SERVICE DES INFRASTRUCTURES DU RÉSEAU ROUTIER,DIRECTION DES INFRASTRUCTURES,1217231065,"ACCORDER UN CONTRAT À PAYSAGISTE PROMOVERT INC. POUR DES TRAVAUX DE FOURNITURE ET D'INSTALLATION DE MODULES DE JEUX ET DES SURFACES DE PROTECTION DU PARC DICKIE-MOORE. DÉPENSE TOTALE DE 377 405,44 $ (CONTRAT: 316 181,25 $, CONTINGENCES: 47 427,19 $, INCIDENCES: 13 797,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 434912 - (3 SOUMISSIONNAIRES)",CE21 2005,12/17/2021,316181.00
CONSTRUCTION LINEA INC.,100% VILE,SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION DE LA GESTION DE PROJETS IMMOBILIERS,1216810001,"ACCORDER UN CONTRAT À CONSTRUCTION LINEA INC. POUR LA RÉALISATION DES TRAVAUX DE RECONFIGURATION DES ESPACES À LA RÉSIDENCE MARIE-MORIN DE LA CITÉ DES HOSPITALIÈRES - DÉPENSE TOTALE DE 367 276,52 $, TAXES INCLUSES (CONTRAT : 290 337,17 $ + CONTINGENCES : 43 550,58 $ + INCIDENCES : 33 388,77 $) - APPEL D'OFFRES PUBLIC IMM-15775 (5 SOUMISSIONNAIRES).",CE21 2006,12/17/2021,333888.00
BIBLIOTHECA CANADA INC.,100% VILLE,SERVICE DE LA CULTURE,DIRECTION DES BIBLIOTHÈQUES,1210138001,"CONCLURE UNE ENTENTE-CADRE AVEC BIBLIOTHECA CANADA INC. POUR LA FOURNITURE D’ÉTIQUETTES RFID (NOMBRE D’ÉTIQUETTES SELON LES BESOINS) POUR LES SUPPORTS IMPRIMÉS ET DISQUES, À L’USAGE DU RÉSEAU DES BIBLIOTHÈQUES DE MONTRÉAL, D’UNE DURÉE DE TRENTE-SIX (36) MOIS AVEC DEUX (2) OPTIONS DE PROLONGATION DE DOUZE (12) MOIS CHACUNE (MONTANT ESTIMÉ DE L’ENTENTE : 196 750,39 $, TAXES INCLUSES) – APPEL D’OFFRES PUBLIC NUMÉRO 21-18887 (2 SOUMISSIONNAIRES)",CE22 0002,1/6/2022,196750.00
ÉQUIPEMENTS STINSON (QUÉBEC) INC.,100% VILLE,SERVICE DU MATÉRIEL ROULANT ET DES ATELIERS,DIRECTION,1215382034,"ACCORDER UN CONTRAT À ÉQUIPEMENTS STINSON (QUÉBEC) INC., POUR LA FOURNITURE DE CINQ (5) REMORQUES À ASPHALTE - DÉPENSE TOTALE DE 316 813,62 $, TAXES INCLUSES (CONTRAT : 288 012,38 $ + CONTINGENCES : 28 801,24 $) - APPEL D'OFFRES PUBLIC 21-19011 - (QUATRE SOUMISSIONNAIRES)",CE22 0003,1/6/2022,288012.00
AGRIKOM,100% VILLE,SERVICE DU MATÉRIEL ROULANT ET DES ATELIERS,DIRECTION,1215382036,"ACCORDER UN CONTRAT À AGRIKOM INC., POUR LA LOCATION LONG TERME DE TROIS (3) TRACTEURS UTILITAIRES AVEC OUTILLAGES DE DÉNEIGEMENT, SANS OPÉRATEUR, ET AVEC ENTRETIEN POUR UN NOMBRE MINIMAL DE CINQUANTE (50) MENSUALITÉS SUR DEUX (2) ANS, AVEC TROIS (3) OPTIONS DE RENOUVELLEMENT D'UN (1) AN - DÉPENSE TOTALE DE 265 017,38 $, TAXES INCLUSES - APPEL D'OFFRES 21-19010 - (DEUX SOUMISSIONNAIRES)",CE22 0032,1/17/2022,265017.00
LES COMPTEURS LECOMTE LTÉE.,ENTENTE CADRE RÉPARTITION SELON UTILISATION AGGLO,SERVICE DE L'EAU,DIRECTION DES RÉSEAUX D'EAU,1214185002,"CONCLURE UNE ENTENTE-CADRE POUR L'ACHAT DE COMPTEURS DE 40MM ET 50 MM D'EAU AVEC LA FIRME LES COMPTEURS LECOMTE LTÉE. - APPEL D'OFFRES 21-18981 - 3 SOUMISSIONNAIRES - MONTANT MAXIMAL DE L'ENTENTE : 301 006,39$ TAXES INCLUSES.",CE22 0033,1/17/2022,301006.00
SOLOTECH INC.,100% VILLE,SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION DE LA GESTION DE PROJETS IMMOBILIERS,1211670004,"ACCORDER UN CONTRAT À SOLOTECH INC. POUR LA FOURNITURE ET L'INSTALLATION D'ÉQUIPEMENTS D'ÉCLAIRAGE SCÉNIQUE DANS LE CADRE DES TRAVAUX DE RÉAMÉNAGEMENT DU THÉÂTRE DE VERDURE AU PARC LA FONTAINE - DÉPENSE TOTALE DE 444 365,79 $, TAXES INCLUSES (CONTRAT : 410 879,14 $ + CONTINGENCES : 20 543,96 $ + INCIDENCES : 12 942,69 $) - APPEL D'OFFRES PUBLIC 21-19052 - (2 SOUMISSIONNAIRES).",CE22 0037,1/17/2022,431423.00
URBEX CONSTRUCTION INC.,100% VILLE,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION AMÉNAGEMENT DES PARCS ET ESPACES PUBLICS,1218264002,"ACCORDER UN CONTRAT À URBEX CONSTRUCTION INC. POUR LES TRAVAUX D'INSTALLATION DE FILETS DE PROTECTION, DE CLÔTURES ET DE PANNEAUX DE SIGNALISATION, SITUÉS AU PARC MAISONNEUVE, DANS L'ARRONDISSEMENT DE ROSEMONT–LA PETITE-PATRIE - DÉPENSE TOTALE DE 376 998,71 $, TAXES INCLUSES (CONTRAT : 301 598,97 $ + CONTINGENCES : 45 239,86 $ + INCIDENCES : 30 159,88 $) - APPEL D'OFFRES PUBLIC (21-6648) - (TROIS SOUMISSIONNAIRES).",CE22 0135,2/2/2022,376999.00
LES MATELAS HOUDE INC.,100% AGGLO,SERVICE DE SÉCURITÉ INCENDIE DE MONTRÉAL,DIRECTION STRATÉGIQUE ET DE LA PRÉVENTION INCENDIE,1217157017,"ACCORDER UN CONTRAT À LA FIRME LES MATELAS HOUDE INC. POUR LA FOURNITURE DE MATELAS, DE SOMMIERS ET DE BASES DE LIT POUR LE SERVICE DE SÉCURITÉ INCENDIE DE MONTRÉAL (SIM) POUR UNE PÉRIODE DE TRENTE-SIX (36) MOIS, SOIT DU 24 FÉVRIER 2022 AU 23 FÉVRIER 2025. DÉPENSE TOTALE DE 232 605,92 $ TAXES INCLUSES. APPEL D'OFFRES PUBLIC 21-19047 (2 SOUMISSIONNAIRES)",CE22 0156,2/10/2022,232606.00
J.J. MACKAY CANADA LIMITÉE,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION GESTION DE GRANDS PARCS ET MILIEUX NATURELS,1224352001,"ACCORDER UN CONTRAT À L'ENTREPRISE J.J. MACKAY CANADA LIMITÉE POUR L'ACQUISITION D'HORODATEURS POUR LES PARCS-NATURE, INCLUANT LES FOURNITURES ET LE SERVICE TECHNIQUE POUR UNE PÉRIODE DE CINQ (5) ANS – DÉPENSE TOTALE DE 242 789,24 $, TAXES INCLUSES (CONTRAT : 220 717,51 $ ET CONTINGENCES : 22 071,75 $) – APPEL D'OFFRES PUBLICS 21-18902 – TROIS (3) SOUMISSIONNAIRES.",CE22 0227,2/18/2022,242789.00
RESSORT IDÉAL LTÉE,ENTENTE CADRE RÉPARTITION SELON UTILISATION (DÉPENSE MIXTE D'ADMINISTRATION GÉNÉRALE) AGGLO,SERVICE DU MATÉRIEL ROULANT ET DES ATELIERS,DIRECTION ATELIERS MÉCANIQUES ET DE PROXIMITÉ,1225382004,"CONCLURE UNE ENTENTE-CADRE AVEC LA FIRME RESSORT IDÉAL LTÉE (LOT # 18) ET UNE ENTENTE-CADRE AVEC LA FIRME LE GROUPE GUY INC. (LOT # 20) POUR LA FOURNITURE DE SERVICE D'ENTRETIEN PRÉVENTIF ET LA RÉPARATION DE VÉHICULES LOURDS DE LA VILLE DE MONTRÉAL, POUR UNE DURÉE DE DOUZE (12) MOIS - DÉPENSE TOTALE DE 408 831,74 $, TAXES INCLUSES (CONTRAT: 355 505,86 $ $ + CONTINGENCES: 53 325,88 $) - APPEL D'OFFRES PUBLIC 21-19061 - (4 SOUMISSIONNAIRES CONFORMES - 2 SOUMISSIONNAIRE NON-CONFORME).",CE22 0228,2/18/2022,208846.00
LE GROUPE GUY,ENTENTE CADRE RÉPARTITION SELON UTILISATION (DÉPENSE MIXTE D'ADMINISTRATION GÉNÉRALE) AGGLO,SERVICE DU MATÉRIEL ROULANT ET DES ATELIERS,DIRECTION ATELIERS MÉCANIQUES ET DE PROXIMITÉ,1225382004,"CONCLURE UNE ENTENTE-CADRE AVEC LA FIRME RESSORT IDÉAL LTÉE (LOT # 18) ET UNE ENTENTE-CADRE AVEC LA FIRME LE GROUPE GUY INC. (LOT # 20) POUR LA FOURNITURE DE SERVICE D'ENTRETIEN PRÉVENTIF ET LA RÉPARATION DE VÉHICULES LOURDS DE LA VILLE DE MONTRÉAL, POUR UNE DURÉE DE DOUZE (12) MOIS - DÉPENSE TOTALE DE 408 831,74 $, TAXES INCLUSES (CONTRAT: 355 505,86 $ $ + CONTINGENCES: 53 325,88 $) - APPEL D'OFFRES PUBLIC 21-19061 - (4 SOUMISSIONNAIRES CONFORMES - 2 SOUMISSIONNAIRE NON-CONFORME).",CE22 0228,2/18/2022,146660.00
CONSTRUCTION N.R.C. INC.,100% VILLE,SERVICE DE L'URBANISME ET DE LA MOBILITÉ,DIRECTION DE LA MOBILITÉ,1228848002,"ACCORDER UN CONTRAT À CONSTRUCTION N.R.C. INC POUR LA RÉALISATION DE TRAVAUX ÉLECTRIQUES DE SIGNALISATION LUMINEUSE À 25 INTERSECTIONS DE LA VILLE DE MONTRÉAL. DÉPENSE TOTALE : 351 688,04 $, TAXES INCLUSES (CONTRAT : 293 073,37 $; CONTINGENCES : 58 614,67 $) - APPEL D'OFFRES PUBLIC 475910 - (3 SOUMISSIONNAIRES)",CE22 0280,2/25/2022,351688.00
INNOVAC INC,100% AUTRE,COMMISSION DES SERVICES ÉLECTRIQUES,BUREAU DU PRÉSIDENT DE LA COMMISSION,1220649002,"CONCLURE UNE ENTENTE-CADRE DE SERVICES AVEC LA FIRME INNOVAC INC, POUR LA LOCATION DE MACHINERIE, INCLUANT L'OPÉRATEUR, POUR DES TRAVAUX DE FOURNITURE D'ÉQUIPEMENT DE POMPAGE ET DE NETTOYAGE DE PUITS D'ACCÈS, SUITE À L'APPEL D'OFFRES PUBLIC NO. 1749 AU MONTANT DE 116 814,60 $ (TAXES INCLUSES)",CE22 0307,3/11/2022,116814.00
BIO-CONTRÔLE ARBORICOLE,100% VILLE,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION GESTION DE GRANDS PARCS ET MILIEUX NATURELS,1216628005,"ACCORDER 4 CONTRATS À LA FIRME BIO-CONTRÔLE ARBORICOLE, POUR LES SERVICES D'INJECTION DE FRÊNES SUR LES DOMAINES PUBLIC ET PRIVÉ DANS LE CADRE DE LA STRATÉGIE DE LUTTE CONTRE L'AGRILE DU FRÊNE - DÉPENSE TOTALE DE 490 382, 03 $, TAXES INCLUSES (CONTRATS : 392 305, 62 $, CONTINGENCES : 39 230, 56 $, VARIATIONS DES QUANTITÉS : 58 845, 84 $, TAXES INCLUSES) - APPEL D'OFFRES PUBLIC 21-19043, DEUX SOUMISSIONNAIRES.",CE22 0313,3/11/2022,490382.00
SODEM INC,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION GESTION DE GRANDS PARCS ET MILIEUX NATURELS,1228177001,"ACCORDER UN CONTRAT À L’ENTREPRISE SODEM INC., POUR UN SERVICE DE SURVEILLANTS-SAUVETEURS AQUATIQUES DES PLAGES PUBLIQUES, DES PARCS-NATURE DU CAP-SAINT-JACQUES ET DU BOIS-DE-L’ÎLE-BIZARD, POUR TROIS (3) SAISONS ESTIVALES (2022, 2023, 2024); DÉPENSE TOTALE DE 436 189,26 $, TAXES INCLUSES – (CONTRATS : 396 535,69 $ TAXES INCLUSES, CONTINGENCES : 39 653,57 $) – APPEL D’OFFRES PUBLIC 21-19092 – DEUX (2) SOUMISSIONNAIRES.",CE22 0314,3/11/2022,436189.00
9169-9835 QUÉBEC INC. (PUBLICATIONS 9417),100% AGGLO,SERVICE DES AFFAIRES JURIDIQUES,DIRECTION DES PROJETS SPÉCIAUX_SOUTIEN GÉNÉRAL ET SERVICES À LA CLIENTÈLE,1217104001,"ACCORDER UN CONTRAT À 9169-9835 QUÉBEC INC. (PUBLICATIONS 9417), PLUS BAS SOUMISSIONNAIRE CONFORME, POUR LA FOURNITURE DE SERVICES D'IMPRESSION LASER, L'INSERTION, L'EXPÉDITION ET LA FOURNITURE DE PAPETERIE POUR LES AVIS DE LA COUR MUNICIPALE, AUX PRIX UNITAIRES SOUMIS POUR UN MONTANT MAXIMAL DE 189 447,60 $ (AVEC TAXES) POUR UNE PÉRIODE DE DOUZE (12) MOIS DE MARS 2022 À FÉVRIER 2023. APPEL D'OFFRES 22-19117 / 4 SOUMISSIONNAIRES.",CE22 0316,3/11/2022,189447.00
AXIA SERVICES,100% VILLE,SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION - GESTION IMMOBILIÈRE ET EXPLOITATION,1227157002,"EXERCER L'OPTION DE PROLONGATION DE DOUZE (12) MOIS ET AUTORISER UNE DÉPENSE ADDITIONNELLE DE 223 403,97 $ TAXES INCLUSES, POUR LA FOURNITURE D'UN SERVICE D'ENTRETIEN MÉNAGER AU PAVILLON MULTIFONCTIONNEL DE L'ESPLANADE TRANQUILLE, DANS LE CADRE DU CONTRAT ACCORDÉ À LA FIRME AXIA SERVICES (CE21 1290), MAJORANT AINSI LE MONTANT TOTAL DU CONTRAT DE 219 023,50 $ À 442 427,47 $ TAXES INCLUSES.",CE22 0407,3/18/2022,223404.00
SERVICES DE PLACEMENT HORIZON-TRAVAIL,100% VILLE,SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS,DIRECTION PROJETS_PROGRAMMES ET SYSTÈMES,1227286002,ACCORDER UN CONTRAT À L’ORGANISME SANS BUT LUCRATIF SERVICES DE PLACEMENT HORIZON-TRAVAIL POUR LES SERVICES DE GESTION DES BRIGADES DE PROPRETÉ POUR 5 MOIS - DÉPENSE TOTALE 240 248$ TAXES INCLUSES.,CE22 0408,3/18/2022,240248.00
BIOTHERMICA TECHNOLOGIES INC.,ENTENTE CADRE RÉPARTITION SELON UTILISATION,SERVICE DE L'ENVIRONNEMENT,DIRECTION DE LA GESTION DES MATIÈRES RÉSIDUELLES,1229481001,"CONCLURE UNE ENTENTE-CADRE DE SERVICES PROFESSIONNELS AVEC LA FIRME BIOTHERMICA TECHNOLOGIES INC. POUR LA RÉALISATION ET L’INTERPRÉTATION DE RELEVÉS DE MÉTHANE REQUIS POUR DES TRAVAUX DE SUIVIS SUR DIVERS TERRAINS SUR OU À PROXIMITÉ D’ANCIENNES CARRIÈRES OU DÉPÔTS DE SURFACE SITUÉS SUR LE TERRITOIRE DE LA VILLE POUR UNE PÉRIODE DE 36 MOIS POUR UNE SOMME MAXIMALE DE 438 112,24 $ TAXES INCLUSES / APPEL D'OFFRES PUBLIC NO 21-19025 - DEUX SOUMISSIONNAIRES",CE22 0420,3/18/2022,438112.00
SHOW SCÈNE DESIGN ET TECHNOLOGIE INC.,100% VILLE,SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION DE LA GESTION DE PROJETS IMMOBILIERS,1221670001,"ACCORDER UN CONTRAT À SHOW SCÈNE DESIGN ET TECHNOLOGIE INC. POUR LA FOURNITURE ET L'INSTALLATION D'ÉQUIPEMENT D'HABILLAGE DE SCÈNE DANS LE CADRE DES TRAVAUX DE RÉAMÉNAGEMENT DU THÉÂTRE DE VERDURE AU PARC LA FONTAINE - DÉPENSE TOTALE DE 171 533,58 $, TAXES INCLUSES (CONTRAT : 163 365,31 $ + CONTINGENCES : 8 168,27 $) - APPEL D'OFFRES 22-19169 (3 SOUMISSIONNAIRES)",CE22 0480,3/30/2022,171534.00
BRUNEAU ÉLECTRIQUE,100% VILLE,SERVICE DE L'URBANISME ET DE LA MOBILITÉ,DIRECTION DE LA MOBILITÉ,1228848009,"ACCORDER UN CONTRAT À BRUNEAU ÉLECTRIQUE INC. POUR LA RÉALISATION DE TRAVAUX ÉLECTRIQUES DE SIGNALISATION LUMINEUSE À 20 INTERSECTIONS DE LA VILLE DE MONTRÉAL. DÉPENSE TOTALE : 402 832,26 $, TAXES INCLUSES (CONTRAT : 335 693,55 $; CONTINGENCES : 67 138,71 $) - APPEL D'OFFRES PUBLIC 475914 - (3 SOUMISSIONNAIRES).",CE22 0481,3/30/2022,402832.00
A.J. THÉÔRÉT ENTREPRENEUR ÉLECTRICIEN INC.,100% VILLE,SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION DE LA GESTION DE PROJETS IMMOBILIERS,1228750002,"ACCORDER UN CONTRAT À A.J. THÉÔRÊT ENTREPRENEUR ÉLECTRICIEN INC. POUR DES TRAVAUX DE REMPLACEMENT DE L'ENTRÉE ÉLECTRIQUE À L'ARÉNA PIERRE « PETE » MORIN (3207), SITUÉ AU 1925 RUE ST-ANTOINE, LACHINE - DÉPENSE TOTALE DE 296 505,26 $, TAXES INCLUSES (CONTRAT : 235 321,63 $ + CONTINGENCES : 47 064,33 $ + INCIDENCES : 14 119,30 $) - APPEL D'OFFRES PUBLIC (IMM-15799) - (5 SOUMISSIONNAIRES).",CE22 0482,3/30/2022,282386.00
9048-3173 INC.,100% VILLE,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION GESTION DE GRANDS PARCS ET MILIEUX NATURELS,1224352007,"EXERCER L'OPTION DE PROLONGATION ET AUTORISER UNE DÉPENSE ADDITIONNELLE DE 119 636,09 $, TAXES INCLUSES, DANS LE CADRE DU CONTRAT À L'ENTREPRISE 9048-3173 INC., POUR LES SERVICES DE MANUTENTION ET DE LIVRAISON D'ARBRES POUR L'ANNÉE 2022 (15 AVRIL AU 31 DÉCEMBRE 2022), MAJORANT AINSI LE MONTANT TOTAL DU CONTRAT DE 119 121,00 $ À 238 757,09 $ TAXES INCLUSES.",CE22 0501,4/8/2022,119636.00
LE CONSORTIUM JACK WORLD INC,100% VILLE,SERVICE DE LA CULTURE,DIRECTION,1218781005,"ACCORDER UN CONTRAT POUR L'ACQUISITION ET INSTALLATION DE MOBILIER URBAIN SUR-MESURE POUR L’ESPLANADE TRANQUILLE À LA FIRME; LE CONSORTIUM JACK WORLD INC. : DÉPENSE TOTALE DE 145 435,29 $ (CONTRAT 121 196,08 $ + CONTINGENCES 18 179,41 $ + INCIDENCES 6 059,80 $) TAXES INCLUSES - APPEL D'OFFRE PUBLIC 21-18664 LOT 1 - (3 SOUMISSIONNAIRES)",CE22 0502,4/8/2022,139375.00
LES ENTREPRISES FORLAM INC,100% AGGLO,SERVICE DE L'ENVIRONNEMENT,DIRECTION DE LA GESTION DES MATIÈRES RÉSIDUELLES,1220795001,"ACCORDER UN CONTRAT À LES ENTREPRISES FORLAM INC. POUR LE FORAGE DE NOUVEAUX PUITS DE CAPTAGES DE BIOGAZ AU COMPLEXE ENVIRONNEMENTAL DE SAINT-MICHEL (CESM), POUR UNE SOMME MAXIMALE DE 401 706,55 $ (TAXES INCLUSES) COMPRENANT DES TRAVAUX CONTINGENTS S'ÉLEVANT À 28 743,75 $ (TAXES INCLUSES) - APPEL D'OFFRES PUBLIC ENV-CESM-2022-01 (2 SOUMISSIONAIRES)",CE22 0503,4/8/2022,401706.00
SYNAIRGIS INC.,100% VILLE,SERVICE DE LA GESTION ET PLANIFICATION DES IMMEUBLES,DIRECTION DE LA GESTION DE PROJETS IMMOBILIERS,1220660002,"ACCORDER UN CONTRAT DE SERVICES PROFESSIONNELS À LA FIRME SYNAIRGIS INC. POUR L'ACCOMPAGNEMENT LEED DU PROJET DE RÉNOVATION DU COMPLEXE SPORTIF CLAUDE-ROBILLARD - DÉPENSE TOTALE DE 212 243,85 $, TAXES INCLUSES (CONTRAT : 132 652,41 $ + CONTINGENCES: 19 897,86 $ + INCIDENCES : 59 693,58 $) - APPEL D'OFFRES PUBLIC 21-19062 - (6 SOUMISSIONNAIRES).",CE22 0504,4/8/2022,152550.00
MÉCANIQUE CNC (2002) INC,100% AGGLO,SERVICE DE L'EAU,DIRECTION DE L'ÉPURATION DES EAUX USÉES,1227482004,"ACCORDER UN CONTRAT À MÉCANIQUE CNC (2002) INC., POUR LE REMPLACEMENT DES SILENCIEUX SUR LES SYSTÈMES D'ÉPURATION DES GAZ DE COMBUSTION DES CHEMINÉES DES INCINÉRATEURS 1 ET 2 DE LA STATION D'ÉPURATION DES EAUX USÉES JEAN-R.-MARCOTTE - DÉPENSE TOTALE DE 483 108,51 $, TAXES INCLUSES (CONTRAT : 439 189,55 $ + CONTINGENCES : 43 918,96 $) - APPEL D'OFFRES PUBLIC SP21027-137029-C - (2 SOUMISSIONNAIRES).",CE22 0546,4/20/2022,483108.00
SYSTÈME D'INFORMATION BÂTIMENT DEVISUBOX INC.,100% AGGLO,SERVICE DE L'EAU,DIRECTION DE L'ÉPURATION DES EAUX USÉES,1227482006,"ACCORDER UN CONTRAT À SYSTÈME D'INFORMATION BÂTIMENT DEVISUBOX INC, POUR DES SERVICES DE SURVEILLANCE DE CHANTIER (CAMÉRAS TIMELAPSE ET DRONE) ET DE PRODUCTION DE VIDÉOS - DÉPENSE TOTALE DE 213 738,53 $, TAXES INCLUSES (CONTRAT : 194 307,75 $ + CONTINGENCES 19 430,78 $) - APPEL D'OFFRES PUBLIC 22-18495 (2 SOUMISSIONS)",CE22 0635,4/22/2022,213738.00
LES PNEUS MOBILE RIVE NORD (9458-6997 QUÉBEC INC.),100% AGGLO,SERVICE DE L'ENVIRONNEMENT,DIRECTION DE LA GESTION DES MATIÈRES RÉSIDUELLES,1228502002,"ACCORDER UN CONTRAT À LA FIRME LES PNEUS MOBILE RIVE-NORD (9458-6997 QUÉBEC INC.), POUR LE SERVICE DE RETRAIT DES JANTES DES PNEUS AU SEIN DES ÉCOCENTRES DE L'AGGLOMÉRATION DE MONTRÉAL, POUR UNE PÉRIODE DE 36 MOIS, AVEC UNE OPTION DE PROLONGATION DE 12 MOIS - DÉPENSE TOTALE DE 181 229,34 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC #22-19182 - QUATRE (4) SOUMISSIONNAIRES",CE22 0637,4/22/2022,181229.00
CONSTRUCTION N.R.C. INC.,100% VILLE,SERVICE DES INFRASTRUCTURES DU RÉSEAU ROUTIER,DIRECTION DES INFRASTRUCTURES,1227231019,"ACCORDER UN CONTRAT À CONSTRUCTION N.R.C. INC., POUR DES TRAVAUX D'ÉCLAIRAGE ET DE FEUX DE CIRCULATION DANS LA RUE RACHEL, ENTRE L'AVENUE DES ÉRABLES ET LA RUE D'IBERVILLE DANS L’ ARRONDISSEMENT DU PLATEAU-MONT-ROYAL. DÉPENSE TOTALE DE 424 570, 23 $ ( CONTRAT: 333 106, 72 $ + CONTINGENCES: 49 966, 01 $ + INCIDENCES: 41 497, 50 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 471410 - 4 SOUMISSIONNAIRES",CE22 0639,4/22/2022,383073.00
