NUMEROTATION,TYPE_DE_SOINS,REGION,MUNICIPALITE,NOMBRE_DE_DEPARTS,JOURS_HOSPIT_TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION 
2151,"Soins en chirurgie d'un jour","Laurentides","72025 SAINT-JOSEPH-DU-LAC",237,237,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2152,"Soins en chirurgie d'un jour","Laurentides","72032 OKA",181,181,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2153,"Soins en chirurgie d'un jour","Laurentides","72043 SAINT-PLACIDE",75,75,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2154,"Soins en chirurgie d'un jour","Laurentides","72802 KANESATAKE",12,12,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2155,"Soins en chirurgie d'un jour","Laurentides","73005 BOISBRIAND",1029,1029,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2156,"Soins en chirurgie d'un jour","Laurentides","73010 SAINTE-THERESE",1078,1078,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2157,"Soins en chirurgie d'un jour","Laurentides","73015 BLAINVILLE",2196,2196,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2158,"Soins en chirurgie d'un jour","Laurentides","73020 ROSEMERE",571,571,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2159,"Soins en chirurgie d'un jour","Laurentides","73025 LORRAINE",330,330,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2160,"Soins en chirurgie d'un jour","Laurentides","73030 BOIS-DES-FILION",378,378,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2161,"Soins en chirurgie d'un jour","Laurentides","73035 SAINTE-ANNE-DES-PLAINES",540,540,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2162,"Soins en chirurgie d'un jour","Laurentides","74005 MIRABEL",2253,2253,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2163,"Soins en chirurgie d'un jour","Laurentides","75005 SAINT-COLOMBAN",624,624,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2164,"Soins en chirurgie d'un jour","Laurentides","75017 SAINT-JEROME",3293,3293,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2165,"Soins en chirurgie d'un jour","Laurentides","75028 SAINTE-SOPHIE",631,631,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2166,"Soins en chirurgie d'un jour","Laurentides","75040 PREVOST",504,504,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2167,"Soins en chirurgie d'un jour","Laurentides","75045 SAINT-HIPPOLYTE",486,486,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2168,"Soins en chirurgie d'un jour","Laurentides","76008 SAINT-ANDRE-D'ARGENTEUIL",75,75,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2169,"Soins en chirurgie d'un jour","Laurentides","76020 LACHUTE",519,519,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2170,"Soins en chirurgie d'un jour","Laurentides","76025 GORE",71,71,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2171,"Soins en chirurgie d'un jour","Laurentides","76030 MILLE-ISLES",64,64,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2172,"Soins en chirurgie d'un jour","Laurentides","76035 WENTWORTH",28,28,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2173,"Soins en chirurgie d'un jour","Laurentides","76043 BROWNSBURG-CHATHAM",250,250,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2174,"Soins en chirurgie d'un jour","Laurentides","76052 GRENVILLE-SUR-LA-ROUGE",66,66,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2175,"Soins en chirurgie d'un jour","Laurentides","76055 GRENVILLE",35,35,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2176,"Soins en chirurgie d'un jour","Laurentides","76065 HARRINGTON",31,31,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2177,"Soins en chirurgie d'un jour","Laurentides","77011 ESTEREL",12,12,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2178,"Soins en chirurgie d'un jour","Laurentides","77012 SAINTE-MARGUERITE-DU-LAC-MASSON",112,112,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2179,"Soins en chirurgie d'un jour","Laurentides","77022 SAINTE-ADELE",648,648,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2180,"Soins en chirurgie d'un jour","Laurentides","77030 PIEDMONT",177,177,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2181,"Soins en chirurgie d'un jour","Laurentides","77035 SAINTE-ANNE-DES-LACS",171,171,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2182,"Soins en chirurgie d'un jour","Laurentides","77043 SAINT-SAUVEUR",537,537,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2183,"Soins en chirurgie d'un jour","Laurentides","77050 MORIN-HEIGHTS",188,188,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2184,"Soins en chirurgie d'un jour","Laurentides","77055 LAC-DES-SEIZE-ILES",7,7,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2185,"Soins en chirurgie d'un jour","Laurentides","77060 WENTWORTH-NORD",52,52,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2186,"Soins en chirurgie d'un jour","Laurentides","77065 SAINT-ADOLPHE-D'HOWARD",170,170,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2187,"Soins en chirurgie d'un jour","Laurentides","78005 VAL-MORIN",144,144,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2188,"Soins en chirurgie d'un jour","Laurentides","78010 VAL-DAVID",212,212,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2189,"Soins en chirurgie d'un jour","Laurentides","78015 LANTIER",32,32,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2190,"Soins en chirurgie d'un jour","Laurentides","78020 SAINTE-LUCIE-DES-LAURENTIDES",54,54,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2191,"Soins en chirurgie d'un jour","Laurentides","78032 SAINTE-AGATHE-DES-MONTS",482,482,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2192,"Soins en chirurgie d'un jour","Laurentides","78042 IVRY-SUR-LE-LAC",21,21,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2193,"Soins en chirurgie d'un jour","Laurentides","78047 SAINT-FAUSTIN--LAC-CARRE",149,149,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2194,"Soins en chirurgie d'un jour","Laurentides","78055 MONTCALM",29,29,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2195,"Soins en chirurgie d'un jour","Laurentides","78060 ARUNDEL",35,35,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2196,"Soins en chirurgie d'un jour","Laurentides","78065 HUBERDEAU",59,59,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2197,"Soins en chirurgie d'un jour","Laurentides","78070 AMHERST",75,75,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2198,"Soins en chirurgie d'un jour","Laurentides","78075 BREBEUF",64,64,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2199,"Soins en chirurgie d'un jour","Laurentides","78095 LAC-SUPERIEUR",72,72,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2200,"Soins en chirurgie d'un jour","Laurentides","78100 VAL-DES-LACS",21,21,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2201,"Soins en chirurgie d'un jour","Laurentides","78102 MONT-TREMBLANT",476,476,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2202,"Soins en chirurgie d'un jour","Laurentides","78115 LA CONCEPTION",79,79,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2203,"Soins en chirurgie d'un jour","Laurentides","78120 LABELLE",147,147,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2204,"Soins en chirurgie d'un jour","Laurentides","78130 LA MINERVE",107,107,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2205,"Soins en chirurgie d'un jour","Laurentides","79005 NOTRE-DAME-DU-LAUS",146,146,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2206,"Soins en chirurgie d'un jour","Laurentides","79010 NOTRE-DAME-DE-PONTMAIN",97,97,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2207,"Soins en chirurgie d'un jour","Laurentides","79015 LAC-DU-CERF",99,99,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2208,"Soins en chirurgie d'un jour","Laurentides","79022 SAINT-AIME-DU-LAC-DES-ILES",105,105,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2209,"Soins en chirurgie d'un jour","Laurentides","79025 KIAMIKA",93,93,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2210,"Soins en chirurgie d'un jour","Laurentides","79030 NOMININGUE",223,223,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2211,"Soins en chirurgie d'un jour","Laurentides","79037 RIVIERE-ROUGE",415,415,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2212,"Soins en chirurgie d'un jour","Laurentides","79047 LA MACAZA",94,94,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2213,"Soins en chirurgie d'un jour","Laurentides","79050 L'ASCENSION",80,80,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2214,"Soins en chirurgie d'un jour","Laurentides","79060 LAC-SAGUAY",48,48,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2215,"Soins en chirurgie d'un jour","Laurentides","79065 CHUTE-SAINT-PHILIPPE",117,117,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2216,"Soins en chirurgie d'un jour","Laurentides","79078 LAC-DES-ECORCES",297,297,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2217,"Soins en chirurgie d'un jour","Laurentides","79088 MONT-LAURIER",1472,1472,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2218,"Soins en chirurgie d'un jour","Laurentides","79097 FERME-NEUVE",296,296,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2219,"Soins en chirurgie d'un jour","Laurentides","79105 LAC-SAINT-PAUL",62,62,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2220,"Soins en chirurgie d'un jour","Laurentides","79110 MONT-SAINT-MICHEL",56,56,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2221,"Soins en chirurgie d'un jour","Laurentides","79115 SAINTE-ANNE-DU-LAC",56,56,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2222,"Soins en chirurgie d'un jour","Laurentides","AUTRES",6,6,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2223,"Soins en chirurgie d'un jour","TOTAL Laurentides"," ",26996,26996,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2224,"Soins en chirurgie d'un jour","Montérégie","48005 BETHANIE",21,21,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2225,"Soins en chirurgie d'un jour","Montérégie","48010 ROXTON FALLS",112,112,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2226,"Soins en chirurgie d'un jour","Montérégie","48020 SAINTE-CHRISTINE",36,36,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2227,"Soins en chirurgie d'un jour","Montérégie","48028 ACTON VALE",395,395,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2228,"Soins en chirurgie d'un jour","Montérégie","48038 UPTON",108,108,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2229,"Soins en chirurgie d'un jour","Montérégie","48045 SAINT-THEODORE-D'ACTON",71,71,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2230,"Soins en chirurgie d'un jour","Montérégie","48050 SAINT-NAZAIRE-D'ACTON",34,34,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2231,"Soins en chirurgie d'un jour","Montérégie","53005 SAINT-DAVID",39,39,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2232,"Soins en chirurgie d'un jour","Montérégie","53010 MASSUEVILLE",24,24,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2233,"Soins en chirurgie d'un jour","Montérégie","53015 SAINT-AIME",23,23,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2234,"Soins en chirurgie d'un jour","Montérégie","53020 SAINT-ROBERT",113,113,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2235,"Soins en chirurgie d'un jour","Montérégie","53025 SAINTE-VICTOIRE-DE-SOREL",149,149,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2236,"Soins en chirurgie d'un jour","Montérégie","53032 SAINT-OURS",112,112,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2237,"Soins en chirurgie d'un jour","Montérégie","53040 SAINT-ROCH-DE-RICHELIEU",108,108,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2238,"Soins en chirurgie d'un jour","Montérégie","53050 SAINT-JOSEPH-DE-SOREL",94,94,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2239,"Soins en chirurgie d'un jour","Montérégie","53052 SOREL-TRACY",2243,2243,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2240,"Soins en chirurgie d'un jour","Montérégie","53065 SAINTE-ANNE-DE-SOREL",155,155,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2241,"Soins en chirurgie d'un jour","Montérégie","53072 YAMASKA",100,100,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2242,"Soins en chirurgie d'un jour","Montérégie","53085 SAINT-GERARD-MAJELLA",15,15,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2243,"Soins en chirurgie d'un jour","Montérégie","54008 SAINT-PIE",233,233,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2244,"Soins en chirurgie d'un jour","Montérégie","54017 SAINT-DAMASE",119,119,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2245,"Soins en chirurgie d'un jour","Montérégie","54025 SAINTE-MADELEINE",196,196,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2246,"Soins en chirurgie d'un jour","Montérégie","54030 SAINTE-MARIE-MADELEINE",60,60,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2247,"Soins en chirurgie d'un jour","Montérégie","54035 LA PRESENTATION",107,107,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2248,"Soins en chirurgie d'un jour","Montérégie","54048 SAINT-HYACINTHE",2686,2686,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2249,"Soins en chirurgie d'un jour","Montérégie","54060 SAINT-DOMINIQUE",116,116,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2250,"Soins en chirurgie d'un jour","Montérégie","54065 SAINT-VALERIEN-DE-MILTON",93,93,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2251,"Soins en chirurgie d'un jour","Montérégie","54072 SAINT-LIBOIRE",99,99,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2252,"Soins en chirurgie d'un jour","Montérégie","54090 SAINT-SIMON",55,55,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2253,"Soins en chirurgie d'un jour","Montérégie","54095 SAINTE-HELENE-DE-BAGOT",64,64,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2254,"Soins en chirurgie d'un jour","Montérégie","54100 SAINT-HUGUES",41,41,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2255,"Soins en chirurgie d'un jour","Montérégie","54105 SAINT-BARNABE-SUD",26,26,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2256,"Soins en chirurgie d'un jour","Montérégie","54110 SAINT-JUDE",43,43,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2257,"Soins en chirurgie d'un jour","Montérégie","54115 SAINT-BERNARD-DE-MICHAUDVILLE",18,18,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2258,"Soins en chirurgie d'un jour","Montérégie","54120 SAINT-LOUIS",27,27,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2259,"Soins en chirurgie d'un jour","Montérégie","54125 SAINT-MARCEL-DE-RICHELIEU",39,39,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2260,"Soins en chirurgie d'un jour","Montérégie","55023 SAINT-CESAIRE",263,263,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2261,"Soins en chirurgie d'un jour","Montérégie","55030 SAINTE-ANGELE-DE-MONNOIR",82,82,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2262,"Soins en chirurgie d'un jour","Montérégie","55037 ROUGEMONT",112,112,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2263,"Soins en chirurgie d'un jour","Montérégie","55048 MARIEVILLE",477,477,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2264,"Soins en chirurgie d'un jour","Montérégie","55057 RICHELIEU",275,275,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2265,"Soins en chirurgie d'un jour","Montérégie","55065 SAINT-MATHIAS-SUR-RICHELIEU",225,225,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
2266,"Soins en chirurgie d'un jour","Montérégie","56005 VENISE-EN-QUEBEC",128,128,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
