NUMEROTATION,TYPE_DE_SOINS,REGION,MUNICIPALITE,NOMBRE_DE_DEPARTS,JOURS_HOSPIT_TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION 
1787,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","85020 BEARN",44,44,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1788,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","85025 VILLE-MARIE",149,149,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1789,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","85030 DUHAMEL-OUEST",39,39,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1790,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","85037 LORRAINVILLE",77,77,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1791,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","85045 SAINT-BRUNO-DE-GUIGUES",67,67,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1792,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","85050 LAVERLOCHERE",35,35,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1793,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","85055 FUGEREVILLE",23,23,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1794,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","85060 LATULIPE-ET-GABOURY",20,20,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1795,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","85065 BELLETERRE",18,18,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1796,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","85070 LAFORCE",8,8,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1797,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","85075 MOFFET",25,25,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1798,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","85080 ANGLIERS",18,18,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1799,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","85085 SAINT-EUGENE-DE-GUIGUES",17,17,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1800,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","85090 NOTRE-DAME-DU-NORD",95,95,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1801,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","85095 GUERIN",15,15,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1802,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","85100 NEDELEC",25,25,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1803,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","85105 REMIGNY",18,18,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1804,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","85804 WINNEWAY",20,20,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1805,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","86042 ROUYN-NORANDA",2269,2269,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1806,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","87005 DUPARQUET",53,53,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1807,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","87010 RAPIDE-DANSEUR",22,22,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1808,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","87015 ROQUEMAURE",30,30,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1809,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","87020 GALLICHAN",40,40,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1810,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","87025 PALMAROLLE",97,97,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1811,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","87030 SAINTE-GERMAINE-BOULE",62,62,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1812,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","87035 POULARIES",56,56,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1813,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","87042 TASCHEREAU",54,54,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1814,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","87050 AUTHIER",15,15,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1815,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","87058 MACAMIC",233,233,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1816,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","87070 SAINTE-HELENE-DE-MANCEBOURG",28,28,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1817,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","87075 CLERVAL",39,39,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1818,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","87080 LA REINE",31,31,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1819,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","87085 DUPUY",61,61,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1820,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","87090 LA SARRE",589,589,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1821,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","87095 CHAZEL",25,25,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1822,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","87100 AUTHIER-NORD",28,28,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1823,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","87105 VAL-SAINT-GILLES",16,16,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1824,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","87110 CLERMONT",38,38,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1825,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","87115 NORMETAL",76,76,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1826,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","87120 SAINT-LAMBERT",21,21,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1827,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","88005 CHAMPNEUF",6,6,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1828,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","88015 LA MORANDIERE",8,8,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1829,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","88022 BARRAUTE",122,122,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1830,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","88030 LA CORNE",33,33,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1831,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","88035 LANDRIENNE",58,58,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1832,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","88040 SAINT-MARC-DE-FIGUERY",44,44,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1833,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","88045 LA MOTTE",21,21,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1834,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","88050 SAINT-MATHIEU-D'HARRICANA",31,31,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1835,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","88055 AMOS",653,653,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1836,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","88060 SAINT-FELIX-DE-DALQUIER",36,36,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1837,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","88065 SAINT-DOMINIQUE-DU-ROSAIRE",20,20,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1838,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","88070 BERRY",26,26,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1839,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","88075 TRECESSON",62,62,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1840,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","88080 LAUNAY",11,11,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1841,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","88085 SAINTE-GERTRUDE-MANNEVILLE",35,35,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1842,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","88090 PREISSAC",38,38,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1843,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","88802 PIKOGAN",24,24,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1844,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","88904 LAC-CHICOBI",6,6,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1845,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","89008 VAL-D'OR",1725,1725,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1846,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","89010 RIVIERE-HEVA",75,75,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1847,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","89015 MALARTIC",223,223,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1848,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","89040 SENNETERRE",47,47,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1849,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","89050 BELCOURT",224,224,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1850,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","89804 LAC-SIMON",86,86,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1851,"Soins en chirurgie d'un jour","Abitibi-Témiscamingue","AUTRES",14,14,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1852,"Soins en chirurgie d'un jour","TOTAL Abitibi-Témiscamingue"," ",8288,8288,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1853,"Soins en chirurgie d'un jour","Côte-Nord","95005 TADOUSSAC",57,57,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1854,"Soins en chirurgie d'un jour","Côte-Nord","95010 SACRE-COEUR",103,103,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1855,"Soins en chirurgie d'un jour","Côte-Nord","95018 LES BERGERONNES",32,32,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1856,"Soins en chirurgie d'un jour","Côte-Nord","95025 LES ESCOUMINS",100,100,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1857,"Soins en chirurgie d'un jour","Côte-Nord","95032 LONGUE-RIVE",63,63,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1858,"Soins en chirurgie d'un jour","Côte-Nord","95040 PORTNEUF-SUR-MER",30,30,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1859,"Soins en chirurgie d'un jour","Côte-Nord","95045 FORESTVILLE",188,188,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1860,"Soins en chirurgie d'un jour","Côte-Nord","95050 COLOMBIER",46,46,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1861,"Soins en chirurgie d'un jour","Côte-Nord","95802 ESSIPIT",24,24,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1862,"Soins en chirurgie d'un jour","Côte-Nord","95902 LAC-AU-BROCHET",11,11,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1863,"Soins en chirurgie d'un jour","Côte-Nord","96005 BAIE-TRINITE",26,26,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1864,"Soins en chirurgie d'un jour","Côte-Nord","96010 GODBOUT",14,14,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1865,"Soins en chirurgie d'un jour","Côte-Nord","96015 FRANQUELIN",17,17,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1866,"Soins en chirurgie d'un jour","Côte-Nord","96020 BAIE-COMEAU",1197,1197,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1867,"Soins en chirurgie d'un jour","Côte-Nord","96025 POINTE-LEBEL",107,107,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1868,"Soins en chirurgie d'un jour","Côte-Nord","96030 POINTE-AUX-OUTARDES",84,84,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1869,"Soins en chirurgie d'un jour","Côte-Nord","96035 CHUTE-AUX-OUTARDES",107,107,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1870,"Soins en chirurgie d'un jour","Côte-Nord","96040 RAGUENEAU",98,98,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1871,"Soins en chirurgie d'un jour","Côte-Nord","96802 PESSAMIT",100,100,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1872,"Soins en chirurgie d'un jour","Côte-Nord","97007 SEPT-ILES",1562,1562,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1873,"Soins en chirurgie d'un jour","Côte-Nord","97022 PORT-CARTIER",403,403,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1874,"Soins en chirurgie d'un jour","Côte-Nord","97035 FERMONT",87,87,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1875,"Soins en chirurgie d'un jour","Côte-Nord","97040 SCHEFFERVILLE",18,18,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1876,"Soins en chirurgie d'un jour","Côte-Nord","97802 UASHAT",82,82,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1877,"Soins en chirurgie d'un jour","Côte-Nord","97804 MALIOTENAM",79,79,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1878,"Soins en chirurgie d'un jour","Côte-Nord","97806 KAWAWACHIKAMACH",35,35,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1879,"Soins en chirurgie d'un jour","Côte-Nord","97808 MATIMEKOSH",10,10,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1880,"Soins en chirurgie d'un jour","Côte-Nord","98005 BLANC-SABLON",82,82,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1881,"Soins en chirurgie d'un jour","Côte-Nord","98010 BONNE-ESPERANCE",19,19,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1882,"Soins en chirurgie d'un jour","Côte-Nord","98012 SAINT-AUGUSTIN",30,30,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1883,"Soins en chirurgie d'un jour","Côte-Nord","98015 COTE-NORD-DU-GOLFE-DU-SAINT-LAURENT",68,68,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1884,"Soins en chirurgie d'un jour","Côte-Nord","98020 L'ILE-D'ANTICOSTI",12,12,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1885,"Soins en chirurgie d'un jour","Côte-Nord","98025 NATASHQUAN",42,42,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1886,"Soins en chirurgie d'un jour","Côte-Nord","98030 AGUANISH",14,14,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1887,"Soins en chirurgie d'un jour","Côte-Nord","98035 BAIE-JOHAN-BEETZ",8,8,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1888,"Soins en chirurgie d'un jour","Côte-Nord","98040 HAVRE-SAINT-PIERRE",169,169,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1889,"Soins en chirurgie d'un jour","Côte-Nord","98045 LONGUE-POINTE-DE-MINGAN",30,30,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1890,"Soins en chirurgie d'un jour","Côte-Nord","98050 RIVIERE-SAINT-JEAN",11,11,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1891,"Soins en chirurgie d'un jour","Côte-Nord","98055 RIVIERE-AU-TONNERRE",20,20,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1892,"Soins en chirurgie d'un jour","Côte-Nord","98802 PAKUASHIPI",12,12,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1893,"Soins en chirurgie d'un jour","Côte-Nord","98804 LA ROMAINE",49,49,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1894,"Soins en chirurgie d'un jour","Côte-Nord","98806 NATASHQUAN",29,29,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1895,"Soins en chirurgie d'un jour","Côte-Nord","98808 MINGAN",32,32,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1896,"Soins en chirurgie d'un jour","Côte-Nord","AUTRES",4,4,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1897,"Soins en chirurgie d'un jour","TOTAL Côte-Nord"," ",5311,5311,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1898,"Soins en chirurgie d'un jour","Nord-du-Québec","99005 LEBEL-SUR-QUEVILLON",115,115,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
