NUMEROTATION,TYPE DE SOINS,REGION,MUNICIPALITE,NOMBRE_DEPARTS,JOURS_HOSPIT_TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION 
2103,Soins en chirurgie d'un jour,Lanaudière,60040,131,131,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2104,Soins en chirurgie d'un jour,Lanaudière,61005,298,298,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2105,Soins en chirurgie d'un jour,Lanaudière,61013,186,186,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2106,Soins en chirurgie d'un jour,Lanaudière,61025,1191,1191,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2107,Soins en chirurgie d'un jour,Lanaudière,61027,186,186,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2108,Soins en chirurgie d'un jour,Lanaudière,61030,543,543,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2109,Soins en chirurgie d'un jour,Lanaudière,61035,907,907,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2110,Soins en chirurgie d'un jour,Lanaudière,61040,214,214,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2111,Soins en chirurgie d'un jour,Lanaudière,61045,162,162,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2112,Soins en chirurgie d'un jour,Lanaudière,61050,166,166,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2113,Soins en chirurgie d'un jour,Lanaudière,62007,375,375,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2114,Soins en chirurgie d'un jour,Lanaudière,62015,274,274,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2115,Soins en chirurgie d'un jour,Lanaudière,62020,86,86,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2116,Soins en chirurgie d'un jour,Lanaudière,62025,198,198,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2117,Soins en chirurgie d'un jour,Lanaudière,62030,68,68,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2118,Soins en chirurgie d'un jour,Lanaudière,62037,653,653,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2119,Soins en chirurgie d'un jour,Lanaudière,62047,276,276,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2120,Soins en chirurgie d'un jour,Lanaudière,62053,47,47,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2121,Soins en chirurgie d'un jour,Lanaudière,62055,64,64,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2122,Soins en chirurgie d'un jour,Lanaudière,62060,221,221,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2123,Soins en chirurgie d'un jour,Lanaudière,62065,131,131,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2124,Soins en chirurgie d'un jour,Lanaudière,62070,101,101,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2125,Soins en chirurgie d'un jour,Lanaudière,62075,103,103,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2126,Soins en chirurgie d'un jour,Lanaudière,62080,80,80,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2127,Soins en chirurgie d'un jour,Lanaudière,62085,144,144,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2128,Soins en chirurgie d'un jour,Lanaudière,62802,89,89,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2129,Soins en chirurgie d'un jour,Lanaudière,63005,66,66,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2130,Soins en chirurgie d'un jour,Lanaudière,63013,215,215,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2131,Soins en chirurgie d'un jour,Lanaudière,63023,67,67,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2132,Soins en chirurgie d'un jour,Lanaudière,63030,85,85,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2133,Soins en chirurgie d'un jour,Lanaudière,63035,220,220,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2134,Soins en chirurgie d'un jour,Lanaudière,63040,8,8,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2135,Soins en chirurgie d'un jour,Lanaudière,63048,852,852,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2136,Soins en chirurgie d'un jour,Lanaudière,63055,310,310,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2137,Soins en chirurgie d'un jour,Lanaudière,63060,522,522,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2138,Soins en chirurgie d'un jour,Lanaudière,63065,115,115,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2139,Soins en chirurgie d'un jour,Lanaudière,64008,4403,4403,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2140,Soins en chirurgie d'un jour,Lanaudière,64015,1961,1961,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2141,Soins en chirurgie d'un jour,Lanaudière,Autres,3,3,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2142,Soins en chirurgie d'un jour,Lanaudière,Total Lanaudière,23575,23575,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2143,Soins en chirurgie d'un jour,Laurentides,72005,1737,1737,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2144,Soins en chirurgie d'un jour,Laurentides,72010,636,636,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2145,Soins en chirurgie d'un jour,Laurentides,72015,704,704,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2146,Soins en chirurgie d'un jour,Laurentides,72020,276,276,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2147,Soins en chirurgie d'un jour,Laurentides,72025,257,257,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2148,Soins en chirurgie d'un jour,Laurentides,72032,197,197,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2149,Soins en chirurgie d'un jour,Laurentides,72043,70,70,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2150,Soins en chirurgie d'un jour,Laurentides,72802,10,10,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2151,Soins en chirurgie d'un jour,Laurentides,73005,883,883,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2152,Soins en chirurgie d'un jour,Laurentides,73010,1096,1096,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2153,Soins en chirurgie d'un jour,Laurentides,73015,1945,1945,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2154,Soins en chirurgie d'un jour,Laurentides,73020,520,520,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2155,Soins en chirurgie d'un jour,Laurentides,73025,327,327,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2156,Soins en chirurgie d'un jour,Laurentides,73030,311,311,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2157,Soins en chirurgie d'un jour,Laurentides,73035,581,581,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2158,Soins en chirurgie d'un jour,Laurentides,74005,1863,1863,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2159,Soins en chirurgie d'un jour,Laurentides,75005,544,544,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2160,Soins en chirurgie d'un jour,Laurentides,75017,3356,3356,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2161,Soins en chirurgie d'un jour,Laurentides,75028,601,601,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2162,Soins en chirurgie d'un jour,Laurentides,75040,482,482,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2163,Soins en chirurgie d'un jour,Laurentides,75045,387,387,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2164,Soins en chirurgie d'un jour,Laurentides,76008,115,115,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2165,Soins en chirurgie d'un jour,Laurentides,76020,480,480,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2166,Soins en chirurgie d'un jour,Laurentides,76025,61,61,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2167,Soins en chirurgie d'un jour,Laurentides,76030,75,75,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2168,Soins en chirurgie d'un jour,Laurentides,76035,30,30,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2169,Soins en chirurgie d'un jour,Laurentides,76043,229,229,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2170,Soins en chirurgie d'un jour,Laurentides,76052,57,57,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2171,Soins en chirurgie d'un jour,Laurentides,76055,58,58,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2172,Soins en chirurgie d'un jour,Laurentides,76065,38,38,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2173,Soins en chirurgie d'un jour,Laurentides,77011,13,13,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2174,Soins en chirurgie d'un jour,Laurentides,77012,119,119,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2175,Soins en chirurgie d'un jour,Laurentides,77022,597,597,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2176,Soins en chirurgie d'un jour,Laurentides,77030,140,140,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2177,Soins en chirurgie d'un jour,Laurentides,77035,196,196,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2178,Soins en chirurgie d'un jour,Laurentides,77043,581,581,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2179,Soins en chirurgie d'un jour,Laurentides,77050,182,182,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2180,Soins en chirurgie d'un jour,Laurentides,77055,15,15,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2181,Soins en chirurgie d'un jour,Laurentides,77060,51,51,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2182,Soins en chirurgie d'un jour,Laurentides,77065,196,196,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2183,Soins en chirurgie d'un jour,Laurentides,78005,154,154,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2184,Soins en chirurgie d'un jour,Laurentides,78010,279,279,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2185,Soins en chirurgie d'un jour,Laurentides,78015,54,54,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2186,Soins en chirurgie d'un jour,Laurentides,78020,81,81,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2187,Soins en chirurgie d'un jour,Laurentides,78032,616,616,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2188,Soins en chirurgie d'un jour,Laurentides,78042,12,12,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2189,Soins en chirurgie d'un jour,Laurentides,78047,179,179,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2190,Soins en chirurgie d'un jour,Laurentides,78055,40,40,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2191,Soins en chirurgie d'un jour,Laurentides,78060,30,30,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2192,Soins en chirurgie d'un jour,Laurentides,78065,57,57,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2193,Soins en chirurgie d'un jour,Laurentides,78070,74,74,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2194,Soins en chirurgie d'un jour,Laurentides,78075,34,34,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2195,Soins en chirurgie d'un jour,Laurentides,78095,100,100,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2196,Soins en chirurgie d'un jour,Laurentides,78100,55,55,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2197,Soins en chirurgie d'un jour,Laurentides,78102,470,470,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2198,Soins en chirurgie d'un jour,Laurentides,78115,68,68,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2199,Soins en chirurgie d'un jour,Laurentides,78120,129,129,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2200,Soins en chirurgie d'un jour,Laurentides,78130,75,75,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2201,Soins en chirurgie d'un jour,Laurentides,79005,145,145,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2202,Soins en chirurgie d'un jour,Laurentides,79010,43,43,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2203,Soins en chirurgie d'un jour,Laurentides,79015,40,40,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2204,Soins en chirurgie d'un jour,Laurentides,79022,42,42,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2205,Soins en chirurgie d'un jour,Laurentides,79025,34,34,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2206,Soins en chirurgie d'un jour,Laurentides,79030,132,132,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2207,Soins en chirurgie d'un jour,Laurentides,79037,272,272,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2208,Soins en chirurgie d'un jour,Laurentides,79047,57,57,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2209,Soins en chirurgie d'un jour,Laurentides,79050,70,70,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2210,Soins en chirurgie d'un jour,Laurentides,79060,37,37,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2211,Soins en chirurgie d'un jour,Laurentides,79065,63,63,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2212,Soins en chirurgie d'un jour,Laurentides,79078,140,140,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2213,Soins en chirurgie d'un jour,Laurentides,79088,691,691,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2214,Soins en chirurgie d'un jour,Laurentides,79097,116,116,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2215,Soins en chirurgie d'un jour,Laurentides,79105,23,23,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2216,Soins en chirurgie d'un jour,Laurentides,79110,35,35,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2217,Soins en chirurgie d'un jour,Laurentides,79115,33,33,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2218,Soins en chirurgie d'un jour,Laurentides,Autres,3,3,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2219,Soins en chirurgie d'un jour,Laurentides,Total Laurentides,24499,24499,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2220,Soins en chirurgie d'un jour,Montérégie,48005,11,11,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2221,Soins en chirurgie d'un jour,Montérégie,48010,138,138,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2222,Soins en chirurgie d'un jour,Montérégie,48020,32,32,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2223,Soins en chirurgie d'un jour,Montérégie,48028,413,413,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2224,Soins en chirurgie d'un jour,Montérégie,48038,108,108,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2225,Soins en chirurgie d'un jour,Montérégie,48045,60,60,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2226,Soins en chirurgie d'un jour,Montérégie,48050,37,37,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2227,Soins en chirurgie d'un jour,Montérégie,53005,44,44,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2228,Soins en chirurgie d'un jour,Montérégie,53010,21,21,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2229,Soins en chirurgie d'un jour,Montérégie,53015,20,20,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2230,Soins en chirurgie d'un jour,Montérégie,53020,108,108,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2231,Soins en chirurgie d'un jour,Montérégie,53025,146,146,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2232,Soins en chirurgie d'un jour,Montérégie,53032,96,96,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2233,Soins en chirurgie d'un jour,Montérégie,53040,152,152,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2234,Soins en chirurgie d'un jour,Montérégie,53050,129,129,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2235,Soins en chirurgie d'un jour,Montérégie,53052,2347,2347,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2236,Soins en chirurgie d'un jour,Montérégie,53065,193,193,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2237,Soins en chirurgie d'un jour,Montérégie,53072,94,94,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2238,Soins en chirurgie d'un jour,Montérégie,53085,11,11,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2239,Soins en chirurgie d'un jour,Montérégie,54008,234,234,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2240,Soins en chirurgie d'un jour,Montérégie,54017,104,104,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2241,Soins en chirurgie d'un jour,Montérégie,54025,165,165,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
