PERIODE,CODE  MO,CODE  MO_RESP,MO_RESPONSABLE,MO,CATEGORIE_EMPLOI,STATUT,APLE,NB_INDIVIDUS,NB_INDIVIDUS_120,APA_ABS_120,COUTS_120,NB_INDIVIDUS_246,APA_ABS_246,COUTS_246,NB_INDIVIDUS_248,APA_ABS_248,COUTS_248,NB_INDIVIDUS_270,APA_ABS_270,NB_INDIVIDUS_249,APA_ABS_249,NB_INDIVIDUS_272,APA_ABS_272,NB_INDIVIDUS_077,APA_ABS_077 
2013-2014,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Techniciens,Occasionnel,"2,8631",3,3,"0,0664","2300,14",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Techniciens,Occasionnel,"0,7666",2,2,"0,0248","1008,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Techniciens,Régulier,"1,0003",1,1,"0,0605","2172,33",1,"0,0564","1361,72",0,0,0,0,0,0,0,0,0,0,0
2013-2014,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Techniciens,Régulier,"5,7858",8,8,"0,1845","7223,68",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Techniciens,Régulier,"5,0823",9,6,"0,1507","6868,41",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Techniciens,Régulier,"13,2298",14,14,"0,3321","15338,58",1,"0,1073","3364,55",0,0,0,1,"0,0038",0,0,0,0,0,0
2013-2014,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Techniciens,Régulier,"12,61",13,13,"0,5244","25520,39",1,"0,0041","143,49",0,0,0,1,"0,0025",0,0,0,0,0,0
2013-2014,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Personnel de bureau,Occasionnel,"3,9786",5,5,"0,1681","5589,62",0,0,0,0,0,0,1,"0,0048",0,0,0,0,0,0
2013-2014,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Personnel de bureau,Occasionnel,"22,1505",24,20,"0,5478","19294,04",4,"1,7055","38320,12",1,"0,0479","824,47",6,"0,077",0,0,0,0,0,0
2013-2014,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Personnel de bureau,Occasionnel,"13,35",14,13,"0,3566","12903,79",1,"0,778","17573,35",1,"0,0211","355,53",0,0,0,0,0,0,0,0
2013-2014,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Personnel de bureau,Occasionnel,"10,0144",12,10,"0,3313","12327,18",1,"0,0219","598,6",1,"0,6592","14113,8",1,"0,0019",0,0,0,0,0,0
2013-2014,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Personnel de bureau,Occasionnel,"5,2158",6,6,"0,2097","8030,03",2,"0,1709","4669,9",0,0,0,0,0,0,0,0,0,0,0
2013-2014,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Personnel de bureau,Régulier,"1,3837",2,2,"0,0517","1874,17",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Personnel de bureau,Régulier,"8,7141",12,10,"0,2534","9454,83",1,"0,0458","1078,94",0,0,0,2,"0,0381",0,0,0,0,0,0
2013-2014,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Personnel de bureau,Régulier,"5,2633",9,7,"0,1412","5585,62",2,"0,1563","4268,1",0,0,0,1,"0,0115",0,0,0,0,0,0
2013-2014,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Personnel de bureau,Régulier,"34,8856",42,40,"0,9833","39932,5",4,"0,8312","23609,31",1,"0,046",943,4,"0,1151",0,0,0,0,0,0
2013-2014,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Personnel de bureau,Régulier,"31,5546",38,34,"0,7808","31450,27",5,"2,1033","56005,36",1,"0,1571","3083,4",4,"0,0135",1,"0,0498",0,0,0,0
2013-2014,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Personnel de bureau,Occasionnel,"2,0007",2,2,"0,067","2387,44",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Personnel de bureau,Occasionnel,"3,0012",3,3,"0,1226","4593,54",1,"0,0805","2044,79",0,0,0,2,"0,0403",0,0,0,0,0,0
2013-2014,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Personnel de bureau,Occasionnel,"3,0012",3,3,"0,1016","3559,07",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Personnel de bureau,Occasionnel,"2,4567",3,3,"0,0946","3505,16",0,0,0,0,0,0,1,"0,0038",0,0,0,0,0,0
2013-2014,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Personnel de bureau,Régulier,"1,0004",1,1,"0,0509","1899,19",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Personnel de bureau,Régulier,"2,7558",3,3,"0,1111","4126,89",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Personnel de bureau,Régulier,"6,0021",6,6,"0,2347","9466,71",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Personnel de bureau,Régulier,"12,2691",15,13,"0,26","9934,38",1,"0,5117","10864,38",0,0,0,1,"0,0153",0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Haute direction et Cadres,Régulier,"0,6171",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Haute direction et Cadres,Régulier,"1,0004",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Haute direction et Cadres,Régulier,"4,7491",5,2,"0,0607","8204,39",1,"0,0077","764,68",0,0,0,0,0,0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Haute direction et Cadres,Régulier,"2,0008",2,2,"0,0441","4883,34",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Haute direction et Cadres,Régulier,"1,6558",3,2,"0,0057","613,11",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Haute direction et Cadres,Régulier,"2,7866",4,1,"0,0034","428,89",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Professionnels et Enseignants,Occasionnel,"0,9659",2,1,"0,0057",243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Professionnels et Enseignants,Régulier,"7,9414",9,7,"0,1857","9456,02",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Professionnels et Enseignants,Régulier,"3,6702",4,3,"0,0638","4862,5",1,"0,7449","38251,69",0,0,0,0,0,0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Professionnels et Enseignants,Régulier,"9,0165",10,9,"0,1649","15075,86",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Professionnels et Enseignants,Régulier,"6,0503",6,5,"0,1599","13314,75",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Professionnels et Enseignants,Occasionnel,"0,3412",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Professionnels et Enseignants,Occasionnel,"0,3296",1,1,"0,0019","125,61",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Professionnels et Enseignants,Régulier,"3,9706",4,4,"0,0697",3356,0,0,0,0,0,0,1,"0,0082",0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Professionnels et Enseignants,Régulier,"8,0031",8,7,"0,1526","10463,44",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Professionnels et Enseignants,Régulier,"5,002",5,3,"0,0953","7069,48",1,"0,184","14694,39",1,"0,5788","40439,5",0,0,0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Professionnels et Enseignants,Régulier,"16,6559",21,13,"0,1548","14136,41",3,"0,6469","45266,58",2,"0,8546","59735,87",0,0,0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Techniciens,Régulier,"4,4056",5,4,"0,0748","3410,27",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Techniciens,Régulier,"4,1909",5,5,"0,1493","7220,26",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Techniciens,Régulier,"7,9164",10,10,"0,5712","27799,37",1,"0,1958","6370,62",0,0,0,0,0,0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Techniciens,Régulier,"1,1952",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Techniciens,Régulier,"0,3488",1,1,"0,0038","137,62",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Techniciens,Régulier,"1,0004",1,1,"0,0269","1313,17",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Techniciens,Régulier,"1,2457",2,2,"0,0461","2701,76",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Personnel de bureau,Occasionnel,"0,5328",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Personnel de bureau,Occasionnel,"0,0739",1,1,"0,0115","381,82",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Personnel de bureau,Régulier,"1,0004",1,1,"0,0215","791,92",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Personnel de bureau,Régulier,"3,4983",4,4,"0,2044","7970,01",1,"0,0383","905,6",0,0,0,0,0,0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Personnel de bureau,Régulier,"9,0321",11,6,"0,135","5587,44",1,"0,0652","1779,4",0,0,0,1,"0,0095",0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Personnel de bureau,Régulier,"11,4628",13,9,"0,305","11996,33",1,"0,1801","4924,1",0,0,0,1,"0,0131",0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Personnel de bureau,Régulier,"0,7321",1,1,"0,0295","1120,62",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Personnel de bureau,Régulier,"1,0004",1,1,"0,0152","596,28",1,"0,3373","8822,6",0,0,0,1,"0,0181",0,0,0,0,0,0
2013-2014,75,75,Travail,075-Travail,Personnel de bureau,Régulier,"1,767",2,2,"0,0191","762,87",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Haute direction et Cadres,Régulier,"10,7513",11,5,"0,0758","6778,94",1,"0,0115","893,86",0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Haute direction et Cadres,Régulier,"19,6363",22,14,"0,1324","13939,38",1,"0,0307","2182,63",0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Haute direction et Cadres,Régulier,"13,9902",15,8,"0,1675","18484,61",0,0,0,1,"0,2529","17045,16",0,0,0,0,1,"0,7436",0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Haute direction et Cadres,Régulier,"2,0008",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Haute direction et Cadres,Régulier,"32,0126",32,12,"0,164","15967,02",3,"0,184",14713,0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Haute direction et Cadres,Régulier,"29,8355",35,11,"0,0902","10348,4",1,"0,0843","7115,45",0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Professionnels et Enseignants,Occasionnel,"1,4297",3,1,"0,0057","234,01",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Professionnels et Enseignants,Occasionnel,"25,1863",37,26,"0,2981","14841,52",1,"0,1801","5885,35",0,0,0,1,"0,0033",0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Professionnels et Enseignants,Occasionnel,"22,5874",30,16,"0,3049","17497,54",2,"0,0458","1748,78",0,0,0,1,"0,0111",0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Professionnels et Enseignants,Occasionnel,"5,0135",7,5,"0,0668","3692,42",1,"0,1495","5695,56",0,0,0,1,"0,0133",0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Professionnels et Enseignants,Occasionnel,"1,3645",2,1,"0,046","3383,9",1,"0,1744","8555,38",0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Professionnels et Enseignants,Régulier,"85,2333",93,74,"1,4632","82456,73",6,"1,0185","38007,71",0,0,0,2,"0,0172",0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Professionnels et Enseignants,Régulier,"120,9334",129,105,"2,8026","193543,57",5,"0,6459","35540,38",0,0,0,3,"0,0079",0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Professionnels et Enseignants,Régulier,"108,0586",113,94,"3,0256","215766,32",4,"0,4573","20558,66",0,0,0,1,"0,0077",0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Professionnels et Enseignants,Régulier,"64,1922",67,48,"1,1576","86060,02",3,"0,8427","40664,71",1,"0,0949","3356,41",0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Professionnels et Enseignants,Occasionnel,"14,5654",19,15,"0,372","19887,39",1,"0,2338","9296,16",0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Professionnels et Enseignants,Occasionnel,"13,0358",19,6,"0,0592","3190,81",1,"0,1112","5423,97",0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Professionnels et Enseignants,Occasionnel,"9,2413",10,5,"0,114","5801,53",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Professionnels et Enseignants,Occasionnel,"2,9513",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Professionnels et Enseignants,Régulier,"44,6897",52,44,"0,9588","53624,21",3,"0,3852","14573,84",0,0,0,1,"0,0192",0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Professionnels et Enseignants,Régulier,"82,2474",92,74,"1,5","95137,77",4,"0,2418","11045,51",0,0,0,2,"0,0208",0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Professionnels et Enseignants,Régulier,"108,0474",116,81,"2,199","163067,53",1,"0,2032","8844,62",0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Professionnels et Enseignants,Régulier,"166,4102",180,104,"2,9379","222541,25",6,"1,1692","57925,09",1,"0,3871","13690,23",3,"0,0438",0,0,1,"1,0004",0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Techniciens,Occasionnel,"2,6563",7,4,"0,1479","5361,13",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Techniciens,Occasionnel,"20,5214",31,27,"0,5638","21094,89",1,"0,0652","1536,88",0,0,0,1,"0,0027",0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Techniciens,Occasionnel,"10,1593",14,12,"0,2336","9798,98",2,"0,4432","13987,75",0,0,0,1,"0,0032",0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Techniciens,Occasionnel,"6,5198",9,8,"0,1889","7141,75",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Techniciens,Régulier,"6,1212",7,5,"0,0985","3541,79",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Techniciens,Régulier,"81,0979",89,74,"2,3055","93410,77",10,"1,6376","43044,53",1,"0,3","5651,55",4,"0,0261",1,"0,4365",0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Techniciens,Régulier,"70,3375",74,69,"2,127","94997,87",7,"1,1819","32927,5",0,0,0,2,"0,0057",0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Techniciens,Régulier,"115,216",120,111,"3,2659","155276,19",13,"3,3987","111998,92",2,"0,3622","9503,19",1,"0,0192",0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Techniciens,Régulier,"51,0362",61,40,"1,1819","56515,83",7,"1,5218","49173,39",1,"0,4024","9679,71",1,"0,0041",1,"0,2721",0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Techniciens,Occasionnel,"0,2338",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Techniciens,Occasionnel,"6,1298",9,7,"0,1064","4049,16",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Techniciens,Occasionnel,"1,7938",3,1,"0,0139","528,29",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Techniciens,Occasionnel,"2,8824",3,3,"0,0471","1828,02",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Techniciens,Occasionnel,"0,046",1,1,"0,0011","41,44",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Techniciens,Régulier,"2,0008",2,2,"0,079","3071,93",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Techniciens,Régulier,"31,2426",33,29,"0,8499","35282,83",2,"0,0781","2194,13",0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Techniciens,Régulier,"28,0071",31,25,"0,6701","30888,61",2,"0,1374","4073,07",0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Techniciens,Régulier,"45,8267",50,43,"1,2535","59081,12",4,"0,8495","31746,56",1,"0,1074","2884,29",1,"0,0192",0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Techniciens,Régulier,"67,6994",72,43,"1,3982","67866,36",1,"0,3066","9828,77",0,0,0,0,0,1,"0,4791",0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Personnel de bureau,Occasionnel,"0,8816",1,1,"0,0114","427,84",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Personnel de bureau,Occasionnel,"4,5727",9,5,"0,0845","2862,59",1,"0,3296","6775,99",0,0,0,1,"0,0249",0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Personnel de bureau,Occasionnel,"7,718",9,8,"0,1223","4791,8",1,"0,0958","2619,9",0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Personnel de bureau,Occasionnel,"12,528",17,16,"0,3834","14766,74",3,"0,3621","9756,05",0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Personnel de bureau,Occasionnel,"7,7946",14,13,"0,2732","10918,82",3,"0,4676","11461,17",0,0,0,1,"0,0164",0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Personnel de bureau,Régulier,"3,12",4,4,"0,0788","2908,26",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Personnel de bureau,Régulier,"11,4336",20,15,"0,1868","7272,17",0,0,0,0,0,0,1,"0,0019",0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Personnel de bureau,Régulier,"11,79",16,16,"0,3893","15554,28",2,"0,5289","14196,04",0,0,0,3,"0,0389",0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Personnel de bureau,Régulier,"50,0406",61,47,"1,5879","65027,46",10,"2,8473","76565,73",3,"0,2146","4399,3",5,"0,0479",0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Personnel de bureau,Régulier,"43,5732",50,37,"0,9799","40182,03",5,"1,4412","37407,86",2,"0,506","9738,13",4,"0,0297",1,"0,2415",0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Personnel de bureau,Occasionnel,"1,0004",1,1,"0,0383","1502,48",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Personnel de bureau,Régulier,"1,0004",1,1,"0,0506","2074,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Personnel de bureau,Régulier,"2,7021",4,2,"0,038","1499,16",0,0,0,1,"0,391","7754,45",0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Personnel de bureau,Régulier,"3,6528",4,2,"0,0498","1794,27",3,"1,1345","24948,72",1,"0,0498","767,62",2,"0,011",0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Ouvrier,Occasionnel,"1,0456",2,2,"0,0275","1035,35",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Ouvrier,Occasionnel,"1,8322",2,2,"0,039","1468,31",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Ouvrier,Régulier,"1,1384",2,2,"0,0313","1238,45",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Ouvrier,Occasionnel,"1,0004",1,1,"0,059","2221,29",0,0,0,0,0,0,0,0,0,0,0,0,0,0
