champ,description_question,variable_reponse,description_reponse
Q27_Lr8r4,Pour quelles raisons cette demande a-t-elle été refusée? - Pour être accompagné d’un mentor - Critère d’admission non rencontré,1,Oui
Q27_Lr8r96,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour être accompagné d’un mentor - Autre, précisez (ex: quels critères n’ont pas été rencontrés)",0,Non
Q27_Lr8r96,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour être accompagné d’un mentor - Autre, précisez (ex: quels critères n’ont pas été rencontrés)",1,Oui
Q27_Lr9r1,Pour quelles raisons cette demande a-t-elle été refusée? - Pour m’impliquer dans une communauté d’entrepreneurs - Situation financière personnelle précaire,0,Non
Q27_Lr9r1,Pour quelles raisons cette demande a-t-elle été refusée? - Pour m’impliquer dans une communauté d’entrepreneurs - Situation financière personnelle précaire,1,Oui
Q27_Lr9r2,Pour quelles raisons cette demande a-t-elle été refusée? - Pour m’impliquer dans une communauté d’entrepreneurs - Viabilité incertaine du projet d’entreprise,0,Non
Q27_Lr9r2,Pour quelles raisons cette demande a-t-elle été refusée? - Pour m’impliquer dans une communauté d’entrepreneurs - Viabilité incertaine du projet d’entreprise,1,Oui
Q27_Lr9r3,Pour quelles raisons cette demande a-t-elle été refusée? - Pour m’impliquer dans une communauté d’entrepreneurs - Un plan d’affaires incomplet ou mal rédigé,0,Non
Q27_Lr9r3,Pour quelles raisons cette demande a-t-elle été refusée? - Pour m’impliquer dans une communauté d’entrepreneurs - Un plan d’affaires incomplet ou mal rédigé,1,Oui
Q27_Lr9r4,Pour quelles raisons cette demande a-t-elle été refusée? - Pour m’impliquer dans une communauté d’entrepreneurs - Critère d’admission non rencontré,0,Non
Q27_Lr9r4,Pour quelles raisons cette demande a-t-elle été refusée? - Pour m’impliquer dans une communauté d’entrepreneurs - Critère d’admission non rencontré,1,Oui
Q27_Lr9r96,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour m’impliquer dans une communauté d’entrepreneurs - Autre, précisez (ex: quels critères n’ont pas été rencontrés)",0,Non
Q27_Lr9r96,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour m’impliquer dans une communauté d’entrepreneurs - Autre, précisez (ex: quels critères n’ont pas été rencontrés)",1,Oui
Q27_Lr96r1,Pour quelles raisons cette demande a-t-elle été refusée? - Autres - Situation financière personnelle précaire,0,Non
Q27_Lr96r1,Pour quelles raisons cette demande a-t-elle été refusée? - Autres - Situation financière personnelle précaire,1,Oui
Q27_Lr96r2,Pour quelles raisons cette demande a-t-elle été refusée? - Autres - Viabilité incertaine du projet d’entreprise,0,Non
Q27_Lr96r2,Pour quelles raisons cette demande a-t-elle été refusée? - Autres - Viabilité incertaine du projet d’entreprise,1,Oui
Q27_Lr96r3,Pour quelles raisons cette demande a-t-elle été refusée? - Autres - Un plan d’affaires incomplet ou mal rédigé,0,Non
Q27_Lr96r3,Pour quelles raisons cette demande a-t-elle été refusée? - Autres - Un plan d’affaires incomplet ou mal rédigé,1,Oui
Q27_Lr96r4,Pour quelles raisons cette demande a-t-elle été refusée? - Autres - Critère d’admission non rencontré,0,Non
Q27_Lr96r4,Pour quelles raisons cette demande a-t-elle été refusée? - Autres - Critère d’admission non rencontré,1,Oui
Q27_Lr96r96,"Pour quelles raisons cette demande a-t-elle été refusée? - Autres - Autre, précisez (ex: quels critères n’ont pas été rencontrés)",0,Non
Q27_Lr96r96,"Pour quelles raisons cette demande a-t-elle été refusée? - Autres - Autre, précisez (ex: quels critères n’ont pas été rencontrés)",1,Oui
Q28,Avez-vous l’intention de recourir à un ou plusieurs services d’une organisation de soutien aux entrepreneurs sur l’Île de Montréal au cours des 12 prochains mois?,0,Non
Q28,Avez-vous l’intention de recourir à un ou plusieurs services d’une organisation de soutien aux entrepreneurs sur l’Île de Montréal au cours des 12 prochains mois?,1,Oui
Q29r1,Comment avez-vous entendu parler des services de soutien aux entrepreneurs sur l’Île de Montréal? - Recherche sur internet,0,Non
Q29r1,Comment avez-vous entendu parler des services de soutien aux entrepreneurs sur l’Île de Montréal? - Recherche sur internet,1,Oui
Q29r2,Comment avez-vous entendu parler des services de soutien aux entrepreneurs sur l’Île de Montréal? - Site internet de la Ville de Montréal,0,Non
Q29r2,Comment avez-vous entendu parler des services de soutien aux entrepreneurs sur l’Île de Montréal? - Site internet de la Ville de Montréal,1,Oui
Q29r3,"Comment avez-vous entendu parler des services de soutien aux entrepreneurs sur l’Île de Montréal? - Associations, réseau d’entrepreneurs",0,Non
Q29r3,"Comment avez-vous entendu parler des services de soutien aux entrepreneurs sur l’Île de Montréal? - Associations, réseau d’entrepreneurs",1,Oui
Q29r4,Comment avez-vous entendu parler des services de soutien aux entrepreneurs sur l’Île de Montréal? - D’un autre entrepreneur,0,Non
Q29r4,Comment avez-vous entendu parler des services de soutien aux entrepreneurs sur l’Île de Montréal? - D’un autre entrepreneur,1,Oui
Q29r5,Comment avez-vous entendu parler des services de soutien aux entrepreneurs sur l’Île de Montréal? - De mon institution financière,0,Non
Q29r5,Comment avez-vous entendu parler des services de soutien aux entrepreneurs sur l’Île de Montréal? - De mon institution financière,1,Oui
Q29r6,Comment avez-vous entendu parler des services de soutien aux entrepreneurs sur l’Île de Montréal? - Publicité sur Internet,0,Non
Q29r6,Comment avez-vous entendu parler des services de soutien aux entrepreneurs sur l’Île de Montréal? - Publicité sur Internet,1,Oui
Q29r7,"Comment avez-vous entendu parler des services de soutien aux entrepreneurs sur l’Île de Montréal? - Bouche à oreille, une connaissance qui m’en a parlé",0,Non
Q29r7,"Comment avez-vous entendu parler des services de soutien aux entrepreneurs sur l’Île de Montréal? - Bouche à oreille, une connaissance qui m’en a parlé",1,Oui
Q29r8,Comment avez-vous entendu parler des services de soutien aux entrepreneurs sur l’Île de Montréal? - Journaux,0,Non
Q29r8,Comment avez-vous entendu parler des services de soutien aux entrepreneurs sur l’Île de Montréal? - Journaux,1,Oui
Q29r9,"Comment avez-vous entendu parler des services de soutien aux entrepreneurs sur l’Île de Montréal? - Brochures, dépliants publicitaire",0,Non
Q29r9,"Comment avez-vous entendu parler des services de soutien aux entrepreneurs sur l’Île de Montréal? - Brochures, dépliants publicitaire",1,Oui
Q29r96,"Comment avez-vous entendu parler des services de soutien aux entrepreneurs sur l’Île de Montréal? - Autre, précisez",0,Non
Q29r96,"Comment avez-vous entendu parler des services de soutien aux entrepreneurs sur l’Île de Montréal? - Autre, précisez",1,Oui
Q31r1,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - J’ai l’impression que les services offerts aux entrepreneurs ne s’adressent pas à moi",1,Totalement en accord
Q31r1,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - J’ai l’impression que les services offerts aux entrepreneurs ne s’adressent pas à moi",2,Assez en accord
Q31r1,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - J’ai l’impression que les services offerts aux entrepreneurs ne s’adressent pas à moi",3,Assez en désaccord
Q31r1,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - J’ai l’impression que les services offerts aux entrepreneurs ne s’adressent pas à moi",4,Totalement en désaccord
Q31r1,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - J’ai l’impression que les services offerts aux entrepreneurs ne s’adressent pas à moi",98,Je ne sais pas
Q31r2,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - Je n’ai pas assez de fonds pour faire appel à des organismes de services de soutien aux entrepreneurs",1,Totalement en accord
Q31r2,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - Je n’ai pas assez de fonds pour faire appel à des organismes de services de soutien aux entrepreneurs",2,Assez en accord
Q31r2,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - Je n’ai pas assez de fonds pour faire appel à des organismes de services de soutien aux entrepreneurs",3,Assez en désaccord
Q31r2,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - Je n’ai pas assez de fonds pour faire appel à des organismes de services de soutien aux entrepreneurs",4,Totalement en désaccord
Q31r2,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - Je n’ai pas assez de fonds pour faire appel à des organismes de services de soutien aux entrepreneurs",98,Je ne sais pas
Q31r3,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - J’habite trop loin des points de services pour entrepreneurs",1,Totalement en accord
Q31r3,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - J’habite trop loin des points de services pour entrepreneurs",2,Assez en accord
Q31r3,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - J’habite trop loin des points de services pour entrepreneurs",3,Assez en désaccord
Q31r3,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - J’habite trop loin des points de services pour entrepreneurs",4,Totalement en désaccord
Q31r3,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - J’habite trop loin des points de services pour entrepreneurs",98,Je ne sais pas
Q31r4,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - Mon entreprise est de trop petite taille pour avoir accès aux services pour entrepreneurs",1,Totalement en accord
Q31r4,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - Mon entreprise est de trop petite taille pour avoir accès aux services pour entrepreneurs",2,Assez en accord
Q31r4,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - Mon entreprise est de trop petite taille pour avoir accès aux services pour entrepreneurs",3,Assez en désaccord
Q31r4,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - Mon entreprise est de trop petite taille pour avoir accès aux services pour entrepreneurs",4,Totalement en désaccord
Q31r4,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - Mon entreprise est de trop petite taille pour avoir accès aux services pour entrepreneurs",98,Je ne sais pas
Q31r5,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - Je n’ai pas les qualifications requises pour accéder aux services pour les entrepreneurs",1,Totalement en accord
Q31r5,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - Je n’ai pas les qualifications requises pour accéder aux services pour les entrepreneurs",2,Assez en accord
Q31r5,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - Je n’ai pas les qualifications requises pour accéder aux services pour les entrepreneurs",3,Assez en désaccord
Q31r5,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - Je n’ai pas les qualifications requises pour accéder aux services pour les entrepreneurs",4,Totalement en désaccord
Q31r5,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - Je n’ai pas les qualifications requises pour accéder aux services pour les entrepreneurs",98,Je ne sais pas
Q31r6,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - Je ne maitrise pas assez le français pour avoir accès aux services pour les entrepreneurs",1,Totalement en accord
Q31r6,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - Je ne maitrise pas assez le français pour avoir accès aux services pour les entrepreneurs",2,Assez en accord
Q31r6,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - Je ne maitrise pas assez le français pour avoir accès aux services pour les entrepreneurs",3,Assez en désaccord
Q31r6,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - Je ne maitrise pas assez le français pour avoir accès aux services pour les entrepreneurs",4,Totalement en désaccord
Q31r6,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - Je ne maitrise pas assez le français pour avoir accès aux services pour les entrepreneurs",98,Je ne sais pas
Q31r7,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - Mon entreprise n’est pas assez mature pour bénéficier des services pour les entrepreneurs",1,Totalement en accord
Q31r7,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - Mon entreprise n’est pas assez mature pour bénéficier des services pour les entrepreneurs",2,Assez en accord
Q31r7,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - Mon entreprise n’est pas assez mature pour bénéficier des services pour les entrepreneurs",3,Assez en désaccord
Q31r7,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - Mon entreprise n’est pas assez mature pour bénéficier des services pour les entrepreneurs",4,Totalement en désaccord
Q31r7,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - Mon entreprise n’est pas assez mature pour bénéficier des services pour les entrepreneurs",98,Je ne sais pas
Q31r8,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - Je manque de temps et de ressources afin de pouvoir solliciter des services pour les entrepreneurs",1,Totalement en accord
Q31r8,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - Je manque de temps et de ressources afin de pouvoir solliciter des services pour les entrepreneurs",2,Assez en accord
Q31r8,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - Je manque de temps et de ressources afin de pouvoir solliciter des services pour les entrepreneurs",3,Assez en désaccord
Q31r8,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - Je manque de temps et de ressources afin de pouvoir solliciter des services pour les entrepreneurs",4,Totalement en désaccord
Q31r8,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - Je manque de temps et de ressources afin de pouvoir solliciter des services pour les entrepreneurs",98,Je ne sais pas
Q31r9,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - J’ai besoin d’aide pour bien comprendre les services qui sont offerts aux entrepreneurs",1,Totalement en accord
Q31r9,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - J’ai besoin d’aide pour bien comprendre les services qui sont offerts aux entrepreneurs",2,Assez en accord
Q31r9,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - J’ai besoin d’aide pour bien comprendre les services qui sont offerts aux entrepreneurs",3,Assez en désaccord
Q31r9,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - J’ai besoin d’aide pour bien comprendre les services qui sont offerts aux entrepreneurs",4,Totalement en désaccord
Q31r9,"Selon vos perceptions, veuillez indiquer votre niveau d’accord avec les énoncés suivants concernant l’accès aux services aux entrepreneurs sur l’Île de Montréal. - J’ai besoin d’aide pour bien comprendre les services qui sont offerts aux entrepreneurs",98,Je ne sais pas
Q32r1,"En lien avec les nouveaux besoins liés à la pandémie ou non, sur quels sujets aimeriez-vous obtenir de l’aide, des conseils ou de l’accompagnement en tant qu’entrepreneur actuel ou en devenir au cours des 12 prochains mois? - Développement d’un plan d’affaires",0,Non
Q32r1,"En lien avec les nouveaux besoins liés à la pandémie ou non, sur quels sujets aimeriez-vous obtenir de l’aide, des conseils ou de l’accompagnement en tant qu’entrepreneur actuel ou en devenir au cours des 12 prochains mois? - Développement d’un plan d’affaires",1,Oui
Q32r2,"En lien avec les nouveaux besoins liés à la pandémie ou non, sur quels sujets aimeriez-vous obtenir de l’aide, des conseils ou de l’accompagnement en tant qu’entrepreneur actuel ou en devenir au cours des 12 prochains mois? - Développement de stratégies de marketing, de vente, etc.",0,Non
Q32r2,"En lien avec les nouveaux besoins liés à la pandémie ou non, sur quels sujets aimeriez-vous obtenir de l’aide, des conseils ou de l’accompagnement en tant qu’entrepreneur actuel ou en devenir au cours des 12 prochains mois? - Développement de stratégies de marketing, de vente, etc.",1,Oui
Q32r3,"En lien avec les nouveaux besoins liés à la pandémie ou non, sur quels sujets aimeriez-vous obtenir de l’aide, des conseils ou de l’accompagnement en tant qu’entrepreneur actuel ou en devenir au cours des 12 prochains mois? - Financement (Prêts ou subventions)",0,Non
Q32r3,"En lien avec les nouveaux besoins liés à la pandémie ou non, sur quels sujets aimeriez-vous obtenir de l’aide, des conseils ou de l’accompagnement en tant qu’entrepreneur actuel ou en devenir au cours des 12 prochains mois? - Financement (Prêts ou subventions)",1,Oui
Q32r4,"En lien avec les nouveaux besoins liés à la pandémie ou non, sur quels sujets aimeriez-vous obtenir de l’aide, des conseils ou de l’accompagnement en tant qu’entrepreneur actuel ou en devenir au cours des 12 prochains mois? - Conseils juridiques ou administratifs, pour la constitution de la raison d’affaires, etc. (avocat, notaire)",0,Non
Q32r4,"En lien avec les nouveaux besoins liés à la pandémie ou non, sur quels sujets aimeriez-vous obtenir de l’aide, des conseils ou de l’accompagnement en tant qu’entrepreneur actuel ou en devenir au cours des 12 prochains mois? - Conseils juridiques ou administratifs, pour la constitution de la raison d’affaires, etc. (avocat, notaire)",1,Oui
Q32r5,"En lien avec les nouveaux besoins liés à la pandémie ou non, sur quels sujets aimeriez-vous obtenir de l’aide, des conseils ou de l’accompagnement en tant qu’entrepreneur actuel ou en devenir au cours des 12 prochains mois? - Trouver un local, localisation pour implanter son entreprise ou une usine, etc.",0,Non
Q32r5,"En lien avec les nouveaux besoins liés à la pandémie ou non, sur quels sujets aimeriez-vous obtenir de l’aide, des conseils ou de l’accompagnement en tant qu’entrepreneur actuel ou en devenir au cours des 12 prochains mois? - Trouver un local, localisation pour implanter son entreprise ou une usine, etc.",1,Oui
Q32r6,"En lien avec les nouveaux besoins liés à la pandémie ou non, sur quels sujets aimeriez-vous obtenir de l’aide, des conseils ou de l’accompagnement en tant qu’entrepreneur actuel ou en devenir au cours des 12 prochains mois? - Adapter mon entreprise aux nouvelles mesures sanitaires",0,Non
Q32r6,"En lien avec les nouveaux besoins liés à la pandémie ou non, sur quels sujets aimeriez-vous obtenir de l’aide, des conseils ou de l’accompagnement en tant qu’entrepreneur actuel ou en devenir au cours des 12 prochains mois? - Adapter mon entreprise aux nouvelles mesures sanitaires",1,Oui
Q32r7,"En lien avec les nouveaux besoins liés à la pandémie ou non, sur quels sujets aimeriez-vous obtenir de l’aide, des conseils ou de l’accompagnement en tant qu’entrepreneur actuel ou en devenir au cours des 12 prochains mois? - Développement d’un site web transactionnel",0,Non
Q32r7,"En lien avec les nouveaux besoins liés à la pandémie ou non, sur quels sujets aimeriez-vous obtenir de l’aide, des conseils ou de l’accompagnement en tant qu’entrepreneur actuel ou en devenir au cours des 12 prochains mois? - Développement d’un site web transactionnel",1,Oui
Q32r8,"En lien avec les nouveaux besoins liés à la pandémie ou non, sur quels sujets aimeriez-vous obtenir de l’aide, des conseils ou de l’accompagnement en tant qu’entrepreneur actuel ou en devenir au cours des 12 prochains mois? - Recrutement et rétention de la main-d’oeuvre",0,Non
Q32r8,"En lien avec les nouveaux besoins liés à la pandémie ou non, sur quels sujets aimeriez-vous obtenir de l’aide, des conseils ou de l’accompagnement en tant qu’entrepreneur actuel ou en devenir au cours des 12 prochains mois? - Recrutement et rétention de la main-d’oeuvre",1,Oui
Q32r9,"En lien avec les nouveaux besoins liés à la pandémie ou non, sur quels sujets aimeriez-vous obtenir de l’aide, des conseils ou de l’accompagnement en tant qu’entrepreneur actuel ou en devenir au cours des 12 prochains mois? - Information sur les fonds d’aide financière d’urgence en lien avec la COVID / mesures d’allègement",0,Non
Q32r9,"En lien avec les nouveaux besoins liés à la pandémie ou non, sur quels sujets aimeriez-vous obtenir de l’aide, des conseils ou de l’accompagnement en tant qu’entrepreneur actuel ou en devenir au cours des 12 prochains mois? - Information sur les fonds d’aide financière d’urgence en lien avec la COVID / mesures d’allègement",1,Oui
Q32r96," En lien avec les nouveaux besoins liés à la pandémie ou non, sur quels sujets aimeriez-vous obtenir de l’aide, des conseils ou de l’accompagnement en tant qu’entrepreneur actuel ou en devenir au cours des 12 prochains mois? - Autre, précisez",0,Non
Q32r96," En lien avec les nouveaux besoins liés à la pandémie ou non, sur quels sujets aimeriez-vous obtenir de l’aide, des conseils ou de l’accompagnement en tant qu’entrepreneur actuel ou en devenir au cours des 12 prochains mois? - Autre, précisez",1,Oui
Q32r97,"En lien avec les nouveaux besoins liés à la pandémie ou non, sur quels sujets aimeriez-vous obtenir de l’aide, des conseils ou de l’accompagnement en tant qu’entrepreneur actuel ou en devenir au cours des 12 prochains mois? - Aucun besoin d’aide, de conseils ou d’accompagnement",0,Non
Q32r97,"En lien avec les nouveaux besoins liés à la pandémie ou non, sur quels sujets aimeriez-vous obtenir de l’aide, des conseils ou de l’accompagnement en tant qu’entrepreneur actuel ou en devenir au cours des 12 prochains mois? - Aucun besoin d’aide, de conseils ou d’accompagnement",1,Oui
pond,,,Variable calculée de pondération
