Code de postes,Sous-section,Sujet,Facettes (exercice - type de données - consolidation - compétences - spécifique)
CPAAC01763,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Immeubles industriels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01765,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Terrains vagues desservis - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01766,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Terrains vagues desservis - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01767,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Immeubles agricoles,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01768,S57-A,Calcul de certains revenus de taxes - Taxe d'affaires sur la valeur locative,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01904,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Immeubles forestiers,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01905,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Immeubles forestiers,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01906,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Immeubles forestiers,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01907,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Immeubles forestiers,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAD01724,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux unique,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01726,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Résiduelle (résidentielle et autres),Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01727,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Immeubles de 6 logements ou plus,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01728,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01729,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Immeubles industriels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01731,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Terrains vagues desservis - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01732,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Terrains vagues desservis - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01733,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Immeubles agricoles,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01736,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux unique,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01738,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Résiduelle (résidentielle et autres),Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01739,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Immeubles de 6 logements ou plus,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01740,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01741,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Immeubles industriels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01743,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Terrains vagues desservis - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01744,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Terrains vagues desservis - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01745,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Immeubles agricoles,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01747,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux unique,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01749,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Résiduelle (résidentielle et autres),Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01750,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Immeubles de 6 logements ou plus,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01751,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01752,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Immeubles industriels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01754,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Terrains vagues desservis - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01755,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Terrains vagues desservis - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01756,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Immeubles agricoles,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01758,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux unique,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01760,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Résiduelle (résidentielle et autres),Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01761,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Immeubles de 6 logements ou plus,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01762,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01763,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Immeubles industriels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01765,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Terrains vagues desservis - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01766,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Terrains vagues desservis - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01767,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Immeubles agricoles,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01768,S57-A,Calcul de certains revenus de taxes - Taxe d'affaires sur la valeur locative,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01904,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Immeubles forestiers,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01905,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Immeubles forestiers,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01906,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Immeubles forestiers,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAD01907,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Immeubles forestiers,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - À utiliser uniquement pour arrondir le montant de la colonne précédente
CPAAE01723,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Crédits/Dégrèvements
CPAAE01735,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Crédits/Dégrèvements
CPAAE01746,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Crédits/Dégrèvements
CPAAE01757,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Crédits/Dégrèvements
CPAAE01768,S57-A,Calcul de certains revenus de taxes - Taxe d'affaires sur la valeur locative,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Crédits/Dégrèvements
CPAAF01723,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Dotation à la provision
CPAAF01735,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Dotation à la provision
CPAAF01746,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Dotation à la provision
CPAAF01757,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Dotation à la provision
CPAAF01768,S57-A,Calcul de certains revenus de taxes - Taxe d'affaires sur la valeur locative,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Dotation à la provision
CPAAG01723,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Autres ajustements
CPAAG01735,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Autres ajustements
CPAAG01746,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Autres ajustements
CPAAG01757,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Autres ajustements
CPAAG01768,S57-A,Calcul de certains revenus de taxes - Taxe d'affaires sur la valeur locative,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Autres ajustements
CPAAH01723,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus nets
CPAAH01735,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus nets
CPAAH01746,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus nets
CPAAH01757,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus nets
CPAAH01768,S57-A,Calcul de certains revenus de taxes - Taxe d'affaires sur la valeur locative,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus nets
CPALA01777,S59,"Taux des taxes - Autres taxes et compensations, et autres modes de tarification - 1 à x",Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Taux
CPALB01777,S59,"Taux des taxes - Autres taxes et compensations, et autres modes de tarification - 1 à x",Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Code
CPALC01777,S59,"Taux des taxes - Autres taxes et compensations, et autres modes de tarification - 1 à x",Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Préciser
CPALX01771,S59,Taux des taxes - Compensations et tarification pour services municipaux résidentiels (montant fixe) - Eau,Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01772,S59,Taux des taxes - Compensations et tarification pour services municipaux résidentiels (montant fixe) - Égout,Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01773,S59,Taux des taxes - Compensations et tarification pour services municipaux résidentiels (montant fixe) - Eau et égout,Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01774,S59,Taux des taxes - Compensations et tarification pour services municipaux résidentiels (montant fixe) - Traitement des eaux usées,Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01775,S59,Taux des taxes - Compensations et tarification pour services municipaux résidentiels (montant fixe) - Matières résiduelles,Exercice en cours - Prévisionnel - Administration municipale - Nature locale
LPALX01777,S59,"Taux des taxes - Autres taxes et compensations, et autres modes de tarification - 1 à x",Libellé - Prévisionnel - Administration municipale - Nature locale
CPAAA01777,S59-A,"Taux des taxes - Autres taxes et compensations, et autres modes de tarification - 1 à x",Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux
CPAAB01777,S59-A,"Taux des taxes - Autres taxes et compensations, et autres modes de tarification - 1 à x",Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Code
CPAAC01777,S59-A,"Taux des taxes - Autres taxes et compensations, et autres modes de tarification - 1 à x",Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Préciser
CPAAX01771,S59-A,Taux des taxes - Compensations et tarification pour services municipaux résidentiels (montant fixe) - Eau,Exercice en cours - Prévisionnel - Administration municipale - Agglomération
CPAAX01772,S59-A,Taux des taxes - Compensations et tarification pour services municipaux résidentiels (montant fixe) - Égout,Exercice en cours - Prévisionnel - Administration municipale - Agglomération
CPAAX01773,S59-A,Taux des taxes - Compensations et tarification pour services municipaux résidentiels (montant fixe) - Eau et égout,Exercice en cours - Prévisionnel - Administration municipale - Agglomération
CPAAX01774,S59-A,Taux des taxes - Compensations et tarification pour services municipaux résidentiels (montant fixe) - Traitement des eaux usées,Exercice en cours - Prévisionnel - Administration municipale - Agglomération
CPAAX01775,S59-A,Taux des taxes - Compensations et tarification pour services municipaux résidentiels (montant fixe) - Matières résiduelles,Exercice en cours - Prévisionnel - Administration municipale - Agglomération
LPAAX01777,S59-A,"Taux des taxes - Autres taxes et compensations, et autres modes de tarification - 1 à x",Libellé - Prévisionnel - Administration municipale - Agglomération
CPALX01707,S60,Taux global de taxation,Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01708,S60,Taux global de taxation - Revenus admissibles,Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01709,S60,Taux global de taxation - Revenus admissibles - Revenus de taxes,Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01710,S60,"Taux global de taxation - Revenus admissibles - Revenus de taxes - Total des crédits et dégrèvements relatifs uniquement aux taxes foncières, pris en compte dans les revenus de taxes",Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01711,S60,Taux global de taxation - Revenus admissibles - Revenus de taxes de l'exercice provisionnés pour contestations d'évaluation foncière,Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01712,S60,Taux global de taxation - Revenus admissibles - Crédits en vertu de l'article 92.1 de la loi sur les compétences municipales,Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01713,S60,Taux global de taxation - Revenus admissibles - Taxes d'affaires,Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01714,S60,Taux global de taxation - Revenus admissibles - Taxes foncières imposées en vertu du 1er alinéa de l'article 208 LFM,Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01715,S60,"Taux global de taxation - Revenus admissibles - Différence que l'on obtient en soustrayant du total des taxes sur les immeubles non résidentiels et industriels, le montant des revenus en application du taux de base",Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01716,S60,Taux global de taxation - Revenus admissibles - Taxes aux fins du financement des centres d'urgence 9-1-1,Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01717,S60,Taux global de taxation - Revenus admissibles - Autres taxes non reconnues aux fins du calcul du taux global de taxation,Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALX01718,S60,Taux global de taxation - Évaluation des immeubles imposables,Exercice en cours - Prévisionnel - Administration municipale - Nature locale
CPALA01780,S63,Revenus de taxes par catégories d'immeubles,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Immeubles non résidentiels
CPALA01782,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Générales,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Immeubles non résidentiels
CPALA01783,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - De secteur,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Immeubles non résidentiels
CPALA01784,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Autres,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Immeubles non résidentiels
CPALA01787,S63,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Service de la dette",Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Immeubles non résidentiels
CPALA01788,S63,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Autres",Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Immeubles non résidentiels
CPALA01790,S63,Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes d'affaires - Sur la valeur locative,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Immeubles non résidentiels
CPALA01791,S63,Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes d'affaires - Autres,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Immeubles non résidentiels
CPALB01780,S63,Revenus de taxes par catégories d'immeubles,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Immeubles industriels
CPALB01782,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Générales,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Immeubles industriels
CPALB01783,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - De secteur,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Immeubles industriels
CPALB01784,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Autres,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Immeubles industriels
CPALB01787,S63,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Service de la dette",Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Immeubles industriels
CPALB01788,S63,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Autres",Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Immeubles industriels
CPALB01790,S63,Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes d'affaires - Sur la valeur locative,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Immeubles industriels
CPALB01791,S63,Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes d'affaires - Autres,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Immeubles industriels
CPALC01780,S63,Revenus de taxes par catégories d'immeubles,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Terrains vagues desservis - Immeubles non résidentiels
CPALC01782,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Générales,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Terrains vagues desservis - Immeubles non résidentiels
CPALC01783,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - De secteur,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Terrains vagues desservis - Immeubles non résidentiels
CPALC01784,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Autres,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Terrains vagues desservis - Immeubles non résidentiels
CPALC01787,S63,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Service de la dette",Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Terrains vagues desservis - Immeubles non résidentiels
CPALC01788,S63,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Autres",Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Terrains vagues desservis - Immeubles non résidentiels
CPALC01790,S63,Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes d'affaires - Sur la valeur locative,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Terrains vagues desservis - Immeubles non résidentiels
CPALC01791,S63,Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes d'affaires - Autres,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Terrains vagues desservis - Immeubles non résidentiels
CPALD01780,S63,Revenus de taxes par catégories d'immeubles,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Terrains vagues desservis - Autres
CPALD01782,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Générales,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Terrains vagues desservis - Autres
CPALD01783,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - De secteur,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Terrains vagues desservis - Autres
CPALD01784,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Autres,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Terrains vagues desservis - Autres
CPALD01787,S63,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Service de la dette",Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Terrains vagues desservis - Autres
CPALD01788,S63,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Autres",Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Terrains vagues desservis - Autres
CPALE01780,S63,Revenus de taxes par catégories d'immeubles,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - 6 logements ou plus
CPALE01782,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Générales,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - 6 logements ou plus
CPALE01783,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - De secteur,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - 6 logements ou plus
CPALE01784,S63,Revenus de taxes par catégories d'immeubles - Taxes sur la valeur foncière - Autres,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - 6 logements ou plus
CPALE01787,S63,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Service de la dette",Exercice en cours - Prévisionnel - Administration municipale - Nature locale - 6 logements ou plus
CPALE01788,S63,"Revenus de taxes par catégories d'immeubles - Taxes sur une autre base - Taxes, compensations et tarification - Autres",Exercice en cours - Prévisionnel - Administration municipale - Nature locale - 6 logements ou plus
