point_echantillonnage,plan_eau,administration,nom,descrip_longue,programme,sous_prog,station_nom,date_heure,raison_annulation,temperature,conductivite,pH,signe,coliformes_fecaux,OD_concentration,OD_pourc,MES,phos_total,azote_total,cot,Ag,Al,As,Ba,Be,Ca,Cd,Co,Cr,Cu,Fe,K,Mg,Mn,Mo,Na,Ni,Pb,Sb,Se,Sn,Tl,U,V,Zn,prec_0_mm,prec_1_mm,prec_2_mm,prec_tot_60h,meteo,tournee,latitude,longitude,x,y
"IDS-1","Lac Lacoursière","Verdun","Rue Savoyanne","Île des Soeurs, chemin du Golf, rue de la Savoyane, lac du parc Lacoursière, muret près du garde fou .","R","R","IDS-1   Rue Savoyanne",2022-06-01T11:14:16,,"         19.5",691,8.7,"<",10,"         13.00","        130.00",0.9,23,20,,0.1,9,0.7,8,1.3,57000,0.1,0.3,0.6,0.8,20,521,22200,32,1,52500,0.9,0.2,0.5,0.5,1,0.2,0.6,0.3,7,0,0,0,0,1,1,"45.4652017939","-73.5499612987",300893.108,5036142.74
"IDS-2","Lac des Battures","Verdun","Boul. Forêt","Île des Soeurs, chemin de la Forêt, parc Adrien D-Archambault, sur la plate-forme de bois, lac des Battures.","R","R","IDS-2   Boul. Forêt",2022-06-01T11:39:18,,"         19.6",458,8.7,"=",18,"          9.40","        102.00",1.7,24,30,,0.1,19,0.6,42,1.3,58600,0.1,0.2,0.6,1.1,34,3290,12400,38.8,1,18300,0.7,0.2,0.5,0.5,1,0.2,0.4,0.3,7,0,0,0,0,1,1,"45.4561003757","-73.5538839661",300585.683,5035131.5
"LAF-1","Étang du parc Lafontaine","Le Plateau-Mont-Royal","Exutoire de l'étang","Intersection rue Cherrier et ave du Parc La Fontaine, sortie du bassin.","R","R","LAF-1   Exutoire de l'étang",2022-06-01T09:45:31,,"         18.8",324,8.7,"=",99,"         10.10","        108.00",3.5,24,20,,0.1,43,0.5,26,1.3,36200,0.1,0.6,0.7,8.2,46,1800,8260,21.1,1.1,16900,0.6,0.3,0.5,0.5,1,0.2,0.3,0.3,7,0,0,0,0,1,1,"45.5232984378","-73.5674130424",299533.827,5042600.04
"MON-2.8","Ruisseau De Montigny","Rivière-des-Prairies-Pointe-aux-Trembles","Boul. Henri-Bourassa Est","Boul. Henri-Bourassa, 50m à l'ouest de la rue Renaude-Lapointe, sur le ponceau.","R","R","MON-2.8   Boul. Henri-Bourassa Est",2022-06-01T13:39:14,,"         17.0",983,8.4,"=",330,"          8.60","         89.00",30.8,139,60,,0.1,350,0.6,48,1.3,63300,0.1,0.8,2.4,6.4,607,3540,14400,43.5,1.9,106000,2.4,2.1,0.7,0.5,1,0.2,0.6,0.3,20,0,0,0,0,1,1,"45.6136039672","-73.6000245598",296998.791,5052638.50999999
"MON-4.0","Ruisseau De Montigny","Anjou","Rue Bombardier","Près de l'intersection du boul. Galerie D'Anjou et de la rue Bombardier.","R","R","MON-4.0   Rue Bombardier",2022-06-01T13:04:58,,"         18.9",886,8.6,"=",99,"          8.70","         94.00",11.6,101,110,,0.1,84,0.6,44,1.3,59400,0.1,0.5,0.8,2.6,333,3300,14500,36.1,1.4,98800,2,0.8,0.8,0.5,1,0.2,0.7,0.3,8,0,0,0,0,1,1,"45.6069163251","-73.5883539648",297908.196,5051894.21999999
"MON-i","Ruisseau De Montigny","Anjou","INDUSTRIEL ANJOU","350m au sud-est de l'inters. Renaude-Lapointe et du boul. Henri-Bourassa","R","R","MON-i   INDUSTRIEL ANJOU",2022-06-01T13:29:22,,"         16.9",978,8.6,"=",270,"         10.50","        109.00",33.6,135,40,,0.1,369,0.7,46,1.3,64800,0.1,0.8,2.5,7.2,659,3530,14900,45.5,1.8,105000,2.3,2.2,0.7,0.5,1,0.2,0.6,0.3,22,0,0,0,0,1,1,"45.6104555834","-73.5967252571",297255.692,5052288.29999998
"PAP-0.0","Marais du parc-nature de la Pointe-aux-Prairies","Rivière-des-Prairies-Pointe-aux-Trembles","Sortie du marais","Parc-nature de la Pointe-aux-Prairies, secteur de la rivière des Prairies, effluent vers la rivière des Prairies.","R","R","PAP-0.0   Sortie du marais",2022-06-01T15:29:51,,"         18.5",506,7.9,"=",110,"          5.80","         62.00",22.6,293,50,,0.1,539,1.2,36,1.3,49500,0.1,0.6,1.8,2.3,830,4080,21600,108,1,31400,2.2,0.9,0.5,0.5,1,0.2,0.8,0.6,7,0,0,0,0,1,1,"45.6920285661","-73.522349053",303059.363,5061349.48
"VDI-1","Étang du Village de l'Île","L'Île-Bizard-Sainte-Geneviève","Village de l'Île","Sortie du bassin de rétention du projet Village des Îles","R","R","VDI-1   Village de l'Île",2023-06-01T09:38:19,,"         20.8",637,7.3,"<",10,,,2.8,17,30,,0.1,46,0.5,29,1.3,63000,0.1,0.2,0.6,1.6,325,1150,21800,44.4,1.9,38400,1.9,0.2,0.5,0.5,1,0.2,0.6,0.3,7,0.6,0,0,0.6,0,1,"45.4851290373","-73.8874318809",274514.137,5038429.05999999
"MON-4.0","Ruisseau De Montigny","Anjou","Rue Bombardier","Près de l'intersection du boul. Galerie D'Anjou et de la rue Bombardier.","R","R","MON-4.0   Rue Bombardier",2023-05-31T12:57:15,,"         26.7",1026,8.6,"=",18,,,6.4,58,50,,0.1,54,0.5,47,1.3,69000,0.1,0.3,0.8,2.4,287,3490,17200,20.8,1.3,107000,2,1,0.7,0.5,1,0.2,0.8,0.3,8,0,0,0,0,1,1,"45.6069163251","-73.5883539648",297908.196,5051894.21999999
"MON-i","Ruisseau De Montigny","Anjou","INDUSTRIEL ANJOU","350m au sud-est de l'inters. Renaude-Lapointe et du boul. Henri-Bourassa","R","R","MON-i   INDUSTRIEL ANJOU",2023-05-31T13:14:28,,"         22.0",373,8.3,"=",130,"         11.30","        128.00",11.6,54,40,,0.1,256,0.4,32,1.3,50300,0.1,0.4,2.9,5,353,2130,8840,24.2,1.1,68800,1.3,1.8,0.5,0.5,1,0.2,0.3,0.3,14,0,0,0,0,1,1,"45.6104555834","-73.5967252571",297255.692,5052288.29999998
"PAP-golf","Marais du parc-nature de la Pointe-aux-Prairies","Rivière-des-Prairies-Pointe-aux-Trembles","P-N de la Pointe-aux-Prairies","Parc-nature de la Ponte-aux-Prairies, secteur rivière des Prairies, branche en provenance du Golf de Montréal.","R","R","PAP-golf   P-N de la Pointe-aux-Prairies",2023-05-31T14:30:47,,"         30.9",564,7.9,"=",2800,"          6.90","         92.00",24.4,243,280,,0.1,564,1.4,37,1.3,52600,0.1,0.7,1.8,2.7,1680,3710,26600,487,1,30900,3,0.6,0.6,0.5,1,0.2,2.1,1.9,8,0,0,0,0,1,1,"45.685539048","-73.5217702047",303104.25,5060628.25999999
"PRO-2","Ruisseau Provost","Outremont","Ruisseau Provost","Av. Roskilde, 50m à l'est de l'av. Springgrove, parc Oakwood","R","R","PRO-2   Ruisseau Provost",2023-05-31T09:56:15,,"         11.2",1153,8.1,"=",36,"         10.70","         97.00",3.7,13,20,,0.1,65,0.3,63,1.3,74500,0.1,0.1,0.7,1.6,95,3800,9450,5.2,1.3,135000,0.8,0.3,1.9,0.5,1,0.2,0.5,0.3,7,0,0,0,0,1,1,"45.5133281629","-73.6011948902",296893.46,5041494.80999999
"BOU-0.0","Ruisseau Bouchard","Dorval","Embouchure du ruisseau","Amont ponceau de la rue Sévigny sortie du ruisseau au lac St-Louis.","R","R","BOU-0.0   Embouchure du ruisseau",2023-06-05T11:01:15,,"         16.4",764,7.8,"=",240,"          7.80","         81.00",17.2,57,190,,0.1,308,0.9,36,1.3,49500,0.1,0.5,1.4,3.3,2060,3310,13400,67.7,1.4,85500,2,1.1,0.5,0.5,1,0.2,0.4,1,14,0,0,0,0,1,1,"45.4390041953","-73.7254882114",287159.024,5033254.94
"BOU-1.0","Ruisseau Bouchard","Dorval","Boul. Bouchard","Ponceau du boul. Bouchard, 150m à l'ouest du boul. Galland.","R","R","BOU-1.0   Boul. Bouchard",2023-06-05T10:24:58,,"         16.1",1351,7.7,"=",1200,"          6.00","         62.00",10.4,43,210,,0.1,212,0.7,54,1.3,78500,0.1,0.5,1.2,2.5,873,4840,23100,79.8,1.8,140000,2.9,0.8,0.5,0.5,1,0.2,0.6,0.6,9,0,0,0,0,1,1,"45.4460077533","-73.7253003703",287175.9,5034033.2
"BOU-1.5P2","Ruisseau Bouchard","Dorval","Rue Guthrie","Rencontre des rues Lépine et Meloche, côté sud.","R","R","BOU-1.5P2   Rue Guthrie",2023-06-05T10:09:04,,"         14.5",2786,7.8,"=",600,"          9.80","         97.00",2.2,30,120,,0.1,184,0.3,76,1.3,181000,0.1,0.4,1.5,2.8,683,6460,61300,53.7,1.9,312000,4.1,0.6,0.5,0.5,1,0.2,0.7,0.3,11,0,0,0,0,1,1,"45.4500566569","-73.7268568589",287055.414,5034483.49
"BOU-2.1","Ruisseau Bouchard","Dorval","Rue Orly","Aval du ponceau de la rue Orly, 100m au nord de l'ave Guthrie.","R","R","BOU-2.1   Rue Orly",2023-06-05T09:49:16,,"         14.6",967,7.5,"=",640,"          5.50","         55.00",19,48,230,,0.1,383,0.7,51,1.3,63200,0.1,0.6,1.6,3.9,1010,4330,16300,82,1.6,101000,2.8,1.2,0.5,0.5,1,0.2,0.6,1,17,0,0,0,0,1,1,"45.4523992742","-73.7310770289",286726.063,5034744.76999999
"BOU-2.9","Ruisseau Bouchard","Dorval","Branche ouest venant d'ADM","Nord de l'ave.Marshall, embranchement ouest provenant de l'aéroport de Dorval.","R","R","BOU-2.9   Branche ouest venant d'ADM",2023-06-05T09:29:38,,"         13.5",914,7.3,"=",270,"          9.10","         88.00",111,41,70,,0.1,253,0.5,55,1.3,63100,0.1,0.3,1.4,2.4,777,4290,16000,59.2,1.3,91600,1.8,0.6,0.5,0.5,1,0.2,0.6,0.3,10,0,0,0,0,1,1,"45.4572489455","-73.7387149001",286130.259,5035285.45
"BOU-2.9P3","Ruisseau Bouchard","Dorval","Branche est, venant d'ADM","Nord de l'ave.Marshall, embranchement E. provenant de l'aéroport de Dorval.","R","R","BOU-2.9P3   Branche est, venant d'ADM",2023-06-05T09:35:11,,"         15.7",835,8.1,"=",72,"         11.30","        114.00",9.4,25,600,,0.1,280,0.6,44,1.3,60600,0.1,0.6,1.2,3.6,543,3430,15800,37.1,1.9,89400,4.4,0.7,0.5,0.5,1,0.2,0.6,0.3,16,0,0,0,0,1,1,"45.4573744838","-73.7379791186",286187.845,5035299.23
"CLA-0.0","Canal de Lachine","Lachine","Ch. Iroquois","Amont du pont du Ch.du Musée, côté sud du canal, effluent du lac St-Louis vers le canal, en amont de l'écluse.","R","R","CLA-0.0   Ch. Iroquois",2023-06-05T14:00:45,,"         19.5",193,8.4,"=",27,"          9.80","        107.00",4.2,24,20,,0.1,133,0.5,21,1.3,23000,0.1,0.1,0.8,1.7,209,1190,5400,17.4,1,8920,0.8,0.3,0.5,0.5,1,0.2,0.2,0.3,7,0,0,0,0,1,1,"45.4310100179","-73.6686715567",291602.188,5032355.66
"CLA-11.2","Canal de Lachine","Ville-Marie","Rue Commune Ouest","Parc du canal de Lachine, à l'intersection des rues Prince et de la Commune, en amont de l'écluse sur le quai.","R","R","CLA-11.2   Rue Commune Ouest",2023-06-05T15:15:53,,"         19.4",162,8,"=",18,"          9.10","         99.00",2.1,13,20,,0.1,116,0.4,18,1.3,17700,0.1,0.1,1.5,2,252,1040,3920,12.5,1,7410,1.3,0.5,0.5,0.5,1,0.2,0.2,0.3,7,0,0,0,0,1,1,"45.4955800961","-73.5522723127",300714.586,5039518.79999998
"CLA-1.8","Canal de Lachine","Lachine","Av. Saint-Pierre","Inters. Saint-Patrick et av. Dollard, est du pont Gauron, près de la caboose, sur le quai.","R","R","CLA-1.8   Av. Saint-Pierre",2023-06-05T14:12:55,,"         20.0",124,8.2,"<",10,"          9.90","        108.00",1.8,11,20,,0.1,106,0.6,22,1.3,24900,0.1,0.1,1.4,1.4,197,1230,5910,13.6,1,9650,0.7,0.2,0.5,0.5,1,0.2,0.3,0.3,7,0,0,0,0,1,1,"45.4414764604","-73.645099907",293448.665,5033515.19
"JAM-0.0","Ruisseau Saint-James","Beaconsfield","Embouchure du ruisseau","Boul. St-Charles sud à l'intersection de la rue Lakeshore, exutoire au lac St-Louis.","R","R","JAM-0.0   Embouchure du ruisseau",2023-06-05T12:59:36,,"         15.1",1144,8,"=",2300,"          9.50","         95.00",7,31,40,,0.1,166,0.4,41,1.3,75500,0.1,0.2,1,3,321,3280,20800,30.9,1.3,114000,1.6,0.3,0.5,0.5,1,0.2,0.5,0.3,13,0,0,0,0,1,1,"45.4297174266","-73.8452884793",277782.07,5032256.16999998
"JAM-1.3","Ruisseau Saint-James","Pointe-Claire","Rue Pointe-Claire","Extrémité nord de l'ave Pointe-Claire, 30m vers l'ouest, en aval du ponceau de l'autoroute 20.","R","R","JAM-1.3   Rue Pointe-Claire",2023-06-05T13:12:33,,"         15.0",680,8.1,"=",90,"          9.80","         98.00",2.6,17,40,,0.1,48,0.2,40,1.3,71200,0.1,0.3,0.9,9.1,490,2130,13800,15.3,1,49800,2.4,0.3,0.5,0.5,1,0.2,0.4,0.3,21,0,0,0,0,1,1,"45.4374504274","-73.8349651619",278593.422,5033112.12
"SMI-0.8","Fossé Smith","Dorval","Fossé Smith","Boul. Montreal-Toronto, 150m à l'ouest de l'autoroute 520, entre le Terminus intermodal STM Dorval et le poste d'Hydro-Québec, près du rond-point et de la gare Dorval","R","R","SMI-0.8   Fossé Smith",2023-06-05T11:35:25,,"         14.8",1706,7.9,"=",260,"         11.50","        113.00",4.9,11,50,,0.1,36,0.3,108,1.3,184000,0.1,0.3,0.7,1.7,380,7030,36200,67.4,2.1,133000,1.6,0.3,0.5,0.5,1,0.2,0.5,0.3,7,0,0,0,0,1,1,"45.4478971799","-73.744202809",285697.897,5034247.48
"TER-0.6","Ruisseau Terra-Cotta","Pointe-Claire","Rue Glanlynn","Parc Terra-Cotta,  extrémité nord de la rue Glanlynn","R","R","TER-0.6   Rue Glanlynn",2023-06-05T13:37:04,,"         14.5",2405,7.9,"=",120,"          8.10","         80.00",10.8,63,20,,0.1,188,0.4,75,1.3,165000,0.1,0.3,1.1,2.6,279,6810,45700,27.1,4.2,251000,3,0.4,0.5,0.5,1,0.2,2.3,0.3,10,0,0,0,0,1,1,"45.4511030275","-73.8041862862",281007.2,5034619.75
"VDI-1","Étang du Village de l'Île","L'Île-Bizard-Sainte-Geneviève","Village de l'Île","Sortie du bassin de rétention du projet Village des Îles","R","R","VDI-1   Village de l'Île",2023-06-08T09:04:47,,"         14.6",726,7.4,"=",110,"          9.20","         90.00",5,30,50,,0.1,103,0.4,33,1.3,73400,0.1,0.2,0.9,3,263,2460,15800,87.1,2,57900,2.6,0.2,0.5,0.5,1,0.2,0.5,0.3,8,0,3.7,0,3.7,-1,2,"45.4851290373","-73.8874318809",274514.137,5038429.05999999
"MON-2.8","Ruisseau De Montigny","Rivière-des-Prairies-Pointe-aux-Trembles","Boul. Henri-Bourassa Est","Boul. Henri-Bourassa, 50m à l'ouest de la rue Renaude-Lapointe, sur le ponceau.","R","R","MON-2.8   Boul. Henri-Bourassa Est",2023-06-13T13:37:16,,"         17.5",421,7.8,"=",3200,"          8.20","         86.00",98,214,200,,0.2,1930,0.8,40,1.3,47900,0.1,1.6,5.9,15.3,2120,2940,6070,74.5,1.3,44000,4.4,6.7,1,0.5,1,0.2,0.2,4.1,74,13.7,0,0,13.7,0,2,"45.6136039672","-73.6000245598",296998.791,5052638.50999999
"MON-4.0","Ruisseau De Montigny","Anjou","Rue Bombardier","Près de l'intersection du boul. Galerie D'Anjou et de la rue Bombardier.","R","R","MON-4.0   Rue Bombardier",2023-06-13T13:11:25,,"         20.6",514,8.2,"=",560,"         10.50","        116.00",14.4,110,40,,0.1,80,0.7,45,1.3,64500,0.1,0.8,1.1,3.1,435,3910,17200,35.8,1.4,97500,3,1,0.7,0.5,1,0.2,0.8,0.3,45,13.7,0,0,13.7,0,2,"45.6069163251","-73.5883539648",297908.196,5051894.21999999
"MON-i","Ruisseau De Montigny","Anjou","INDUSTRIEL ANJOU","350m au sud-est de l'inters. Renaude-Lapointe et du boul. Henri-Bourassa","R","R","MON-i   INDUSTRIEL ANJOU",2023-06-13T13:27:41,,"         18.1",409,7.9,"=",4000,"          8.40","         89.00",78.7,183,200,,0.3,1630,0.7,35,1.3,42900,0.1,1.9,5.6,14,1720,2790,5450,61.1,1.3,41600,3.8,5.5,0.9,0.7,1,0.2,0.2,3.4,65,13.7,0,0,13.7,0,2,"45.6104555834","-73.5967252571",297255.692,5052288.29999998
"PAP-golf","Marais du parc-nature de la Pointe-aux-Prairies","Rivière-des-Prairies-Pointe-aux-Trembles","P-N de la Pointe-aux-Prairies","Parc-nature de la Ponte-aux-Prairies, secteur rivière des Prairies, branche en provenance du Golf de Montréal.","R","R","PAP-golf   P-N de la Pointe-aux-Prairies",2023-06-13T14:47:51,,"         18.8",338,7.6,"=",18000,"          7.60","         83.00",8.4,267,140,,0.2,322,0.9,23,1.3,33100,0.1,0.5,1.2,6.1,1460,3700,14000,322,1,15400,1.9,0.4,0.5,0.5,1,0.2,0.7,0.7,9,13.7,0,0,13.7,0,2,"45.685539048","-73.5217702047",303104.25,5060628.25999999
"PIN-0.0","Ruisseau Pinel","Rivière-des-Prairies-Pointe-aux-Trembles","embouchure du ruisseau","Boul. Gouin, 50m à l'est de la 87e ave, embouchure du ruisseau vers la rivière-des-Prairies.","R","R","PIN-0.0   embouchure du ruisseau",2023-06-13T14:27:04,,"         17.8",866,8.1,"=",16000,"          8.50","         89.00",25.6,130,350,,0.1,516,0.7,46,1.3,75500,0.1,0.5,1.6,4.8,771,15800,22600,91.4,1.8,79600,2.7,2,0.5,0.5,1,0.2,0.4,0.7,9,13.7,0,0,13.7,0,2,"45.6722382412","-73.5413309745",301579.837,5059150.69
"BER-0.0","Ruisseau Bertrand","Ahuntsic-Cartierville","P-N du Bois-de-Liesse","R.Bertrand, exutoire à la rivière des Prairies, ponceau de l'ave. du Ruisseau","R","R","BER-0.0   P-N du Bois-de-Liesse",2023-06-14T09:54:54,,"         18.1",568,7.4,"=",3800,"          7.40","         47.00",8,65,390,,0.1,180,0.5,34,1.3,47300,0.1,0.4,1.6,4.2,595,2400,8020,85.8,2.6,55900,2.9,1.4,0.6,0.5,1,0.2,0.2,0.3,18,0,13.7,0,13.7,-1,2,"45.5116556787","-73.7554416029",284841.296,5041335.7
"BER-0.7P1","Ruisseau Bertrand","Ahuntsic-Cartierville","Rue Camille","Montréal, PN Bois-de-Liesse, O rue Camille, N  chemin de fer","R","R","BER-0.7P1   Rue Camille",2023-06-14T10:23:30,,"         14.9",1056,7.7,"=",3300,"          8.10","         81.00",1.1,39,70,,0.1,14,0.2,48,1.3,95700,0.1,0.1,0.6,3.2,86,4520,21800,23,2.3,92900,1.9,0.2,0.5,0.5,1,0.2,0.9,0.3,7,0,13.7,0,13.7,-1,2,"45.5076747232","-73.7536315987",284981.322,5040892.84999999
"BER-3.3","Ruisseau Bertrand","Dorval","Boul. St-Régis","Voie de service de l'A. 40 ouest, 400m à l'est de la rue Sunnybrook","R","R","BER-3.3   Boul. St-Régis",2023-06-14T10:47:57,,"         14.6",1361,7.3,"=",520,"          8.40","         84.00",13.2,64,670,,0.1,159,0.4,54,1.3,98600,0.1,0.3,1.1,3.6,929,3450,23900,75.5,2.3,132000,2.1,0.9,0.5,0.5,1,0.2,0.4,0.3,22,0,13.7,0,13.7,-1,2,"45.4899301463","-73.769125548",283764.024,5038924.82
"BER-3.7","Ruisseau Bertrand","Dorval","voie d'accès A40","Boul. Hymus près voie d'accès A40, ponceau côté nord du boul. Hymus","R","R","BER-3.7   voie d'accès A40",2023-06-14T11:01:46,,"         18.4",781,7.7,"=",2000,"          7.20","         77.00",30,115,420,,0.1,420,0.5,38,1.3,70500,0.1,0.6,2.1,5.3,1070,2660,14100,107,2.6,71400,4,2.1,0.5,0.5,1.3,0.2,0.3,0.8,31,0,13.7,0,13.7,-1,2,"45.4887623847","-73.7666005327",283960.959,5038794.38999999
"BER-4.5P8","Ruisseau Bertrand","Saint-Laurent","Conduite technoparc","Rue Frederick-Banting, 325m à l'est de l'avenue André.","R","R","BER-4.5P8   Conduite technoparc",2023-06-14T11:38:37,,"         14.8",603,7.7,"=",270,"          6.90","         69.00",12.4,54,90,,0.1,297,0.4,25,1.3,56900,0.1,0.6,1.8,6.7,479,2960,12200,86.5,2,48500,2.3,1.2,0.5,0.5,1,0.2,0.5,1.1,42,0,13.7,0,13.7,-1,2,"45.4814698463","-73.7722743259",283514.717,5037985.46
"BER-4.6","Ruisseau Bertrand","Saint-Laurent","Bassin rétention","Nord du ch. St-François et 330 m à l'est de l'ave André, amont bassin de rétention","R","R","BER-4.6   Bassin rétention",2023-06-14T11:43:57,,"         21.0",500,7.5,"=",4200,"          3.60","         41.00",8,139,420,,0.1,181,0.5,29,1.3,43300,0.1,0.5,1.7,8,326,2620,8470,49.3,5.3,47400,5.9,0.8,0.6,0.5,1,0.2,0.3,0.5,44,0,13.7,0,13.7,-1,2,"45.4816607033","-73.7729858795",283459.162,5038006.86
"BRU-1","Bassin de La Brunante","Saint-Laurent","Boulevard Poirier","Parc Marcel Laurin,  bassin de la Brunante, boul. Poirier,  S des Harfangs, au pied du gazébo.","R","R","BRU-1   Boulevard Poirier",2023-06-14T09:17:12,,"         21.6",561,8.3,"=",200,"         10.10","        113.00",14,47,20,,0.1,116,0.4,44,1.3,46500,0.1,0.2,0.7,1.1,232,4190,20700,27.5,1.1,37700,1,0.3,0.5,0.5,1,0.2,0.4,0.3,7,0,13.7,0,13.7,-1,2,"45.5099765705","-73.7077803601",288564.782,5041138.36
"DEN-0.0","Ruisseau Denis","Pointe-Claire","Embouchure du ruisseau","Embouchure du ruisseau à la Baie de Valois, face au boul. Des Sources.","R","R","DEN-0.0   Embouchure du ruisseau",2023-06-14T13:51:40,,"         19.4",724,8.6,"=",460,"         10.10","        110.00",10.8,62,40,,0.1,258,0.5,34,1.3,59600,0.1,1.2,1.2,3.4,590,4490,12600,24.1,2.7,68900,1.8,0.7,0.5,0.5,1,0.2,0.5,0.7,18,0,13.7,0,13.7,-1,2,"45.4452824596","-73.7788021061",282990.453,5033965.71
"DEN-0.8P1","Ruisseau Denis","Dorval","Rue Belmont","Rue Belmont, 200m à l'est du boul. des Sources, branche secondaire provenant de dépôts à neige","R","R","DEN-0.8P1   Rue Belmont",2023-06-14T13:20:57,,"         22.9",766,8.5,"=",1000,"         11.60","        129.00",19.6,72,80,,0.1,672,0.8,47,1.3,67600,0.1,0.8,1.9,3.2,1000,12000,15800,50.7,4.9,69600,3.1,1.3,0.5,0.5,1,0.2,1.1,1.6,23,0,13.7,0,13.7,-1,2,"45.4571451324","-73.7798862479",282910.234,5035284.29999998
"DEN-3.2","Ruisseau Denis","Pointe-Claire","Ch. Aviation","Rue de l'Aviation, 300m à l'est du boul. des Sources","R","R","DEN-3.2   Ch. Aviation",2023-06-14T12:54:12,,"         16.3",719,7.6,"=",560,"          9.00","         92.00",8.8,37,170,,0.1,61,0.3,30,1.3,58300,0.1,3.8,1,5.1,267,2670,12400,27.3,6.2,67500,1.6,0.7,0.5,0.5,1,0.2,0.3,0.3,11,0,13.7,0,13.7,-1,2,"45.4699534797","-73.7861966608",282421.768,5036709.42999999
"PAQ-1","Étang du parc Dr-Bernard-Paquet","Saint-Laurent","Rue Jean-Gascon","Inters. Av. Félix-Leclerc et rue Jean-Gascon, parc du Dr.-B.-Paquet, sur la passerelle.","R","R","PAQ-1   Rue Jean-Gascon",2023-06-14T09:36:32,,"         19.0",329,7.7,"=",200,"          8.60","         93.00",1,17,20,,0.1,27,0.6,24,1.3,33800,0.1,0.1,0.6,1,111,1490,7750,7.8,1,20200,0.5,0.2,0.5,0.5,1,0.2,0.2,0.3,7,0,13.7,0,13.7,-1,2,"45.5065149921","-73.7324652116",286634.882,5040758.96
"AAO-6.4P12","Rivière à l'Orme","Baie d'Urfé","Boul. Morgan côté E","Baie d'Urfée, boul. Morgan côté est, 250m au sud de l'autoroute 40,  affluent provenant des zones résidentilelles de Baie d'Urfé.","R","R","AAO-6.4P12   Boul. Morgan côté E",2023-06-22T11:57:02,,"         16.8",1686,7.8,"=",81,"          8.50","         88.00",3.4,20,30,,0.1,47,0.3,59,1.3,134000,0.1,0.2,0.7,0.9,100,2950,43500,27,5,164000,2.9,0.2,0.5,0.5,1,0.2,1.9,0.3,7,0,0,0,0,1,3,"45.4253538404","-73.915474789",272287.669,5031797.21999999
"CGO-0.0","Coulée Grou","Rivière-des-Prairies-Pointe-aux-Trembles","Embouchure de la coulée","Coulée Grou, 300m à l'est de l'A40 et 150m au sud du boul.Gouin","R","R","CGO-0.0   Embouchure de la coulée",2023-07-10T14:35:21,,"         20.3",546,7.4,"=",10000,"          4.70","         53.00",5.2,11,300,,0.1,130,1.1,35,1.3,56900,0.1,0.5,1.1,3.3,3010,6600,18600,223,1.3,36900,2,1.4,0.5,0.5,1,0.2,0.5,0.8,7,5.3,2.6,0,7.9,0,3,"45.6973409611","-73.5046768769",304435.78,5061939.63999999
"IDS-1","Lac Lacoursière","Verdun","Rue Savoyanne","Île des Soeurs, chemin du Golf, rue de la Savoyane, lac du parc Lacoursière, muret près du garde fou .","R","R","IDS-1   Rue Savoyanne",2023-07-10T10:40:15,,"         25.2",678,8.1,"<",10,"          8.50","        103.00",3.8,22,20,,0.1,9,0.6,52,1.3,38800,0.1,0.1,0.5,0.6,10,199,25600,15.1,1,62000,0.7,0.2,0.5,0.5,1,0.2,0.1,0.3,7,4.5,2.6,0,7.1,0,3,"45.4652017939","-73.5499612987",300893.108,5036142.74
"AAO-0.0","Rivière à l'Orme","Pierrefonds-Roxboro","Embouchure de la rivière","Pierrefonds, boul. Gouin O, 40m au nord de la rue de l'Anse à l'Orme, exutoire au lac des Deux Montagnes.","R","R","AAO-0.0   Embouchure de la rivière",2023-06-08T10:22:08,,"         13.5",1247,7.5,"=",180,"          7.34","         71.60",4.4,43,80,,0.1,127,0.6,54,1.3,96400,0.1,0.2,1,2.7,344,4570,34100,46.5,3.4,110000,2.8,0.5,0.7,0.5,1,0.2,1.3,0.3,7,0,3.7,0,3.7,-1,2,"45.4502113278","-73.9370663453",270613.07,5034568.57
"AAO-3.3P6","Rivière à l'Orme","Kirkland","Rue Timberlea-Trail","Kirkland, 60m au sud de l'intersection des rues de l'Anse à l'Orme et de Timberley trail, derrière le dépôt à neige.","R","R","AAO-3.3P6   Rue Timberlea-Trail",2023-06-08T10:38:00,,"         13.5",1138,7.6,"=",410,"          7.44","         72.40",7,63,120,,0.1,129,0.5,51,1.3,91600,0.1,0.4,1.3,5.8,719,4360,26800,129,1.9,95600,2.9,0.3,0.5,0.5,2.6,0.2,0.9,0.3,22,0,3.7,0,3.7,-1,2,"45.4368858312","-73.901469758",273390.008,5033073.2
"AAO-3.5","Rivière à l'Orme","Sainte-Anne-de-Bellevue","Ch. Sainte-Marie","Sainte-Anne-de-Bellevue, 10m au nord du ch. Ste-Marie, 200m à l'ouest du ch. Anse à l'Orme.","R","R","AAO-3.5   Ch. Sainte-Marie",2023-06-08T10:43:07,,"         11.3",1448,7.4,"=",370,"          7.30","         67.00",6.8,24,100,,0.1,123,0.5,75,1.3,118000,0.1,0.4,1.1,2.2,502,4200,41200,56.7,4.3,130000,2.8,0.3,0.5,0.5,1,0.2,1.8,0.3,11,0,3.7,0,3.7,-1,2,"45.4356405523","-73.9014441318",273391.322,5032934.79999998
