point_echantillonnage,plan_eau,administration,nom,descrip_longue,programme,sous_prog,station_nom,date_heure,raison_annulation,temperature,conductivite,pH,signe,coliformes_fecaux,OD_concentration,OD_pourc,MES,phos_total,azote_total,cot,Ag,Al,As,Ba,Be,Ca,Cd,Co,Cr,Cu,Fe,K,Mg,Mn,Mo,Na,Ni,Pb,Sb,Se,Sn,Tl,U,V,Zn,prec_0_mm,prec_1_mm,prec_2_mm,prec_tot_60h,meteo,tournee,latitude,longitude,x,y
"TER-0.6","Ruisseau Terra-Cotta","Pointe-Claire","Rue Glanlynn","Parc Terra-Cotta,  extrémité nord de la rue Glanlynn","R","R","TER-0.6   Rue Glanlynn",2024-08-06T12:11:13,,"         19.4",888,7.9,"=",1500,"          7.39","          8.50",50.2,102,40,,0.1,1260,0.7,52,1.3,80600,0.1,1.1,3.2,5.3,1570,4290,20200,57.9,1.9,86900,3.9,1.9,0.5,0.6,1,0.2,0.7,2.5,27,0,3.9,1,4.9,-1,4,"45.4511030275","-73.8041862862",281007.2,5034619.75
"CAS-1","Lac aux Castors","Ville-Marie","Ch. Remembrance","Parc du Mont-Royal, effluent du lac des Castors, 100m à l'est de la rue Remembrance, près du chalet.","R","R","CAS-1   Ch. Remembrance",2024-07-30T09:33:52,,"         26.0",453,8.6,"=",190,"         10.30","        128.00",1.1,9,20,,0.1,13,0.3,27,1.3,29400,0.1,0.2,0.3,1.7,14,3510,12400,3,1,45400,0.8,0.2,0.5,0.5,1,0.2,0.5,0.3,7,0,0,0,0,1,4,"45.4987859127","-73.5988369105",297075.705,5039878.49
"IDS-1","Lac Lacoursière","Verdun","Rue Savoyanne","Île des Soeurs, chemin du Golf, rue de la Savoyane, lac du parc Lacoursière, muret près du garde fou .","R","R","IDS-1   Rue Savoyanne",2024-07-30T10:01:15,,"         26.4",611,7.5,"<",10,"          6.11","         76.20",0.5,24,40,,0.1,6,0.5,35,1.3,44000,0.1,0.2,0.3,0.7,25,2220,23700,59.5,1,51400,0.9,0.2,0.5,0.5,1,0.2,0.1,0.3,7,0,0,0,0,1,4,"45.4652017939","-73.5499612987",300893.108,5036142.74
"MON-0.0","Ruisseau De Montigny","Montréal-Nord","Embouchure du ruisseau","Boul. Gouin E., 250m à l'ouest de l'ave Ozias-Leduc, effluent à la rivière des Prairies.","R","R","MON-0.0   Embouchure du ruisseau",2024-07-30T12:01:01,,"         22.7",773,7.8,"=",280,"          7.43","         86.00",5.7,61,50,,0.1,132,0.7,41,1.3,57500,0.1,0.4,0.9,3.7,305,3490,14200,25.4,1.7,86600,2.3,1,0.8,0.5,1,0.2,0.5,0.3,10,0,0,0,0,1,4,"45.6292967385","-73.6212094296",295349.158,5054384.76999999
"PAP-0.0","Marais du parc-nature de la Pointe-aux-Prairies","Rivière-des-Prairies-Pointe-aux-Trembles","Sortie du marais","Parc-nature de la Pointe-aux-Prairies, secteur de la rivière des Prairies, effluent vers la rivière des Prairies.","R","R","PAP-0.0   Sortie du marais",2024-07-30T13:43:35,,"         25.1",324,7.2,"=",72,"          3.17","         38.50",4.9,194,300,,0.1,86,0.7,30,1.3,37400,0.1,0.3,0.3,1.1,401,2720,12900,355,1,14900,0.9,0.2,0.5,0.5,1,0.2,0.2,0.3,7,0,0,0,0,1,4,"45.6920285661","-73.522349053",303059.363,5061349.48
"PRO-2","Ruisseau Provost","Outremont","Ruisseau Provost","Av. Roskilde, 50m à l'est de l'av. Springgrove, parc Oakwood","R","R","PRO-2   Ruisseau Provost",2024-07-30T09:21:58,,"         15.7",1090,8.1,"<",10,"          9.77","         98.60",2.4,16,10,,0.1,116,0.3,68,1.3,79100,0.1,0.3,0.3,2.1,155,4120,9570,11.6,1.4,151000,1,1.1,2,0.7,1,0.2,0.5,0.3,7,0,0,0,0,1,4,"45.5133281629","-73.6011948902",296893.46,5041494.80999999
"BER-0.0","Ruisseau Bertrand","Ahuntsic-Cartierville","P-N du Bois-de-Liesse","R.Bertrand, exutoire à la rivière des Prairies, ponceau de l'ave. du Ruisseau","R","R","BER-0.0   P-N du Bois-de-Liesse",2024-07-15T09:25:55,,"         22.3",1258,7.5,"=",220,"          6.27","         73.00",1.3,24,40,,0.1,19,0.5,68,1.3,117000,0.1,0.2,0.3,1.2,150,4080,25400,21.6,1.9,115000,1.3,0.2,0.5,0.5,1,0.2,1,0.3,7,0,0,0,0,1,4,"45.5116556787","-73.7554416029",284841.296,5041335.7
"BER-0.7P1","Ruisseau Bertrand","Ahuntsic-Cartierville","Rue Camille","Montréal, PN Bois-de-Liesse, O rue Camille, N  chemin de fer","R","R","BER-0.7P1   Rue Camille",2024-07-15T09:51:19,,"         19.2",870,7.7,"=",3200,"          8.04","         88.00",1.8,21,20,,0.1,26,0.4,45,1.3,87000,0.1,0.2,0.3,3.6,62,4260,21600,7.6,1.8,72200,1.5,0.2,0.5,0.5,1,0.2,1,0.3,7,0,0,0,0,1,4,"45.5076747232","-73.7536315987",284981.322,5040892.84999999
"BER-1.2","Ruisseau Bertrand","Pierrefonds-Roxboro","Boul. Pitfield","Pierrefonds, PN Bois-de-Liesse, en amont du ponceau principal de la piste cyclable.","R","R","BER-1.2   Boul. Pitfield",2024-07-15T09:39:29,,"         17.9",1724,7.5,"=",11000,"          7.10","         76.20",2.2,20,140,,0.1,24,0.5,92,1.3,157000,0.1,0.4,0.4,1.5,414,4100,31600,82.1,2.2,162000,1.6,0.7,0.5,0.5,1,0.2,1,0.3,10,0,0,0,0,1,4,"45.504964513","-73.7620128147",284325.434,5040593.75999999
"BER-3.3","Ruisseau Bertrand","Dorval","Boul. St-Régis","Voie de service de l'A. 40 ouest, 400m à l'est de la rue Sunnybrook","R","R","BER-3.3   Boul. St-Régis",2024-07-15T10:20:40,,"         18.8",1008,7.6,"=",63,"          8.40","         91.20",8,53,130,,0.1,179,0.5,48,1.3,79500,0.1,0.4,0.6,3.3,684,3220,18200,69.5,1.5,112000,1.3,0.8,0.5,0.5,1,0.2,0.5,0.3,13,0,0,0,0,1,4,"45.4899301463","-73.769125548",283764.024,5038924.82
"BER-3.7","Ruisseau Bertrand","Dorval","voie d'accès A40","Boul. Hymus près voie d'accès A40, ponceau côté nord du boul. Hymus","R","R","BER-3.7   voie d'accès A40",2024-07-15T10:36:20,,"         20.9",1427,7.8,"=",140,"          7.98","         87.90",3.9,37,40,,0.1,54,0.5,62,1.3,120000,0.1,0.3,0.3,3,365,5000,28700,45.6,2.7,148000,1.6,0.4,0.5,0.5,1,0.2,1,0.3,7,0,0,0,0,1,4,"45.4887623847","-73.7666005327",283960.959,5038794.38999999
"BER-4.6","Ruisseau Bertrand","Saint-Laurent","Bassin rétention","Nord du ch. St-François et 330 m à l'est de l'ave André, amont bassin de rétention","R","R","BER-4.6   Bassin rétention",2024-07-15T10:49:30,,"         26.2",743,8.5,"=",90,"         11.43","        130.00",4.2,41,20,,0.1,38,0.4,37,1.3,47200,0.1,0.3,0.4,3,208,3540,13300,13.8,3.3,87900,1.4,0.7,0.5,0.5,1,0.2,0.7,0.3,7,0,0,0,0,1,4,"45.4816607033","-73.7729858795",283459.162,5038006.86
"BER-4.5P8","Ruisseau Bertrand","Saint-Laurent","Conduite technoparc","Rue Frederick-Banting, 325m à l'est de l'avenue André.","R","R","BER-4.5P8   Conduite technoparc",2024-07-15T10:56:58,,"         17.5",1601,7.8,"=",110,"          6.41","         72.10",5.1,27,150,,0.1,78,0.5,56,1.3,134000,0.1,0.5,0.3,2.6,300,6430,33700,111,3.4,155000,2.4,0.3,0.5,0.5,1,0.2,1.3,0.3,18,0,0,0,0,1,4,"45.4814698463","-73.7722743259",283514.717,5037985.46
"BRU-1","Bassin de La Brunante","Saint-Laurent","Boulevard Poirier","Parc Marcel Laurin,  bassin de la Brunante, boul. Poirier,  S des Harfangs, au pied du gazébo.","R","R","BRU-1   Boulevard Poirier",2024-07-15T08:48:37,,"         26.7",302,8.7,"=",450,"         10.20","        127.00",15.7,40,20,,0.1,186,0.5,23,1.3,30500,0.1,0.4,0.5,1.4,274,3340,10300,19.8,1,16300,0.9,0.4,0.5,0.5,1,0.2,0.3,0.6,7,0,0,0,0,1,4,"45.5099765705","-73.7077803601",288564.782,5041138.36
"CEN-1","Bassin du parc Centenaire William Cosgrove","Dollard-des Ormeaux","Effluent du bassin","Parc du Centenaire, rive est, exutoire du bassin","R","R","CEN-1   Effluent du bassin",2024-07-15T13:29:51,,"         27.0",501,8.7,"=",120,"         13.41","        130.00",8.8,50,50,,0.1,57,0.4,16,1.3,40300,0.1,0.3,0.3,1.1,95,2040,12100,7.9,1,46000,1.1,0.2,0.5,0.5,1,0.2,0.6,0.3,7,0,0,0,0,1,4,"45.488546377","-73.8106049054",280521.23,5038782.74
"DEN-0.0","Ruisseau Denis","Pointe-Claire","Embouchure du ruisseau","Embouchure du ruisseau à la Baie de Valois, face au boul. Des Sources.","R","R","DEN-0.0   Embouchure du ruisseau",2024-07-15T13:05:41,,"         22.9",1112,8.3,"=",640,"          8.82","        102.60",5.3,31,20,,0.1,101,0.5,48,1.3,89600,0.1,0.5,0.5,2,301,5580,20900,13.2,3.3,121000,1.6,0.5,0.5,0.5,1,0.2,0.8,0.3,7,0,0,0,0,1,4,"45.4452824596","-73.7788021061",282990.453,5033965.71
"DEN-0.8P1","Ruisseau Denis","Dorval","Rue Belmont","Rue Belmont, 200m à l'est du boul. des Sources, branche secondaire provenant de dépôts à neige","R","R","DEN-0.8P1   Rue Belmont",2024-07-15T12:32:17,,"         27.0",783,8.3,"=",1200,"          9.10","        114.00",22.4,32,30,,0.1,429,1,68,1.3,97400,0.1,0.6,0.8,2,724,14100,24200,37.7,3.8,42800,2.6,0.5,0.5,0.5,1,0.2,1.6,1.5,9,0,0,0,0,1,4,"45.4571451324","-73.7798862479",282910.234,5035284.29999998
"DEN-2.6","Ruisseau Denis","Dorval","Av. Reverchon","Rue Reverchon, 100m à l'est du cr. Newman","R","R","DEN-2.6   Av. Reverchon",2024-07-15T12:17:53,,"         20.3",1008,7.9,"=",20000,"          8.90","         99.00",3.8,43,80,,0.1,47,0.3,38,1.3,78200,0.1,2.2,0.3,3.4,169,4360,17400,16.9,3.4,91300,1.4,0.3,0.5,0.5,1,0.2,0.6,0.3,8,0,0,0,0,1,4,"45.4660700012","-73.7801656599",282891.839,5036276.2
"DEN-3.2","Ruisseau Denis","Pointe-Claire","Ch. Aviation","Rue de l'Aviation, 300m à l'est du boul. des Sources","R","R","DEN-3.2   Ch. Aviation",2024-07-15T12:04:21,,"         20.0",840,7.8,"=",7000,"          8.50","         93.60",10.9,48,70,,0.1,68,0.4,33,1.3,64100,0.1,2.8,0.3,6,236,3640,14200,20.7,2.3,89900,1.7,0.3,0.5,0.5,1,0.2,0.5,0.3,8,0,0,0,0,1,4,"45.4699534797","-73.7861966608",282421.768,5036709.42999999
"PAQ-1","Étang du parc Dr-Bernard-Paquet","Saint-Laurent","Rue Jean-Gascon","Inters. Av. Félix-Leclerc et rue Jean-Gascon, parc du Dr.-B.-Paquet, sur la passerelle.","R","R","PAQ-1   Rue Jean-Gascon",2024-07-15T09:08:15,,"         22.9",291,7.4,"=",140,"          7.80","         90.00",1.1,17,30,,0.1,30,0.9,23,1.3,32000,0.1,0.2,0.3,1,77,1460,7980,8.1,1,15000,0.5,0.2,0.5,0.5,1,0.2,0.3,0.3,7,0,0,0,0,1,4,"45.5065149921","-73.7324652116",286634.882,5040758.96
"AAO-0.0","Rivière à l'Orme","Pierrefonds-Roxboro","Embouchure de la rivière","Pierrefonds, boul. Gouin O, 40m au nord de la rue de l'Anse à l'Orme, exutoire au lac des Deux Montagnes.","R","R","AAO-0.0   Embouchure de la rivière",2024-07-25T11:13:19,,"         19.7",524,7.6,"=",2900,"          5.20","         57.00",5.3,48,100,,0.1,135,0.5,35,1.3,43500,0.1,0.3,1,2.7,232,2720,11900,19.6,1.8,51600,1.7,0.6,0.6,0.5,1,0.2,0.4,0.3,10,0,11.9,0,11.9,-1,4,"45.4502113278","-73.9370663453",270613.07,5034568.57
"AAO-3.3P6","Rivière à l'Orme","Kirkland","Rue Timberlea-Trail","Kirkland, 60m au sud de l'intersection des rues de l'Anse à l'Orme et de Timberley trail, derrière le dépôt à neige.","R","R","AAO-3.3P6   Rue Timberlea-Trail",2024-07-25T11:43:01,,"         18.7",1027,7.7,"=",2800,"          7.60","         82.00",11.8,43,140,,0.1,234,0.4,57,1.3,99300,0.1,0.6,0.9,3,408,4500,27800,69.3,2.2,88900,2.8,0.5,0.5,0.5,1,0.2,1.2,0.3,9,0,11.9,0,11.9,-1,4,"45.4368858312","-73.901469758",273390.008,5033073.2
"AAO-3.5","Rivière à l'Orme","Sainte-Anne-de-Bellevue","Ch. Sainte-Marie","Sainte-Anne-de-Bellevue, 10m au nord du ch. Ste-Marie, 200m à l'ouest du ch. Anse à l'Orme.","R","R","AAO-3.5   Ch. Sainte-Marie",2024-07-25T11:52:03,,"         18.2",691,7.6,"=",2000,"          6.60","         70.00",9.8,42,70,,0.1,236,0.4,43,1.3,57100,0.1,0.5,1.6,3.2,421,3630,17500,31.5,2.6,67600,2,0.6,0.5,0.5,1,0.2,0.7,0.7,18,0,11.9,0,11.9,-1,4,"45.4356405523","-73.9014441318",273391.322,5032934.79999998
"AAO-3.6","Rivière à l'Orme","Baie d'Urfé","Av. Lee","Beaconsfield, 250m à l'est de la rue Lee et 25m au sud de l'autoroute 40, en amont du pluvial.","R","R","AAO-3.6   Av. Lee",2024-07-25T12:17:09,,"         19.1",566,7.7,"=",3200,"          6.10","         66.00",5.3,37,50,,0.1,204,0.4,41,1.3,51500,0.1,0.3,0.5,2.5,280,2940,15000,19.9,2.2,49800,1.7,0.2,0.5,0.5,1,0.2,0.5,0.3,7,0,11.9,0,11.9,-1,4,"45.4346279405","-73.9012199472",273408.301,5032822.17999999
"AAO-6.4P12","Rivière à l'Orme","Baie d'Urfé","Boul. Morgan côté E","Baie d'Urfée, boul. Morgan côté est, 250m au sud de l'autoroute 40,  affluent provenant des zones résidentilelles de Baie d'Urfé.","R","R","AAO-6.4P12   Boul. Morgan côté E",2024-07-25T12:08:43,,"         18.3",1284,7.8,"=",340,"          6.80","         73.00",2.1,21,40,,0.1,38,0.3,59,1.3,113000,0.1,0.3,0.5,1.2,71,2520,34400,21.9,4.3,117000,3,0.2,0.5,0.5,1,0.2,1.7,0.3,7,0,11.9,0,11.9,-1,4,"45.4253538404","-73.915474789",272287.669,5031797.21999999
"ANG-2","Étang du parc Angrignon","Le Sud-Ouest","Sortie du bassin principal","Montréal, parc Angrignon, bassin principal, à la sortie de l'étang.","R","R","ANG-2   Sortie du bassin principal",2024-07-09T14:01:24,,"         27.2",353,8.6,"=",63,"          8.08","        101.60",3.9,23,20,,0.1,18,0.9,21,1.3,34800,0.1,0.2,0.3,0.9,30,1610,17800,30.3,1,10100,0.5,0.6,0.5,0.5,1,0.2,0.3,0.3,7,0,0,0,0,1,3,"45.4440053939","-73.5952183078",297351.293,5033790.38999999
"BOU-0.0","Ruisseau Bouchard","Dorval","Embouchure du ruisseau","Amont ponceau de la rue Sévigny sortie du ruisseau au lac St-Louis.","R","R","BOU-0.0   Embouchure du ruisseau",2024-07-09T10:17:31,,"         22.6",1405,7.9,"=",160,"          5.44","         64.00",5.3,36,140,,0.1,75,0.6,58,1.3,88900,0.1,0.3,0.3,3.7,394,10600,29400,28.9,2.4,140000,1.9,0.7,0.5,0.5,1,0.2,0.7,0.3,7,0,0,0,0,1,3,"45.4390041953","-73.7254882114",287159.024,5033254.94
"BOU-1.0","Ruisseau Bouchard","Dorval","Boul. Bouchard","Ponceau du boul. Bouchard, 150m à l'ouest du boul. Galland.","R","R","BOU-1.0   Boul. Bouchard",2024-07-09T10:04:24,,"         21.0",1891,7.7,"=",320,"          3.47","         39.50",5.1,35,80,,0.1,61,0.7,74,1.3,120000,0.1,0.4,0.4,2.3,562,13600,40600,63.7,2.8,211000,2.3,0.6,0.5,0.5,1,0.2,0.9,0.3,7,0,0,0,0,1,3,"45.4460077533","-73.7253003703",287175.9,5034033.2
"BOU-2.1","Ruisseau Bouchard","Dorval","Rue Orly","Aval du ponceau de la rue Orly, 100m au nord de l'ave Guthrie.","R","R","BOU-2.1   Rue Orly",2024-07-09T09:36:17,,"         22.4",1446,7.6,"=",260,"          2.40","         28.00",4.7,46,220,,0.1,72,0.7,68,1.3,83600,0.1,0.4,0.5,2.6,573,17200,29800,74.8,3.5,177000,2.4,0.6,0.5,0.5,1,0.2,1.2,0.3,8,0,0,0,0,1,3,"45.4523992742","-73.7310770289",286726.063,5034744.76999999
"BOU-2.9","Ruisseau Bouchard","Dorval","Branche ouest venant d'ADM","Nord de l'ave.Marshall, embranchement ouest provenant de l'aéroport de Dorval.","R","R","BOU-2.9   Branche ouest venant d'ADM",2024-07-09T09:14:31,,"         20.5",1790,7.7,"=",27,"          4.01","         46.20",3.5,35,110,,0.1,47,0.8,90,1.3,102000,0.1,0.4,0.4,4.3,790,16400,37600,97.1,2.9,203000,2.3,0.2,0.5,0.5,1,0.2,1.3,0.3,13,0,0,0,0,1,3,"45.4572489455","-73.7387149001",286130.259,5035285.45
"BOU-2.9P3","Ruisseau Bouchard","Dorval","Branche est, venant d'ADM","Nord de l'ave.Marshall, embranchement E. provenant de l'aéroport de Dorval.","R","R","BOU-2.9P3   Branche est, venant d'ADM",2024-07-09T09:23:51,,"         21.7",1147,7.9,"=",200,"          8.30","         94.40",18.6,35,60,,0.2,176,0.8,61,1.3,84700,0.1,0.5,0.7,7.1,635,15600,26500,40.2,3.1,117000,2.8,1.1,0.5,0.5,1,0.2,1.1,0.3,14,0,0,0,0,1,3,"45.4573744838","-73.7379791186",286187.845,5035299.23
"CLA-0.0","Canal de Lachine","Lachine","Ch. Iroquois","Amont du pont du Ch.du Musée, côté sud du canal, effluent du lac St-Louis vers le canal, en amont de l'écluse.","R","R","CLA-0.0   Ch. Iroquois",2024-07-09T13:25:11,,"         26.9",167,9.4,"<",10,"         10.30","        128.20",2.5,28,20,,0.1,52,0.6,18,1.3,18100,0.1,0.2,0.3,1.3,86,1060,4390,10.6,1,7330,0.6,0.2,0.5,0.5,1,0.2,0.2,0.3,7,0,0,0,0,1,3,"45.4310100179","-73.6686715567",291602.188,5032355.66
"CLA-1.8","Canal de Lachine","Lachine","Av. Saint-Pierre","Inters. Saint-Patrick et av. Dollard, est du pont Gauron, près de la caboose, sur le quai.","R","R","CLA-1.8   Av. Saint-Pierre",2024-07-09T13:37:31,,"         25.2",187,8.2,"<",10,"          8.50","        103.00",1.8,15,20,,0.1,86,0.5,19,1.3,20200,0.1,0.2,0.3,1.3,130,1120,5010,11.9,1,7940,0.6,0.2,0.5,0.5,1,0.2,0.2,0.3,7,0,0,0,0,1,3,"45.4414764604","-73.645099907",293448.665,5033515.19
"CLA-6.6","Canal de Lachine","Le Sud-Ouest","Boul. Monk","Rue Saint-Patrick, 125m au nord-est de l'inters. avec boul. Monk, près de la rampe de mise à l'eau.","R","R","CLA-6.6   Boul. Monk",2024-07-09T14:16:24,,"         25.6",177,8.4,"<",10,"          8.90","        108.90",2.4,15,10,,0.1,83,0.6,18,1.3,19000,0.1,0.2,0.3,1.5,126,1080,4590,14.1,1,7690,0.6,0.2,0.5,0.5,1,0.2,0.2,0.3,7,0,0,0,0,1,3,"45.4648332478","-73.5960034778",297292.635,5036105.05999999
"JAM-1.3","Ruisseau Saint-James","Pointe-Claire","Rue Pointe-Claire","Extrémité nord de l'ave Pointe-Claire, 30m vers l'ouest, en aval du ponceau de l'autoroute 20.","R","R","JAM-1.3   Rue Pointe-Claire",2024-07-09T11:43:10,,"         19.3",991,8,"=",550,"          8.26","         89.90",15.2,51,30,,0.1,222,0.3,56,1.3,99800,0.1,0.4,0.7,2.7,424,2530,19100,58,1,85100,1.6,0.6,0.5,0.5,1,0.2,0.7,0.3,7,0,0,0,0,1,3,"45.4374504274","-73.8349651619",278593.422,5033112.12
"MEA-0.4","Ruisseau Meadowbrook","Beaconsfield","Av. Brookside","Beaconsfield, sur l'ave Brookeside, 60m au sud de l'allée Celtic dans le parc Brookside, en aval du ponceau piétonnier.","R","R","MEA-0.4   Av. Brookside",2024-07-09T10:53:08,,"         19.7",736,8.2,"=",500,"          8.98","         97.80",1.2,17,20,,0.1,32,0.2,41,1.3,69400,0.1,0.2,0.3,1.1,63,2220,17700,6.5,2.4,55400,1.4,0.2,0.5,0.5,1,0.2,0.8,0.3,7,0,0,0,0,1,3,"45.4251916856","-73.8703693824",275817.239,5031761.96
"SMI-0.8","Fossé Smith","Dorval","Fossé Smith","Boul. Montreal-Toronto, 150m à l'ouest de l'autoroute 520, entre le Terminus intermodal STM Dorval et le poste d'Hydro-Québec, près du rond-point et de la gare Dorval","R","R","SMI-0.8   Fossé Smith",2024-07-09T10:30:50,,"         22.8",1592,8,"=",1400,"         11.00","        129.00",12,31,30,,0.1,137,0.4,61,1.3,149000,0.1,0.4,0.4,1.8,520,7310,34600,36.5,2.2,151000,1.6,0.5,0.5,0.5,1,0.2,0.5,0.3,7,0,0,0,0,1,3,"45.4478971799","-73.744202809",285697.897,5034247.48
"ANG-2","Étang du parc Angrignon","Le Sud-Ouest","Sortie du bassin principal","Montréal, parc Angrignon, bassin principal, à la sortie de l'étang.","R","R","ANG-2   Sortie du bassin principal",2024-08-06T14:12:28,,"         27.2",204,7.8,"=",550,"          6.55","         70.00",2.7,27,30,,0.1,11,1.2,26,1.3,45600,0.1,0.1,0.3,0.5,26,2290,18400,211,1,10500,0.5,0.2,0.5,0.5,1,0.2,0.3,0.3,7,0,3.9,1,4.9,-1,4,"45.4440053939","-73.5952183078",297351.293,5033790.38999999
"BOU-0.0","Ruisseau Bouchard","Dorval","Embouchure du ruisseau","Amont ponceau de la rue Sévigny sortie du ruisseau au lac St-Louis.","R","R","BOU-0.0   Embouchure du ruisseau",2024-08-06T10:10:29,,"         19.4",696,7.8,"=",2000,"          7.08","         77.70",8,50,30,,0.1,147,0.4,34,1.3,50700,0.1,0.3,0.7,6.7,408,8280,13800,22.1,3,78700,2.6,1,0.9,0.5,1,0.2,0.4,0.8,22,0,3.9,1,4.9,-1,4,"45.4390041953","-73.7254882114",287159.024,5033254.94
"BOU-1.0","Ruisseau Bouchard","Dorval","Boul. Bouchard","Ponceau du boul. Bouchard, 150m à l'ouest du boul. Galland.","R","R","BOU-1.0   Boul. Bouchard",2024-08-06T09:53:52,,"         18.9",839,7.7,"=",3000,"          5.71","         61.60",16,56,60,,0.1,275,0.4,40,1.3,60300,0.1,0.5,1,6.3,619,8000,17300,36.7,2.9,98800,2.8,1.5,0.9,0.5,1,0.2,0.5,1.1,27,0,3.9,1,4.9,-1,4,"45.4460077533","-73.7253003703",287175.9,5034033.2
"BOU-2.1","Ruisseau Bouchard","Dorval","Rue Orly","Aval du ponceau de la rue Orly, 100m au nord de l'ave Guthrie.","R","R","BOU-2.1   Rue Orly",2024-08-06T09:25:38,,"         19.6",890,7.6,"=",1300,"          4.78","         52.30",9,39,70,,0.1,168,0.5,40,1.3,53400,0.1,0.4,0.8,5.2,418,9020,13900,26.9,2.9,120000,2.3,0.8,1,0.5,1,0.2,0.5,0.8,22,0,3.9,1,4.9,-1,4,"45.4523992742","-73.7310770289",286726.063,5034744.76999999
"BOU-2.9","Ruisseau Bouchard","Dorval","Branche ouest venant d'ADM","Nord de l'ave.Marshall, embranchement ouest provenant de l'aéroport de Dorval.","R","R","BOU-2.9   Branche ouest venant d'ADM",2024-08-06T09:09:29,,"         19.0",1211,7.7,"=",190,"          6.88","         74.60",3.5,26,100,,0.1,52,0.4,62,1.3,81700,0.1,0.3,0.4,3,275,11100,22400,29.4,3.1,154000,2.5,0.2,0.5,0.5,1,0.2,0.9,0.3,21,0,3.9,1,4.9,-1,4,"45.4572489455","-73.7387149001",286130.259,5035285.45
"BOU-4.3","Ruisseau Bouchard","Dorval","Rue Hervé-Saint-Martin","Ponceau vers aire de déglaçage, O rue Hervé Saint-Martin","R","R","BOU-4.3   Rue Hervé-Saint-Martin",2024-08-06T08:39:44,,"         17.9",1377,7.7,"=",99,"          9.13","         97.10",4.4,28,40,,0.1,35,0.4,56,1.3,72100,0.1,0.2,0.6,2.3,244,9220,17600,24.3,3.2,201000,2,0.2,0.7,0.5,1,0.2,0.7,0.3,7,0,3.9,1,4.9,-1,4,"45.4690351539","-73.7425587543",285833.586,5036596.15
"CLA-0.0","Canal de Lachine","Lachine","Ch. Iroquois","Amont du pont du Ch.du Musée, côté sud du canal, effluent du lac St-Louis vers le canal, en amont de l'écluse.","R","R","CLA-0.0   Ch. Iroquois",2024-08-06T13:25:38,,"         26.2",201,8.6,"<",10,"          7.68","         95.00",1.6,19,30,,0.1,31,0.8,21,1.3,22500,0.1,0.2,0.3,1.1,63,1240,5860,18.7,1,9530,0.6,0.2,0.5,0.5,1,0.2,0.2,0.3,7,0,3.9,1,4.9,-1,4,"45.4310100179","-73.6686715567",291602.188,5032355.66
"CLA-1.8","Canal de Lachine","Lachine","Av. Saint-Pierre","Inters. Saint-Patrick et av. Dollard, est du pont Gauron, près de la caboose, sur le quai.","R","R","CLA-1.8   Av. Saint-Pierre",2024-08-06T13:37:59,,"         26.6",229,8.3,"=",420,"          7.74","         96.00",1.9,18,60,,0.1,69,0.7,21,1.3,25900,0.1,0.2,1,1.3,145,1330,6800,12.2,1,10700,0.7,0.3,0.5,0.5,1,0.2,0.3,0.3,7,0,3.9,1,4.9,-1,4,"45.4414764604","-73.645099907",293448.665,5033515.19
"CLA-6.6","Canal de Lachine","Le Sud-Ouest","Boul. Monk","Rue Saint-Patrick, 125m au nord-est de l'inters. avec boul. Monk, près de la rampe de mise à l'eau.","R","R","CLA-6.6   Boul. Monk",2024-08-06T14:31:29,,"         26.7",225,8.4,"<",10,"          8.21","        102.00",1.2,15,30,,0.1,45,0.8,21,1.3,25100,0.1,0.1,0.3,1.2,63,1280,6420,22.9,1,10700,0.6,0.2,0.5,0.5,1,0.2,0.3,0.3,7,0,3.9,1,4.9,-1,4,"45.4648332478","-73.5960034778",297292.635,5036105.05999999
"JAM-0.0","Ruisseau Saint-James","Beaconsfield","Embouchure du ruisseau","Boul. St-Charles sud à l'intersection de la rue Lakeshore, exutoire au lac St-Louis.","R","R","JAM-0.0   Embouchure du ruisseau",2024-08-06T11:27:20,,"         19.1",1017,8,"=",10000,"          8.47","         91.70",4.1,43,30,,0.1,104,0.4,43,1.3,78400,0.1,0.4,0.7,6.2,197,3640,20500,14,2.1,120000,1.6,0.4,0.5,0.5,1,0.2,0.6,0.3,13,0,3.9,1,4.9,-1,4,"45.4297174266","-73.8452884793",277782.07,5032256.16999998
"MEA-0.4","Ruisseau Meadowbrook","Beaconsfield","Av. Brookside","Beaconsfield, sur l'ave Brookeside, 60m au sud de l'allée Celtic dans le parc Brookside, en aval du ponceau piétonnier.","R","R","MEA-0.4   Av. Brookside",2024-08-06T10:48:13,,"         18.8",688,7.9,"=",550,"          8.68","         93.30",0.9,29,30,,0.1,36,0.2,43,1.3,71800,0.1,0.3,0.3,2,68,2430,18700,6.4,2.9,53200,1.4,0.2,0.5,0.5,1,0.2,0.9,0.3,7,0,3.9,1,4.9,-1,4,"45.4251916856","-73.8703693824",275817.239,5031761.96
