Type de location,Signataire (Nom),Adresse,Arrondissement,Date de début de bail,Date de fin de bail
Locataire,3928446 Canada Inc.,5800 Rue  Saint-Denis,ROSEMONT / PETITE-PATRIE,2018-11-08,2028-11-07
Locataire,3928446 Canada Inc.,5800 Rue  Saint-Denis,ROSEMONT / PETITE-PATRIE,2018-11-08,2028-11-07
Locataire,9234-0330 Québec inc.,3171 Rue  Saint-Jacques,SUD-OUEST,2017-05-01,2025-11-30
Locataire,Mission Old Brewery,6400 Rue  Clark,ROSEMONT / PETITE-PATRIE,2012-04-01,2027-03-31
Emphytéose,La Nouvelle Mission,6400 Rue  Clark,ROSEMONT / PETITE-PATRIE,1988-06-23,2029-06-22
Locataire,Adm portuaire de Montréal,Chemin des Moulins,SUD-OUEST,1990-02-01,2030-01-31
Locataire,"Les entrepr. Gino Melatti inc.,Gestion Gigico inc.","7777, boulevard Newman (LSL)",LASALLE,2014-04-16,2028-04-15
Locataire,Pont Jacques-Cartier/Champlain,Autoroute Bonaventure,SUD-OUEST,1992-12-01,2032-11-30
Locataire,Receveur general du Canada,Rue du Séminaire,SUD-OUEST,1987-04-01,2024-03-31
Locataire,1405 Henri-Bourassa O SEC,1405  Henri-BourassaO,AHUNTSIC / CARTIERVILLE,2013-06-01,2027-12-31
Locataire,Gestion immob place Dorée inc.,7409 Avenue  Mountain Sights,COTE-DES-NEIGES / N-D-DE-GRACE,2017-03-10,2026-03-09
Locataire,JTI-MACDONALD,Rue Ontario E,VILLE-MARIE,2013-08-01,2028-01-31
Locataire,Receveur general du Canada,1156 Rue  Mill,VILLE-MARIE,2014-11-01,2023-04-30
Locataire,Pont Jacques-Cartier/Champlain,"1156, rue Mill",VILLE-MARIE,2015-11-01,2032-04-30
Locataire,CIUSSS EST-DE-L'ÎLE-DE-MTL,10950 Boulevard  Perras,R-D-P / P-A-T,2013-04-01,2024-06-30
Locataire,CIUSSS EST-DE-L'ÎLE-DE-MTL,10950 Boulevard  Perras,R-D-P / P-A-T,2019-06-08,2025-11-07
Locataire,SBA Canada ULC,Transcanadienne (PCL),POINTE-CLAIRE,2013-06-01,2028-05-31
Locataire,3179362 CANADA INC.,"6600, Transcanadienne (PCL)",POINTE-CLAIRE,2013-07-01,2028-06-30
Locataire,9322-2073 Québec inc,2175 Avenue  Papineau,VILLE-MARIE,2020-12-01,2026-04-30
Locataire,Comité social centre-sud inc.,1710 Rue  Beaudry,VILLE-MARIE,2013-12-01,2027-04-30
Locataire,Édifice Colbert Inc.,9701 Rue  Colbert (ANJ),ANJOU,2014-07-01,2028-04-30
Locataire,Pasquale Romano,6779 Boulevard  Saint-Laurent,ROSEMONT / PETITE-PATRIE,2014-09-01,2025-08-31
Locataire,Corporation First Capital,3235 Avenue de Granby,MERCIER/HOCHELAGA/ MAISONNEUVE,2017-05-31,2027-05-31
Locataire,Ministre des finances,Rue  Dickson,MERCIER/HOCHELAGA/ MAISONNEUVE,2018-09-01,2023-08-31
Locataire,HYDRO-QUÉBEC,700 Rue  De La GauchetièreO,VILLE-MARIE,2016-12-01,2025-09-30
Locataire,DEVELOPPEMENT OLYMBEC INC.,8491 Rue  Ernest-Cormier (ANJ),ANJOU,2017-02-15,2033-10-31
Locateur,Société québécoise des infrastructures,8491 Rue  Ernest-Cormier (ANJ),ANJOU,2023-11-01,2033-10-31
Locataire,FRANCOIS XAVIER GAUDREAULT,2421 Rue  La Fontaine,VILLE-MARIE,2018-11-01,2027-10-31
Locataire,9349-8244 Québec inc.,2205 Boulevard  René-LévesqueO,VILLE-MARIE,2022-01-15,2062-01-14
Locataire,PROGIMONT INC.,10000  Louis-H.-La Fontaine (A,ANJOU,2017-02-01,2032-01-31
Locataire,630 Rene-Levesque West Propert,630 Boulevard  René-LévesqueO,VILLE-MARIE,2017-08-01,2026-07-31
Locataire,Gestion Saint-Laurent Angus,Boulevard  Saint-Laurent,VILLE-MARIE,2019-08-04,2025-12-31
Locataire,Gestion Saint-Laurent Angus,Boulevard  Saint-Laurent,VILLE-MARIE,2023-01-01,2023-12-31
Locateur,Maison des Jeunes de Pointe- aux-Trembles,1575 du Tricentenaire,R-D-P / P-A-T,2017-10-13,2037-10-12
Locataire,9227-9702 QUÉBEC INC.,1669 Rue  Berri,VILLE-MARIE,2020-02-22,2031-11-30
Locataire,9227-9702 QUÉBEC INC.,1669 Rue  Berri,VILLE-MARIE,2022-06-01,2031-11-30
Locataire,Receveur Général du Canada,6890 Rue  Notre-DameE,MERCIER/HOCHELAGA/ MAISONNEUVE,2018-11-01,2028-10-31
Locataire,9349-8244 Québec inc.,2205A  René-LévesqueO,VILLE-MARIE,2022-01-15,2062-01-14
Locataire,Paroisse St-Marthyrs-Canadiens,10007 Rue  Parthenais,AHUNTSIC / CARTIERVILLE,1997-01-01,2027-12-31
Locataire,Les YMCA du Québec,5550 du Parc,PLATEAU MONT-ROYAL,1994-10-08,2025-10-07
Locataire,Paroisse Ste-Cécile,215 Rue  De CastelnauE,VILLERAY/ST-MICHEL/PARC-EXTENS,1997-01-01,2025-02-28
Locataire,"Fabrique St-Isaac-Jogues,Communauté Tamoule Catholique",9400 Rue  Lajeunesse,AHUNTSIC / CARTIERVILLE,2007-01-01,2025-12-31
Locataire,Paroisse St-Jean-de-Matha,2700 Rue  Allard,SUD-OUEST,1997-01-01,2026-11-30
Locataire,Investis 2915 Ste-Catherine E,2915  Sainte-Catherine E,VILLE-MARIE,1998-07-01,2025-06-30
Locataire,Compagnie de chemin de fer du canada,"2915, rue Sainte-Catherine E",VILLE-MARIE,1983-03-01,2023-04-30
Locataire,Investis 2915 Ste-Catherine E,2915 Rue  Sainte-CatherineE,VILLE-MARIE,2017-10-29,2035-06-30
Locataire,C.S.D.M.,5347 de la Côte-des-Neiges,COTE-DES-NEIGES / N-D-DE-GRACE,1993-07-01,2092-06-30
Locataire,Office municipal d'habitation,1710  Amherst,VILLE-MARIE,1994-05-01,2027-12-31
Locataire,Société en commandite CAPREIT,6473 Rue  SherbrookeE,MERCIER/HOCHELAGA/ MAISONNEUVE,2005-09-01,2030-08-31
Locataire,"Besner In Trust,,8084491 Canada inc.",7405  Harley,COTE-DES-NEIGES / N-D-DE-GRACE,1999-06-05,2032-05-31
Locateur,Office Congrès Tourisme Mtl,"174, rue Notre-Dame Est",VILLE-MARIE,2013-04-01,2026-12-31
Locateur,Société historique de Montréal,"174, rue Notre-Dame Est",VILLE-MARIE,2017-01-01,2026-12-31
Locataire,Receveur Général du Canada,Rue Notre-Dame E,MERCIER/HOCHELAGA/ MAISONNEUVE,2009-08-11,2024-08-10
Locataire,"Peter Cafaro,Peter Cafaro",3180  Bélanger E,ROSEMONT / PETITE-PATRIE,1999-06-05,2026-01-31
Locataire,Centre d'Achat La Piste Inc.,15912  Notre-Dame E,R-D-P / P-A-T,2007-09-01,2032-08-31
Locataire,Colonia Development Inc.,5650 Rue d' Iberville (MTL),ROSEMONT / PETITE-PATRIE,2002-01-01,2024-08-31
Locataire,Centre salesien des jeunes,8910  Maurice-Duplessis,R-D-P / P-A-T,1996-07-01,2025-06-30
Locataire,Complexe Chaussegros De Léry,303 Rue  Notre-DameE,VILLE-MARIE,1991-11-01,2028-12-31
Locataire,Paroisse Sainte Marthe,12750 Avenue  Fernand-Gauthier,R-D-P / P-A-T,1997-01-01,2026-06-30
Locataire,Les inv. Chateaufort inc.,9140 Boulevard  Perras,R-D-P / P-A-T,2006-01-01,2028-12-31
Locataire,"9049-6365 QUÉBEC INC.,SEP (1996) inc.",2260 Avenue  Bennett,MERCIER/HOCHELAGA/ MAISONNEUVE,2017-12-09,2026-12-08
Locataire,Fabrique St-Isaac-Jogues,1322 Rue  Chabanel,AHUNTSIC / CARTIERVILLE,2007-09-01,2025-08-31
Locataire,Fabrique St-Isaac-Jogues,1322 Rue  Chabanel,AHUNTSIC / CARTIERVILLE,2018-06-01,2025-08-31
Locataire,Fabrique St-Isaac-Jogues,9500 Avenue  De Bretonvilliers,AHUNTSIC / CARTIERVILLE,2018-06-15,2025-08-31
Locataire,Commission scolaire de Mtl,415  Saint-Roch,VILLERAY/ST-MICHEL/PARC-EXTENS,1994-12-01,2067-04-30
Locataire,C.S.D.M.,415  Saint-Roch,VILLERAY/ST-MICHEL/PARC-EXTENS,2001-05-01,2024-04-30
Locataire,ALLIED PROPERTIES REIT,80 Rue  Queen,VILLE-MARIE,2017-07-01,2026-06-30
Locataire,DEVELOPPEMENT OLYMBEC INC.,5501 Avenue  Westminster,CÔTE-ST-LUC,2018-02-01,2027-01-31
Locataire,ÉGLISE PRESBYTÉRIENNE,6225 Avenue  Godfrey,COTE-DES-NEIGES / N-D-DE-GRACE,2018-06-01,2024-05-31
Locataire,Paroisse St-Bonaventure,5205 Rue  Saint-ZotiqueE,ROSEMONT / PETITE-PATRIE,2019-01-01,2024-12-31
Locataire,Fabrique Notre-Dame-Trinité,4155 Rue  Wellington,VERDUN,2020-11-01,2025-10-31
Locataire,Les immeubles Mitelman inc.,4115 Rue  OntarioE,MERCIER/HOCHELAGA/ MAISONNEUVE,2020-03-01,2025-02-28
Locataire,HYDRO-QUÉBEC,8245 Avenue de l' Esplanade,VILLERAY/ST-MICHEL/PARC-EXTENS,2022-07-01,2037-06-30
Locataire,Développement Camirand inc.,6905 Rue  Notre-DameE,MERCIER/HOCHELAGA/ MAISONNEUVE,2022-07-01,2032-06-30
Locataire,Village de Senneville,"292, Chemin Senneville (SNV)",SENNEVILLE,2012-11-15,2099-12-31
Locataire,10431761 Canada inc,2101 Rue  Vimont,MERCIER/HOCHELAGA/ MAISONNEUVE,2022-09-12,2024-08-31
Locateur,Les Valoristes,505 Boulevard de MaisonneuveE,VILLE-MARIE,2020-11-17,2024-10-31
Locateur,COURRIER S.O.S,505 Boulevard de MaisonneuveE,VILLE-MARIE,2020-06-15,2024-10-31
Locateur,Sentier Urbain,505 Boulevard de MaisonneuveE,VILLE-MARIE,2023-09-01,2024-10-31
Emphytéose,Université de Montréal,-,OUTREMONT,1965-04-07,2065-04-06
