NUMEROTATION,TYPE_SOINS,GRP_RUBR,NBR_DPRTS,SEJ_TOT,SEJ_MOY,GRP_AGE-0_9,GRP_AGE-10_19,GRP_AGE-20_39,GRP_AGE-40_59,GRP_AGE-60_69,GRP_AGE-70+,NBR_DECES,AUT_POURC,POUR_PROV_URG,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION
287,Soins en chirurgie d'un jour,Affections du cristallin (H25-H28),104341,104341,1,69,43,298,7835,28329,67767,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
288,Soins en chirurgie d'un jour,Affections de la choroïde et de la rétine (H30-H36),4228,4228,1,36,35,174,921,1425,1637,0,0,0.9,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
289,Soins en chirurgie d'un jour,Glaucome (H40-H42),1647,1647,1,16,14,41,271,450,855,0,0,0.1,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
290,Soins en chirurgie d'un jour,Affections du corps vitré et du globe oculaire (H43-H45),634,634,1,5,5,37,147,173,267,0,0,0.5,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
291,Soins en chirurgie d'un jour,Affections du nerf et des voies optiques (H46-H48),18,18,1,13,1,1,0,1,2,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
292,Soins en chirurgie d'un jour,Affections des muscles oculaires  des mouvements binoculaires  de l'accommodation et de la réfraction (H49-H52),1941,1941,1,661,267,278,387,225,123,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
293,Soins en chirurgie d'un jour,Troubles de la vision et cécité (H53-H54),14,14,1,1,0,3,4,2,4,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
294,Soins en chirurgie d'un jour,Autres affections de l'oeil et de ses annexes (H55-H59),444,444,1,6,2,13,73,109,241,0,0,0.5,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
295,Soins en chirurgie d'un jour,Maladies de l'oreille externe (H60-H62),184,184,1,70,20,17,38,13,26,0,0,0.5,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
296,Soins en chirurgie d'un jour,Maladies de l'oreille moyenne et de l'apophyse mastoïde (H65-H75),11696,11696,1,10395,421,288,315,160,117,0,0,0.1,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
297,Soins en chirurgie d'un jour,Maladies de l'oreille interne (H80-H83),264,264,1,2,1,50,151,43,17,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
298,Soins en chirurgie d'un jour,Autres affections de l'oreille (H90-H95),429,429,1,75,50,78,103,68,55,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
299,Soins en chirurgie d'un jour,Maladies hypertensives (I10-I15),4,4,1,0,0,0,0,2,2,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
300,Soins en chirurgie d'un jour,Cardiopathies ischémiques (I20-I25),69,69,1,3,1,0,9,30,26,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
301,Soins en chirurgie d'un jour,Affections cardiopulmonaires et maladies de la circulation pulmonaire (I26-I28),5,5,1,2,1,0,0,0,2,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
302,Soins en chirurgie d'un jour,Autres formes de cardiopathies (I30-I52),658,658,1,3,14,49,121,148,323,0,0,0.3,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
303,Soins en chirurgie d'un jour,Maladies cérébrovasculaires (I60-I69),17,17,1,5,1,0,4,4,3,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
304,Soins en chirurgie d'un jour,Maladies des artères  artérioles et capillaires (I70-I79),541,541,1,2,3,11,83,148,294,0,0,2,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
305,Soins en chirurgie d'un jour,Maladies des veines  des vaisseaux et des ganglions lymphatiques  non classées ailleurs (I80-I89),1476,1476,1,30,47,357,677,251,114,0,0,0.1,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
306,Soins en chirurgie d'un jour,Troubles autres et non précisés de l'appareil circulatoire (I95-I99),5,5,1,1,0,0,1,0,3,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
307,Soins en chirurgie d'un jour,Affections aiguës des voies respiratoires supérieures (J00-J06),299,299,1,74,57,121,34,11,2,0,0,0.3,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
308,Soins en chirurgie d'un jour,Grippe et pneumonie (J09-J18),6,6,1,6,0,0,0,0,0,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
309,Soins en chirurgie d'un jour,Autres affections aiguës des voies respiratoires inférieures (J20-J22),7,7,1,6,1,0,0,0,0,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
310,Soins en chirurgie d'un jour,Autres maladies des voies respiratoires supérieures (J30-J39),11916,11916,1,3600,979,3325,2542,958,512,0,0,0.1,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
311,Soins en chirurgie d'un jour,Maladies chroniques des voies respiratoires inférieures (J40-J47),33,33,1,6,2,1,5,4,15,0,0,3,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
312,Soins en chirurgie d'un jour,Maladies du poumon dues à des agents externes (J60-J70),3,3,1,0,0,0,2,1,0,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
313,Soins en chirurgie d'un jour,Autres maladies respiratoires touchant principalement le tissu interstitiel (J80-J84),20,20,1,0,0,1,8,7,4,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
314,Soins en chirurgie d'un jour,Maladies suppurées et nécrotiques des voies respiratoires inférieures (J85-J86),6,6,1,0,0,1,1,0,4,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
315,Soins en chirurgie d'un jour,Autres affections de la plèvre (J90-J94),25,25,1,0,0,0,6,3,16,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
316,Soins en chirurgie d'un jour,Autres maladies de l'appareil respiratoire (J95-J99),79,79,1,11,4,6,17,17,24,0,0,2.5,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
317,Soins en chirurgie d'un jour,Maladies de la cavité buccale  des glandes salivaires et des maxillaires (K00-K14),6650,6650,1,2899,938,1151,1010,395,257,0,0,0.1,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
318,Soins en chirurgie d'un jour,Maladies de l'oesophage  de l'estomac et du duodénum (K20-K31),603,603,1,177,252,19,53,55,47,0,0,0.7,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
319,Soins en chirurgie d'un jour,Maladies de l'appendice (K35-K38),623,623,1,23,104,231,160,67,38,0,0,48.3,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
320,Soins en chirurgie d'un jour,Hernie (K40-K46),21256,21256,1,888,233,2686,7710,5182,4557,0,0,0.3,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
321,Soins en chirurgie d'un jour,Entérites et colites non infectieuses (K50-K52),299,299,1,52,209,14,11,6,7,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
322,Soins en chirurgie d'un jour,Autres maladies de l'intestin (K55-K64),5453,5453,1,79,97,1274,2350,1058,595,0,0,2.3,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
323,Soins en chirurgie d'un jour,Maladies du péritoine (K65-K67),55,55,1,1,1,12,20,10,11,0,0,3.6,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
324,Soins en chirurgie d'un jour,Maladies du foie (K70-K77),49,49,1,10,9,2,10,11,7,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
325,Soins en chirurgie d'un jour,Maladies de la vésicule biliaire  des voies biliaires et du pancréas (K80-K87),9874,9874,1,6,121,2658,3769,1944,1376,0,0,2.5,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
326,Soins en chirurgie d'un jour,Autres affections de l'appareil digestif (K90-K93),315,315,1,113,112,19,42,17,12,0,0,0.3,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
327,Soins en chirurgie d'un jour,Infections de la peau et du tissu cellulaire sous-cutané (L00-L08),1590,1590,1,18,304,918,253,63,34,0,0,2.3,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
328,Soins en chirurgie d'un jour,Dermatoses bulleuses (L10-L14),8,8,1,0,1,1,2,1,3,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
329,Soins en chirurgie d'un jour,Dermites et eczémas (L20-L30),22,22,1,1,0,0,8,4,9,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
330,Soins en chirurgie d'un jour,Lésions papulo-squameuses (L40-L45),20,20,1,1,3,1,5,3,7,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
331,Soins en chirurgie d'un jour,Urticaire et érythème (L50-L54),7,7,1,0,0,0,2,2,3,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
332,Soins en chirurgie d'un jour,Affections de la peau et du tissu cellulaire sous-cutané liées à une irradiation (L55-L59),145,145,1,0,0,1,24,47,73,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
333,Soins en chirurgie d'un jour,Maladies des phanères et des annexes de la peau (L60-L75),2064,2064,1,43,119,474,767,386,275,0,0,0.2,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
334,Soins en chirurgie d'un jour,Autres affections de la peau et du tissu cellulaire sous-cutané (L80-L99),1772,1772,1,69,97,289,559,352,406,0,0,0.2,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
335,Soins en chirurgie d'un jour,Arthropathies infectieuses (M00-M03),115,115,1,3,0,23,30,27,32,0,0,16.5,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
336,Soins en chirurgie d'un jour,Polyarthropathies inflammatoires (M05-M14),403,403,1,71,81,26,79,82,64,0,0,1,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
337,Soins en chirurgie d'un jour,Arthroses (M15-M19),1677,1677,1,0,1,89,766,535,286,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
338,Soins en chirurgie d'un jour,Autres affections articulaires (M20-M25),13214,13214,1,51,733,3606,5622,2210,992,0,0,0.1,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
339,Soins en chirurgie d'un jour,Affections disséminées du tissu conjonctif (M30-M36),81,81,1,5,2,6,15,18,35,0,0,1.2,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
340,Soins en chirurgie d'un jour,Dorsopathies déformantes (M40-M43),43,43,1,18,5,0,10,4,6,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
341,Soins en chirurgie d'un jour,Spondylopathies (M45-M49),434,434,1,0,1,16,87,126,204,0,0,0.9,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
342,Soins en chirurgie d'un jour,Autres dorsopathies (M50-M54),1184,1184,1,2,15,227,482,217,241,0,0,0.1,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
343,Soins en chirurgie d'un jour,Myopathies (M60-M63),156,156,1,6,10,46,61,15,18,0,0,1.3,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
344,Soins en chirurgie d'un jour,Atteintes des synoviales et des tendons (M65-M68),3088,3088,1,161,64,271,1185,860,547,0,0,0.7,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
345,Soins en chirurgie d'un jour,Autres affections des tissus mous (M70-M79),7797,7797,1,17,76,724,3518,2286,1176,0,0,0.2,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
346,Soins en chirurgie d'un jour,Anomalies de la densité et de la structure osseuses (M80-M85),827,827,1,10,74,269,300,110,64,0,0,0.2,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
347,Soins en chirurgie d'un jour,Autres ostéopathies (M86-M90),871,871,1,13,53,171,304,154,176,0,0,0.8,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
348,Soins en chirurgie d'un jour,Chondropathies (M91-M94),289,289,1,5,89,115,65,13,2,0,0,0.7,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
349,Soins en chirurgie d'un jour,Autres maladies du système ostéo-articulaire  des muscles et du tissu conjonctif (M95-M99),208,208,1,0,12,67,78,36,15,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
350,Soins en chirurgie d'un jour,Glomérulopathies (N00-N08),16,16,1,5,7,0,2,0,2,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
351,Soins en chirurgie d'un jour,Maladies rénales tubulo-interstitielles (N10-N16),1177,1177,1,46,21,88,279,264,479,0,0,2.6,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
352,Soins en chirurgie d'un jour,Insuffisance rénale (N17-N19),488,488,1,0,3,33,120,132,200,0,0,0.4,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
353,Soins en chirurgie d'un jour,Lithiase urinaire (N20-N23),6371,6371,1,11,24,732,2316,1808,1480,0,0,3.9,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
354,Soins en chirurgie d'un jour,Autres affections du rein et de l'uretère (N25-N29),136,136,1,6,2,6,29,35,58,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
355,Soins en chirurgie d'un jour,Autres maladies de l'appareil urinaire (N30-N39),3928,3928,1,53,39,317,1569,897,1053,0,0,0.4,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
356,Soins en chirurgie d'un jour,Maladies des organes génitaux de l'homme (N40-N51),5434,5434,1,1181,767,632,915,943,996,0,0,1.3,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
357,Soins en chirurgie d'un jour,Affections du sein (N60-N64),3611,3611,1,2,273,1017,1631,533,155,0,0,0.4,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
358,Soins en chirurgie d'un jour,Affections inflammatoires des organes pelviens de la femme (N70-N77),482,482,1,0,13,266,158,33,12,0,0,5,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
359,Soins en chirurgie d'un jour,Affections non inflammatoires de l'appareil génital de la femme (N80-N98),12066,12066,1,8,126,2867,6489,1728,848,0,0,0.3,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
360,Soins en chirurgie d'un jour,Autres affections de l'appareil génito-urinaire (N99),97,97,1,15,4,7,19,22,30,0,0,5.2,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
361,Soins en chirurgie d'un jour,Grossesse se terminant par un avortement (O00-O08),3619,3619,1,0,138,3147,334,0,0,0,0,12,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
362,Soins en chirurgie d'un jour,Autres affections maternelles liées principalement à la grossesse (O20-O29),5,5,1,0,0,5,0,0,0,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
363,Soins en chirurgie d'un jour,Soins maternels liés au foetus et à la cavité amniotique  et problèmes possibles à l'accouchement (O30-O48),148,148,1,0,0,144,4,0,0,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
364,Soins en chirurgie d'un jour,Complications du travail et de l'accouchement (O60-O75),142,142,1,0,4,130,8,0,0,0,0,20.4,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
365,Soins en chirurgie d'un jour,Complications principalement liées à la puerpéralité (O85-O92),32,32,1,0,0,32,0,0,0,0,0,6.3,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
366,Soins en chirurgie d'un jour,Autres problèmes obstétricaux  non classés ailleurs (O94-O99),16,16,1,0,0,16,0,0,0,0,0,25,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
367,Soins en chirurgie d'un jour,Traumatismes obstétricaux (P10-P15),5,5,1,4,1,0,0,0,0,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
368,Soins en chirurgie d'un jour,Affections concernant les téguments et la régulation thermique du foetus et du nouveau-né (P80-P83),8,8,1,8,0,0,0,0,0,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
369,Soins en chirurgie d'un jour,Autres affections dont l'origine se situe dans la période périnatale (P90-P96),4,4,1,4,0,0,0,0,0,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
370,Soins en chirurgie d'un jour,Malformations congénitales du système nerveux (Q00-Q07),47,47,1,41,4,1,1,0,0,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
371,Soins en chirurgie d'un jour,Malformations congénitales de l'oeil  de l'oreille  de la face et du cou (Q10-Q18),1243,1243,1,903,233,56,31,10,10,0,0,0.1,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
372,Soins en chirurgie d'un jour,Malformations congénitales de l'appareil circulatoire (Q20-Q28),92,92,1,69,9,3,6,3,2,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
373,Soins en chirurgie d'un jour,Malformations congénitales de l'appareil respiratoire (Q30-Q34),42,42,1,22,4,6,4,4,2,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
374,Soins en chirurgie d'un jour,Bec-de-lièvre et fente palatine (Q35-Q37),37,37,1,12,9,13,2,1,0,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
375,Soins en chirurgie d'un jour,Autres malformations congénitales de l'appareil digestif (Q38-Q45),142,142,1,116,12,5,6,2,1,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
376,Soins en chirurgie d'un jour,Malformations congénitales des organes génitaux (Q50-Q56),1264,1264,1,848,173,168,48,14,13,0,0,0.4,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
377,Soins en chirurgie d'un jour,Malformations congénitales de l'appareil urinaire (Q60-Q64),82,82,1,43,15,10,6,2,6,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
378,Soins en chirurgie d'un jour,Malformations congénitales et déformations du système ostéo-articulaire et des muscles (Q65-Q79),410,410,1,261,72,46,27,3,1,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
379,Soins en chirurgie d'un jour,Autres malformations congénitales (Q80-Q89),381,381,1,136,70,106,59,7,3,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
380,Soins en chirurgie d'un jour,Anomalies chromosomiques  non classées ailleurs (Q90-Q99),12,12,1,4,3,2,3,0,0,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
381,Soins en chirurgie d'un jour,Symptômes et signes relatifs aux appareils circulatoire et respiratoire (R00-R09),334,334,1,62,29,22,61,68,92,0,0,5.1,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
382,Soins en chirurgie d'un jour,Symptômes et signes relatifs à l'appareil digestif et à l'abdomen (R10-R19),374,374,1,52,102,58,75,48,39,0,0,0.3,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
383,Soins en chirurgie d'un jour,Symptômes et signes relatifs à la peau et au tissu cellulaire sous-cutané (R20-R23),93,93,1,6,7,17,33,20,10,0,0,1.1,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
384,Soins en chirurgie d'un jour,Symptômes et signes relatifs aux systèmes nerveux et ostéo-musculaire (R25-R29),10,10,1,5,1,3,1,0,0,0,0,10,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
385,Soins en chirurgie d'un jour,Symptômes et signes relatifs à l'appareil urinaire (R30-R39),376,376,1,7,10,20,111,95,133,0,0,1.3,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
386,Soins en chirurgie d'un jour,Symptômes et signes relatifs à la connaissance  la perception  l'humeur et le comportement (R40-R46),2,2,1,1,0,1,0,0,0,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
387,Soins en chirurgie d'un jour,Symptômes et signes relatifs au langage et à la voix (R47-R49),11,11,1,1,0,0,2,5,3,0,0,0,Titre du rapport « S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique»,Entre 2018/04/01 et 2019/03/31, 2019-09-05
