IDE_STRCT,No structure,Nom route,Nom obstacle,Groupe,Centre de services,Année de construction,Type structure,Charg. conception,Affichage sur place,Statut,Responsablilté de gestion,Role VM Inspection,ICG,Catégorie ICG,Date Insp. Générale Fermee,Superficie du tablier,Superficie du mur,latitude,longitude,X,Y
6042091,81-05242D,"Rue D'Iberville, côté Est",,"P.I. St-Joseph / CP, D'Iberville",25 - Arrondissement Rosemont-La Petite-Patrie,1933,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,,392,45.541977015529,-73.5754192983114,298910,5044676
6023431,81-05245,Canadien National,Boulevard de l'Acadie,,24 - Arrondissement Ahuntsic-Cartierville,1960,Pont à poutres en acier,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien National,Inspections annuelle et générale par la Ville Montréal,"45,1",3,2015/11/20,302,,45.5350300346092,-73.6626743925321,292095,5043914
6030329,81-05250,Chemin de fer CN,Rue Meilleur,,24 - Arrondissement Ahuntsic-Cartierville,1968,Portique en béton armé,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016/11/03,191,,45.5390530014738,-73.6603246933615,292279,5044361
6008586,81-05262A,Boulevard Henri-Bourassa E,,"P.I. Henri-Bourassa / CN, à l'Est de Albert-Hudon",16 - Arrondissement Montréal-Nord,1997,Mur,,,Actif Ville de Montréal,Ville Montréal - Canadien National,Inspections annuelle et générale par la Ville Montréal,100,4,2015/10/14,,123,45.6121478329793,-73.6044625986652,296652,5052477
6023436,81-05262B,Canadien Pacifique,Boulevard Henri-Bourassa Est,"P.I. Henri-Bourassa / CN, à l'Est de Albert-Hudon",16 - Arrondissement Montréal-Nord,1997,Portique en béton armé,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien National,Inspections annuelle et générale par la Ville Montréal,100,4,2015/10/14,2440,,45.6125180830401,-73.6038249719676,296702,5052518
6009081,81-05262C,Boulevard Henri-Bourassa E,,"P.I. Henri-Bourassa / CN, à l'Est de Albert-Hudon",16 - Arrondissement Montréal-Nord,1997,Mur,,,Actif Ville de Montréal,Ville Montréal - Canadien National,Inspections annuelle et générale par la Ville Montréal,100,4,2015/10/14,,84,45.6129143834336,-73.6031097373511,296758,5052562
6033805,81-05273,Boulevard Henri-Bourassa Est,Ruisseau De Montigny,,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,1955,Ponceau rectang. en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,55",4,2017/07/19,,,45.6134511827167,-73.5999028426037,297008,5052622
6049981,81-05274,Canadien National,Piste cyclable,,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,1997,Ponceau rectang. en béton armé,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2015/05/26,,,45.6137318721897,-73.60224294666,296826,5052653
6035461,81-05280,CP et Boul. Maisonneuve,Avenue Melrose,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1917,Pont à poutres en acier enr. de béton,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,89",4,2016/08/01,109,,45.4682773303974,-73.6136082850915,295917,5036490
6041963,81-05283,"CN, au Nord de la rue Wellington",Rue Shearer,,21 - Arrondissement Le Sud-Ouest,1924,Ponceau à dalle en béton armé,99-Inconnu,Pont fermé,Actif Ville de Montréal,Ville Montréal - Canadien National,Inspections annuelle et générale par la Ville Montréal,,,,,,45.4813253081897,-73.559483019144,300150,5037935
6054862,81-05284,Rue Viau,Passage piétonnier,,25 - Arrondissement Rosemont-La Petite-Patrie,1955,Ponceau rectang. en béton armé,99-Inconnu,Pont fermé,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,67,3,2016/10/04,,,45.5657243351073,-73.5555457559372,300464,5047314
6017392,81-05288,"Piste cyclable, au Sud de Sainte-Catherine E.",Canadien pacifique,,20 - Arrondissement Ville-Marie,1992,"Pont à pout. béton précont., préfabr.",1-5 tonnes,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique ,Inspections annuelle et générale par la Ville Montréal,"65,58",3,2016/07/25,203,,45.5327471666246,-73.5437240386861,301385,5043649
6007821,81-05289,"Ch. de Trafalgar, côté Est",,,20 - Arrondissement Ville-Marie,1925,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,,407,45.4941631132442,-73.6001875027838,296970,5039365
6057311,81-05290A,"Piste cyclable, route verte no 1 (Accès Île Perry, côté O)",Rivière des Prairies,"Pont Bordeaux, Île Perry / Rivière des Prairies",24 - Arrondissement Ahuntsic-Cartierville,2004,Pont acier-bois,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Municipalité ,Inspections annuelle et générale par la Ville Montréal,,,,97,,45.5469560738193,-73.698478521966,289302,5045246
6059210,81-05290B,"Piste cyclable, route verte no 1",Rivière des Prairies,"Pont Bordeaux, Île Perry / Rivière des Prairies",24 - Arrondissement Ahuntsic-Cartierville,2004,Pont acier-bois,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Municipalité ,Inspections annuelle et générale par la Ville Montréal,,,,441,,45.5482480442269,-73.6996913392152,289207,5045390
6017284,81-05293,Grand Boulevard,Canadien pacifique,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1980,"Pont à pout. béton précont., préfabr.",98-Autre,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"66,37",3,2016/07/26,641,,45.4650578979689,-73.6198017214383,295432,5036133
6041966,81-05294,Accès à l'Île Perry,Rivière des Prairies,,24 - Arrondissement Ahuntsic-Cartierville,1977,"Pont à pout. béton précont., préfabr.",13-H20-S16,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"84,86",4,2017/09/08,121,,45.5470521407941,-73.6982200958458,289322,5045257
6034549,81-05295,Passage face au Théâtre de la Poudrière,Canal face au Théâtre de la Poudrière,,20 - Arrondissement Ville-Marie,1964,"Pont à tablier supérieur, en bois",99-Inconnu,Pont fermé,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"57,48",3,2017/11/16,29,,45.5182944738059,-73.5334185100615,302189,5042042
6034628,81-05296,Passage face au Théâtre de la Poudrière,Étang face au Théâtre de la Poudrière,,20 - Arrondissement Ville-Marie,2007,Pont acier-bois,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016/11/15,14,,45.5177901594631,-73.5348016212635,302081,5041986
6017301,81-05297,"Parc Raimbault, Nord de Gouin Ouest",Ruisseau Raimbault,,24 - Arrondissement Ahuntsic-Cartierville,1800,"Pont à pout. béton précont., préfabr.",99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"97,85",4,2016/09/12,31,,45.5358308562262,-73.7159874568824,287931,5044013
6029381,81-05298,Parc Guillaume-Couture,À l'Ouest de l'avenue Albani,,23 - Arrondissement Mercier-Hochelaga-Maisonneuve,1980,Pont à poutres en bois,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"72,56",3,2017/04/27,24,,45.5832101356872,-73.5620955099942,299954,5049258
6008683,81-05302A,Chemin de la Côte-St-Luc,,"P.I. Ch. Côte-St-Luc / CP, West Broadway",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1967,Mur,,,Actif Ville de Montréal,Ville Montréal - Municipalité ,Inspections annuelle et générale par la Ville Montréal,"99,43",4,2015/09/08,,307,45.4620267097005,-73.6569828605192,292524,5035801
6009235,81-05302B,"Chemin de la Côte-St-Luc,",,"P.I. Ch. Côte-St-Luc / CP, West Broadway",72 - Ville Côte-Saint-Luc,1967,Mur,,,Actif Ville de Montréal,Ville Montréal - Municipalité ,Inspections annuelle et générale par la Ville Montréal,"99,22",4,2015/09/03,,318,45.4621460988899,-73.6571846844029,292508,5035814
6017402,81-05302C,Prolongement avenue Adalbert,Chemin de la Côte Saint Luc,"P.I. Ch. Côte-St-Luc / CP, West Broadway",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1967,Pont à poutres en acier,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Municipalité ,Inspections annuelle et générale par la Ville Montréal,"99,15",4,2015/09/04,78,,45.4623725460587,-73.6565397457855,292558,5035839
6029078,81-05307A,"Parc Angrignon, coin Nord-Est",À l'Ouest du Métro,Parc Angrignon,21 - Arrondissement Le Sud-Ouest,1800,Pont à dalle pleine en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016/05/26,11,,45.4453453751456,-73.6050016640047,296586,5033940
6017322,81-05308,"Parc Angrignon, coin Nord-Ouest",À l'Ouest du relais sanitaires,,21 - Arrondissement Le Sud-Ouest,1900,Pont à dalle pleine en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"85,4",4,2016/05/26,11,,45.44183354936,-73.6093205933086,296248,5033550
6029043,81-05309,"Parc Angrignon, coin Nord-Ouest",À l'Ouest du relais sanitaires,,21 - Arrondissement Le Sud-Ouest,1900,Pont à dalle pleine en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016/05/26,11,,45.4409147609811,-73.6092664513765,296252,5033448
6041969,81-05310A,"Parc Angrignon, coin Nord-Ouest",Au Sud du stationnement,Parc Angrignon,21 - Arrondissement Le Sud-Ouest,1800,Pont à dalle pleine en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"96,8",4,2016/05/26,18,,45.4403431458897,-73.6081553062759,296339,5033385
6041981,81-05310C,"Parc Angrignon, au Sud du parc",Au Sud du ch. du Parc-Angrignon,Parc Angrignon,21 - Arrondissement Le Sud-Ouest,1800,Pont à dalle pleine en béton armé,99-Inconnu,Pont fermé,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,18,,45.4400345829899,-73.5983814573001,297103,5033349
6009272,81-05314,Avenue Wilderton,,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1992,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"73,46",3,2015/08/05,,60,45.5107713172207,-73.6254698126814,294996,5041213
6042093,81-05316,"Rue Berri, côté Est",,,20 - Arrondissement Ville-Marie,2004,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016/04/13,,299,45.5117429839928,-73.5525747232589,300692,5041315
6061103,81-05317A,"Canal de l'Aqueduc, côté Sud",,M.S. Canal Aqueduc / Entre LaSalle et Crawford,18 - Arrondissement LaSalle,1915,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"54,52",3,2016/09/27,,4158,45.4197478228664,-73.6289587032867,294708,5031098
6057314,81-05317B,"Canal de l'Aqueduc, côté Nord",,M.S. Canal Aqueduc / Entre LaSalle et Crawford,18 - Arrondissement LaSalle,1915,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"66,69",3,2016/07/25,,4944,45.4212064022489,-73.6278233670101,294797,5031260
6042095,81-05320,"Accès à l'ave du Docteur-Penfield , côté Ouest",,,20 - Arrondissement Ville-Marie,1958,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"95,37",4,2016/04/14,,379,45.4947294481131,-73.5913424546923,297661,5039427
6042097,81-05322,"Ch. McDougall, côté Ouest",,,20 - Arrondissement Ville-Marie,1958,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,2",4,2016/10/12,,731,45.4945410366467,-73.595045927932,297371,5039406
6042099,81-05323,avenue des Pins Ouest ,,,20 - Arrondissement Ville-Marie,1955,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"97,4",4,2016/04/14,,127,45.4963792777651,-73.5879095912069,297929,5039610
6009280,81-05324,Chemin de la Côte-des-Neiges,,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1957,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2015/08/20,,336,45.4957945269093,-73.6092086347946,296265,5039547
6009291,81-05326,Chemin Deacon,,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1940,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/09/28,,68,45.5137307150869,-73.6238102012991,295127,5041542
6042101,81-05328E,Entre l'avenue Steyning et des Pins Ouest,,,20 - Arrondissement Ville-Marie,1930,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,25",4,2017/10/16,,153,45.4987282867817,-73.5864301231796,298045,5039871
6042121,81-05328M,"Avenue des Pins Ouest, côté Nord",,,20 - Arrondissement Ville-Marie,1930,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"91,53",4,2017/10/16,,474,45.498992377762,-73.5859499307944,298083,5039900
6042123,81-05330A,"Avenue des Pins Ouest, côté Sud",,,20 - Arrondissement Ville-Marie,1911,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"98,39",4,2017/10/16,,113,45.5073838556859,-73.5803375890663,298522,5040832
6029390,81-05330B,Avenue du Docteur-Penfield,,,20 - Arrondissement Ville-Marie,1912,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"87,44",4,2017/10/16,,124,45.5070480175958,-73.5801205494052,298539,5040795
6009321,81-05332,Avenue du Docteur-Penfield,,,20 - Arrondissement Ville-Marie,1957,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2015/11/11,,165,45.5063223802958,-73.578943343117,298631,5040714
6042125,81-05341,"Rue Redpath-Crescent, côté Sud",,,20 - Arrondissement Ville-Marie,1912,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,,300,45.5013553097456,-73.5855963676792,298111,5040163
6042127,81-05343,"Rue Roulier, côté Nord",,,20 - Arrondissement Ville-Marie,1927,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016/06/01,,55,45.5139932664527,-73.5547063297773,300526,5041565
6009341,81-05344,Rue Saint-Dominique,,,20 - Arrondissement Ville-Marie,1955,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,69",4,2015/08/04,,128,45.5122361148469,-73.5674130319559,299533,5041371
6030294,81-05349,rue Saint-Denis ,,,20 - Arrondissement Ville-Marie,1967,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"97,85",4,2016/04/13,,98,45.5164852420587,-73.5667418404002,299586,5041843
6042129,81-05353,"Ch. Côte-des-Neiges, côté Est",,,20 - Arrondissement Ville-Marie,1958,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016/04/14,,58,45.4951577409123,-73.5903078809178,297742,5039475
6009422,81-05354,Avenue Wrexham,,,20 - Arrondissement Ville-Marie,1920,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"93,23",4,2017/11/21,,115,45.4925108810343,-73.5714327853163,299217,5039179
6041984,81-05355,"Boul. Pie IX, côté Est",,,25 - Arrondissement Rosemont-La Petite-Patrie,1959,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"96,27",4,2017/04/27,,143,45.5602867728198,-73.5704974821512,299296,5046711
6009459,81-05357,Chemin Hill Park,,,20 - Arrondissement Ville-Marie,1987,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2015/08/04,,51,45.4963095629552,-73.599059202056,297058,5039603
6042131,81-05370A,"Avenue du Docteur-Penfield, côté Sud",,,20 - Arrondissement Ville-Marie,1912,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,,79,45.5052489747427,-73.5783559199743,298677,5040595
6042133,81-05370B,"Avenue du Docteur-Penfield, côté Sud",,,20 - Arrondissement Ville-Marie,1956,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,,180,45.5049105147705,-73.578326028255,298679,5040557
6057316,81-05371A,"Voie Camillien-Houde, côté Nord",,,20 - Arrondissement Ville-Marie,1992,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/11/21,,55,45.505744585376,-73.5933462864116,297506,5040651
6034650,81-05371B,Voie Camillien-Houde,,M.S. Camillien-Houde / Chaînage 53+04,20 - Arrondissement Ville-Marie,1992,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016/10/04,,149,45.5061383085783,-73.593157262205,297521,5040695
6042135,81-05373,"Avenue du Docteur-Penfield, côté Nord",,,20 - Arrondissement Ville-Marie,1956,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"93,84",4,2015/08/04,,143,45.5007977111725,-73.5827303436302,298335,5040101
6028366,81-05376,Chemin de la carrière St-Michel,,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,1985,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,75,4,2017/06/05,,89,45.5792856429735,-73.6320405883881,294495,5048828
6029500,81-05377,Chemin de la carrière St-Michel,,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,1985,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,75,4,2017/06/05,,106,45.5796389798317,-73.6314808387927,294539,5048867
6029516,81-05378,Chemin de la carrière St-Michel,,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,1985,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"78,88",4,2017/06/05,,108,45.5802231325586,-73.6299028502392,294662,5048932
6029532,81-05379,Chemin de la carrière St-Michel,,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,1985,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,75,4,2017/06/07,,100,45.5804736309903,-73.6290251293283,294731,5048960
6029548,81-05380,Chemin de la carrière St-Michel,,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,1985,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"47,97",3,2017/06/07,,145,45.5803777184121,-73.6277841156475,294828,5048949
6029564,81-05381,Chemin de la carrière St-Michel,,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,1985,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"85,88",4,2017/06/07,,168,45.5798582503392,-73.6265021632969,294928,5048891
6029580,81-05382,Chemin de la carrière St-Michel,,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,1985,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"61,14",3,2017/06/08,,224,45.579397693496,-73.6256289661822,294996,5048840
6029596,81-05383,Chemin de la carrière St-Michel,,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,1985,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"83,05",4,2017/06/08,,206,45.57883367257,-73.6243865969673,295093,5048777
6029612,81-05384,Chemin de la carrière St-Michel,,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,1985,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"57,62",3,2017/06/08,,206,45.5783530953607,-73.6233472937615,295174,5048724
6029628,81-05385,Chemin de la carrière St-Michel,,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,1985,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"90,37",4,2017/06/08,,192,45.5777781965326,-73.6219514270826,295283,5048659
6028381,81-05386,Chemin de la carrière St-Michel,Carrière St-Michel,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,1985,"Pont à pout. béton précont., préfabr.",16-MS250,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"96,74",4,2017/06/05,272,,45.5774806596365,-73.6211640297308,295344,5048626
6029740,81-05387,Chemin de la carrière St-Michel,Carrière St-Michel,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,1985,"Pont à pout. béton précont., préfabr.",16-MS250,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,15",4,2017/06/05,272,,45.5762062100855,-73.6184908232017,295552,5048484
6029788,81-05388,Chemin de la carrière St-Michel,Carrière St-Michel,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,1985,"Pont à pout. béton précont., préfabr.",16-MS250,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"97,07",4,2017/06/08,272,,45.5758279743327,-73.6177310801713,295612,5048442
6042137,81-05449,"Rue Évangéline, côté Nord",,,12 - Arrondissement Verdun,1917,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,93",4,2016/04/13,,812,45.4646601627202,-73.5800162589857,298543,5036084
6015879,81-05450,Avenue Pierre-Dupuy,Canal Sud,,20 - Arrondissement Ville-Marie,1993,Pont à haubans,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"73,16",3,2017/06/12,1645,,45.5076884391816,-73.5277384649624,302633,5040863
6033512,81-05451,Avenue Pierre Dupuy,Circuit Gilles Villeneuve,,20 - Arrondissement Ville-Marie,1966,Pont à poutres en acier,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"93,57",4,2017/06/13,869,,45.5078466316597,-73.5290611624703,302529,5040881
6048987,81-05452,Approche Sud du pont du Casino,Accès au Casino,,20 - Arrondissement Ville-Marie,1993,Pont à dalle pleine en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"71,13",3,2017/06/12,921,,45.5074732790043,-73.526259306371,302748,5040840
6036827,81-05453,CN,Rue de la Commune Ouest,,21 - Arrondissement Le Sud-Ouest,1999,Pont à dalle pleine en béton précont.,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,96",4,2017/04/27,1224,,45.4928482200576,-73.5560280826869,300421,5039215
6030283,81-05454,Chemin de la carrière St-Michel,,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,2000,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"56,62",3,2017/06/07,,1409,45.5746969539266,-73.6150160523939,295823,5048316
6009497,81-05457A,Rue de la Commune Est,,M.S. Sud de la Commune / Esplanade Faubourg Québec,20 - Arrondissement Ville-Marie,1995,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016/08/10,,644,45.5115174896765,-73.5496999684492,300917,5041290
6009508,81-05457C,Rue de la Commune Est,,M.S. Sud de la Commune / Esplanade Faubourg Québec,20 - Arrondissement Ville-Marie,2006,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,67",4,2016/08/10,,351,45.5121672078379,-73.5491199661837,300962,5041362
6065144,81-05458, Rue St-Dominique,Rue De La Gauchetière Est,,20 - Arrondissement Ville-Marie,1992,Pont couvert,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/11/17,10,,45.5084487892161,-73.5597129025373,300134,5040949
6065245,81-05459,Rue Jeanne-Mance,Rue De la Gauchetière Ouest,,20 - Arrondissement Ville-Marie,1992,Pont couvert,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/11/17,10,,45.5053174848404,-73.5619433359058,299960,5040601
6072183,81-05461,"Autoroute 40, Est de la rue Damien-Gauthier",Club de Golf de l'Île de Montréal,,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,2000,Ponceau rectang. en béton armé,17-QS660,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2017/03/09,,,45.6868998725951,-73.5130805861895,303781,5060779
6042139,81-05462A,Esplanade Faubourg Québec,"CFPM, Port de Montréal",M.S. Sud de la Commune / Esplanade Faubourg Québec,20 - Arrondissement Ville-Marie,1995,"Pont à pout. béton précont., préfabr.",98-Autre,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Fédéral,Inspections annuelle et générale par la Ville Montréal,100,4,2017/10/02,2474,,45.5126948510129,-73.5488503526041,300983,5041421
6042160,81-05462B,"Rue de la Commune Est, côté Sud",,,20 - Arrondissement Ville-Marie,2005,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"97,37",4,2017/10/02,,71,45.5137614107846,-73.5484900605281,301011,5041539
6056233,81-05463,"Accès à l'avenue Pierre-Dupuy, dir. Ouest",piste cyclable,,20 - Arrondissement Ville-Marie,1995,Pont à dalle pleine en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/06/12,426,,45.5079494476206,-73.5289919337589,302535,5040892
6056241,81-05464,Accès entre l'ave Pierre-Dupuy et l'île Notre-Dame,piste cyclable,,20 - Arrondissement Ville-Marie,1995,Pont à dalle pleine en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/06/12,190,,45.5080152214401,-73.5291219849304,302524,5040900
6056244,81-05465,Accès entre l'ave Pierre-Dupuy et l'île Ste-Hélène,Terrain vague,,20 - Arrondissement Ville-Marie,1991,Pont à poutres en acier,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"97,33",4,2017/07/14,204,,45.5085032821572,-73.5328791508673,302231,5040954
6056227,81-05466,"Chemin Macdonald, côté Sud",Fleuve St-Laurent,,20 - Arrondissement Ville-Marie,1991,"Pont de type Pony-Warren, en acier",98-Autre,Pont fermé,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"59,73",3,2017/07/26,308,,45.508269612915,-73.5322067352663,302283,5040928
