"Date_reception_demande","Mode_recep_demande","TypePlainte","GroupeAge","sexe","Minorite_visible","Origine_ethnique","Autochtone","Source","Acheminement_Demandeur","NbrePers","Ev_arrondissement","Ev_arrond2","Ev_arrond3","Ev_arrond4","Vc","Ev_service","Ev_service2","Ev_paramunicipal","Autre_entite","Categorie","Categorie2","Categorie3","Charte_vieD","Charte_vieD2","Charte_vieD3","Charte_vieES","Charte_vieES2","Charte_vieES3","Charte_Cult","Charte_Cult2","Charte_Cult3","Charte_ActP","Charte_ActP2","Charte_ActP3","Charte_Env","Charte_Env2","Charte_Env3","Charte_Sec","Charte_Sec2","Charte_Sec3","Charte_ServMun","Charte_ServMun2","Charte_ServMun3","DelaiReponse","resultat_enquete","mode_reponse","Date_fermeture","DelaiTraitement",,, 
"2017-11-17","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"*** Entité mun. sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Services bancaires/financiers/assurances","Téléphone","2017-11-17",1,,,
"2017-10-20","Courriel","individu","51 à 64 ans","FEMME","NON","Canadien","False","Ancien demandeur","Demandeur / Mandataire",1,"Ahuntsic-Cartierville",,,,,,,,,"ZU - Entrée charretière/Stationnement privé",,,,,,,,,,,,,,,,,,,,,,,,,"Non fondée","Lettre","2018-01-25",62,,,
"2017-10-03","Courriel","individu","Inconnu","FEMME","NON","Canadien","False","Ancien demandeur","Demandeur / Mandataire",1,"Ahuntsic-Cartierville",,,,,,,,,"Arbre","Charte - environnement"," developpement durable",,,,,,,,,,,,,,"Favoriser la protection de la forêt urbaine",,,,,,,,,,"Non fondée","Lettre","2017-11-09",27,,
"2017-10-19","Courriel","individu","Inconnu","HOMME","NON","Italien","False","Ancien demandeur","Demandeur / Mandataire",1,,,,,,"Évaluation foncière - Toutes directions confondues",,,,"Taxe foncière/Évaluation",,,,,,,,,,,,,,,,,,,,,,,,,"Non fondée","Lettre","2018-05-08",134,,,
"2017-10-23","Téléphone","individu","Inconnu","FEMME","Latino-américain","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"OBNL","Téléphone","2017-10-23",1,,,
"2017-10-19","Courriel","individu","65 ans et +","HOMME","Asie du Sud (tamouls, pakis, hindous)","Indien de l'Inde","False","Fonctionnaire","Demandeur / Mandataire",2,"Côte-des-Neiges--Notre-Dame-de-Grâce",,,,,,,,,"Arbre","Charte - services municipaux",,,,,,,,,,,,,,,,,,,,"Rendre des services municipaux de manière compétente"," respectueuse et non discriminatoire",,,,"Fondée - Réglée","Lettre","2018-10-04",235
"2017-10-21","Courriel","individu","51 à 64 ans","FEMME","NON","Italien","False","Parent ou ami","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Santé et services sociaux","Courriel","2017-10-23",1,,,
"2017-10-23","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Gouvernement provincial","Téléphone","2017-10-23",1,,,
"2017-10-23","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Fonctionnaire","Demandeur / Mandataire",1,"Rosemont--La Petite-Patrie",,,,,,,,,"Animal",,,,,,,,,,,,,,,,,,,,,,,,,"Non fondée","Courriel","2017-10-23",1,,,
"2017-10-24","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Autre différend privé","Téléphone","2017-10-24",1,,,
"2017-10-24","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Santé et services sociaux","Téléphone","2017-10-24",1,,,
"2017-10-24","Téléphone","individu","Inconnu","FEMME","Noir","Pays inconnu","False","Organisme externe","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des affaires civiles",,,,"Dommage matériel - Réclamation monétaire",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-10-24",1,,,
"2017-10-23","Courriel","individu","41 à 50 ans","FEMME","NON","Canadien","False","Télévision","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Gouvernement provincial","Courriel","2017-10-24",2,,,
"2017-10-20","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des serv. juridiciaires (Cour municipale)",,,,"Cour municipale - Frais/Perception (en lien avec jugement)",,,,,,,,,,,,,,,,,,,,,,,,,"Législation provinciale (Art. 10 par. 2)","Téléphone","2017-10-20",1,,,
"2017-10-19","Courriel","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Finances - Toutes directions confondues",,,,"Services aux citoyens - Délai/Procédure",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2017-10-20",2,,,
"2017-10-24","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des affaires civiles",,,,"Dommage matériel - Réclamation monétaire",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-10-24",1,,,
"2017-10-24","En personne","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Gouvernement provincial","En personne","2017-10-24",1,,,
"2017-10-23","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,"Outremont",,,,,,,,,"TP - Aqueduc / Égout",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-10-23",1,,,
"2017-10-25","En personne","individu","65 ans et +","HOMME","Latino-américain","Chilien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"OBNL","En personne","2017-10-25",1,,,
"2017-10-26","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Ancien demandeur","Demandeur / Mandataire",1,,,,,,"**********Infrastructures"," voirie et transports - Direction des infrastructures",,,,"Services aux citoyens - Délai/Procédure",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-10-26",1,,
"2017-10-26","Téléphone","individu","Inconnu","HOMME","NON","Italien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des serv. juridiciaires (Cour municipale)",,,,"Cour municipale - Jugement",,,,,,,,,,,,,,,,,,,,,,,,,"Jugement rendu Cour municipale (Art. 11 par. 2)","Téléphone","2017-10-26",1,,,
"2017-10-26","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des serv. juridiciaires (Cour municipale)",,,,"Constat - Autre que stationnement",,,,,,,,,,,,,,,,,,,,,,,,,"Législation provinciale (Art. 10 par. 2)","Téléphone","2017-10-26",1,,,
"2017-10-26","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,"Ville-Marie",,,,,,,,,"TP - Chaussée/Trottoir",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-10-26",1,,,
"2017-10-26","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des affaires civiles",,,,"Dommage matériel - Réclamation monétaire",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-10-26",1,,,
"2017-10-26","Téléphone","individu","Inconnu","FEMME","Inconnu","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Entreprise ou commerce","Téléphone","2017-10-26",1,,,
"2017-10-27","Téléphone","individu","Inconnu","FEMME","NON","Français","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Police - ******Direction des opérations",,,,"Constat - Autre que stationnement",,,,,,,,,,,,,,,,,,,,,,,,,"Législation provinciale (Art. 10 par. 2)","Téléphone","2017-10-27",1,,,
"2017-10-27","Téléphone","individu","Inconnu","HOMME","Arabe","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Services bancaires/financiers/assurances","Téléphone","2017-10-27",1,,,
"2017-10-27","Téléphone","individu","Inconnu","HOMME","NON","Arménien","False","Fonctionnaire","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Autre différend privé","Téléphone","2017-10-27",1,,,
"2017-10-24","Courriel","individu","41 à 50 ans","HOMME","Asiatique","Chinois","False","Fonctionnaire","Demandeur / Mandataire",1,,,,,"Conseil d'agglomération",,,,,"TP - Aqueduc / Égout",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. conseil d'agglo. (Art. 10)","Courriel","2017-10-27",4,,,
"2017-10-30","Courriel","individu","65 ans et +","FEMME","NON","Canadien","False","Connaissances générales","Demandeur / Mandataire",1,,,,,,"Greffe - Toutes directions confondues",,,,"Participation citoyenne - Autre que droit d'initiative","Charte - vie démocratique",,"Promouvoir la participation publique",,,,,,,,,,,,,,,,,,,,,2,"Fondée - Réglée","Lettre","2017-11-03",5,,,
"2017-10-30","Téléphone","individu","Inconnu","FEMME","NON","Italien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des affaires civiles",,,,"Dommage matériel - Réclamation monétaire",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-10-30",1,,,
"2017-10-30","Courriel","groupe de citoyens","GC","GC","GC","GC","False","Parent ou ami","Demandeur / Mandataire",1,"Mercier--Hochelaga-Maisonneuve",,,,,,,,,"Nuisance - Bruit","Charte - environnement"," developpement durable",,,,,,,,,,,,,,"Prendre des mesures visant à limiter les nuisances abusives issues du bruit",,,,,,,,,,"Fondée - Engagement","Lettre","2018-10-23",240,,
"2017-10-30","Téléphone","individu","Inconnu","HOMME","Noir","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des affaires civiles",,,,"Dommage matériel - Réclamation monétaire",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-10-30",1,,,
"2017-10-30","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Environnement - Toutes directions confondues",,,,"Environnement/Développement durable",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-10-30",1,,,
"2017-10-30","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Services bancaires/financiers/assurances","Téléphone","2017-10-30",1,,,
"2017-10-31","Téléphone","individu","Inconnu","FEMME","Inconnu","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Gouvernement fédéral","Téléphone","2017-10-31",1,,,
"2017-10-26","Courriel","individu","Inconnu","FEMME","Inconnu","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Relations locataire/propriétaire","Courriel","2017-10-26",1,,,
"2017-10-24","Courriel","individu","41 à 50 ans","HOMME","Asiatique","Chinois","False","Parent ou ami","Demandeur / Mandataire",1,,,,,"Conseil d'agglomération",,,,,"TP - Aqueduc / Égout",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. conseil d'agglo. (Art. 10)","Courriel","2017-10-27",4,,,
"2017-10-23","Courriel","individu","26 à 40 ans","FEMME","Noir","Haitien","False","Internet","Demandeur / Mandataire",1,,,,,,"**********Grands parcs"," verdissement et Mont-Royal - Toutes directions confondues",,,,"Services aux citoyens - Courtoisie/Comportement",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2017-10-25",3,,
"2017-10-20","Courriel","individu","Inconnu","HOMME","Asiatique","Pays inconnu","False","Internet","Demandeur / Mandataire",1,,,,,,"Police - ******Direction des opérations",,,,"Agent de la paix - DAO (excluant comportement)",,,,,,,,,,,,,,,,,,,,,,,,,"Agent de la paix (Art. 11-4)","Courriel","2017-10-25",4,,,
"2017-10-24","Courriel","individu","Inconnu","HOMME","Asiatique","Chinois","False","Parent ou ami","Demandeur / Mandataire",1,,,,,"Conseil d'agglomération",,,,,"TP - Aqueduc / Égout",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. conseil d'agglo. (Art. 10)","Courriel","2017-10-27",4,,,
"2017-10-25","Courriel","individu","26 à 40 ans","HOMME","Asiatique","Chinois","False","Parent ou ami","Demandeur / Mandataire",1,,,,,"Conseil d'agglomération",,,,,"TP - Aqueduc / Égout",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. conseil d'agglo. (Art. 10)","Courriel","2017-10-27",3,,,
"2017-10-25","Courriel","individu","51 à 64 ans","HOMME","Asiatique","Chinois","False","Parent ou ami","Demandeur / Mandataire",1,,,,,"Conseil d'agglomération",,,,,"TP - Aqueduc / Égout",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. conseil d'agglo. (Art. 10)","Courriel","2017-10-27",3,,,
"2017-10-17","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,"Office municipal d'habitation de Montréal (OMHM)",,"Nuisance - Bruit",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-10-20",4,,,
"2017-10-25","Courriel","individu","41 à 50 ans","HOMME","Asiatique","Chinois","False","Parent ou ami","Demandeur / Mandataire",1,,,,,"Conseil d'agglomération",,,,,"TP - Aqueduc / Égout",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. conseil d'agglo. (Art. 10)","Courriel","2017-10-27",3,,,
"2017-10-25","Courriel","individu","41 à 50 ans","FEMME","Asiatique","Chinois","False","Parent ou ami","Demandeur / Mandataire",1,,,,,"Conseil d'agglomération",,,,,"TP - Aqueduc / Égout",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. conseil d'agglo. (Art. 10)","Courriel","2017-10-27",3,,,
"2017-10-25","Courriel","individu","41 à 50 ans","HOMME","Asiatique","Chinois","False","Parent ou ami","Demandeur / Mandataire",1,,,,,"Conseil d'agglomération",,,,,"TP - Aqueduc / Égout",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. conseil d'agglo. (Art. 10)","Courriel","2017-10-27",3,,,
"2017-10-25","Courriel","individu","26 à 40 ans","FEMME","Asiatique","Chinois","False","Parent ou ami","Demandeur / Mandataire",1,,,,,"Conseil d'agglomération",,,,,"TP - Aqueduc / Égout",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. conseil d'agglo. (Art. 10)","Courriel","2017-10-27",3,,,
"2017-10-22","Courriel","individu","51 à 64 ans","HOMME","NON","Italien","False","Internet","Demandeur / Mandataire",1,"Saint-Léonard",,,,,,,,,"TP - Autre ou combinaison",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2017-10-26",4,,,
"2017-10-22","Courriel","individu","51 à 64 ans","HOMME","NON","Italien","False","Internet","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des affaires civiles",,,,"Dommage matériel - Réclamation monétaire",,,,,,,,,,,,,,,,,,,,,,,,,"Refus d'intervenir (Recours légal - art. 12)","Courriel","2017-10-26",4,,,
"2017-10-23","Courriel","individu","65 ans et +","FEMME","NON","Canadien","False","Internet","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des serv. juridiciaires (Cour municipale)",,,,"Cour municipale - Jugement",,,,,,,,,,,,,,,,,,,,,,,,,"Jugement rendu Cour municipale (Art. 11 par. 2)","Téléphone","2017-10-24",2,,,
"2017-10-25","Courriel","individu","41 à 50 ans","HOMME","Asiatique","Chinois","False","Parent ou ami","Demandeur / Mandataire",1,,,,,"Conseil d'agglomération",,,,,"TP - Aqueduc / Égout",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. conseil d'agglo. (Art. 10)","Courriel","2017-10-27",3,,,
"2017-10-25","Courriel","individu","41 à 50 ans","FEMME","Asiatique","Chinois","False","Parent ou ami","Demandeur / Mandataire",1,,,,,"Conseil d'agglomération",,,,,"TP - Aqueduc / Égout",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. conseil d'agglo. (Art. 10)","Courriel","2017-10-27",3,,,
"2017-10-26","Courriel","individu","Inconnu","HOMME","Inconnu","Canadien","False","Internet","Demandeur / Mandataire",1,,,,,,"Gestion et planification immobilière - Toutes directions confondues",,,,"ZU - Autre",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2017-10-30",3,,,
"2017-10-24","Courriel","individu","65 ans et +","HOMME","NON","Italien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Police - ******Direction des opérations",,,,"Constat - Stationnement",,,,,,,,,,,,,,,,,,,,,,,,,"Législation provinciale (Art. 10 par. 2)","Courriel","2017-10-25",2,,,
"2017-10-25","Courriel","individu","Inconnu","HOMME","NON","Canadien","False","Parent ou ami","Demandeur / Mandataire",1,,,,,"Conseil d'agglomération",,,,,"TP - Aqueduc / Égout",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. conseil d'agglo. (Art. 10)","Courriel","2017-10-25",1,,,
"2017-10-25","Courriel","individu","41 à 50 ans","HOMME","Asiatique","Chinois","False","Parent ou ami","Demandeur / Mandataire",1,,,,,"Conseil d'agglomération",,,,,"TP - Aqueduc / Égout",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. conseil d'agglo. (Art. 10)","Courriel","2017-10-27",3,,,
"2017-10-25","Courriel","individu","41 à 50 ans","HOMME","Asiatique","Chinois","False","Parent ou ami","Demandeur / Mandataire",1,,,,,"Conseil d'agglomération",,,,,"TP - Aqueduc / Égout",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. conseil d'agglo. (Art. 10)","Courriel","2017-10-27",3,,,
"2017-10-25","Courriel","individu","41 à 50 ans","HOMME","Asiatique","Chinois","False","Parent ou ami","Demandeur / Mandataire",1,,,,,"Conseil d'agglomération",,,,,"TP - Aqueduc / Égout",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. conseil d'agglo. (Art. 10)","Courriel","2017-10-27",3,,,
"2017-10-24","Courriel","individu","65 ans et +","HOMME","NON","Italien","False","Inconnu","Demandeur / Mandataire",1,"Villeray--Saint-Michel--Parc-Extension",,,,,,,,,"ZU - Autre",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2017-10-25",2,,,
"2017-10-31","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Gouvernement provincial","Téléphone","2017-10-31",1,,,
"2017-10-26","Courriel","individu","41 à 50 ans","HOMME","Asiatique","Chinois","False","Parent ou ami","Demandeur / Mandataire",1,,,,,"Conseil d'agglomération",,,,,"TP - Aqueduc / Égout",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. conseil d'agglo. (Art. 10)","Courriel","2017-10-27",2,,,
"2017-10-31","Téléphone","individu","Inconnu","HOMME","Inconnu","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Services bancaires/financiers/assurances","Téléphone","2017-10-31",1,,,
"2017-10-26","Courriel","individu","51 à 64 ans","HOMME","Asiatique","Chinois","False","Parent ou ami","Demandeur / Mandataire",1,,,,,"Conseil d'agglomération",,,,,"TP - Aqueduc / Égout",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. conseil d'agglo. (Art. 10)","Courriel","2017-10-27",2,,,
"2017-10-31","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Gouvernement provincial","Téléphone","2017-10-31",1,,,
"2017-10-25","Courriel","individu","Inconnu","HOMME","NON","Grec","False","Connaissances générales","Demandeur / Mandataire",1,,,,,,"Police - ******Direction des opérations",,,,"Accès à l'information",,,,,,,,,,,,,,,,,,,,,,,,,"Législation provinciale (Art. 10 par. 2)","Courriel","2017-11-01",6,,,
"2017-10-26","Courriel","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Jugement (autre que Cour municipale de Montréal)","Téléphone","2017-11-01",5,,,
"2017-10-27","Courriel","individu","Inconnu","HOMME","Asiatique","Chinois","False","Parent ou ami","Demandeur / Mandataire",1,,,,,"Conseil d'agglomération",,,,,"TP - Aqueduc / Égout",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. conseil d'agglo. (Art. 10)","Courriel","2017-10-31",3,,,
"2017-10-27","Courriel","individu","26 à 40 ans","HOMME","Asiatique","Chinois","False","Parent ou ami","Demandeur / Mandataire",1,,,,,"Conseil d'agglomération",,,,,"TP - Aqueduc / Égout",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. conseil d'agglo. (Art. 10)","Courriel","2017-10-27",1,,,
"2017-10-29","Courriel","individu","51 à 64 ans","HOMME","Asiatique","Chinois","False","Parent ou ami","Demandeur / Mandataire",1,,,,,"Conseil d'agglomération",,,,,"TP - Aqueduc / Égout",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. conseil d'agglo. (Art. 10)","Courriel","2017-10-30",1,,,
"2017-10-30","Courriel","individu","Inconnu","HOMME","Asiatique","Canadien","False","Parent ou ami","Demandeur / Mandataire",1,,,,,"Conseil d'agglomération",,,,,"TP - Aqueduc / Égout",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. conseil d'agglo. (Art. 10)","Courriel","2017-10-30",1,,,
"2017-11-01","Courriel","individu","Inconnu","HOMME","NON","Roumain","False","Ancien demandeur","Demandeur / Mandataire",1,,,,,"Présidence du Conseil de la Ville",,,,,"Participation citoyenne - Autre que droit d'initiative",,,,,,,,,,,,,,,,,,,,,,,,,"Elu ou son cabinet (Art. 11-3)","Courriel","2017-11-01",1,,,
"2017-11-01","Téléphone","individu","Inconnu","HOMME","Inconnu","Pays inconnu","False","Parent ou ami","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Gouvernement provincial","Téléphone","2017-11-01",1,,,
"2017-11-01","Téléphone","individu","Inconnu","HOMME","Inconnu","Pays inconnu","False","Connaissances générales","Demandeur / Mandataire",1,,,,,,"Police - ******Direction des opérations",,,,"Agent de la paix - DAO (excluant comportement)",,,,,,,,,,,,,,,,,,,,,,,,,"Agent de la paix (Art. 11-4)","Courriel","2017-11-01",1,,,
"2017-11-01","Téléphone","individu","Inconnu","HOMME","Inconnu","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,"Le Plateau-Mont-Royal",,,,,,,,,"Stationnement municipal et sur rue/Vignette/Débarcadère",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-11-01",1,,,
"2017-11-01","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des serv. juridiciaires (Cour municipale)",,,,"Cour municipale - Frais/Perception (en lien avec jugement)",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-11-01",1,,,
"2017-11-02","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Gouvernement provincial","Téléphone","2017-11-02",1,,,
"2017-11-02","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,"Ville-Marie",,,,,,,,,"Dommage matériel - Demande de réparation",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-11-02",1,,,
"2017-10-31","Téléphone","individu","Inconnu","HOMME","Latino-américain","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,"Rivière-des-Prairies--Pointe-aux-Trembles",,,,,,,,,"ZU - Permis Transformation/Construction/Démolition/PIIA",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-10-31",1,,,
"2017-11-02","OdM","OdM","OdM","OdM","OdM","OdM","False","OdM","Demandeur / Mandataire",1,,,,,,"Police - ******Section des agents de stationnement","**********Infrastructures"," voirie et transports - Direction des infrastructures",,,"Piste cyclable / Vélo","Charte - services municipaux",,,,,,,,,,,,,,,,,,,,"Rendre des services municipaux de manière compétente"," respectueuse et non discriminatoire",,,,"Fondée - Réglée","Lettre","2017-11-28",19,
"2017-11-01","Téléphone","individu","65 ans et +","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,"Office municipal d'habitation de Montréal (OMHM)",,"Relations locataire/propriétaire (VdM et entités liées)",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-11-01",1,,,
"2017-11-01","Téléphone","individu","Inconnu","HOMME","Noir","Haitien","False","Ancien demandeur","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des affaires civiles",,,,"Services aux citoyens - Communication/Informations",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-11-01",1,,,
"2017-11-01","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,"Outremont",,,,,,,,,"Nuisance - Bruit",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2017-11-01",1,,,
"2017-11-01","Téléphone","individu","Inconnu","HOMME","Inconnu","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,"Outremont",,,,,,,,,"ZU - Permis - Autre",,,,,,,,,,,,,,,,,,,,,,,,,"Désistement","Téléphone","2017-11-01",1,,,
