Date_reception_demande,type_intervention,Ev_arrondissement,Ev_arrond2,Ev_arrond3,Ev_arrond4,Ev_service,Ev_service1,Ev_service2,Ev_service3,Ev_service4,societe_controle_concernee,Autre_entite,Categorie,Engagement_Charte_mtl_droits_respons,Engagement_Charte_mtl_droits_respons2,GroupeAge,Sexe,Origine_ethnique,Minorite_visible,Autochtone 
2020-09-15,Refusée sans enquête,Saint-Laurent,,,,,,,,,,,Arbre,,,Inconnu,FEMME,Italien,NON,Non
2020-09-15,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,,,Services aux citoyens - Communication/Informations,,,Inconnu,FEMME,Canadien,NON,Non
2020-09-16,Refusée sans enquête,Le Sud-Ouest,,,,,,,,,,,Sécurité - Autre qu'incendie,,,Inconnu,HOMME,Canadien,NON,Non
2020-09-16,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,,,,,TP - Compostage/Déchets/Recyclage,,,Inconnu,FEMME,Canadien,NON,Non
2020-09-16,Refusée sans enquête,Saint-Léonard,,,,,,,,,,,ZU - Entrée charretière/Stationnement privé,,,Inconnu,HOMME,Canadien,NON,Non
2020-09-16,Enquête approfondie,,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2020-09-16,Refusée sans enquête,,,,,Eau - Toutes directions confondues,,,,,,,TP - Aqueduc / Égout,,,51 à 64 ans,HOMME,Grec,NON,Non
2020-09-16,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,,,,,Services aux citoyens - Délai/Procédure,,,Inconnu,FEMME,Canadien,NON,Non
2020-09-16,Refusée sans enquête,,,,,Affaires juridiques - Direction des affaires civiles,,,,,,,Dommage corporel - Réclamation monétaire,,,65 ans et +,FEMME,Canadien,NON,Non
2020-09-16,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,,,,,Divers,,,26 à 40 ans,HOMME,Canadien,NON,Non
2020-09-16,Analyse/enquête sommaire,Rosemont--La Petite-Patrie,,,,,,,,,,,Services aux citoyens - Délai/Procédure,,,Inconnu,FEMME,Canadien,NON,Non
2020-09-16,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2020-09-16,Refusée sans enquête,,,,,Évaluation foncière - Toutes directions confondues,,,,,,,Services aux citoyens - Délai/Procédure,,,65 ans et +,FEMME,Canadien,NON,Non
2020-09-17,Refusée sans enquête,Saint-Léonard,,,,,,,,,,,Services aux citoyens - Courtoisie/Comportement,,,Inconnu,HOMME,Italien,NON,Non
2020-09-17,Refusée sans enquête,LaSalle,,,,,,,,,,,Droits de la personne,,,Inconnu,FEMME,Canadien,NON,Non
2020-09-17,Refusée sans enquête,,,,,Affaires juridiques - Direction des affaires civiles,,,,,,,Dommage corporel - Réclamation monétaire,,,Inconnu,FEMME,Canadien,NON,Non
2020-09-17,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,,,,,Services aux citoyens - Communication/Informations,,,51 à 64 ans,FEMME,Canadien,NON,Non
2020-09-18,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,,,,,TP - Compostage/Déchets/Recyclage,,,Inconnu,HOMME,Canadien,NON,Non
2020-09-18,Refusée sans enquête,Pierrefonds-Roxboro,,,,,,,,,,,TP - Aqueduc / Égout,,,Inconnu,HOMME,Pays inconnu,Inconnu,Non
2020-09-19,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,Sécurité - Autre qu'incendie,,,Inconnu,FEMME,Canadien,NON,Non
2020-09-19,Refusée sans enquête,Pierrefonds-Roxboro,,,,,,,,,,,ZU - Entrée charretière/Stationnement privé,,,65 ans et +,HOMME,Polonais,NON,Non
2020-09-20,Enquête approfondie,Pierrefonds-Roxboro,,,,,,,,,,,TP - Aqueduc / Égout,,,65 ans et +,FEMME,Canadien,Inconnu,Non
2020-09-21,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,,,,,Services aux citoyens - Communication/Informations,,,41 à 50 ans,HOMME,Pays inconnu,Inconnu,Non
2020-09-21,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,,,,,TP - Compostage/Déchets/Recyclage,,,41 à 50 ans,HOMME,Pays inconnu,Inconnu,Non
2020-09-21,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,,,,,Arbre,,,41 à 50 ans,HOMME,Pays inconnu,Inconnu,Non
2020-09-21,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,,,,,Participation citoyenne - Droit d'initiative,,,65 ans et +,HOMME,Grec,NON,Non
2020-09-21,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,Police - Toutes direstions confondues,,,,,,,Sécurité - Autre qu'incendie,,,Inconnu,HOMME,Canadien,NON,Non
2020-09-21,Refusée sans enquête,,,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,,,Constat - Autre que stationnement,,,Inconnu,HOMME,Canadien,NON,Non
2020-09-21,Refusée sans enquête,Le Sud-Ouest,,,,,,,,,,,Nuisance - Bruit,,,41 à 50 ans,FEMME,Canadien,NON,Non
2020-09-21,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2020-09-21,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Pays inconnu,Inconnu,Non
2020-09-21,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,,,,,Domaine public - Occupation,,,41 à 50 ans,HOMME,Canadien,NON,Non
2020-09-21,Enquête approfondie,,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,Inconnu,FEMME,Canadien,NON,Non
2020-09-21,Refusée sans enquête,,,,,,,,,Agence de mobilité durable (anciennement Stationnement de Montréal),,,Services aux citoyens - Courtoisie/Comportement,,,Inconnu,HOMME,Ne sait pas,Inconnu,Non
2020-09-21,Refusée sans enquête,,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,,Logement social/abordable - Accès,,,Inconnu,HOMME,Canadien,NON,Non
2020-09-22,Refusée sans enquête,Y-Arrondissement non spécifié,,,,,,,,,,,TP - Circulation/Signalisation,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2020-09-22,Enquête approfondie,Ahuntsic-Cartierville,,,,,,,,,,,ZU - Clôture/Haie,Charte - sécurité,,51 à 64 ans,FEMME,Canadien,NON,Non
2020-09-22,Refusée sans enquête,Ville-Marie,,,,,,,,,,,Nuisance - Bruit,,,Inconnu,FEMME,Canadien,NON,Non
2020-09-22,Refusée sans enquête,Outremont,,,,,,,,,,,Domaine public - Occupation,,,Inconnu,FEMME,Canadien,NON,Non
2020-09-22,Refusée sans enquête,,,,,,,,,Société de transport de Montréal (STM),,,Transport en commun,,,51 à 64 ans,FEMME,Canadien,NON,Non
2020-09-22,Refusée sans enquête,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,,,,,Immeuble - Entretien,,,Inconnu,HOMME,Canadien,NON,Non
2020-09-22,Refusée sans enquête,Ville-Marie,,,,,,,,,,,Nuisance - Bruit,,,Inconnu,HOMME,Canadien,NON,Non
2020-09-22,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,Inconnu,HOMME,Canadien,NON,Non
2020-09-22,Refusée sans enquête,,,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,,,Services aux citoyens - Délai/Procédure,,,Inconnu,FEMME,Canadien,NON,Non
2020-09-22,Refusée sans enquête,Y-Arrondissement non spécifié,,,,,,,,,,,Animal,,,Inconnu,FEMME,Ne sait pas,Inconnu,Non
2020-09-22,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,,,,,Sports et loisirs,,,Inconnu,FEMME,Canadien,NON,Non
2020-09-22,Refusée sans enquête,Villeray--Saint-Michel--Parc-Extension,,,,,,,,,,,Nuisance - Bruit,,,Inconnu,FEMME,Canadien,NON,Non
2020-09-22,Refusée sans enquête,Ville-Marie,,,,,,,,,,,TP - Circulation/Signalisation,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2020-09-23,Enquête approfondie,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,ZU - Entrée charretière/Stationnement privé,,,Inconnu,FEMME,Italien,NON,Non
2020-09-23,Refusée sans enquête,,,,,,,,,Société de transport de Montréal (STM),,,Transport en commun,,,Inconnu,HOMME,Pays inconnu,Latino-américain,Non
2020-09-23,Refusée sans enquête,Lachine,,,,"Grands parcs, Mont-Royal et sports - Toutes autres directions confondues",,,,,,,Parcs et espaces verts,,,51 à 64 ans,HOMME,Canadien,NON,Non
2020-09-23,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,,,Arbre,,,Inconnu,HOMME,Canadien,NON,Non
2020-09-23,Refusée sans enquête,Saint-Léonard,,,,,,,,,,,Services aux citoyens - Communication/Informations,,,Inconnu,HOMME,Pays inconnu,Latino-américain,Non
2020-09-24,Enquête approfondie,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,Animal,,,65 ans et +,FEMME,Canadien,NON,Non
2020-09-24,Refusée sans enquête,Ville-Marie,,,,,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,51 à 64 ans,HOMME,Canadien,NON,Non
2020-09-24,Refusée sans enquête,Ville-Marie,,,,,,,,,,,Services aux citoyens - Communication/Informations,,,PM,PM,PM,PM,Non
2020-09-24,Refusée sans enquête,,,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,,,Cour municipale - Jugement ,,,Inconnu,FEMME,Canadien,NON,Non
2020-09-24,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,,,,,TP - Compostage/Déchets/Recyclage,,,Inconnu,FEMME,Canadien,NON,Non
2020-09-24,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,,,,,TP - Aqueduc / Égout,,,Inconnu,FEMME,Canadien,NON,Non
2020-09-24,Refusée sans enquête,Y-Arrondissement non spécifié,,,,,,,,,,,Divers,,,Inconnu,FEMME,Canadien,NON,Non
2020-09-25,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Ne sait pas,Inconnu,Non
2020-09-25,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2020-09-25,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Ne sait pas,Inconnu,Non
2020-09-25,Refusée sans enquête,,,,,Habitation - Toutes directions confondues,,,,,,,Subvention - Autre que logement social,,,Inconnu,HOMME,Canadien,NON,Non
2020-09-25,Analyse/enquête sommaire,Rosemont--La Petite-Patrie,,,,,,,,,,,Nuisance - Autre ou Combinaison,"Charte - environnement, developpement durable",,Inconnu,FEMME,Allemand,NON,Non
2020-09-26,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,,,,,Piste cyclable / Vélo,,,26 à 40 ans,FEMME,Canadien,NON,Non
2020-09-27,Refusée sans enquête,Le Sud-Ouest,,,,,,,,,,,Sécurité - Autre qu'incendie,,,Inconnu,HOMME,Canadien,NON,Non
2020-09-28,Enquête approfondie,,,,,Eau - Toutes directions confondues,,,,,,,TP - Aqueduc / Égout,,,51 à 64 ans,HOMME,Grec,NON,Non
2020-09-28,Enquête approfondie,Rosemont--La Petite-Patrie,,,,Matériel roulant et ateliers - Toutes directions confondues,,,,,,,Nuisance - Bruit,"Charte - environnement, developpement durable",,Inconnu,HOMME,Français,NON,Non
2020-09-28,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,Inconnu,FEMME,Canadien,NON,Non
2020-09-28,Refusée sans enquête,,,,,Police - Toutes direstions confondues,,,,,,,Constat - Stationnement,,,Inconnu,FEMME,Canadien,NON,Non
2020-09-28,Refusée sans enquête,,,,,Police - Toutes direstions confondues,,,,,,,Sécurité - Autre qu'incendie,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2020-09-28,Refusée sans enquête,Ville-Marie,,,,,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,41 à 50 ans,HOMME,Canadien,NON,Non
2020-09-28,Enquête approfondie,,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,,Immeuble - Entretien,Charte - services municipaux,,51 à 64 ans,FEMME,Pays inconnu,Arabe,Non
2020-09-28,Refusée sans enquête,,,,,Ressources humaines  - Toutes directions confondues,,,,,,,Relations de travail,,,41 à 50 ans,HOMME,Canadien,NON,Non
2020-09-28,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Pays inconnu,NON,Non
2020-09-29,Enquête approfondie,Anjou,,,,,,,,,,,Arbre,"Charte - environnement, developpement durable",,41 à 50 ans,FEMME,Canadien,NON,Non
2020-09-29,Refusée sans enquête,,,,,Affaires juridiques - Direction des affaires civiles,,,,,,,Dommage matériel - Réclamation monétaire,,,26 à 40 ans,HOMME,Pays inconnu,Arabe,Non
2020-09-29,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2020-09-29,Enquête approfondie,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,,,TP - Aqueduc / Égout,,,65 ans et +,HOMME,Canadien,NON,Non
2020-09-29,Refusée sans enquête,,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,,Immeuble - Salubrité - Insectes,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2020-09-29,Refusée sans enquête,,,,,Finances - Toutes directions confondues,,,,,,,Taxe foncière/Évaluation,,,Inconnu,FEMME,Pays inconnu,Asiatique,Non
2020-09-29,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,TP - Circulation/Signalisation,,,Inconnu,FEMME,Canadien,NON,Non
2020-09-29,Enquête approfondie,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,,,Nuisance - Autre ou Combinaison,,,Inconnu,FEMME,Canadien,NON,Non
2020-09-30,Refusée sans enquête,,,,,Concertation des arrondissements  - Toutes directions confondues,,,,,,,Services aux citoyens - Courtoisie/Comportement,,,Inconnu,HOMME,Pays inconnu,Arabe,Non
2020-09-30,Refusée sans enquête,,,,,Concertation des arrondissements  - Toutes directions confondues,,,,,,,Constat - Autre que stationnement,,,Inconnu,HOMME,Pays inconnu,Arabe,Non
2020-09-30,Enquête approfondie,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,Services aux citoyens - Délai/Procédure,,,51 à 64 ans,HOMME,Pays inconnu,Arabe,Non
2020-09-30,Refusée sans enquête,Verdun,,,,,,,,,,,Nuisance - Autre ou Combinaison,,,65 ans et +,FEMME,Canadien,NON,Non
2020-09-30,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,,,,,Immeuble - Salubrité - Moisissures,,,Inconnu,FEMME,Ne sait pas,Inconnu,Non
2020-09-30,Refusée sans enquête,Lachine,,,,,,,,,,,Ruelle,,,Inconnu,HOMME,Canadien,NON,Non
2020-09-30,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,,,,,Nuisance - Autre ou Combinaison,,,Inconnu,HOMME,Pays inconnu,Arabe,Non
2020-09-30,Enquête approfondie,,,,,De l'urbanisme et de la mobilité - Direction de la mobilité,,,,,,,TP - Circulation/Signalisation,Charte - sécurité,,26 à 40 ans,FEMME,Canadien,NON,Non
2020-10-01,Refusée sans enquête,,,,,Finances - Toutes directions confondues,,,,,,,Services aux citoyens - Communication/Informations,,,Inconnu,HOMME,Pays inconnu,Arabe,Non
2020-10-01,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,26 à 40 ans,HOMME,Pays inconnu,"Asie du Sud (tamouls, pakis, hindous)",Non
2020-10-01,Analyse/enquête sommaire,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,TP - Compostage/Déchets/Recyclage,,,65 ans et +,FEMME,Canadien,NON,Non
2020-10-01,Analyse/enquête sommaire,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,Nuisance - Bruit,,,65 ans et +,FEMME,Canadien,NON,Non
2020-10-01,Refusée sans enquête,,,,,,,,,Société d'habitation et de développement de Montréal (SHDM),,,Services aux citoyens - Délai/Procédure,,,Inconnu,HOMME,Vietnamien,Asiatique,Non
2020-10-02,Analyse/enquête sommaire,,,,,Habitation - Toutes directions confondues,,,,,,,Subvention - Autre que logement social,,,Inconnu,HOMME,Canadien,NON,Non
2020-10-02,Refusée sans enquête,Anjou,,,,,,,,,,,Nuisance - Bruit,,,51 à 64 ans,FEMME,Canadien,NON,Non
2020-10-02,Refusée sans enquête,Le Sud-Ouest,,,,,,,,,,,Nuisance - Bruit,,,Inconnu,FEMME,Pays inconnu,Arabe,Non
2020-10-02,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2020-10-02,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,Piste cyclable / Vélo,,,Inconnu,HOMME,Canadien,NON,Non
2020-10-03,Refusée sans enquête,Lachine,,,,,,,,,,,Jardin communautaire,,,51 à 64 ans,HOMME,Pays inconnu,Arabe,Non
2020-10-04,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,65 ans et +,HOMME,Canadien,NON,Non
2020-10-05,Enquête approfondie,Le Plateau-Mont-Royal,,,,,,,,,,,Domaine public - Occupation,,,41 à 50 ans,HOMME,Canadien,NON,Non
2020-10-05,Refusée sans enquête,,,,,,,,,,,,Services aux citoyens - Communication/Informations,,,Inconnu,FEMME,Canadien,NON,Non
2020-10-05,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,,,,,Services aux citoyens - Communication/Informations,,,Inconnu,HOMME,Pays inconnu,Inconnu,Non
2020-10-05,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Italien,NON,Non
2020-10-05,Refusée sans enquête,Anjou,,,,,,,,,,,Services aux citoyens - Communication/Informations,,,26 à 40 ans,HOMME,Ne sait pas,Inconnu,Non
2020-10-05,Analyse/enquête sommaire,,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,,Immeuble - Salubrité - Autre ou Combinaison,,,65 ans et +,FEMME,Russe,NON,Non
2020-10-06,Refusée sans enquête,Ville-Marie,,,,Environnement - Toutes directions confondues,,,,,,,Immeuble - Salubrité - Autre ou Combinaison,,,Inconnu,HOMME,Canadien,NON,Non
2020-10-06,Refusée sans enquête,Outremont,,,,,,,,,,,TP - Autre ou combinaison,,,Inconnu,FEMME,Canadien,NON,Non
2020-10-06,Refusée sans enquête,Villeray--Saint-Michel--Parc-Extension,,,,,,,,,,,Piste cyclable / Vélo,,,Inconnu,HOMME,Canadien,NON,Non
2020-10-06,Refusée sans enquête,,,,,Affaires juridiques - Direction des affaires civiles,,,,,,,Dommage matériel - Réclamation monétaire,,,Inconnu,FEMME,Canadien,NON,Non
2020-10-06,Refusée sans enquête,,,,,Finances - Toutes directions confondues,,,,,,,Taxe foncière/Évaluation,,,Inconnu,HOMME,Canadien,NON,Non
2020-10-06,Refusée sans enquête,Pierrefonds-Roxboro,,,,,,,,,,,TP - Autre ou combinaison,,,41 à 50 ans,HOMME,Pays inconnu,Inconnu,Non
2020-10-06,Refusée sans enquête,,,,,Finances - Toutes directions confondues,,,,,,,Taxe foncière/Évaluation,,,41 à 50 ans,HOMME,Pays inconnu,Inconnu,Non
2020-10-06,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Pays inconnu,Latino-américain,Non
2020-10-06,Refusée sans enquête,Villeray--Saint-Michel--Parc-Extension,,,,,,,,,,,Services aux citoyens - Communication/Informations,,,Inconnu,FEMME,Canadien,NON,Non
2020-10-07,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,,,,,Nuisance - Circulation,,,Inconnu,HOMME,Canadien,NON,Non
2020-10-07,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,,,,,Accès à l'information,,,Inconnu,HOMME,Canadien,NON,Non
2020-10-07,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,51 à 64 ans,HOMME,Canadien,NON,Non
2020-10-07,Refusée sans enquête,,,,,Affaires juridiques - Direction des affaires civiles,,,,,,,Services aux citoyens - Délai/Procédure,,,51 à 64 ans,FEMME,Canadien,NON,Non
2020-10-07,Refusée sans enquête,Saint-Léonard,,,,,,,,,,,Immeuble - Entretien,,,Inconnu,HOMME,Italien,Inconnu,Non
2020-10-07,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,,,,,Services aux citoyens - Délai/Procédure,,,Inconnu,FEMME,Canadien,NON,Non
2020-10-08,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,Inconnu,FEMME,Canadien,NON,Non
2020-10-08,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,,,,,Services aux citoyens - Communication/Informations,,,Inconnu,FEMME,Canadien,NON,Non
2020-10-08,Refusée sans enquête,Saint-Laurent,,,,,,,,,,,TP - Aqueduc / Égout,,,Inconnu,HOMME,Pays inconnu,Arabe,Non
2020-10-08,Enquête approfondie,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,,,Arbre,,,65 ans et +,HOMME,Canadien,NON,Non
2020-10-08,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,51 à 64 ans,HOMME,Canadien,NON,Non
2020-10-08,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2020-10-08,Refusée sans enquête,Le Sud-Ouest,,,,,,,,,,,TP - Compostage/Déchets/Recyclage,,,Inconnu,FEMME,Canadien,NON,Non
2020-10-09,Refusée sans enquête,Lachine,,,,,,,,,,,Animal,,,Inconnu,FEMME,Canadien,NON,Non
2020-10-09,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2020-10-09,Refusée sans enquête,,,,,Évaluation foncière - Toutes directions confondues,,,,,,,Taxe foncière/Évaluation,,,26 à 40 ans,HOMME,Français,NON,Non
2020-10-09,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,,,,,TP - Aqueduc / Égout,,,Inconnu,HOMME,Canadien,NON,Non
2020-10-09,Refusée sans enquête,,,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,,,Constat - Autre que stationnement,,,Inconnu,HOMME,Pays inconnu,Inconnu,Non
2020-10-10,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2020-10-11,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,,,,,Nuisance - Bruit,,,Inconnu,HOMME,Canadien,NON,Non
2020-10-13,Refusée sans enquête,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,,,,,ZU - Entrée charretière/Stationnement privé,,,51 à 64 ans,HOMME,Italien,NON,Non
2020-10-13,Refusée sans enquête,,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,,Immeuble - Entretien,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2020-10-13,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2020-10-14,Refusée sans enquête,,,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,,,Services aux citoyens - Communication/Informations,,,Inconnu,HOMME,Ne sait pas,Inconnu,Non
2020-10-14,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,Piste cyclable / Vélo,,,Inconnu,HOMME,Vietnamien,Asiatique,Non
2020-10-14,Refusée sans enquête,Rivière-des-Prairies--Pointe-aux-Trembles,,,,Police - Toutes direstions confondues,,,,,,,Sécurité - Autre qu'incendie,,,Inconnu,HOMME,Pays inconnu,Latino-américain,Non
2020-10-14,Refusée sans enquête,Ville-Marie,,,,,,,,,,,TP - Circulation/Signalisation,,,Inconnu,FEMME,Canadien,NON,Non
2020-10-14,Refusée sans enquête,,,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,,,Services aux citoyens - Courtoisie/Comportement,,,Inconnu,HOMME,Pays inconnu,Latino-américain,Non
2020-10-14,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2020-10-14,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2020-10-14,Analyse/enquête sommaire,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,,,Services aux citoyens - Délai/Procédure,,,26 à 40 ans,FEMME,Pays inconnu,Noir,Non
2020-10-15,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,,,,,Nuisance - Bruit,,,26 à 40 ans,FEMME,Canadien,NON,Non
2020-10-15,Refusée sans enquête,Le Sud-Ouest,,,,,,,,,,,Nuisance - Bruit,,,Inconnu,HOMME,Ne sait pas,Inconnu,Non
2020-10-15,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,51 à 64 ans,FEMME,Canadien,NON,Non
2020-10-15,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,Piste cyclable / Vélo,,,51 à 64 ans,FEMME,Canadien,NON,Non
2020-10-15,Analyse/enquête sommaire,Pierrefonds-Roxboro,,,,,,,,,,,Dommage matériel - Réclamation monétaire,,,Inconnu,FEMME,Canadien,NON,Non
2020-10-15,Refusée sans enquête,LaSalle,,,,,,,,,,,Accès à l'information,,,Inconnu,FEMME,Italien,NON,Non
2020-10-16,Refusée sans enquête,,,,,Greffe - Toutes directions confondues,,,,,,,Accès à l'information,,,Inconnu,FEMME,Ne sait pas,Inconnu,Non
2020-10-16,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,Inconnu,Canadien,NON,Non
2020-10-16,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,,,,,Arbre,,,51 à 64 ans,FEMME,Canadien,NON,Non
2020-10-16,Refusée sans enquête,Y-Arrondissement non spécifié,,,,,,,,,,,Arbre,,,Inconnu,FEMME,Ne sait pas,Inconnu,Non
2020-10-16,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,Inconnu,FEMME,Canadien,NON,Non
