Date_reception_demande,type_intervention,Ev_arrondissement,Ev_arrond2,Ev_service,Ev_service1,Ev_paramunicipal,societe_controle_concernee,Autre_entite,Categorie,Engagement_Charte_mtl_droits_respons,Engagement_Charte_mtl_droits_respons2,GroupeAge,Sexe,Origine_ethnique,Minorite_visible,Autochtone 
2019-10-15,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,Nuisance - Autre ou Combinaison,,,Inconnu,HOMME,Canadien,NON,Non
2019-10-16,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Pays inconnu,Inconnu,Non
2019-10-16,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Pays inconnu,Inconnu,Non
2019-10-16,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2019-10-16,Analyse/enquête sommaire,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,Constat - Stationnement,,,26 à 40 ans,HOMME,Américain (É-U),NON,Non
2019-10-17,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,41 à 50 ans,FEMME,Canadien,NON,Non
2019-10-17,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,26 à 40 ans,HOMME,Ne sait pas,Inconnu,Non
2019-10-17,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,Inconnu,Non
2019-10-17,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,26 à 40 ans,FEMME,Canadien,NON,Non
2019-10-17,Refusée sans enquête,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,Cour municipale - Frais/Perception (en lien avec jugement),,,41 à 50 ans,HOMME,Ne sait pas,Noir,Non
2019-10-17,Enquête approfondie,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,Arbre,Charte - sécurité,,65 ans et +,FEMME,Canadien,NON,Non
2019-10-17,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,TP - Autre ou combinaison,,,Inconnu,HOMME,Canadien,NON,Non
2019-10-17,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,Nuisance - Autre ou Combinaison,,,Inconnu,HOMME,Canadien,NON,Non
2019-10-17,Refusée sans enquête,,,,,,,,Subvention - Autre que logement social,,,PM,PM,PM,PM,Non
2019-10-17,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,GC,GC,GC,GC,Non
2019-10-17,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,Immeuble - Salubrité - Insectes,,,GC,GC,GC,GC,Non
2019-10-17,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,65 ans et +,FEMME,Ne sait pas,NON,Non
2019-10-17,Refusée sans enquête,Villeray--Saint-Michel--Parc-Extension,,,,,,,Arbre,,,Inconnu,FEMME,Pays inconnu,NON,Non
2019-10-17,Refusée sans enquête,,,,,Office municipal d'habitation de Montréal (OMHM),,,Immeuble - Salubrité - Insectes,,,65 ans et +,FEMME,Pays inconnu,Arabe,Non
2019-10-17,Refusée sans enquête,,,,,Office municipal d'habitation de Montréal (OMHM),,,Immeuble - Entretien,,,65 ans et +,FEMME,Pays inconnu,Arabe,Non
2019-10-18,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,ZU - Entrée charretière/Stationnement privé,,,65 ans et +,FEMME,Canadien,NON,Non
2019-10-18,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,26 à 40 ans,FEMME,Canadien,NON,Non
2019-10-18,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,ZU - Autre,,,Inconnu,HOMME,Canadien,NON,Non
2019-10-18,Enquête approfondie,Ville-Marie,,,,,,,TP - Aqueduc / Égout,,,51 à 64 ans,HOMME,Vietnamien,Asiatique,Non
2019-10-18,Analyse/enquête sommaire,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage matériel - Réclamation monétaire,,,51 à 64 ans,HOMME,Vietnamien,Asiatique,Non
2019-10-18,Analyse/enquête sommaire,Ville-Marie,,,,,,,Services aux citoyens - Communication/Informations,Charte - services municipaux,,51 à 64 ans,HOMME,Vietnamien,Asiatique,Non
2019-10-20,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Grec,NON,Non
2019-10-20,Refusée sans enquête,,,Espace pour la vie - Toutes directions confondues,,,,,Services aux citoyens - Délai/Procédure,,,41 à 50 ans,FEMME,Canadien,NON,Non
2019-10-21,Refusée sans enquête,Villeray--Saint-Michel--Parc-Extension,,,,,,,Sports et loisirs,,,Inconnu,HOMME,Ne sait pas,Inconnu,Non
2019-10-21,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage matériel - Réclamation monétaire,,,Inconnu,HOMME,Ne sait pas,Inconnu,Non
2019-10-21,Refusée sans enquête,Outremont,,,,,,,Immeuble - Salubrité - Rongeurs,,,Inconnu,FEMME,Pays inconnu,Latino-américain,Non
2019-10-21,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,Inconnu,FEMME,Canadien,NON,Non
2019-10-21,Refusée sans enquête,Villeray--Saint-Michel--Parc-Extension,Rosemont--La Petite-Patrie,,,,,,Nuisance - Bruit,,,Inconnu,HOMME,Canadien,NON,Non
2019-10-21,Refusée sans enquête,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,Arbre,,,Inconnu,HOMME,Canadien,NON,Non
2019-10-22,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Ne sait pas,Inconnu,Non
2019-10-22,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Services aux citoyens - Délai/Procédure,,,Inconnu,HOMME,Ne sait pas,Inconnu,Non
2019-10-22,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Ne sait pas,Inconnu,Non
2019-10-22,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,Inconnu,Non
2019-10-22,Enquête approfondie,Mercier--Hochelaga-Maisonneuve,,,,,,,Sécurité - Autre qu'incendie,Charte - sécurité,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-10-23,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-10-23,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Services aux citoyens - Courtoisie/Comportement,,,Inconnu,FEMME,Canadien,NON,Non
2019-10-23,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Remorquage,,,Inconnu,FEMME,Canadien,NON,Non
2019-10-23,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,TP - Aqueduc / Égout,,,Inconnu,HOMME,Pays inconnu,Inconnu,Non
2019-10-24,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,TP - Compostage/Déchets/Recyclage,,,Inconnu,FEMME,Canadien,NON,Non
2019-10-24,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,65 ans et +,HOMME,Canadien,NON,Non
2019-10-24,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,Services aux citoyens - Communication/Informations,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-10-24,Refusée sans enquête,Lachine,,Habitation - Toutes directions confondues,,,,,Immeuble - Salubrité - Autre ou Combinaison,,,Inconnu,HOMME,Canadien,NON,Non
2019-10-24,Refusée sans enquête,Rivière-des-Prairies--Pointe-aux-Trembles,,Police - Toutes direstions confondues,,,,,Constat - Autre que stationnement,,,GC,GC,GC,GC,Non
2019-10-25,Refusée sans enquête,,,,,Office municipal d'habitation de Montréal (OMHM),,,Immeuble - Salubrité - Moisissures,,,65 ans et +,HOMME,Canadien,NON,Non
2019-10-25,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Ne sait pas,Inconnu,Non
2019-10-25,Refusée sans enquête,,,Ressources humaines  - Toutes directions confondues,,,,,Relations de travail,,,41 à 50 ans,HOMME,Canadien,NON,Non
2019-10-25,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,ZU - Clôture/Haie,,,Inconnu,FEMME,Canadien,NON,Non
2019-10-25,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Constat - Stationnement,,,Inconnu,FEMME,Pays inconnu,Arabe,Non
2019-10-25,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,Inconnu,FEMME,Pays inconnu,Arabe,Non
2019-10-25,Refusée sans enquête,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,Arbre,,,Inconnu,HOMME,Canadien,NON,Non
2019-10-26,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage matériel - Réclamation monétaire,,,26 à 40 ans,FEMME,Ne sait pas,Inconnu,Non
2019-10-28,Analyse/enquête sommaire,Rosemont--La Petite-Patrie,,,,,,,Services aux citoyens - Délai/Procédure,,,Inconnu,FEMME,Ne sait pas,NON,Non
2019-10-28,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,Sécurité - Autre qu'incendie,,,Inconnu,FEMME,Anglais,NON,Non
2019-10-28,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage matériel - Réclamation monétaire,,,Inconnu,FEMME,Ne sait pas,NON,Non
2019-10-28,Enquête approfondie,Verdun,,,,,,,Piste cyclable / Vélo,Charte - vie démocratique,,65 ans et +,FEMME,Canadien,NON,Non
2019-10-28,Refusée sans enquête,,,,,Société de transport de Montréal (STM),,,Transport en commun,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2019-10-28,Refusée sans enquête,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,Cour municipale - Frais/Perception (en lien avec jugement),,,41 à 50 ans,HOMME,Pays inconnu,Arabe,Non
2019-10-28,Refusée sans enquête,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,Sécurité - Autre qu'incendie,,,Inconnu,HOMME,Canadien,NON,Non
2019-10-28,Enquête approfondie,Ahuntsic-Cartierville,,,,,,,Arbre,"Charte - environnement, developpement durable",,51 à 64 ans,HOMME,Grec,NON,Non
2019-10-29,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,ZU - Autre,,,Inconnu,HOMME,Ne sait pas,NON,Non
2019-10-29,Refusée sans enquête,,,Concertation des arrondissements  - Toutes directions confondues,,,,,Animal,,,Inconnu,HOMME,Canadien,NON,Non
2019-10-29,Refusée sans enquête,Le Sud-Ouest,,,,,,,Services aux citoyens - Courtoisie/Comportement,,,Inconnu,HOMME,Canadien,NON,Non
2019-10-29,Refusée sans enquête,Villeray--Saint-Michel--Parc-Extension,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2019-10-29,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,65 ans et +,FEMME,Canadien,NON,Non
2019-10-29,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,65 ans et +,HOMME,Canadien,NON,Non
2019-10-29,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,TP - Compostage/Déchets/Recyclage,,,Inconnu,FEMME,Ne sait pas,Inconnu,Non
2019-10-29,Refusée sans enquête,Rivière-des-Prairies--Pointe-aux-Trembles,,Police - Toutes direstions confondues,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-10-29,Enquête approfondie,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,TP - Autre ou combinaison,,,Inconnu,HOMME,Canadien,NON,Non
2019-10-30,Refusée sans enquête,,,,,Office municipal d'habitation de Montréal (OMHM),,,Relations locataire/propriétaire (VdM et entités liées),,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-10-30,Refusée sans enquête,Le Sud-Ouest,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,Inconnu,HOMME,Ne sait pas,NON,Non
2019-10-30,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,Nuisance - Autre ou Combinaison,,,41 à 50 ans,FEMME,Ne sait pas,Asiatique,Non
2019-10-30,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2019-10-30,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Constat - Stationnement,,,Inconnu,HOMME,Ne sait pas,Inconnu,Non
2019-10-30,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,18 à 25 ans,FEMME,Ne sait pas,Arabe,Non
2019-10-30,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Congolais,Noir,Non
2019-10-30,Refusée sans enquête,Ville-Marie,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,18 à 25 ans,FEMME,Ne sait pas,Arabe,Non
2019-10-30,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Constat - Stationnement,,,Inconnu,Inconnu,Ne sait pas,Inconnu,Non
2019-10-30,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Constat - Stationnement,,,Inconnu,FEMME,Américain (É-U),NON,Non
2019-10-30,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,Immeuble - Salubrité - Autre ou Combinaison,,,65 ans et +,FEMME,Canadien,NON,Non
2019-10-30,Refusée sans enquête,,,Habitation - Toutes directions confondues,,,,,Subvention - Autre que logement social,,,26 à 40 ans,FEMME,Canadien,NON,Non
2019-10-31,Enquête approfondie,,,Concertation des arrondissements  - Toutes directions confondues,,,,,Animal,,,Inconnu,HOMME,Canadien,NON,Non
2019-10-31,Refusée sans enquête,,,,,,,,Divers,,,Inconnu,FEMME,Ne sait pas,NON,Non
2019-10-31,Refusée sans enquête,Ville-Marie,,,,,,,Nuisance - Autre ou Combinaison,,,41 à 50 ans,HOMME,Israélien,NON,Non
2019-10-31,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2019-10-31,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,Nuisance - Autre ou Combinaison,,,Inconnu,FEMME,Anglais,NON,Non
2019-10-31,Refusée sans enquête,Saint-Léonard,,,,,,,Taxe - Autre que foncière,,,Inconnu,FEMME,Ne sait pas,Inconnu,Non
2019-10-31,Refusée sans enquête,Montréal-Nord,,,,,,,Immeuble - Salubrité - Autre ou Combinaison,,,Inconnu,HOMME,Canadien,NON,Non
2019-10-31,Refusée sans enquête,Saint-Léonard,,,,,,,Accès à l'information,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-10-31,Refusée sans enquête,Pierrefonds-Roxboro,,,,,,,ZU - Permis - Autre,,,Inconnu,HOMME,Canadien,NON,Non
2019-10-31,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2019-10-31,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-10-31,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Constat - Stationnement,,,51 à 64 ans,FEMME,Canadien,Inconnu,Non
2019-11-01,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,TP - Compostage/Déchets/Recyclage,,,Inconnu,FEMME,Canadien,NON,Non
2019-11-01,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-11-01,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2019-11-01,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,Inconnu,FEMME,Ne sait pas,NON,Non
2019-11-01,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,TP - Aqueduc / Égout,,,51 à 64 ans,HOMME,Canadien,Inconnu,Non
2019-11-01,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,TP - Compostage/Déchets/Recyclage,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-11-01,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,Nuisance - Autre ou Combinaison,,,51 à 64 ans,FEMME,Iranien,NON,Non
2019-11-02,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2019-11-04,Refusée sans enquête,Ville-Marie,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,Inconnu,HOMME,Ne sait pas,Inconnu,Non
2019-11-04,Refusée sans enquête,Lachine,,,,,,,Services aux citoyens - Communication/Informations,,,Inconnu,FEMME,Ne sait pas,Inconnu,Non
2019-11-04,Enquête approfondie,Mercier--Hochelaga-Maisonneuve,,,,,,,Parcs et espaces verts,Charte - vie démocratique,Charte - sécurité,26 à 40 ans,FEMME,Pays inconnu,NON,Non
2019-11-04,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-11-04,Refusée sans enquête,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,Services aux citoyens - Communication/Informations,,,Inconnu,HOMME,Canadien,NON,Non
2019-11-05,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-11-05,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,ZU - Entrée charretière/Stationnement privé,,,Inconnu,FEMME,Ne sait pas,Inconnu,Non
2019-11-05,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,ZU - Permis - Autre,,,Inconnu,HOMME,Canadien,Inconnu,Non
2019-11-06,Refusée sans enquête,,,,,,,,Animal,,,Inconnu,FEMME,Italien,NON,Non
2019-11-06,Refusée sans enquête,,,Développement économique - Toutes directions confondues,,,,,Subvention - Autre que logement social,,,Inconnu,FEMME,Canadien,NON,Non
2019-11-06,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Ne sait pas,NON,Non
2019-11-06,Refusée sans enquête,Le Sud-Ouest,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,Inconnu,HOMME,Ne sait pas,NON,Non
2019-11-06,Refusée sans enquête,Pierrefonds-Roxboro,,,,,,,TP - Aqueduc / Égout,,,Inconnu,HOMME,Ne sait pas,Inconnu,Non
2019-11-06,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage matériel - Réclamation monétaire,,,Inconnu,HOMME,Grec,NON,Non
2019-11-06,Refusée sans enquête,,,,,,,,Éthique,,,41 à 50 ans,HOMME,Canadien,NON,Non
2019-11-06,Refusée sans enquête,L'Île-Bizard--Sainte-Geneviève,,,,,,,TP - Aqueduc / Égout,,,65 ans et +,FEMME,Canadien,NON,Non
2019-11-06,Refusée sans enquête,Le Sud-Ouest,,,,,,,Animal,,,26 à 40 ans,HOMME,Canadien,NON,Non
2019-11-07,Refusée sans enquête,,,,,Office municipal d'habitation de Montréal (OMHM),,,Immeuble - Salubrité - Moisissures,,,Inconnu,FEMME,Canadien,NON,Non
2019-11-07,Refusée sans enquête,,,Ressources humaines  - Toutes directions confondues,,,,,Relations de travail,,,Inconnu,FEMME,Canadien,NON,Non
2019-11-07,Refusée sans enquête,,,Finances - Toutes directions confondues,,,,,Services aux citoyens - Communication/Informations,,,Inconnu,HOMME,Ne sait pas,Inconnu,Non
2019-11-07,Refusée sans enquête,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,Constat - Stationnement,,,Inconnu,FEMME,Ne sait pas,NON,Non
2019-11-07,Refusée sans enquête,,,,,,,,Environnement/Développement durable,,,18 à 25 ans,FEMME,Pays inconnu,Latino-américain,Non
2019-11-07,Refusée sans enquête,Villeray--Saint-Michel--Parc-Extension,,,,,,,Arbre,,,Inconnu,FEMME,Canadien,NON,Non
2019-11-08,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,65 ans et +,FEMME,Canadien,NON,Non
2019-11-08,Refusée sans enquête,,,,,Société de transport de Montréal (STM),,,Relations de travail,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-11-08,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,Affaires juridiques - Direction des affaires civiles,,,,Ayant lien avec la Ville,Dommage matériel - Réclamation monétaire,,,Inconnu,HOMME,Pays inconnu,Inconnu,Non
2019-11-08,Refusée sans enquête,Outremont,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,65 ans et +,HOMME,Français,NON,Non
2019-11-08,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,65 ans et +,FEMME,Canadien,NON,Non
2019-11-08,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Nuisance - Autre ou Combinaison,,,Inconnu,Inconnu,Ne sait pas,Inconnu,Non
2019-11-08,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,Nuisance - Autre ou Combinaison,,,41 à 50 ans,FEMME,Canadien,NON,Non
2019-11-08,Refusée sans enquête,Villeray--Saint-Michel--Parc-Extension,,,,,,,TP - Chaussée/Trottoir,,,41 à 50 ans,FEMME,Canadien,NON,Non
2019-11-08,Refusée sans enquête,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,Dommage matériel - Demande de réparation,,,65 ans et +,HOMME,Afghan,Arabe,Non
2019-11-11,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Américain (É-U),NON,Non
2019-11-11,Refusée sans enquête,Verdun,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,Inconnu,HOMME,Ne sait pas,Inconnu,Non
2019-11-11,Refusée sans enquête,,,Évaluation foncière - Toutes directions confondues,,,,,Taxe foncière/Évaluation,,,Inconnu,HOMME,Canadien,NON,Non
2019-11-11,Refusée sans enquête,,,,,Société de transport de Montréal (STM),,,Services aux citoyens - Délai/Procédure,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2019-11-11,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,TP - Compostage/Déchets/Recyclage,,,Inconnu,HOMME,Ne sait pas,Inconnu,Non
2019-11-11,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,Nuisance - Bruit,,,Inconnu,HOMME,Ne sait pas,NON,Non
2019-11-12,Refusée sans enquête,,,,,Société de transport de Montréal (STM),,,Services aux citoyens - Délai/Procédure,,,Inconnu,HOMME,Pays inconnu,Inconnu,Non
2019-11-12,Refusée sans enquête,Ville-Marie,,,,,,,Sécurité - Autre qu'incendie,,,Inconnu,FEMME,Canadien,NON,Non
2019-11-12,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Sécurité - Autre qu'incendie,,,Inconnu,FEMME,Canadien,NON,Non
2019-11-12,Refusée sans enquête,Ville-Marie,,,,,,,Services aux citoyens - Autre ou combinaison,,,26 à 40 ans,FEMME,Canadien,NON,Non
2019-11-12,Refusée sans enquête,Ville-Marie,,,,,,,Appel d'offres/Contrat,,,26 à 40 ans,FEMME,Canadien,NON,Non
2019-11-12,Refusée sans enquête,Ville-Marie,,,,,,,Services aux citoyens - Autre ou combinaison,,,26 à 40 ans,HOMME,Canadien,NON,Non
2019-11-12,Refusée sans enquête,Ville-Marie,,Concertation des arrondissements  - Toutes directions confondues,,,,,Animal,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-11-12,Refusée sans enquête,,,,,Société d'habitation et de développement de Montréal (SHDM),,,Relations locataire/propriétaire (VdM et entités liées),,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-11-12,Refusée sans enquête,Ville-Marie,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,41 à 50 ans,HOMME,Canadien,NON,Non
2019-11-12,Refusée sans enquête,Ville-Marie,,,,,,,Environnement/Développement durable,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-11-12,Refusée sans enquête,Ville-Marie,,,,,,,Immeuble - Salubrité - Autre ou Combinaison,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-11-12,Refusée sans enquête,Ville-Marie,,,,,,,Divers,,,PM,PM,PM,PM,Non
2019-11-12,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,65 ans et +,FEMME,Ne sait pas,Inconnu,Non
2019-11-12,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,TP - Déneigement,,,Inconnu,FEMME,Ne sait pas,NON,Non
2019-11-13,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,TP - Déneigement,,,Inconnu,FEMME,Canadien,NON,Non
2019-11-13,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Constat - Stationnement,,,65 ans et +,FEMME,Canadien,NON,Non
2019-11-13,Refusée sans enquête,Montréal-Nord,,,,,,,Immeuble - Salubrité - Insectes,,,Inconnu,FEMME,Canadien,NON,Non
2019-11-13,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,Domaine public - Occupation,,,Inconnu,HOMME,Ne sait pas,Inconnu,Non
2019-11-13,Refusée sans enquête,,,Sécurité incendie - Toutes directions confondues,,,,,Sécurité incendie,,,Inconnu,HOMME,Ne sait pas,Inconnu,Non
2019-11-13,Refusée sans enquête,,,Concertation des arrondissements  - Toutes directions confondues,,,,,Animal,,,Inconnu,HOMME,Canadien,NON,Non
2019-11-13,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,Immeuble - Entretien,,,Inconnu,FEMME,Ne sait pas,Inconnu,Non
2019-11-13,Refusée sans enquête,,,,"Grands parcs, Mont-Royal et sports - Toutes autres directions confondues",,,,Parcs et espaces verts,,,Inconnu,HOMME,Italien,NON,Non
2019-11-13,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Pays inconnu,Asiatique,Non
2019-11-13,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,Sports et loisirs,,,Inconnu,HOMME,Ne sait pas,Inconnu,Non
2019-11-13,Enquête approfondie,Mercier--Hochelaga-Maisonneuve,,,,,,,ZU - Clôture/Haie,,,Inconnu,FEMME,Canadien,NON,Non
