Date_reception_demande,Mode_recep_demande,TypePlainte,GroupeAge,sexe,Minorite_visible,Origine_ethnique,Autochtone,Source,Acheminement_Demandeur,NbrePers,Ev_arrondissement,Ev_arrond2,Ev_arrond3,Ev_arrond4,Vc,Ev_service,Ev_service2,Ev_paramunicipal,Autre_entite,Categorie,Categorie2,Categorie3,Charte_vieD,Charte_vieD2,Charte_vieD3,Charte_vieES,Charte_vieES2,Charte_vieES3,Charte_Cult,Charte_Cult2,Charte_Cult3,Charte_ActP,Charte_ActP2,Charte_ActP3,Charte_Env,Charte_Env2,Charte_Env3,Charte_Sec,Charte_Sec2,Charte_Sec3,Charte_ServMun,Charte_ServMun2,Charte_ServMun3,DelaiReponse,resultat_enquete,mode_reponse,Date_fermeture,DelaiTraitement 
2014-09-24,Téléphone,individu,Inconnu,FEMME,Inconnu,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires civiles,,,,Réclamation monétaire (autres),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-09-25,2
2014-09-25,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Finances - ******Centre des services partagés,,,,Taxe (sauf foncière),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-09-26,2
2014-09-26,En personne,individu,Inconnu,HOMME,Latino-américain,Ne sait pas,False,B.A.M,Demandeur / Mandataire,1,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,,,Stationnement/SRRR/Vignette,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,En personne,2014-09-26,1
2014-09-26,Téléphone,individu,65 ans et +,HOMME,Inconnu,Ne sait pas,False,Inconnu,Demandeur / Mandataire,1,Rosemont/La Petite-Patrie,,,,,,,,,Permis,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-09-26,1
2014-09-29,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,Corporation de la gestion des marchés publics de Montréal,,Divers,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-09-29,1
2014-09-29,Téléphone,individu,65 ans et +,FEMME,NON,Marocain,False,Ancien demandeur,Demandeur / Mandataire,1,Côte-des-Neiges/Notre-Dame-de-Grâce,,,,,,,,,Arbre,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-09-29,1
2014-09-29,Téléphone,individu,65 ans et +,FEMME,Arabe,Marocain,False,Ancien demandeur,Demandeur / Mandataire,1,Côte-des-Neiges/Notre-Dame-de-Grâce,,,,,,,,,Stationnement/SRRR/Vignette,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-09-29,1
2014-09-29,Téléphone,individu,65 ans et +,FEMME,Arabe,Marocain,False,Ancien demandeur,Demandeur / Mandataire,1,Côte-des-Neiges/Notre-Dame-de-Grâce,,,,,,,,,Divers,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-09-29,1
2014-09-24,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-09-24,1
2014-09-29,Téléphone,individu,Inconnu,FEMME,Inconnu,Ne sait pas,False,Fonctionnaire,Demandeur / Mandataire,1,Côte-des-Neiges/Notre-Dame-de-Grâce,,,,,,,,,Salubrité et entretien (moisissures),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-09-29,1
2014-09-29,Téléphone,individu,Inconnu,FEMME,Inconnu,Ne sait pas,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,Logement social/HLM/Subvention au logement,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-09-29,1
2014-09-30,Téléphone,individu,Inconnu,HOMME,Inconnu,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-09-30,1
2014-09-30,Téléphone,individu,Inconnu,HOMME,Inconnu,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,,,Stationnement/SRRR/Vignette,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-09-30,1
2014-09-29,Téléphone,individu,65 ans et +,FEMME,NON,Canadien,False,Connaissances générales,Demandeur / Mandataire,1,,,,,,Service de police - Direction des opérations,,,,Infraction à une loi,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-09-30,2
2014-09-29,Courriel,individu,26 à 40 ans,FEMME,NON,Canadien,False,Internet,Demandeur / Mandataire,2,,,,,,Ser. mise en valeur du territoire - Direction de l'habitation,,,,Subvention autre que logement,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-09-29,1
2014-09-29,En personne,individu,65 ans et +,FEMME,Noir,Pays inconnu,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Décision judiciaire autre,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,En personne,2014-09-29,1
2014-10-01,Téléphone,individu,26 à 40 ans,HOMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires pénales et criminelles,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-10-01,1
2014-09-30,Téléphone,individu,Inconnu,HOMME,NON,Italien,False,Inconnu,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction de l'évaluation foncière,,,,Qualité des services,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-10-01,2
2014-10-01,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Ser. mise en valeur du territoire - Direction de l'habitation,,,,Qualité des services,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-10-01,1
2014-10-01,Téléphone,individu,65 ans et +,FEMME,NON,Canadien,False,Connaissances générales,Demandeur / Mandataire,5,,,,,,Service de police - Direction des opérations,,,,Infraction à une loi,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-10-02,2
2014-10-01,Téléphone,individu,51 à 64 ans,FEMME,Inconnu,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,Bureau du taxi de Montréal,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-10-02,2
2014-10-01,Téléphone,individu,Inconnu,FEMME,Arabe,Pays inconnu,False,Internet,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires civiles,,,,Réclamation monétaire (autres),,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-10-01,1
2014-09-30,Téléphone,individu,26 à 40 ans,HOMME,NON,Français,False,Internet,Demandeur / Mandataire,2,Le Plateau Mont-Royal,,,,,,,,,Taxe (sauf foncière),,,,,,,,,,,,,,,,,,,,,,,,,En Traitement,,,
2014-10-01,Blogue,individu,Inconnu,HOMME,Inconnu,Ne sait pas,False,Inconnu,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires pénales et criminelles,,,,Jugement Cour municipale,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Blogue,2014-10-02,2
2014-10-01,Blogue,individu,Inconnu,Inconnu,Inconnu,Ne sait pas,False,Inconnu,Demandeur / Mandataire,1,X-Tous les arrondissements,,,,,,,,,Déchets/Recyclage/Compostage,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Blogue,2014-10-02,2
2014-10-02,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires pénales et criminelles,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-10-03,2
2014-10-03,Téléphone,individu,65 ans et +,HOMME,NON,Français,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,Ser. mise en valeur du territoire - Direction de l'habitation,,,,Divers,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-10-03,1
2014-10-03,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Verdun,,,,,,,,,Application de la réglementation,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-10-03,1
2014-10-03,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Serv. sécurité  incendie de Mtl. - Toutes directions confondues,,,,Sécurité incendie,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-10-03,1
2014-10-06,Téléphone,individu,Inconnu,FEMME,Inconnu,Ne sait pas,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-10-06,1
2014-10-06,Téléphone,individu,Inconnu,HOMME,Inconnu,Pays inconnu,False,Ancien demandeur,Demandeur / Mandataire,1,Rosemont/La Petite-Patrie,,,,,,,,,Fourrière (entreposage de meubles),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-10-06,1
2014-09-29,Courriel,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,Conseil de la ville,,,,,Divers,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2014-09-29,1
2014-10-06,En personne,individu,51 à 64 ans,HOMME,NON,Pays inconnu,False,Internet,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,En personne,2014-10-06,1
2014-10-06,Blogue,individu,26 à 40 ans,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Ahuntsic-Cartierville,,,,,,,,,Stationnement/SRRR/Vignette,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Blogue,2014-10-06,1
2014-10-06,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Rosemont/La Petite-Patrie,,,,,,,,,Décision conseil d'arrond.,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-10-06,1
2014-10-01,Téléphone,individu,Inconnu,FEMME,NON,Ne sait pas,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,****Service du capital humain et des communications - Direction du capital humain,,,,Comportement d'un employé/élu,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-10-07,5
2014-10-06,Courriel,individu,Inconnu,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,Service de police - Section des agents de stationnement,,,,Comportement d'un employé/élu,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-10-07,2
2014-10-07,Téléphone,individu,65 ans et +,HOMME,Inconnu,Ne sait pas,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-10-07,1
2014-10-07,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,Logement social/HLM/Subvention au logement,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-10-07,1
2014-10-07,Téléphone,individu,Inconnu,HOMME,Inconnu,Ne sait pas,False,Inconnu,Demandeur / Mandataire,1,,,,,,Service de police - Section des agents de stationnement,,,,Infraction de stationnement,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-10-07,1
2014-10-07,Téléphone,individu,Inconnu,FEMME,Inconnu,Ne sait pas,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,Bureau du taxi de Montréal,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-10-07,1
2014-10-08,Téléphone,individu,Inconnu,HOMME,Latino-américain,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,,,,,,****Service du capital humain et des communications - Direction du capital humain,,,,Relation de travail,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-10-08,1
2014-10-06,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entité mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-10-08,3
2014-10-07,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Publicité du bureau,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-10-08,2
2014-09-19,En personne,individu,65 ans et +,HOMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,Logement social/HLM/Subvention au logement,,,,,,,,,,,,,,,,,,,,,,,,,Référé après enquête,Lettre,2014-10-14,17
2014-10-06,Courriel,individu,51 à 64 ans,HOMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Service de police - Direction des opérations,,,,Application de la réglementation,,,,,,,,,,,,,,,,,,,,,,,,,En Traitement,,,
2014-10-08,Téléphone,individu,Inconnu,HOMME,NON,Pays inconnu,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Finances - ******Centre des services partagés,,,,Taxe (sauf foncière),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-10-08,1
2014-10-08,Téléphone,individu,Inconnu,FEMME,NON,Pays inconnu,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Finances - ******Centre des services partagés,,,,Évaluation/Taxe foncière,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-10-08,1
2014-10-08,Téléphone,individu,Inconnu,FEMME,Inconnu,Ne sait pas,False,Inconnu,Demandeur / Mandataire,5,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,Logement social/HLM/Subvention au logement,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-10-09,2
2014-10-09,En personne,individu,51 à 64 ans,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,Logement social/HLM/Subvention au logement,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,En personne,2014-10-09,1
2014-10-09,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,Service de police - Direction des opérations,,,,Infraction à une loi,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-10-09,1
2014-10-10,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,Société de transport de Montréal (STM),,Personne handicapée,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-10-10,1
2014-10-10,Téléphone,individu,Inconnu,HOMME,Inconnu,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,Saint-Léonard,,,,,,,,,Bibliothèque,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-10-10,1
2014-10-10,Téléphone,individu,Inconnu,HOMME,Inconnu,Ne sait pas,False,Inconnu,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires pénales et criminelles,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-10-10,1
2014-10-12,Courriel,individu,26 à 40 ans,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,Rosemont/La Petite-Patrie,,,,,,,,,Bruit,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-10-14,1
2014-10-11,Courriel,individu,26 à 40 ans,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Ville-Marie,,,,,,,,,Bruit,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-10-14,1
2014-10-14,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,Villeray/Saint-Michel/Parc-Extension,,,,,,,,,Communications,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-10-14,1
2014-10-14,Courriel,individu,26 à 40 ans,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction de l'évaluation foncière,,,,Communications,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-10-15,2
2014-10-15,En personne,individu,65 ans et +,HOMME,Inconnu,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,,,,,,Service de police - Direction des opérations,,,,Infraction à une loi,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,En personne,2014-10-15,1
2014-10-15,En personne,individu,65 ans et +,HOMME,Inconnu,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,Bureau du taxi de Montréal,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,En personne,2014-10-15,1
2014-10-16,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Côte-des-Neiges/Notre-Dame-de-Grâce,,,,,,,,,Salubrité et entretien (autres),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-10-16,1
2014-10-16,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-10-16,1
2014-10-16,Courriel,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Le Sud-Ouest,,,,,,,,,Communications,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-10-16,1
2014-10-16,Courriel,individu,65 ans et +,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Ser. mise en valeur du territoire - Direction de l'habitation,,,,Zonage/Urbanisme/Dérogation,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-10-17,2
2014-10-15,Blogue,individu,Inconnu,HOMME,Inconnu,Ne sait pas,False,Blogue,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires pénales et criminelles,,,,Jugement Cour municipale,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Blogue,2014-10-16,2
2014-10-15,Blogue,individu,Inconnu,FEMME,NON,Canadien,False,Blogue,Demandeur / Mandataire,1,X-Tous les arrondissements,,,,,,,,,Salubrité et entretien (moisissures),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Blogue,2014-10-16,2
2014-10-17,Téléphone,individu,Inconnu,FEMME,Inconnu,Ne sait pas,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,Logement social/HLM/Subvention au logement,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-10-17,1
2014-10-15,Poste,individu,Inconnu,FEMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,Ahuntsic-Cartierville,,,,,,,,,Qualité des services,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Lettre,2014-10-20,4
2014-10-21,Poste,personne morale,PM,PM,PM,PM,False,Inconnu,Demandeur / Mandataire,1,,,,,,Finances - ******Centre des services partagés,,,,Évaluation/Taxe foncière,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-10-21,1
2014-10-17,Téléphone,individu,Inconnu,HOMME,Inconnu,Ne sait pas,False,Inconnu,Demandeur / Mandataire,1,Le Plateau Mont-Royal,,,,,,,,,Stationnement/SRRR/Vignette,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-10-20,2
2014-10-17,Téléphone,individu,65 ans et +,FEMME,NON,Ne sait pas,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,Logement social/HLM/Subvention au logement,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-10-21,3
2014-10-20,Courriel,individu,65 ans et +,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Service de police - Direction des opérations,,,,Infraction à une loi,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-10-20,1
2014-10-20,Téléphone,individu,Inconnu,FEMME,Arabe,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires pénales et criminelles,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-10-20,1
2014-10-20,Téléphone,individu,Inconnu,HOMME,NON,Belge,False,Inconnu,Demandeur / Mandataire,1,,,,,,Service de police - Direction des opérations,,,,Comportement d'un employé/élu,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-10-20,1
2014-10-17,Téléphone,individu,18 à 25 ans,HOMME,NON,Canadien,False,Parent ou ami,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires pénales et criminelles,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-10-17,1
2014-10-21,Téléphone,individu,Inconnu,HOMME,NON,Ne sait pas,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-10-21,1
2014-10-21,En personne,individu,51 à 64 ans,HOMME,NON,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,Villeray/Saint-Michel/Parc-Extension,,,,,,,,,Stationnement/SRRR/Vignette,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,En personne,2014-10-21,1
2014-10-21,En personne,individu,51 à 64 ans,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,****Service du capital humain et des communications - Direction du capital humain,,,,Relation de travail,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,En personne,2014-10-21,1
2014-10-22,Téléphone,individu,51 à 64 ans,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,2,Le Plateau Mont-Royal,,,,,,,,,Application de la réglementation,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-10-22,1
2014-10-06,En personne,individu,41 à 50 ans,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Le Plateau Mont-Royal,,,,,,,,,Permis,,,,,,,,,,,,,,,,,,,,,,,,,En Traitement,,,
2014-10-06,Poste,individu,Inconnu,HOMME,NON,Pays inconnu,False,Inconnu,Demandeur / Mandataire,3,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2014-10-21,11
2014-10-06,Poste,individu,Inconnu,HOMME,NON,Pays inconnu,False,Inconnu,Demandeur / Mandataire,3,,,,,,Service de police - Direction des opérations,,,,Infraction à une loi,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-10-21,11
2014-10-15,Courriel,individu,26 à 40 ans,FEMME,NON,Canadien,False,Internet,Demandeur / Mandataire,2,,,,,,Ser. mise en valeur du territoire - Direction de l'habitation,,,,Qualité des services,Charte - services municipaux,,,,,,,,,,,,,,,,,,,,Rendre des services municipaux de manière compétente, respectueuse et non discriminatoire,,,21,En Traitement,,,
2014-10-22,Courriel,individu,65 ans et +,HOMME,NON,Canadien,False,Journal,Demandeur / Mandataire,1,Le Plateau Mont-Royal,,,,,Service des infrastructures, de la voirie et des transports - Direction des transports,,,,Circulation,Charte - environnement, developpement durable,,,,,,,,,,,,,,Prendre des mesures visant à limiter les nuisances abusives issues de la circulation,,,,,,,,,,En Traitement,,,
2014-10-22,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,Société de transport de Montréal (STM),,Relation de travail,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-10-22,1
2014-09-29,En personne,individu,65 ans et +,FEMME,Noir,Pays inconnu,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,Logement social/HLM/Subvention au logement,,,,,,,,,,,,,,,,,,,,,,,,,Refus de collaboration ou de règlement,Lettre,2014-12-16,56
2014-10-22,Courriel,individu,18 à 25 ans,FEMME,Inconnu,Pays inconnu,False,Internet,Demandeur / Mandataire,1,Le Plateau Mont-Royal,,,,,,,,,Bruit,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-10-23,2
2014-10-23,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Rosemont/La Petite-Patrie,,,,,,,,,Animal,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-10-23,1
2014-10-22,Téléphone,individu,Inconnu,FEMME,NON,Ne sait pas,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires pénales et criminelles,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-10-23,2
2014-10-22,Téléphone,individu,Inconnu,FEMME,Inconnu,Ne sait pas,False,Inconnu,Demandeur / Mandataire,1,Côte-des-Neiges/Notre-Dame-de-Grâce,,,,,,,,,Voirie/Travaux publics,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-10-23,2
2014-10-20,Courriel,individu,26 à 40 ans,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires pénales et criminelles,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-10-23,4
2014-10-24,Courriel,individu,41 à 50 ans,FEMME,NON,Canadien,False,Parent ou ami,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2014-10-27,2
