Id,date,provenance,relation_navette_connaissance,relation_navette_premiere_experience,relation_navette_confort_autonomie,relation_navette_confiance_technologie,relation_avec _technologie,relation_navette_meilleur_usage,relation_navette_avantages,relation_navette_barrieres_utilisation,relation_navette_integration_rue,relation_navette_integration_transport,relation_navette_voiture,relation_navette_cycliste,relation_navette_pieton,navette_parc_olympique_connaissance,navette_parc_olympique_essaie,navette_parc_olympique_non_essaie,navette_parc_olympique_evaluation_experience,navette_parc_olympique_confort_autonomie,navette_parc_olympique_securite_en_mouvement,navette_parc_olympique_sentiment_sans_controleur,navette_parc_olympique_comparaison_autre_transport,navette_parc_olympique_integration,navette_parc_olympique_evaluation_trajet,navette_parc_olympique_evaluation_confort,navette_parc_olympique_evaluation_vitesse,navette_parc_olympique_evaluation_emplacement_arrets,navette_parc_olympique_evaluation_nbre_arrets,navette_parc_olympique_evaluation_cortoisie_operateur,navette_parc_olympique_evaluation_horaire,relation_voiture_pocession,relation_voiture_frequence_usage,relation_voiture_conduite,relation_tranport_en_commun_usage,relation_tranport_en_commun_frequence,relation_transport_en_commun_nature,relation_tranport_en_commun_appreciation,classement_groupe_age,classement_genre,classement_niveau_etude,classement_mobilite_reduite,classement_statut_emploi,classement_duree_trajet,classement_frequence_teletravail,classement_statut_familial,commentaire
108,2018-10-30,Par courriel,Oui,Non,5,5,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), En remplacement de la voiture individuelle, Service spécial au ","Ne pas avoir à me stationner (la navette vous dépose et repart), Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation)",Sécurité des passants,Oui,Oui,Confortable,Confortable,Confortable,Oui,Non,"Cela n'est pas nécessaire pour moi, le stationnement m'amène directement à mon bureau",,,,,,,,,,,,,,Oui,Tous les jours,Oui,Oui,Quelques fois par mois,Métro,4,51 - 65,Homme,"Études supérieures (DESS, Maitrise, Doctorat, Post- Doctorat)",Non,Employé à temps plein,90 minutes,Quelques fois par mois,Famille avec enfant (1 ou 2 parents),
109,2018-10-30,Par courriel,Oui,Non,5,5,J'adopte rapidement les technologies et j'influence les autres,"À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), Navette dans des endroits très achalandés",Aide au transport de personnes qui ne conduisent pas,"Sécurité des passants, Fiabilité des technologies",Oui,Oui,Neutre,Confortable,Confortable,Oui,Non,Pas en service lors de mes heures de travail,,,,,,,,,,,,,,Non,,Je ne conduis pas,Oui,Tous les jours,"Autobus, Métro",4,25 à 34 ans,Femme,Diplôme d'études collégiales,Non,Employé à temps plein,2H,Jamais,Personne seule ou en couple,
110,2018-10-31,Par courriel,Oui,Oui,5,5,J'adopte les technologies lorsque nécessaire,À la sortie des stations de transport en commun du métro et du train,Ne pas avoir à me stationner (la navette vous dépose et repart),Absence physique de conducteur,Pas convaincu,Oui,Confortable,Confortable,Confortable,Oui,Oui,,5,4,Oui,3,4,Oui,5,5,4,5,4,5,1,Oui,Tous les jours,Oui,Non,Quelques fois par année,Métro,2,35 - 50 ans,Femme,Diplome d'études secondaire,Oui,Employé à temps plein,2heures,Jamais,Personne seule ou en couple,
111,2018-10-31,Par courriel,Oui,Oui,5,5,J'adopte rapidement les technologies et j'influence les autres,À la sortie des stations de transport en commun du métro et du train,Transport collectif plus durable,l'hiver,Oui,Oui,Très confortable,Très confortable,Très confortable,Oui,Oui,,5,5,Oui,5,5,Oui,5,5,4,5,5,5,4,Oui,Tous les jours,Oui,Non,Quelques fois par année,"Autobus, Métro",3,35 - 50 ans,Femme,Baccalauréat,Non,Employé à temps plein,30 minutes,Quelques fois par mois,Famille avec enfant (1 ou 2 parents),
112,2018-11-05,Par courriel,Non,Non,4,4,J'adopte les technologies lorsque nécessaire,"Navette dans des endroits très achalandés, être bien plus exploitées pour remplacer les transports en commun","Transport collectif plus durable, l'avenir du transport en commun je pense, le métro et le bus sont désuets",Fiabilité des technologies,Oui,Oui,Confortable,Confortable,Confortable,Non,Non,"je ne savais pas qu'elles existaient, puis je viens en vélo",,,,,,,,,,,,,,Non,,Oui,Oui,Quelques fois par semaine,"Autobus, Métro",2,25 à 34 ans,Femme,Baccalauréat,Non,Employé à temps partiel,1h ,Quelques fois par mois,Personne seule ou en couple,
113,2018-11-05,Par courriel,Oui,Oui,5,5,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), Service spécial au centre-ville","Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation)",Fiabilité des technologies,Non,Peut-être,Inconfortable,Très inconfortable,Confortable,Oui,Oui,,4,4,Oui,2,4,Oui,4,4,2,5,2,5,2,Oui,Tous les jours,Oui,Non,Quelques fois par année,Métro,2,35 - 50 ans,Femme,Baccalauréat,Non,Employé à temps plein,2 heures,Jamais,Famille avec enfant (1 ou 2 parents),
114,2018-11-06,Par courriel,Oui,Non,3,3,J'adopte rapidement les technologies et j'influence les autres,Transport de personnes à mobilité réduite,"Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation)",Jamais là quand j'arrive,Oui,Non,Confortable,Confortable,Confortable,Oui,Non,Jamais là quand j'arrive,,,,,,,,,,,,,,Oui,Tous les jours,Oui,Non,Quelques fois par année,Métro,2,35 - 50 ans,Femme,Diplome d'études secondaire,Non,Employé à temps plein,15 minutes,Quelques fois par semaine,Famille avec enfant (1 ou 2 parents),
115,2018-10-22,Présence,Non,Non,,5,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), En remplacement de la voiture individuelle, Service spécial au ","Ne pas avoir à me stationner (la navette vous dépose et repart), Augmente la sécurité routière, Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Aide au transport de personnes qui ne conduisent pa",,Oui,Oui,Très confortable,Très confortable,Très confortable,Non,Non,,,,,,,,,,,,,,,Oui,Tous les jours,Oui,Non,Quelques fois par mois,Métro,2,35 - 50 ans,Femme,Baccalauréat,Non,,40,Jamais,Personne seule ou en couple,
116,2018-10-22,Présence,Oui,Non,3,4,J'adopte les technologies lorsque nécessaire,"Transport de personnes à mobilité réduite, Service spécial au centre-ville, Utilisation pour le dernier kilomètre entre la maison et le travail","Ne pas avoir à me stationner (la navette vous dépose et repart), Aide au transport de personnes qui ne conduisent pas, Transport collectif plus durable",Fiabilité des technologies,Oui,Oui,Inconfortable,Inconfortable,Inconfortable,Non,Non,,,,,,,,,,,,,,,Oui,Tous les jours,Oui,Non,,Métro,3,51 - 65,Femme,Baccalauréat,Non,Employé à temps plein,1h,Jamais,Personne seule ou en couple,
117,2018-10-22,Présence,Oui,Non,3,4,J'adopte les technologies lorsque nécessaire,"Transport de personnes à mobilité réduite, Service spécial au centre-ville, Utilisation pour le dernier kilomètre entre la maison et le travail","Ne pas avoir à me stationner (la navette vous dépose et repart), Aide au transport de personnes qui ne conduisent pas, Transport collectif plus durable",Fiabilité des technologies,Oui,Oui,Inconfortable,Inconfortable,Inconfortable,Non,Non,,,,,,,,,,,,,,,Oui,Tous les jours,Oui,Non,,Métro,3,51 - 65,Femme,Baccalauréat,Non,Employé à temps plein,1h,Jamais,Personne seule ou en couple,
118,2018-10-22,Présence,Oui,Oui,5,4,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs)","Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Aide au transport de personnes qui ne conduisent pas",,Non,Peut-être,Inconfortable,Inconfortable,Confortable,Oui,Oui,,5,5,Oui,3,4,Non,5,5,2,5,4,5,2,Oui,Tous les jours,Oui,Non,,Métro,4,51 - 65,Femme,Diplôme d'études collégiales,Non,Employé à temps partiel,60,Jamais,Famille avec enfant (1 ou 2 parents),
119,2018-10-22,Présence,Non,Non,3,3,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train",Augmente la sécurité routière,"Sécurité des passants, Collecte de données personnelles",Non,Oui,Inconfortable,Inconfortable,Inconfortable,Non,Non,,,,,,,,,,,,,,,Non,Tous les jours,,Non,Tous les jours,"Autobus, Métro",2,25 à 34 ans,Homme,Diplôme d'études collégiales,Non,Employé à temps partiel,2,Jamais,Personne seule ou en couple,
120,2018-10-22,Présence,Non,Non,5,4,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), Service spécial au centre-ville, Navette dans des endroits très","Ne pas avoir à me stationner (la navette vous dépose et repart), Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Aide au transport de personnes qui ne conduisent pas, Meilleur flot de circulation","Sécurité des passants, Collecte de données personnelles, Cybersécurité, Absence physique de conducteur, Fiabilité des technologies",Non,Oui,Confortable,Neutre,Neutre,Non,Non,,,,,,,,,,,,,,,Non,,Oui,Oui,Tous les jours,"Autobus, Métro, Trains de banlieue, Bixi",4,25 à 34 ans,Femme,Baccalauréat,Non,Employé à temps plein,30 min,Quelques fois par mois,Personne seule ou en couple,
121,2018-10-22,Présence,Oui,Oui,5,5,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, En remplacement de la voiture individuelle, Service spécial au centre-ville, Navette dans des endroits très achalandés","Ne pas avoir à me stationner (la navette vous dépose et repart), Augmente la sécurité routière, Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Aide au transport de personnes qui ne conduisent pa",,Oui,Oui,Très confortable,Très confortable,Très confortable,Oui,Oui,,5,5,Oui,5,3,Oui,,Pas d'opinion,Pas d'opinion,Pas d'opinion,Pas d'opinion,,Pas d'opinion,Oui,Quelques fois par mois,Oui,Oui,Tous les jours,"Autobus, Métro",5,16 ans à 24 ans,Femme,Baccalauréat,Non,Employé à temps partiel,15 min,Jamais,Personne seule ou en couple,
122,2018-10-22,Présence,Oui,Non,5,4,J'adopte rapidement les technologies et j'influence les autres,Transport de personnes à mobilité réduite,Meilleur flot de circulation dans la ville,Décision éthique des algorithmes ,Oui,,Neutre,Inconfortable,Inconfortable,Non,Non,,,,,,,,,,,,,,,Oui,Tous les jours,Non,Non,,,1,35 - 50 ans,Homme,"Études supérieures (DESS, Maitrise, Doctorat, Post- Doctorat)",Non,Employé à temps partiel,90,Jamais,Famille avec enfant (1 ou 2 parents),
123,2018-10-22,Présence,Non,Non,1,3,J'ai besoin d'être convaincu pour adopter une nouvelle technologie,Perte d’emploi ,,,Non,,Inconfortable,Inconfortable,Inconfortable,Oui,Non,Pas encore eu l’occasion ,,,,,,,,,,,,,,Oui,Quelques fois par semaine,Oui,Oui,Tous les jours,"Autobus, Métro",3,25 à 34 ans,Femme,"Études supérieures (DESS, Maitrise, Doctorat, Post- Doctorat)",Non,Employé à temps plein,60 min,Jamais,Famille avec enfant (1 ou 2 parents),
124,2018-10-22,Présence,Non,Non,1,,J'adopte les technologies lorsque nécessaire,"Transport de personnes à mobilité réduite, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), Service spécial au centre-ville","Ne pas avoir à me stationner (la navette vous dépose et repart), Augmente la sécurité routière, Transport collectif plus durable","Sécurité des passants, Fiabilité des technologies",Non,Oui,Inconfortable,Inconfortable,Inconfortable,Non,Non,,,,,,,,,,,,,,,Non,Tous les jours,Non,Non,Tous les jours,"Autobus, Métro",3,35 - 50 ans,Femme,Diplome d'études secondaire,Non,Employé à temps partiel,1h,Jamais,Famille avec enfant (1 ou 2 parents),
125,2018-10-22,Présence,Non,Non,,4,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, En remplacement de la voiture individuelle",Aide au transport de personnes qui ne conduisent pas,,Oui,Oui,Très confortable,Très confortable,Très confortable,Non,Non,,,,,,,,,,,,,,,Non,,Oui,Non,Tous les jours,"Autobus, Métro",3,16 ans à 24 ans,Homme,Diplôme d'études collégiales,Non,Employé à temps plein,2.5 h,Jamais,Personne seule ou en couple,
126,2018-10-22,Présence,Non,Non,3,4,J'adopte rapidement les technologies et j'influence les autres,"À la sortie des stations de transport en commun du métro et du train, En remplacement de la voiture individuelle","Ne pas avoir à me stationner (la navette vous dépose et repart), Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Transport collectif plus durable","Sécurité des passants, Cybersécurité, Absence physique de conducteur",Je n'y ai jamais pensé,Oui,Neutre,Inconfortable,Inconfortable,Non,Non,,,,,,,,,,,,,,,Non,,Oui,Oui,Tous les jours,"Autobus, Métro",4,16 ans à 24 ans,Femme,Diplôme d'études collégiales,Non,Étudiant,120 min,,Personne seule ou en couple,
127,2018-10-22,Présence,Oui,Non,4,4,J'adopte rapidement les technologies et j'influence les autres,"À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), Service spécial au centre-ville, Navette dans des endroits très achalandés","Ne pas avoir à me stationner (la navette vous dépose et repart), Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Aide au transport de personnes qui ne conduisent pas, Meilleur flot de circulation",Absence physique de conducteur,Je n'y ai jamais pensé,Oui,Confortable,Confortable,Confortable,Non,Non,,,,,,,,,,,,,,,Oui,Tous les jours,Oui,Non,Tous les jours,"Autobus, Métro, Trains de banlieue",5,35 - 50 ans,Homme,Diplôme d'études collégiales,Non,Employé à temps plein,,Une fois par semaine,Famille avec enfant (1 ou 2 parents),Il doit en avoir plus
128,2018-10-22,Présence,Oui,Non,2,3,J'ai besoin d'être convaincu pour adopter une nouvelle technologie,"Transport de personnes à mobilité réduite, Désservir des activités de tourisme et de loisirs (festival, centre sportifs)","Ne pas avoir à me stationner (la navette vous dépose et repart), Aide au transport de personnes qui ne conduisent pas","Sécurité des passants, Absence physique de conducteur",Oui,Peut-être,Confortable,Confortable,Confortable,Non,Non,,,,,,,,,,,,,,,,,,Oui,,"Autobus, Métro",,16 ans à 24 ans,Femme,,Non,Étudiant,,,Personne seule ou en couple,
129,2018-10-22,Présence,Oui,Non,5,5,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), En remplacement de la voiture individuelle, Service spécial au centre-ville","Ne pas avoir à me stationner (la navette vous dépose et repart), Aide au transport de personnes qui ne conduisent pas, Meilleur flot de circulation dans la ville, Transport collectif plus durable","Sécurité des passants, Collecte de données personnelles, Cybersécurité",Non,Oui,Confortable,Confortable,Confortable,Oui,Non,,,,,,,,,,,,,,,Oui,Quelques fois par semaine,Oui,Non,Tous les jours,"Autobus, Métro",4,65 et plus,Homme,Diplome d'études secondaire,Non,Retraité,1h,Jamais,Personne seule ou en couple,
130,2018-10-22,Présence,Non,Non,3,3,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, En remplacement de la voiture individuelle","Aide au transport de personnes qui ne conduisent pas, Meilleur flot de circulation dans la ville",Sécurité des passants,Oui,Oui,Confortable,Inconfortable,Confortable,Non,Non,,,,,,,,,,,,,,,Non,,Non,Oui,Tous les jours,"Autobus, Métro",4,16 ans à 24 ans,Homme,Diplôme d'études collégiales,Non,Employé à temps plein,120 min,,Famille avec enfant (1 ou 2 parents),
131,2018-10-22,Présence,Non,Non,3,3,J'adopte les technologies lorsque nécessaire,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), En remplacement de la voiture individuelle, Service spécial au ","Ne pas avoir à me stationner (la navette vous dépose et repart), Augmente la sécurité routière, Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Aide au transport de personnes qui ne conduisent pa","Sécurité des passants, Collecte de données personnelles, Cybersécurité, Absence physique de conducteur",Oui,Oui,Inconfortable,Inconfortable,Inconfortable,Non,Non,,,,,,,,,,,,,,,Non,,Oui,Oui,Tous les jours,"Autobus, Métro, Trains de banlieue, Bixi",5,16 ans à 24 ans,Femme,Diplôme d'études collégiales,Non,Étudiant,1h,Jamais,Personne seule ou en couple,Pertinent d-etre informé 
132,2018-10-22,Présence,Oui,Non,2,2,J'ai besoin d'être convaincu pour adopter une nouvelle technologie,"Transport de personnes à mobilité réduite, Ambulance, taxi, poids lourd","Augmente la sécurité routière, Meilleur flot de circulation dans la ville",Enlève des jobs,Pas convaincu,Non,,,Confortable,Non,Non,,,,,,,,,,,,,,,Non,,Oui,Oui,Tous les jours,"Autobus, Métro",3,16 ans à 24 ans,Femme,Diplome d'études secondaire,Non,Étudiant,150 sec,,Personne seule ou en couple,Très préoccupée par la perte d’emploi des chauffeurs 
133,2018-10-22,Présence,Non,Non,3,2,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), Service spécial au centre-ville, Navette dans des endroits très","Ne pas avoir à me stationner (la navette vous dépose et repart), Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Aide au transport de personnes qui ne conduisent pas, Meilleur flot de circulation","Sécurité des passants, Cybersécurité, Absence physique de conducteur",Pas convaincu,Oui,Neutre,Inconfortable,Inconfortable,Non,Non,,,,,,,,,,,,,,,Non,,Je ne conduis pas,Non,Tous les jours,"Autobus, Métro",3,16 ans à 24 ans,Femme,Diplome d'études secondaire,Non,Étudiant,30 min,,Personne seule ou en couple,
134,2018-10-22,Présence,Non,Non,3,3,J'adopte les technologies lorsque nécessaire,Transport de personnes à mobilité réduite,Augmente la sécurité routière,"Cybersécurité, Absence physique de conducteur",Pas convaincu,Oui,Inconfortable,Inconfortable,Confortable,Non,Non,,,,,,,,,,,,,,,Non,,Oui,Oui,Tous les jours,"Autobus, Métro",4,16 ans à 24 ans,Homme,Diplome d'études secondaire,Non,Étudiant,120,,Personne seule ou en couple,
135,2018-10-22,Présence,,Non,5,5,J'adopte rapidement les technologies et j'influence les autres,"À la sortie des stations de transport en commun du métro et du train, En remplacement de la voiture individuelle","Ne pas avoir à me stationner (la navette vous dépose et repart), Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Transport collectif plus durable, Diminuer les couts","Cybersécurité, Fiabilité des technologies",Oui,Oui,Inconfortable,Inconfortable,Très confortable,Non,Non,,,,,,,,,,,,,,,Non,,,Non,Tous les jours,"Autobus, Métro",3,16 ans à 24 ans,Homme,Diplome d'études secondaire,Non,Étudiant,2h,,Personne seule ou en couple,
136,2018-10-22,Présence,Non,Non,3,4,J'adopte rapidement les technologies et j'influence les autres,Transport de personnes à mobilité réduite,Aide au transport de personnes qui ne conduisent pas,"Collecte de données personnelles, Absence physique de conducteur",Non,Non,Inconfortable,Inconfortable,Inconfortable,Non,Non,,,,,,,,,,,,,,,Non,,Non,Non,Tous les jours,"Autobus, Métro",4,16 ans à 24 ans,Femme,Diplome d'études secondaire,Non,Étudiant,1h,,Famille avec enfant (1 ou 2 parents),
137,2018-10-22,Présence,Non,Non,2,2,J'adopte rapidement les technologies et j'influence les autres,"Désservir des activités de tourisme et de loisirs (festival, centre sportifs)","Ne pas avoir à me stationner (la navette vous dépose et repart), Aide au transport de personnes qui ne conduisent pas, Transport collectif plus durable",Fiabilité des technologies,Pas convaincu,Non,Inconfortable,Inconfortable,Confortable,Non,Non,,,,,,,,,,,,,,,Non,,Oui,Oui,Tous les jours,"Autobus, Métro",1,25 à 34 ans,Femme,Diplôme d'études collégiales,Non,Employé à temps partiel,3h,Jamais,Personne seule ou en couple,
138,2018-10-23,Présence,Non,Non,1,1,J'adopte rapidement les technologies et j'influence les autres,Utilisation pour le dernier kilomètre entre la maison et le travail,"Ne pas avoir à me stationner (la navette vous dépose et repart), Augmente la sécurité routière, Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Aide au transport de personnes qui ne conduisent pa","Sécurité des passants, Collecte de données personnelles, Cybersécurité, Absence physique de conducteur",Non,Oui,Inconfortable,Inconfortable,Neutre,Non,Non,,,,,,,,,,,,,,,Non,,Oui,Non,Tous les jours,"Autobus, Métro",3,25 à 34 ans,Femme,Diplome d'études secondaire,Non,Employé à temps partiel,"1,5",Jamais,Famille avec enfant (1 ou 2 parents),
139,2018-10-23,Présence,Non,Non,3,3,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), En remplacement de la voiture individuelle, Service spécial au ","Augmente la sécurité routière, Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Aide au transport de personnes qui ne conduisent pas, Meilleur flot de circulation dans la ville, Transport collecti","Sécurité des passants, Absence physique de conducteur",Oui,Oui,Très confortable,Très confortable,Très confortable,Non,Non,,,,,,,,,,,,,,,Non,,Oui,Non,Tous les jours,"Autobus, Métro, Trains de banlieue",3,16 ans à 24 ans,Femme,Diplôme d'études collégiales,Non,Étudiant,6h,Moins d'une fois par mois,Personne seule ou en couple,
140,2018-10-23,Présence,Non,Non,5,5,J'adopte les technologies lorsque nécessaire,"À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), En remplacement de la voiture individuelle, Service spécial au centre-ville","Ne pas avoir à me stationner (la navette vous dépose et repart), Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Aide au transport de personnes qui ne conduisent pas, Meilleur flot de circulation","Cybersécurité, Absence physique de conducteur",Oui,Oui,Neutre,Neutre,Neutre,Non,Non,,,,,,,,,,,,,,,Oui,Tous les jours,Oui,Non,Quelques fois par mois,"Autobus, Métro",3,25 à 34 ans,Femme,Diplôme d'études collégiales,Non,Employé à temps plein,,Jamais,Personne seule ou en couple,
141,2018-10-23,Présence,Non,Non,1,5,,"Désservir des activités de tourisme et de loisirs (festival, centre sportifs)","Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Meilleur flot de circulation dans la ville",Cybersécurité,Oui,Oui,,,,Non,Non,,,,,,,,,,,,,,,,,,Non,,,,25 à 34 ans,Femme,Diplôme d'études collégiales,Non,,,Jamais,Famille avec enfant (1 ou 2 parents),
142,2018-10-23,Présence,Oui,Non,4,5,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, Les gens qui n’ont pas de permis","Ne pas avoir à me stationner (la navette vous dépose et repart), Aide au transport de personnes qui ne conduisent pas, Faible coût (électricité) ",Cybersécurité,Oui,Oui,Confortable,Inconfortable,Confortable,Non,Non,,,,,,,,,,,,,,,Oui,Tous les jours,Oui,Oui,Tous les jours,Métro,3,25 à 34 ans,Homme,Diplôme d'études collégiales,Non,Employé à temps partiel,2h30,Jamais,Personne seule ou en couple,
143,2018-10-23,Présence,Oui,Non,5,4,J'adopte les technologies lorsque nécessaire,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), En remplacement de la voiture individuelle, Service spécial au ","Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Aide au transport de personnes qui ne conduisent pas, Meilleur flot de circulation dans la ville, Transport collectif plus durable","Collecte de données personnelles, Fiabilité des technologies",Oui,Peut-être,Inconfortable,Neutre,Confortable,Oui,Oui,,4,5,Oui,3,3,Oui,4,4,2,5,3,5,2,Non,Quelques fois par mois,Oui,Oui,Quelques fois par semaine,"Autobus, Métro, Communauto, Car2Go",3,25 à 34 ans,Femme,Diplôme d'études collégiales,Non,Employé à temps plein,15 nmin,Jamais,Personne seule ou en couple,
144,2018-10-23,Présence,Oui,Non,3,3,J'adopte rapidement les technologies et j'influence les autres,"Désservir des activités de tourisme et de loisirs (festival, centre sportifs)","Ne pas avoir à me stationner (la navette vous dépose et repart), Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation)",Fiabilité des technologies,Oui,Peut-être,Confortable,Confortable,Confortable,Non,Non,,,,,,,,,,,,,,,Non,,Oui,Oui,Tous les jours,"Autobus, Métro",5,25 à 34 ans,Homme,Diplôme d'études collégiales,Non,Employé à temps partiel,3h,,Personne seule ou en couple,
145,2018-10-23,Présence,Oui,Oui,4,4,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, Désservir des activités de tourisme et de loisirs (festival, centre sportifs)","Aide au transport de personnes qui ne conduisent pas, Transport collectif plus durable",,Oui,Oui,Confortable,Inconfortable,Inconfortable,Oui,,,,,,,,,,,,,,,,,,,Oui,,,,35 - 50 ans,Femme,,Non,,,,Famille avec enfant (1 ou 2 parents),
146,2018-10-23,Présence,Oui,Oui,3,2,J'adopte les technologies lorsque nécessaire,,,"Sécurité des passants, Cybersécurité",Pas convaincu,Peut-être,Inconfortable,Inconfortable,Inconfortable,Oui,Oui,,1,,,,,,,3,,,,,,Oui,Tous les jours,Oui,Oui,Tous les jours,Métro,4,51 - 65,Femme,"Études supérieures (DESS, Maitrise, Doctorat, Post- Doctorat)",Non,Employé à temps partiel,1h40,,,"Le monsieur est monté dans la
Navette mais elle tardait à partir. Il est donc sorti avant qu’elle parte."
147,2018-10-23,Présence,Oui,Oui,5,5,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), Service spécial au centre-ville","Meilleur flot de circulation dans la ville, Transport collectif plus durable, Nouveauté ",,Oui,Oui,Très confortable,Très confortable,Très confortable,Oui,Oui,,4,4,Oui,5,3,Oui,5,4,2,5,5,5,2,Oui,Tous les jours,Oui,Non,Quelques fois par mois,Métro,4,35 - 50 ans,Femme,Baccalauréat,Non,Employé à temps plein,1.5 h,Une fois par semaine,Personne seule ou en couple,Être là ll’hiver
148,2018-10-23,Présence,Oui,Oui,5,5,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), En remplacement de la voiture individuelle, Service spécial au ",Aide au transport de personnes qui ne conduisent pas,,Oui,Oui,Confortable,Confortable,Confortable,Oui,Oui,,5,5,Oui,3,4,Oui,5,5,3,5,5,5,5,Oui,Tous les jours,Oui,Non,Quelques fois par mois,Métro,5,51 - 65,Femme,"Études supérieures (DESS, Maitrise, Doctorat, Post- Doctorat)",Non,Employé à temps plein,30 min,Une fois par semaine,Personne seule ou en couple,
149,2018-10-23,Présence,Oui,Oui,5,5,J'adopte rapidement les technologies et j'influence les autres,"À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), En remplacement de la voiture individuelle, Service spécial au centre-ville, Navette dans des endroits trè",Hiver,Fiabilité des technologies,Oui,Oui,Très confortable,Neutre,Confortable,Oui,Oui,,5,5,Oui,3,,Oui,5,5,1,2,2,5,5,Oui,Tous les jours,Oui,Non,,,,25 à 34 ans,Homme,Baccalauréat,Non,Employé à temps plein,1h,Une fois par semaine,Personne seule ou en couple,
