Id,date,evaluation_service_motivation_prise_navette,evaluation_service_but_deplacement ,evaluation_service_transport_remplace,evaluation_service_planification_trajet,evaluation_service_appreciation,evaluation_service_avantages,evaluation_service_besoins_mobilite,evaluation_service_arrets_plus_frequents,evaluation_service_apport,evaluation_service_obstacles_integration,habitudes_transport_frequence,habitudes_transport_temps,habitudes_transport_irritants,relation_navette_premiere_experience,relation_navette_confort_autonomie,relation_navette_confiance_technologie,relation_navette_confort_absence_operateur,relation_navette_confort_controleur_a_distance,relation_navette_pieton,relation_navette_cycliste,relation_navette_voiture,relation_navette_perception,classement_groupe_age,classement_genre,classement_niveau_etude,classement_mobilite_reduite,classement_statut_emploi,commentaire
112,2019-07-26 15:01:53,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,À pied,Oui,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Faciliter l'accès a","Oui, lesquels",Marché Maisonneuve,Oui,"Cybersécurité - (attaque à distance des systèmes de contrôle de la navette), Fiabilité de la technologie",Quelques fois par semaine,plus de 2h,"Temps de trajet, Infrastructures non adaptées à certaines situations (poussette, fauteuil roulant ...)",Oui,5,5,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..)",Oui,5,5,5,de manière plutôt positive,35 à 50 ans,Femme,Diplôme universitaire,Non,Retraité,
113,2019-07-29 15:15:22,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus confortable (climatisation, place assise ..), Pour encourager le transport collectif et écologique",Magasiner,À pied,Oui,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Accroitre la sécurité vis à vis des cyclistes et des piétons, Faciliter l'accès au réseau de bus ou de métro, Augmenter la mobilité des personnes à mob réduite","Oui, lesquels, Personne âgée","Stade Olympique, Marché Maisonneuve",Oui,"Entrave à la circulation des voitures, Comportement des autres",Quelques fois par semaine,30 min - 1h,"Infrastructures non adaptées à certaines situations (poussette, fauteuil roulant ...), Fiabilité (panne, accident, non présentation du bus ...)",Non,5,5,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord ..) ?",Oui,5,5,5,de manière très positive,51 à 64 ans,Homme,Diplôme universitaire,Non,Retraité,
114,2019-07-29 15:15:52,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus confortable (climatisation, place assise ..), Pour encourager le transport collectif et écologique",Magasiner,À pied,Oui,4,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Faciliter l'accès au réseau de bus ou de métro, Augmenter la mobilité de quartier","Oui, lesquels","Stade Olympique, Marché Maisonneuve",Oui,"Entrave à la circulation des voitures, Besoin education",Quelques fois par semaine,30 min - 1h,"Infrastructures non adaptées à certaines situations (poussette, fauteuil roulant ...), Fiabilité (panne, accident, non présentation du bus ...)",Non,5,5,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord ..) ?",Peut-être,5,5,5,de manière très positive,51 à 64 ans,Femme,Diplôme d'études collégiales,Non,Retraité,Panneau exterieur
115,2019-07-29 15:18:09,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus confortable (climatisation, place assise ..)",Magasiner,À pied,Oui,5,"Accroitre la fréquence des transports collectifs, Déployer des lignes dans les milieux faiblement denses, Réduire les accidents de la route","Oui, lesquels","Biodôme, Marché Maisonneuve",Oui,"Sécurité des passagers de la navette, Absence de conducteur, Sécurité des piétons et autres usagers de la route",Quelques fois par semaine,30 min - 1h,"Infrastructures non adaptées à certaines situations (poussette, fauteuil roulant ...), Fiabilité (panne, accident, non présentation du bus ...)",Non,5,5,"Je me demande qui va répondre aux questions, Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..)",Oui,5,5,4,de manière très positive,51 à 64 ans,Homme,Diplôme universitaire,Non,Retraité,
116,2019-07-29 16:07:32,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus confortable (climatisation, place assise ..)",Rejoindre un autre transport en commun,À pied,Non,4,"Accroitre la fréquence des transports collectifs, Déployer des lignes dans les milieux faiblement denses, Augmenter la mobilité de quartier, Favoriser un mode de transport non-polluant","Oui, lesquels","Biodôme, Marché Maisonneuve",Oui,"Sécurité des piétons et autres usagers de la route, Les autres",Quelques fois par semaine,30 min - 1h,"Fréquence, Confort",Non,3,5,"Aucun problème, Les autres",Oui,5,5,5,de manière très positive,65 à 74 ans,Femme,Diplôme universitaire,Non,Retraité,
117,2019-07-29 16:07:33,"Pour l'expérience de monter dans une navette autonome, pour tester, Pour encourager le transport collectif et écologique",Rejoindre un autre transport en commun,À pied,Oui,4,"Accroitre la fréquence des transports collectifs, Déployer des lignes dans les milieux faiblement denses, Augmenter la mobilité de quartier, Favoriser un mode de transport non-polluant, Pas assez vite",Non,"Biodôme, Marché Maisonneuve",Oui,"Cybersécurité - (attaque à distance des systèmes de contrôle de la navette), Sécurité des piétons et autres usagers de la route, Les autres",Quelques fois par année,0 - 30 min,"Confort, Temps de trajet",Non,4,4,"Aucun problème, Les autres",Oui,5,5,5,Neutre (cela ne change pas ma perception),35 à 50 ans,Femme,Diplôme universitaire,Non,Travailleur à temps plein,
118,2019-07-29 16:42:13,"Pour l'expérience de monter dans une navette autonome, pour tester",Aller travailler,À pied,Oui,5,"Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Augmenter la mobilité de quartier, Augmenter la mobilité des personnes à mob réduite","Oui, lesquels, Dernier kilomètre","Biodôme, Marché Maisonneuve",Oui,Les autres,Tous les jours ou presque,1h - 1h30,"Confort, Achalandage, Fiabilité (panne, accident, non présentation du bus ...)",Non,5,5,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..)",Oui,5,5,5,de manière plutôt positive,35 à 50 ans,Femme,Diplôme universitaire,Non,Travailleur à temps plein,
119,2019-07-29 16:50:09,"Pour l'expérience de monter dans une navette autonome, pour tester",Aller travailler,À pied,Non,5,"Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Augmenter la mobilité des personnes à mob réduite, Favoriser un mode de transport non-polluant",Non,"Biodôme, Marché Maisonneuve",Oui,"Cybersécurité - (attaque à distance des systèmes de contrôle de la navette), Collecte des données personnelles, Fiabilité de la technologie",,1h - 1h30,,Non,4,4,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord ..) ?",Oui,3,3,3,de manière très positive,35 à 50 ans,Homme,Ne souhaite pas répondre,Non,Ne souhaite pas répondre,
120,2019-07-29 16:50:10,"Pour l'expérience de monter dans une navette autonome, pour tester",Aller travailler,À pied,Non,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Favoriser un mode de transport non-polluant",Non,"Biodôme, Marché Maisonneuve",Oui,"Cybersécurité - (attaque à distance des systèmes de contrôle de la navette), Fiabilité de la technologie",,1h - 1h30,,Non,4,4,"Je me demande qui va répondre aux questions, Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..)",Oui,3,3,3,de manière très positive,35 à 50 ans,Femme,Ne souhaite pas répondre,Non,Ne souhaite pas répondre,
121,2019-07-29 17:22:10,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus pratique ou plus rapide (que de marcher ou de prendre ma voiture par exemple)","Rejoindre un autre transport en commun, Magasiner",À pied,Oui,4,"Étendre les horaires de service, Réduire les accidents de la route, Augmenter la mobilité des personnes à mob réduite, Favoriser un mode de transport non-polluant","Oui, lesquels, Dernier kilomètre","Stade Olympique, Marché Maisonneuve",Oui,"Cybersécurité - (attaque à distance des systèmes de contrôle de la navette), Collecte des données personnelles, Les autres",Tous les jours ou presque,plus de 2h,"Achalandage, Fiabilité (panne, accident, non présentation du bus ...)",Non,3,4,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord ..) ?",Peut-être,4,4,4,de manière plutôt positive,18 à 34 ans,Femme,Diplôme universitaire,Non,Étudiant,Panneaux exterieurs
122,2019-07-29 17:22:14,,"Rejoindre un autre transport en commun, Magasiner",À pied,Oui,4,"Accroitre la fréquence des transports collectifs, Déployer des lignes dans les milieux faiblement denses, Réduire les accidents de la route, Favoriser un mode de transport non-polluant","Oui, lesquels, Dernier kilomètre","Stade Olympique, Marché Maisonneuve",Oui,Les autres,Quelques fois par semaine,plus de 2h,"Confort, Achalandage, Fiabilité (panne, accident, non présentation du bus ...)",Non,4,4,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord ..) ?",Peut-être,5,5,5,de manière plutôt positive,18 à 34 ans,Femme,Diplôme universitaire,Non,Étudiant,
123,2019-07-29 17:29:43,"Pour l'expérience de monter dans une navette autonome, pour tester",Aller travailler,À pied,Oui,4,"Réduire les accidents de la route, Augmenter la mobilité des personnes à mob réduite, Favoriser un mode de transport non-polluant",Non,"Stade Olympique, Marché Maisonneuve",Oui,"Cybersécurité - (attaque à distance des systèmes de contrôle de la navette), Collecte des données personnelles, Entrave à la circulation des voitures",Jamais,1h - 1h30,,Non,5,4,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..)",Oui,5,5,5,de manière plutôt positive,18 à 34 ans,Homme,Diplôme universitaire,Non,Travailleur à temps plein,
124,2019-07-30 13:27:47,Plus pratique ou plus rapide (que de marcher ou de prendre ma voiture par exemple),Magasiner,À pied,Oui,3,Augmenter la mobilité de quartier,"Oui, lesquels","Biodôme, Marché Maisonneuve",,"Cybersécurité - (attaque à distance des systèmes de contrôle de la navette), Entrave à la circulation des voitures",Tous les jours ou presque,1h - 1h30,"Fréquence, Infrastructures non adaptées à certaines situations (poussette, fauteuil roulant ...)",Oui,3,5,Aucun problème,Oui,5,5,5,de manière plutôt positive,65 à 74 ans,Homme,Diplôme universitaire,Non,Travailleur à temps plein,Très bon
125,2019-07-30 13:27:49,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus pratique ou plus rapide (que de marcher ou de prendre ma voiture par exemple), Plus confortable (climatisation, place assise ..)",Magasiner,Je n'aurais pas fait ce déplacement,Oui,5,"Accroitre la sécurité vis à vis des cyclistes et des piétons, Augmenter la mobilité de quartier","Oui, lesquels, Magasiner","Biodôme, Marché Maisonneuve",Rapidité et ponctualite,Fiabilité de la technologie,Tous les jours ou presque,30 min - 1h,"Fréquence, Distance à pied totale sur le trajet, Nombre de correspondances nécessaires, Temps de trajet, Infrastructures non adaptées à certaines situations (poussette, fauteuil roulant ...)",Oui,4,3,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord ..) ?",Peut-être,5,5,5,de manière plutôt positive,51 à 64 ans,Femme,Diplôme universitaire,Non,Retraité,Vitesse
126,2019-07-30 13:37:34,"Plus pratique ou plus rapide (que de marcher ou de prendre ma voiture par exemple), Plus confortable (climatisation, place assise ..), Pour encourager le transport collectif et écologique","Loisir / promenade, Accompagner un proche (école, activité, parent ...)",À pied,Oui,5,"Étendre les horaires de service, Augmenter la mobilité de quartier, Augmenter la mobilité des personnes à mob réduite","Oui, lesquels, Magasinage",Biodôme,Oui,"Sécurité des passagers de la navette, Fiabilité de la technologie, Pas vite c est bien",Tous les jours ou presque,1h - 1h30,"Fréquence, Distance à pied totale sur le trajet, Dernier kilo",Non,,2,"Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord ..) ?",,5,5,5,de manière plutôt positive,65 à 74 ans,Femme,Diplôme universitaire,Non,Retraité,Belle initiative étendre le circuit
127,2019-07-30 15:05:30,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,Je n'aurais pas fait ce déplacement,Oui,4,"Étendre les horaires de service, Favoriser un mode de transport non-polluant",Non,Stade Olympique,Non,"Cybersécurité - (attaque à distance des systèmes de contrôle de la navette), Entrave à la circulation des voitures, Les autres",Quelques fois par semaine,0 - 30 min,"Achalandage, Nombre de correspondances nécessaires",Non,4,3,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..)",Oui,5,5,3,de manière très positive,35 à 50 ans,Homme,Diplôme universitaire,Non,Travailleur à temps partiel,Beaucoup d’interventions de l’opérateur
128,2019-07-30 16:00:14,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,À pied,Oui,5,"Accroitre la fréquence des transports collectifs, Augmenter la mobilité des personnes à mob réduite, Y fait chaud","Oui, lesquels, Après épicerie",Marché Maisonneuve,Oui,"Entrave à la circulation des voitures, Entrave à la circulation des cyclistes, Sécurité des piétons et autres usagers de la route",Tous les jours ou presque,1h - 1h30,Les autres,Oui,4,5,"Aucun problème, Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..)",Peut-être,5,4,5,de manière très positive,18 à 34 ans,Femme,Diplôme d'études collégiales,Non,Étudiant,
129,2019-07-30 16:08:17,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus confortable (climatisation, place assise ..), Pour encourager le transport collectif et écologique",Retour à la maisom,À vélo,Non,5,"Accroitre la fréquence des transports collectifs, Déployer des lignes dans les milieux faiblement denses, Augmenter la mobilité de quartier",,"Biodôme, Marché Maisonneuve",Oui,Les autres,Quelques fois par semaine,30 min - 1h,"Fréquence, Confort, Achalandage, Infrastructures non adaptées à certaines situations (poussette, fauteuil roulant ...)",Non,5,5,Aucun problème,Peut-être,5,5,5,de manière très positive,35 à 50 ans,Homme,Diplôme universitaire,Non,Travailleur à temps plein,Abribus et arrets
130,2019-07-30 16:35:42,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus confortable (climatisation, place assise ..), Pour encourager le transport collectif et écologique",Magasiner,À pied,Non,4,,"Oui, lesquels","De Rouen Ouest / Est, Marché Maisonneuve",Oui,Les autres,Tous les jours ou presque,30 min - 1h,"Fréquence, Confort, Achalandage",Oui,4,4,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord ..) ?",Oui,4,4,4,de manière très positive,18 à 34 ans,Homme,Diplôme d'études collégiales,Non,Travailleur à temps plein,
131,2019-07-30 16:35:42,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus confortable (climatisation, place assise ..), Pour encourager le transport collectif et écologique",Magasiner,À pied,Non,4,,"Oui, lesquels","De Rouen Ouest / Est, Marché Maisonneuve",Oui,Les autres,Tous les jours ou presque,30 min - 1h,"Fréquence, Confort, Achalandage",Non,4,4,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord ..) ?",Oui,4,4,4,de manière très positive,18 à 34 ans,Femme,Diplôme universitaire,Non,Travailleur à temps partiel,
132,2019-07-30 16:55:55,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,Je n'aurais pas fait ce déplacement,Non,5,"Augmenter la mobilité de quartier, Augmenter la mobilité des personnes à mob réduite","Oui, lesquels, Plus de service","Biodôme, Marché Maisonneuve",Non,Les autres et éducation populaire,Tous les jours ou presque,plus de 2h,"Confort, Achalandage, Infrastructures non adaptées à certaines situations (poussette, fauteuil roulant ...)",Non,5,5,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord ..) ?",Oui,5,5,3,de manière plutôt positive,18 à 34 ans,Femme,Diplôme d'études collégiales,Non,"Étudiant, Travailleur à temps partiel",Bellle experience
133,2019-07-30 16:56:00,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,Je n'aurais pas fait ce déplacement,Non,5,"Accroitre la sécurité vis à vis des cyclistes et des piétons, Augmenter la mobilité de quartier","Oui, lesquels, Plus de service","Biodôme, Marché Maisonneuve",Oui,Les autres et éducation populaire,Tous les jours ou presque,plus de 2h,"Confort, Achalandage, Infrastructures non adaptées à certaines situations (poussette, fauteuil roulant ...), Fiabilité (panne, accident, non présentation du bus ...), Civisme",Non,5,5,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord ..) ?",Oui,5,5,5,de manière plutôt positive,18 à 34 ans,Femme,Diplôme d'études collégiales,Non,"Étudiant, Travailleur à temps partiel",
134,2019-07-30 16:56:06,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,En voiture,Non,4,Augmenter la mobilité de quartier,"Oui, lesquels, Partout",Marché Maisonneuve,Oui,Les conducteurs,Quelques fois par semaine,0 - 30 min,"Achalandage, Temps de trajet, Fiabilité (panne, accident, non présentation du bus ...), Trajet trop court",Oui,5,5,Aucun problème,Non,4,4,4,de manière plutôt positive,18 à 34 ans,Homme,Diplôme d'études collégiales,Non,"Étudiant, Travailleur à temps partiel",
135,2019-07-30 16:56:08,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,À pied,Non,5,Économies d’exploitation,"Oui, lesquels, S’il y a plusieurs",Marché Maisonneuve,"Oui, Me stationner plus loin",Cours de conduite intégration,Jamais,plus de 2h,"Fiabilité (panne, accident, non présentation du bus ...), Ne prend pas",Non,5,5,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..)",Oui,4,4,4,de manière plutôt positive,18 à 34 ans,Homme,Diplôme d'études secondaires,Non,Étudiant,
136,2019-07-30 17:15:26,"Pour l'expérience de monter dans une navette autonome, pour tester, Pour encourager le transport collectif et écologique",Loisir / promenade,À vélo,Non,4,"Étendre les horaires de service, Réduire les accidents de la route, Augmenter la mobilité de quartier, Augmenter la mobilité des personnes à mob réduite, Favoriser un mode de transport non-polluant","Oui, lesquels",Biodôme,Oui,Cybersécurité - (attaque à distance des systèmes de contrôle de la navette),Tous les jours ou presque,1h30 - 2h,,Non,5,4,,Oui,5,5,5,de manière plutôt positive,35 à 50 ans,Homme,Diplôme universitaire,Non,Travailleur à temps plein,Belle experience
137,2019-07-30 17:15:59,"Pour l'expérience de monter dans une navette autonome, pour tester, Pour encourager le transport collectif et écologique",Loisir / promenade,Je n'aurais pas fait ce déplacement,Non,4,"Étendre les horaires de service, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Favoriser un mode de transport non-polluant","Oui, lesquels",Biodôme,Oui,"Cybersécurité - (attaque à distance des systèmes de contrôle de la navette), Collecte des données personnelles",Tous les jours ou presque,plus de 2h,,Non,5,3,,Oui,5,5,5,de manière plutôt positive,35 à 50 ans,Femme,Diplôme universitaire,Non,Chômage,Clim pas nécessaire
138,2019-07-30 17:32:04,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus confortable (climatisation, place assise ..), Pour encourager le transport collectif et écologique",Loisir / promenade,Je n'aurais pas fait ce déplacement,Oui,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Favoriser un mode de transport non-polluant","Oui, lesquels, Circuit ferme","Biodôme, De Rouen Ouest / Est",Oui,,Quelques fois par mois,30 min - 1h,"Fréquence, Confort, Achalandage, Temps de trajet",Non,5,5,Aucun problème,Oui,5,3,5,de manière plutôt positive,65 à 74 ans,Femme,Diplôme universitaire,Non,Travailleur à temps plein,
139,2019-07-31 13:52:35,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,À pied,Oui,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Réduire les accidents de la route, Favoriser un mode de transport non-polluant","Oui, lesquels","Biodôme, Marché Maisonneuve",Oui,Fiabilité de la technologie,Tous les jours ou presque,30 min - 1h,"Fréquence, Fiabilité (panne, accident, non présentation du bus ...)",Non,5,5,Aucun problème,Oui,5,5,5,,35 à 50 ans,Homme,Diplôme d'études secondaires,Non,Travailleur à temps plein,
140,2019-07-31 13:52:36,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus pratique ou plus rapide (que de marcher ou de prendre ma voiture par exemple), Pour encourager le transport collectif et écologique",Rejoindre un autre transport en commun,À vélo,Oui,3,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Réduire les accidents de la route, Faciliter l'accès au réseau de bus ou de métro, Favoriser un mode de transport no","Oui, lesquels, Dernier kilomètre","Stade Olympique, Marché Maisonneuve",Oui,"Entrave à la circulation des voitures, Entrave à la circulation des cyclistes",Quelques fois par semaine,30 min - 1h,"Fréquence, Fiabilité (panne, accident, non présentation du bus ...)",Non,5,5,Aucun problème,Oui,5,5,5,,35 à 50 ans,Homme,Diplôme d'études collégiales,Non,Travailleur à temps plein,
141,2019-07-31 14:35:27,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,À pied,Non,5,"Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Faciliter l'accès au réseau de bus ou de métro, Augmenter la mobilité","Oui, lesquels",Stade Olympique,Oui,Absence de conducteur,Tous les jours ou presque,0 - 30 min,Achalandage,Oui,5,5,Aucun problème,Oui,5,5,5,de manière très positive,35 à 50 ans,Femme,Diplôme universitaire,Non,Travailleur à temps plein,
142,2019-07-31 14:56:58,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,À pied,Non,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Faciliter l'accès a","Oui, lesquels",Stade Olympique,Oui,Absence de conducteur,Tous les jours ou presque,1h - 1h30,"Fréquence, Achalandage",Oui,3,5,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord ..) ?",Oui,5,5,5,de manière très positive,35 à 50 ans,Femme,Diplôme universitaire,Non,Travailleur à temps plein,
143,2019-07-31 14:56:58,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,À pied,Non,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Faciliter l'accès a","Oui, lesquels",Stade Olympique,Oui,Absence de conducteur,Tous les jours ou presque,1h - 1h30,"Fréquence, Achalandage",Oui,4,5,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord ..) ?",Oui,5,5,5,de manière très positive,35 à 50 ans,Homme,Diplôme universitaire,Non,Travailleur à temps plein,
144,2019-07-31 15:21:54,"Plus pratique ou plus rapide (que de marcher ou de prendre ma voiture par exemple), Plus confortable (climatisation, place assise ..), Pour encourager le transport collectif et écologique",,À pied,Oui,4,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Faciliter l'accès au réseau de bus ou de métro, Favoriser un mode de transp","Oui, lesquels, Dernier kilomètre","Stade Olympique, Marché Maisonneuve",Oui,Les autres,Quelques fois par semaine,30 min - 1h,,Non,5,5,Aucun problème,Oui,5,5,5,de manière très positive,18 à 34 ans,Femme,Diplôme d'études collégiales,Non,Étudiant,Augmentez la vitesse et éviter les arrêts inutils
145,2019-07-31 16:14:43,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus confortable (climatisation, place assise ..)",Loisir / promenade,En fauteuil roulant,Oui,5,Favoriser un mode de transport non-polluant,"Oui, lesquels",Stade Olympique,Oui,Absence de conducteur,Quelques fois par année,0 - 30 min,"Infrastructures non adaptées à certaines situations (poussette, fauteuil roulant ...)",Oui,4,4,"Je me demande qui va répondre aux questions, Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..)",Oui,5,1,1,de manière très positive,35 à 50 ans,Homme,Diplôme d'études collégiales,Oui,Autre,Accès universel
146,2019-07-31 16:28:57,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,À pied,Oui,5,"Accroitre la fréquence des transports collectifs, Accroitre la sécurité vis à vis des cyclistes et des piétons","Oui, lesquels","Biodôme, Marché Maisonneuve",Oui,,Quelques fois par année,0 - 30 min,"Infrastructures non adaptées à certaines situations (poussette, fauteuil roulant ...)",Non,4,4,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord ..) ?",Peut-être,4,5,4,de manière très positive,35 à 50 ans,Femme,Diplôme d'études collégiales,Non,Travailleur à temps plein,Plus vite
147,2019-07-31 16:29:08,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,À pied,Oui,5,"Accroitre la fréquence des transports collectifs, Accroitre la sécurité vis à vis des cyclistes et des piétons, Augmenter la mobilité des personnes à mob réduite","Oui, lesquels","Biodôme, Marché Maisonneuve",Oui,,Quelques fois par année,0 - 30 min,"Infrastructures non adaptées à certaines situations (poussette, fauteuil roulant ...)",Non,4,4,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord ..) ?",Peut-être,4,5,4,de manière très positive,18 à 34 ans,Femme,Diplôme d'études secondaires,Non,Étudiant,
148,2019-07-31 16:29:42,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,À pied,Non,4,"Accroitre la fréquence des transports collectifs, Déployer des lignes dans les milieux faiblement denses, Faciliter l'accès au réseau de bus ou de métro, Augmenter la mobilité de quartier, Augmenter la mobilité des personnes à mob réduite, Favoriser un mo","Oui, lesquels",Marché Maisonneuve,Oui,Coûts d'exploitation,Quelques fois par semaine,30 min - 1h,Froid,Oui,4,4,Aucun problème,Oui,4,4,4,de manière très positive,18 à 34 ans,Femme,Diplôme universitaire,Non,Travailleur à temps plein,
149,2019-07-31 16:29:43,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,À pied,Non,4,"Accroitre la fréquence des transports collectifs, Déployer des lignes dans les milieux faiblement denses, Faciliter l'accès au réseau de bus ou de métro, Augmenter la mobilité de quartier, Augmenter la mobilité des personnes à mob réduite, Favoriser un mo","Oui, lesquels",Marché Maisonneuve,Oui,Coûts d'exploitation,Tous les jours ou presque,1h30 - 2h,Distance à pied totale sur le trajet,Oui,4,4,Aucun problème,Oui,4,4,4,de manière très positive,18 à 34 ans,Femme,Diplôme universitaire,Non,Travailleur à temps plein,
