PrjName,RecordNo,Q2,Q3,Q33,Q4A,Q4C,Q4D,Q4E,Q4F,Q4G,Q4H,Q5A,Q5B,Q5C,Q5D,Q5E,Q5F,Q5G,Q6A,Q6B,Q6C,Q6D,Q6E,Q6F,Q6G,Q6H,Q7A,Q7B,Q7C,Q7D,Q7E,Q7F,Q7H,Q8A,Q8B,Q8C,Q8D,Q8E,Q9A,Q9B,Q9C,Q9D,Q9E,Q9K,Q9F,Q9G,Q9I,Q9J,Q9L,Q9M,Q10,Q11,Q11O,Q12A,Q12B,Q12C,Q12D,Q12E,Q12F,Q12G,Q12H,Q12L,Q12M,Q12N,Q13A,Q13B,Q13C,Q13D,Q14,Q15,Q16,Q17B,Q17BO,Q17A,Q17AO,QNPS,Q18,Q19A,Q19B,Q19C,Q19D,Q19E,Q19F,Q20,Q21,Q21O,Q22,Q22O,Q24,Q27M1,Q27M1O,Q27M2,Q27M2O,Q27M3,Q27M3O,Q27M4,Q27M4O,Q27M5,Q27M5O,Q27M6,Q27M6O,Q27M7,Q27M7O,Q27M8,Q27M8O,Q27M9,Q27M9O,Q27M10,Q27M10O,Q25M1,Q25M1O,Q25M2,Q25M2O,Q25M3,Q25M3O,Q25M4,Q25M4O,Q25M5,Q25M5O,Q26,Q26O,Q28,Q29A,Q29B,Q29C,Q29D,Q29E,Q29F,Q29G,Q29H,Q30,Q31,DEMO,Q34,Q34O,Q35,Q36,Q36B,Q36BO,Q36C,Q36CO,Q37,LANG,POND 
12000_112A,77485,H4R,14,5,2,2,1,2,1,2,1,1,1,2,2,2,3,2,4,1,1,2,2,3,1,1,3,1,1,2,1,1,1,2,1,1,2,2,1,2,2,2,1,2,3,2,2,1,1,2,2,13,The streets are not well lit.,2,3,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,2,1,A very good public transit,3,Protection of old buildings.,7,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,2,,1,4,1,,2,,2,EN,"0,778789"
12000_112A,77642,H2J,11,5,1,1,1,3,3,2,3,2,2,2,2,3,3,2,4,4,2,2,3,2,2,3,1,2,2,3,2,9,2,1,2,2,2,2,2,3,2,2,2,1,3,3,2,2,2,2,2,8,,2,2,2,2,1,3,2,2,3,1,1,2,2,2,3,2,2,2,13,TRANSPORT EN COMMUN = AUMGENTER la fréquence des BUS ET MÉTROS,6,ON MANQUE TOTALEMENT D'OUVERTURE  POUR LES RÉNOVATIONS ; ILS SONT PAS A L'ÉCOUTE DU RÉSIDENT DU TOUT C'EST UNE CATASTROPHE,8,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,2,1,1,1,1,1,3,1,1,3,3,1,1,,1,4,1,,1,,1,FR,"0,815114"
12000_112A,77740,H3Y,18,1,1,1,3,2,4,2,2,2,2,2,4,4,4,1,4,4,3,1,1,3,3,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,5,,3,3,3,2,2,2,1,2,2,9,9,3,2,3,9,3,2,2,13,plus grande fréquence pour le passage des autobus,1,rapidité et efficacité du traitement des demandes,10,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,1,3,4,,2,,1,FR,"4,663029"
12000_112A,77799,H1K,7,6,2,2,2,2,1,3,3,2,2,2,2,2,2,2,4,4,2,2,2,2,1,1,9,9,2,9,9,2,9,2,2,3,2,2,1,2,2,1,3,2,2,2,9,2,2,1,1,4,,2,4,2,2,2,9,1,2,2,1,1,2,2,2,2,2,2,2,1,transport en commun,99,,9,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,1,,1,4,3,,1,,2,FR,"0,732352"
12000_112A,77822,H1K,2,3,2,1,1,1,2,4,3,3,3,2,1,1,1,1,3,2,2,2,1,2,2,2,3,2,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,97,le respect de la loi,2,2,2,2,9,9,2,2,2,2,2,2,3,2,2,3,2,2,96,le stationnement,99,,5,2, , , , , , , , ,, ,,1,1,,6,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,1,1,2,1,2,1,1,1,2,2,2,1,2,,2,4,6,,9,,2,FR,"0,515577"
12000_112A,78000,H2V,9,6,1,9,9,9,1,9,1,2,2,3,1,2,3,3,4,4,2,9,9,9,2,9,2,9,2,2,9,9,9,2,2,2,2,2,9,9,2,1,1,1,9,2,9,9,1,9,2,99,,2,2,2,1,9,9,2,2,2,2,9,2,9,2,9,2,2,2,12,L'entretien des rues et l'efficacité de la circulation,99,,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,veuve,2,4,3,,1,,2,FR,"0,100651"
12000_112A,78066,H1T,13,6,2,2,2,2,4,2,3,2,2,2,3,2,3,3,4,4,4,3,3,3,3,3,2,2,3,4,2,2,2,2,3,3,2,2,2,2,2,1,2,1,2,3,1,2,1,2,2,3,,2,4,2,2,2,9,2,2,9,9,9,3,2,2,3,3,3,2,6,bon en transport en commun feux synchronisés et améliorer l'état des rues,99,,8,2, , , , , , , , ,, ,,1,2,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,1,2,2,1,2,2,1,2,2,2,2,1,1,,1,4,1,,3,,1,FR,"1,598004"
12000_112A,78071,H3E,17,2,1,1,3,2,9,4,2,4,2,1,1,1,2,4,2,2,1,2,4,2,1,2,1,1,2,2,1,1,1,2,1,9,2,1,1,9,9,1,1,1,2,1,2,2,9,9,2,97,crime levels,2,4,4,2,1,9,2,1,1,1,1,2,3,3,9,2,2,2,96,the range,99,,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,1,,9,3,1,,2,,2,EN,"3,434084"
12000_112A,78078,H1Y,13,4,2,1,2,3,2,2,2,3,3,3,1,1,2,3,3,3,4,3,3,3,2,3,1,1,3,3,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,9,1,1,1,1,1,98,,2,3,2,1,1,1,1,2,2,1,9,3,3,4,3,2,2,1,12,qualité de la chaussé,1,la rapidité de l'émission,10,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,2,2,9,3,2,1,2,2,3,2,2,1,2,,1,4,1,,1,,1,FR,"0,795344"
12000_112A,78093,H1L,7,4,1,1,4,1,4,2,3,1,1,1,1,1,1,3,4,4,4,4,4,4,1,4,1,1,1,4,1,1,1,1,9,1,4,4,1,1,1,1,1,1,1,3,1,1,1,1,2,12,,2,3,2,1,2,2,2,2,2,2,2,1,1,2,4,2,2,2,8,trop de construction sur les routes qui occasionnent de nombreux détours,1,délai d'émission des permis,6,2, , , , , , , , ,, ,,1,6,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,2,2,1,2,3,2,3,3,2,3,3,1,3,,1,2,1,,1,,1,FR,"2,589117"
12000_112A,78190,999,10,5,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,2,2,2,2,2,1,1,1,1,1,1,3,1,1,1,1,1,2,8,,1,1,1,1,2,2,1,2,1,3,2,1,1,3,1,2,2,1,99,,99,,8,2, , , , , , , , ,, ,,1,1,,6,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,3,2,2,4,9,1,1,1,1,2,4,1,1,,1,2,1,,1,,1,FR,"0,648644"
12000_112A,78228,H1W,8,2,2,2,2,3,3,2,3,2,3,2,4,2,2,3,4,3,3,2,2,3,2,2,1,1,2,3,2,3,3,1,4,4,4,2,2,3,2,4,2,2,3,2,3,1,2,2,1,97,espace vert sont pas nombreux,2,3,3,3,2,9,2,2,3,1,2,2,3,2,3,2,2,2,1,le trasport en commun,99,,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,5,,1,3,1,,1,,1,FR,"1,076521"
12000_112A,78301,H4A,3,5,1,1,1,2,1,1,1,4,4,4,4,1,2,4,4,4,4,1,4,4,1,4,1,1,1,4,1,1,3,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,12,,4,4,2,1,3,2,1,1,2,1,9,4,1,4,4,2,2,2,8,To manage and schedule repairs in more efficient manner that minimize de congestion et stoppages in traffic slow.,99,,10,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,1,1,1,1,1,1,1,1,1,2,1,1,4,,1,3,2,,2,,2,EN,"1,849019"
12000_112A,78319,H1K,2,6,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,9,1,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,6,les quêteux au centreville,1,1,1,1,1,9,1,1,9,1,1,2,2,2,2,2,2,2,9,la sécurité,99,,9,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,5,,1,3,3,,1,,1,FR,"0,331198"
12000_112A,78415,H2S,13,3,2,3,3,3,2,2,3,3,2,3,2,3,4,2,4,3,3,2,3,3,2,2,1,1,2,3,1,2,1,2,2,3,3,2,3,3,3,2,2,2,3,3,2,2,1,2,2,13,MANQUE D'ÉCLAIRAGE A CERTAINS ENDROITS,3,3,3,2,2,9,2,2,2,2,1,3,2,2,2,2,2,2,3,TRANSPORTS EN COMMUN PLUS EFFICACES AUGMENTER LA FRÉQUENCE DES PASSAGES,1,LA RAPIDITÉ D'AVOIR LE PERMIS,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,2,,1,3,1,,1,,2,FR,"1,971943"
12000_112A,78427,H2Y,18,5,2,2,1,2,4,2,3,2,3,3,2,4,4,3,4,4,4,2,3,4,3,4,2,2,2,2,2,9,9,3,2,2,2,4,9,9,9,2,9,2,9,9,9,9,9,9,1,98,,2,3,2,2,2,9,2,2,2,2,9,2,2,2,2,2,2,2,12,Road conditions,99,,10,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,1,,1,4,1,,99,russian,1,EN,"1,100104"
12000_112A,78461,H1J,2,3,1,1,1,2,2,3,1,2,1,2,2,1,2,2,4,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,9,1,1,1,4,9,9,9,1,9,2,98,,1,2,2,2,1,9,9,1,2,9,1,1,1,1,9,2,2,1,99,,99,,7,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,2,3,1,,1,,2,FR,"0,351712"
12000_112A,78467,H1R,15,4,1,2,2,1,2,1,1,2,1,1,2,2,2,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,9,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,9,2,2,2,9,La sécurité en générale pour tout les citoyens.,2,Qu'on se préocuppe de la sécurité des piétons qui marche sur le trotoir quand on donne les permis de construction pour la solidité de la construction et quand on construit aussi.,7,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,2,,2,2,1,,1,,1,FR,"0,994182"
12000_112A,78511,H2V,9,3,1,2,2,1,4,3,4,3,2,2,1,4,4,2,4,4,4,1,1,1,3,2,2,1,4,4,4,4,4,1,1,4,1,1,2,1,1,1,1,1,4,4,4,1,1,2,2,3,"Les vols de vélo ainsi que le manque de respect entre les usagers de la route (piétons, cyclistes, automobilistes)",2,2,2,2,2,9,1,2,2,1,1,2,9,4,4,3,2,2,9,la sécurité,99,,8,2, , , , , , , , ,, ,,1,6,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,3,4,2,2,1,2,3,2,3,3,4,1,2,,1,4,1,,1,,2,FR,"0,127667"
12000_112A,78512,H3E,17,1,1,1,1,2,1,2,2,2,3,3,2,2,2,1,3,3,2,3,3,3,2,3,2,2,2,1,1,1,3,1,2,2,3,2,3,2,3,2,2,3,1,2,2,2,3,2,2,3,,2,3,3,2,3,3,2,2,2,1,1,1,2,2,2,2,2,2,8,PAS DE BOUCHONS  TRAFFIC AUTOMOBILE FLUIDE,1,RAPIDITÉ DE RENDRE LES SERVICES,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,2,,2,4,4,,1,,2,FR,"0,77351"
12000_112A,78523,H2K,11,1,1,2,2,2,2,1,2,2,3,1,3,1,3,1,1,4,3,3,2,4,2,2,1,1,1,3,2,1,2,1,2,2,2,1,2,2,2,2,1,4,3,4,2,2,1,1,2,9,,2,2,3,2,1,3,2,2,1,1,1,2,3,4,1,3,2,2,8,la durée des travaux sur les rue est a revoir,99,,8,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,3,4,2,3,2,2,4,3,3,3,2,1,3,,1,4,1,,1,,1,FR,"2,200889"
12000_112A,78647,H2N,1,5,1,1,2,9,1,1,1,3,1,1,1,1,1,1,1,9,1,1,1,2,2,1,1,1,1,3,1,1,9,1,1,1,1,3,1,1,1,1,1,1,1,9,1,1,9,1,2,13,Les eclairages dans les rues sont moins adequate.,3,2,2,2,2,9,2,2,9,2,2,1,1,3,1,2,1,1,96,Les access pour les stationnements sont pas assez.,99,,9,2, , , , , , , , ,, ,,1,2,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,1,1,1,1,1,1,1,9,2,2,1,1,4,,2,4,1,,1,,2,FR,"0,539529"
12000_112A,78744,H4J,1,2,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,3,4,3,3,3,4,3,3,3,3,3,3,3,3,4,3,2,4,4,3,3,3,3,3,9,sécurité en vélo.,3,3,3,3,3,3,2,3,4,2,2,4,4,3,3,4,3,4,96,L'arrondissement,96,le developpement des centre urbain,7,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,2,4,4,,1,,1,FR,"0,914831"
12000_112A,78781,999,12,3,2,2,4,4,4,1,3,3,3,2,3,3,3,3,2,4,2,2,9,2,2,9,1,1,4,4,1,1,1,4,3,3,3,4,4,4,2,2,4,4,4,4,9,9,2,2,3,9,la vitesse  volant surtt à notre-dame trops de vitesse je ne suis même pas capablke de laisser mon enfant aller alecole seul à cause de sa,4,3,4,1,1,9,9,4,1,1,1,3,3,3,3,3,3,3,2,le respect des horaires,99,,6,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,2,1,1,1,1,1,1,1,1,2,2,1,2,,1,4,1,,1,,2,FR,"0,54772"
12000_112A,78836,H1K,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,2,9,2,2,2,1,2,1,1,1,1,3,2,9,9,1,2,2,98,,2,2,4,1,9,9,2,2,9,1,1,2,2,2,2,2,2,2,5,Avoir une sortie de métro à anjou.,99,,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,1,,1,4,3,,1,,1,FR,"0,197018"
12000_112A,78873,H2X,11,4,3,3,4,4,3,4,4,2,2,2,3,3,3,2,4,4,3,2,3,3,4,4,1,2,2,2,2,3,3,3,4,3,4,2,4,9,2,3,2,2,3,3,3,2,9,2,1,6,"les itinérants, les autoctones, les quêteux",2,3,3,1,3,3,2,2,4,1,2,3,4,4,4,3,3,3,9,"fauie respecter les règlements, comme par rapport à ne pas avoir de cellulaire au volant, les feux jaunes, les feux rouges",5,"avoir un suivi par rapport a des plaintes, faire respecter les règlements",10,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,5,3,2,3,2,2,4,3,2,4,4,1,4,,1,4,8,travailleur autonome,1,,2,FR,"0,437094"
12000_112A,78879,H1K,2,5,3,3,2,2,2,2,1,3,3,3,3,3,3,2,3,3,2,1,2,2,2,2,1,1,2,2,2,1,1,2,2,3,1,3,1,1,2,1,3,2,2,2,1,2,1,1,2,11,plus de police dans les rues,3,2,1,1,1,9,1,2,9,1,1,2,2,2,3,2,2,2,9,surveiller la vitesse dans les rues,99,,1,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,2,,1,3,3,,1,,1,FR,"0,264166"
12000_112A,78943,H4L,14,4,2,2,3,2,3,3,3,1,1,1,1,1,2,1,2,2,2,3,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,4,2,1,2,2,2,2,4,4,2,1,1,2,1,98,,1,2,3,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,9,le déneigement,4,"accueil,",10,2, , , , , , , , ,, ,,1,1,,2,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,1,2,1,2,2,1,2,2,2,2,1,1,1,,1,4,1,,1,,2,FR,"0,251601"
12000_112A,79048,H3L,1,3,1,1,1,1,3,1,1,1,1,1,2,2,2,1,4,4,4,1,4,4,3,1,1,1,1,1,1,1,9,1,1,3,1,1,1,9,9,1,1,1,1,1,1,2,1,9,2,4,,1,4,1,1,1,9,1,2,2,1,1,2,2,1,1,3,2,3,12,la reparation des rues - l'état des rues est très très mauvais.,99,,10,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,2,,2,2,1,,3,,1,FR,"3,247515"
12000_112A,79110,H8N,5,3,2,2,2,3,2,2,2,3,2,3,3,3,3,3,4,4,4,2,2,4,2,2,4,2,2,4,4,9,4,2,2,2,2,2,4,4,4,2,2,2,4,2,4,2,4,4,2,3,,3,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,13,Service d'autobus plus régulier.,99,,9,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,2,,2,4,1,Travailleuse autonome a temps plein.,1,,2,FR,"0,373237"
12000_112A,79131,H1K,7,6,2,3,3,2,2,1,2,3,3,4,2,3,3,3,3,3,3,2,1,3,3,3,2,2,3,3,2,2,2,3,3,3,2,2,1,2,2,2,2,2,3,3,2,2,2,2,3,11,,3,3,2,2,2,2,1,3,2,2,2,3,4,2,3,3,3,3,10,"Moi je trouve que les autobus c'est important, le stationnement, les gens qui circulent en auto ont de la diffculté à se stationner.",6,"La rénovation, je trouve que pour un bungalow ils sont exigeants.",10,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,1,,1,3,3,,1,,2,FR,"1,49853"
12000_112A,79152,H1K,2,1,2,1,1,2,1,2,2,3,2,2,3,2,2,3,4,4,4,3,2,4,3,2,2,2,3,4,1,3,4,2,2,2,2,2,2,3,3,2,2,2,3,2,3,2,2,2,1,3,,3,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,1,2,9,Le respect des limites de vitesse.,11,"La durée du travail, est-ce que ça se fait rapidement.",10,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,2,2,4,,1,,1,FR,"2,455973"
12000_112A,79231,H2M,1,4,2,2,2,2,4,3,3,2,2,2,2,2,2,3,4,3,3,2,3,3,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,98,,2,3,4,2,2,2,2,1,3,1,1,2,2,2,2,2,2,2,8,fluidité de la circulation,99,,9,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,2,4,1,,1,,1,FR,"1,123832"
12000_112A,79250,H3E,17,6,2,2,2,2,3,3,3,2,2,2,2,2,2,2,3,3,3,2,4,4,2,3,2,2,2,2,2,2,3,2,3,2,2,2,2,2,3,3,2,2,2,3,3,2,3,2,2,4,groups organise qui sont jamias attraper,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,8,fluiditie,99,,6,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,2,2,2,2,2,2,2,2,2,3,2,1,2,,1,4,1,,1,,1,FR,"0,243446"
12000_112A,79284,H3B,18,2,1,2,2,2,3,3,2,2,2,1,2,2,2,3,4,3,3,3,2,3,1,2,9,9,9,9,9,9,9,2,2,2,2,3,3,9,2,4,9,1,2,2,2,2,1,9,1,9,L'état des routes,2,3,4,9,9,9,2,9,2,2,2,2,2,2,2,2,2,2,1,Transport en commun,99,,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,1,4,8,Travailleur autonome,1,,1,FR,"0,891673"
12000_112A,79288,999,9,6,2,2,1,2,2,2,4,2,2,2,2,2,2,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,2,1,1,2,1,1,9,9,1,1,1,1,1,9,9,1,1,1,98,,1,1,9,1,1,3,9,1,2,1,9,2,2,2,2,2,2,2,99,,99,,10,2, , , , , , , , ,, ,,1,6,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,2,2,2,3,3,2,2,3,2,2,2,1,4,,1,4,3,,1,,1,FR,"0,152858"
12000_112A,79318,H8Z,10,6,1,1,2,1,3,1,1,1,2,2,4,2,2,9,3,2,2,3,2,4,1,3,1,1,2,1,1,1,2,3,2,1,3,1,4,3,3,3,1,1,1,1,9,2,1,3,1,9,potholes.,2,1,1,1,9,2,2,9,9,9,9,9,2,1,2,2,2,2,1,public,99,,10,2, , , , , , , , ,, ,,1,1,,2,,4,,3,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,1,1,9,1,2,1,9,1,1,2,1,1,1,,1,3,3,,2,,1,EN,"0,597855"
12000_112A,79335,H4M,14,4,1,1,2,1,3,1,3,1,2,2,1,1,2,2,2,2,2,2,2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,98,,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,transportation,99,,9,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,2,,1,2,1,,2,,1,EN,"2,038438"
12000_112A,79340,999,3,3,1,1,2,2,2,2,4,9,9,9,9,9,9,9,4,3,4,3,3,2,2,2,2,2,3,4,3,2,9,1,2,2,1,2,3,2,2,1,1,1,2,2,2,1,1,1,1,9,Traverser la rue. Dans ma region il ny a pas de passage pour les pietons.,9,3,3,2,9,9,2,2,2,9,9,2,2,2,2,2,2,2,13,la frequence des autobus.,99,,10,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,1,2,1,1,2,1,1,1,2,2,1,1,2,,2,4,1,,1,,1,FR,"1,253194"
12000_112A,79369,H2V,9,6,2,1,2,2,4,3,4,3,2,3,3,2,3,2,4,4,4,2,2,2,4,2,2,2,2,2,3,2,2,3,2,2,2,3,2,2,2,1,2,2,2,2,2,9,2,2,2,5,,3,3,3,2,1,3,2,2,3,1,1,2,2,2,2,2,2,3,10,les autobus,99,,5,1,2,4,4,2,2,9,2, ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,1,4,3,,1,,1,FR,"0,152858"
12000_112A,79376,H1B,12,3,1,1,1,3,3,1,1,1,1,1,1,2,2,1,4,4,3,2,2,4,2,2,1,1,1,2,1,4,4,1,1,1,1,3,1,1,1,1,1,1,2,3,1,1,1,1,1,9,,1,2,2,1,1,9,1,2,1,1,2,1,1,2,1,2,2,1,4,Amélioré le réseau des pistes cyclables.,7,Réduire les prix.,10,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,1,1,1,2,1,1,1,1,1,2,1,1,3,,1,4,1,,1,,2,FR,"0,54772"
12000_112A,79402,H1K,2,6,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,9,,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,14,ponctualité autobus,99,,10,2, , , , , , , , ,, ,,1,2,,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,1,1,1,1,1,1,1,1,1,2,1,1,1,,1,4,3,,1,,1,FR,"0,197018"
12000_112A,79432,H1V,7,4,4,4,4,4,4,1,1,2,2,3,2,3,3,4,4,4,3,4,4,4,3,3,2,1,2,3,2,2,4,2,2,3,3,2,9,9,9,2,3,2,2,3,9,9,9,9,2,98,,3,3,2,2,2,9,9,2,3,2,2,3,3,3,4,3,2,3,2,la ponctualité et fréquence du transport en commun,99,,5,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,1,3,1,,1,,1,FR,"1,632159"
12000_112A,79444,H2V,9,6,2,2,1,1,2,3,2,4,3,3,3,3,3,3,4,2,3,2,2,4,2,2,3,2,2,3,2,2,1,2,2,2,2,2,2,9,2,1,1,1,2,2,9,9,2,2,2,17,Feeling safe in public transportation.,3,2,2,3,2,2,2,1,1,2,1,2,2,2,3,2,2,2,9,"Safety, feeling safe in public transportation.",3,To make people happy and to conserve the look of whatever they want it to look like.,6,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,1,,1,2,2,,2,,2,EN,"0,301591"
