Fonds_gestion,Cofinancement,Annee_financiere,Debut_financement,Titulaire,Dossier,Etablissement,Pays_etablissement,Province_etablissement,Categorie_de_financement,Programme,Code_programme,Programme_volet,Code_volet,Montant_recherche,Frais_indirects,Montant_total,Grands_defis_de_societe,Type_de_destinataire,Domaine_de_recherche,Objet_de_recherche_1,Objet_de_recherche_2,Champs_application_1,Champs_application_2,Mots_cles 
FRQSC,,2018-2019,2018-2019,"RACETTE, JEAN-CHRISTOPHE",256201,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,"Nature, transformation et gouvernance de la société et des institutions",Politiques de l'État,"Administration locale, régionale et nationale",Structures organisationnelles,,Histoire  // Transnationalisme // Gouvernement municipal // Relations internationales // Histoire urbaine // Montréal
FRQSC,,2018-2019,2018-2019,"SIRIEIX, MARION",256212,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,"Nature, transformation et gouvernance de la société et des institutions",Mouvements sociaux,Politiques et services publics  ,Affaires intérieures ,,Mouvement sociaux // Logement // Politique locative // Logement social // Processus politique // Institutions
FRQSC,,2018-2019,2018-2019,"PASK, EMMA",256218,University of Chicago,ÉTATS-UNIS,Illinois,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,22500,0,22500,,Titulaire,"Milieux de vie, aménagement et appropriation de l'espace humain",Courants écologiques,Populations frontalières,Environnement,,Fieldwork Ecologists // Philosophy of Biology  // Anthropocene and Climate Change  // Human-Animal Relationships  // Borderland Studies  // Migratory Bats 
FRQSC,,2018-2019,2018-2019,"SMEETS, LIZ",256250,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,Langues et langage,Acquisition et développement du langage,"Mécanismes d'acquisition, de compréhension et de production du langage",Éducation ,,Second Language Acquisition // Human Language // Syntax-Discourse Interface // Language Acquisition // First Language Transfer Effects // Clitic Left Dislocation
FRQSC,,2018-2019,2018-2019,"DEDAUW, PATRICK",256271,City University of New York [CUNY],ÉTATS-UNIS,New York,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,22500,0,22500,,Titulaire,"Milieux de vie, aménagement et appropriation de l'espace humain","Personnes, villes et territoires",Aménagement des infrastructures,Solidarité sociale,,infrastructure // restructuration économique // prisons // premières nations
FRQSC,,2018-2019,2018-2019,"ALVO, VÉRONIQUE ",256274,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,17500,0,17500,,Titulaire,"Éducation, savoirs et compétences",Évaluation des performances des élèves et des enseignants,Enseignement ,Éducation ,,Pleine conscience  // Contexte scolaire // Enfance  // Enseignement  // Cognition 
FRQSC,,2018-2019,2018-2019,"RHAIEM, KHALIL",256301,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,Gestion des organisations ,Innovations technologiques,Entrepreneurship,Fondements et avancement des connaissances,,Échec d'innovation // Innovation // Apprentissage organisationnel // Échec d'apprentissage organisationnel // PME
FRQSC,,2018-2019,2018-2019,"BROUILLETTE, JEAN-FÉLIX",256331,Stanford University,ÉTATS-UNIS,Californie,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,1000,0,1000,,Titulaire,"Économie, emploi et marchés",Économétrie,Criminalité,Politiques économiques,,Emploi // Récidivisme // Criminalité // Surveillance // Prédiction
FRQSC,,2018-2019,2018-2019,"PÉREZ BEDOYA, SANTIAGO",256345,Université de Sherbrooke,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,1000,0,1000,,Titulaire,Langues et langage,"Mécanismes d'acquisition, de compréhension et de production du langage",Acquisition et développement du langage,Éducation ,,L'acquisition de l'écrit // Compétences transcriptionelles  // Orthographe // Production de textes // Graphomotricité // Automatisation de l'écriture
FRQSC,,2018-2019,2018-2019,"STAMM, CHRISTOPH",256347,Université de Lausanne,SUISSE,,Bourses et stages de formation,Bourses de recherche postdoctorale,B3,Bourses postdoctorales,B3Z,57176,0,57176,,Titulaire,"Nature, transformation et gouvernance de la société et des institutions","Contextes idéologiques, politiques, économiques et sociaux des transformations sociales",Dynamique des transformations sociales,Structures organisationnelles,,Crise environnementale // Transition écologique // Changement institutionnel // Responsabilité sociale des entreprises
FRQSC,,2018-2019,2018-2019,"GALARDO, LAURIE",256362,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,17500,0,17500,,Titulaire,Gestion des organisations ,Gestion dans divers secteurs,Santé et sécurité au travail,Structures organisationnelles,,Psychologie organisationnelle // Pratiques de gestion // Innovation
FRQSC,,2018-2019,2018-2019,"CÔTÉ-REMY, FRANÇOIS-JULIEN",256368,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,Enjeux fondamentaux et finalités de la vie humaine,Soins palliatifs ,"Religion, cultures et espaces ",Évolution et traitement des maladies,,Mort // Spiritualité // angoisse de mort // biomédecine // pathologie // philosophie
FRQSC,,2018-2019,2018-2019,"FRÉCHETTE-SIMARD, CATHERINE",256377,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,"Éducation, savoirs et compétences",Troubles de comportement chez l'enfant et l'adolescent,,,,troubles intériorisés // anxiété  // anxiété de performance // transition primaire-secondaire // Effet Gros poisson - Petit bassin // Réussite scolaire
FRQSC,,2018-2019,2018-2019,"MALKOUN HENRION, AUDE",256389,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale","Conscience, subjectivité et identité personnelle",Systèmes de valeurs et normes,Droits et justice,,attribution de statuts // développement cognitif et moral // émotions de l'estime // empathie // reconnaissance // autonomie
FRQSC,,2018-2019,2018-2019,"MEZA VALDEZ, AURELIO",256398,Université Concordia,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,Création artistique et littéraire,"Modes de conservation, mise en valeur, restauration ou protection du patrimoine artistique et culturel (architectural, littéraire, musical, théâtral, etc.)",Approches multiples de la création,Culture,,sound studies // voice // archive // digital humanities // decolonial studies // poetry
FRQSC,,2018-2019,2018-2019,"BANDOLA, CAMILLE",256415,Université du Québec en Outaouais [UQO],CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,17500,0,17500,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Abus et négligence des enfants,Développement du nourrisson / de l'enfant,Populations,,Négligence // Maltraitance  // Cumul des facteurs de risque // Enfance  // Relation parent-enfant  // Développement 
FRQSC,,2018-2019,2018-2019,"LAVIGNE, MATHIEU",256429,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,"Nature, transformation et gouvernance de la société et des institutions",Communication publique,Partis politiques ,Affaires intérieures ,,Élection // Micro-ciblage // Communication // Polarisation // Institutions // Scrutin
FRQSC,,2018-2019,2018-2019,"MORIN, GUILLAUME",256450,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Problèmes de comportement,Socialisation,Populations,,Image corporelle // Comportement alimentaire // Exercice physique // Personnalité // Influences socioculturelles // Garçons adolescents
FRQSC,,2018-2019,2018-2019,"POPOVICI-TOMA, COSMIN",256467,Université d'Oxford,ROYAUME-UNI,,Bourses et stages de formation,Bourses de recherche postdoctorale,B3,Bourses postdoctorales,B3Z,55674,0,55674,,Titulaire,"Arts, littérature et société",Théories artistiques ou littéraires,Analyse d'oeuvres littéraires ou artistiques,,,Maurice Blanchot // littérature française // littérature comparée // littérature anglaise // théorie littéraire // écritures numériques
FRQSC,,2018-2019,2018-2019,"SIMONEAU, JEANNE",256482,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,17500,0,17500,,Titulaire,"Arts, littérature et société",Analyse d'oeuvres littéraires ou artistiques,,Culture,,Littérature // Sociocritique // Identité // Société // Corpus québécois // Américanité
FRQSC,,2018-2019,2018-2019,"MILLETTE, VALÉRIE",256492,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale","Cycles de vie (enfance, adolescence, adulte, etc.)",Conditions d'adaptation et d'insertion,Solidarité sociale,,orientation sexuelle // deuil // exclusion  // vieillissement // identité
FRQSC,,2018-2019,2018-2019,"LICHA, EMANUEL",256495,Université de Montréal,CANADA,Québec,Subventions de recherche,Soutien à la recherche-création pour la relève professorale,CCZ,Soutien à la recherche-création pour la relève professorale,CCZ,15000,4050,19050,,Établissement reconnu,Création artistique et littéraire,Cinéma,Approches multiples de la création,Relations internationales ,,Art/architecture et politique // Art et ge?ographie // Cin?ema documentaire // Art contemporain // Cultures visuelles // Installations et dispositifs filmiques
FRQSC,,2018-2019,2018-2019,"DEMERS-MARCIL, MARIE",256498,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,"Arts, littérature et société",Analyse d'oeuvres littéraires ou artistiques,Littérature-jeunesse ,Culture,,Littérature québécoise du XXIème siècle // Young Adult Literature // Littérature pour adolescents // Jeune Adulte // New Adult Literature // Segmentation du lectorat en catégories 
FRQSC,,2018-2019,2018-2019,"LATHOUD, INGRID",256510,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Rapports ethniques et interculturels,Communication interpersonnelle,,,Communication interculturelle // Recherche-intervention // Transformation des pratiques // Pratiques parentales // Pratiques d'intervention // Relations interpersonnelles
FRQSC,,2018-2019,2018-2019,"URIBE, CRISTINA",256523,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,Langues et langage,Acquisition et développement du langage,Phonétique,Éducation ,,Français langue seconde // Perception de sons non-natifs // Principe alphabétique // Production de sons non-natifs
FRQSC,,2018-2019,2018-2019,"THÉBERGE-GUYON, MARIANNE",256528,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,"Médias, communications et information",Communication interpersonnelle,Rapports ethniques et interculturels,Populations,,communication interculturelle // relation d'intervention // intégration sociale // immigrants-nouveaux arrivants // hospitalité // stratégies communicationnelles
FRQSC,,2018-2019,2018-2019,"CIBILLEAU, AURÉLIEN",256529,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,"Arts, littérature et société","Arts, littérature et subjectivité",Vidéo et nouveaux médias,Culture,,récits de voyage // films de voyage // auteurs français contemporains  // posture auctoriale // pratique transmédiatique // approche socio-pragmatique
FRQSC,,2018-2019,2018-2019,"CHARTIER, ÉMILIE ANNE",256532,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,17500,0,17500,,Titulaire,Enjeux fondamentaux et finalités de la vie humaine,"Individualisme, communautarisme, pluralisme et tolérance",Philosophies et idéologies,Affaires intérieures ,,Démocratie // Philosophie antique // Pluralisme // Tolérance  // Diversité d'opinions // Consensus
FRQSC,,2018-2019,2018-2019,"ETOUBASHI, NESMA",256541,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,17500,0,17500,,Titulaire,"Éducation, savoirs et compétences",Systèmes d'enseignement et d'apprentissage,Développement affectif et émotionnel,Éducation ,,Well-being // Mental health // Pre-service teachers // Stress // Coping
FRQSC,,2018-2019,2018-2019,"GIRARD, WILLIAM-PHILIPPE",256566,Université du Québec à Trois-Rivières [UQTR],CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,17500,0,17500,,Titulaire,Enjeux fondamentaux et finalités de la vie humaine,Perception et représentation,,,,Écophénoménologie // Eugen Fink // Critique du naturalisme // Fondements éthique environnementale
FRQSC,,2018-2019,2018-2019,"HEQUET, CÉLINE",256571,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,"Économie, emploi et marchés",Rapports homme-femme,Politiques et services publics  ,Solidarité sociale,,Rapports sociaux de sexe // Temps de travail domestique // Services sociaux // Double tâche // Appauvrissement // Épuisement
FRQSC,,2018-2019,2018-2019,"WOODS, JAMIE",256580,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,17500,0,17500,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Traumatismes crânio-encéphaliques et de la moelle épinière,Qualité de vie et vieillissement,Évolution et traitement des maladies,,Traumatisme craniocérébral // Psychopathologies // Participation sociale // Qualité de vie // Réadaptation // Gériatrie
FRQSC,,2018-2019,2018-2019,"MERCIER, GENEVIÈVE",256581,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,17500,0,17500,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Famille et aidants naturels,,,,Coparentalité // Famille // Déploiement // Armée // Relation // Couple
FRQSC,,2018-2019,2018-2019,"DESMEULES, MARIE-HÉLÈNE",256612,New School for Social Research,ÉTATS-UNIS,New York,Bourses et stages de formation,Bourses de recherche postdoctorale,B3,Bourses postdoctorales,B3Z,10293,0,10293,,Titulaire,Enjeux fondamentaux et finalités de la vie humaine,Conscience et intentionnalité,Systèmes de valeurs et normes,Droits et justice,,Phénoménologie // Intentionnalité // Acte de langage // Consentement // Norme // Autonomie
FRQSC,,2018-2019,2018-2019,"BÉDARD, SAMUEL",256615,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,17500,0,17500,,Titulaire,"Nature, transformation et gouvernance de la société et des institutions",Politiques de développement,Systèmes de production et de distribution des ressources,Politiques économiques,,Extractivisme // Collectivités nordiques  // Ressources naturelles  // Modèle de développement  // Nunavut // Industrie minière
FRQSC,,2018-2019,2018-2019,"BRANCHAUD, MARIE",256618,Université du Québec à Trois-Rivières [UQTR],CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,17500,0,17500,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Services sociaux généraux (population),,,,Mentalisation // Psychothérapie // Formation professionnelle // Efficacité thérapeutique
FRQSC,,2018-2019,2018-2019,"OUELLET-DÉCOSTE, ÉLOÏSE",256647,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,Enjeux fondamentaux et finalités de la vie humaine,"Droits et libertés de la personne, droits collectifs",Droit international ,Droits et justice,,Droits autochtones // Droit international des droits humains // Justice transitionnelle // Réparation // Obligations de l'État // Injustices historiques
FRQSC,,2018-2019,2018-2019,"BOUCHER, MAXIME",256649,Institut national de la recherche scientifique [INRS],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,"Nature, transformation et gouvernance de la société et des institutions",Politiques d'aménagement,Prise de décision,Aménagement du territoire,,Planification urbaine // Revitalisation urbaine intégrée // Concertation de quartier // Dispositifs de concertation // Prise de parole en public // Épreuves performatives
FRQSC,,2018-2019,2018-2019,"DANEAU, PATRICE",256692,Université de Sherbrooke,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,Gestion des organisations ,Santé et sécurité au travail,"Gestion des changements (structuraux, technologiques et culturels) ",Structures organisationnelles,,comportement organisationnel // gestion d'organisation // santé et sécurité au travail // santé organisationnelle // modèle théorique // santé psychologique au travail
FRQSC,,2018-2019,2018-2019,"SERVOT, SABRINA",256721,Université du Québec à Trois-Rivières [UQTR],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Troubles de comportement chez l'enfant et l'adolescent,Sommeil et troubles du sommeil,Populations,,maltraitance envers les enfants // pratiques parentales // comportements extériorisés // sommeil // comportements intériorisés
FRQSC,,2018-2019,2018-2019,"PHENIX, CINDY",256726,Northwestern University,ÉTATS-UNIS,Illinois,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,19000,0,19000,,Titulaire,Création artistique et littéraire,Peinture ,Installations,Culture,,Peinture // Interdisciplinarité // Art actuel // Art relationnel // Féminisme // Anecdotes
FRQSC,,2018-2019,2018-2019,"GILBERT BLANCHARD, OPHÉLIE",256734,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,17500,0,17500,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Rapports ethniques et interculturels,Insertion et exclusion,Éducation ,,Milieux scolaires // Contexte pluriethnique // Milieux défavorisés // Préjugés
FRQSC,,2018-2019,2018-2019,"CLOUTIER, AMÉLIE",256735,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,17500,0,17500,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Neuropsychologie cognitive du vieillissement,Fonctions exécutives,Santé publique,,Fonctions exécutives // Musique de fond // Personnes âgées // Contrôle exécutif // Inhibition
FRQSC,,2018-2019,2018-2019,"AUGER, EMILIE",256771,University of Waterloo,CANADA,Ontario,Bourses et stages de formation,Bourses de recherche postdoctorale,B3,Bourses postdoctorales,B3Z,45000,0,45000,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Relations de couple,,,,Relations interpersonnelles // Relations de couple // Identité // Intimité
FRQSC,,2018-2019,2018-2019,"GUENAT, CLAIRE",256790,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Suicide,"Contextes idéologiques, politiques, économiques et sociaux des transformations sociales",Affaires intérieures ,,Prévention du suicide // Prison // Gestion des risques // Problème public //  Socio-histoire de l'action publique
FRQSC,,2018-2019,2018-2019,"COUTURIER, ALEXANE",256791,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,"Médias, communications et information","Types de médias (radio, télévision, presse écrite, etc.)",Stratégies de persuasion,Technologies des communications et de l'information,,Jeu vidéo // Discours critique // Guerre // Sémiotique // Antimilitarisme // Sensibilisation
FRQSC,,2018-2019,2018-2019,"PLEAU, JOANNIE",256812,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,"Éducation, savoirs et compétences",Modes d'apprentissage,,,,Compréhension // Numérique  // Genre numérique // Lecture // Information // Contextes formel/informel
FRQSC,,2018-2019,2018-2019,"HOUNDETOUNGAN, ELYSÉE ARISTIDE",256835,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,"Économie, emploi et marchés",Économétrie,Modélisation,Politiques économiques,,Réseaux sociaux // Econométrie  // Effets de pairs // Simulations // Méthodes bayesiennes // Chaine de Markov-Monte Carlo
FRQSC,,2018-2019,2018-2019,"GOSSELIN, VÉRONIQUE",256849,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Politiques sociales ,Mobilité,Politiques économiques,,Programme sportif d'intervention sociale // Inégalités socioéconomiques // Mobilité sociale // Sport et développement humain // Analyse économique // Retour social sur investissement
FRQSC,,2018-2019,2018-2019,"TESSIER, VIRGINIE",256855,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,"Arts, littérature et société",Design industriel,Évaluation des performances des élèves et des enseignants,Éducation ,,Design collaboratif // Évaluation // Apprentissage par projet // Éducation en design
FRQSC,,2018-2019,2018-2019,"TOUPIN, GABRIEL",256874,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,Enjeux fondamentaux et finalités de la vie humaine,Traditions philosophiques en éducation,Idéologies et politiques sociales,Culture,,Philosophie // Allemagne // Métaphysique // Théorie Critique // Culture // Éducation
FRQSC,,2018-2019,2018-2019,"PARENT, SIMON",256895,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,"Éducation, savoirs et compétences",Technologies éducatives ,Approches éducatives,Éducation ,,Technologies éducatives // Compétences transversales // Programmation // Robotique // Résolution de problèmes // Collaboration
FRQSC,,2018-2019,2018-2019,"DOUCET, SOPHIE",256898,Université Concordia,CANADA,Québec,Bourses et stages de formation,Bourses de recherche postdoctorale,B3,Bourses postdoctorales,B3Z,45000,0,45000,,Titulaire,"Cultures, religions et civilisations",Contextes familiaux,Trajectoires familiales,Éducation ,,Famille // femmes // Soeurs // Écrits de soi // Correspondances
FRQSC,,2018-2019,2018-2019,"CHATTERJEE, PIYUSHA",256903,Université Concordia,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale","Contextes idéologiques, politiques, économiques et sociaux des transformations sociales","Structures, stratégies et impacts des industries culturelles",Culture,,post-industrial transformations // urban space // new media // creative economy // precarious labor // busking/street performance
FRQSC,,2018-2019,2018-2019,"PERRON, MATHIEU",256918,Université du Québec à Trois-Rivières [UQTR],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,"Économie, emploi et marchés",Organisation politique et administrative,Organisation sociale et système politique,Politiques économiques,,Histoire sociale et culturelle // Histoire régulation sociale // Histoire de la taxation // Histoire de la sociabilité // Histoire de la consommation // Histoire religieuse
FRQSC,,2018-2019,2018-2019,"FORTIN, ALAIN-PHILIPPE",256924,Université de Genève [UNIGE],SUISSE,,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,"Économie, emploi et marchés",Gestion des risques ,,,,Valeur-à-Risque (VaR) // copules // Valeur-à-Risque Conditionnelle (CVaR) // corrélations dynamiques
FRQSC,,2018-2019,2018-2019,"TIV, MEHRGOL",256931,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,Langues et langage,Bilinguisme et multilinguisme,Cognition et  langage,Éducation ,,Psycholinguistics // Language // Bilingualism // Nonliteral language // Irony // Sarcasm
FRQSC,,2018-2019,2018-2019,"LI, ZEYU",256966,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,17500,0,17500,,Titulaire,Création artistique et littéraire,Composition musicale,Systèmes informatiques ,Technologies des communications et de l'information,,Music Technology // Machine Learning // Music Generation // Music Information Retrieval // DJ System // Automatic DJ
FRQSC,,2018-2019,2018-2019,"MAILHOT, VIRGINIE",256968,Université de Sherbrooke,CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,17500,0,17500,,Titulaire,"Arts, littérature et société",Modes ou stratégies de diffusion,Contextes de la transmission et de la réception des oeuvres littéraires ou artistiques,Culture,,Littérature amérindienne // Sociologie du littéraire // Stratégies éditoriales // Éditions Hannenorak // Histoire du livre // Histoire de l'édition
FRQSC,,2018-2019,2018-2019,"LAVOIE, NICOLAS",256998,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,14000,0,14000,,Titulaire,"Milieux de vie, aménagement et appropriation de l'espace humain",Dynamique des environnements naturels et bâtis,Organisation du territoire,Aménagement du territoire,,Urbanisme // Conception réglée // Conception innovante // Prospective // Projet urbain // Méthode DKCP
FRQSC,,2018-2019,2018-2019,"FRÉCHETTE, MYLÈNE",257020,Université de Sherbrooke,CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,17500,0,17500,,Titulaire,"Arts, littérature et société",Contextes de la transmission et de la réception des oeuvres littéraires ou artistiques,Identité sociale de l'artiste ou de l'écrivain,Culture,,Sociologie du littéraire // Littérature francophone // Festivals littéraires // Professionnalisation de l'écrivain // Stratégies de légitimation // Oralité et performance
FRQSC,,2018-2019,2018-2019,"LAVEAULT-FRIGON, ANTHONY",257042,University of California - Los Angeles [UCLA],ÉTATS-UNIS,Californie,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,1000,0,1000,,Titulaire,"Économie, emploi et marchés",R&D et innovation ,,Croissance économique,,Technologie // Connaissances // Brevets // Économie  // Croissance // Innovation
FRQSC,,2018-2019,2018-2019,"LINGYUN, HUANG",257052,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,21000,0,21000,,Titulaire,"Éducation, savoirs et compétences",Technologies éducatives ,Modélisation des processus d'apprentissage,,,self-regulated learning // adaptive learning environments // TPACK // teacher professional development // modelling of learning patterns
