NO_PERMISPUBLIC,NO_PERMISPARCEDIFICE,NO_ID_PRO,TITRE_PRODUCTION,ANNULATION,TYPE_EMPLACEMENT,EMPLACEMENT,RUE_DE,RUE_A,NOM_PARC,RAISON_OCCUPATION,DUREE_DE,DUREE_A,NOM_ARROND,X,Y,LATITUDE,LONGITUDE
110687,,25915,The End is Nye,No,avenue,Union,Belmont,boulevard René-Lévesque Ouest,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production,Stationnement pour véhicules de figuration",2021-08-27,2021-08-30,Ville-Marie,299632.79205936124,5040250.4688724475,45.50216509456428,-73.56612261386174
111296,,25915,The End is Nye,No,Rue,Atateken,Amherst,Robin,,Stationnement pour véhicules de production,2021-09-07,2021-09-07,Ville-Marie,,,,
111295,,25915,The End is Nye,No,rue,Robin,Saint-Timothée,Atateken,,Stationnement pour véhicules de production,2021-09-07,2021-09-07,Ville-Marie,,,,
110686,,25915,The End is Nye,No,Boulevard,René-Lévesque Ouest,côte du Beaver Hall,avenue Union,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production",2021-08-27,2021-08-30,Ville-Marie,,,,
110693,,25915,The End is Nye,No,rue,Hutchison,Mitlon,Prince-Arthur Ouest,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production",2021-08-30,2021-08-30,Le Plateau-Mont-Royal,,,,
110698,,25915,The End is Nye,No,rue,Stanley,boulevard René-Lévesque Ouest,Sainte-Catherine Ouest,,Stationnement pour véhicules de production,2021-08-27,2021-08-27,Ville-Marie,,,,
110708,,25915,The End is Nye,No,Côte,du Beaver Hall,Belmont,boulevard René-Lévesque Ouest,,Utilisation comme plateau de tournage,2021-09-03,2021-09-03,Ville-Marie,299672.14502414764,5040314.984433162,45.50274591612015,-73.56561970276894
110701,,25915,The End is Nye,No,rue,Stanley,avenue des Canadiens-de-Montréal,boulevard René-Lévesque Ouest,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production,Stationnement pour véhicules de figuration",2021-08-27,2021-08-28,Ville-Marie,299322.72150750004,5039746.8719999995,45.497631256650116,-73.57008480973573
110699,,25915,The End is Nye,No,boulevard,René-Lévesque Ouest,côte du Beaver Hall,avenue Union,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production,Stationnement pour véhicules de figuration",2021-08-28,2021-08-29,Ville-Marie,,,,
110704,,25915,The End is Nye,No,Côte,du Beaver Hall,De La Gauchetière Ouest,boulevard René-Lévesque Ouest,,Utilisation comme plateau de tournage,2021-08-28,2021-08-28,Ville-Marie,,,,
110705,,25915,The End is Nye,No,,,,,,Utilisation comme plateau de tournage,2021-08-28,2021-08-29,Ville-Marie,,,,
110707,,25915,The End is Nye,No,rue,Belmont,côte du Beaver Hall,boulevard Robert-Bourassa,,Utilisation comme plateau de tournage,2021-08-28,2021-08-29,Ville-Marie,,,,
110710,,25915,The End is Nye,No,boulevard,René-Lévesque Ouest,côte du Beaver Hall,avenue Union,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production",2021-09-03,2021-09-05,Ville-Marie,,,,
110709,,25915,The End is Nye,No,Côte,du Beaver Hall,De La Gauchetière Ouest,boulevard René-Lévesque Ouest,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production,Stationnement pour véhicules de figuration",2021-09-03,2021-09-05,Ville-Marie,,,,
111294,,25915,The End is Nye,No,rue,Saint-Timothée,boulevard De Maisonneuve Est,Robin,,Stationnement pour véhicules de production,2021-09-07,2021-09-07,Ville-Marie,300106.561995,5042030.1235,45.51818221957185,-73.560077216609
110711,,25915,The End is Nye,No,Côte,du Beaver Hall,De La Gauchetière Ouest,boulevard René-Lévesque Ouest,,Utilisation comme plateau de tournage,2021-09-04,2021-09-04,Ville-Marie,,,,
112454,,25916,Pfizer,No,Rue,Metcalfe,De Maisonneuve,Sherbrooke,,Stationnement pour véhicules de production,2021-07-17,2021-07-19,Ville-Marie,298942.54498278623,5040239.460478867,45.50206067302438,-73.57495527247504
109524,,25916,Pfizer,No,rue,Augustin-Frigon,Mont-Royal,William-Tremblay,,,2021-07-24,2021-07-24,Rosemont-La Petite-Patrie,299626.3325075,5044795.7555,45.54306478388607,-73.56625326963896
109495,,25916,Pfizer,No,rue,Metcalfe,Sainte-Catherine,De Maisonneuve,,,2021-07-17,2021-07-19,Indéfini,,,,
112452,,25916,Pfizer,No,boulevard,De Maisonneuve,Mansfield,Metcalfe,,Stationnement pour véhicules de production,2021-07-17,2021-07-19,Ville-Marie,299040.3454044303,5040221.710209919,45.50190175369536,-73.57370355639448
112453,,25916,Pfizer,No,rue,Metcalfe,Mount-Royal,De Maisonneuve,,Stationnement pour véhicules de production,2021-07-17,2021-07-19,Ville-Marie,299068.2734887191,5040152.278980006,45.501277203406076,-73.57334535535956
109502,,25916,Pfizer,No,rue,Metcalfe,Sherbrooke,De Maisonneuve,,,2021-07-17,2021-07-19,Ville-Marie,298942.54498278623,5040239.460478867,45.50206067302438,-73.57495527247504
112455,,25916,Pfizer,No,rue,Metcalfe,De Maisonneuve,Sherbrooke,,Stationnement pour véhicules de production,2021-07-17,2021-07-19,Ville-Marie,298942.54498278623,5040239.460478867,45.50206067302438,-73.57495527247504
109500,,25916,Pfizer,No,rue,Metcalfe,Sainte-Catherine,De Maisonneuve,,,2021-07-17,2021-07-19,Indéfini,,,,
109503,,25916,Pfizer,No,rue,Metcalfe,Sherbrooke,De Maisonneuve,,,2021-07-17,2021-07-19,Ville-Marie,298942.54498278623,5040239.460478867,45.50206067302438,-73.57495527247504
109501,,25916,Pfizer,No,boulevard,De Maisonneuve,Mansfield,Metcalfe,,,2021-07-17,2021-07-19,Ville-Marie,299040.3454044303,5040221.710209919,45.50190175369536,-73.57370355639448
109526,,25916,Pfizer,No,rue,William-Tremblay,Molson,André-Laurendeau,,,2021-07-24,2021-07-24,Indéfini,,,,
112456,,25916,Pfizer,No,rue,Metcalfe,Mount-Royal,De Maisonneuve Ouest,,Stationnement pour véhicules de production,2021-07-17,2021-07-19,Ville-Marie,299068.2734887191,5040152.278980006,45.501277203406076,-73.57334535535956
109525,,25916,Pfizer,No,rue,William-Tremblay,Molson,Augustin-Frigon,,,2021-07-24,2021-07-24,Rosemont-La Petite-Patrie,299726.51429896784,5044683.993915658,45.54205985650926,-73.56496921281585
,18099,25917,VANLAB saison 2,No,Ville,En général dans la ville sans nuire aux activités régulières.,,,"Parc Trottoirs, parcs et espaces publics de Montréal",Tournage entrevues entre animateurs et jeunes du secondaire avec véhicule de figuration Westfalia.,,,Indéfini,,,,
109876,,25918,Autant en emporte les framboises,No,rue,Saint-Urbain,Roy Ouest,Saint-Cuthbert,,Stationnement pour véhicules de production,2021-08-29,2021-08-30,Le Plateau-Mont-Royal,298731.845995,5041621.6865,45.5144965507105,-73.57766877263786
109878,,25918,Autant en emporte les framboises,No,Boulevard,Desmarchais,Angers,Laurendeau,,Stationnement pour véhicules de production,2021-08-24,2021-08-25,Le Sud-Ouest,298000.21898,5035053.9065000005,45.45539021094254,-73.58694151920068
109877,,25918,Autant en emporte les framboises,No,rue,De Sève,Angers,Laurendeau,,Stationnement pour véhicules de production,2021-08-25,2021-08-25,Le Sud-Ouest,298003.58701250004,5035122.611500001,45.45600848166998,-73.58689939112378
109559,,25919,J't'en crack tu une - Bleus Jeans Bleus,No,boulevard,Assomption,Rosemont,Sapins,,,2021-08-03,2021-08-04,Indéfini,,,,
109560,,25919,J't'en crack tu une - Bleus Jeans Bleus,No,boulevard,Assomption,Saules,Sapins,,,2021-08-03,2021-08-04,Indéfini,,,,
,18123,25920,Dans ma tête,No,parc,Sentiers formels du parc.,,,Parc Gabriel-Sagard,Tournage - Équipe de 20 personnes,,,Villeray-Saint-Michel-Parc-Extension,,,,
111667,,25920,Dans ma tête,No,boulevard,Saint-Laurent,Saint-Norbert,Sherbrooke Ouest,,Stationnement pour véhicules de production,2021-07-25,2021-07-28,Ville-Marie,299427.16749250004,5041365.5735,45.512197591447574,-73.56876632960464
111668,,25920,Dans ma tête,No,Avenue,des Érables,de Rouen,Sherbrooke Est,,"Stationnement pour véhicules de production,Stationnement pour véhicules de figuration",2021-08-11,2021-08-11,Ville-Marie,299995.6693357155,5043449.44673644,45.53095297633367,-73.5615103470154
111670,,25920,Dans ma tête,No,Avenue,des Érables,Sherbrooke Est,Gauthier,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de figuration",2021-08-11,2021-08-11,Le Plateau-Mont-Royal,299833.7945,5043556.0865,45.531911420720256,-73.56358391970032
111671,,25920,Dans ma tête,No,rue,J.-J.-Gagnier,boulevard Henri-Bourassa Est,boulevard Gouin Est,,Stationnement pour véhicules de production,2021-09-08,2021-09-08,Ahuntsic-Cartierville,292930.7066733655,5049122.909682177,45.58192018185699,-73.65210044737971
111672,,25920,Dans ma tête,No,avenue,Louis-Hébert,de Bellechasse,Beaubien Est,,Stationnement pour véhicules de production,2021-09-15,2021-09-15,Rosemont-La Petite-Patrie,297736.4375075,5045291.4399999995,45.54750904223241,-73.59046207686308
111673,,25920,Dans ma tête,No,Rue,des Écores,de Bellechasse,Beaubien Est,,Stationnement pour véhicules de production,2021-09-15,2021-09-15,Rosemont-La Petite-Patrie,297689.78250750003,5045215.8355,45.546828255089565,-73.59105847621494
111674,,25920,Dans ma tête,No,rue,Saint-Hubert,de Bellechasse,Beaubien Est,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production",2021-09-21,2021-09-21,Rosemont-La Petite-Patrie,296872.35,5043949.582,45.53542522931811,-73.60150630875349
,18139,25920,Dans ma tête,No,parc,Secteur du skatepark. Une roulotte costume servira de plateau de tournage sur l'espace bétonné.,,,Parc Ahuntsic,Tournage - 30 personnes,,,Ahuntsic-Cartierville,,,,
111669,,25920,Dans ma tête,No,rue,Gauthier,avenue des Érables,Parthenais,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de figuration",2021-08-11,2021-08-11,Le Plateau-Mont-Royal,299799.14051,5043637.0975,45.5326401375778,-73.56402844176596
110926,,25922,Le Coyote,No,Avenue,013e,Jean-Talon Est,François-Perrault,,Stationnement pour véhicules de production,2021-10-18,2021-10-18,Villeray-Saint-Michel-Parc-Extension,297124.7954975,5046774.274,45.56084570137204,-73.59831835996235
110938,,25922,Le Coyote,No,Avenue,010e,Bélanger,Jean-Talon Est,,Stationnement pour véhicules de production,2021-10-26,2021-10-27,Villeray-Saint-Michel-Parc-Extension,297240.85050714476,5046383.8361231685,45.557333703837685,-73.59682567830475
110930,,25922,Le Coyote,No,Avenue,010e,boulevard Shaughenessy,10e avenue,,Stationnement pour véhicules de production,2021-10-21,2021-10-21,Villeray-Saint-Michel-Parc-Extension,,,,
110919,,25922,Le Coyote,No,rue,Everett,avenue Christophe-Colomb,De La Roche,,Stationnement pour véhicules de production,2021-09-29,2021-10-04,Villeray-Saint-Michel-Parc-Extension,295813.00638663623,5044947.914394163,45.544395907094575,-73.61508851507502
110920,,25922,Le Coyote,No,rue,De La Roche,De Castelnau,Everett,,Stationnement pour véhicules de production,2021-10-29,2021-10-04,Villeray-Saint-Michel-Parc-Extension,295904.4049975,5044949.054,45.54440732819302,-73.61391809579149
110929,,25922,Le Coyote,No,Avenue,009e,Jean-Talon Est,Everett,,Stationnement pour véhicules de production,2021-10-21,2021-10-21,Villeray-Saint-Michel-Parc-Extension,296989.93750500004,5046453.909,45.557961475846085,-73.60004071058891
110924,,25922,Le Coyote,No,Rue,Jean-Talon Est,Cartier,Chabot,,Stationnement pour véhicules de production,2021-10-16,2021-10-16,Villeray-Saint-Michel-Parc-Extension,296502.97148002154,5045440.132970873,45.54883353144636,-73.60626129968715
110925,,25922,Le Coyote,No,avenue,Musset,Jean-Talon Est,François-Perrault,,Stationnement pour véhicules de production,2021-10-16,2021-10-16,Villeray-Saint-Michel-Parc-Extension,297171.72999,5046824.523499999,45.56129836905018,-73.59771792829245
110928,,25922,Le Coyote,No,rue,Dante,aveneue Casgrain,avenue De Gaspé,,Utilisation comme plateau de tournage,2021-10-18,2021-10-18,Rosemont-La Petite-Patrie,,,,
110927,,25922,Le Coyote,No,avenue,De Gaspé,Saint-Zotique,Dante,,Stationnement pour véhicules de production,2021-10-18,2021-10-18,Rosemont-La Petite-Patrie,296100.8552635322,5043787.327890633,45.53395604875352,-73.61138161030865
110923,,25922,Le Coyote,No,Avenue,010e,boulevard Shaughnessy,10e avenue,,Stationnement pour véhicules de production,2021-10-15,2021-10-15,Villeray-Saint-Michel-Parc-Extension,,,,
110931,,25922,Le Coyote,No,Avenue,009e,Jean-Talon Est,Everett,,Stationnement pour véhicules de production,2021-10-22,2021-10-23,Villeray-Saint-Michel-Parc-Extension,296989.93750500004,5046453.909,45.557961475846085,-73.60004071058891
110933,,25922,Le Coyote,No,Avenue,010e,Bélanger,Jean-Talon Est,,Stationnement pour véhicules de production,2021-10-29,2021-10-30,Villeray-Saint-Michel-Parc-Extension,297240.85050714476,5046383.8361231685,45.557333703837685,-73.59682567830475
110934,,25922,Le Coyote,No,Avenue,009e,Jean-Talon Est,Everett,,Stationnement pour véhicules de production,2021-10-29,2021-10-30,Villeray-Saint-Michel-Parc-Extension,296989.93750500004,5046453.909,45.557961475846085,-73.60004071058891
110935,,25922,Le Coyote,No,Avenue,010e,Bélanger,Jean-Talon Est,,Stationnement pour véhicules de production,2021-10-21,2021-10-23,Villeray-Saint-Michel-Parc-Extension,297240.85050714476,5046383.8361231685,45.557333703837685,-73.59682567830475
110937,,25922,Le Coyote,No,Avenue,009e,Jean-Talon Est,Everett,,Stationnement pour véhicules de production,2021-10-26,2021-10-27,Villeray-Saint-Michel-Parc-Extension,296989.93750500004,5046453.909,45.557961475846085,-73.60004071058891
110921,,25922,Le Coyote,No,rue,Saint-Dominique,Gounod,Jarry Est,,Stationnement pour véhicules de production,2021-10-04,2021-10-04,Villeray-Saint-Michel-Parc-Extension,294692.1125,5044361.1405,45.539100341269524,-73.62943044062771
110941,,25922,Le Coyote,No,Avenue,006e,L.-O.-David,Villeray,,Utilisation comme plateau de tournage,2021-10-27,2021-10-27,Villeray-Saint-Michel-Parc-Extension,296558.988,5046521.367000001,45.5585635491659,-73.60556204431742
110948,,25922,Le Coyote,No,Avenue,010,boulevard Shaughnessy,10e avenue,,Stationnement pour véhicules de production,2021-11-05,2021-11-06,Villeray-Saint-Michel-Parc-Extension,,,,
110944,,25922,Le Coyote,No,Avenue,010e,Bélanger,Jean-Talon Est,,Stationnement pour véhicules de production,2021-11-01,2021-11-01,Villeray-Saint-Michel-Parc-Extension,297240.85050714476,5046383.8361231685,45.557333703837685,-73.59682567830475
110942,,25922,Le Coyote,No,rue,Villeray,6e avenue,8e avenue,,Utilisation comme plateau de tournage,2021-10-27,2021-10-27,Villeray-Saint-Michel-Parc-Extension,296544.97149749997,5046580.818,45.559098341092074,-73.60574258222752
110932,,25922,Le Coyote,No,Avenue,010e,boulevard Shaughnessy,10e avenue,,Stationnement pour véhicules de production,2021-10-22,2021-10-23,Villeray-Saint-Michel-Parc-Extension,,,,
,18174,25922,Le Coyote,No,Stationnement,10 espaces en arrière plan du terrain de soccer,,,Terrain Stationnement Loisirs communautaire Saint-Michel,Tournage - 40 personnes,,,Indéfini,,,,
110922,,25922,Le Coyote,No,rue,Fabre,Jean-Talon Est,Everett,,Stationnement pour véhicules de production,2021-10-01,2021-10-01,Villeray-Saint-Michel-Parc-Extension,296219.77900750004,5045292.676,45.54750327072043,-73.60988556047116
109519,,25922,Le Coyote,No,avenue,Musset,François-Perrault,boulevard Crémazie Est,,Stationnement pour véhicules de production,2021-09-29,2021-09-29,Villeray-Saint-Michel-Parc-Extension,296727.1274925,5047105.5975,45.56382256956565,-73.60341791815799
,18170,25922,Le Coyote,No,parc,Terrain de soccer et Gazebo,,,Parc François-Perrault,Tournage - Équipe d'environ 40 personnes,,,Villeray-Saint-Michel-Parc-Extension,,,,
110947,,25922,Le Coyote,No,Avenue,010,Bélanger,Jean-Talon Est,,Stationnement pour véhicules de production,2021-11-05,2021-11-06,Villeray-Saint-Michel-Parc-Extension,,,,
110949,,25922,Le Coyote,No,Avenue,009e,Jean-Talon Est,Everett,,Stationnement pour véhicules de production,2021-11-05,2021-11-06,Villeray-Saint-Michel-Parc-Extension,296989.93750500004,5046453.909,45.557961475846085,-73.60004071058891
110946,,25922,Le Coyote,No,Avenue,010e,Bélanger,Jean-Talon Est,,Stationnement pour véhicules de production,2021-11-02,2021-11-03,Villeray-Saint-Michel-Parc-Extension,297240.85050714476,5046383.8361231685,45.557333703837685,-73.59682567830475
110943,,25922,Le Coyote,No,Avenue,010e,boulevard Shaughnessy,10e avenue,,Stationnement pour véhicules de production,2021-11-01,2021-11-03,Villeray-Saint-Michel-Parc-Extension,,,,
110945,,25922,Le Coyote,No,Avenue,009e,Jean-Talon Est,Everett,,Stationnement pour véhicules de production,2021-11-01,2021-11-03,Villeray-Saint-Michel-Parc-Extension,296989.93750500004,5046453.909,45.557961475846085,-73.60004071058891
110940,,25922,Le Coyote,No,rue,L.-O.-David,6e avenue,9e avenue,,Stationnement pour véhicules de production,2021-10-27,2021-10-27,Villeray-Saint-Michel-Parc-Extension,,,,
110939,,25922,Le Coyote,No,Avenue,010e,boulevard Saughnessy,10e avenue,,Stationnement pour véhicules de production,2021-10-29,2021-10-30,Villeray-Saint-Michel-Parc-Extension,,,,
110936,,25922,Le Coyote,No,Avenue,010e,boulevard Saughnessy,10e avenue,,Stationnement pour véhicules de production,2021-10-26,2021-10-27,Villeray-Saint-Michel-Parc-Extension,,,,
109874,,25924,Que ta volonté soit faite,No,rue,Chambord,boulevard Rosemont,de Bellechasse,,Stationnement pour véhicules de production,2021-08-23,2021-08-24,Rosemont-La Petite-Patrie,297398.0673016546,5044205.202581319,45.537731165454744,-73.59477886002766
109869,,25924,Que ta volonté soit faite,No,rue,Lambert-Closse,De Maisonneuve Ouest,Lincoln,,Stationnement pour véhicules de production,2021-09-20,2021-09-20,Ville-Marie,298128.10899750004,5039029.0475,45.491161390588296,-73.5853605831662
109873,,25924,Que ta volonté soit faite,No,rue,Hutchison,Mont-Royal Ouest,Bérubé,,Stationnement pour véhicules de production,2021-09-22,2021-09-23,Le Plateau-Mont-Royal,297721.8907441826,5041857.83156564,45.51661200873535,-73.59059841722254
109868,,25924,Que ta volonté soit faite,No,Rue,Molson,Saint-Zotique Est,Bélanger,,Utilisation comme plateau de tournage,2021-09-16,2021-09-17,Rosemont-La Petite-Patrie,297293.9625025,5045799.5315000005,45.55207645508293,-73.59613647997789
109870,,25924,Que ta volonté soit faite,No,Rue,des Écores,Beaubien Est,Saint-Zotique Est,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production,Stationnement pour véhicules de figuration",2021-09-21,2021-09-21,Rosemont-La Petite-Patrie,297423.9820075,5045392.533,45.54841549426865,-73.59446512723206
109767,,25924,Que ta volonté soit faite,No,Rue,Ottawa,Robert-Bourassa,Ann,,Stationnement pour véhicules de production,2021-09-22,2021-09-23,Le Sud-Ouest,,,,
,18131,25924,Que ta volonté soit faite,No,parc,Section des jeux d'eau et section Ouest du parc rue Chambord (décor piano),,,Parc Père-Marquette,Filmer un personnage jouer du piano+ filmer figurants enfants dans les jeux d'eau. Équipe de 35 personnes.,,,Rosemont-La Petite-Patrie,,,,
109872,,25924,Que ta volonté soit faite,No,Rue,Chabot,boulevard Rosemont,de Bellechasse,,Stationnement pour véhicules de production,2021-09-21,2021-09-22,Rosemont-La Petite-Patrie,297670.3004925,5044708.6995,45.54226466074668,-73.59130050637363
,18160,25924,Que ta volonté soit faite,No, ,Section du parc Bonaventure (Boul.Robert Bourassa entre Ottawa et Wellington),,,Parc Parcs et places de Montréal,Filmer deux personnages qui circulent dans un parc montréalais.Équipe de 35 personnes.,,,Ville-Marie,,,,
109867,,25924,Que ta volonté soit faite,No,Avenue,1er Avenue,Saint-Zotique Est,Bélanger,,Utilisation comme plateau de tournage,2021-09-16,2021-09-17,Rosemont-La Petite-Patrie,,,,
109875,,25924,Que ta volonté soit faite,No,Rue,des Carrières,Garnier,Marquette,,Stationnement pour véhicules de production,2021-08-23,2021-08-24,Rosemont-La Petite-Patrie,297849.65617814823,5044237.037461795,45.538022166270096,-73.5889969028287
109871,,25924,Que ta volonté soit faite,No,Rue,Des Écores,Beaubien Est,Saint-Zotique Est,,Stationnement pour véhicules de production,2021-09-21,2021-09-21,Rosemont-La Petite-Patrie,297423.9820075,5045392.533,45.54841549426865,-73.59446512723206
109866,,25924,Que ta volonté soit faite,No,Avenue,1er Avenue,Saint-Zotique Est,Bélanger,,Utilisation comme plateau de tournage,2021-09-16,2021-09-17,Rosemont-La Petite-Patrie,,,,
109922,,25926,Mégantic,No,Boulevard,De Maisonneuve Ouest,Crescent,Bishop,,Stationnement pour véhicules de production,2021-10-13,2021-10-15,Ville-Marie,298721.1073353213,5039759.06411033,45.49773597282823,-73.57778285938558
109928,,25926,Mégantic,No,Boulevard,René-Lévesque Ouest,Anderson,De Bleury,,Stationnement pour véhicules de production,2021-10-24,2021-10-24,Ville-Marie,299767.3580075,5040616.075999999,45.50545594140522,-73.56440438064071
109879,,25926,Mégantic,No,Rue,Duluth Ouest,Saint-Urbain,Parc,,Stationnement pour véhicules de production,2021-08-24,2021-08-24,Le Plateau-Mont-Royal,,,,
109937,,25926,Mégantic,No,avenue,Papineau,Beaubien Est,Saint-Zotique Est,,Stationnement pour véhicules de production,2021-10-24,2021-10-24,Rosemont-La Petite-Patrie,297118.5420125,5044899.284,45.54397377444079,-73.59836905417198
109880,,25926,Mégantic,No,Rue,Charles-De LaTour,Antonio-Barbeau,Chabanel Ouest,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production,Stationnement pour véhicules de figuration",2021-08-31,2021-09-03,Ahuntsic-Cartierville,,,,
109896,,25926,Mégantic,No,rue,Charles-De La Tour,De Beauharnois,Mazurette,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production,Stationnement pour véhicules de figuration",2021-09-01,2021-09-03,Ahuntsic-Cartierville,,,,
109900,,25926,Mégantic,No,rue,Alexandre-DeSève,avenue Viger Est,boulevard René-Lévesque Est,,Utilisation comme plateau de tournage,2021-10-12,2021-10-15,Ville-Marie,,,,
109931,,25926,Mégantic,No,rue,Alexandre-DeSève,avenue Viger Est,boulevard René-Lévesque Est,,Stationnement pour véhicules de production,2021-10-23,2021-10-24,Ville-Marie,,,,
109935,,25926,Mégantic,No,rue,Saint-Alexandre,Dowd,boulevard René-Lévesque Ouest,,Stationnement pour véhicules de production,2021-10-24,2021-10-24,Ville-Marie,,,,
109939,,25926,Mégantic,No,rue,Alexandre-DeSève,avenue Viger Est,boulevard René-Lévesque Est,,Stationnement pour véhicules de production,2021-10-29,2021-10-31,Ville-Marie,,,,
109959,,25926,Mégantic,No,rue,Alexandre-DeSève,Viger Est,boulevard René-Lévesque Est,,Stationnement pour véhicules de production,2021-10-29,2021-10-31,Ville-Marie,,,,
109925,,25926,Mégantic,No,Boulevard,De Maisonneuve Ouest,de la Montagne,Crescent,,Stationnement pour véhicules de production,2021-10-16,2021-10-17,Ville-Marie,298767.63749408256,5039834.954515012,45.49841926901321,-73.5771884234085
,18213,25926,Mégantic,No,parc,"Dans une clairière du boisé près d'Ave.Westbury, entre Ch.Côte-St-Cath. et St-kevin. Autorisation installation nacelle S85 pour éclairage s/o du parc.",,,Parc Mackenzie-King,Tournage - 50 personnes,,,Indéfini,,,,
109883,,25926,Mégantic,No,rue,Mazurette,boulevard de l'Acadie,Charles-De La Tour,,Stationnement pour véhicules de production,2021-08-31,2021-09-03,Ahuntsic-Cartierville,292327.93549249996,5043645.5075,45.53262249811924,-73.65968476305262
109886,,25926,Mégantic,No,rue,Antonio-Barbeau,boulevard de l'Acadie,Charles-De La Tour,,Utilisation comme plateau de tournage,2021-09-01,2021-09-03,Ahuntsic-Cartierville,292605.7829925,5043529.217,45.53158095811171,-73.65612447258789
109889,,25926,Mégantic,No,Rue,Chabanel Ouest,boulevard de l'Acadie,Charles-De La Tour,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de figuration",2021-09-01,2021-09-03,Ahuntsic-Cartierville,292466.4835,5043587.5605,45.53210352046672,-73.65790941781357
109961,,25926,Mégantic,No,chemin,Côte-Sainte-Catherine,Lemieux,avenue de Westbury,,Stationnement pour véhicules de production,2021-10-31,2021-11-01,Côte-des-Neiges-Notre-Dame-de-Grâce,294229.043881692,5038903.204756959,45.48998073309365,-73.63524192262457
109963,,25926,Mégantic,No,avenue,Saint-Kevin,Lemieux,avenue de Westbury,,Stationnement pour véhicules de production,2021-11-01,2021-11-01,Côte-des-Neiges-Notre-Dame-de-Grâce,294404.99500500003,5038791.458000001,45.48897782705068,-73.63298849959317
109893,,25926,Mégantic,No,Rue,Chabanel  Ouest,Charles-De La Tour,Jean-Pratt,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de figuration",2021-09-01,2021-09-03,Ahuntsic-Cartierville,292378.414995,5043378.047,45.53021666668596,-73.65903163660876
109897,,25926,Mégantic,No,rue,Jean-Pratt,Chabanel Ouest,Louvain Ouest,,Stationnement pour véhicules de production,2021-09-01,2021-09-03,Ahuntsic-Cartierville,292208.2649975,5043361.795,45.53006737706632,-73.66120961248382
109967,,25926,Mégantic,No,avenue,Westbury,avenue Saint-Kevin,chemin de la Côte-Sainte-Catherine,,Stationnement pour véhicules de production,2021-11-01,2021-11-01,Côte-des-Neiges-Notre-Dame-de-Grâce,294269.4910175,5038766.0535,45.48874720199464,-73.6347214777976
109898,,25926,Mégantic,No,Rue,Legendre Ouest,boulevard de l'Acadie,Charles-De La Tour,,Utilisation comme plateau de tournage,2021-09-01,2021-09-03,Ahuntsic-Cartierville,292745.4500025,5043469.67,45.53104755608037,-73.65433483318783
109902,,25926,Mégantic,No,rue,Crescent,boulevard De Maisonneuve Ouest,Sherbrooke Ouest,,Stationnement pour véhicules de production,2021-10-13,2021-10-15,Ville-Marie,298670.2384801905,5039846.136963699,45.498519053802724,-73.57843483357087
109906,,25926,Mégantic,No,rue,Robert-Charbonneau,avenue du Bois-de-Boulogne,avenue Marcelin-Wilson,,Stationnement pour véhicules de production,2021-10-16,2021-10-17,Ahuntsic-Cartierville,291016.7273749321,5044056.187117025,45.53629327487104,-73.67648397873836
109915,,25926,Mégantic,No,rue,Louis-Carrier,avenue Bois-de-Boulogne,avenue Marcelin-Wilson,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production",2021-10-16,2021-10-17,Ahuntsic-Cartierville,290935.44768489164,5044095.133133522,45.536642125615856,-73.67752580661151
109919,,25926,Mégantic,No,Boulevard,De Maisonneuve Ouest,de la Montagne,Crescent,,Stationnement pour véhicules de production,2021-10-13,2021-10-15,Ville-Marie,298767.63749408256,5039834.954515012,45.49841926901321,-73.5771884234085
109838,,25927,GHOSTS S1,No,rue,Saint-Ambroise,Saint-Augustin,Louis-Cyr,,Stationnement pour véhicules de production,2021-09-11,2021-09-12,Le Sud-Ouest,,,,
112478,,25927,GHOSTS S1,No,avenue,Atwater,,,,Stationnement pour véhicules de production,2021-12-19,2021-12-19,Ville-Marie,,,,
109766,,25927,GHOSTS S1,No,avenue,Ash,Favard,Wellington,,Utilisation comme plateau de tournage,2021-08-17,2021-08-17,Le Sud-Ouest,300302.4950099505,5037628.5547235,45.47857685742757,-73.55752938670561
109813,,25927,GHOSTS S1,No,rue,Wellington,Charon,du Parc-Marguerite-Bourgeoys,,Utilisation comme plateau de tournage,2021-08-17,2021-08-17,Le Sud-Ouest,,,,
112479,,25927,GHOSTS S1,No,rue,Sherbrooke,Lambert-Closse,Atwater,,Stationnement pour véhicules de production,2021-12-19,2021-12-19,Ville-Marie,,,,
