numero_entente,numero_appel_offre,numero_fournisseur,nom_fournisseur,statut_entente,date_debut_entente,date_fin_entente,description_entente,montant_total_convenu
"1374644","17845","341795","DENEIGEMENT CYRBAULT INC.","Ouvert",2019-11-15,2021-03-31,"TAPE,Z,Transport de la neige pour le lot AHU-201-1921",1099200
"1374673","17872","156140","ENTRETIEN ST-LOUIS INC.","Fermé",2019-10-17,2020-04-15,"TPAE,Z,ENTENTE EXCLUSIVE SCA, tracteur chargeur + op pour le LEN Langelier (LAN), 19-17872 du 1er nov. 19 au 15 avril 2020 (1 option 1 hiver NON PRÉVALUE) fin 15 avril 2020",77280
"1375014","16530","519223","FNX-INNOV INC.","Ouvert",2019-10-18,2023-03-28,"SPOP,Z,SERVICES PROFESSIONNELS POUR LA SURVEILLANCE DE TRAVAUX DE LA RÉFECTION DE PONTS ET OUVRAGE D'ART",445120.5
"1377610","17817","296185","EBI MONTREAL INC.","Ouvert",2019-11-01,2023-10-31,"ENNA,Z,Fourniture et transport de conteneurs de matières résiduelles pour l'arrondissement d'Ahuntsic-Cartierville - Lot 1",208369.33
"1377684","17817","296185","EBI MONTREAL INC.","Ouvert",2019-11-01,2023-10-31,"ENNA,Z,Fourniture et transport de conteneurs de matières résiduelles pour l'arrondissement de Mercier-Hochelaga-Maisonneuve - Lot 9",191685.32
"1379361","17817","543038","GFL ENVIRONNEMENTAL INC.","Ouvert",2019-11-01,2023-10-31,"ENNA,Z,fourniture et le transport de conteneurs de matières résiduelles pour larrondissement LE SUD-OUEST-  Lot 8",316552.4
"1380068","17935","118321","TRANSPORT H. CORDEAU INC.","Ouvert",2019-11-19,2021-03-31,"TPAE,Z,Transport de la neige pour l'arrondissement du Sud-Ouest - lot SO-201-1920",2964510.49
"1383559","17147","116302","SODEM INC.","Ouvert",2019-01-01,2021-12-31,"CUSL,Z,SERVICES DE GESTION INSTALLATIONS AQUATIQUES-ARR.LASALLE",2490012
"1390129","17886","113888","EXCAVATIONS VIDOLO LTEE","Ouvert",2020-01-03,2023-10-31,"ENNA,Z,Service de chargement des matières résiduelles pour les écocentres St-Laurent",927479.9
"1391658","17902","120376","GROUPE NICKY","Ouvert",2020-04-15,2023-04-15,"ENNA,Z,SERVICE D'ENTRETIEN HORTICOLE ET MAINTIEN DE LA PROPRETE DU SQUARE CABOT POUR L'ARRONDISSEMENT VILLE-MARIE",324475.32
"1394794",,"115424","MICROSOFT CANADA INC.","Ouvert",2020-01-14,2023-01-13,"INEL,Z,CONTRAT DE GRE A GRE MICROSOFT (CSPQ-SOFTCHOICE),POUR PROLONGATION DU SUPPORT ETENDU WINDOWS 7 ET L'ACQUISITION DE LICENCES WINDOWS 10",2167900
"1395966","17817","543038","GFL ENVIRONNEMENTAL INC.","Ouvert",2020-02-01,2023-10-31,"ENNA,Z,Fourniture et transport de conteneurs de matières résiduelles pour LOT 18 l'arrondissement Ville-Marie",262288.55
"1405728",,"117204","ENVIROSERVICES INC","Fermé",2020-03-23,2020-06-22,"TESC,A, Entente temporaire de services spécialisés en prélèvement d'échantillons de sols, analyses chimiques et rapports d'analyses, selon les dispositions prévues et prix soumis.",87932.16
"1406380","18121","114851","BOUTY INC","Ouvert",2020-04-01,2020-05-31,"AMEU,A,ACQUISITION SUR DEMANDE DE CHAISES, FAUTEUILS ERGONOMIQUES ET D'APPOINTS",87932.16
"1408885","17873","154078","BAU-VAL CMM","Ouvert",2020-02-27,2025-02-26,"ENNA,Z, 19-17873 - Valorisation du roc, béton et asphalte en provenance des écocentres de l'agglomération de Montréal, 60 mois sans option de renouvellement",824674.93
"1409302","17827","116335","ARKEOS INC.","Ouvert",2020-03-27,2023-03-26,"SPHP,Z,Services professionnels pour effectuer diverses études et interventions archéologiques sur le territoire de l'agglomération de Montréal",763320
"1410852",,"117580","COMPUGEN INC.","Fermé",2020-05-01,2021-08-28,"INEL,A,ENTENTE CADRE CSPQ POUR LA FOURNITURE DE MICRO-ORDINATEURS DE TABLE, PORTABLES, PORTABLES ROBUSTES, MONITEURS ET TABLETTES ÉLECTRONIQUES.",7646350
"1410862",,"599245","ITI INC.","Fermé",2020-05-01,2021-08-28,"INEL,A,ENTENTE CADRE CSPQ POUR LA FOURNITURE DE MICRO-ORDINATEURS DE TABLE, PORTABLES, PORTABLES ROBUSTES, MONITEURS ET TABLETTES ÉLECTRONIQUES.",301000
"1410431","17934","699431","ATKINSREALIS CANADA INC.","Ouvert",2020-04-23,2023-04-22,"SPOP,A,Services professionnels en contrôle qualitatif des matériaux sur les différents projets de construction, de réhabilitation ou de réfection, effectués par les arrondissements.",547366.84
"1416067","18243","122337","PRECISIONS PROVENCAL INC.","Ouvert",2020-10-22,2021-12-31,"MARO,Z,Fourniture et installation de 6 boîtes de fourgon dix-sept (17') pieds avec aménagement pour camion d'acqueduc",2320896.59
"1417785","18054","129320","DENEIGEMENT FONTAINE GADBOIS INC.","Ouvert",2020-10-19,2024-05-31,"TPAE,Z,SERVICE DE DÉNEIGEMENTS DES CHAUSSÉES ET DES TROTTOIRS LOT RDP-106-2024 **AJOUT DE CONTIGEANCES DE 5% ET VARIATION DE QTES DE 15% - le 14 fév. 2024",6564768.43
"1420136","17880","699431","ATKINSREALIS CANADA INC.","Ouvert",2020-04-20,2024-04-19,"SPOP,Z, Services professionnels pour la réalisation de mandats de conception, d'inspection et d'évaluation dans le domaine des ponts et ouvrages d'arts.",1379176.88
"1421556","17937","157784","GEOTHENTIC INC.","Fermé",2020-07-08,2022-07-07,"MARO,Z,ACQUISITION DE SYSTEMES DE DETECTION DE BENNE LEVEE POUR UNE PERIODE DE 2 ANS",156321
"1426106","18398","115188","LE GROUPE GUY INC.","Ouvert",2020-08-04,2020-10-31,"MARO,A,SERVICE D'ENTRETIEN PREVENTIF ET REPARATION DE VEHICULES LOURDS DE LA VILLE DE MONTREAL,LOT 23,ENTENTE EXCLUSIVE,EADIE-SUD-OUEST,GRE A GRE 20-18398,DU 4 AOUT AU 31 OCTOBRE 2020",78111.25
"1426050","18380","115504","RESSORTS MONTREAL-NORD LTEE","Ouvert",2020-08-04,2020-10-31,"MARO,A,SERVICE D'ENTRETIEN PREVENTIF ET REPARATION DE VEHICULES LOURDS DE LA VILLE DE MONTREAL,LOT 5,ENTENTE EXCLUSIVE,SAINT-MICHEL,GRE A GRE 20-18380,DU 4 AOUT AU 31 OCTOBRE 2020",68286
"1426055","18381","115504","RESSORTS MONTREAL-NORD LTEE","Ouvert",2020-08-04,2020-10-31,"MARO,A,SERVICE D'ENTRETIEN PREVENTIF ET REPARATION DE VEHICULES LOURDS DE LA VILLE DE MONTREAL,LOT 6,ENTENTE EXCLUSIVE,SAINT-MICHEL,GRE A GRE 20-18381,DU 4 AOUT AU 31 OCTOBRE 2020",67295
"1429228","18152","115847","ENVIRONNEMENT ROUTIER NRJ INC.","Ouvert",2020-08-25,2025-10-31,"ENNA,Z,Ccollecte et transport(matières recyclables) CDN-NDG (CS) avec lieu de livraison CTMR-Lachine, AO 20-18152 LOT 21, 60 mois + 24 mois en option",9922354.42
"1429021","18152","368235","DERICHEBOURG CANADA ENVIRONMENT INC.","Ouvert",2020-08-25,2025-10-31,"ENNA,Z,collecte et transport RosemontLa Petite-Patrie  (OM-CRD-RV-MO-Sapins) avec lieu de livraison (OM) Recyclage Notre-Dame (Mtl), AO 20-18152 LOT 17, 60 mois + 24 mois en option",12817128.94
"1428921","18152","136366","LES ENTREPRISES RAYLOBEC INC. (ENVIRO CONNEXIONS  VAUDREUIL)","Ouvert",2020-08-25,2025-10-31,"ENNA,Z,Élimination d'ordures ménagères lieu de livraison #1, AO 20-18152, 60 mois + 1 X 24 mois en option",13769695.15
"1429249","18152","394029","SERVICES RICOVA INC.","Ouvert",2020-08-25,2025-10-31,"ENNA,Z,collecte et transport(matières recyclables) le Plateau-Mont-Royal - 1 (OM-CRD-RV-MO-Sapins)  avec lieu de livraison (OM) Recyclage Notre-Dame (Montréal), AO 20-18152, LOT 9, 60 mois + 24 mois en option",8599753.86
"1429310","18128","101767","AQUATECH SOCIETE DE GESTION DE L'EAU INC.","Ouvert",2020-09-01,2023-10-26,"ENET,Z, ACQUISITION DE SERVICES DE GESTION DE LEXPLOITATION ET DE LENTRETIEN DE LA NOUVELLE USINE DE TRAITEMENT DES EAUX SOUTERRAINES ET DE SON SYSTÈME DE CAPTAGE AU 125 RUE FERNAND-SEGUIN (BÂTIMENT # 1161).",1682226.13
"1429652","18120","116454","CARGILL SEL SECURITE ROUTIERE","Ouvert",2020-09-14,2021-04-30,"TPAE,A, la fourniture et la livraison du sel de déglaçage des chaussées pour la saison 2020-2021",7697885.2
"1431868","18232","413930","9213-4675 QUEBEC INC.","Ouvert",2020-09-23,2024-04-15,"TPAE,Z,LOT 1,LOCATION D'UNE (1) RETROCAVEUSE AVEC OPERATEUR LEN : BUTLER, ENTENTE EXCLUSIVE AU SAC",173145.56
"1431912","18232","358299","LOCATION GUAY","Ouvert",2020-09-23,2024-04-15,"TPAE,Z,LOT 11, LOCATION D'UNE RETROCAVEUSE AVEC OPERATEUR LEN : SAUVE, ENTENTE EXCLUSIVE AU SAC, AHU-SAU-2023",135164.47
"1431699","18237","612776","PNEUS RATTE INC.","Ouvert",2020-09-24,2022-09-23,"MARO,Z, Service dentretien et de réparation dune partie du parc de véhicules pour le service de police de la Ville de Montréal, Secteur Nord-Est",222965.5
"1408751","18037","543038","GFL ENVIRONNEMENTAL INC.","Ouvert",2020-03-18,2023-03-17,"TPAE,A,LOCATION LIVRAISON TOILETTE PORTATIVES CHIMIQUES LOT 1-EXCLUSIVEMENT POUR LES ARRONDISSEMENTS:L'ILE-BIZARD-SAINTE-GENEVIEVE,PIERREFONDS-ROXBORO,LACHINE,LASALLE.",229120.53
"1429036","18152","368235","DERICHEBOURG CANADA ENVIRONMENT INC.","Ouvert",2020-08-25,2025-10-31,"ENNA,Z,collecte et transport(matières recyclables)RosemontLa Petite-Patrie  (CS) avec lieu de livraison CTMR-CESM (Mtl), AO 20-18152 LOT 27, 60 mois + 24 mois en option",11326731.03
"1438894","18364","394029","SERVICES RICOVA INC.","Ouvert",2020-11-01,2025-10-31,"ENNA,Z,collecte et transport de matières organiques (alimentaires et verts & arbres de Noêl) Arr lÎle-BizardSainte-Geneviève, lieu de liv. Recyclage Notre-Dame, Montréal AO 20-18364, LOT 3, 60 mois + 24 mois",1282284.84
"1439000","18364","394029","SERVICES RICOVA INC.","Ouvert",2020-11-01,2025-10-31,"ENNA,Z,collecte et transport des CRD et encombrants pour Pierrefonds-Roxboro, lieu de liv. Services Matrec, Montréal, AO 20-18364, LOT 6, 60 mois + 1 x 24 mois en option",5162308.33
"1442054","17126","389308","GROUPE SDM INC","Ouvert",2020-11-16,2021-12-16,"TPAE,Z,Services de dégel de conduites deau métalliques du réseau daqueduc à laide dappareil de dégel électrique, AO 18-17126, LOT 3 ARR Anjou, Saint-Léonard, RDP-PAT EXCLUSIVEMENT, renouvellement 1 sur 2",40244.9
"1443055","17126","389308","GROUPE SDM INC","Ouvert",2020-12-10,2021-12-16,"TPAE,Z,Services de dégel de conduites deau métalliques du réseau daqueduc à laide dappareil de dégel électrique, AO 18-17126, LOT 10 ARR Ahuntsic-Cartierville EXCLUSIVEMENT, Renouvellement 1 sur 2",75556.07
"1443409","17126","389308","GROUPE SDM INC","Ouvert",2020-12-07,2021-12-16,"TPAE,Z,Services de dégel de conduites deau métalliques du réseau daqueduc à laide dappareil de dégel électrique, AO 18-17126, LOT 7 ARR VilleraySaint-MichelParc-Extension EXCLUSIVEMENT, Renouv 1 sur 2, fin 16 déc 2021",46691.35
"1447407","18513","118369","SERVICES D'ENTRETIEN ALPHANET INC.","Ouvert",2021-04-01,2022-03-31,"ENET,Z,Acquisition de services de gestion de brigades de propreté classiques - Secteur 1 - Arrondissement Ville-Marie",1521320
"1452043","18456","144772","GO CUBE","Ouvert",2020-12-01,2021-12-31,"TREN,Z,Services d'enlèvement, de transport, de fulmigation et de destruction des objets et effets mobiliers sur la voie publique lors de saisies ou évictions, pour l' arrondissement Saint-Laurent,12mois, Lot #1 AO 20-18456",74175
"1452228","18456","160188","DEMENAGEMENT PERFORMANCE (PMI)","Ouvert",2020-12-25,2023-12-18,"TREN,Z,Services d'enlèvement, de transport, de fulmigation et de destruction des objets et effets mobiliers sur la voie publique lors de saisies ou évictions, pour l' arrondissement Lachine,36mois, Lot #2 AO 20-18456",123555
"1453868","15604","115666","TRANSPORT LYON INC","Ouvert",2021-01-01,2021-12-31,"ADFO,Z,SERVICE DE COLLECTION ET D'ENTREPOSAGE D'OBJETS ET DE MOBILIERS DÉPOSÉS SUR LA VOIE PUBLIQUE SUITE AUX PROCEDURES DE SAISIES ET D'EXPULSION - PLATEAU MONT-ROYAL - Prolongation 2021",51264.54
"1455158","18367","436590","CHARRON BOISSE LEVESQUE, HUISSIERS DE JUSTICE INC.","Ouvert",2021-02-01,2025-01-31,"SPOP,Z,Services professionnels dhuissiers de justice pour la cour municipale de la Ville de Montréal",1668545.93
"1457905","18341","103258","NORMANDIN BEAUDRY ACTUAIRES CONSEIL INC.","Ouvert",2021-01-01,2026-12-31,"SPAG,Z,RETENTION DE SERVICES PROFESSIONNELS EN ACTUARIAT-CONSEIL VOLET ASSURANCE COLLECTIVE",1537235
"1459072","18313","386373","SST CONSULTANTS INC.","Ouvert",2021-04-22,2024-04-21,"SESA,Z,AGENTS PREVENTION SANTE SECURITE AU TRAVAIL - TRAVAUX DE REFECTION, USINE DE PRODUCTION D'EAU POTABLE DORVAL",641300
"1469382","18321","519223","FNX-INNOV INC.","Ouvert",2021-03-01,2024-02-28,"SPOP,Z, SERVICES EN INGÉNIERIE ET EN AMÉNAGÉMENT AUX FIN DE LA CONCEPTION ET DE LA SURVEILLANCE DES TRAVAUX POUR DIVERS GRANDS PROJETS SUR LE TERRITOIRE DE LA VILLE DE MONTRÉAL (AO 20 18321) CONTRAT # 1",4852850
"1471965","18568","358299","LOCATION GUAY","Ouvert",2021-04-12,2023-04-30,"MARO,Z,ENTENTE EXCLUSIVE Location d'une retro caveuse avec opérateur pour la Division de la Voirie de l'Arrondissement Plateau Mont-Royal (AO 2118568-Lot 2).",257736.85
"1471972","18568","113829","EXCAVATION  A.V. INC.","Ouvert",2021-04-12,2024-04-30,"MARO,Z,Location d'une retro caveuse avec opérateur pour la Division de la Voirie de l'Arrondissement Plateau Mont-Royal (AO 21-18568-Lot 3).",494484.48
"1474145",,"545898","LA CENTRALE A IMAGES INC.","Ouvert",2021-05-20,2023-05-20,"SPAG,Z,SERVICE DE VIDEASTE",22864.28
"1475647","18489","152648","CIMA+ S.E.N.C.","Ouvert",2021-04-21,2024-03-31,"SPOP,Z, GESTION ET SURVEILLANCE DES TRAVAUX POUR LES TRAVAUX DE RÉFECTION D'INFRASTRUCTURES SUR LE TERRITOIRE DE LA VILLE DE MONTRÉAL (CONTRAT NO.3)",6215750
"1479781","18078","481313","9190-8673 QUEBEC INC","Ouvert",2021-05-17,2024-12-31,"ENNA,Z,FOURNITURE, PLANTATION, ARROSAGE ET ENTRETIEN D'ARBRES (2021-2024) - LOT 1",1384780
"1479786","18078","261706","PEPINIERE JARDIN 2000 INC.","Ouvert",2021-05-17,2024-12-31,"ENNA,Z,FOURNITURE, PLANTATION, ARROSAGE ET ENTTRETIEN D'ARBRES (2021-2024) - LOT 2",1377566
"1480781","18734","122918","PAVAGES D'AMOUR INC.","Ouvert",2021-11-01,2025-04-15,"TPAE,Z,SERVICE DE DENEIGEMENT DES CHAUSSEES ET DES TROTTOIRS POUR ARRONDISSEMENT LACHINE, LOT LAC- 102-2125",3364360
"1480809","18734","148476","MARINA MATERIAUX ET EQUIPEMENTS","Ouvert",2021-11-01,2025-04-15,"TPAE,Z,SERVICE DE DENEIGEMENT DES CHAUSSEES ET DES TROTTOIRS POUR ARRONDISSEMENT LACHINE, LOT LAC- 104-2125",3206400
"1481609","18598","396586","GROUPE MARCHAND ARCHITECTURE & DESIGN INC.","Ouvert",2021-05-21,2025-05-20,"SPOP,Z SERVICES ROFESSIONNELS EN ARCHITECTURE ET EN NGÉNIERIE (LOT 2)",2415353
"1482124","18750","118321","TRANSPORT H. CORDEAU INC.","Ouvert",2021-11-15,2024-03-31,"TPAE,Z SERVICES DE TRANSPORT DE NEIGE POUR LE SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS DE LA VILLE DE MONTRÉAL POUR UNE PÉRIODE DE DEUX (2) ANS AVEC UNE OPTION DE RENOUVELLEMENT D'UNE SAISON HIVERNALE- LOT 3 CONTRAT MHM-209-2123",1878945.59
"1487397","17650","524307","REMORQUAGE O SECOURS INC.","Ouvert",2021-11-01,2022-04-30,"MARO,Z,LOCATION DE QUATRE (4) DEPANNEUSES AVEC OPERATEUR POUR L'ARRONDISSEMENT CÔTE-DES-NEIGES - NOTRE-DAME-DE-GRÂCE POUR LES LOTS 20, 21. 22 et 23",171898.02
"1486499","18251","114769","AREO-FEU LTEE","Ouvert",2021-05-20,2023-05-19,"VETR,Z, FOURNITURE DE BOTTES DE PROTECTION POUR LE COMBAT INCENDIE POUR LE SERVICE DE SÉCURITÉ D'ENCENDIE (SSIM) Lot 1",676000
"1490007","18759","117623","CONSEILLERS EN GESTION ET INFORMATIQUE CGI  INC.","Fermé",2021-08-26,2023-02-25,"SPAG,Z,PRESTATION DE SERVICES DE DÉVELOPPEMENT POUR SOLUTIONS WEB (montreal.ca et autres sites) (II)",2104550
"1490519","18710","115256","LES EQUIPEMENTS BENCO (CANADA) LTEE","Ouvert",2021-04-14,2023-04-13,"ENET,Z, NETTOYAGE DES TROTTOIRS DU SECTEUR DE SAINT-JACQUES DE L'ARRONDISSEMENT DE VILLE-MARIE PÉRIODE 2021 ET 2022 UNE OPTION DE RENOUVELLEMENT EN 2023 (AO 21-18710 LOT 2).",149310
"1491628","18702","123471","SOLMATECH INC.","Ouvert",2021-08-26,2024-12-31,"SPOP,Z, SERVICES PROFESSIONNELS - SURVEILLANCE ENVIRONNEMENTALE DE LA GESTION DES DÉBLAIS DANS LEMPRISE DES CHAUSSÉES DANS LE CADRE DE PROJETS DINFRASTRUCTURES  LOT 1",527685
"1492677","18834","291145","9200-2427 QUEBEC INC.","Ouvert",2021-11-01,2024-04-24,"TPAE,Z,POUR LE DÉNEIGEMENT DES CHEMINS DACCÈS AUX ÉDICULES DU RÉSEAU DES INTERCEPTEURS DE LA VILLE DE MONTRÉAL",108300
"1494081","18806","120217","RECYCLAGE NOTRE-DAME INC.","Ouvert",2022-01-26,2023-01-25,"ENNA,A,FOURNITURE DE SITES POUR L'ÉLIMINATION DE RÉSIDUS DE BALAIS DE RUE ET DE DÉPÔTS À NEIGE LOT 3 - LACHINE",89999
"1494047","18806","120217","RECYCLAGE NOTRE-DAME INC.","Ouvert",2022-01-26,2023-01-25,"ENNA,A,FOURNITURE DE SITES POUR L'ÉLIMINATION DE RÉSIDUS DE BALAIS DE RUE ET DE DÉPÔTS À NEIGE LOT 1 - AHUNSTIC - CARTIERVILLE",98670
"1494080","18806","120217","RECYCLAGE NOTRE-DAME INC.","Ouvert",2022-01-26,2023-01-25,"ENNA,A,FOURNITURE DE SITES POUR L'ÉLIMINATION DE RÉSIDUS DE BALAIS DE RUE ET DE DÉPÔTS À NEIGE LOT 2 - CDN",93736.5
"1497283","18836","116639","RAYMOND CHABOT GRANT THORNTON S.E.N.C.R.L","Ouvert",2022-01-01,2024-12-31,"SPAG,A,SERVICES-CONSEILS EN OPTIMISATION DE LA PERFORMANCE ORGANISATIONNELLE",804525
"1496779","18850","107584","REMORQUAGE CENTRE-VILLE","Ouvert",2021-07-05,2023-06-30,"MARO,A,ENTENTE LOT 2 POUR LE SERVICE DE REMORQUAGE POUR LE DEPLACEMENT DE VEHICULES EN LIEN AVEC LA SECURITE DES BIENS ET DES PERSONNES ET VEHICULES DE LA VILLE DE MONTREAL EN PANNE - CDN-NDG",15940
"1497541",,"519223","FNX-INNOV INC.","Ouvert",2021-10-01,2024-09-30,"SPOP,Z, SERVICES PROFESSIONNELS EN AMÉNAGEMENT ET EN INGÉNIERIE POUR LA CONCEPTION DE DIVERS PROJETS DENVERGURE SUR LE TERRITOIRE DE LA VILLE DE MONTRÉAL- LOT 1",4107724.4
"1497660","18895","129320","DENEIGEMENT FONTAINE GADBOIS INC.","Ouvert",2021-11-01,2024-04-15,"TPAE,Z,SERVICE DE DENEIGEMENT DES CHAUSSEES ET DES TROTTOIRS, POUR LARRONDISSEMENT DANJOU (LOT 1 : ANJ-101-2123)",3833734.54
"1497657","18848","324687","M2D LEADERSHIP","Ouvert",2021-10-01,2024-09-30,"SPAG,A,SERVICES PROFESSIONNELS DÉVALUATION DES HABILETÉS DE GESTION DES CADRES (GESTIONNAIRES) CORPORATIVE",360000
"1498916","17650","514190","9379-0434 QUEBEC INC.","Ouvert",2021-11-01,2022-04-30,"MARO,Z,LOCATION DE TROIS (3) DEPANNEUSES AVEC OPERATEUR EXCLUSIVEMENT POUR L'ARRONDISSEMENT LACHINE, lots 24, 25 & 26",330710.49
"1498082","18824","265151","JMV ENVIRONNEMENT INC.","Ouvert",2021-09-30,2024-09-29,"TREND,Z,POUR LE TRANSPORT SUR DEMANDE DE CENDRES, GRANULES, SABLE ET AUTRES RÉSIDUS PAR CAMION SEMI-REMORQUE.",364320
"1499987","18901","115747","LE DEVOIR INC.","Ouvert",2021-10-01,2025-12-31,"COMA,A,SERVICE DE PUBLICATION DES AVIS PUBLICS POUR LA VILLE DE MONTRÉAL",462463.5
"1500396","18812","234572","CINTAS CANADA  LIMITEE","Ouvert",2021-12-01,2024-11-30,"VETR,Z,LOCATION, ENTRETIEN ET RÉPARATION DE VÊTEMENTS POLYESTER/COTON  ITEM 7 : USINE DE PIERREFONDS (18025, BOUL. GOUIN OUEST)",12855.96
"1504866",,"117399","SOFTCHOICE LP","Fermé",2021-11-29,2022-08-28,"INEL,A,ENTENTE-CADRE AVEC LE CAG POUR LA FOURNITURE DE MICRO-ORDINATEURS DE TABLE, PORTABLES, PORTABLES ROBUSTES, MONITEURS ET TABLETTES ÉLECTRONIQUES.",60000
"1506811","18919","106940","LOCATION SAUVAGEAU INC.","Ouvert",2021-12-08,2022-12-07,"MARO,A,LOCATION A COURT-TERME DE FOURGONNETTES 2 PLACES, TOIT HAUT, MODELE ALLONGE AVEC EQUIPEMENTS -  CLASSE 217  LOT 4",258405
"1508006","18791","364485","REPARATION D'AUTO CREMAZIE 2010","Ouvert",2021-12-08,2022-12-07,"MARO,Z,SERVICE DE REPARATION DE CAROSSERIE POUR 391 VEHICULES LEGER DU PARC  DE VEHICULES DU SPVM - SECTEUR OUEST - LOT1",271857.6
"1508863",,"115424","MICROSOFT CANADA INC.","Ouvert",2021-11-01,2024-10-31,"INEL,Z,ENTENTE-CADRE PAR L'ENTREMISE DE SON ENTENTE AVEC CAG POUR LENTRETIEN ET LE SUPPORT DES PRODUITS LOGICIELS MICROSOFT- CONTRAT MICROSOFT ENTREPRISE (ASSURANCES LOGICIELS)",1619336.32
"1516416","18896","481313","9190-8673 QUEBEC INC","Ouvert",2022-01-31,2025-12-31,"ENNA,Z,FOURNITURE DE PLANTATION D'ARBRES EN 2022,ARROSAGE ET ENTRETIEN DE CES ARBRES AINSI QUE LE REMPLACEMENT DE CERTAINS ARBRES PLANTES SUR UNE PERIODE S'ECHELONNANT DE 2022 A 2025-LOT 3",954445
"1516469","18957","447851","NOVACONCEPT FORMATION  INC.","Ouvert",2022-01-27,2025-01-26,"SPAG,A,SERVICES PROFESSIONNELS DE CONCEPTION ET PRODUCTION DE SOLUTIONS DAPPRENTISSAGE EN LIGNE POUR LA VILLE DE MONTREAL  LOT 2",846385.96
"1516407","18896","481313","9190-8673 QUEBEC INC","Ouvert",2022-01-31,2025-12-31,"ENNA,Z,FOURNITURE DE PLANTATION D'ARBRES EN 2022,ARROSAGE ET ENTRETIEN DE CES ARBRES AINSI QUE LE REMPLACEMENT DE CERTAINS ARBRES PLANTES SUR UNE PERIODE S'ECHELONNANT DE 2022 A 2025-LOT 1",1575000
"1522170","19061","109529","RESSORT IDEAL LTEE","Ouvert",2022-02-16,2024-02-15,"MARO,A,SERVICE DINSPECTION ENTRETIEN ET REPARATION MECANIQUE DE VEHICULES LOURDS POUR LATELIER MONTREAL-NORD,LOT 5",91670
"1522179","19061","109529","RESSORT IDEAL LTEE","Ouvert",2022-02-16,2024-02-15,"MARO,A,SERVICE DINSPECTION ENTRETIEN ET REPARATION MECANIQUE DE VHICULES LOURDS POUR LATELIER PLATEAU MONT-ROYAL (Bercy),LOT 11",159310.01
"1523034","19007","123471","SOLMATECH INC.","Ouvert",2022-02-24,2025-02-24,"SPOP,Z,SERVICES PROFESSIONNELS POUR DES ETUDES ET EXPERTISES GEOTECHNIQUES ET CARACTERISATIONS ENVIRONNEMENTALES POUR LES SERVICES CENTRAUX ET LES ARRONDISSEMENTS - LOT3 CONTRAT 3",1709044.26
"1522654","19066","197099","LES SERVICES EXP INC.","Ouvert",2022-02-24,2025-02-24,"SPOP,Z,SERVICES PROFESSIONNELS D'INGENIERIE POUR LA GESTION ET LA SURVEILLANCE DES TRAVAUX DE STRUCTURES (PONTS ET TUNNELS)-LOT 2",2346230
"1522430","19061","109529","RESSORT IDEAL LTEE","Ouvert",2022-02-16,2024-02-15,"MARO,A,SERVICE DINSPECTION ENTRETIEN ET REPARATION MECANIQUE DE VEHICULES LOURDS POUR LATELIER CESM,LOT 18",363290
"1524965","18905","543038","GFL ENVIRONNEMENTAL INC.","Ouvert",2022-04-14,2023-03-31,"ENNA,Z,TRAITEMENT PAR COMPOSTAGE ET/OU BIOMETHANISATION DUN TOTAL DE 85 000 TONNES DE RESIDUS ORGANIQUES MELANGES LOT4:DOLLAR-DES-ORMEAUX,LILE-BIZARD-SAINTE-GENVIEVE, PIERREFONDS-ROXBORO",1562307.02
"1526218","19049","144819","DATAGLOBE CANADA INC.","Fermé",2022-05-01,2022-10-31,"CONS,Z,SERVICE DE REMPLACEMENT DE PIECES DE SYSTEMES DALIMENTATION SANS COUPURE (UPS), POUR DIVERS B TIMENTS DE LA VILLE DE MONTRÉAL",178583.9
"1525331","19044","152648","CIMA+ S.E.N.C.","Ouvert",2022-03-21,2025-03-20,"SPOP,Z,SERVICES PROFESSIONNELS POUR LA CONCEPTION, LA SURVEILLANCE, LE DEPLOIEMENT,LA GESTION ET L'ANALYSE DES PROJETS DE FEUX DE CIRCULATION, D'INFRASTRUCTURE DE  TÉLÉCOMMUNICATION ET DE MOBILITÉ , LOT 1 : CONTRAT 1",2442000
"1526433",,"120545","NORTHERN MICRO","Ouvert",2022-04-01,2024-02-16,"INEL,A,ENTENTE-CADRE AVEC LE CAG POUR LA FOURNITURE DE MICRO-ORDINATEURS DE TABLE, PORTABLES, PORTABLES ROBUSTES, MONITEURS ET TABLETTES ÉLECTRONIQUES.",934005.69
"1527266","19046","264157","AEDIFICA INC.","Ouvert",2022-03-24,2027-03-23,"SPOP,Z,SERVICES PROFESSIONNELS EN ARCHITECTURE ET INGÉNIERIE (Lot 1).",1286400.87
"1526651","19079","495981","SEGUIN MORRIS INC.","Ouvert",2022-04-01,2024-05-31,"EXTR,Z,TRAVAUX DELECTRICITE POUR LES BATIMENTS DE LA REGION  EST - LOT 1",564635.61
"1526664","19079","487702","POULIN ELECTRIQUE INC.","Ouvert",2022-04-01,2024-05-31,"EXTR,Z,TRAVAUX DELECTRICITE POUR LES BATIMENTS DE LA REGION  OUEST - LOT 2",964529.3
