champ,description_question,variable_reponse,description_reponse
q3132_m3,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé?  / Q32) Avez-vous entrepris d'autres études au Canada depuis votre arrivée ? (Base : Immigrants)",4,N'ONT PAS ÉTUDIÉ AU CANADA
q33,Q33) Considérez-vous être une personne racisée ou appartenir à une minorité visible?,1,Oui
q33,Q33) Considérez-vous être une personne racisée ou appartenir à une minorité visible?,2,Non
q33,Q33) Considérez-vous être une personne racisée ou appartenir à une minorité visible?,9,Je préfère ne pas répondre
q34,"Q34) Vous identifiez-vous comme étant une personne LGBTQ+? Note : Le sigle LGBTQ+ est utilisé pour qualifier les personnes lesbienne, gai, bisexuelle, trans, queer, etc. qui sont utilisées pour désigner des personnes non hétérosexuelles et/ou non cisgenre",1,Oui
q34,"Q34) Vous identifiez-vous comme étant une personne LGBTQ+? Note : Le sigle LGBTQ+ est utilisé pour qualifier les personnes lesbienne, gai, bisexuelle, trans, queer, etc. qui sont utilisées pour désigner des personnes non hétérosexuelles et/ou non cisgenre",2,Non
q34,"Q34) Vous identifiez-vous comme étant une personne LGBTQ+? Note : Le sigle LGBTQ+ est utilisé pour qualifier les personnes lesbienne, gai, bisexuelle, trans, queer, etc. qui sont utilisées pour désigner des personnes non hétérosexuelles et/ou non cisgenre",98,Je ne sais pas
q34,"Q34) Vous identifiez-vous comme étant une personne LGBTQ+? Note : Le sigle LGBTQ+ est utilisé pour qualifier les personnes lesbienne, gai, bisexuelle, trans, queer, etc. qui sont utilisées pour désigner des personnes non hétérosexuelles et/ou non cisgenre",99,Je préfère ne pas répondre
q35,"Q35) Parmi les catégories suivantes, laquelle reflète le mieux le revenu total annuel, avant impôt, de tous les membres de votre foyer pour l´année 2022?",1,Moins de 20 000 $
q35,"Q35) Parmi les catégories suivantes, laquelle reflète le mieux le revenu total annuel, avant impôt, de tous les membres de votre foyer pour l´année 2022?",2,De 20 000 $ à 39 999 $
q35,"Q35) Parmi les catégories suivantes, laquelle reflète le mieux le revenu total annuel, avant impôt, de tous les membres de votre foyer pour l´année 2022?",3,De 40 000 $ à 59 999 $
q35,"Q35) Parmi les catégories suivantes, laquelle reflète le mieux le revenu total annuel, avant impôt, de tous les membres de votre foyer pour l´année 2022?",4,De 60 000 $ à 79 999 $
q35,"Q35) Parmi les catégories suivantes, laquelle reflète le mieux le revenu total annuel, avant impôt, de tous les membres de votre foyer pour l´année 2022?",5,De 80 000 $ à 99 999 $
q35,"Q35) Parmi les catégories suivantes, laquelle reflète le mieux le revenu total annuel, avant impôt, de tous les membres de votre foyer pour l´année 2022?",6,De 100 000 $ à 119 999 $
q35,"Q35) Parmi les catégories suivantes, laquelle reflète le mieux le revenu total annuel, avant impôt, de tous les membres de votre foyer pour l´année 2022?",7,120 000 $ et plus
q35,"Q35) Parmi les catégories suivantes, laquelle reflète le mieux le revenu total annuel, avant impôt, de tous les membres de votre foyer pour l´année 2022?",99,Je préfère ne pas répondre
