num-civique-de,num-civique-a,nom-rue,secteur,matricule,statut-juridique,num-cadastre,typologie-architecturale,pluram-1981-num-fiche,en-ou-vers,annee-construction,evaluation-patrimoniale,batiment-disparu,atiments-secondaires-interet,inclure-dans-inventaire,commentaires,identifiant,lien-photos,photo-utilisee 
"0076",,"Station (rue de la)","Vimont","8749-77-4490-1-000-0000","Sans statut","1653392","maison Boomtown","51","entre","1930-1960","Faible",,,,"Modifications importantes à la volumétrie et aux ouvertures. ","STAT_0076","https://donnees.laval.ca/jeux/ppa/STAT_0076/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_STAT_0076_08_01.JPG"
"0950",,"Saint-Thomas (rue)","Chomedey","8445-53-2700-1-000-0000","Sans statut","1219686","cottage vernaculaire américain","60","vers","1930","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","STHO_0950","https://donnees.laval.ca/jeux/ppa/STHO_0950/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_STHO_0950_02_01.jpg"
"0962",,"Saint-Thomas (rue)","Chomedey","8445-52-2680-7-000-0000","Sans statut","1219683","maison traditionnelle québécoise","22","vers","1854","Moyenne",,,"Inclure inventaire","La maison conserve un revêtement de bardeau de cèdre. Elle possédait probablement une galerie couverte à l'origine. Le revêtement de toiture, les portes et fenêtres ont été remplacées. ","STHO_0962","https://donnees.laval.ca/jeux/ppa/STHO_0962/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_STHO_0962_02_01.jpg"
"0982",,"Saint-Thomas (rue)","Chomedey","8445-42-8365-0-000-0000","Sans statut","1219639","cottage vernaculaire américain","60","vers","1894","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","STHO_0982","https://donnees.laval.ca/jeux/ppa/STHO_0982/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_STHO_0982_08_01.jpg"
"1012","1016","Saint-Thomas (rue)","Chomedey","8445-42-5040-2-000","Sans statut","1219641 ","maison à toit plat / plex","74","vers","1956","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine, sauf l'escalier métallique.","STHO_1012","https://donnees.laval.ca/jeux/ppa/STHO_1012/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_STHO_1012_08_01.jpg"
"60",,"Terrasses (avenue des)","Sainte-Rose","8353-49-1565-3-000-0000","Bâtiment patrimonial (57 nouveaux bâtiments)","1269162","maison d'esprit français","4","vers","1808","Supérieure",,,"Inclure inventaire","Maison Major, Selon inventaire patrimonial de 2005, date de construction vers 1840 et valeur patrimoniale supérieure. Maison en pierre et tôle traditionnelle sur le toit.
","TERR_0060","https://donnees.laval.ca/jeux/ppa/TERR_0060/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_TERR_0060_01_01.jpg"
"099",,"Terrasses (avenue des)","Auteuil","8354-64-9952-2-001-0000","Bâtiment patrimonial (57 nouveaux bâtiments)","1602974","maison d'esprit français","5","vers","1729","Supérieure",,"BS Intérêt","Inclure inventaire","Maison Joly. Selon inv. pat. de 2005 : Construction vers 1840, valeur patrimoniale supérieure. Approfondir la recherche pour déterminer la véritable date de construction. Les portes et les fenêtres ont été remplacées par des modèles inadéquats. ","TERR_0099","https://donnees.laval.ca/jeux/ppa/TERR_0099/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_TERR_0099_02_01.JPG"
"115",,"Terrasses (avenue des)","Auteuil","8354-79-2735-6-001-0000","Sans statut","1603227","maison Boomtown","51","vers","1921","Moyenne",,,,"La maison a perdu presque tous ses éléments traditionnels, sauf le toit de son auvent en tôle traditionnelle. 
","TERR_0115","https://donnees.laval.ca/jeux/ppa/TERR_0115/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_TERR_0115_02_02.JPG"
"169",,"Terrasses (avenue des)","Auteuil","8454-19-6025-2-003-0000","Sans statut","1602234","maison traditionnelle québécoise","24","vers","1860","Moyenne",,,"Inclure inventaire","Maison avec volume annexe cubique relativement ancien. Le revêtement mural et quelques fenêtres de l'agrandissement sont modernes. Volumétrie et composition générale conservées, de même que la tôle traditionnelle de la toiture..
","TERR_0169","https://donnees.laval.ca/jeux/ppa/TERR_0169/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_TERR_0169_02_01.JPG"
"239",,"Terrasses (avenue des)","Auteuil","8455-46-5020-4-000-0000","Sans statut","1602998","maison Boomtown",,"entre","1920-1950","Moyenne",,,,"Maison en brique abandonnée dans un état de délabrement avancé. Absence de carreaux dans les fenêtres. Certains éléments traditionnels encore présents. Menacée par un projet de développement domiciliaire.","TERR_0239","https://donnees.laval.ca/jeux/ppa/TERR_0239/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_TERR_0239_02_02.jpg"
"291",,"Terrasses (avenue des)","Auteuil","8455-76-0470-3-000-0000","Bâtiment patrimonial (57 nouveaux bâtiments)","4570514","maison traditionnelle québécoise","12","vers","1837","Supérieure",,,"Inclure inventaire","Maison Vital-Ouimet. Valeur patrimoniale supérieure (Inv. architectural, 2005). La maison en pierre possède presque toutes ses composantes traditionnelles (portes, fenêtres, lucarnes, toiture en bardeau de cèdre).
","TERR_0291","https://donnees.laval.ca/jeux/ppa/TERR_0291/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_TERR_0291_08_01.JPG"
"131",,"Terrasses (avenue des)","Auteuil","8354-86-8850-2-000-0000","Sans statut","1603231","maison Boomtown","51","vers","1910","Moyenne",,,,"La maison a subi plusieurs modifications réversibles aux revêtements et aux ouvertures. La galerie avec ses colonnes rondes et son auvent revêtu de tôle traditionnelle sont des éléments anciens. Une corniche ouvragée se trouve peut-être sous la tôle. 
","TERR_0131","https://donnees.laval.ca/jeux/ppa/TERR_0131/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_TERR_131_08_01.JPG"
"18","18A","Touchette (rue)","Sainte-Rose","8253-50-5955-2-000-0000","Bâtiment patrimonial (L-2000, art. 194.7)","1097629","maison Boomtown","51","vers","1930","Moyenne",,,"Inclure inventaire","Anciennne rue Sainte-Antoine. Certains éléments traditionnels encore présents, dont la belle corniche en tôle et la toiture en tôle de l'auvent de galerie ainsi que les aisseliers. Les autres éléments ont été remplacés ou modifiés.","TOUC_0018","https://donnees.laval.ca/jeux/ppa/TOUC_0018/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_TOUC_0018_02_01.JPG"
"22",,"Touchette (rue)","Sainte-Rose","8253-50-2435-8-000-0000","Bâtiment patrimonial (L-2000, art. 194.7)","1097623","Arts & Crafts","49","vers","1891","Supérieure",,,"Inclure inventaire","Anciennne rue Sainte-Antoine. Plusieurs composantes traditionnelles conservées. Seul le revêtement de la toiture est récent. ","TOUC_0022","https://donnees.laval.ca/jeux/ppa/TOUC_0022/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_TOUC_0022_02_03.JPG"
"39","41","Tourangeau est (rue)","Pont-Viau","9047-31-5640-5-000-0000","Sans statut","1069357","maison à toit plat / plex","74","vers","1953","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine. ","TOUR_0039","https://donnees.laval.ca/jeux/ppa/TOUR_0039/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_TOUR_ 0039_08_01.JPG"
"10230",,"Vaillancourt (rue)","Saint-François","0161-17-4080-2-000-0000","Sans statut","1981878","maison traditionnelle québécoise","23","vers","1870","Moyenne",,,"Inclure inventaire","La maison a été radicalement transformée par la fermeture de la galerie avant et pas l'ajout de deux lucarnes disproportionnées. Par contre, revêtement en bois et modèle de fenêtres compatible.
","VAIL_10230","https://donnees.laval.ca/jeux/ppa/VAIL_10230/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_VAIL_10230_02_01.JPG"
"4",,"Venise (rue de)","Sainte-Rose","8254-81-7985-0-000-0000","Sans statut","1269449","maison Boomtown","51","vers","1939","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.
","VENI_0004","https://donnees.laval.ca/jeux/ppa/VENI_0004/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_VENI_0004_02_01.JPG"
"1","3","Vézina (rue)","Saint-François","9561-30-8850-9-000-0000","Sans statut","1785040","maison cubique","48","vers","1948","Moyenne",,,,"La maison a subi plusieurs modifications réversibles à ses revêtements de toit et de murs ainsi qu'à ses ouvertures. Volumétrie et composition générale conservées, ainsi que l'escalier en fer ornemental.","VEZI_0001","https://donnees.laval.ca/jeux/ppa/VEZI_0001/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_VEZI_0001_02_01.JPG"
"11",,"Vézina (rue)","Saint-François","9561-30-8600-8-000-0000","Sans statut","1784721","maison à mansarde / Second Empire","38","vers","1858","Moyenne",,,"Inclure inventaire","La maison en brique a subi plusieurs modifications réversibles à ses ouvertures. La suppression d'une galerie sur toute la largeur de la façade a nécessité l'ajout d'un revêtement métallique en façade pour cacher l'ancienne trace de l'auvent. Volumétrie et composition générale conservées, comme l'ornementation des lucarnes et la tôle sur le toit. Le courant architectural laisse présager une date de construction après 1880.","VEZI_0011","https://donnees.laval.ca/jeux/ppa/VEZI_0011/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_VEZI_0011_02_01.JPG"
"1351",,"Fontenelle (terrasse de)","Sainte-Dorothée","7642-74-8050-4-000-0000","Sans statut","1850403","cottage vernaculaire américain","38","vers","1915","Moyenne",,,,"Maison caché derrière de grands conifères. Pierre structurale ou de revêtement?. Modèle de fenêtre inadéquat.","FONT_1351","https://donnees.laval.ca/jeux/ppa/FONT_1351/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65006_FONT_1351_08_01.jpg"
"036",,"Pacifique (avenue du)","Laval-des-Rapides",,"Sans statut",,"cottage vernaculaire américain","30",,,,"disparu",,,,"PACI_0036","https://donnees.laval.ca/jeux/ppa/PACI_0036/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","201401.bulletinsociétéhistoriquelaval.jpg"
"393",,"Prairies (boulevard des)","Laval-des-Rapides","8845-40-5230-4-001","Sans statut","2085435 ","Beaux-Arts","152","entre","1930-1935","Bonne",,,"Inclure inventaire","Résidence des Pères Eudistes. Immeuble très modifié pour s'adapter à sa nouvelle fonction de résidence pour aînés. ","PRAI_0393","https://donnees.laval.ca/jeux/ppa/PRAI_0393/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","I2014_65005_PRAI_0393_08_01.jpg"
"1670",,"Lacasse (avenue des)","Auteuil",,"Sans statut",,"maison traditionnelle québécoise","22",,,,"disparu",,,,"LACA_1670","https://donnees.laval.ca/jeux/ppa/LACA_1670/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"1730",,"Lacasse (avenue des)","Auteuil",,"Sans statut",,"grange-étable à toit à deux versants","95",,,,"disparu","BS Intérêt",,,"LACA_1730","https://donnees.laval.ca/jeux/ppa/LACA_1730/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"1820",,"Lacasse (avenue des)","Auteuil",,"Sans statut",,"grange-étable à toit à deux versants","95",,,,"disparu","BS Intérêt",,,"LACA_1820","https://donnees.laval.ca/jeux/ppa/LACA_1820/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"2760",,"Lacasse (montée des)","Auteuil",,"Sans statut",,"maison franco-québécoise","10",,,,"disparu",,,,"LACA_2760","https://donnees.laval.ca/jeux/ppa/LACA_2760/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"5010",,"Laurentides (boulevard des)","Auteuil",,"Sans statut",,"cottage vernaculaire américain","28",,,,"disparu",,,"Remplacé par un marché d'alimentation.","LAUR_5010","https://donnees.laval.ca/jeux/ppa/LAUR_5010/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"5115",,"Laurentides (boulevard des)","Auteuil",,"Sans statut",,"cottage vernaculaire américain","49",,,,"disparu",,,"Remplacé par un restaurant.","LAUR_5115","https://donnees.laval.ca/jeux/ppa/LAUR_5115/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"5564",,"Laurentides (boulevard des)","Auteuil",,"Sans statut",,"maison traditionnelle québécoise","22",,,,"disparu",,,,"LAUR_5564","https://donnees.laval.ca/jeux/ppa/LAUR_5564/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"5795",,"Laurentides (boulevard des)","Auteuil",,"Sans statut",,"maison à mansarde / Second Empire","32",,,,"disparu",,,"Remplacé par centre commercial.","LAUR_5795","https://donnees.laval.ca/jeux/ppa/LAUR_5795/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"7062",,"Laurentides (boulevard des)","Auteuil",,"Sans statut",,"maison cubique","48",,,,"disparu",,,,"LAUR_7062","https://donnees.laval.ca/jeux/ppa/LAUR_7062/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"7120",,"Laurentides (boulevard des)","Auteuil","8456-90-9605-4-000-0000","Sans statut","5038595","maison traditionnelle québécoise","23","vers","1838",,"disparu",,,,"LAUR_7120","https://donnees.laval.ca/jeux/ppa/LAUR_7120/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"7380",,"Laurentides (boulevard des)","Auteuil",,"Sans statut",,"maison traditionnelle québécoise","15",,,,"disparu",,,,"LAUR_7380","https://donnees.laval.ca/jeux/ppa/LAUR_7380/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"7520",,"Laurentides (boulevard des)","Auteuil",,"Sans statut",,"cottage vernaculaire américain","61",,,,"disparu",,,,"LAUR_7520","https://donnees.laval.ca/jeux/ppa/LAUR_7520/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"8996",,"Laurentides (boulevard des)","Auteuil",,"Sans statut",,"maison traditionnelle québécoise","68",,,,"disparu",,,"Démoli","LAUR_8996","https://donnees.laval.ca/jeux/ppa/LAUR_8996/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"414",,"Mille-Îles (boulevard des)","Auteuil",,"Sans statut",,"grange-étable à toit à deux versants","95",,,,"disparu",,,,"MILI_0414","https://donnees.laval.ca/jeux/ppa/MILI_0414/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"415",,"Mille-Îles (boulevard des)","Auteuil",,"Sans statut",,"maison traditionnelle québécoise","68",,,,"disparu",,,,"MILI_0415","https://donnees.laval.ca/jeux/ppa/MILI_0415/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"416",,"Mille-Îles (boulevard des)","Auteuil",,"Sans statut",,"maison à mansarde / Second Empire","39",,,,"disparu",,,,"MILI_0416","https://donnees.laval.ca/jeux/ppa/MILI_0416/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"419",,"Mille-Îles (boulevard des)","Auteuil",,"Sans statut",,"maison à mansarde / Second Empire","38",,,,"disparu",,,,"MILI_0419","https://donnees.laval.ca/jeux/ppa/MILI_0419/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"420",,"Mille-Îles (boulevard des)","Auteuil",,"Sans statut",,"maison d'esprit français","4",,,,"disparu",,,,"MILI_0420","https://donnees.laval.ca/jeux/ppa/MILI_0420/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"421",,"Mille-Îles (boulevard des)","Auteuil",,"Sans statut",,"maison à mansarde / Second Empire","38",,,,"disparu",,,,"MILI_0421","https://donnees.laval.ca/jeux/ppa/MILI_0421/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"450",,"Mille-Îles (boulevard des)","Auteuil",,"Sans statut",,"grange-étable à toit à deux versants","97",,,,"disparu",,,,"MILI_0450","https://donnees.laval.ca/jeux/ppa/MILI_0450/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"480",,"Mille-Îles (boulevard des)","Auteuil",,"Sans statut",,"cottage vernaculaire américain","26",,,,"disparu",,,,"MILI_0480","https://donnees.laval.ca/jeux/ppa/MILI_0480/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"775",,"Mille-Îles (boulevard des)","Auteuil",,"Sans statut",,"maison Boomtown","50",,,,"disparu",,,"Remplacé par une maison neuve, 2014.","MILI_0775","https://donnees.laval.ca/jeux/ppa/MILI_0775/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"806",,"Mille-Îles (boulevard des)","Auteuil",,"Sans statut",,"grange-étable à toit brisé","98",,,,"disparu",,,,"MILI_0806","https://donnees.laval.ca/jeux/ppa/MILI_0806/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"0925",,"Perron (avenue des)","Auteuil",,"Sans statut",,"maison à mansarde / Second Empire","35",,,,"disparu",,,,"PERR_0925","https://donnees.laval.ca/jeux/ppa/PERR_0925/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"1475",,"Perron (avenue des)","Auteuil",,"Sans statut",,"maison franco-québécoise","11",,,,"disparu",,,,"PERR_1475","https://donnees.laval.ca/jeux/ppa/PERR_1475/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"1490",,"Perron (avenue des)","Auteuil",,"Sans statut",,"croix de chemin et calvaire","101",,,,"disparu",,,"Croix de chemin ou calvaire.","PERR_1490_C","https://donnees.laval.ca/jeux/ppa/PERR_1490_C/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"3675",,"Perron (avenue des)","Auteuil","8756-37-7930-2-001-0000","Sans statut","2071717","grange-étable à toit à deux versants","97","vers","1943",,"disparu",,,"Pomiculteur Gibouleau. Plusieurs bâtiments secondaires recouverts de tôle. La grange-étable en question est peut-être parmi ceux-là mais n'est pas identifiable.","PERR_3675","https://donnees.laval.ca/jeux/ppa/PERR_3675/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"5485",,"Perron (avenue des)","Auteuil",,"Sans statut",,"maison d'esprit français","2",,,,"disparu",,,"3 bâtiments secondaires dont une laiterie, tous disparus","PERR_5485","https://donnees.laval.ca/jeux/ppa/PERR_5485/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"6455",,"Perron (avenue des)","Auteuil",,"Sans statut",,"croix de chemin et calvaire","101",,,,"disparu",,,"Croix de chemin ou calvaire.","PERR_6455_C","https://donnees.laval.ca/jeux/ppa/PERR_6455_C/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"158",,"Sainte-Rose Est (boulevard)","Auteuil",,"Sans statut",,"maison Boomtown","51",,,,"disparu",,,,"SROE_0158","https://donnees.laval.ca/jeux/ppa/SROE_0158/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"158",,"Sainte-Rose Est (boulevard)","Auteuil",,"Sans statut",,"croix de chemin et calvaire","101",,,,"disparu",,,"Croix de chemin ou calvaire","SROE_0158_C","https://donnees.laval.ca/jeux/ppa/SROE_0158_C/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"251",,"Terrasses (avenue des)","Auteuil",,"Sans statut",,"maison à toit plat / plex","74",,,,"disparu",,,"Maison neuve, 2014.","TERR_0251","https://donnees.laval.ca/jeux/ppa/TERR_0251/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"259",,"Terrasses (avenue des)","Auteuil",,"Sans statut",,"grange-étable à toit brisé","98",,,,"disparu",,,"Maison neuve, 2014.","TERR_0259","https://donnees.laval.ca/jeux/ppa/TERR_0259/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"3352","3356","1re Rue","Chomedey","8643-97-8385-2-000","Sans statut","1638176","cottage vernaculaire américain","62",,,,"disparu",,,"Bâtiment qui semble récent à cette adresse. Si c'est le même que lors de l'inventaire de 1981, il a été radicalement transformé. ","1RUE_3352","https://donnees.laval.ca/jeux/ppa/1RUE_3352/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"3860",,"1re Rue","Chomedey",,"Sans statut",,"cottage vernaculaire américain","64",,,,"disparu",,,,"1RUE_3860","https://donnees.laval.ca/jeux/ppa/1RUE_3860/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"3909",,"1re Rue","Chomedey",,"Sans statut",,"maison à toit plat / plex","74",,,,"disparu",,,,"1RUE_3909","https://donnees.laval.ca/jeux/ppa/1RUE_3909/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"058",,"67e Avenue","Chomedey",,"Sans statut",,"maison à toit plat / plex","74",,,,"disparu",,,,"67AV_0058","https://donnees.laval.ca/jeux/ppa/67AV_0058/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"075",,"67e Avenue","Chomedey",,"Sans statut",,"cottage vernaculaire américain","78",,,,"disparu",,,,"67AV_0075","https://donnees.laval.ca/jeux/ppa/67AV_0075/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"147",,"67e Avenue","Chomedey",,"Sans statut",,"cottage vernaculaire américain","78",,,,"disparu",,,,"67AV_0147","https://donnees.laval.ca/jeux/ppa/67AV_0147/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"185",,"67e Avenue","Chomedey",,"Sans statut",,"cottage vernaculaire américain","59",,,,"disparu",,,,"67AV_0185","https://donnees.laval.ca/jeux/ppa/67AV_0185/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"083","093","69e Avenue","Chomedey",,"Sans statut",,"cottage vernaculaire américain","63","vers","1939",,"disparu",,,,"69AV_0083","https://donnees.laval.ca/jeux/ppa/69AV_0083/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"033",,"71e Avenue","Chomedey",,"Sans statut",,"cottage vernaculaire américain","108",,,,"disparu",,,,"71AV_0033","https://donnees.laval.ca/jeux/ppa/71AV_0033/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"257",,"83e Avenue","Chomedey",,"Sans statut",,"maison traditionnelle québécoise","22",,,,"disparu",,,,"83AV_0257","https://donnees.laval.ca/jeux/ppa/83AV_0257/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"361","636","83e Avenue","Chomedey",,"Sans statut",,"cottage vernaculaire américain","76",,,,"disparu",,,,"83AV_0361","https://donnees.laval.ca/jeux/ppa/83AV_0361/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"4076",,"Cléroux (boulevard)","Chomedey",,"Sans statut",,"maison Boomtown","54",,,,"disparu",,,,"CLER_4076","https://donnees.laval.ca/jeux/ppa/CLER_4076/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"4093",,"Cléroux (boulevard)","Chomedey",,"Sans statut",,"maison Boomtown","51",,,,"disparu",,,,"CLER_4093","https://donnees.laval.ca/jeux/ppa/CLER_4093/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"4145",,"Cléroux (boulevard)","Chomedey",,"Sans statut",,"maison Boomtown","51",,,,"disparu",,,,"CLER_4145","https://donnees.laval.ca/jeux/ppa/CLER_4145/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"4155",,"Cléroux (boulevard)","Chomedey",,"Sans statut",,"maison Boomtown","51",,,,"disparu",,,,"CLER_4155","https://donnees.laval.ca/jeux/ppa/CLER_4155/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"4170",,"Cléroux (boulevard)","Chomedey",,"Sans statut",,"maison traditionnelle québécoise","15",,,,"disparu",,,,"CLER_4170","https://donnees.laval.ca/jeux/ppa/CLER_4170/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"4315",,"Cléroux (boulevard)","Chomedey",,"Sans statut",,"cottage vernaculaire américain","63",,,,"disparu",,,"Maison récente à cet emplacement.","CLER_4315","https://donnees.laval.ca/jeux/ppa/CLER_4315/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"4443",,"Cléroux (boulevard)","Chomedey",,"Sans statut",,"maison traditionnelle québécoise","15",,,,"disparu",,,"Maison récente à cet emplacement.","CLER_4443","https://donnees.laval.ca/jeux/ppa/CLER_4443/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"4537",,"Cléroux (boulevard)","Chomedey",,"Sans statut",,"cottage vernaculaire américain","62",,,,"disparu",,,"Maison récente à cet emplacement.","CLER_4537","https://donnees.laval.ca/jeux/ppa/CLER_4537/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"4561",,"Cléroux (boulevard)","Chomedey",,"Sans statut",,"maison traditionnelle québécoise","11",,,,"disparu",,,"Maison récente à cet emplacement.","CLER_4561","https://donnees.laval.ca/jeux/ppa/CLER_4561/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"4731",,"Cléroux (boulevard)","Chomedey",,"Sans statut",,,,,,,"disparu",,,"Maison récente à cet emplacement.","CLER_4731","https://donnees.laval.ca/jeux/ppa/CLER_4731/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"4855",,"Cléroux (boulevard)","Chomedey",,"Sans statut",,"maison traditionnelle québécoise","23",,,,"disparu",,,,"CLER_4855","https://donnees.laval.ca/jeux/ppa/CLER_4855/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"4921",,"Cléroux (boulevard)","Chomedey",,"Sans statut",,"maison traditionnelle québécoise","22",,,,"disparu",,,,"CLER_4921","https://donnees.laval.ca/jeux/ppa/CLER_4921/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"4995",,"Cléroux (boulevard)","Chomedey",,"Sans statut",,"maison à mansarde / Second Empire","38",,,,"disparu",,,,"CLER_4995","https://donnees.laval.ca/jeux/ppa/CLER_4995/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"5115",,"Cléroux (boulevard)","Chomedey",,"Sans statut",,"maison traditionnelle québécoise","23",,,,"disparu",,,,"CLER_5115","https://donnees.laval.ca/jeux/ppa/CLER_5115/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"1582",,"Couvent (rue du)","Chomedey",,"Sans statut",,"maison Boomtown","73",,,,"disparu",,,"Probablement démoli","COUV_1582","https://donnees.laval.ca/jeux/ppa/COUV_1582/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"1624",,"Couvent (rue du)","Chomedey",,"Sans statut",,"maison Boomtown","43",,,,"disparu",,,"Probablement démoli","COUV_1624","https://donnees.laval.ca/jeux/ppa/COUV_1624/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"1645","1647","Couvent (rue du)","Chomedey","8445-33-3710-1-000-0000","Sans statut","1221876","maison Boomtown","51","vers","1890",,"disparu",,,,"COUV_1645","https://donnees.laval.ca/jeux/ppa/COUV_1645/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"1697",,"Couvent (rue du)","Chomedey",,"Bâtiment patrimonial (L-2000, art. 194.7)",,,,,,,"disparu",,,"Selon carte interactive, cette adresse correspond au 4040, boulevard Saint-Martin Ouest. Il s'agit donc probablement d'un doublon.","COUV_1697","https://donnees.laval.ca/jeux/ppa/COUV_1697/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"1596",,"Curé-Labelle (boulevard)","Chomedey",,"Sans statut",,"cottage vernaculaire américain","78",,,,"disparu",,,,"CULA_1596","https://donnees.laval.ca/jeux/ppa/CULA_1596/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"1630","1638","Curé-Labelle (boulevard)","Chomedey",,"Sans statut",,"cottage vernaculaire américain","63",,,,"disparu",,,,"CULA_1630","https://donnees.laval.ca/jeux/ppa/CULA_1630/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
"1900",,"Curé-Labelle (boulevard)","Chomedey","8445-18-0360-9-000-0000","Sans statut","1221633","maison Boomtown","53","vers","1947",,"disparu",,,,"CULA_1900","https://donnees.laval.ca/jeux/ppa/CULA_1900/2014-2015_Pr%C3%A9inventaire_Patri-Arch/",
