Numéro,Département/Collection,Collection  ,Catégorie,Objet,Artiste,Titre,Date,Lieu de production,Culture,Matériaux,Dimensions,Nombre objets,Sujet,description,Lien web vers image 
2008.16,Art ancien (des origines à 1900),Collection permanente,Photographie,Stéréogramme,"England, William, pour la London Stereoscopic Company","Le Pont Victoria, Montréal, de la North American Series","1859, tirage 1860","Londres, Angleterre; Montréal (Québec), Canada",Britannique,Épreuve à l'albumine argentique,"8,3 x 17,4 cm (carton); 7,2 x 14,1 cm (image)",1,Paysage,"Costumes civils accessoires chaussures couvre-chefs chapeaux, vêtements chemises pantalons veston; Architecture et génie travaux publics pont Victoria pont ferroviaire couvert (1860-1897), sur la voie de la ligne de chemin de fer américaine du Grand Trunk; Personnages groupes humains enfants garçons homme; Activités et événements récréatives contemplation de la nature conversation; Plantes herbes et graminées; Géographie physique accidents géographiques plage rive roches, phénomènes aquatiques fleuve Saint-Laurent; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2008.16_IN1.jpg
2008.19,Art ancien (des origines à 1900),Collection permanente,Photographie,Carte cabinet,"Côté, Ludger",Portrait de fillette,vers 1895,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à la gélatine argentique,"16,4 x 10,7 cm (carton); 13,6 x 10,4 cm (image)",1,Portrait,"Costumes civils accessoires col en dentelle chaussures bottines, vêtements robe; Architecture et génie détails architecturaux mur intérieur; Personnages groupes humains enfant fillette, portrait en pied de face assise; Plantes fleurs; Objets façonnés contenants vase, mobilier draperie nappe, meubles fauteuil table d'appoint; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2008.19_IN1.jpg
2008.2,Art ancien (des origines à 1900),Collection permanente,Photographie,Carte cabinet,"Côté, Ludger",Portrait de garçon,vers 1895,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à la gélatine argentique,"16,4 x 10,7 cm (carton); 13,6 x 10,4 cm (image)",1,Portrait,"Costumes civils accessoires col cravate nouée chaussures bottines, vêtements pantalon veston; Architecture et génie détails architecturaux mur intérieur; Personnages groupes humains enfant garçon, portrait en pied de face; Plantes fleurs; Objets façonnés contenant vase, mobilier draperie nappe, meuble table d'appoint tapis à motifs de losanges; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2008.20_IN1.jpg
2008.21,Art ancien (des origines à 1900),Collection permanente,Photographie,Carte cabinet,"Dagenais, Henry",Portrait d'un groupe d'enfants,vers 1895,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à la gélatine argentique,"16,5 x 10,7 cm (carton); 14,1 x 9,8 cm (image)",1,Portrait,"Costumes civils accessoires chaussures bottines, vêtements robes; Architecture et génie détails architecturaux mur intérieur; Personnages groupes humains enfants garçons fillettes, portrait en pied de face; Objets façonnés mobilier draperie rideau, meubles fauteuil tabourets tapis; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2008.21_IN1.jpg
2008.22,Art ancien (des origines à 1900),Collection permanente,Photographie,Carte de visite,"Demers, James-Louis",Portrait de femme,entre 1864 et 1870,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à l'albumine argentique et rehauts de couleur,"10,1 x 6,1 cm (carte); 8,8 x 5,3 cm (image)",1,Portrait,"Costumes civils accessoires col en dentelle, bijoux et ornements bracelet, vêtements robe longue; Architecture et génie détails architecturaux mur intérieur; Personnages groupes humains femme élégante, portrait en pied de trois quarts; Objets façonnés mobilier draperie rideau, meuble fauteuil; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2008.22_IN1.jpg
2008.23,Art ancien (des origines à 1900),Collection permanente,Photographie,Carte de visite,"Desmarais, Louis-Élie",Portrait de fillette,vers 1875,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à l'albumine argentique,"10,2 x 6,1 cm (carte); 9,4 x 5,8 cm (image)",1,Portrait,"Costumes civils accessoires col chaussures bottines, bijoux et ornements bracelet parure de tête ruban, vêtements robe; Architecture et génie détails architecturaux mur intérieur; Personnages groupes humains enfant fillette, portrait en pied de trois quarts; Objets façonnés mobilier draperie rideau, meuble fauteuil tapis à motifs de losanges; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2008.23_IN1.jpg
2008.231,Art ancien (des origines à 1900),Collection permanente,Photographie,Photographie,Inconnu,"Monument à Maisonneuve, Montréal",1895 ou 1896,"Québec (Québec), Canada",Canadienne; Québécoise,Épreuve à l'albumine argentique,"24 x 30 cm (carton); 17,6 x 21,7 cm (image)",1,Architecture,"Costumes civils accessoires chaussures souliers couvre-chef chapeaux haut-de-forme, vêtements complets pantalons vestons; Architecture et génie aménagements extérieurs monument commémoratif à la mémoire de Paul de Chomedey, sieur de Maisonneuve (1612-1676), fondateur de Montréal, œuvre de Louis-Philippe Hébert (1850-1917) en collaboration avec les architectes Mesnard et Venne, érigée en 1895 au centre de la Place d'Armes à Montréal, pour célébrer le 250e anniversaire de sa fondation et symbolisant le souvenir de l’époque de la Nouvelle-France pour les Canadiens-français : Maisonneuve plante le drapeau français et pose la main gauche sur la garde de son épée et à ses pieds, figure l'écusson aux armoiries de Montréal; quatre personnages liés à la fondation de la ville : Jeanne Mance (1606-1673) soigne une enfant indienne, Raphaël-Lambert Closse (vers 1618-1662) arme à la main fait le guet avec sa chienne Pilote, Charles Le Moyne (1626-1685) tient une faucille et un pistolet, et le guerrier iroquois se tient à l'affût; quatre bas-reliefs avec scènes historiques : «La Rencontre de Meudon», signature de l'acte de fondation de Ville-Marie; «La Première Messe à Ville-Marie», 18 mai 1642, par le père jésuite Barthélemy et la prise de possession du territoire; «Le Massacre de Dollard des Ormeaux au Long-Sault» avec ses compagnons et «L'Escarmouche du 30 mars 1644», exploit héroïque de Maisonneuve surpris par 200 Iroquois à l'emplacement de la Place d'Armes; il s'agit aussi d'une fontaine avec bassin et de l'eau s'écoule de la bouche de quatre mascarons; architecture urbaine édifice de la New York Life, premier «gratte-ciel» de Montréal (1888); Personnages groupes humains hommes notables; Plantes arbres feuillus érables, herbes des parterres en hémicycle; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2008.231_IN1.jpg
2008.28,Art ancien (des origines à 1900),Collection permanente,Photographie,Carte de visite,"Inglis, James",Portrait d'homme,entre 1868 et 1870,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à l'albumine argentique,"10,2 x 6,2 cm (carte); 9 x 5,8 cm (image)",1,Portrait,"Costumes civils accessoires cravate ou noeud papillon, bijoux et ornements parure vestimentaire chaîne de montre, caprices corporels favoris, vêtements chemise gilet pantalon redingote; Architecture et génie détails architecturaux colonne mur intérieur; Personnages groupes humains homme, portrait en pied assis de trois quarts; Objets façonnés mobilier meubles chaise table d'appoint; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2008.28_IN1.jpg
2008.3,Art ancien (des origines à 1900),Collection permanente,Photographie,Carte cabinet,Laflamme & Contant (Eugène-Urgel Laflamme et Alphonse Contant),Portrait de couple,vers 1895,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à la gélatine argentique,"16,7 x 11 cm (carton); 14,2 x 9,9 cm (image)",1,Portrait,"Costumes civils accessoires cravate chaussures souliers, caprices corporels moustache, vêtements robe longue chemise pantalon veston; Architecture et génie détails architecturaux mur intérieur; Personnages groupes humains femme élégante homme couple, portrait en pied assis de trois quarts; Objets façonnés mobilier draperie rideau, meubles console avec figurine ou bibelot chaises table d'appoint; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2008.30_IN1.jpg
2008.31,Art ancien (des origines à 1900),Collection permanente,Photographie,Carte cabinet,Laflamme & Contant (Eugène-Urgel Laflamme et Alphonse Contant),Portrait de femme,vers 1895,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à la gélatine argentique,"16,5 x 10,8 cm (carton); 14 x 10,2 cm (image)",1,Portrait,"Costumes civils accessoires chaussures souliers, bijoux et ornements broche, vêtements robe longue; Architecture et génie détails architecturaux colonne décor architectural avec escalier; Personnages groupes humains jeune femme élégante, portrait en pied de trois quarts; Objets façonnés mobilier tapis à motifs de losanges; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2008.31_IN1.jpg
2008.32,Art ancien (des origines à 1900),Collection permanente,Photographie,Carte cabinet,"Lamare, Eugène",Portrait de femme,entre 1880 et 1905,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à la gélatine argentique,"16,4 x 10,8 cm (carton); 14,3 x 10,2 cm (image)",1,Portrait,"Costumes civils accessoires chaussures souliers, vêtements robe longue; Architecture et génie détails architecturaux colonne décor architectural sur fond de paysage; Personnages groupes humains jeune femme élégante, portrait en pied de trois quarts; Objets façonnés mobilier tabouret tapis à motifs de losanges; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2008.32_IN1.jpg
2008.33,Art ancien (des origines à 1900),Collection permanente,Photographie,Carte cabinet,Laprés & Lavergne (Joseph-Napoléon Laprés et Jules-Renaud Lavergne),Portrait d'enfant,entre 1890 et 1915,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à la gélatine argentique,"16,5 x 10,7 cm (carton); 14 x 10 cm (image)",1,Portrait,"Costumes civils accessoires col manchettes, vêtements chemise jupe gilet; Architecture et génie détails architecturaux mur intérieur; Personnages groupes humains enfant, portrait en pied de trois quarts; Objets façonnés contenant panier de fleurs, mobilier meuble balustrade; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2008.33_IN1.jpg
2008.339,Art ancien (des origines à 1900),Collection permanente,Estampe,Estampe,"Lemaitre, Augustin François, d'après William Henry Bartlett",La Cathédrale de Montréal,après 1840,"Paris, France",Française,"Eau-forte, burin et rehauts d'aquarelle","12,9 x 19,9 cm (papier); 9,5 x 14,2 cm (image)",1,Architecture; Paysage,"Costumes civils accessoires couvre-chefs chapeaux, vêtements robes pantalons vestons, de dessus manteaux capes; Architecture et génie détails architecturaux arcades colonnes embrasures escalier façades fenêtres en ogives murs coupe-feu portail pilastres portes toitures auvent cheminées clocher corniche fronton lucarnes pinacles pignons tour, commerciale et industrielle commerces, résidentielle maisons, religieuse églises cathédrale séminaire, travaux publics parvis rue, ville; Personnages groupes humains enfants hommes femmes couples familles; Activités et événements conversation rencontre après ou avant la messe; Géographie physique phénomènes naturels nuages; Objets façonnés personnels accessoires canne, de groupements sociaux religieux croix; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2008.339_IN1.jpg
2008.36,Art ancien (des origines à 1900),Collection permanente,Photographie,Carte de visite,"Sawyer, William",Portrait de femme,entre 1870 et 1876,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à l'albumine argentique,"10,1 x 6,2 cm (carte); 9 x 5,8 cm (image)",1,Portrait,"Costumes civils accessoires col en dentelle, bijoux et ornements parure de tête boucle d'oreille ruban avec boucle parure de cou collier, vêtements robe; Personnages groupes humains jeune femme élégante, portrait en buste de trois quarts; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2008.36_IN1.jpg
2008.37,Art ancien (des origines à 1900),Collection permanente,Photographie,Carte cabinet,Such & Co. (James Such),Portrait de couple,vers 1895,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à la gélatine argentique,"16,5 x 10,8 cm (carton); 13,7 x 10,2 cm (image)",1,Portrait,"Costumes civils accessoires foulards cravate chaussures souliers, bijoux et ornements boucles d'oreille, caprices corporels moustache, vêtements robe longue manteau chemise gilet pantalon redingote; Architecture et génie détails architecturaux mur intérieur avec fond de paysage; Personnages groupes humains femme élégante homme couple, portrait en pied assis debout de trois quarts; Objets façonnés mobilier meubles chaise table d'appoint; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2008.37_IN1.jpg
2009.1,Art ancien (des origines à 1900),Collection permanente,Photographie,Photomontage (image composite),"Archambault, Louis-Grégoire-Henri","Grande Cavalcade historique de saint Louis, roi de France",1884,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à l'albumine argentique et photomontage,"26 x 33,5 cm (carton); 16,5 x 29 cm (image)",1,Histoire; Scène de genre,"Costumes militaires de l'époque médiévale; Personnages groupes humains hommes figurants, portrait de groupe, image composite; Activités et événements reconstitution historique, mise en scène sur fond d'architecture : grande cavalcade historique de saint Louis ou Louis IX (1214-1270), roi de France (1226-1270) : « Pour célébrer dignement le 50e anniversaire de l’Association Saint-Jean-Baptiste, fondée en 1834 par Ludger Duvernay dans le but de regrouper les francophones de Montréal et de promouvoir leur intérêt, les membres sont invités à participer à un défilé qui prendra la forme d'une cavalcade historique. Accompagnés de pages, 126 figurants montent à cheval dans leur costume médiéval. Le 24 juin, tous les notables canadiens-français participent à l'événement. Mgr Fabre chante la messe au pied du mont Royal devant 6000 fidèles. La cavalcade se met en branle : les connétables, les prévôts, les chevaliers et les pages du roi saint Louis défilent devant l'église Notre-Dame. [...] Après la fête, tous les participants passeront au studio du photographe, avec leur costume, et se laisseront tirer le portrait. Les clichés seront ensuite individuellement regroupés sur un tableau à fond de château médiéval, bien découpés et collés, pour donner une photo composite qui sera multipliée et vendue. » (Michel Lessard, Montréal..., 1998); Objets façonnés armement armure boucliers casques armes d'hast épées, de groupements sociaux emblèmes et enseignes fanion dais; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2009.100_IN1.JPG
2009.142,Art ancien (des origines à 1900),Collection permanente,Photographie,Ferrotype,Inconnu,"Le Voiturier de village, au sud de Montréal",vers 1890,"(Québec), Canada",Canadienne; Québécoise,Ferrotype,"12,5 x 17,8 cm (demi-plaque)",1,Scène de genre,"Costumes civils accessoires bretelles chaussures noeud papillon couvre-chefs chapeaux chapeau melon, vêtements chemises gilets pantalons veston; Architecture et génie détails architecturaux façades fenêtres pont de boutique portes toitures pignons, commerciale et artisanale atelier de voiturier, résidentielle maison; Transports terrestres voitures à traction animale cabriolet avec parasol; Personnages groupes humains enfants bambin garçons hommes, métiers et professions noble, voiturier et ouvriers du village; Activités et événements professionnelles construction d'un buggy, buggie ou cabriolet découvert, du montage des roues (jantes et raies) à la fabrication de la caisse en passant par le train monté (à droite); Outils et équipement matériaux de construction bois roues tréteaux; Localisation : sud de Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2009.142_IN1.JPG
2009.196.01,Art ancien (des origines à 1900),Collection permanente,Photographie,Photographie (album),"Henderson, Alexander","L'Église St. Mark en hiver, Montréal, de l'album du révérend William M. Black",vers 1870,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à l'albumine argentique,"10,5 x 14,1 cm",1,Architecture,"Costumes civils accessoires chapeaux,  vêtements chemises complets; Architecture et génie aménagements extérieurs lampadaire clôture, religieuse ancienne église Saint-Marc ou Trustees St. Mark's Church (démolie) alors située en face du marché du foin (Hay Market Square) dans le quadrilatère des rues de L'inspecteur, College, William et Duke, quartier Saint-Henri / Petite-Bourgogne, résidentielle maisons en rangée, détails architecturaux façades fenêtres en hémicycle frises fronton oculi escalier murs coupe-feu pinacles portail rampes, toitures cheminées clocher, travaux publics cour rues, ville; Transports terrestres traîneau; Personnages groupes humains hommes; Animaux mammifères cheval; Géographie physique phénomènes naturels neige, saison : hiver; Outils et équipement instruments aratoires attelage d'animal; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2009.196.01_IN1.JPG
2009.196.02,Art ancien (des origines à 1900),Collection permanente,Photographie,Photographie (album),"Henderson, Alexander","Montréal vu du mont Royal, de l'album du révérend William M. Black",vers 1870,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à l'albumine argentique,"15,5 x 20,7 cm",1,Paysage,"Architecture et génie aménagements extérieurs clôture, détails architecturaux absides façades fenêtres oculus portails toitures cheminées clochers dômes lucarnes pignons, civile écoles hôpital palais de justice, commerciale et industrielle commerces hôtels magasins, religieuse église Notre-Dame cathédrale anglicane églises palais épiscopal, résidentielle édifices maisons maisons en rangée, travaux publics pont Victoria, ville; Plantes arbres feuillus; Géographie physique accidents géographiques île Sainte-Hélène montagne mont Royal roches, phénomènes naturels nuages, phénomènes aquatiques fleuve Saint-Laurent; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2009.196.02_IN1.JPG
2009.196.03,Art ancien (des origines à 1900),Collection permanente,Photographie,Photographie (album),"Henderson, Alexander","Montréal vu du mont Royal, en hiver, de l'album du révérend William M. Black",vers 1870,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à l'albumine argentique,"15,4 x 20,1 cm",1,Paysage,"Architecture et génie aménagements extérieurs patinoire, détails architecturaux façades fenêtres toitures cheminées clochers lucarnes pignons, civile écoles hôpital palais de justice, commerciale et industrielle commerces hôtels magasins, religieuse église Notre-Dame cathédrale anglicane églises palais épiscopal, résidentielle édifices maisons maisons en rangée, travaux publics pont Victoria, ville; Plantes arbres feuillus dénudés; Géographie physique accidents géographiques île Sainte-Hélène montagne mont Royal, phénomènes naturels neige, saison : hiver, phénomènes aquatiques fleuve Saint-Laurent; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2009.196.03_IN1.JPG
2009.196.04,Art ancien (des origines à 1900),Collection permanente,Photographie,Photographie (album),"Henderson, Alexander","Embâcle en face de l'hôtel de ville (marché Bonsecours), Montréal, de l'album du révérend William M. Black",1873-1874,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à l'albumine argentique,15 x 21 cm,1,Paysage,"Architecture et génie détails architecturaux façades fenêtres frontons murs coupe-feu portails toitures coupole ou dôme clocher, gouvernementale hôtel de ville localisé à cette époque (1852-1878) dans l’actuel marché Bonsecours (édifice néoclassique construit entre 1844-1852 par William Footner), religieuse église, résidentielle édifices en rangée, travaux publics rue Saint-Paul, ville; Géographie physique accidents géographiques rive, phénomènes naturels embâcle glace, phénomènes aquatiques fleuve Saint-Laurent, saison : hiver; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2009.196.04_IN1.JPG
2009.196.05,Art ancien (des origines à 1900),Collection permanente,Photographie,Photographie (album),"Henderson, Alexander","Le Port de Montréal et la rue des Commissaires vus de l'édifice de la douane, de l'album du révérend William M. Black",vers 1872,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à l'albumine argentique,"15,5 x 20,5 cm",1,Scène urbaine,"Costumes civils vêtements; Architecture et génie aménagements extérieurs cabine murs de soutien, détails architecturaux coupole ou dôme façades fenêtres murs coupe-feu portes rampes toitures cheminées dôme lucarnes pignons, commerciale et industrielle commerces dépôts, gouvernementale hôtel de ville localisé à cette époque (1852-1878) dans l’actuel marché Bonsecours (édifice néoclassique construit entre 1844-1852 par William Footner), résidentielle édifices en rangée, travaux publics port quai rue des Commissaires trottoirs, ville; Transports ferroviaires train wagon, maritimes bateaux à voiles voiliers trois-mâts barque, terrestres voitures à traction animale charrettes; Personnages groupes humains figures; Animaux mammifères chevaux; Plantes produits végétaux bois; Activités et événements transports carrefour maritime continental; Géographie physique phénomènes aquatiques fleuve Saint-Laurent; Objets façonnés contenants barils et autres; Outils et équipement instruments aratoires attelages d'animaux; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2009.196.05_IN1.JPG
2009.196.06,Art ancien (des origines à 1900),Collection permanente,Photographie,Photographie (album),"Henderson, Alexander","Montréal vu de l'église Notre-Dame, de l'album du révérend William M. Black",vers 1870,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à l'albumine argentique,"11,5 x 19,3 cm",1,Scène urbaine,"Architecture et génie détails architecturaux colonnades corinthienne et ionique façades fenêtres fronton historié portique toitures cheminées clochers lucarnes pignons, civile Banque de Montréal (bâtiment néoclassique de l'architecte John Wells, érigé entre1846 et 1848), commerciale et industrielle commerces hôtels magasins, religieuse églises, résidentielle édifices maisons maisons en rangée, travaux publics place d'Armes, rue Notre-Dame, ville; Transports terrestres voiture à traction animale charrette; Animaux mammifères cheval; Plantes arbres feuillus; Géographie physique accidents géographiques mont Royal; Localisation : Vieux-Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2009.196.06_IN1.JPG
2009.196.07,Art ancien (des origines à 1900),Collection permanente,Photographie,Photographie (album),"Henderson, Alexander","Le Square Victoria, Montréal, de l'album du révérend William M. Black",1874,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à l'albumine argentique,"15,5 x 20,6 cm",1,Scène urbaine,"Costumes civils accessoires couvre-chefs chapeaux, vêtements complets; Architecture et génie aménagements extérieurs bornes borne-fontaine clôture jardin kioske lampadaire plan d'eau poteaux, détails architecturaux balcon façades fenêtres frises rampe en fer forgé, toitures cheminées clochers mansardes lucarnes pignons, architecture commémorative monument à la reine Victoria (statue de Marshall Wood installée en 1872), civile édifice du second Y.M.C.A. de style Second Empire avec son clocher en coin (inauguré en 1873 et démoli en 1965), commerciale et industrielle commerces hôtels, religieuse églises, résidentielle édifices en rangée, travaux publics rue McGill Square Victoria, ville; Personnages groupes humains hommes; Plantes arbres feuillus; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2009.196.07_IN1.JPG
2009.196.08,Art ancien (des origines à 1900),Collection permanente,Photographie,Photographie (album),"Henderson, Alexander","Le Square de la côte Beaver Hall en hiver, Montréal, de l'album du révérend William M. Black",vers 1870,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à l'albumine argentique,"15,2 x 20,5 cm",1,Scène urbaine,"Costumes civils accessoires couvre-chefs chapeaux, vêtements manteaux; Architecture et génie aménagements extérieurs clôture, détails architecturaux arches colonnes entablements façades fenêtres murs coupe-feu portes rampes toitures cheminées clocher lucarnes pignons, commerciale et industrielle commerces dont le India Warehouse Grocery, religeuse église, résidentielle édifices maisons en rangée, travaux publics Square de la côte Beaver Hall, rue qui doit son nom à la résidence nommé Beaver Hall, propriété de M. Frobisher, trottoir, ville; Transports terrestres voitures à traction animale carriole; Personnages groupes humains hommes; Animaux mammifères cheval; Activités et événements transports; Plantes arbres feuillus dénudés; Géographie physique phénomènes naturels neige, saison : hiver; Outils et équipement instruments aratoires attelage d'animaux; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2009.196.08_IN1.JPG
2009.196.09,Art ancien (des origines à 1900),Collection permanente,Photographie,Photographie (album),"Henderson, Alexander","La Rue Sainte-Catherine en hiver, Montréal, de l'album du révérend William M. Black",vers 1870,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à l'albumine argentique,"15 x 20,9 cm",1,Scène urbaine,"Costumes civils accessoires chaussures bottes couvre-chefs chapeaux, vêtements pantalons manteaux; Architecture et génie aménagements extérieurs clôtures, détails architecturaux façades fenêtres murs coupe-feu portes portiques rampes toitures cheminées clocher lucarnes pignons, religeuse église, résidentielle maisons en rangée, travaux publics rue Sainte-Catherine vue vers l'ouest à partir de la rue Metcalfe, trottoirs, ville; Transports terrestres voitures à traction animale carrioles; Personnages groupes humains hommes; Animaux mammifères chevaux; Activités et événements transports; Plantes arbres feuillus dénudés; Géographie physique phénomènes naturels neige, saison : hiver; Outils et équipement instruments aratoires attelages d'animaux; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2009.196.09_IN1.JPG
2009.196.10,Art ancien (des origines à 1900),Collection permanente,Photographie,Photographie (album),"Henderson, Alexander","Embâcle sous le pont Victoria, Montréal, de l'album du révérend William M. Black",1873,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à l'albumine argentique,"15,5 x 20,5 cm",1,Scène de genre,"Costumes civils accessoires couvre-chefs chapeaux, vêtements pantalons vestons manteaux; Architecture et génie aménagements extérieurs poteau électrique; Personnages groupes humains hommes; Géographie physique accidents géographiques rive, phénomènes naturels embâcle glace sous le pont Victoria, phénomènes aquatiques fleuve Saint-Laurent, saison : hiver; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2009.196.10_IN1.JPG
2009.196.11,Art ancien (des origines à 1900),Collection permanente,Photographie,Photographie (album),"Henderson, Alexander","Canotage sur les glaces du Saint-Laurent, Montréal, de l'album du révérend William M. Black",vers 1870,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à l'albumine argentique,"15,1 x 20,5 cm",1,Scène de genre,"Costumes civils accessoires chaussures bottes couvre-chefs chapeaux, vêtements pantalons vestons; Architecture et génie colonnes façades fenêtres fronton portails toitures cheminées pignons, gouvernementale hôtel de ville localisé à cette époque (1852-1878) dans l’actuel marché Bonsecours (construit entre 1844-1852 par William Footner); Transports maritimes canot; Personnages groupes humains hommes; Activités et événements traversée ou canotage sur glace; Géographie physique accidents géographiques rive, phénomènes naturels glace neige, phénomènes aquatiques fleuve Saint-Laurent, saison : printemps; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2009.196.11_IN1.JPG
2009.196.12,Art ancien (des origines à 1900),Collection permanente,Photographie,Photographie (album),"Henderson, Alexander","Descente en toboggan sur le mont Royal, Montréal, de l'album du révérend William M. Black",vers 1870,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à l'albumine argentique,"15,5 x 20,4 cm",1,Paysage; Scène de genre,"Costumes civils accessoires chaussettes chaussures bottes mitaines couvre-chefs chapeaux tuques, vêtements pantalons, de dessus manteaux; Personnages groupes humains hommes; Plantes arbres feuillus dénudés, herbes et graminées; Activités et événements, récréatives glissade en toboggan ou traîne sauvage; Géographie physique accidents géographiques forêt mont Royal, phénomènes naturels neige nuages, saison : hiver; Outils et équipement récréatifs ou sportifs toboggans; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2009.196.12_IN1.JPG
2009.196.13,Art ancien (des origines à 1900),Collection permanente,Photographie,Photographie (album),"Henderson, Alexander","Le Prince Arthur en carriole, Montréal, de l'album du révérend William M. Black",1869,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à l'albumine argentique et photomontage,"15,3 x 19,5 cm",1,Paysage; Scène de genre,"Costumes civils accessoires chaussures bottes mitaines couvre-chefs chapeaux, vêtements pantalons, de dessus manteaux; Architecture et génie aménagements extérieurs clôture, ville; Transports terrestres voitures à traction animale carriole et couverture en fourrure; Personnages groupes humains femme hommes, personnage historique son Altesse Royale le prince Arthur William (1850-1942), duc de Connaught et Strathearn, troisième fils de la reine Victoria et du prince Albert de Saxe-Cobourg-Gotha (futur prince Albert), membre de la famille royale britannique devenu dixième gouverneur général du Canada (1911-1916); Animaux mammifères cheval; Activités et événements transports; Plantes arbres conifères feuillus dénudés; Géographie physique phénomènes naturels neige, saison : hiver; Outils et équipement instruments aratoires attelages d'animaux; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2009.196.13_IN1.JPG
