NOM DE L'ORGANISME,RÉPARTITION,SERVICE,DIRECTION,NUMÉRO DE DOSSIER,OBJET,NUMÉRO DÉCISION,DATE SIGNATURE,CONTRIBUTION MONÉTAIRE,ÉCART VERSUS VALEUR MARCHANDE DU LOYER,SOUTIEN TECHIQUE,VALEUR TOTALE
ATELIER D'HISTOIRE MERCIER-HOCHELAGA-MAISONNEUVE,100% VILLE,SERVICE DE LA CULTURE,DIRECTION DU DÉVELOPPEMENT CULTUREL,1247233003,ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 332 281 $ À 11 PROJETS D'ORGANISMES CULTURELS OU COMMUNAUTAIRES DANS LE CADRE DU PROGRAMME PATRIMOINES MONTRÉALAIS : UNE MISE EN VALEUR DANS LES QUARTIERS 2024 DE L'ENTENTE SUR LE DÉVELOPPEMENT CULTUREL DE LA VILLE DE MONTRÉAL 2021-2024 (EDCM),CE24 0657,2024-05-03,30000,,,
COLLECTIF SUPER BOAT PEOPLE,100% VILLE,SERVICE DE LA CULTURE,DIRECTION DU DÉVELOPPEMENT CULTUREL,1247233003,ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 332 281 $ À 11 PROJETS D'ORGANISMES CULTURELS OU COMMUNAUTAIRES DANS LE CADRE DU PROGRAMME PATRIMOINES MONTRÉALAIS : UNE MISE EN VALEUR DANS LES QUARTIERS 2024 DE L'ENTENTE SUR LE DÉVELOPPEMENT CULTUREL DE LA VILLE DE MONTRÉAL 2021-2024 (EDCM),CE24 0657,2024-05-03,29950,,,
ESPACE CRAIG/CHIC,100% VILLE,SERVICE DE LA CULTURE,DIRECTION DU DÉVELOPPEMENT CULTUREL,1247233003,ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 332 281 $ À 11 PROJETS D'ORGANISMES CULTURELS OU COMMUNAUTAIRES DANS LE CADRE DU PROGRAMME PATRIMOINES MONTRÉALAIS : UNE MISE EN VALEUR DANS LES QUARTIERS 2024 DE L'ENTENTE SUR LE DÉVELOPPEMENT CULTUREL DE LA VILLE DE MONTRÉAL 2021-2024 (EDCM),CE24 0657,2024-05-03,29240,,,
FONDATION HÉRITAGE MONTRÉAL,100% VILLE,SERVICE DE LA CULTURE,DIRECTION DU DÉVELOPPEMENT CULTUREL,1247233003,ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 332 281 $ À 11 PROJETS D'ORGANISMES CULTURELS OU COMMUNAUTAIRES DANS LE CADRE DU PROGRAMME PATRIMOINES MONTRÉALAIS : UNE MISE EN VALEUR DANS LES QUARTIERS 2024 DE L'ENTENTE SUR LE DÉVELOPPEMENT CULTUREL DE LA VILLE DE MONTRÉAL 2021-2024 (EDCM),CE24 0657,2024-05-03,28000,,,
LA SOCIÉTÉ D'HISTOIRE ROSEMONT-PETITE-PATRIE,100% VILLE,SERVICE DE LA CULTURE,DIRECTION DU DÉVELOPPEMENT CULTUREL,1247233003,ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 332 281 $ À 11 PROJETS D'ORGANISMES CULTURELS OU COMMUNAUTAIRES DANS LE CADRE DU PROGRAMME PATRIMOINES MONTRÉALAIS : UNE MISE EN VALEUR DANS LES QUARTIERS 2024 DE L'ENTENTE SUR LE DÉVELOPPEMENT CULTUREL DE LA VILLE DE MONTRÉAL 2021-2024 (EDCM),CE24 0657,2024-05-03,39532,,,
LES ATELIERS DE LA PIERRE DU QUÉBEC,100% VILLE,SERVICE DE LA CULTURE,DIRECTION DU DÉVELOPPEMENT CULTUREL,1247233003,ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 332 281 $ À 11 PROJETS D'ORGANISMES CULTURELS OU COMMUNAUTAIRES DANS LE CADRE DU PROGRAMME PATRIMOINES MONTRÉALAIS : UNE MISE EN VALEUR DANS LES QUARTIERS 2024 DE L'ENTENTE SUR LE DÉVELOPPEMENT CULTUREL DE LA VILLE DE MONTRÉAL 2021-2024 (EDCM),CE24 0657,2024-05-03,25000,,,
PRODUCTIONS CHEZ NOUS,100% VILLE,SERVICE DE LA CULTURE,DIRECTION DU DÉVELOPPEMENT CULTUREL,1247233003,ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 332 281 $ À 11 PROJETS D'ORGANISMES CULTURELS OU COMMUNAUTAIRES DANS LE CADRE DU PROGRAMME PATRIMOINES MONTRÉALAIS : UNE MISE EN VALEUR DANS LES QUARTIERS 2024 DE L'ENTENTE SUR LE DÉVELOPPEMENT CULTUREL DE LA VILLE DE MONTRÉAL 2021-2024 (EDCM),CE24 0657,2024-05-03,30000,,,
SOCIÉTÉ D'ANIMATION DE LA PROMENADE BELLERIVE,100% VILLE,SERVICE DE LA CULTURE,DIRECTION DU DÉVELOPPEMENT CULTUREL,1247233003,ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 332 281 $ À 11 PROJETS D'ORGANISMES CULTURELS OU COMMUNAUTAIRES DANS LE CADRE DU PROGRAMME PATRIMOINES MONTRÉALAIS : UNE MISE EN VALEUR DANS LES QUARTIERS 2024 DE L'ENTENTE SUR LE DÉVELOPPEMENT CULTUREL DE LA VILLE DE MONTRÉAL 2021-2024 (EDCM),CE24 0657,2024-05-03,30000,,,
SOCIÉTÉ POUR LA PROMOTION DE LA DANSE TRADITIONNELLE QUÉBÉCOISE,100% VILLE,SERVICE DE LA CULTURE,DIRECTION DU DÉVELOPPEMENT CULTUREL,1247233003,ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 332 281 $ À 11 PROJETS D'ORGANISMES CULTURELS OU COMMUNAUTAIRES DANS LE CADRE DU PROGRAMME PATRIMOINES MONTRÉALAIS : UNE MISE EN VALEUR DANS LES QUARTIERS 2024 DE L'ENTENTE SUR LE DÉVELOPPEMENT CULTUREL DE LA VILLE DE MONTRÉAL 2021-2024 (EDCM),CE24 0657,2024-05-03,45000,,,
SOCIÉTÉ DES MUSÉES DE MONTRÉAL,100% VILLE,SERVICE DE LA CULTURE,DIRECTION DU DÉVELOPPEMENT CULTUREL,1247233004,ACCORDER UN SOUTIEN FINANCIER DE 110 000 $ À LA SOCIÉTÉ DES MUSÉES DE MONTRÉAL POUR POURSUIVRE SON DÉVELOPPEMENT EN 2024 EN PROPULSANT SA PLATEFORME WEB ET LA RELATION AVEC SES MEMBRES DANS LE CADRE DE L'ENTENTE DE DÉVELOPPEMENT CULTUREL DE MONTRÉAL / APPROUVER UN PROJET DE CONVENTION À CET EFFET  ,CE24 0803,2024-05-30,110000,,,
ASSOCIATION DES ARCHÉOLOGUES PROFESSIONNELS DU QUÉBEC,100% VILLE,SERVICE DE L'URBANISME ET DE LA MOBILITÉ,DIRECTION DE LA PLANIFICATION ET DE LA MISE EN VALEUR DU TERRITOIRE,1248027001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT DE 2 000$ À L'ASSOCIATION DES ARCHÉOLOGUES DU QUÉBEC (AAQ) POUR LA TENUE DU 41E COLLOQUE DE L'AAQ - PRINTEMPS ARCHÉOLOGIQUE À LAVAL DU 25 AU 28 AVRIL 2024, DANS LE CADRE DU BUDGET DE FONCTIONNEMENT / APPROUVER UN PROJET DE CONVENTION À CET EFFET",CE24 0660,2024-05-03,2000,,,
CARREFOUR JEUNESSE EMPLOI MONTRÉAL CENTRE-VILLE,100% VILLE,SERVICE DE LA CULTURE,DIRECTION DU DÉVELOPPEMENT CULTUREL,1248080002,"ACCORDER UN SOUTIEN FINANCIER MAXIMAL ET NON RÉCURRENT DE 7 500 $ AU CARREFOUR JEUNESSE EMPLOI MONTRÉAL CENTRE-VILLE POUR LA RÉALISATION DE SON PROJET NOUBLOOD, PARCOURS EN ENTREPRENARIAT CULTUREL, ÉDITION 2024 / APPROUVER LE PROJET DE CONVENTION À CET EFFET.",CE24 0717,2024-05-09,7500,,,
LE DÉPÔT CENTRE COMMUNAUTAIRE D’ALIMENTATION,100% VILLE,DIRECTION GÉNÉRALE,DIRECTION GÉNÉRALE ADJOINTE - QUALITÉ DE VIE,1249260001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 151 000 $ À DIFFÉRENTS ORGANISMES, DANS LE CADRE DE L'APPEL À PROJETS DU PROGRAMME DE CONTRIBUTIONS FINANCIÈRES POUR LA TRANSITION ÉCOLOGIQUE 2023-2025, VOLET JARDINS PÉDAGOGIQUES / APPROUVER LES PROJETS DE CONVENTION À CET EFFET",CE24 0804,2024-05-30,37400,,,
RÉSEAU ALIMENTAIRE DE L'EST DE MONTRÉAL (RAEM),100% VILLE,DIRECTION GÉNÉRALE,DIRECTION GÉNÉRALE ADJOINTE - QUALITÉ DE VIE,1249260001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 151 000 $ À DIFFÉRENTS ORGANISMES, DANS LE CADRE DE L'APPEL À PROJETS DU PROGRAMME DE CONTRIBUTIONS FINANCIÈRES POUR LA TRANSITION ÉCOLOGIQUE 2023-2025, VOLET JARDINS PÉDAGOGIQUES / APPROUVER LES PROJETS DE CONVENTION À CET EFFET",CE24 0804,2024-05-30,49700,,,
ÉCOLE PRIMAIRE L'ORÉE-DU-PARC,100% VILLE,DIRECTION GÉNÉRALE,DIRECTION GÉNÉRALE ADJOINTE - QUALITÉ DE VIE,1249260001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 151 000 $ À DIFFÉRENTS ORGANISMES, DANS LE CADRE DE L'APPEL À PROJETS DU PROGRAMME DE CONTRIBUTIONS FINANCIÈRES POUR LA TRANSITION ÉCOLOGIQUE 2023-2025, VOLET JARDINS PÉDAGOGIQUES / APPROUVER LES PROJETS DE CONVENTION À CET EFFET",CE24 0804,2024-05-30,10500,,,
OUTREMONT EN FAMILLE,100% VILLE,DIRECTION GÉNÉRALE,DIRECTION GÉNÉRALE ADJOINTE - QUALITÉ DE VIE,1249260001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 151 000 $ À DIFFÉRENTS ORGANISMES, DANS LE CADRE DE L'APPEL À PROJETS DU PROGRAMME DE CONTRIBUTIONS FINANCIÈRES POUR LA TRANSITION ÉCOLOGIQUE 2023-2025, VOLET JARDINS PÉDAGOGIQUES / APPROUVER LES PROJETS DE CONVENTION À CET EFFET",CE24 0804,2024-05-30,15000,,,
GROUPE PRO-VERT,100% VILLE,DIRECTION GÉNÉRALE,DIRECTION GÉNÉRALE ADJOINTE - QUALITÉ DE VIE,1249260001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 151 000 $ À DIFFÉRENTS ORGANISMES, DANS LE CADRE DE L'APPEL À PROJETS DU PROGRAMME DE CONTRIBUTIONS FINANCIÈRES POUR LA TRANSITION ÉCOLOGIQUE 2023-2025, VOLET JARDINS PÉDAGOGIQUES / APPROUVER LES PROJETS DE CONVENTION À CET EFFET",CE24 0804,2024-05-30,21700,,,
VERTCITÉ,100% VILLE,DIRECTION GÉNÉRALE,DIRECTION GÉNÉRALE ADJOINTE - QUALITÉ DE VIE,1249260001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 151 000 $ À DIFFÉRENTS ORGANISMES, DANS LE CADRE DE L'APPEL À PROJETS DU PROGRAMME DE CONTRIBUTIONS FINANCIÈRES POUR LA TRANSITION ÉCOLOGIQUE 2023-2025, VOLET JARDINS PÉDAGOGIQUES / APPROUVER LES PROJETS DE CONVENTION À CET EFFET",CE24 0804,2024-05-30,16700,,,
NUMANA,100% AGGLO,SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE,DIRECTION MISE EN VALEUR DES PÔLES ÉCONOMIQUES,1249575002,ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT DE 15 000 $ À NUMANA POUR LE PROJET D'ÉTUDE POUR UNE PROPOSITION DE STRATÉGIE QUÉBÉCOISE DES QUARTIERS EMPATHIQUES / APPROUVER UNE CONVENTION À CET EFFET,CE24 0659,2024-05-03,15000,,,
QUARTIER DES SPECTACLES INTERNATIONAL,100% VILLE,DIRECTION GÉNÉRALE,BUREAU DES RELATIONS GOUVERNEMENTALES ET MUNICIPALES,1249939003," ACCORDER UN SOUTIEN FINANCIER DE 15 000 $ AU QUARTIER DES SPECTACLES INTERNATIONAL POUR LA TENUE DE L'EXPOSITION ""COEUR NOMADE"" À PARIS, DANS LE CADRE DE L'ENTENTE ENTRE LE MINISTÈRE DE LA LANGUE FRANÇAISE ET LA VILLE DE MONTRÉAL / APPROUVER UN PROJET DE CONVENTION À CET EFFET  ",CE24 0722,2024-05-09,15000,,,
FÉDÉRATION DES COMMUNAUTÉS FRANCOPHONES ET ACADIENNES,100% VILLE,DIRECTION GÉNÉRALE,BUREAU DES RELATIONS GOUVERNEMENTALES ET MUNICIPALES,1249939004,"ACCORDER UN SOUTIEN FINANCIER DE 10 000 $ À LA FÉDÉRATION DES COMMUNAUTÉS FRANCOPHONES ET ACADIENNES ""MOBILISATION FRANCO"" DANS LE CADRE DE L'ENTENTE ENTRE LE MINISTÈRE DE LA LANGUE FRANÇAISE ET LA VILLE DE MONTRÉAL / APPROUVER UN PROJET DE CONVENTION À CET EFFET  ",CE24 0728,2024-05-09,10000,,,
TRANSIT 24,100% AGGLO,SERVICE DE L'HABITATION,DIRECTION DÉVELOPPEMENT RÉSIDENTIEL,1243956002,"AUTORISER UNE AIDE FINANCIÈRE D’UN MONTANT MAXIMAL DE 5 339 202 $ À L’ORGANISME À BUT NON LUCRATIF TRANSIT 24 (L’ORGANISME) POUR LA RÉALISATION D’UN PROJET D’HABITATION DESTINÉ À DES FEMMES ET ENFANTS EN DIFFICULTÉ, SUR LE TERRITOIRE DE LA VILLE DE MONTRÉAL, DANS LE CADRE DE LA TROISIÈME PHASE DE L'INITIATIVE POUR LA CRÉATION RAPIDE DE LOGEMENTS (ICRL) VOLET DES VILLES; APPROUVER LA CONVENTION DE CONTRIBUTION FINANCIÈRE ENTRE LA VILLE ET L'ORGANISME; DÉLÉGUER À LA DIRECTRICE DU SERVICE DE L’HABITATION LA SIGNATURE DE L'ACTE HYPOTHÉCAIRE POUR ET AU NOM DE LA VILLE DE MONTRÉAL CONFORMÉMENT AUX PARAMÈTRES ÉNONCÉS DANS LA CONVENTION DE CONTRIBUTION FINANCIÈRE.  .",CE24 0974,2024-06-14,5339202,,,
MINISTÈRE DES RELATIONS INTERNATIONALES ET DE LA FRANCOPHONIE,100% VILLE,DIRECTION GÉNÉRALE,BUREAU DES RELATIONS INTERNATIONALES,1244834001,"ACCORDER UN SOUTIEN FINANCIER DE 20 000 $ POUR LA MISSION ÉCONOMIQUE ET COMMERCIALE PRÉVUE DU 11 AU 13 JUIN 2024, ORGANISÉE PAR LE MINISTÈRE DES RELATIONS INTERNATIONALES ET DE LA FRANCOPHONIE / APPROUVER LE PROJET DE CONVENTION À CET EFFET",CE24 0888,2024-06-07,20000,,,
ORCHESTRE MÉTROPOLITAIN (OM),100% VILLE,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION GESTION DE GRANDS PARCS ET MILIEUX NATURELS,1245038003,ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT DE 20 000 $ À L'ORCHESTRE MÉTROPOLITAIN (OM) POUR LA PRÉSENTATION D'UN CONCERT AU PARC DU MONT-ROYAL PRÉVU LE MARDI 6 AOÛT 2024. / APPROUVER UN PROTOCOLE D'ENTENTE À CET EFFET.,CE24 1068,2024-07-04,20000,,,
ÉCOLE DE TECHNOLOGIE SUPÉRIEURE,100% VILLE,SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS ET DE L'EXPÉRIENCE CITOYENNE,DIRECTION STRATÉGIE DES OPÉRATIONS D'ENTRETIEN DE LA VOIE PUBLIQUE,1245382005,"RATIFIER LA CONVENTION INITIALE ENTRE L'ÉCOLE DE TECHNOLOGIE SUPÉRIEURE ET LA VILLE DE MONTRÉAL DANS LE CADRE DU PROJET DE RECHERCHE INTITULÉ ""ÉVALUATION SPATIOTEMPORELLE TOPOGRAPHIQUE DE LA DÉTÉRIORATION DES PAROIS ROCHEUSES AU SEIN DE LA CARRIÈRE ST-MICHEL ET IMPACT DU MODE DE DÉVERSEMENT DE LA NEIGE"", POUR UNE PÉRIODE DE TROIS (3) ANS / ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT DE 75 000 $ / APPROUVER LE PROJET D'ADDENDA À LA CONVENTION ",CE24 1046,2024-06-26,75000,,,
MOMENTA BIENNALE DE L'IMAGE,100% VILLE,SERVICE DE LA CULTURE,DIRECTION CINÉMA-FESTIVALS-ÉVÉNEMENTS,1246370003,ACCORDER UN SOUTIEN FINANCIER DE 80 000 $ ET UN SOUTIEN TECHNIQUE ESTIMÉ À 5 000 $ À MOMENTA BIENNALE DE L'IMAGE POUR 2024-2025 AFIN DE PLANIFIER ET DE RÉALISER L'ÉVÉNEMENT DU MÊME NOM DU 10 SEPTEMBRE AU 25 OCTOBRE 2025 DANS LE CADRE DU FONDS DE SOUTIEN AUX FESTIVALS ET AUX ÉVÉNEMENTS MAJEURS / APPROUVER UN PROJET DE CONVENTION À CET EFFET,CE24 1069,2024-07-04,80000,,,
EXPÉRIENCE CENTRE-VILLE,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1246549002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME MAXIMALE DE 149 550 $ RÉPARTIE ENTRE 15 ORGANISMES POUR L'ORGANISATION DE 14 ÉVÉNEMENTS PRÉSENTÉS EN 2024 ET 1 SOUTIEN À LA CANDIDATURE POUR LA TENUE D'UN ÉVÉNEMENT PRÉSENTÉ EN 2031 DANS LE CADRE DU DEUXIÈME DÉPÔT DU PROGRAMME DE SOUTIEN AUX ÉVÉNEMENTS SPORTIFS INTERNATIONAUX, NATIONAUX ET MÉTROPOLITAINS 2024 DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS ",CE24 0954,2024-06-14,14000,,,
TRIATHLON INTERNATIONAL DE MONTRÉAL,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1246549002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME MAXIMALE DE 149 550 $ RÉPARTIE ENTRE 15 ORGANISMES POUR L'ORGANISATION DE 14 ÉVÉNEMENTS PRÉSENTÉS EN 2024 ET 1 SOUTIEN À LA CANDIDATURE POUR LA TENUE D'UN ÉVÉNEMENT PRÉSENTÉ EN 2031 DANS LE CADRE DU DEUXIÈME DÉPÔT DU PROGRAMME DE SOUTIEN AUX ÉVÉNEMENTS SPORTIFS INTERNATIONAUX, NATIONAUX ET MÉTROPOLITAINS 2024 DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS ",CE24 0954,2024-06-14,20000,,,
PARASPORTS QUÉBEC,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1246549002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME MAXIMALE DE 149 550 $ RÉPARTIE ENTRE 15 ORGANISMES POUR L'ORGANISATION DE 14 ÉVÉNEMENTS PRÉSENTÉS EN 2024 ET 1 SOUTIEN À LA CANDIDATURE POUR LA TENUE D'UN ÉVÉNEMENT PRÉSENTÉ EN 2031 DANS LE CADRE DU DEUXIÈME DÉPÔT DU PROGRAMME DE SOUTIEN AUX ÉVÉNEMENTS SPORTIFS INTERNATIONAUX, NATIONAUX ET MÉTROPOLITAINS 2024 DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS ",CE24 0954,2024-06-14,4000,,,
LE CLUB MONTRÉAL SYNCHRO INC.,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1246549002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME MAXIMALE DE 149 550 $ RÉPARTIE ENTRE 15 ORGANISMES POUR L'ORGANISATION DE 14 ÉVÉNEMENTS PRÉSENTÉS EN 2024 ET 1 SOUTIEN À LA CANDIDATURE POUR LA TENUE D'UN ÉVÉNEMENT PRÉSENTÉ EN 2031 DANS LE CADRE DU DEUXIÈME DÉPÔT DU PROGRAMME DE SOUTIEN AUX ÉVÉNEMENTS SPORTIFS INTERNATIONAUX, NATIONAUX ET MÉTROPOLITAINS 2024 DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS ",CE24 0954,2024-06-14,10000,,,
ASSOCIATION QUÉBÉCOISE DE CANOË-KAYAK DE VITESSE,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1246549002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME MAXIMALE DE 149 550 $ RÉPARTIE ENTRE 15 ORGANISMES POUR L'ORGANISATION DE 14 ÉVÉNEMENTS PRÉSENTÉS EN 2024 ET 1 SOUTIEN À LA CANDIDATURE POUR LA TENUE D'UN ÉVÉNEMENT PRÉSENTÉ EN 2031 DANS LE CADRE DU DEUXIÈME DÉPÔT DU PROGRAMME DE SOUTIEN AUX ÉVÉNEMENTS SPORTIFS INTERNATIONAUX, NATIONAUX ET MÉTROPOLITAINS 2024 DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS ",CE24 0954,2024-06-14,8000,,,
CLUB D'AVIRON DE MONTRÉAL,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1246549002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME MAXIMALE DE 149 550 $ RÉPARTIE ENTRE 15 ORGANISMES POUR L'ORGANISATION DE 14 ÉVÉNEMENTS PRÉSENTÉS EN 2024 ET 1 SOUTIEN À LA CANDIDATURE POUR LA TENUE D'UN ÉVÉNEMENT PRÉSENTÉ EN 2031 DANS LE CADRE DU DEUXIÈME DÉPÔT DU PROGRAMME DE SOUTIEN AUX ÉVÉNEMENTS SPORTIFS INTERNATIONAUX, NATIONAUX ET MÉTROPOLITAINS 2024 DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS ",CE24 0954,2024-06-14,4500,,,
RYTHMIK QUÉBEC,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1246549002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME MAXIMALE DE 149 550 $ RÉPARTIE ENTRE 15 ORGANISMES POUR L'ORGANISATION DE 14 ÉVÉNEMENTS PRÉSENTÉS EN 2024 ET 1 SOUTIEN À LA CANDIDATURE POUR LA TENUE D'UN ÉVÉNEMENT PRÉSENTÉ EN 2031 DANS LE CADRE DU DEUXIÈME DÉPÔT DU PROGRAMME DE SOUTIEN AUX ÉVÉNEMENTS SPORTIFS INTERNATIONAUX, NATIONAUX ET MÉTROPOLITAINS 2024 DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS ",CE24 0954,2024-06-14,5000,,,
CLUB DE VOLLEYBALL CELTIQUE,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1246549002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME MAXIMALE DE 149 550 $ RÉPARTIE ENTRE 15 ORGANISMES POUR L'ORGANISATION DE 14 ÉVÉNEMENTS PRÉSENTÉS EN 2024 ET 1 SOUTIEN À LA CANDIDATURE POUR LA TENUE D'UN ÉVÉNEMENT PRÉSENTÉ EN 2031 DANS LE CADRE DU DEUXIÈME DÉPÔT DU PROGRAMME DE SOUTIEN AUX ÉVÉNEMENTS SPORTIFS INTERNATIONAUX, NATIONAUX ET MÉTROPOLITAINS 2024 DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS ",CE24 0954,2024-06-14,4300,,,
S-QUAD SPORTS INTERNATIONAL,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1246549002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME MAXIMALE DE 149 550 $ RÉPARTIE ENTRE 15 ORGANISMES POUR L'ORGANISATION DE 14 ÉVÉNEMENTS PRÉSENTÉS EN 2024 ET 1 SOUTIEN À LA CANDIDATURE POUR LA TENUE D'UN ÉVÉNEMENT PRÉSENTÉ EN 2031 DANS LE CADRE DU DEUXIÈME DÉPÔT DU PROGRAMME DE SOUTIEN AUX ÉVÉNEMENTS SPORTIFS INTERNATIONAUX, NATIONAUX ET MÉTROPOLITAINS 2024 DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS ",CE24 0954,2024-06-14,15000,,,
CLUB D'ATHLÉTISME SAINT-LAURENT SÉLECT INC,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1246549002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME MAXIMALE DE 149 550 $ RÉPARTIE ENTRE 15 ORGANISMES POUR L'ORGANISATION DE 14 ÉVÉNEMENTS PRÉSENTÉS EN 2024 ET 1 SOUTIEN À LA CANDIDATURE POUR LA TENUE D'UN ÉVÉNEMENT PRÉSENTÉ EN 2031 DANS LE CADRE DU DEUXIÈME DÉPÔT DU PROGRAMME DE SOUTIEN AUX ÉVÉNEMENTS SPORTIFS INTERNATIONAUX, NATIONAUX ET MÉTROPOLITAINS 2024 DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS ",CE24 0954,2024-06-14,4750,,,
TRIATHLON ELITE DEVELOPPEMENT,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1246549002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME MAXIMALE DE 149 550 $ RÉPARTIE ENTRE 15 ORGANISMES POUR L'ORGANISATION DE 14 ÉVÉNEMENTS PRÉSENTÉS EN 2024 ET 1 SOUTIEN À LA CANDIDATURE POUR LA TENUE D'UN ÉVÉNEMENT PRÉSENTÉ EN 2031 DANS LE CADRE DU DEUXIÈME DÉPÔT DU PROGRAMME DE SOUTIEN AUX ÉVÉNEMENTS SPORTIFS INTERNATIONAUX, NATIONAUX ET MÉTROPOLITAINS 2024 DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS ",CE24 0954,2024-06-14,10000,,,
ASSOCIATION DE BASKETBALL BORN AGAIN,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1246549002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME MAXIMALE DE 149 550 $ RÉPARTIE ENTRE 15 ORGANISMES POUR L'ORGANISATION DE 14 ÉVÉNEMENTS PRÉSENTÉS EN 2024 ET 1 SOUTIEN À LA CANDIDATURE POUR LA TENUE D'UN ÉVÉNEMENT PRÉSENTÉ EN 2031 DANS LE CADRE DU DEUXIÈME DÉPÔT DU PROGRAMME DE SOUTIEN AUX ÉVÉNEMENTS SPORTIFS INTERNATIONAUX, NATIONAUX ET MÉTROPOLITAINS 2024 DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS ",CE24 0954,2024-06-14,9000,,,
