ï»¿OBJECTID,NUMERO_SCENARIO,LABEL,DIAMETER,START_NODE,STOP_NODE,LENGTH__SCALED_,MATERIAL,ANNEEINSTALLATION,CLASSIFICATIONFONCTIONNELLE,TYPEEGOUT,SECTION_TYPE,RISE,SPAN,PROPRIETAIRE 
4262781,1,ES-01779,250,133-101,133-103,31.8,Chlorure de polyvinyle,1991,Locale,Sanitaire,Circle,0,0,Ville
4262782,1,EP-31388,375,B-1110,201-424,19.1,Beton arme,1988,Locale,Pluviale total,Circle,0,0,Ville
4262783,1,EP-34496,525,301-1296,E-851,17.5,Beton arme,2016,Branchement de bassin/fosse,Pluviale total,Circle,0,0,Ville
4262784,1,ES-05472,200,301-103,301-106,32.1,Chlorure de polyvinyle,1991,Locale,Sanitaire,Circle,0,0,Ville
4262785,1,ES-23016,250,B-458,201-173,52.8,Chlorure de polyvinyle,1988,Locale,Sanitaire,Circle,0,0,Ville
4262786,1,ES-08055,250,405-425,405-401,31.8,Chlorure de polyvinyle,1990,Locale,Sanitaire,Circle,0,0,Ville
4262788,1,ES-31386,200,N-2182,131-030,3.3,Chlorure de polyvinyle,2005,Locale,Sanitaire,Circle,0,0,Ville
4262789,1,EP-03022,300,120-448,120-449,31.7,Beton,1920,Locale,Pluviale total,Circle,0,0,Ville
4262790,1,ES-31385,450,131-028,131-024,100.8,Beton arme,2005,Locale,Sanitaire,Circle,0,0,Ville
4262791,1,ES-31384,375,131-029,131-028,107.9,Beton arme,2005,Locale,Sanitaire,Circle,0,0,Ville
4262792,1,EP-20240,250,125-908,125-903,31.7,Chlorure de polyvinyle,1995,Locale,Pluviale-domestique,Circle,0,0,Ville
4262793,1,ES-31382,300,131-031,131-030,117.6,Chlorure de polyvinyle,2005,Locale,Sanitaire,Circle,0,0,Ville
4262794,1,ES-31381,300,B-1107,131-031,10.5,Chlorure de polyvinyle,2005,Locale,Sanitaire,Circle,0,0,Ville
4262795,1,ES-09360,600,401-102,401-101,31.8,Beton arme,1970,Locale,Combinee,Circle,0,0,Ville
4262796,1,EP-36461,375,404-523B,404-523A,1.5,PEHD,2019,Collecteur,Pluviale total,Circle,0,0,Ville
4262797,1,ES-08393,300,604-048,604-049,31.8,Ciment-amiante,1981,Locale,Pseudo-separe,Circle,0,0,Ville
4262798,1,ES-07641,450,401-352,401-351,32.5,Beton arme,1990,Locale,Combinee,Circle,0,0,Ville
4262799,1,ES-31380,450,131-023,131-006,76.4,Beton arme,2005,Locale,Sanitaire,Circle,0,0,Ville
4262800,1,ES-31379,450,131-024,131-023,124.1,Beton arme,2005,Locale,Sanitaire,Circle,0,0,Ville
4262801,1,ES-06883,150,204-799,204-798,31.7,Chlorure de polyvinyle,1986,Branchement de service,Sanitaire,Circle,0,0,Ville
4262802,1,ES-31377,450,131-026,131-025,71.9,Beton arme,2005,Locale,Sanitaire,Circle,0,0,Ville
4262803,1,ES-24461,600,402-153,402-151,31.5,Beton arme,1990,Collecteur,Sanitaire,Circle,0,0,Ville
4262805,1,EP-36456,150,N-2010,202-802,88.1,PEHD,2020,Drain perfore,Drain,Circle,0,0,Ville
4262806,1,EP-25976,900,405-213,405-214,67.6,Beton arme,1970,Collecteur,Pluviale total,Circle,0,0,Ville
4262807,1,EP-36455,150,202-800,202-801,39.6,PEHD,2020,Drain perfore,Drain,Circle,0,0,Ville
4262808,1,ES-01060,250,124-402,124-400,31.6,Chlorure de polyvinyle,1984,Locale,Sanitaire,Circle,0,0,Ville
4262809,1,EP-36454,150,N-2011,202-800,45.5,PEHD,2020,Drain perfore,Drain,Circle,0,0,Ville
4262810,1,EP-04150,300,124-156,124-158,56.3,Chlorure de polyvinyle,1998,Locale,Pluviale total,Circle,0,0,Ville
4262811,1,EP-36453,150,202-817,202-816,25.1,PEHD,2020,Drain perfore,Drain,Circle,0,0,Ville
4262812,1,EP-02155,600,118-174,118-177,38,Beton arme,1972,Collecteur,Pluviale total,Circle,0,0,Ville
4262813,1,ES-33089,200,126-186,126-184,44.7,Chlorure de polyvinyle,2012,Locale,Sanitaire,Circle,0,0,Ville
4262814,1,EP-31373,150,109-170,E-689,32,Chlorure de polyvinyle,,Branchement de puisard,Pluviale de rue,Circle,0,0,Ville
4262815,1,EP-07741,375,110-108,N-2050,32.9,Beton arme,1970,Locale,Pluviale total,Circle,0,0,Ville
4262816,1,EP-31370,150,109-171,109-170,27.1,Chlorure de polyvinyle,,Branchement de puisard,Pluviale de rue,Circle,0,0,Ville
4262817,1,EP-31372,125,16082,109-171,13.6,Chlorure de polyvinyle,,Branchement de puisard,Pluviale de rue,Circle,0,0,Ville
4262818,1,ES-02620,750,124-1015,119-116,31.6,Beton arme,1972,Collecteur,Combinee,Circle,0,0,Ville
4262819,1,EP-31369,200,109-169,109-170,27.9,Chlorure de polyvinyle,2020,Branchement de puisard,Pluviale de rue,Circle,0,0,Ville
4262820,1,EP-31368,150,17889,109-169,13.8,Chlorure de polyvinyle,2020,Branchement de puisard,Pluviale de rue,Circle,0,0,Ville
4262821,1,ES-26308,1800,404-141A,404-141,44.2,Beton arme,1980,Collecteur,Combinee,Circle,0,0,Ville
4262822,1,ES-03678,225,B-605,120-386,33.6,Beton,1920,Locale,Combinee,Circle,0,0,Ville
4262826,1,ES-03259,250,124-1049,124-1048,31.1,Chlorure de polyvinyle,1995,Locale,Sanitaire,Circle,0,0,Ville
4262827,1,EP-24119,1050,405-099,405-098,31.4,Beton arme,1987,Collecteur,Pluviale total,Circle,0,0,Ville
4262828,1,EP-31365,150,15879,109-208,3.7,Chlorure de polyvinyle,2020,Branchement de puisard,Pluviale de rue,Circle,0,0,Ville
4262829,1,EP-31364,125,15882,109-165,14.1,Chlorure de polyvinyle,,Branchement de puisard,Pluviale de rue,Circle,0,0,Ville
4262830,1,ES-02649,200,119-137B,119-137A,31.5,Ciment-amiante,1970,Locale,Sanitaire,Circle,0,0,Ville
4262831,1,ES-03397,1200,109-090,109-094,61,Beton arme,1984,Collecteur,Combinee,Circle,0,0,Ville
4262832,1,EP-36447,150,N-2007,202-815,9.7,PEHD,2020,Drain perfore,Drain,Circle,0,0,Ville
4262833,1,EP-26448,200,202-580,E-572,31.5,Chlorure de polyvinyle,1987,Locale,Pluviale de rue,Circle,0,0,Ville
4262835,1,ES-31362,150,N-2104,109-167,2.3,Gres,1955,Branchement de service,Combinee,Circle,0,0,Ville
4262836,1,EP-36445,150,N-2005,202-792,52.3,PEHD,2020,Drain perfore,Drain,Circle,0,0,Ville
4262837,1,ES-24466,750,402-131,402-130,31.5,Beton arme,1990,Intercepteur,Sanitaire,Circle,0,0,Ville
4262838,1,EP-31360,125,17890,109-162,5,Chlorure de polyvinyle,,Branchement de puisard,Pluviale de rue,Circle,0,0,Ville
4262839,1,EP-24178,375,406-110,406-109,31.5,Beton arme,1989,Locale,Pluviale total,Circle,0,0,Ville
4262840,1,EP-21258,450,133-150,133-151,30,Beton arme,1989,Locale,Pluviale total,Circle,0,0,Ville
4262841,1,ES-31460,200,B-1121,117-093,16.2,Chlorure de polyvinyle,2008,Locale,Sanitaire,Circle,0,0,Ville
4262842,1,EP-36441,150,N-2001,202-813,27.4,PEHD,2020,Drain perfore,Drain,Circle,0,0,Ville
4262843,1,EP-21209,375,133-212,133-224,31.5,Beton arme,1987,Locale,Pluviale total,Circle,0,0,Ville
4262844,1,ES-09340,1050,401-466,PosPom-025,27,Beton arme,1991,Collecteur,Combinee,Circle,0,0,Ville
4262845,1,EP-36439,150,N-1999,202-812,40,PEHD,2020,Drain perfore,Drain,Circle,0,0,Ville
4262846,1,ES-01134,450,119-038A,119-038,26.5,Ciment-amiante,1950,Locale,Combinee,Circle,0,0,Ville
4262847,1,EP-36438,150,N-1998,202-811,9.7,PEHD,2020,Drain perfore,Drain,Circle,0,0,Ville
4262848,1,EP-02540,300,125-675,125-677,31.4,Beton arme,1983,Locale,Pluviale total,Circle,0,0,Ville
4262849,1,EP-26397,250,133-327,133-105,31.9,PEHD,1984,Locale,Drain,Circle,0,0,Ville
4262850,1,EP-26396,250,133-327,133-105,31.4,PEHD,1984,Locale,Drain,Circle,0,0,Ville
4262851,1,EP-36436,150,N-1996,202-810,6.3,PEHD,2020,Drain perfore,Drain,Circle,0,0,Ville
4262852,1,ES-09859,250,201-303,201-302,29.4,Chlorure de polyvinyle,2000,Locale,Sanitaire,Circle,0,0,Ville
4262853,1,EP-36434,150,202-809,202-810,31.1,PEHD,2020,Drain perfore,Drain,Circle,0,0,Ville
4262854,1,EP-36433,150,N-1995,202-809,38.6,PEHD,2020,Drain perfore,Drain,Circle,0,0,Ville
4262855,1,ES-05003,300,202-264,202-265,31.3,Beton arme,1987,Locale,Pseudo-separe,Circle,0,0,Ville
4262857,1,EP-31344,450,119-949,119-700,5.3,Beton arme,2002,Collecteur,Pluviale total,Circle,0,0,Ville
4262858,1,EP-32360,600,119-949,119-529,13.1,Beton arme,1992,Collecteur,Pluviale total,Circle,0,0,Ville
4262859,1,EP-01362,600,119-531,119-949,175.3,Beton arme,1992,Collecteur,Pluviale total,Circle,0,0,Ville
4262860,1,ES-00845,300,124-657,124-660,31.4,Beton arme,1960,Locale,Combinee,Circle,0,0,Ville
4262861,1,EP-31341,200,119-948,119-700,8.2,Chlorure de polyvinyle,1995,Locale,Pluviale de rue,Circle,0,0,Ville
4262862,1,EP-31340,150,13421,119-948,11.2,Chlorure de polyvinyle,1995,Branchement de puisard,Pluviale de rue,Circle,0,0,Ville
4262863,1,ES-04175,250,125-817,125-818,31.4,Ciment-amiante,1970,Locale,Sanitaire,Circle,0,0,Ville
4262864,1,ES-04070,250,119-351,119-353,31.4,Ciment-amiante,1960,Locale,Sanitaire,Circle,0,0,Ville
4262865,1,EP-31337,250,119-946,119-945,7.4,Chlorure de polyvinyle,1995,Locale,Pluviale de rue,Circle,0,0,Ville
4262866,1,EP-31338,200,119-947,119-946,16.6,Chlorure de polyvinyle,1995,Locale,Pluviale de rue,Circle,0,0,Ville
4262867,1,EP-31339,125,13340,119-947,9.6,Chlorure de polyvinyle,1995,Branchement de puisard,Pluviale de rue,Circle,0,0,Ville
4262868,1,EP-31336,200,119-944,119-945,18.8,Chlorure de polyvinyle,1995,Locale,Pluviale de rue,Circle,0,0,Ville
4262869,1,ES-24796,200,405-648,405-650,32,Chlorure de polyvinyle,2005,Locale,Sanitaire,Circle,0,0,Ville
4262870,1,ES-33527,200,FosSep-001A,FosSep-001B,4.1,Chlorure de polyvinyle,1996,Collecteur,Combinee,Circle,0,0,Ville
4262871,1,ES-26642,250,N-1258,201-171,15,Chlorure de polyvinyle,1988,Locale,Pseudo-separe,Circle,0,0,Ville
4262872,1,EP-36379,275,N-1967,203-764,1.5,None,2018,Branchement de bassin/fosse,Pluviale total,Circle,0,0,Ville
4262873,1,EP-36422,150,N-1987,202-799,12.9,PEHD,2020,Drain perfore,Drain,Circle,0,0,Ville
4262874,1,ES-08738,400,605-004,E-300,32.7,Ciment-amiante,1988,Emissaire,Trop-Plein,Circle,0,0,Ville
4262875,1,EP-36421,150,N-1986,202-799,9,PEHD,2020,Drain perfore,Drain,Circle,0,0,Ville
4262876,1,ES-04351,200,120-335,120-335A,32.6,Beton,1920,Locale,Combinee,Circle,0,0,Ville
4262877,1,EP-36420,150,N-1985,202-798,6.1,PEHD,2020,Drain perfore,Drain,Circle,0,0,Ville
4262878,1,ES-08446,250,B-316,601-041,44.9,Chlorure de polyvinyle,1989,Locale,Pseudo-separe,Circle,0,0,Ville
4262879,1,EP-36419,150,202-797,202-798,24.5,PEHD,2020,Drain perfore,Drain,Circle,0,0,Ville
4262880,1,ES-31355,300,109-172,109-208,86.8,Gres,1955,Locale,Combinee,Circle,0,0,Ville
4262881,1,ES-02819,300,124-476,124-475A,31.3,Beton arme,1960,Locale,Combinee,Circle,0,0,Ville
4262882,1,EP-04199,300,125-862,125-863,31.3,Beton arme,1970,Locale,Pluviale total,Circle,0,0,Ville
4262883,1,ES-02607,250,119-293,119-292,31.3,Ciment-amiante,1960,Locale,Sanitaire,Circle,0,0,Ville
4262884,1,EP-00740,300,124-190,124-189,31.2,Chlorure de polyvinyle,1992,Locale,Pluviale total,Circle,0,0,Ville
4262885,1,ES-31349,300,B-1152,109-162,30,Gres,1955,Locale,Combinee,Circle,0,0,Ville
4262886,1,ES-00808,300,124-223,124-238,31.1,Beton arme,1960,Locale,Sanitaire,Circle,0,0,Ville
4262888,1,ES-08210,250,403-093,403-094,31.2,Beton arme,1970,Locale,Sanitaire,Circle,0,0,Ville
4262889,1,ES-31351,300,109-164,109-166,30.8,Gres,1955,Locale,Combinee,Circle,0,0,Ville
4262890,1,ES-06736,250,204-602,204-601,31.2,Ciment-amiante,1966,Locale,Sanitaire,Circle,0,0,Ville
4262891,1,ES-36668,300,120-769,120-770,72.1,Chlorure de polyvinyle,2020,Locale,Sanitaire,Circle,0,0,Ville
4262892,1,EP-36411,150,N-1977,23215,26.6,PEHD,2020,Drain perfore,Drain,Circle,0,0,Ville
4262893,1,EP-22933,900,202-444,E-45,31.2,Beton arme,1986,Collecteur,Pluviale total,Circle,0,0,Ville
4262894,1,ES-31346,300,109-160,109-161,103.6,Gres,1955,Locale,Combinee,Circle,0,0,Ville
4262895,1,EP-36409,300,202-795,202-794,19.1,Chlorure de polyvinyle,2020,Branchement de puisard,Pluviale de rue,Circle,0,0,Ville
4262896,1,ES-00587,450,120-102A,120-102,18.9,Beton,1950,Locale,Combinee,Circle,0,0,Ville
4262897,1,ES-09509,300,401-437A,401-418,50.9,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4262898,1,ES-31334,300,401-437,401-437A,35.5,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4262899,1,EP-01894,450,125-056,125-054,31.1,Beton arme,1974,Locale,Pluviale total,Circle,0,0,Ville
4262900,1,ES-31333,900,401-416,401-417,4.9,Beton arme,1950,Collecteur,Combinee,Circle,0,0,Ville
4262901,1,ES-09513,900,401-418,401-416,80,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4262902,1,EP-02922,300,118-117,118-115,31.2,Ciment-amiante,1970,Locale,Pluviale total,Circle,0,0,Ville
4262903,1,ES-09851,750,404-319,404-318,37.5,Beton arme,1950,Emissaire,Trop-Plein,Circle,0,0,Ville
4262904,1,ES-31332,750,404-320,404-319,26.7,Beton arme,1950,Collecteur,Combinee,Circle,0,0,Ville
4262905,1,EP-23040,450,201-611,201-356,31.1,Beton arme,1975,Locale,Pluviale total,Circle,0,0,Ville
4262906,1,ES-31331,200,N-2103,123-160A,5.8,None,,Branchement de service,Combinee,Circle,0,0,Ville
4262907,1,ES-32657,300,119-722,119-135A,4.4,Chlorure de polyvinyle,1995,Collecteur,Trop-Plein,Circle,0,0,Ville
4262908,1,ES-09873,300,403-240,403-242,31.1,TTO,1970,Locale,Sanitaire,Circle,0,0,Ville
4262909,1,ES-25562,1800,N-302,404-039,33.3,Beton arme,1975,Collecteur,Combinee,Circle,0,0,Ville
4262910,1,ES-26510,1500,Regula-003,120-511,32.7,Beton arme,1960,Emissaire,Trop-Plein,Circle,0,0,Ville
4262911,1,ES-31144,200,132-141,PosPom-009,22.1,Chlorure de polyvinyle,2009,Locale,Sanitaire,Circle,0,0,Ville
4262912,1,ES-21040,450,ChaVan-012,ChaVan-014,29.9,Hyprescon,1987,Refoulement,Refoulement,Circle,0,0,Ville
4262913,1,EP-31328,600,N-1783,403-511,27.2,Beton arme,2007,Branchement de service,Pluviale total,Circle,0,0,Ville
4262914,1,EP-31327,900,403-511,403-294,56.7,Beton arme,1970,Collecteur,Pluviale total,Circle,0,0,Ville
4262915,1,EP-24284,900,403-272,403-511,79.2,Beton arme,1970,Collecteur,Pluviale total,Circle,0,0,Ville
4262916,1,ES-36311,150,N-1931,N-1930,14.3,Chlorure de polyvinyle,2020,Branchement de service,Sanitaire,Circle,0,0,Ville
4262917,1,ES-24041,75,B-243,202-693,31.4,Chlorure de polyvinyle,2004,Refoulement,Refoulement,Circle,0,0,Ville
4262918,1,EP-36384,200,N-1971,E-972,35.9,None,2020,Drain perfore,Drain,Circle,0,0,Ville
4262919,1,ES-01739,250,125-523,125-529,31,Chlorure de polyvinyle,1984,Locale,Sanitaire,Circle,0,0,Ville
4262920,1,ES-31547,200,137-058,137-059,12.4,Chlorure de polyvinyle,2010,Locale,Sanitaire,Circle,0,0,Ville
4262921,1,ES-31325,300,123-160A,123-159,71.4,Beton arme,1949,Locale,Combinee,Circle,0,0,Ville
4262922,1,ES-24482,600,401-370,401-368,31.7,Beton arme,1990,Collecteur,Sanitaire,Circle,0,0,Ville
4262923,1,EP-36382,200,N-1970,E-970,16.8,None,2020,Drain perfore,Drain,Circle,0,0,Ville
4262924,1,EP-21692,200,301-702,301-701,31.3,Beton arme,1975,Locale,Pluviale de rue,Circle,0,0,Ville
4262925,1,EP-36381,200,N-1969,E-969,32,None,2020,Drain perfore,Drain,Circle,0,0,Ville
4262926,1,ES-01828,300,110-010,110-341,31,Beton arme,1970,Locale,Sanitaire,Circle,0,0,Ville
4262927,1,EP-36188,300,123-279,123-278,3.3,Chlorure de polyvinyle,2013,Branchement de service,Pluviale total,Circle,0,0,Ville
4262929,1,EP-21495,300,301-540,301-535,82,Beton arme,2002,Locale,Pluviale total,Circle,0,0,Ville
4262932,1,ES-02102,250,133-311,133-312,31,Chlorure de polyvinyle,1997,Locale,Sanitaire,Circle,0,0,Ville
4262933,1,ES-37038,300,401-858,401-859,72.3,Chlorure de polyvinyle,2022,Locale,Sanitaire,Circle,0,0,Ville
4262934,1,EP-36380,475,N-1968,203-764,1.4,None,2018,Branchement de bassin/fosse,Pluviale total,Circle,0,0,Ville
4262935,1,EP-02113,1200,125-850,125-848,30.9,Beton arme,1970,Collecteur,Pluviale total,Circle,0,0,Ville
4262936,1,EP-30886,300,301-912,301-845,35.1,Chlorure de polyvinyle,2005,Locale,Pluviale total,Circle,0,0,Ville
4262937,1,EP-35524,300,N-1644,604-339,13.8,Beton arme,2017,Ponceau,Pluviale de rue,Circle,0,0,Ville
4262938,1,EP-02005,900,118-042,118-044,30.9,Beton arme,1970,Collecteur,Pluviale total,Circle,0,0,Ville
4262940,1,EP-22328,150,N-2145,N-13,30.9,Beton arme,2000,Branchement de service,Pluviale total,Circle,0,0,Ville
4262942,1,ES-06599,200,B-435,204-097,37,Chlorure de polyvinyle,1989,Locale,Sanitaire,Circle,0,0,Ville
4262943,1,ES-20627,1200,119-424,119-426,31.2,Beton arme,1970,Collecteur,Sanitaire,Circle,0,0,Ville
4262945,1,ES-06400,200,204-299,204-298,31.1,Beton arme,1966,Locale,Sanitaire,Circle,0,0,Ville
4262948,1,ES-06318,300,204-446,204-447,30.9,Beton arme,1997,Locale,Pseudo-separe,Circle,0,0,Ville
4262949,1,EP-31855,150,12704,N-950,3.6,Chlorure de polyvinyle,2011,Branchement de puisard,Pluviale de rue,Circle,0,0,Ville
4262950,1,ES-08314,300,403-024A,403-041,30.9,Beton arme,1970,Locale,Sanitaire,Circle,0,0,Ville
4262951,1,EP-31320,200,125-1215,N-885,8.3,Chlorure de polyvinyle,2003,Branchement de puisard,Pluviale de rue,Circle,0,0,Ville
4262952,1,ES-00745,250,124-195,124-194,30.9,Chlorure de polyvinyle,1992,Locale,Sanitaire,Circle,0,0,Ville
4262953,1,ES-09975,300,404-197,404-200,30.8,Beton arme,1980,Locale,Sanitaire,Circle,0,0,Ville
4262954,1,EP-36805,600,301-1378,301-1345,74.4,Beton arme,2023,Locale,Pluviale total,Circle,0,0,Ville
4262955,1,EP-22589,450,202-515,202-517,30.8,Beton arme,1991,Locale,Pluviale total,Circle,0,0,Ville
4262956,1,ES-02276,200,N-2235,120-177,18.3,Ciment-amiante,1930,Locale,Combinee,Circle,0,0,Ville
4262957,1,ES-33811,450,N-617,120-768,11.2,Gres,1920,Collecteur,Trop-Plein,Circle,0,0,Ville
4262958,1,EP-21152,300,126-090,126-066,51.1,Chlorure de polyvinyle,2005,Locale,Pluviale total,Circle,0,0,Ville
4262959,1,EP-24063,300,406-150,406-149,30.8,Beton arme,1985,Locale,Pluviale total,Circle,0,0,Ville
4262960,1,ES-01661,250,125-282,125-284,30.8,Chlorure de polyvinyle,1994,Locale,Sanitaire,Circle,0,0,Ville
4262962,1,ES-00009,250,125-255,125-256,30.8,Chlorure de polyvinyle,1991,Locale,Sanitaire,Circle,0,0,Ville
4262963,1,ES-21410,200,117-006,126-110,108.5,Chlorure de polyvinyle,2005,Locale,Sanitaire,Circle,0,0,Ville
4262964,1,ES-36378,250,203-763,203-762,40.3,Chlorure de polyvinyle,2020,Locale,Sanitaire,Circle,0,0,Ville
4262965,1,EP-21409,150,117-005,126-100,90.2,Chlorure de polyvinyle,2005,Locale,Pluviale-domestique,Circle,0,0,Ville
4262966,1,EP-02442,375,123-081,123-082,37.6,Beton arme,1950,Locale,Pluviale de rue,Circle,0,0,Ville
4262967,1,ES-31315,200,117-006,126-108,72.4,Chlorure de polyvinyle,2005,Locale,Sanitaire,Circle,0,0,Ville
4262968,1,ES-07594,375,401-359,401-358,30.9,Gres,1950,Locale,Combinee,Circle,0,0,Ville
4262969,1,EP-21414,150,117-007,126-096,52.5,Chlorure de polyvinyle,2005,Locale,Pluviale-domestique,Circle,0,0,Ville
4262970,1,ES-02445,450,123-092,123-094,22.2,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4262971,1,ES-20326,300,124-914,124-915,33.3,Chlorure de polyvinyle,1989,Locale,Sanitaire,Circle,0,0,Ville
4262972,1,ES-04031,250,119-374,119-378,30.8,Ciment-amiante,1960,Locale,Sanitaire,Circle,0,0,Ville
4262973,1,EP-00362,750,110-013,110-012,30.7,Beton arme,1950,Collecteur,Pluviale total,Circle,0,0,Ville
4262974,1,ES-01111,250,124-400,125-534,30.8,Beton arme,1984,Locale,Sanitaire,Circle,0,0,Ville
4262975,1,EP-36373,600,N-1962,Ponc-153,32.5,PEHD,2020,Ponceau,Pluviale de rue,Circle,0,0,Ville
4262976,1,EP-26110,300,403-091,403-092,32,Beton arme,1970,Locale,Pluviale total,Circle,0,0,Ville
4262977,1,EP-36372,750,N-1961,Ponc-152,6.3,PEHD,2020,Ponceau,Pluviale de rue,Circle,0,0,Ville
4262978,1,EP-33124,375,125-1178,125-1175,42.9,Beton arme,2012,Locale,Pluviale de rue,Circle,0,0,Ville
4262979,1,ES-04794,200,202-149,202-151,30.7,Chlorure de polyvinyle,1999,Locale,Pseudo-separe,Circle,0,0,Ville
4262980,1,EP-31303,300,117-033,117-035,57.5,Beton arme,2010,Locale,Pluviale total,Circle,0,0,Ville
4262981,1,ES-20119,150,120-666P,N-2254,31.4,Chlorure de polyvinyle,1995,Locale,Combinee,Circle,0,0,Ville
4262982,1,EP-31300,450,Ponc-042,301-832,13.1,Beton arme,1977,Branchement de bassin/fosse,Pluviale total,Circle,0,0,Ville
4262984,1,ES-10031,450,404-385,404-385A,30.6,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4262985,1,EP-31299,450,N-667,301-830,30.7,Beton arme,1977,Locale,Pluviale total,Circle,0,0,Ville
4262986,1,ES-09121,525,403-011,403-005,31.2,Beton arme,2005,Locale,Combinee,Circle,0,0,Ville
4262987,1,EP-34402,600,301-1188,301-1189,49.5,Beton arme,2017,Locale,Pluviale total,Circle,0,0,Ville
4262988,1,ES-03834,300,119-633,119-632,30.6,Beton arme,1960,Locale,Combinee,Circle,0,0,Ville
4262989,1,EP-36367,600,N-1956,Ponc-147,24.4,PEHD,2020,Ponceau,Pluviale de rue,Circle,0,0,Ville
4262990,1,EP-20703,450,124-1130,124-920,31.1,Beton,1970,Locale,Pluviale total,Circle,0,0,Ville
4262991,1,EP-31297,600,401-643,401-601,82,Beton arme,2003,Locale,Pluviale total,Circle,0,0,Ville
4262992,1,EP-36366,750,N-1955,Ponc-146,21.5,PEHD,2020,Ponceau,Pluviale de rue,Circle,0,0,Ville
4262993,1,ES-09132,375,403-138,403-140,30.6,Beton arme,1970,Locale,Combinee,Circle,0,0,Ville
4262994,1,EP-24706,525,501-404,501-403,30.7,Beton arme,1975,Locale,Pluviale total,Circle,0,0,Ville
4262995,1,EP-26446,300,202-572,E-575,41.8,Beton arme,1987,Locale,Pluviale total,Circle,0,0,Ville
4262996,1,EP-31296,600,401-639,401-643,81.3,Beton arme,2003,Locale,Pluviale total,Circle,0,0,Ville
4262997,1,EP-31295,600,401-640,401-639,131.5,Beton arme,2003,Locale,Pluviale total,Circle,0,0,Ville
4262998,1,EP-20159,375,125-156,125-158,30.5,Chlorure de polyvinyle,1988,Locale,Pluviale total,Circle,0,0,Ville
4262999,1,EP-31293,600,401-642,401-641,79.8,Beton arme,2003,Locale,Pluviale total,Circle,0,0,Ville
4263001,1,EP-31291,450,401-645,401-644,76,Beton arme,2003,Locale,Pluviale total,Circle,0,0,Ville
4263002,1,EP-31290,375,401-638,401-645,98.3,Beton arme,2003,Locale,Pluviale total,Circle,0,0,Ville
4263003,1,EP-26112,300,403-058,403-056,30.6,Beton arme,1970,Locale,Pluviale total,Circle,0,0,Ville
4263004,1,ES-32316,250,501-535,501-513,120.1,Chlorure de polyvinyle,2009,Locale,Sanitaire,Circle,0,0,Ville
4263005,1,ES-36916,200,301-1398,301-1078,16.6,Chlorure de polyvinyle,2023,Locale,Sanitaire,Circle,0,0,Ville
4263006,1,ES-00837,200,124-264,124-266,30.5,Ciment-amiante,1960,Locale,Sanitaire,Circle,0,0,Ville
4263008,1,EP-36194,300,N-1898,123-279,12.2,Chlorure de polyvinyle,2013,Branchement de service,Pluviale total,Circle,0,0,Ville
4263009,1,EP-22009,300,204-805,204-806,30.5,Beton arme,1991,Locale,Pluviale total,Circle,0,0,Ville
4263011,1,ES-05605,250,301-183,301-184,30.5,Chlorure de polyvinyle,1996,Locale,Sanitaire,Circle,0,0,Ville
4263013,1,ES-08582,300,B-298,606-007,30.4,Ciment-amiante,1985,Locale,Pseudo-separe,Circle,0,0,Ville
4263015,1,ES-01253,300,125-448,125-519,30.4,Ciment-amiante,1960,Collecteur,Sanitaire,Circle,0,0,Ville
4263016,1,EP-23272,300,204-1377,204-1376,30.5,Beton arme,1980,Locale,Pluviale total,Circle,0,0,Ville
4263017,1,ES-30838,50,SP-102,405-666,366.5,PEHD,2006,Refoulement,Refoulement,Circle,0,0,Ville
4263018,1,ES-02677,250,125-195,125-196,30.5,Chlorure de polyvinyle,1985,Locale,Sanitaire,Circle,0,0,Ville
4263019,1,EP-36355,150,118-389,118-390,33.5,PEHD,2020,Drain perfore,Pluviale de rue,Circle,0,0,Ville
4263021,1,EP-35257,800,401-765,E-891,132.2,TTO,2000,Locale,Pluviale de rue,Circle,0,0,Ville
4263022,1,ES-30634,200,203-410,203-406,106.1,Chlorure de polyvinyle,2008,Locale,Sanitaire,Circle,0,0,Ville
4263023,1,ES-08252,250,405-312,405-311,30.5,Beton arme,1970,Locale,Sanitaire,Circle,0,0,Ville
4263024,1,EP-36353,600,18924,Ponc-144,26.6,Beton arme,2020,Ponceau,Pluviale de rue,Circle,0,0,Ville
4263025,1,EP-22903,300,202-763,202-747,30.4,Beton arme,1985,Locale,Pluviale total,Circle,0,0,Ville
4263027,1,ES-21333,200,137-030P,137-031,23.2,Beton arme,1960,Locale,Sanitaire,Circle,0,0,Ville
4263029,1,EP-26140,450,405-106,405-107,30.4,Chlorure de polyvinyle,1988,Locale,Pluviale total,Circle,0,0,Ville
4263031,1,ES-05063,300,202-301,202-299,30.4,Beton arme,1987,Locale,Pseudo-separe,Circle,0,0,Ville
4263032,1,ES-06434,200,204-496,204-497,35.6,Beton arme,1960,Locale,Sanitaire,Circle,0,0,Ville
4263033,1,ES-07770,200,405-623,405-608,30.6,Chlorure de polyvinyle,2004,Locale,Sanitaire,Circle,0,0,Ville
