point_echantillonnage,plan_eau,administration,nom,descrip_longue,programme,sous_prog,station_nom,date_heure,raison_annulation,temperature,conductivite,pH,signe,coliformes_fecaux,prec_0_mm,prec_1_mm,prec_2_mm,prec_tot_60h,meteo,tournee,latitude,longitude,x,y
"IBIZ-4","Marécage de l'île Bizard (parc-nature du Cap-Saint-Jacques)","L'Île-Bizard-Sainte-Geneviève","Rue Emile","inters. rue Cherrier et rue Émile","Q","Q","IBIZ-4   Rue Emile",2024-08-22T09:04:22,,"         20.5",119,7.8,"=",20,0.6,21.5,1.9,24,0,15,"45.503471123684","-73.8617830844244",276528.3026,5040458.0733
"IBIZ-8.5","Marécage de l'île Bizard (parc-nature du Cap-Saint-Jacques)","L'Île-Bizard-Sainte-Geneviève","P-n Bois-de-l'Île-Bizard (sect. Pnte-aux-Carr.)","p-n du Bois-de-l'Île-Bizard, sect. de la Pointe-aux-Carrières, ch. du Bord-du-Lac et pl. des Cageux","Q","Q","IBIZ-8.5   P-n Bois-de-l'Île-Bizard (sect. Pnte-aux-Carr.)",2024-08-22T09:25:40,,"         19.2",136,7.8,"=",20,0.6,21.5,1.9,24,0,15,"45.5170611964757","-73.8998560143858",273560.5966,5041982.4517
"IBIZ-13","Marécage de l'île Bizard (parc-nature du Cap-Saint-Jacques)","L'Île-Bizard-Sainte-Geneviève","Rue Roger","extrémité de la rue Roger","Q","Q","IBIZ-13   Rue Roger",2024-08-29T10:29:11,,"         20.5",143,7.9,"=",110,0,0,6,6,-2,16,"45.476852171864","-73.9271016956211",271408.2269,5037524.9695
"IBIZ-14","Marécage de l'île Bizard (parc-nature du Cap-Saint-Jacques)","L'Île-Bizard-Sainte-Geneviève","P-n Cap-Saint-Jacques (Pnte-Théorêt)","p-n du Cap-Saint-Jacques, côté est de la pointe Théorêt","Q","Q","IBIZ-14   P-n Cap-Saint-Jacques (Pnte-Théorêt)",2024-08-29T10:42:06,,"         21.2",134,7.9,"=",34,0,0,6,6,-2,16,"45.4696512803949","-73.8992736610209",273579.9091,5036713.5489
"IBIZ-15","Marécage de l'île Bizard (parc-nature du Cap-Saint-Jacques)","L'Île-Bizard-Sainte-Geneviève","Parc Terrasse-Sacré-Coeur","parc Terrasse-Sacré-Coeur, tsse Sacré-Coeur, entre les rues Roy et Paquin","Q","Q","IBIZ-15   Parc Terrasse-Sacré-Coeur",2024-08-29T11:07:26,,"         21.5",154,8,"=",76,0,0,6,6,-2,16,"45.4803444127321","-73.8796408995944",275120.6515,5037894.4369
"IBIZ-4","Marécage de l'île Bizard (parc-nature du Cap-Saint-Jacques)","L'Île-Bizard-Sainte-Geneviève","Rue Emile","inters. rue Cherrier et rue Émile","Q","Q","IBIZ-4   Rue Emile",2024-08-29T09:40:22,,"         20.8",151,7.8,"=",62,0,0,6,6,-2,16,"45.503471123684","-73.8617830844244",276528.3026,5040458.0733
"IBIZ-8.5","Marécage de l'île Bizard (parc-nature du Cap-Saint-Jacques)","L'Île-Bizard-Sainte-Geneviève","P-n Bois-de-l'Île-Bizard (sect. Pnte-aux-Carr.)","p-n du Bois-de-l'Île-Bizard, sect. de la Pointe-aux-Carrières, ch. du Bord-du-Lac et pl. des Cageux","Q","Q","IBIZ-8.5   P-n Bois-de-l'Île-Bizard (sect. Pnte-aux-Carr.)",2024-08-29T10:04:07,,"         20.3",148,8,"=",50,0,0,6,6,-2,16,"45.5170611964757","-73.8998560143858",273560.5966,5041982.4517
"LSL-0.5","Lac Saint-Louis","Lachine","Port de plaisance de Lachine","port de plaisance de Lachine, rampe de mise à l'eau, ch. des Iroquois","Q","Q","LSL-0.5   Port de plaisance de Lachine",2024-08-27T08:53:25,,"         23.5",170,8.4,"=",15,0,0,1.2,1.2,-2,16,"45.4291699380414","-73.6739695048603",291187.204,5032152.0541
"LSL-10.5","Lac Saint-Louis","Beaconsfield","Yatch Club de Beaconsfield","Yatch Club de Beaconsfield, ch. Lakeshore, entre boul. le Beaconsfield et l'av. Old Church","Q","Q","LSL-10.5   Yatch Club de Beaconsfield",2024-08-27T11:11:42,,"         23.2",149,8.3,"=",270,0,0,1.2,1.2,-2,16,"45.4255023315166","-73.8366653553449",278454.8463,5031784.8901
"LSL-12","Lac Saint-Louis","Beaconsfield","Parc Centennial","parc Centennial, inters. boul. Beaconsfield et road Shore","Q","Q","LSL-12   Parc Centennial",2024-08-27T11:44:36,,"         23.4",128,8.1,"=",72,0,0,1.2,1.2,-2,16,"45.423361061739","-73.8618644636909",276481.8643,5031555.4958
"LSL-14","Lac Saint-Louis","Beaconsfield","Parc Lakeview ","parc Lakeview, inters. rue Lakeshore et boul. Lakeview","Q","Q","LSL-14   Parc Lakeview ",2024-08-27T11:59:06,,"         24.1",138,8.8,"=",28,0,0,1.2,1.2,-2,16,"45.4148837516146","-73.8895038272654",274314.3517,5030623.5247
"LSL-18","Lac Saint-Louis","Sainte-Anne-de-Bellevue","Campus MacDonald","ch. Lakeshore, devant le campus MacDonald de l'université McGill","Q","Q","LSL-18   Campus MacDonald",2024-08-27T12:22:26,,"         25.0",139,9.4,"=",340,0,0,1.2,1.2,-2,16,"45.4042505148227","-73.9345207723043",270784.5886,5029459.9129
"LSL-20","Lac Saint-Louis","Sainte-Anne-de-Bellevue","Écluse de Sainte-Anne","écluse de Sainte-Anne, rue Sainte-Anne, à l'est du pont Galipeault (aut. 20)","Q","Q","LSL-20   Écluse de Sainte-Anne",2024-08-27T12:37:35,,"         23.4",187,8,"=",140,0,0,1.2,1.2,-2,16,"45.4040640665963","-73.954474000356",269222.4816,5029447.8222
"LSL-2.5","Lac Saint-Louis","Lachine","Parc St-Louis (quai fédéral)","parc st-Louis, quai Fédéral, inters. boul. Saint-Joseph et 34e av.","Q","Q","LSL-2.5   Parc St-Louis (quai fédéral)",2024-08-27T09:28:41,,"         22.6",197,8,"=",110,0,0,1.2,1.2,-2,16,"45.4324605506382","-73.6942866662225",289598.3067,5032521.3764
"LSL-6.5","Lac Saint-Louis","Dorval","Parc Pine Beach","parc Pine Beach (amont), inters. ch. du Bord-du-Lac et av. St-Louis","Q","Q","LSL-6.5   Parc Pine Beach",2024-08-27T10:14:14,,"         23.3",174,8.4,"=",23,0,0,1.2,1.2,-2,16,"45.4396869459855","-73.7630810645854",284218.2111,5033339.7455
"LSL-9","Lac Saint-Louis","Pointe-Claire","Parc Stewart","parc Stewart, ch. du Bord-du-Lac, à l'ouest de la rue Stewart","Q","Q","LSL-9   Parc Stewart",2024-08-27T10:50:27,,"         22.9",199,8.5,"=",96,0,0,1.2,1.2,-2,16,"45.433971140631","-73.8073810149152",280750.0373,5032716.846
"BLAP-0.5","Bassin de Laprairie","LaSalle","Parc Ranger","parc Ranger, inters. du boul. Lasalle et de la rue Lyette","Q","Q","BLAP-0.5   Parc Ranger",2024-08-26T13:16:18,,"         23.1",196,8.3,"=",50,0,1.2,0,1.2,-1,16,"45.4283890155487","-73.6658646001039",291821.219,5032063.9311
"BLAP-1","Bassin de Laprairie","LaSalle","Parc de l'Aqueduc (La Bécane)","parc de l'Aqueduc (La Bécane), boul. Lasalle et 68e av. ","Q","Q","BLAP-1   Parc de l'Aqueduc (La Bécane)",2024-08-26T13:05:51,,"         22.9",211,8.3,"=",33,0,1.2,0,1.2,-1,16,"45.4149906733371","-73.628600700233",294734.7108,5030569.6503
"BLAP-10.5","Bassin de Laprairie","Verdun","Pointe sud-ouest de Î.-D.-S.","Île-des-Soeurs, piste cyclable, inters. rue André-Prévost et ch. de la Pointe-Sud","Q","Q","BLAP-10.5   Pointe sud-ouest de Î.-D.-S.",2024-08-26T11:24:46,,"         22.6",244,8.6,"=",42,0,1.2,0,1.2,-1,16,"45.4465963112693","-73.561131176078",300018.0692,5034075.7287
"BLAP-11","Bassin de Laprairie","Verdun","parc Adian-D.-Archambault","Île-des-Soeurs, au bout du boul. de la Forêt, au sud du parc Adian-D.-Archambault","Q","Q","BLAP-11   parc Adian-D.-Archambault",2024-08-26T11:18:48,,"         22.4",240,8.3,"=",26,0,1.2,0,1.2,-1,16,"45.45479000000","-73.55954000000",300143.416,5034986.0837
"BLAP-2.2","Bassin de Laprairie","LaSalle","Parc des Rapides (vague à Guy)","parc des Rapides, vague à Guy, près de la place René-Lévesque","Q","Q","BLAP-2.2   Parc des Rapides (vague à Guy)",2024-08-26T12:57:10,,"         22.8",221,8.3,"=",94,0,1.2,0,1.2,-1,16,"45.4193878874845","-73.6032027823536",296723.1759,5031055.4436
"BLAP-2.5","Bassin de Laprairie","LaSalle","Parc des Rapides (Tsse Serre)","parc des Rapides - Tsse Serre, inters. boul. Lasalle et boul. Bishop-Power","Q","Q","BLAP-2.5   Parc des Rapides (Tsse Serre)",2024-08-26T12:49:03,,"         24.0",212,8.4,"=",350,0,1.2,0,1.2,-1,16,"45.4265587527464","-73.5951266254355",297356.172,5031851.555
"BLAP-3","Bassin de Laprairie","Verdun","Parc du Quai-de-La Tortue ","parc de Quai-de-La Tortue, quai de la Tortue, inters. boul. Lasalle et rue Brault","Q","Q","BLAP-3   Parc du Quai-de-La Tortue ",2024-08-26T12:28:52,,"         23.4",220,8.3,"=",70,0,1.2,0,1.2,-1,16,"45.4473928175576","-73.5687721264747",299420.4385,5034164.7268
"BLAP-4","Bassin de Laprairie","Verdun","Parc Desmarchais (marina)","parc Desmarchais, marina de Verdun, inters. boul. Lasalle et boul. Desmarchais ","Q","Q","BLAP-4   Parc Desmarchais (marina)",2024-08-26T12:22:20,,"         23.0",216,8.3,"=",82,0,1.2,0,1.2,-1,16,"45.4539704516771","-73.5637815233017",299811.3983,5034895.374
"BLAP-4.4","Bassin de Laprairie","Le Sud-Ouest","Canal du collecteur St-Pierre","Sur la pointe en amont du canal du collecteur St-Pierre","Q","Q","BLAP-4.4   Canal du collecteur St-Pierre",2024-08-26T12:12:19,,"         23.2",226,8.1,"=",21,0,1.2,0,1.2,-1,16,"45.4698230843647","-73.5562848603583",300398.9751,5036656.6343
"BLAP-6","Bassin de Laprairie","Verdun","Parc Gewurz-Remer","Île-des-Soeurs, parc Gewurz-Remer, extrémité de la rue Jacques-Le Ber","Q","Q","BLAP-6   Parc Gewurz-Remer",2024-08-26T11:53:37,,"         22.7",240,8.3,"=",44,0,1.2,0,1.2,-1,16,"45.4743487246048","-73.5413874866243",301564.0893,5037158.8604
"BLAP-6.5","Bassin de Laprairie","Verdun","Esplanade de la Pointe-Nord","Îles-des-Soeurs, Esplanade de la Pointe-Nord,  rue de la Rotonde et ch. de la Pointe-N.","Q","Q","BLAP-6.5   Esplanade de la Pointe-Nord",2024-08-26T11:47:49,,"         23.0",242,8.7,"=",50,0,1.2,0,1.2,-1,16,"45.4736476593745","-73.5369840044223",301908.3429,5037080.7832
"BLAP-8.5","Bassin de Laprairie","Ville-Marie","Parc Cité-du-Havre (Habitat 67)","parc Cité-du-Havre, la vague éternelle derrière Habitat 67, av. Pierre-Dupuy","Q","Q","BLAP-8.5   Parc Cité-du-Havre (Habitat 67)",2024-08-26T10:58:39,,"         22.3",248,8.4,"=",13,0,1.2,0,1.2,-1,16,"45.5005281770633","-73.5428231616079",301453.3906,5040068.2467
"RDP-140","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc de la Rive-Boisée","parc de la Rive-Boisée, ch. Rive-Boisée, au sud de la rue David","Q","Q","RDP-140   Parc de la Rive-Boisée",2024-08-06T09:37:11,,"         20.9",209,7.6,">",6000,0,3.9,1,4.9,-1,13,"45.498715312948","-73.8549270265629",277061.7369,5039927.1678
"RDP-150","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Rue du Bocage","extrémité de la rue du Bocage","Q","Q","RDP-150   Rue du Bocage",2024-08-06T09:44:13,,"         23.0",117,7.6,"=",270,0,3.9,1,4.9,-1,13,"45.4995266862813","-73.8582499475153",276802.4461,5040018.4888
"RDP-190","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc de l'Île de Roxboro","parc de l'Île de Roxboro, extrémité de la 5e av. N. ","Q","Q","RDP-190   Parc de l'Île de Roxboro",2024-08-06T10:20:01,,"         23.4",112,7.5,"=",58,0,3.9,1,4.9,-1,13,"45.5139898976476","-73.8210775595973",279713.9261,5041613.5097
"RDP-195","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc Louise-Deschênes","parc Louise-Deschênes, extrémité de la 1iere av. N.","Q","Q","RDP-195   Parc Louise-Deschênes",2024-08-06T10:32:57,,"         22.3",199,7.6,"=",2100,0,3.9,1,4.9,-1,13,"45.5156458055413","-73.8132481753806",280326.3605,5041795.1161
"RDP-250","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","P-n du Bois-de-Liesse","parc-nature du Bois-de-Liesse, av. Oakridge, au nord du boul. Gouin O.","Q","Q","RDP-250   P-n du Bois-de-Liesse",2024-08-06T10:58:48,,"         23.9",109,7.6,"=",38,0,3.9,1,4.9,-1,13,"45.5124510541698","-73.7576381193048",284669.9565,5041424.6385
"RDP-260","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","Collège Ste-Marcelline","375m au nord de l'intersection du boul.Gouin et de l'av. LeMesurier, Parc régional du Bois-de-Saraguay.","Q","Q","RDP-260   Collège Ste-Marcelline",2024-08-06T11:30:47,,"         23.2",115,7.7,"=",88,0,3.9,1,4.9,-1,13,"45.5171772152984","-73.7487905396229",285362.8716,5041947.6806
"RDP-280","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","Parc de Beauséjour","parc de Beauséjour, inters. rue Henry d'Arles et boul Gouin O.","Q","Q","RDP-280   Parc de Beauséjour",2024-08-06T11:43:40,,"         24.5",114,7.8,"=",130,0,3.9,1,4.9,-1,13,"45.5290798897753","-73.7334355758866",286566.3461,5043266.8334
"RDP-320","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","Parc de la Merci","parc de la Merci, boul. Gouin O. et rue de Salaberry","Q","Q","RDP-320   Parc de la Merci",2024-08-06T12:14:06,,"         24.3",110,7.7,"=",120,0,3.9,1,4.9,-1,13,"45.5476895199779","-73.6892178650375",290025.0661,5045325.8528
"RDP-330","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","Parc Nicolas-Viel","parc Nicolas-Viel, inters. boul. Saint-Laurent et rue Somerville","Q","Q","RDP-330   Parc Nicolas-Viel",2024-08-06T12:22:25,,"         24.5",111,7.7,"=",240,0,3.9,1,4.9,-1,13,"45.5521686233921","-73.6769465038043",290984.3634,5045821.4362
"RDP-350","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","Parc Gouin (Sophie-Barrat) ","parc Gouin (Sophie-Barat), av. saint-Charles et av. Park Stanley","Q","Q","RDP-350   Parc Gouin (Sophie-Barrat) ",2024-08-06T12:48:23,,"         24.3",110,7.7,"=",64,0,3.9,1,4.9,-1,13,"45.5619500162983","-73.6695224264363",291566.317,5046907.2063
"RDP-420","rivière des Prairies - côté Montréal","Rivière-des-Prairies-Pointe-aux-Trembles","Parc Ernest-Rouleau","parc Rouleau-Ernest, boul. Gouin E., à l'ouest du pont Olivier-Charbonneau (aut. 25)","Q","Q","RDP-420   Parc Ernest-Rouleau",2024-08-06T14:04:55,,"         25.6",120,9.4,"=",58,0,3.9,1,4.9,-1,13,"45.6319599328653","-73.6161284994701",295745.7532,5054680.1523
"RDP-440","rivière des Prairies - côté Montréal","Rivière-des-Prairies-Pointe-aux-Trembles","Parc André-Corbeil-Dit-Tranchemontagne","parc André-Corbeil-dit-Tranchemontagne, inters. boul. Gouin E. et 28e av.","Q","Q","RDP-440   Parc André-Corbeil-Dit-Tranchemontagne",2024-08-06T14:16:26,,"         26.6",117,8.1,"=",99,0,3.9,1,4.9,-1,13,"45.6451708997868","-73.5966475699474",297266.4028,5056146.3124
"RDP-520","rivière des Prairies - côté Montréal","Rivière-des-Prairies-Pointe-aux-Trembles","Pont Charles-De Gaulle (aut. 40)","boul. Gouin E., sous le pont Charles-De Gaulle (aut. 40)","Q","Q","RDP-520   Pont Charles-De Gaulle (aut. 40)",2024-08-06T14:57:42,,"         26.4",131,8.6,"=",370,0,3.9,1,4.9,-1,13,"45.6991534549719","-73.5086135186317",304129.2286,5062141.0917
"RDP-540","rivière des Prairies - côté Montréal","Rivière-des-Prairies-Pointe-aux-Trembles","Parc Gouin (Haynes)","parc Gouin (Haynes), inters. boul. Gouin E. et 133e av.","Q","Q","RDP-540   Parc Gouin (Haynes)",2024-08-06T15:04:40,,"         25.6",114,8.1,"=",200,0,3.9,1,4.9,-1,13,"45.6975057360274","-73.4981905887888",304940.9107,5061957.9391
"RDP-560","rivière des Prairies - côté Montréal","Rivière-des-Prairies-Pointe-aux-Trembles","Parc du Bout-de-l'île (rivière)","parc du Bout-de-l'Île (côté rivière), extrémité N. de la rue Bureau","Q","Q","RDP-560   Parc du Bout-de-l'île (rivière)",2024-08-06T15:13:45,,"         28.4",128,9,"=",4800,0,3.9,1,4.9,-1,13,"45.7023898282762","-73.4786971640707",306458.8469,5062500.9486
"RDP-95","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc Julie-Dauth","parc Julie-Dauth, rue Julie","Q","Q","RDP-95   Parc Julie-Dauth",2024-08-06T09:01:29,,"         23.6",108,7.5,"=",11,0,3.9,1,4.9,-1,13,"45.4710475323768","-73.8834531024985",274817.6936,5036862.6904
"LSL-1","Lac Saint-Louis","Lachine","Parc Monk","parc Monk, inters. boul. Saint-Joseph et la 7e av.","Q","Q","LSL-1   Parc Monk",2024-08-05T10:57:17,,"         25.6",202,8,"=",66,0,1,0,1,-1,13,"45.4309144200054","-73.6712490870357",291400.4845,5032345.4599
"LSL-10","Lac Saint-Louis","Pointe-Claire","Parc Edgewater","parc Edgewater, inters. ch. du Bord-du-Lac et av. Bowling Green","Q","Q","LSL-10   Parc Edgewater",2024-08-05T09:20:22,,"         24.9",240,7.9,"=",3,0,1,0,1,-1,13,"45.4305371204597","-73.818129114855",279907.58,5032338.4969
"LSL-0.5","Lac Saint-Louis","Lachine","Port de plaisance de Lachine","port de plaisance de Lachine, rampe de mise à l'eau, ch. des Iroquois","Q","Q","LSL-0.5   Port de plaisance de Lachine",2024-08-13T08:36:17,,"         21.0",151,7.7,"=",18,0,0,0.9,0.9,-2,14,"45.4291699380414","-73.6739695048603",291187.204,5032152.0541
"LSL-1","Lac Saint-Louis","Lachine","Parc Monk","parc Monk, inters. boul. Saint-Joseph et la 7e av.","Q","Q","LSL-1   Parc Monk",2024-08-13T09:00:57,,"         21.1",201,7.8,"=",100,0,0,0.9,0.9,-2,14,"45.4309144200054","-73.6712490870357",291400.4845,5032345.4599
"LSL-12","Lac Saint-Louis","Beaconsfield","Parc Centennial","parc Centennial, inters. boul. Beaconsfield et road Shore","Q","Q","LSL-12   Parc Centennial",2024-08-13T10:56:14,,"         23.6",160,7.9,"=",350,0,0,0.9,0.9,-2,14,"45.423361061739","-73.8618644636909",276481.8643,5031555.4958
"LSL-13","Lac Saint-Louis","Beaconsfield","Parc Angell","parc Angell, inters. rue Lakeshore et av. Angell","Q","Q","LSL-13   Parc Angell",2024-08-13T11:04:11,,"         23.0",128,8.2,"=",82,0,0,0.9,0.9,-2,14,"45.4154062783815","-73.8841111132674",274736.7053,5030679.563
"LSL-17","Lac Saint-Louis","Baie d'Urfé","Parc Bertold","parc Bertold, inters. rue Lakeshore et rue Churchill","Q","Q","LSL-17   Parc Bertold",2024-08-13T11:22:46,,"         23.0",129,7.9,"=",74,0,0,0.9,0.9,-2,14,"45.4035305295152","-73.924248074914",271588.3399,5029375.6105
"LSL-2","Lac Saint-Louis","Lachine","Marina d'escale","Marina d'escale, inters. boul. Saint-Joseph et 24e av.","Q","Q","LSL-2   Marina d'escale",2024-08-13T09:10:21,,"         21.7",150,7.7,"=",26,0,0,0.9,0.9,-2,14,"45.4328087246302","-73.6858351455466",290259.6737,5032558.5059
"LSL-20","Lac Saint-Louis","Sainte-Anne-de-Bellevue","Écluse de Sainte-Anne","écluse de Sainte-Anne, rue Sainte-Anne, à l'est du pont Galipeault (aut. 20)","Q","Q","LSL-20   Écluse de Sainte-Anne",2024-08-13T11:40:42,,"         23.2",152,7.8,"=",90,0,0,0.9,0.9,-2,14,"45.4040640665963","-73.954474000356",269222.4816,5029447.8222
"LSL-21","Lac Saint-Louis","Sainte-Anne-de-Bellevue","Parc Godin","parc Godin, extrémité de la rue Grier","Q","Q","LSL-21   Parc Godin",2024-08-13T11:45:15,,"         21.9",426,7.7,"=",160,0,0,0.9,0.9,-2,14,"45.4076323134425","-73.9569430438561",269031.4499,5029845.451
"LSL-2.5","Lac Saint-Louis","Lachine","Parc St-Louis (quai fédéral)","parc st-Louis, quai Fédéral, inters. boul. Saint-Joseph et 34e av.","Q","Q","LSL-2.5   Parc St-Louis (quai fédéral)",2024-08-13T09:14:17,,"         21.3",164,7.8,"=",60,0,0,0.9,0.9,-2,14,"45.4324605506382","-73.6942866662225",289598.3067,5032521.3764
"LSL-4.5","Lac Saint-Louis","Dorval","Pointe Picard","pointe Picard, extrémité de l'av. St-Charles","Q","Q","LSL-4.5   Pointe Picard",2024-08-13T09:42:15,,"         22.3",150,7.9,"=",110,0,0,0.9,0.9,-2,14,"45.4369620072601","-73.727909601146",286968.9442,5033028.5248
"LSL-5.5","Lac Saint-Louis","Dorval","Traversier de l'île Dorval","embarcadère du traversier de l'Île Dorval, extrémité de l'av. Dorval","Q","Q","LSL-5.5   Traversier de l'île Dorval",2024-08-13T09:49:18,,"         22.0",165,7.8,"=",39,0,0,0.9,0.9,-2,14,"45.4376373356841","-73.739355679223",286073.6562,5033106.1752
"LSL-7","Lac Saint-Louis","Dorval","Parc Baie de Valois","parc Baie de Valois, inters. ch. du Bord-du-Lac et av. Canary","Q","Q","LSL-7   Parc Baie de Valois",2024-08-13T10:03:13,,"         21.2",224,7.9,"=",42,0,0,0.9,0.9,-2,14,"45.4422366753032","-73.7752338657564",283268.4232,5033626.2774
"LSL-8","Lac Saint-Louis","Pointe-Claire","Parc Venture","parc Venture, inters. ch. du Bord-du-Lac et voie d'accès à l'aut. 20","Q","Q","LSL-8   Parc Venture",2024-08-13T10:10:08,,"         22.1",208,7.8,"=",420,0,0,0.9,0.9,-2,14,"45.4468918017013","-73.796046942973",281642.1187,5034149.3824
"RDP-100","rivière des Prairies - côté Montréal","L'Île-Bizard-Sainte-Geneviève","Rue Beaulieu","extrémité de la rue Beaulieu","Q","Q","RDP-100   Rue Beaulieu",2024-08-06T09:07:09,,"         23.0",114,7.6,"=",110,0,3.9,1,4.9,-1,13,"45.4727244286616","-73.8776469355865",275272.555,5037046.894
"RDP-110","rivière des Prairies - côté Montréal","L'Île-Bizard-Sainte-Geneviève","Parc Antoine-Faucon","parc Antoine-Faucon, extrémité de la rue du Pont","Q","Q","RDP-110   Parc Antoine-Faucon",2024-08-06T09:17:32,,"         23.7",108,7.5,"=",10,0,3.9,1,4.9,-1,13,"45.4858662338675","-73.8690574603324",275950.8558,5038504.2228
"RDP-120","rivière des Prairies - côté Montréal","L'Île-Bizard-Sainte-Geneviève","Parc du Portage","parc du Portage, extrémité de la rue Bourget","Q","Q","RDP-120   Parc du Portage",2024-08-06T09:25:49,,"         23.8",109,7.5,"=",40,0,3.9,1,4.9,-1,13,"45.4877722408811","-73.8633425794652",276398.5446,5038714.0016
"RDP-160","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc de Versailles","parc de Versailles, inters. rue Desjardins et rue William","Q","Q","RDP-160   Parc de Versailles",2024-08-06T09:53:12,,"         23.6",110,7.6,"=",110,0,3.9,1,4.9,-1,13,"45.5122666642227","-73.8487785698841",277548.7904,5041431.0317
"RDP-180","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","P-n des Rapides-du-Cheval-Blanc","p-n des Rapides-du-Cheval-Blanc, extrémité de la rue Riviera","Q","Q","RDP-180   P-n des Rapides-du-Cheval-Blanc",2024-08-06T10:04:22,,"         24.0",109,7.6,"=",26,0,3.9,1,4.9,-1,13,"45.5169191946614","-73.8294387898092",279061.9913,5041941.6903
"RDP-20","rivière des Prairies - côté Montréal","Senneville","Pointe aux Moutons","baie à proximité de la pointe aux Moutons, ch. Senneville, au N. de l'av. Sunset","Q","Q","RDP-20   Pointe aux Moutons",2024-08-06T08:05:15,,"         21.2",129,7.5,"=",20,0,3.9,1,4.9,-1,13,"45.4172831375105","-73.9642541041907",268465.3445,5030921.2106
"RDP-200","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc Paquin","parc Paquin, inters. rue Saraguay E. et rue du Belvédère","Q","Q","RDP-200   Parc Paquin",2024-08-06T10:41:02,,"         24.6",110,7.9,"=",270,0,3.9,1,4.9,-1,13,"45.5110570049013","-73.7992303216562",281419.6555,5041280.9833
"RDP-220","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc des Anciens-Combattants ","parc des Anciens-Combattants, inters. Rue Rose et boul. Lalande","Q","Q","RDP-220   Parc des Anciens-Combattants ",2024-08-06T10:47:34,,"         24.2",109,7.7,"=",200,0,3.9,1,4.9,-1,13,"45.5094238756425","-73.7844831797803",282571.2796,5041095.3054
"RDP-290","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","Club Canotage de Cartierville","Club de canotage de Cartierville, extrémité de la rue Crevier","Q","Q","RDP-290   Club Canotage de Cartierville",2024-08-06T11:53:19,,"         23.8",113,7.8,"=",150,0,3.9,1,4.9,-1,13,"45.531007922867","-73.7284201292844",286958.7122,5043479.9709
"RDP-35","rivière des Prairies - côté Montréal","Senneville","Baie Forget","baie Forget, ch. Senneville, à l'ouest de l'av. Phillips","Q","Q","RDP-35   Baie Forget",2024-08-06T08:27:55,,"         19.9",148,7.6,"=",18,0,3.9,1,4.9,-1,13,"45.4434664257158","-73.9580747490846",268965.5419,5033828.1614
"RDP-360","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","P-n de l'Île-de-la-Visitation (pont)","p-n de l'Île-de-la-Visitation, pont piétonnier, boul. Gouin E. et rue de Lille ","Q","Q","RDP-360   P-n de l'Île-de-la-Visitation (pont)",2024-08-06T13:27:42,,"         24.9",113,8,"=",88,0,3.9,1,4.9,-1,13,"45.5807147023575","-73.6573828410263",292518.0782,5048990.6297
"RDP-380","rivière des Prairies - côté Montréal","Montréal-Nord","Parc Aimé-Léonard","parc Aimé-Léonard, inters. boul. Albert-Brosseau et rue Savard","Q","Q","RDP-380   Parc Aimé-Léonard",2024-08-06T13:44:47,,"         26.0",112,8.6,"=",140,0,3.9,1,4.9,-1,13,"45.6030378247511","-73.6429858470291",293646.0208,5051469.3445
"RDP-400","rivière des Prairies - côté Montréal","Montréal-Nord","Avenue Robert","En aval du parc Fortin, inters. boul. Gouin E. et av. Robert","Q","Q","RDP-400   Avenue Robert",2024-08-06T13:56:35,,"         25.1",111,7.9,"=",76,0,3.9,1,4.9,-1,13,"45.6223941200732","-73.6303808262282",294632.806,5053618.7845
"RDP-460","rivière des Prairies - côté Montréal","Rivière-des-Prairies-Pointe-aux-Trembles","Parc du Moulin-du-Rapide","parc Moulin-du-Rapide, inters. rue de Clichy et 58e av.","Q","Q","RDP-460   Parc du Moulin-du-Rapide",2024-08-06T14:27:12,,"         26.2",114,8.6,"=",130,0,3.9,1,4.9,-1,13,"45.6605972621844","-73.5730597410155",299106.6176,5057858.7498
"RDP-480","rivière des Prairies - côté Montréal","Rivière-des-Prairies-Pointe-aux-Trembles","Parc du Cheval-Blanc","parc du Cheval-Blanc, boul. Gouin E., à l'est de la 68e av.","Q","Q","RDP-480   Parc du Cheval-Blanc",2024-08-06T14:35:37,,"         26.1",140,8.9,"=",250,0,3.9,1,4.9,-1,13,"45.6633929381525","-73.5628397035415",299903.286,5058168.7678
