Numero_accreditation,Nom_employeur,Adresse_employeur,Nom_association,Sigle_du_syndicat,Statut_arret_de_travail,Secteur_activite_economique,Code_activite_economique,Region_administrative,Nombre_de_travailleurs_touches,Nombre_jours_personnes_perdus_depuis_debut_arret_travail,Date_de_debut_arret_de_travail,Date_de_fin_arret_de_travail,Date_expiration_derniere_convention_collective,Duree_en_jours_civils 
AM20009508,Université de Sherbrooke,2500 boulevard de l'Université  Sherbrooke J1K2R1,Syndicat des employées et employés de soutien de l'Université de Sherbrooke  SCFP section locale 7498,FTQ,Grève,Services d'enseignement,8531,Estrie,921,104957,2011-07-06,2011-12-14,2008-12-31,162
AM20012244,Reluxicorp Inc.,630 boulevard René-Lévesque Ouest bureau 1830  Montréal H3B1S6,Syndicat des travailleuses et travailleurs du Résidence Inn by Marriott,CSN,Grève,Hébergement,9111,Montréal,34,754,2011-07-24,2011-08-14,2011-04-30,22
AM20012090,"The Gazette, une division de PostMedia Network Inc.",7001 rue Saint-Jacques  Montréal H4B3A2,Teamsters/Conférence des communications graphiques section locale 555M,FTQ,Lock-out,"Imprimerie, édition et industries connexes",2841,Montréal,13,2687,2011-08-08,2012-03-03,2011-08-05,209
AM20012091,"The Gazette, une division de PostMedia Network Inc.",7001 rue Saint-Jacques  Montréal H4B3A2,Teamsters/Conférence des communications graphiques section locale 555M,FTQ,Lock-out,"Imprimerie, édition et industries connexes",2841,Montréal,2,327,2011-08-08,2012-01-07,2011-08-05,153
AM10049198,La Compagnie d'extermination Abell inc.,2990 rue Halpern  Saint-Laurent H4S1R2,Teamsters Québec section locale 1999,FTQ,Grève,Autres services,9951,Capitale-Nationale,11,154,2011-08-22,2011-09-11,2010-05-09,21
AM10024970,Université McGill (Office of Secretariat),Direction des ressources humaines 688 rue Sherbrooke Ouest bureau 1520 Montréal QC H3A3R1,L'Association accréditée du personnel non enseignant de L'Université McGill (M.U.N.A.C.A.) (McGill University non-academic certified association),FTQ,Grève,Services d'enseignement,8531,Montréal,1600,105600,2011-09-01,2011-12-05,2010-11-30,96
AM10007597,Groupe Compass (Québec) ltée,2580 avenue Dollard bureau 4354  LaSalle H8N1T2,Syndicat national des employés-es du CHU Sainte-Justine ,CSN,Grève,Restauration,9212,Montréal,26,347,2011-09-06,2011-09-23,2010-02-10,18
AM10029406,Manoir des Sables  (9057-4351 Québec inc.),90 avenue des Jardins  Orford J1X6M6,L'Union des employé(e)s de la restauration Syndicat des Métallos section locale 9400,FTQ,Grève et lock-out,Hébergement,9111,Estrie,71,2642,2011-09-14,2011-10-20,2010-09-27,37
AR10048496,Gouvernement du Québec Ministère de la Santé et des Services Sociaux,1075 chemin Sainte-Foy  Québec G1S2M1,Association des médecins résidents,Indépendant,Grève,Services de l'administration provinciale,8261,Toutes les régions,311,155,2011-09-17,2011-09-17,2010-03-31,1
AQ10044039,S.A.D.C. Arthabaska-Érable inc.,971 boulevard Pierre-Roux Est bureau 101  Victoriaville G6T1T8,Syndicat des travailleuses et travailleurs de la SADC ,CSN,Lock-out,Services des administrations locales,8372,Centre-du-Québec,4,636,2011-09-26,2012-05-16,2010-03-31,234
AQ20012007,Les Automobiles Degiro inc.,496 avenue Saint-David  Montmagny G5V4P9,Syndicat national des employés de garage du  Québec inc.,CSD,Grève,"Commerces de détail des véhicules automobiles, pièces et accessoires",6342,Chaudière-Appalaches,8,1072,2011-09-30,2012-04-16,,200
AQ10044019,Cummins Est du Canada SEC,7200 autoroute Transcanadienne  Pointe-Claire H9R1C2,Unifor,FTQ,Lock-out,"Commerces de gros de véhicules automobiles, pièces et accessoires",5529,Capitale-Nationale,29,1798,2011-10-04,2012-01-08,2011-03-31,97
,Société des arrimeurs de Québec (Juridiction fédérale),241 rue de l'Estuaire C.P. 1244 Terminus Québec Québec G1K8S8,Syndicat des débardeurs du Port de Québec (SCFP section locale 2614),FTQ,Grève et lock-out,Transports,4541,Capitale-Nationale,39,192,2011-10-04,2011-10-15,2010-05-31,12
AQ20005607,Groupe Lebel (2004) inc.,54 rue Amyot  Rivière-du-Loup G5R3E9,Syndicat des travailleurs du sciage  de Kamouraska ,CSN,Grève et lock-out,Industries du bois,2512,Bas-Saint-Laurent,22,44,2011-10-05,2011-10-09,2011-05-01,5
AM10011747,Centre de la Petite Enfance au Pays des Schtroumpfs,5200 rue Bélanger Est  Montréal H1T1C9,Syndicat des travailleuses(eurs) des centres de la petite enfance de Montréal et Laval ,CSN,Grève,Services de santé et services sociaux,8641,Montréal,18,18,2011-11-02,2011-11-02,2008-03-31,1
AM10022932,Autobus Terremont ltée,343 chemin des Anglais  Mascouche J7L3P8,Syndicat de Autobus Terremont ltée ,CSN,Grève,Transports,4573,Lanaudière,92,460,2011-11-02,2011-11-08,2009-06-30,7
AQ10032983,Municipalité régionale de comté de Manicouagan,768 rue Bossé  Baie-Comeau G5C1L6,Local 2633/SCFP,FTQ,Grève,Services des administrations locales,8351,Côte-Nord,11,11,2011-11-23,2011-11-23,2010-06-07,1
AM20008701,La compagnie Allan Candy,850 boulevard Industriel  Granby J2J1B8,Syndicat international des travailleurs et travailleuses de la boulangerie confiserie tabac et meunerie  section locale 350-T (FAT COI CTC FTQ),FTQ,Grève et lock-out,Industries des aliments,1083,Montérégie,15,397,2011-11-24,2012-01-03,2011-03-05,41
AM20008702,La compagnie Allan Candy,850 boulevard Industriel  Granby J2J1B8,Syndicat international des travailleurs et travailleuses de la boulangerie confiserie tabac et meunerie  section locale 350-T (FAT COI CTC FTQ),FTQ,Grève et lock-out,Industries des aliments,1083,Montérégie,225,5962,2011-11-24,2012-01-03,2011-03-05,41
AM10022206,T.W. Distribution (Division de UAP Inc),400 rue Jean-Neveu  Longueuil J4G1N8,Unifor,FTQ,Lock-out,"Commerces de gros de véhicules automobiles, pièces et accessoires",5529,Montérégie,45,720,2011-12-01,2011-12-27,2011-11-30,27
AM20012218,Centre de la petite enfance Le Terrier magique,5601 avenue Louis-Hébert  Montréal H2G2E8,Syndicat des travailleuses(eurs) des centres de la petite enfance de Montréal et Laval ,CSN,Grève,Services de santé et services sociaux,8641,Plus d'une région,24,24,2011-12-07,2011-12-07,,1
AQ20009520,Rio Tinto Alcan Inc.,1188 rue Sherbrooke Ouest  Montréal H3A3G2,Syndicat des Métallos section locale 9490,FTQ,Lock-out,Industries de première transformation des métaux,2951,Saguenay--Lac-Saint-Jean,487,96941,2012-01-01,2012-07-17,2011-12-31,199
AQ20009521,Rio Tinto Alcan Inc.,1190 avenue des Canadiens-de-Montréal bureau 400  Montréal H3B0E3,Syndicat des Métallos section locale 9490,FTQ,Lock-out,Industries de première transformation des métaux,2951,Saguenay--Lac-Saint-Jean,24,3264,2012-01-01,2012-07-17,2011-12-31,199
AQ20009522,Rio Tinto Alcan Inc.,1188 rue Sherbrooke Ouest  Montréal H3A3G2,Syndicat des Métallos section locale 9490,FTQ,Lock-out,Industries de première transformation des métaux,2951,Saguenay--Lac-Saint-Jean,35,6965,2012-01-01,2012-07-17,2011-12-31,199
AQ10033939,Magasin Co-Op de Montmagny,70 boulevard Taché Ouest  Montmagny G5V3A4,Syndicat des employés de commerce de Montmagny ,CSD,Grève et lock-out,"Commerces de détail des aliments, boissons, médicaments et tabac",6011,Chaudière-Appalaches,101,7654,2012-01-13,2012-03-28,2011-09-29,76
AM10008846,La Sourithèque,1750 rue Saint-André  Montréal H2L3T8,Syndicat des travailleuses(eurs) des centres de la petite enfance de Montréal et Laval ,CSN,Grève,Services de santé et services sociaux,8641,Montréal,48,164,2012-02-06,2012-05-18,2010-03-31,103
AR20008563,Association patronale des centres de la petite enfance,7400 boulevard des Galeries-d'Anjou bureau 410  Anjou H1M 3M2,Fédération de la santé et des services sociaux,CSN,Grève,Services de santé et services sociaux,8641,Montréal,3335,9506,2012-02-06,2012-02-15,2010-03-31,10
AQ10051939,CPE Ritourn'Ailes de Sept-Îles,912 rue Dequen  Sept-Îles G4R2S5,Syndicat des travailleuses et des travailleurs de CPE de Sept-Îles ,CSN,Grève,Services de santé et services sociaux,8641,Côte-Nord,31,223,2012-02-09,2012-05-06,2010-07-31,88
AQ10054695,CPE Le Mur-Mûr inc.,299 Le Carrefour local 22  Fermont G0G1J0,Syndicat des travailleuses et travailleurs du CPE Le Mur-Mûr ,CSN,Grève et lock-out,Services de santé et services sociaux,8641,Côte-Nord,17,2092,2012-02-09,2013-04-28,2009-12-20,445
AQ10055527,CPE Sous le Bon Toit,123 rue de la Vérendrye  Sept-Îles G4R5V3,Syndicat des travailleuses et des travailleurs de CPE de Sept-Îles ,CSN,Grève,Services de santé et services sociaux,8641,Côte-Nord,47,431,2012-02-09,2012-05-06,2010-02-28,88
AQ20006922,CPE Nid d'Hirondelle,392 rue Comeau  Sept-Îles G4R5K8,Syndicat des travailleuses et des travailleurs de CPE de Sept-Îles ,CSN,Grève,Services de santé et services sociaux,8641,Côte-Nord,15,108,2012-02-09,2012-05-06,2009-07-26,88
AM10008747,Centre de la petite enfance Rhéa,3250 boulevard Saint-Joseph Est  Montréal H1Y3G2,Syndicat des travailleuses(eurs) des centres de la petite enfance de Montréal et Laval ,CSN,Grève,Services de santé et services sociaux,8641,Montréal,15,26,2012-02-10,2012-05-25,2010-03-31,106
AM10027067,Centre de la petite enfance Lafontaine,500 rue Roy Est  Montréal H2L4T2,Syndicat des travailleuses(eurs) des centres de la petite enfance de Montréal et Laval ,CSN,Grève,Services de santé et services sociaux,8641,Montréal,32,55,2012-02-10,2012-05-25,2010-03-31,106
AM10030738,Centre de la petite enfance communautaire Les Trottinettes,4400 boulevard LaSalle  Verdun H4G2A8,Syndicat des travailleuses(eurs) des centres de la petite enfance de Montréal et Laval ,CSN,Grève,Services de santé et services sociaux,8641,Montréal,50,86,2012-02-10,2012-05-25,2010-03-31,106
AM20003947,CPE Mon Univers,4510 rue Charleroi  Montréal-Nord H1H1T5,Syndicat des travailleuses(eurs) des centres de la petite enfance de Montréal et Laval ,CSN,Grève,Services de santé et services sociaux,8641,Montréal,17,28,2012-02-10,2012-05-25,2009-03-31,106
AQ20011627,Autobus Laval ltée,445 rue des Alléghanys bureau 201  Québec G1C4N4,Syndicat des travailleuses et travailleurs d'Autobus Laval ,CSN,Grève,Transports,4573,Capitale-Nationale,128,384,2012-02-15,2012-02-19,2010-07-31,5
AM10021839,Alana Plastique et Emballages inc.,11865 avenue Adolphe Caron Montréal (Québec)  H1E6J8,Teamsters Québec section locale 1999,FTQ,Grève,Industries du cuir et des produits connexes,1719,Montréal,9,54,2012-02-29,2012-03-07,2011-10-01,8
AQ10038067,Caisse populaire Desjardins de Sept-Îles,760 boulevard Laure  Sept-Îles G4R1Y4,Syndicat des Métallos section locale 7065,FTQ,Grève,Intermédiaires financiers de dépôts,7051,Côte-Nord,33,2112,2012-03-09,2012-06-10,2010-12-31,94
AQ20003503,Air Liquide Canada inc.,1250 boulevard René-Lévesque Ouest bureau 1700  Montréal H3B5E6,Syndicat des travailleurs de Air Liquide  Centre de distribution de Varennes ,CSN,Grève,Commerces de gros de produits divers,5971,Capitale-Nationale,12,6,2012-03-09,2012-03-09,2012-01-11,1
AM20013106,Les industries de moules & plastiques V.I.F. ltée,4000 boulevard Casavant Ouest  Saint-Hyacinthe J2S9E3,Unifor,FTQ,Grève,Industries des produits en matière plastique,1699,Montérégie,86,1204,2012-03-13,2012-03-31,2011-06-30,19
AM20007273,Alliance du personnel professionnel et technique de la santé et des services sociaux (APTS),1111 rue Saint-Charles Ouest bureau 1050  Longueuil J4K5G4,Syndicat des salarié(e)s de l'Alliance du personnel professionnel et technique de la santé et des services sociaux (SSAPTS),Indépendant,Grève,Associations,9841,Capitale-Nationale,113,56,2012-03-23,2012-03-23,2009-11-01,1
AM20009243,Centre de la petite enfance Maïmonide Côte-St-Luc,5615 avenue Parkhaven  Côte-Saint-Luc H4W1X3,Union des employés et employées de service section locale 800,FTQ,Lock-out,Services de santé et services sociaux,8641,Montréal,20,318,2012-04-01,2012-05-21,2005-06-30,51
AM20001935,Distribution M.G.F. (9130-8452 Québec inc.),275 boulevard Industriel  Rouyn-Noranda J9X6P2,Travailleurs et travailleuses unis de l'alimentation et du commerce section locale 501 ,FTQ,Lock-out,"Commerces de gros de produits alimentaires, de boissons, de médicaments et de tabac",5219,Abitibi-Témiscamingue,5,845,2012-04-16,2012-12-13,2012-04-04,242
AM10010163,Mapei inc.,2900 avenue Francis-Hughes  Laval H7L3J5,Syndicat des salariés des produits de céramique et autres ,CSN,Grève,Industries chimiques,3792,Laval,66,26268,2012-05-04,2013-12-08,2011-12-13,584
AM20002476,Holiday Inn,2 rue Montcalm  Gatineau J8X4B4,Syndicat des travailleurs(euses) de l'Hôtellerie de l'Outaouais ,CSN,Grève,Hébergement,9111,Outaouais,23,137,2012-05-04,2012-05-09,2010-04-30,6
AM10055672,Béton Provincial ltée,1825 avenue du Phare Ouest Case postale 160 Matane G4W3M6,Syndicat des travailleuses et travailleurs de Béton Rive-Nord ,CSN,Grève et lock-out,Industries des produits minéraux non métalliques,3551,Lanaudière,25,250,2012-05-11,2012-05-27,2012-02-14,17
AM20013385,Commission de la construction du Québec,8485 avenue Christophe-Colomb  Montréal H2M0A7,Syndicat des employées et employés professionnels-les et de bureau Section locale 573 SEPB CTC-FTQ,FTQ,Grève et lock-out,Services de l'administration provinciale,8259,Toutes les régions,600,31800,2012-05-17,2012-08-12,2009-12-31,88
,Chemin de fer Canadien Pacifique (Juridiction fédérale),401 9th Avenue S.W. 6th floor Calgary T2P4Z4,Conférence ferroviaire de Teamsters Canada,FTQ,Grève,Transports,4531,Québec plus autre(s) province(s),243,2185,2012-05-23,2012-05-31,2011-12-31,9
AM20012626,Précision Auto inc. et 9115-5168 Québec inc.,4900 boulevard Bourque  Sherbrooke J1N2A7,Union des employés des industries diverses et connexes à la construction Teamsters section locale 1791 (FTQ),FTQ,Grève,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Estrie,10,630,2012-05-28,2012-08-26,2011-09-30,91
AQ10047858,COREM,1180 rue de la Minéralogie  Québec G1N1X7,Association professionnelle des ingénieurs du gouvernement du Québec,Indépendant,Grève et lock-out,Services aux entreprises,7759,Capitale-Nationale,17,85,2012-06-07,2012-06-13,2009-12-31,7
AQ10048119,COREM,1180 rue de la Minéralogie  Québec G1N1X7,Syndicat de professionnelles et professionnels du gouvernement du Québec,Indépendant,Grève et lock-out,Services aux entreprises,7753,Capitale-Nationale,22,110,2012-06-07,2012-06-13,2009-12-31,7
AQ20002848,École nationale de police du Québec,350 rue Marguerite-d'Youville Case postale 1120 Nicolet J3T1X4,Syndicat de la fonction publique et parapublique du Québec inc.,Indépendant,Grève,Services d'enseignement,8521,Centre-du-Québec,179,179,2012-06-08,2012-06-08,2011-03-31,1
AQ10055753,Société d'exploitation des resssources de la Vallée inc.,108 rue du Noviciat Case postale 278 Lac-au-Saumon G0J1M0,Syndicat national de la sylviculture (SNS-CSN),CSN,Grève,Services forestiers,511,Bas-Saint-Laurent,60,60,2012-06-20,2012-06-20,2011-12-31,1
AQ20001165,Groupement forestier de Kamouraska inc.,605 Route 289  Saint-Alexandre-de-Kamouraska G0L2G0,Syndicat national de la sylviculture (SNS-CSN),CSN,Grève,Services forestiers,511,Bas-Saint-Laurent,60,60,2012-06-20,2012-06-20,2011-12-31,1
AQ20001241,Groupement Forestier Coopératif de la Péninsule,54 rue Éden  Gaspé G4X1Z2,Syndicat national de la sylviculture (SNS-CSN),CSN,Grève,Services forestiers,511,Gaspésie--Îles-de-la-Madeleine,60,60,2012-06-20,2012-06-20,2011-12-31,1
AQ20002145,Société d'exploitation des ressources des Monts inc.,834 rue du Phare Est  Matane G4W1B1,Syndicat national de la sylviculture (SNS-CSN),CSN,Grève,Services forestiers,511,Bas-Saint-Laurent,60,60,2012-06-20,2012-06-20,2011-12-31,1
AQ20006327,Les Entreprises agricoles et forestières de Percé inc.,884 route 132  Percé G0C1G0,Syndicat national de la sylviculture (SNS-CSN),CSN,Grève,Services forestiers,511,Gaspésie--Îles-de-la-Madeleine,60,60,2012-06-20,2012-06-20,2011-12-31,1
,Candu Énergie inc. (Juridiction fédérale),2285 Speakman Drive Mississauga (Ontario) L5K 1B1 ,Société des ingénieurs professionnels et associés,Indépendant,Grève,Services aux entreprises,7759,Québec plus autre(s) province(s),22,968,2012-07-09,2012-09-07,2010-12-31,61
AM20012117,Centre de la petite enfance du YM-YWHA & NHS de Montréal,5501 avenue Mountain Sights 2e étage  Montréal H3W2Y8,La Fédération des instituteurs des Écoles Juives,Indépendant,Lock-out,Services de santé et services sociaux,8641,Montréal,20,152,2012-07-11,2012-07-22,2005-08-31,12
AM20012405,HYCanada Inc.,350 7th Avenue SW Suite 3400 Calgary (Alberta)  T2P3N9,Syndicat des travailleuses et travailleurs de l'Hôtel Méridien de Montréal ,CSN,Grève,Hébergement,9111,Montréal,173,9334,2012-07-25,2012-09-16,2012-06-30,54
AM20013056,Gestion Sinomonde inc.,99 avenue Viger Ouest  Montréal H2Z1E9,Syndicat des travailleuses et travailleurs du Holiday Inn Sinomonde ,CSN,Grève et lock-out,Hébergement,9111,Montréal,61,2825,2012-08-03,2012-09-18,2012-06-30,47
AM20013248,Silverbirch no. 43 Operations Limited Partnership,925 West Georgia Street Suite 1600 Vancouver (Colombie-Britannique)  V6C3L2,Syndicat des travailleurs(euses) du Bonaventure ,CSN,Grève,Hébergement,9111,Montréal,149,74,2012-08-12,2012-08-12,2012-06-30,1
AM10055326,9118-3087 Québec inc,357 rue de Castelneau Est  Montréal H2R1R1,Syndicat des travailleurs-euses du  Ramada Inn (Centre-ville) ,CSN,Grève,Hébergement,9111,Montréal,30,2850,2012-08-16,2012-11-18,2012-06-30,95
AM20012987,Provigo Québec inc.,400 avenue Sainte-Croix  Saint-Laurent H4N3L4,Syndicat des travailleuses et travailleurs de Maxi Rouyn-Noranda ,CSN,Grève et lock-out,"Commerces de détail des aliments, boissons, médicaments et tabac",6011,Abitibi-Témiscamingue,36,42535,2012-08-16,2015-11-19,2011-12-20,1191
AM20013030,3530094 Canada inc.,5090 Explorer Drive suite 700 Mississauga Ontario  L4W4T9,Syndicat des travailleuses et travailleurs du Delta Centre-Ville ,CSN,Grève,Hébergement,9111,Montréal,186,186,2012-08-17,2012-08-17,2012-06-30,1
AM20006772,9034-1405 Québec inc.,666 rue Sherbrooke Ouest bureau 2300  Montréal H3A1E7,Syndicat des travailleuses et travailleurs de l'Hôtel Maritime ,CSN,Grève,Hébergement,9111,Montréal,41,7125,2012-08-30,2013-02-17,2012-06-30,172
AM20012506,Innvest Hotels GP Ltd.,5090 Explorer Drive 7th floor Mississauga (Ontario)  L4W4T9,Syndicat des travailleuses et travailleurs de l'Hôtel Holiday Inn Laval Montréal ,CSN,Grève,Hébergement,9112,Laval,32,32,2012-08-31,2012-08-31,2012-06-30,1
AQ20001229,3072930 Nova Scotia Company,1601 Lower Water Street Summit Place 6th Floor Halifax (Nova Scotia) B3J3P6,Syndicat des travailleuses et travailleurs de l'Hôtel Pur Québec ,CSN,Grève,Hébergement,9111,Capitale-Nationale,71,35,2012-09-02,2012-09-02,2012-07-31,1
AQ20008584,"InnVest REIT  Royal Bank Plaza, South Tower",200 Bay Street suite 3205 PO Box 126 Toronto (Ontario) M5J2S1,Syndicat des travailleuses et des travailleurs de Hilton Québec ,CSN,Grève,Hébergement,9111,Capitale-Nationale,255,127,2012-09-02,2012-09-02,2012-07-31,1
AQ20010770,DHL No. 22 Limited Partnership,690 boulevard René-Lévesque Est  Québec G1R5A8,Syndicat des employé-es de l'Hôtel Delta Québec ,CSN,Grève,Hébergement,9111,Capitale-Nationale,143,71,2012-09-02,2012-09-02,2012-09-01,1
AM20006876,Métaux Russel inc.,1900 Minnesota Court Suite 210 Mississauga ON  L5N3C9,Syndicat des travailleurs d'Acier Leroux de Boucherville ,CSN,Grève,"Commerces de gros des articles de quincaillerie, de matériel de plomberie et de chauffage et des matériaux de construction",5611,Montérégie,94,9776,2012-09-11,2013-02-10,2012-04-30,153
AQ20012954,Technofil inc.,105 rue Renaud  Laurierville G0S1P0,Union des employés et employées de service section locale 800,FTQ,Grève,Industries de l'habillement,2433,Mauricie,55,110,2012-10-02,2012-10-03,2011-11-30,2
AM20011527,Odyscène inc.,45A boulevard du Curé-Labelle  Sainte-Thérèse J7E2X2,Alliance internationale des employés de scène et de cinéma section locale 56 (AIEST local 56),FTQ,Grève,Services de divertissements et de loisirs,9631,Laurentides,20,20,2012-10-18,2012-10-18,,1
AM10055013,Silverbirch No. 13 Operations Limited Partnership Hôtel des Seigneurs,1100-1200 rue Johnson Ouest Saint-Hyacinthe  QC  J2S7K7,Syndicat des travailleur-euses de l'hôtel des Seigneurs de Saint-Hyacinthe ,CSN,Grève,Hébergement,9111,Montérégie,143,60428,2012-10-20,2013-12-21,2012-07-31,428
AM20009332,Bibliothèque et archives nationales du Québec,475 boulevard De Maisonneuve Est  Montréal H2L5C4,Syndicat de la fonction publique et parapublique du Québec inc.,Indépendant,Grève,Services d'enseignement,8561,Toutes les régions,160,319,2012-10-30,2012-12-14,2011-06-01,46
AQ10035039,Bombardier Transport Canada inc.,130 route 230 Case postale 580 La Pocatière G0R1Z0,Le Syndicat des employés de Bombardier La Pocatière ,CSN,Grève,Industries du matériel de transport,3261,Bas-Saint-Laurent,250,8750,2012-11-01,2012-12-05,2011-09-30,35
AM10011752,Waterville T.G. inc.,10 rue du Dépôt  Waterville J0B3H0,Syndicat des Métallos section locale 696,FTQ,Grève,Industrie des produits du caoutchouc,1599,Estrie,555,1942,2012-11-11,2012-11-14,2011-07-31,4
AM20011711,Provigo Québec inc.,400 avenue Sainte-Croix  Saint-Laurent H4N3L4,Syndicat des travailleuses et travailleurs de Provigo Témiscaming ,CSN,Lock-out,"Commerces de détail des aliments, boissons, médicaments et tabac",6011,Abitibi-Témiscamingue,21,16800,2012-12-15,2015-02-06,2012-04-30,784
AQ20010421,"Société Senna SENC., Seigneurie de Salaberry",20 rue Saint-Jean  Québec G1R1N6,Syndicat québécois des employées et employés de service section locale 298 ,FTQ,Grève,Services de santé et services sociaux,8627,Capitale-Nationale,19,15,2012-12-21,2012-12-27,2012-05-27,7
AM20004550,Blue Mountain Wallcoverings Canada inc.,1400 rue Graham-Bell  Boucherville J4B6H5,Syndicat des travailleuses et travailleurs de Blue Mountain ,CSN,Grève,Industries du papier et des produits en papier,2791,Estrie,25,25,2013-02-11,2013-02-11,2011-12-31,1
AQ20008129,Automobiles du Fjord inc.,825 rue Alma  Chicoutimi G7H4E7,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,5,3705,2013-02-18,2016-01-22,2013-02-28,1069
AQ20008231,9171-1440 Québec inc. (Maison de l'auto Dolbeau-Mistassini),42 boulevard Saint-Michel  Dolbeau-Mistassini G8L5J3,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,10,7410,2013-02-18,2016-01-22,2013-02-28,1069
AQ20010160,Maison Mitsubishi,62 boulevard de l'Anse  Roberval G8H1Y9,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,2,1482,2013-02-18,2016-01-22,2013-02-28,1069
AM10052135,Ville de Montréal,Service du capital humain Direction des relations de travail 3711 rue Saint-Antoine Ouest bureau 100 Montréal QC H4C0C1,Syndicat professionnel des scientifiques à pratique exclusive de Montréal,Indépendant,Grève,Services des administrations locales,8351,Montréal,402,365,2013-02-20,2013-02-20,2010-12-31,1
AM10056155,Solution Digitale inc.,1730 rue Eiffel  Boucherville J4B7W1,Teamsters Québec section locale 106,FTQ,Lock-out,Autres services,9949,Laval,6,444,2013-02-22,2013-06-09,2012-01-31,108
AQ10054197,Le Centre de la petite enfance de Matane,335 rue de la Gare  Matane G4W3J4,Syndicat des travailleuses des centres de la petite enfance de la MRC de Matane ,CSN,Grève,Services de santé et services sociaux,8641,Bas-Saint-Laurent,26,13,2013-02-22,2013-02-22,2010-03-31,1
AM10009411,Ville de Deux-Montagnes,801 chemin d'Oka  Deux-Montagnes J7R1L8,Syndicat canadien de la fonction publique section locale 985,FTQ,Grève,Services des administrations locales,8351,Laurentides,26,26,2013-02-26,2013-02-26,2011-12-31,1
AQ20009125,Alma Honda,2625 avenue du Pont Sud  Alma G8B5V2,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,2,1462,2013-03-04,2016-01-22,2013-02-28,1055
AQ20009356,Alma Honda,2625 avenue du Pont Sud  Alma G8B5V2,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,13,9503,2013-03-04,2016-01-22,2013-02-28,1055
AQ20010584,9034-4227 Québec inc. (St-Félicien Toyota),766 boulevard Sacré-Coeur  Saint-Félicien G8K1S8,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,5,3655,2013-03-04,2016-01-22,2013-02-28,1055
AQ10031223,Rocoto ltée,1540 boulevard du Royaume Ouest  Saguenay G7H5B1,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,37,27010,2013-03-05,2016-01-22,2013-02-28,1054
AQ10031652,La Maison de l'auto St-Félicien ltée (1983),1035 Route 169  Saint-Félicien G8K1J5,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,8,5840,2013-03-05,2016-01-22,2013-02-28,1054
AQ10032085,L.D. Automobiles (1986) inc.,854 boulevard Sacré-Coeur  Saint-Félicien G8K1S2,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,10,7300,2013-03-05,2016-01-22,2013-02-28,1054
AQ10032453,Paul Dumas Chevrolet ltée,762 boulevard Sacré-Coeur Case postale 7800 Saint-Félicien G8K2R4,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,9,6570,2013-03-05,2016-01-22,2013-02-28,1054
AQ10032706,Léo Automobiles ltée (Division Auto),1849 boulevard Talbot  Saguenay G7H7Y4,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,22,16060,2013-03-05,2016-01-22,2013-02-28,1054
AQ10033686,Dolbeau Automobiles ltée,1770 boulevard Wallberg Dolbeau-Mistassini QC  G8L1H8,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,8,5840,2013-03-05,2016-01-22,2013-02-28,1054
