titre_lieu,url_fiche,description,date_cree,date_revision,arrondissements,types,installations,activites,commodites,accessibilite,categories,statut_ouverture,horaire_par_jour,commentaires_horaire,reglementation,paiement,telephone,courriel,titre_lieu_adresse_postale,adresse_principale,adresse_secondaire,code_postal,ville,lat,long,X,Y
"Jeux d'eau du parc Saint-Laurent - Arr. Saint-Laurent","https://montreal.ca/lieux/jeux-deau-du-parc-saint-laurent-arr-saint-laurent","La qualité de l’eau est rigoureusement testée chaque jour.Il est conseillé de vêtir son maillot et d’appliquer la crème solaire avant l’arrivée. Les toilettes et les vestiaires sont ouverts.La Ville n’est pas responsable des objets perdus ou volés.","2021-05-20","2024-06-27","Saint-Laurent","Sportifs et récréatifs","Jeux d'eau","","Toilettes","","Culture et sports",""," ","","","","","","Jeux d'eau du parc Saint-Laurent - Arr. Saint-Laurent","845, rue Poirier",,"H4L1G4","Montréal",45.527414,-73.687421,290160.1,5043072.3
"Pataugeoire du parc Saint-Laurent - Arr. Saint-Laurent","https://montreal.ca/lieux/pataugeoire-du-parc-saint-laurent-arr-saint-laurent","La qualité de l’eau est rigoureusement testée chaque jour.Il est conseillé de vêtir son maillot et d’appliquer la crème solaire avant l’arrivée. Les toilettes et les vestiaires sont ouverts.La Ville n’est pas responsable des objets perdus ou volés.","2021-05-24","2024-06-27","Saint-Laurent","Sportifs et récréatifs","Pataugeoire","Baignade","Toilettes","","Culture et sports",""," ","","","","","","Pataugeoire du parc Saint-Laurent - Arr. Saint-Laurent","845, rue Poirier",,"H4L1G4","Montréal",45.527414,-73.687421,290160.1,5043072.3
"Piscine du parc Saint-Laurent - Arr. Saint-Laurent","https://montreal.ca/lieux/piscine-du-parc-saint-laurent-arr-saint-laurent","Piscine réservée pour la nage en longueur de 12h00 à 13h00.Nage en longueur en soirée : 2 corridors.La qualité de l’eau est rigoureusement testée chaque jour.Il est conseillé de vêtir son maillot et d’appliquer la crème solaire avant l’arrivée. Les toilettes sont ouvertes.La Ville n’est pas responsable des objets perdus ou volés.–––––––––––––Pour les cours de natation:Consulter le personnel aquatique quelques jours avant l’inscription si le niveau requis pour l’enfant est inconnu.–––––––––––––Voici tous les critères à respecter pour qu’un enfant puisse avoir la possibilité d’aller seul à la piscine :Être âgé de 8 ans et plusÊtre capable de nager sans aide flottante à tous les endroits de la piscine  (un test des habiletés de nage pourra être effectué en tout temps par le personnel aquatique pour vérifier si l’enfant peut nager sans aide flottante)Être capable d’aller à la toilette seulÊtre capable de s’orienter seulÊtre capable d’écouter les consignes","2021-05-24","2024-06-27","Saint-Laurent","Sportifs et récréatifs","Piscine extérieure","Baignade","Toilettes,Vestiaire","","Culture et sports",""," ","","","","","","Piscine du parc Saint-Laurent - Arr. Saint-Laurent","845 rue Poirier",,,"Montréal",45.527637887909,-73.687627952538,290144,5043097.2
"Parc Saint-Laurent - Arr. Saint-Laurent","https://montreal.ca/lieux/parc-saint-laurent-arr-saint-laurent","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air. La piste d’athlétisme est ouverte de 6 h à 23 h.Le terrain de basketball est ouvert de 6 h à 22 h.","2020-05-21","2023-11-23","Saint-Laurent","Parc et jardins","Parc","Tennis,Patinage,Basketball,Baseball,Baignade","Module de jeu pour enfants,Terrain de basketball,Toilettes,Vestiaire","","Culture et sports",""," Terrains de tennis [Lundi, ouverture:09:00, fermeture:22:00,Mardi, ouverture:09:00, fermeture:22:00,Mercredi, ouverture:09:00, fermeture:22:00,Jeudi, ouverture:09:00, fermeture:22:00,Vendredi, ouverture:09:00, fermeture:22:00,Samedi, ouverture:09:00, fermeture:22:00,Dimanche, ouverture:09:00, fermeture:22:00]","","","","numéro: 5148556127","","Parc Saint-Laurent - Arr. Saint-Laurent","845, rue Poirier",,"H4L1G4","Montréal",45.527414,-73.687421,290160.1,5043072.3
"Anneau de glace du parc Saint-Laurent","https://montreal.ca/lieux/anneau-de-glace-du-parc-saint-laurent","Vérifiez les conditions avant de vous déplacer.","2020-12-16","2023-03-17","Saint-Laurent","Sportifs et récréatifs","Patinoire","Patinage","","","Culture et sports",""," Patinoire du parc Saint-Laurent [Lundi, ouverture:06:00, fermeture:22:00,Mardi, ouverture:06:00, fermeture:22:00,Mercredi, ouverture:06:00, fermeture:22:00,Jeudi, ouverture:06:00, fermeture:22:00,Vendredi, ouverture:06:00, fermeture:22:00,Samedi, ouverture:06:00, fermeture:22:00,Dimanche, ouverture:06:00, fermeture:22:00]","Selon les conditions","","","numéro: 5148556127","","Anneau de glace du parc Saint-Laurent","Rue Poirier",,,"Montréal",45.527251813859,-73.687338577838,290166.5,5043054.2
"Chalet du parc Noël-Sud","https://montreal.ca/lieux/chalet-du-parc-noel-sud","Le chalet offre une halte toilettes et une aire de détente.","2021-03-01","2024-04-26","Saint-Laurent","Parc et jardins","Chalet","Tennis,Pétanque ou bocce,Basketball,Baseball","","","Culture et sports",""," Horaire [Lundi, ouverture:14:00, fermeture:23:00,Mardi, ouverture:14:00, fermeture:23:00,Mercredi, ouverture:14:00, fermeture:23:00,Jeudi, ouverture:14:00, fermeture:23:00,Vendredi, ouverture:13:00, fermeture:23:00,Samedi, ouverture:10:00, fermeture:23:00,Dimanche, ouverture:10:00, fermeture:23:00]","Les horaires peuvent varier selon la disponibilité des surveillants, selon la température et les activités. Ils sont toutefois respectés la majorité du temps.","","","","","Chalet du parc Noël-Sud","302, rue Biret",,"H4R1G2","Montréal",45.515386773563,-73.726421189609,287109.9,5041743.5
"Court de tennis du parc Noël-Sud","https://montreal.ca/lieux/court-de-tennis-du-parc-noel-sud","Pour en profiter, vous devez réserver votre court sur Loisirs MontréalLes citoyens doivent fournir leur équipement (raquette, balle…) : Aucun équipement fourni par l’arrondissement (outre le filet ou le panier).Chaussure et vêtements de sports obligatoires.Tennis libre :GratuitPour les résidents de MontréalRéservation par Loisirs MontréalCours de tennis :PayantInscription par Loisirs MontréalVous devez avoir une carte de bibliothèque ou une carte de loisirs valide pour vous créer un compte sur Loisirs Montréal","2021-04-02","2024-05-02","Saint-Laurent","Sportifs et récréatifs","Terrain de tennis ou pickleball","Tennis","","","Culture et sports",""," Horaire [Lundi, ouverture:09:00, fermeture:22:00,Mardi, ouverture:09:00, fermeture:22:00,Mercredi, ouverture:09:00, fermeture:22:00,Jeudi, ouverture:09:00, fermeture:22:00,Vendredi, ouverture:09:00, fermeture:22:00,Samedi, ouverture:09:00, fermeture:22:00,Dimanche, ouverture:09:00, fermeture:22:00]","Selon les conditions","Réservation :Une carte biblio-loisirs valide est requise pour s’inscrire par Loisirs MontréalIl est possible de s’inscrire 72 heures à l’avance.Le citoyen doit fournir sa preuve de réservation avec sa carte biblio-loisirs sur demande.L’arrondissement se réserve le droit d’annuler l’inscription de toutes personnes ne respectant pas les conditions d’inscription.Une seule réservation par jour, par personne ou groupe est permise.Demandes d’annulation, de remboursement ou de transfert (cours de tennis) :La Direction de la culture, des sports, des loisirs et du développement social se réserve le droit d’annuler une activité. Dans ce cas, les personnes déjà inscrites seront remboursées en totalité.L’arrondissement se réserve le droit d’annuler un maximum d’un cours sans remboursement, en cas de situation hors de son contrôle.Aucune demande d’annulation ou de remboursement n’est accepté, sauf pour des raisons majeures.Seules les demandes de transfert faites 24 h avant la réservation concernée sont acceptées.Lors d’un remboursement, une somme de 20$ par inscription est conservée pour couvrir les frais administratifs, ainsi qu’un montant correspondant au prorata des cours écoulés à la date de la demande. La décision finale appartient à l’administration de l’arrondissement.Lorsqu’une note de crédit est émise, aucuns frais administratifs ne sont appliqués. Toutefois, un montant correspondant au prorata des cours écoulés à la date de la demande est conservé.Demandes d’annulation, de remboursement ou de transfert (tennis libre) :Le tennis libre est gratuit.Les citoyens peuvent annuler eux-mêmes leur réservation par Loisirs Montréal","","","","Court de tennis du parc Noël-Sud","3025, rue Biret",,"H4R1G2","Montréal",45.515693301207,-73.727560680352,287021,5041777.9
"Parc Noël-Sud","https://montreal.ca/lieux/parc-noel-sud","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.Le terrain de basketball est ouvert de 6 h à 22 h.Le terrain de pétanque est ouvert de 6 h à 22 h.","2019-09-05","2022-05-06","Saint-Laurent","Parc et jardins","Parc","Pétanque ou bocce,Basketball","Terrain de basketball","","Culture et sports",""," Terrains de tennis [Lundi, ouverture:09:00, fermeture:22:00,Mardi, ouverture:09:00, fermeture:22:00,Mercredi, ouverture:09:00, fermeture:22:00,Jeudi, ouverture:09:00, fermeture:22:00,Vendredi, ouverture:09:00, fermeture:22:00,Samedi, ouverture:09:00, fermeture:22:00,Dimanche, ouverture:09:00, fermeture:22:00]","","","","numéro: 5149562594","","Parc Noël-Sud","3025, rue Biret",,"H4R1G2","Montréal",45.515867,-73.726244,287123.9,5041796.9
"Parc Ronald-Moreau","https://montreal.ca/lieux/parc-ronald-moreau","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2019-09-03","2023-06-21","Saint-Laurent","Parc et jardins","Parc","","Module de jeu pour enfants","","Culture et sports",""," Horaire [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc Ronald-Moreau","850, rue Maheu",,"H4M2Y7","Montréal",45.49772693809,-73.696492016402,289443.5,5039774.8
"Piscine du cégep du Vieux Montréal","https://montreal.ca/lieux/piscine-du-cegep-du-vieux-montreal","Pour vous détendre ou vous entraîner, la piscine du cégep du Vieux Montréal vous accueille gratuitement pour le bain libre et les activités aquatiques.","2019-10-02","2024-08-17","Ville-Marie","Sportifs et récréatifs","Piscine intérieure","Baignade","Douches,Machine distributrice,Stationnement ($),Support à vélo,Toilettes,Vestiaire universel","","Culture et sports",""," ","","","","numéro: 5149823457","","Piscine du cégep du Vieux Montréal","255, rue Ontario Est",,"H2X1X6","Montréal",45.514598500625,-73.566368222237,299614.6,5041633.1
"Parc Raymond-Lagacé","https://montreal.ca/lieux/parc-raymond-lagace","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2019-09-04","2024-08-17","Saint-Laurent","Parc et jardins","Parc","","","","Culture et sports",""," Horaire [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc Raymond-Lagacé","2813, rue des Outardes",,"H4R3J6","Montréal",45.4673334995922,-73.83294459087742,278765.3,5036432.3
"Chalet du parc Poirier","https://montreal.ca/lieux/chalet-du-parc-poirier","Le chalet offre une halte toilettes et une aire de détente.","2021-03-01","2024-04-26","Saint-Laurent","Parc et jardins","Chalet","Patinage,Basketball","","","Culture et sports",""," Horaire [Lundi, ouverture:16:00, fermeture:22:00,Mardi, ouverture:16:00, fermeture:22:00,Mercredi, ouverture:16:00, fermeture:22:00,Jeudi, ouverture:16:00, fermeture:22:00,Vendredi, ouverture:16:00, fermeture:22:00,Samedi, ouverture:10:00, fermeture:22:00,Dimanche, ouverture:10:00, fermeture:22:00]","Les horaires peuvent varier selon la disponibilité des surveillants, selon la température et les activités. Ils sont toutefois respectés la majorité du temps.","","","","","Chalet du parc Poirier","900, rue Trudeau",,"H4N2B8","Montréal",45.514754663629,-73.66250386054,292103.6,5041661.2
"Jeux d'eau du parc Poirier","https://montreal.ca/lieux/jeux-deau-du-parc-poirier","Venez vous rafraîchir et profitez du parc pour faire un pique-nique.","2021-05-21","2024-07-25","Saint-Laurent","Sportifs et récréatifs","Jeux d'eau","","","","Culture et sports",""," Horaire [Lundi, ouverture:09:00, fermeture:22:00,Mardi, ouverture:09:00, fermeture:22:00,Mercredi, ouverture:09:00, fermeture:22:00,Jeudi, ouverture:09:00, fermeture:22:00,Vendredi, ouverture:09:00, fermeture:22:00,Samedi, ouverture:09:00, fermeture:22:00,Dimanche, ouverture:09:00, fermeture:22:00]","","","","","","Jeux d'eau du parc Poirier","900, rue Trudeau",,"H4N2B8","Montréal",45.51400176081,-73.662801425896,292080.2,5041577.6
"Patinoire du parc Poirier","https://montreal.ca/lieux/patinoire-du-parc-poirier","Vérifiez les conditions avant de vous déplacer.","2020-11-30","2024-06-05","Saint-Laurent","Sportifs et récréatifs","Patinoire","Patinage,Hockey","","","Culture et sports",""," Horaire [Lundi, ouverture:06:00, fermeture:22:00,Mardi, ouverture:06:00, fermeture:22:00,Mercredi, ouverture:06:00, fermeture:22:00,Jeudi, ouverture:06:00, fermeture:22:00,Vendredi, ouverture:06:00, fermeture:22:00,Samedi, ouverture:06:00, fermeture:22:00,Dimanche, ouverture:06:00, fermeture:22:00]","Selon les conditions","","","","","Patinoire du parc Poirier","900, rue Trudeau",,"H4N2B8","Montréal",45.514340072957,-73.66273705288,292085.3,5041615.2
"Parc Poirier","https://montreal.ca/lieux/parc-poirier","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air. Les jeux d’eau sont ouverts de 9 h à 21 h.Modules de jeux pour enfants et table de ping-pong sur place.","2019-09-04","2022-05-17","Saint-Laurent","Parc et jardins","Parc","Basketball","Table de ping pong,Terrain de basketball","","Culture et sports",""," Horaire [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","numéro: 5148556115","","Parc Poirier","900, rue Trudeau",,"H4N2B8","Montréal",45.514616640037,-73.662757276475,292083.8,5041645.9
"Chalet du parc Noël-Nord","https://montreal.ca/lieux/chalet-du-parc-noel-nord","Le chalet offre une halte toilettes et une aire de détente.","2021-03-01","2024-04-26","Saint-Laurent","Parc et jardins","Chalet","Patinage,Basketball","","","Culture et sports",""," Horaire [Lundi, ouverture:14:00, fermeture:23:00,Mardi, ouverture:14:00, fermeture:23:00,Mercredi, ouverture:14:00, fermeture:23:00,Jeudi, ouverture:14:00, fermeture:23:00,Vendredi, ouverture:13:00, fermeture:23:00,Samedi, ouverture:10:00, fermeture:23:00,Dimanche, ouverture:10:00, fermeture:23:00]","Les horaires peuvent varier selon la disponibilité des surveillants, selon la température et les activités. Ils sont toutefois respectés la majorité du temps.","","","","","Chalet du parc Noël-Nord","2900, rue Baker",,"H4K2V4","Montréal",45.517706675448,-73.728620776972,286938.8,5042001.8
"Terrain de soccer du parc Noël-Nord","https://montreal.ca/lieux/terrain-de-soccer-du-parc-noel-nord","Vous devez réserver votre place pour en profiter.","2021-03-20","2024-05-22","Saint-Laurent","Sportifs et récréatifs","Terrain de soccer","Soccer","","","Culture et sports",""," Horaire [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","Selon les conditions","","","","","Terrain de soccer du parc Noël-Nord","2900, rue Baker",,"H4K2V4","Montréal",45.51670119075,-73.728515546761,286946.7,5041890.1
"Piscine du parc Noël-Nord","https://montreal.ca/lieux/piscine-du-parc-noel-nord","Piscine réservée pour la nage en longueur de 12h00 à 13h00.Nage en longueur en soirée : 3 corridorsLa qualité de l’eau est rigoureusement testée chaque jour.Il est conseillé de vêtir son maillot et d’appliquer la crème solaire avant l’arrivée. Les toilettes et les vestiaires sont ouverts.La Ville n’est pas responsable des objets perdus ou volés.–––––––––––––Pour les cours de natation:Consulter le personnel aquatique quelques jours avant l’inscription si le niveau requis pour l’enfant est inconnu.–––––––––––––Voici tous les critères à respecter pour qu’un enfant puisse avoir la possibilité d’aller seul à la piscine :Être âgé de 8 ans et plusÊtre capable de nager sans aide flottante à tous les endroits de la piscine  (un test des habiletés de nage pourra être effectué en tout temps par le personnel aquatique pour vérifier si l’enfant peut nager sans aide flottante)Être capable d’aller à la toilette seulÊtre capable de s’orienter seulÊtre capable d’écouter les consignes","2021-05-27","2024-06-27","Saint-Laurent","Sportifs et récréatifs","Piscine extérieure","Baignade","Douches,Toilettes,Vestiaire,Vestiaire familial","","Culture et sports",""," ","","","","","","Piscine du parc Noël-Nord","2900, rue Baker",,"H4K2V4","Montréal",45.517399825994,-73.72835461422,286959.5,5041967.7
"Pataugeoire du parc Noël-Nord","https://montreal.ca/lieux/pataugeoire-du-parc-noel-nord","La qualité de l’eau est rigoureusement testée chaque jour.Il est conseillé de vêtir son maillot et d’appliquer la crème solaire avant l’arrivée. Les toilettes et les vestiaires sont ouverts.La Ville n’est pas responsable des objets perdus ou volés.","2021-05-27","2024-06-27","Saint-Laurent","Sportifs et récréatifs","Pataugeoire","Baignade","Toilettes","","Culture et sports",""," ","","","","","","Pataugeoire du parc Noël-Nord","2900, rue Baker",,"H4K2V4","Montréal",45.517384790759,-73.728322427712,286962,5041966
"Parc Noël-Nord","https://montreal.ca/lieux/parc-noel-nord","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.Le terrain de basketball est ouvert de 6 h à 22 h","2019-09-05","2022-05-06","Saint-Laurent","Parc et jardins","Parc","Basketball","Terrain de basketball","","Culture et sports",""," Horaire [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","numéro: 5149562593","","Parc Noël-Nord","2900, rue Baker",,"H4K2V4","Montréal",45.517342863207,-73.728684919125,286933.7,5041961.4
"Patinoire du parc Noël-Nord","https://montreal.ca/lieux/patinoire-du-parc-noel-nord","Vérifiez les conditions avant de vous déplacer.","2020-11-30","2023-03-17","Saint-Laurent","Sportifs et récréatifs","Patinoire","Patinage,Hockey","","","Culture et sports",""," Horaire [Lundi, ouverture:06:00, fermeture:22:00,Mardi, ouverture:06:00, fermeture:22:00,Mercredi, ouverture:06:00, fermeture:22:00,Jeudi, ouverture:06:00, fermeture:22:00,Vendredi, ouverture:06:00, fermeture:22:00,Samedi, ouverture:06:00, fermeture:22:00,Dimanche, ouverture:06:00, fermeture:22:00]","Selon les conditions","","","","","Patinoire du parc Noël-Nord","2900, rue Baker",,"H4K2V4","Montréal",45.516881108075,-73.729051988564,286904.9,5041910.2
"Chalet du parc Marcel-Laurin","https://montreal.ca/lieux/chalet-du-parc-marcel-laurin","Le chalet offre une halte toilettes et une aire de détente.","2021-02-26","2024-04-26","Saint-Laurent","Parc et jardins","Chalet","Tennis,Soccer,Patinage","","","Culture et sports",""," Horaire [Lundi, ouverture:14:00, fermeture:23:00,Mardi, ouverture:14:00, fermeture:23:00,Mercredi, ouverture:14:00, fermeture:23:00,Jeudi, ouverture:14:00, fermeture:23:00,Vendredi, ouverture:13:00, fermeture:23:00,Samedi, ouverture:10:00, fermeture:23:00,Dimanche, ouverture:10:00, fermeture:23:00]","Les horaires peuvent varier selon la disponibilité des surveillants, selon la température et les activités. Ils sont toutefois respectés la majorité du temps.","","","","","Chalet du parc Marcel-Laurin","2345, boulevard Thimens",,"H4R1T4","Montréal",45.507069673097,-73.70415036007,288847.6,5040814.6
"Terrain de soccer du parc Marcel-Laurin","https://montreal.ca/lieux/terrain-de-soccer-du-parc-marcel-laurin","Vous devez réserver votre place pour en profiter.","2021-03-20","2024-05-22","Saint-Laurent","Sportifs et récréatifs","Terrain de soccer","Soccer","","","Culture et sports",""," Horaire à compter du 22 mai 2024 [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","Selon les conditions","","","","","Terrain de soccer du parc Marcel-Laurin","2345, boulevard Thimens",,"H4R1T4","Montréal",45.508693752872,-73.702390830956,288985.5,5040994.7
"Court de tennis du parc Marcel-Laurin","https://montreal.ca/lieux/court-de-tennis-du-parc-marcel-laurin","Pour en profiter, vous devez réserver votre court sur Loisirs Montréal.Les citoyens doivent fournir leur équipement (raquette, balle…) : Aucun équipement fourni par l’arrondissement (outre le filet ou le panier).Chaussure et vêtements de sports obligatoires.Tennis libre :GratuitPour les résidents de MontréalRéservation par Loisirs MontréalCours de tennis :PayantInscription par Loisirs MontréalVous devez avoir une carte de bibliothèque ou une carte de loisirs valide pour vous créer un compte sur loisirs.montreal.ca.","2021-04-02","2024-05-02","Saint-Laurent","Sportifs et récréatifs","Terrain de tennis ou pickleball","Tennis","","","Culture et sports",""," Horaire [Lundi, ouverture:09:00, fermeture:22:00,Mardi, ouverture:09:00, fermeture:22:00,Mercredi, ouverture:09:00, fermeture:22:00,Jeudi, ouverture:09:00, fermeture:22:00,Vendredi, ouverture:09:00, fermeture:22:00,Samedi, ouverture:09:00, fermeture:22:00,Dimanche, ouverture:09:00, fermeture:22:00]","Selon les conditions","Réservation :Une carte biblio-loisirs valide est requise pour s’inscrire par Loisirs MontréalIl est possible de s’inscrire 72 heures à l’avance.Le citoyen doit fournir sa preuve de réservation avec sa carte biblio-loisirs sur demande.L’arrondissement se réserve le droit d’annuler l’inscription de toutes personnes ne respectant pas les conditions d’inscription.Une seule réservation par jour, par personne ou groupe est permise.Demandes d’annulation, de remboursement ou de transfert (cours de tennis) :La Direction de la culture, des sports, des loisirs et du développement social se réserve le droit d’annuler une activité. Dans ce cas, les personnes déjà inscrites seront remboursées en totalité.L’arrondissement se réserve le droit d’annuler un maximum d’un cours sans remboursement, en cas de situation hors de son contrôle.Aucune demande d’annulation ou de remboursement n’est accepté, sauf pour des raisons majeures.Seules les demandes de transfert faites 24 h avant la réservation concernée sont acceptées.Lors d’un remboursement, une somme de 20$ par inscription est conservée pour couvrir les frais administratifs, ainsi qu’un montant correspondant au prorata des cours écoulés à la date de la demande. La décision finale appartient à l’administration de l’arrondissement.Lorsqu’une note de crédit est émise, aucuns frais administratifs ne sont appliqués. Toutefois, un montant correspondant au prorata des cours écoulés à la date de la demande est conservé.Demandes d’annulation, de remboursement ou de transfert (tennis libre) :Le tennis libre est gratuit.Les citoyens peuvent annuler eux-mêmes leur réservation par Loisirs Montréal","","","","Court de tennis du parc Marcel-Laurin","2345, boulevard Thimens",,"H4R1T4","Montréal",45.508310293817,-73.701822202645,289029.9,5040952
"Parc Marcel-Laurin","https://montreal.ca/lieux/parc-marcel-laurin","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.La piste d’athlétisme et l’aire de planches à roulettes sont ouverts de 6 h à 23 h.","2019-09-05","2024-08-17","Saint-Laurent","Parc et jardins","Parc","","","","Culture et sports",""," Horaire [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","numéro: 5149562596","","Parc Marcel-Laurin","2345, boulevard Thimens",,"H4R1T4","Montréal",45.507514,-73.705298,288758,5040864.2
"Piste d’athlétisme du parc Marcel-Laurin","https://montreal.ca/lieux/piste-dathletisme-du-parc-marcel-laurin","Cette section du parc Marcel-Laurin est aménagée pour la pratique de l’athlétisme. La piste est éclairée jusqu’à 23 h.","2024-01-30","2024-08-17","Saint-Laurent","Sportifs et récréatifs","Piste d'athlétisme","","","","Culture et sports",""," Horaire [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Piste d’athlétisme du parc Marcel-Laurin","2345, boulevard Thimens",,"H4R1T4","Montréal",45.50862588555815,-73.70332003056332,288912.9,5040987.4
"Parc à chiens du parc Marcel-Laurin","https://montreal.ca/lieux/parc-chiens-du-parc-marcel-laurin","Pour profiter de ce parc, votre chien doit porter sa médaille.","2020-10-20","2021-04-01","Saint-Laurent","Parc et jardins","Parc à chiens","","","","Animaux et insectes",""," Horaire [Lundi, ouverture:06:00, fermeture:21:00,Mardi, ouverture:06:00, fermeture:21:00,Mercredi, ouverture:06:00, fermeture:21:00,Jeudi, ouverture:06:00, fermeture:21:00,Vendredi, ouverture:06:00, fermeture:21:00,Samedi, ouverture:06:00, fermeture:21:00,Dimanche, ouverture:06:00, fermeture:21:00]","","","","","","Parc à chiens du parc Marcel-Laurin","1325 Boulevard Alexis-Nihon",,"H4R 2K1","Saint-Laurent",45.508489801759,-73.699057102203,289246,5040971.4
"Chalet du parc Hartenstein","https://montreal.ca/lieux/chalet-du-parc-hartenstein","Le chalet offre une halte toilettes et une aire de détente.","2021-02-26","2024-04-26","Saint-Laurent","Parc et jardins","Chalet","Tennis,Soccer,Volleyball","","","Culture et sports",""," Horaire [Lundi, ouverture:14:00, fermeture:23:00,Mardi, ouverture:14:00, fermeture:23:00,Mercredi, ouverture:14:00, fermeture:23:00,Jeudi, ouverture:14:00, fermeture:23:00,Vendredi, ouverture:13:00, fermeture:23:00,Samedi, ouverture:10:00, fermeture:23:00,Dimanche, ouverture:10:00, fermeture:23:00]","Les horaires peuvent varier selon la disponibilité des surveillants, selon la température et les activités. Ils sont toutefois respectés la majorité du temps.","","","","","Chalet du parc Hartenstein","1505, rue Cardinal",,"H4L3G3","Montréal",45.518497387276,-73.690803688012,289893.5,5042082
"Terrain de soccer du parc Hartenstein","https://montreal.ca/lieux/terrain-de-soccer-du-parc-hartenstein","Vous devez réserver votre place pour en profiter.Renseignement et réservation : 514 855-6110, poste 4702","2021-03-20","2024-06-28","Saint-Laurent","Sportifs et récréatifs","Terrain de soccer","Soccer","","","Culture et sports",""," Horaire [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","Selon les conditions","","","","","Terrain de soccer du parc Hartenstein","1505, rue Cardinal",,"H4L3G3","Montréal",45.517237773398,-73.690567653618,289911.6,5041942
