Serie;No_tuile;Nom_tuile;Cover;TIFF_CCL;TIFF_MTM;PDF;FGDB
Sud;22P-so;Lac à l'Aigle;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/22P_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/22P_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/22P_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/22Pso_trq_mtm.pdf;
Sud;22P-se;Lac Magpie;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/22P_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/22P_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/22P_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/22Pse_trq_mtm.pdf;
Sud;12M-so;Lac Desaulniers;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/12M_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/12M_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/12M_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/12Mso_trq_mtm.pdf;
Sud;12M-se;Lac Saumur;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/12M_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/12M_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/12M_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/12Mse_trq_mtm.pdf;
Sud;12N-so;Lac Le Doré;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/12N_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/12N_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/12N_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/12Nso_trq_mtm.pdf;
Sud;12N-se;Lac Montcevelles;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/12N_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/12N_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/12N_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/12Nse_trq_mtm.pdf;
Sud;12O-so;Lac Boucher;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/12O_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/12O_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/12O_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/12Oso_trq_mtm.pdf;
Sud;12O-se;Saint-Augustin;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/12O_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/12O_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/12O_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/12Ose_trq_mtm.pdf;
Sud;12P-so;Blanc-Sablon;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/12P_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/12P_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/12P_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/12Pso_trq_mtm.pdf;
Sud;32L-no;Rivière Harricana;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32L_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32L_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32L_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32Lno_trq_mtm.pdf;
Sud;32L-ne;Rivière Missicabi;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32L_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32L_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32L_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32Lne_trq_mtm.pdf;
Sud;32K-no;Lac Dana;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32K_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32K_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32K_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32Kno_trq_mtm.pdf;
Sud;32K-ne;Lac Théodat;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32K_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32K_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32K_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32Kne_trq_mtm.pdf;
Sud;32J-no;Lac Assinica;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32J_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32J_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32J_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32Jno_trq_mtm.pdf;
Sud;32J-ne;Lac Troilus;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32J_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32J_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32J_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32Jne_trq_mtm.pdf;
Sud;32I-no;Presqu'île Abatagouche;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32I_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32I_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32I_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32Ino_trq_mtm.pdf;
Sud;32I-ne;Lac à l'Eau Froide;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32I_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32I_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32I_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32Ine_trq_mtm.pdf;
Sud;22L-no;Lac Onistagane;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/22L_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/22L_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/22L_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/22Lno_trq_mtm.pdf;
Sud;22L-ne;Lac Manouane;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/22L_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/22L_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/22L_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/22Lne_trq_mtm.pdf;
Sud;22K-no;Lac Guinecourt;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/22K_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/22K_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/22K_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/22Kno_trq_mtm.pdf;
Sud;22K-ne;Lac Berté;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/22K_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/22K_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/22K_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/22Kne_trq_mtm.pdf;
Sud;22J-no;Lac Fortin;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/22J_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/22J_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/22J_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/22Jno_trq_mtm.pdf;
Sud;22J-ne;Lac Dollard;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/22J_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/22J_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/22J_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/22Jne_trq_mtm.pdf;
Sud;22I-no;Lac Manitou;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/22I_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/22I_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/22I_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/22Ino_trq_mtm.pdf;
Sud;22I-ne;Rivière Magpie;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/22I_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/22I_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/22I_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/22Ine_trq_mtm.pdf;
Sud;12L-no;Lac Allard;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/12L_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/12L_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/12L_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/12Lno_trq_mtm.pdf;
Sud;12L-ne;Lac de la Robe Noire;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/12L_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/12L_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/12L_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/12Lne_trq_mtm.pdf;
Sud;12K-no;Lac D'Auteuil;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/12K_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/12K_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/12K_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/12Kno_trq_mtm.pdf;
Sud;12K-ne;Lac Goyelle;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/12K_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/12K_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/12K_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/12Kne_trq_mtm.pdf;
Sud;12J-no;Tête-à-la-Baleine;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/12J_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/12J_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/12J_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/12Jno_trq_mtm.pdf;
Sud;12J-ne;La Tabatière;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/12J_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/12J_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/12J_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/12Jne_trq_mtm.pdf;
Sud;32L-so;Rivière Mannerelle;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32L_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32L_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32L_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32Lso_trq_mtm.pdf;
Sud;32L-se;Lac Lucie;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32L_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32L_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32L_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32Lse_trq_mtm.pdf;
Sud;32K-so;Lac Soscumica;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32K_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32K_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32K_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32Kso_trq_mtm.pdf;
Sud;32K-se;Lac Poncheville;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32K_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32K_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32K_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32Kse_trq_mtm.pdf;
Sud;32J-so;Lac Comencho;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32J_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32J_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32J_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32Jso_trq_mtm.pdf;
Sud;32J-se;Lac Opataca;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32J_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32J_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32J_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32Jse_trq_mtm.pdf;
Sud;32I-so;Mistissini;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32I_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32I_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32I_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32Iso_trq_mtm.pdf;
Sud;32I-se;Rivière des Framboises;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32I_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32I_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32I_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32Ise_trq_mtm.pdf;
Sud;22L-so;Lac Péribonka;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/22L_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/22L_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/22L_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/22Lso_trq_mtm.pdf;
Sud;22L-se;Rivière Manouane;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/22L_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/22L_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/22L_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/22Lse_trq_mtm.pdf;
Sud;22K-so;Réservoir Outardes Quatre;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/22K_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/22K_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/22K_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/22Kso_trq_mtm.pdf;
Sud;22K-se;Réservoir Manic Trois;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/22K_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/22K_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/22K_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/22Kse_trq_mtm.pdf;
