"rescode","resgroupe","rescodetitre","restitre","resentreefonction","resnom","resprenom","resestvacant"
"78015","Direction","305A","Responsable des travaux publics","2002-06-25","Bazinet","Sylvain","non"
"78020","Responsable","205B","Greffière-trésorière","2024-07-08","Choquette","Sophie","non"
"78020","Direction","209B","Directrice générale","2024-07-08","Choquette","Sophie","non"
"78020","Conseiller","003B","Conseillère n° 3","2021-11-07","Allaire","Monique","non"
"78020","Conseiller","001B","Conseillère n° 1","2021-11-07","Lavigne","Gabrielle","non"
"78020","Conseiller","004A","Conseiller n° 4","2021-11-07","Picard","Martin","non"
"78020","Conseiller","002A","Conseiller n° 2","2021-10-01","Loranger","Sylvain","non"
"78020","Conseiller","005B","Conseillère n° 5","2021-11-07","Brunet","Isabelle","non"
"78020","Mairie","000A","Maire","2023-10-20","Grenon","Luc","non"
"78020","Responsable","243A","Inspecteur municipal et de voirie","2022-10-11","Lortie","Mario","non"
"78020","Responsable","251A","Inspecteur en environnement","2023-05-22","Lévesque","Étienne","non"
"78020","Direction","331B","Directrice des finances","2024-07-08","Dupuis","Sylvie","non"
"78020","Direction","305A","Responsable des travaux publics","2022-01-01","Beaulieu","Jacques","non"
"78020","Conseiller","006A","Conseiller n° 6","2024-04-19","Dutil","Gaétan","non"
"12035","Conseiller","003A","Conseiller n° 3","2020-03-19","Pellerin","Eric","non"
"12035","Conseiller","005B","Conseillère n° 5","2020-03-19","Charron","Johanne","non"
"12035","Présidence","307B","Présidente com. consult. urbanisme","2014-10-06","Charron","Johanne","non"
"12035","Responsable","205B","Greffière-trésorière","1990-06-01","Malenfant","Hélène","non"
"12035","Direction","209B","Directrice générale","2004-11-01","Malenfant","Hélène","non"
"12035","Direction","215A","Directeur/Chef brigade des pompiers","2016-01-01","Boucher","Etienne","non"
"12035","Responsable","243A","Inspecteur municipal et de voirie","1989-11-04","Caron","Roberto","non"
"12005","Conseiller","004B","Conseillère n° 4","2019-04-13","Dubé","Annabelle","non"
"12005","Conseiller","002A","Conseiller n° 2","2021-10-01","St-Pierre","Luc","non"
"12005","Conseiller","005B","Conseillère n° 5","2021-10-01","Bouchard","Véronique","non"
"12005","Mairie","000A","Maire","1997-10-10","Lagacé","Michel","non"
"12005","Conseiller","001A","Conseiller n° 1","2014-05-09","Lebel","Jérôme","non"
"12005","Direction","303A","Responsable de l'urbanisme","2001-10-12","Denis","Alain","non"
"12005","Présidence","307A","Président comité consult. urbanisme","2001-10-12","Denis","Alain","non"
"12005","Conseiller","003A","Conseiller n° 3","2013-10-04","Ouellet","Miguel","non"
"12005","Conseiller","006A","Conseiller n° 6","2017-10-06","Roy","Alain","non"
"12005","Responsable","201A","Greffier","2017-04-11","d'Andrieu","Frédéric","non"
"12005","Responsable","205A","Greffier-trésorier","2017-04-11","d'Andrieu","Frédéric","non"
"12005","Direction","209A","Directeur général","2017-04-11","d'Andrieu","Frédéric","non"
"12005","Responsable","202A","Greffier adjoint","1995-10-23","Dubé","Guy","non"
"12005","Responsable","206A","Greffier-trésorier adjoint","1995-10-23","Dubé","Guy","non"
"12005","Responsable","203C","Adjointe administrative","2015-04-20","Denis","Manon","non"
"12005","Direction","215A","Directeur/Chef brigade des pompiers","2005-03-09","Ouellet","Christian","non"
"12005","Responsable","243A","Inspecteur municipal et de voirie","1995-09-25","Ouellet","Ghislain","non"
"12005","Direction","305A","Responsable des travaux publics","1995-09-25","Ouellet","Ghislain","non"
"12005","Responsable","244A","Resp. règl. rel. install. septiques","2015-01-06","Lemieux","Julie","non"
"12005","Responsable","246A","Resp. émission permis/certif. mun.","2015-01-06","Lemieux","Julie","non"
"12005","Direction","304A","Responsable des loisirs","2018-11-05","Roy","Rosalie","non"
"12005","Direction","342C","Resp. serv. récréa et commun","2018-11-05","Roy","Rosalie","non"
"28020","Direction","304C","Directrice des loisirs","2023-11-27","Dubois","Claudia","non"
"28020","Conseiller","006A","Conseiller n° 6","2021-11-07","Poulin","Francis","non"
"28020","Mairie","000A","Maire","2021-10-01","Maheux","Alain","non"
"28020","Conseiller","003A","Conseiller n° 3","2021-11-07","Poulin","Marc-Antoine","non"
"28020","Direction","209B","Directrice générale","2022-08-24","Bélanger","Maryane","non"
"28020","Responsable","205B","Greffière-trésorière","2022-08-24","Bélanger","Maryane","non"
"28020","Direction","223B","Coordonnatrice mesures d'urgence","2022-08-24","Bélanger","Maryane","non"
"28020","Responsable","250A","Inspecteur en urbanisme","2021-06-02","Rancourt ","Jean-François","non"
"28020","Direction","340C","Resp. services administratifs","2022-08-24","Morin","Sonia","non"
"28020","Conseiller","002A","Conseiller n° 2","2021-10-01","Guay","Étienne","non"
"28020","Conseiller","001B","Conseillère n° 1","2021-10-01","Gagné","Marie-Andrée","non"
"28020","Conseiller","004A","Conseiller n° 4","2013-10-04","Tanguay","Donald","non"
"28020","Conseiller","005A","Conseiller n° 5","2017-11-05","Giguère","Jérôme","non"
"28020","Direction","215A","Directeur/Chef brigade des pompiers","2014-02-11","Loignon","Clément","non"
"28020","Responsable","243A","Inspecteur municipal et de voirie","2000-01-01","Rodrigue","Marco","non"
"28020","Direction","305A","Responsable des travaux publics","2022-08-25","Rodrigue","Marco","non"
"12025","Conseiller","002A","Conseiller n° 2","2023-10-18","Tardif","Florent","non"
"12025","Conseiller","006B","Conseillère n° 6","2023-11-13","Boucher","Donatien","non"
"12025","Responsable","246A","Resp. émission permis/certif. mun.","2023-11-02","Rondou","Fannie","non"
"12025","Responsable","203C","Adjointe administrative","2022-10-17","Caron","Nathalie ","non"
"12025","Conseiller","001A","Conseiller n° 1","2021-10-01","Bérubé","Pierre","non"
"12025","Responsable","205B","Greffière-trésorière","2022-08-08","Morin","Charlyne","non"
"12025","Direction","209B","Directrice générale","2022-08-08","Morin","Charlyne","non"
"12025","Présidence","307A","Président comité consult. urbanisme","2022-05-09","Caillouette","Olier","non"
"12025","Mairie","000A","Maire","2009-11-01","Caron","Yvon","non"
"12025","Conseiller","003A","Conseiller n° 3","2013-11-03","Sirois","Sony","non"
"12025","Conseiller","004B","Conseillère n° 4","2017-11-05","Plourde","Marie-Rose","non"
"12025","Conseiller","005A","Conseiller n° 5","2017-11-05","Tardif","Bernard","non"
"12025","Responsable","243A","Inspecteur municipal et de voirie","2000-04-03","Patry","Alain","non"
"12043","Responsable","203C","Adjointe administrative","2023-07-01","Goulet-Pelletier","Trycia","non"
"12043","Direction","305A","Responsable des travaux publics","2022-04-12","Dubé","Mathieu","non"
"12043","Conseiller","002A","Conseiller n° 2","2021-10-01","Côté","Alexandre","non"
"12043","Conseiller","006B","Conseillère n° 6","2021-10-01","Després","Catherine","non"
"12043","Conseiller","003A","Conseiller n° 3","2021-10-01","Dubé","Denis","non"
"12043","Conseiller","004A","Conseiller n° 4","2022-10-21","Côté","Jean-Jacques","non"
"12043","Conseiller","005A","Conseiller n° 5","2022-12-02","Marquis","Suzanne","non"
"12043","Mairie","000B","Mairesse","2017-11-05","Caron","Ginette","non"
"12043","Conseiller","001B","Conseillère n° 1","2017-10-06","Dionne","Véronique","non"
"12043","Responsable","206B","Greffière-trésorière adjointe","2022-04-01","Dubé","Audrey-Anne","non"
"12043","Responsable","205A","Greffier-trésorier","2022-04-01","Randall","Benoit","non"
"12043","Direction","209A","Directeur général","2022-04-01","Randall","Benoit","non"
"12043","Direction","223A","Coordonnateur mesures d'urgence","2022-04-12","Randall","Benoit","non"
"12043","Direction","304G","Coordonnatrice des loisirs","2020-07-27","Amstad","Chantal","non"
"12043","Présidence","307A","Président comité consult. urbanisme","2017-05-01","Dupuis","Gilles","non"
"27050","Conseiller","002A","Conseiller n° 2","2023-10-29","Lambert","Sylvain","non"
"27050","Conseiller","006A","Conseiller n° 6","2021-10-01","Giguère","Jean-François","non"
"27050","Conseiller","004A","Conseiller n° 4","2021-10-01","Lessard","Marc","non"
"27050","Direction","305A","Responsable des travaux publics","2024-07-15","Maurice","Martin","non"
"27050","Mairie","000A","Maire","2013-10-04","Roy","Jeannot","non"
"27050","Conseiller","001B","Conseillère n° 1","2013-10-04","Roy","Mélanie","non"
"27050","Conseiller","003A","Conseiller n° 3","2013-11-03","Roy","Christian","non"
"27050","Conseiller","005B","Conseillère n° 5","2018-10-22","Roy","Joanie","non"
"27050","Responsable","203A","Secrétaire","2018-10-22","Fortier","Sophie","non"
"27050","Direction","210A","Directeur général adjoint","2019-11-01","Fortier","Sophie","non"
"27050","Responsable","206C","Secrétaire-trésorier adjoint","2019-11-01","Fortier","Sophie","non"
"27050","Responsable","205B","Greffière-trésorière","2016-01-01","Mathieu","Marie-Josée","non"
"27050","Direction","209B","Directrice générale","2016-01-01","Mathieu","Marie-Josée","non"
"27050","Responsable","248A","Inspecteur en bâtiment","2019-01-25","Breton","Steeve","non"
"28005","Direction","215A","Directeur/Chef brigade des pompiers","2021-01-22","Bélanger","Hugo","non"
"28005","Responsable","247A","Inspecteur municipal","2021-08-02","Gosselin","Gabriel","non"
"28005","Responsable","246A","Resp. émission permis/certif. mun.","2021-08-02","Gosselin","Gabriel","non"
"28005","Conseiller","002B","Conseillère n° 2","2021-11-07","Deschênes","Sandra","non"
"28005","Conseiller","001A","Conseiller n° 1","2021-11-07","Faucher","Jocelyn","non"
"28005","Direction","305B","Directeur des travaux publics","2023-09-11","Veilleux","Nicolas","non"
"28005","Responsable","206B","Greffière-trésorière adjointe","2022-11-28","Lacasse","Jocelyne","non"
"28005","Direction","304G","Coordonnatrice des loisirs","2023-04-17","Maranda-Chabot","Érika","non"
"28005","Conseiller","004A","Conseiller n° 4","2023-10-10","Lachance","Donald","non"
"28005","Conseiller","005A","Conseiller n° 5","2021-11-07","Grondines","Pierre","non"
"28005","Conseiller","003A","Conseiller n° 3","2021-10-01","Couture","Gilles","non"
"28005","Mairie","000A","Maire","2021-11-07","Cloutier","Camil","non"
"28005","Conseiller","006A","Conseiller n° 6","2021-11-07","Cloutier","Joey","non"
"37240","Conseiller","004A","Conseiller n° 4","2019-08-30","Cossette","Jocelyn","non"
"37240","Conseiller","006A","Conseiller n° 6","2009-10-02","Gauthier","Gilles","non"
"37240","Direction","215A","Directeur/Chef brigade des pompiers","1980-01-01","Gervais","Guy","non"
"37240","Direction","223A","Coordonnateur mesures d'urgence","2012-10-02","Bourassa (par intérim)","Stéphane","non"
"37240","Responsable","242A","Inspecteur destr. mauvaises herbes","1900-01-01","","","oui"
"37240","Présidence","307A","Président comité consult. urbanisme","2006-06-05","Gervais","Roland","non"
"12045","Responsable","206B","Greffière-trésorière adjointe","2021-02-13","Girard","Martine","non"
"12045","Direction","210B","Directrice générale adjointe","2021-02-13","Girard","Martine","non"
"12045","Conseiller","004B","Conseillère n° 4","2021-10-01","Provencher","Luce","non"
"12045","Conseiller","003A","Conseiller n° 3","2022-06-16","Harrison","Joanie","non"
"12045","Présidence","307B","Présidente com. consult. urbanisme","2022-06-11","Giresse","Michèle","non"
"12045","Mairie","000B","Mairesse","2017-11-05","Newbury","Louise","non"
"12045","Conseiller","001A","Conseiller n° 1","2003-11-02","Méthé","Charles","non"
"12045","Conseiller","002A","Conseiller n° 2","2017-11-05","Contandriopoulos","André-Pierre","non"
"12045","Responsable","205A","Greffier-trésorier","2006-03-21","Cusson","Denis","non"
"12045","Direction","209A","Directeur général","2006-03-21","Cusson","Denis","non"
"12045","Responsable","247A","Inspecteur municipal","2013-11-03","Cusson","Denis","non"
"12045","Responsable","244A","Resp. règl. rel. install. septiques","2015-01-01","Lemieux","Julie","non"
"12045","Responsable","246A","Resp. émission permis/certif. mun.","2015-01-01","Lemieux","Julie","non"
"12045","Direction","306A","Responsable de l'environnement","2015-01-01","Lemieux","Julie","non"
"12065","Responsable","244A","Resp. règl. rel. install. septiques","2023-04-01","Lemieux","Éric","non"
"12065","Responsable","246A","Resp. émission permis/certif. mun.","2023-04-01","Lemieux","Éric","non"
"12065","Direction","304A","Responsable des loisirs","2022-09-01","Carrier","Michelle","non"
"12065","Direction","223A","Coordonnateur mesures d'urgence","2022-03-21","Jean-François","Dumais","non"
"12065","Direction","209A","Directeur général","2022-03-21","Jean-François","Dumais","non"
"12065","Responsable","205A","Greffier-trésorier","2022-03-21","Jean-François","Dumais","non"
"12065","Conseiller","003A","Conseiller n° 3","2021-10-01","Fortin","Yannick","non"
"12065","Conseiller","006A","Conseiller n° 6","2021-10-01","Morin","Sébastien","non"
"12065","Mairie","000A","Maire","2017-10-06","Lebel","Mario","non"
"12065","Conseiller","001A","Conseiller n° 1","2017-10-06","Michaud","Régis","non"
"12065","Conseiller","002A","Conseiller n° 2","2017-10-06","Rioux","Marc","non"
"12065","Conseiller","004A","Conseiller n° 4","2017-10-06","Plourde","Robin","non"
"12065","Conseiller","005A","Conseiller n° 5","2017-11-05","Dionne","Marc","non"
"12065","Direction","210B","Directrice générale adjointe","2016-04-05","Thibault","Mélanie","non"
"12065","Direction","305A","Responsable des travaux publics","2019-07-16","Beaudoin","Carl","non"
"12065","Présidence","307A","Président comité consult. urbanisme","2017-05-29","Gagnon","Patrick","non"
"13015","Mairie","000A","Maire","2021-11-07","Soucy","Jules","non"
"13015","Conseiller","006A","Conseiller n° 6","2021-10-01","Dubé","Jérôme","non"
"13015","Conseiller","003A","Conseiller n° 3","2021-10-01","Thériault","Sébastien","non"
"13015","Conseiller","004A","Conseiller n° 4","2021-11-07","Lebel","Yves","non"
"13015","Direction","215A","Directeur/Chef brigade des pompiers","2022-01-01","","","oui"
"13015","Responsable","246A","Resp. émission permis/certif. mun.","2021-08-21","","","oui"
"13015","Responsable","203B","Adjoint administratif","2021-08-20","","","oui"
"13015","Responsable","244A","Resp. règl. rel. install. septiques","2024-01-01","Marmen","Michael","non"
"13015","Direction","210A","Directeur général adjoint","2023-06-19","Marmen","Michael","non"
"13015","Conseiller","001A","Conseiller n° 1","2017-10-06","Morin","Guillaume","non"
"13015","Conseiller","002A","Conseiller n° 2","2017-10-06","Moreau","Jean-Noël","non"
"13015","Conseiller","005B","Conseillère n° 5","2017-10-06","Levesque","Linda","non"
"13015","Responsable","205A","Greffier-trésorier","1984-06-28","Moreau","Denis","non"
"13015","Responsable","243A","Inspecteur municipal et de voirie","1994-01-01","Moreau","Denis","non"
"13015","Direction","209A","Directeur général","1984-06-28","Moreau","Denis","non"
"13015","Direction","223A","Coordonnateur mesures d'urgence","2004-11-01","Moreau","Denis","non"
"13015","Responsable","242A","Inspecteur destr. mauvaises herbes","2007-01-14","Ouellet","René-Claude","non"
"13015","Responsable","251A","Inspecteur en environnement","2024-01-01","Lehoux","Mathieu","non"
"13015","Direction","304B","Directeur des loisirs","2018-06-11","Clermont","Denis","non"
"13015","Présidence","307A","Président comité consult. urbanisme","1999-04-19","Beaulieu","Alain","non"
"13020","Direction","215A","Directeur/Chef brigade des pompiers","2022-04-06","Bossé","Yvan","non"
"13020","Conseiller","006B","Conseillère n° 6","2021-11-07","Bossé","Katie","non"
"13020","Mairie","111B","Mairesse suppléante","2022-12-06","Bossé","Katie","non"
"13020","Conseiller","003B","Conseillère n° 3","2021-10-01","Lévesque","Martine","non"
"13020","Conseiller","002B","Conseillère n° 2","2021-10-01","Asselin","Anny","non"
"13020","Direction","223B","Coordonnatrice mesures d'urgence","2023-01-09","Plourde","Karine","non"
"13020","Responsable","205B","Greffière-trésorière","2023-01-09","Plourde","Karine","non"
"13020","Direction","209B","Directrice générale","2023-01-09","Plourde","Karine","non"
"13020","Conseiller","004A","Conseiller n° 4","2023-02-17","Paquet","Jean-Guy","non"
"13020","Direction","210A","Directeur général adjoint","2022-08-15","Strehlau","Caroline","non"
"13020","Direction","305A","Responsable des travaux publics","2023-02-20","Boulanger","Sylvain","non"
"13020","Mairie","000A","Maire","2017-11-05","Dubé","Marcel","non"
"13020","Conseiller","001B","Conseillère n° 1","2017-10-06","Marquis","Corinne","non"
"13020","Conseiller","005B","Conseillère n° 5","2017-10-06","Bolduc","Mélissa","non"
"28065","Responsable","205A","Greffier-trésorier","2020-01-20","Langevin","Josiane","non"
"28065","Direction","209A","Directeur général","2020-01-20","Langevin","Josiane","non"
"28065","Direction","223A","Coordonnateur mesures d'urgence","2020-01-20","Langevin","Josiane","non"
"28065","Responsable","243A","Inspecteur municipal et de voirie","2019-05-01","Goupil","Francis","non"
"28065","Direction","305A","Responsable des travaux publics","2019-05-01","Goupil","Francis","non"
"28065","Mairie","000A","Maire","2024-03-15","Bisson","Luce","non"
"28065","Conseiller","003B","Conseillère n° 3","2023-01-30","Goulet","Gilles","non"
"28065","Conseiller","005B","Conseillère n° 5","2023-01-30","Mercier","Germain","non"
"28065","Conseiller","006A","Conseiller n° 6","2024-04-02","","","oui"
"28065","Conseiller","002A","Conseiller n° 2","2024-03-30","","","oui"
"28065","Conseiller","001A","Conseiller n° 1","2024-01-27","","","oui"
"28065","Conseiller","004A","Conseiller n° 4","2017-10-06","Prévost","Etienne","non"
"28065","Direction","215A","Directeur/Chef brigade des pompiers","2019-01-01","Morneau","Pierre","non"
"28070","Conseiller","002B","Conseillère n° 2","2021-10-01","Alain","Aline","non"
"28070","Conseiller","006B","Conseillère n° 6","2021-10-01","Boutin","Jennylee","non"
"28070","Responsable","203C","Adjointe administrative","2021-08-23","Deslauriers","Micheline","non"
"28070","Direction","214A","Directeur/Chef de police","2017-02-10","Ferland","Steven","non"
"28070","Direction","304G","Coordonnatrice des loisirs","2022-05-13","","","oui"
"28070","Responsable","246A","Resp. émission permis/certif. mun.","2022-03-01","Venables","Annie","non"
"28070","Responsable","248B","Inspectrice en bâtiment","2022-03-01","Venables","Annie","non"
"28070","Direction","303A","Responsable de l'urbanisme","2022-03-01","Venables","Annie","non"
"28070","Conseiller","004A","Conseiller n° 4","2023-05-28","Leclerc","Tom","non"
"28070","Conseiller","003A","Conseiller n° 3","2023-05-28","De Beaumont","Pierre","non"
"28070","Conseiller","001A","Conseiller n° 1","2013-10-04","Audet","Jacques","non"
"28070","Conseiller","005A","Conseiller n° 5","2009-11-01","Pouliot","Jocelyn","non"
"28070","Mairie","000B","Mairesse","2020-10-04","Goupil","Rachel","non"
"28070","Responsable","205B","Greffière-trésorière","1994-06-06","Mathieu","Nicole","non"
"28070","Direction","223B","Coordonnatrice mesures d'urgence","1994-06-06","Mathieu","Nicole","non"
"28070","Direction","301A","Responsable des communications","1994-06-06","Mathieu","Nicole","non"
"28070","Direction","209B","Directrice générale","1994-06-06","Mathieu","Nicole","non"
"83015","Conseiller","006A","Conseiller n° 6","2017-10-06","Gabie","Craig","non"
"83015","Direction","223A","Coordonnateur mesures d'urgence","2023-04-27","Vaillancourt","Pierre","non"
"83015","Responsable","205A","Greffier-trésorier","2011-07-21","Vaillancourt","Pierre","non"
"83015","Direction","209A","Directeur général","2011-07-11","Vaillancourt","Pierre","non"
"83015","Direction","215A","Directeur/Chef brigade des pompiers","2015-10-06","Chamberlain","Shawn","non"
"83020","Mairie","000B","Mairesse","2021-10-01","Sage-Christensen","Cheryl","non"
"83020","Conseiller","004A","Conseiller n° 4","2021-10-01","Suzor","Jacques","non"
"83020","Conseiller","001A","Conseiller n° 1","2021-10-01","Robineau","Yves","non"
"83020","Conseiller","006A","Conseiller n° 6","2021-11-07","Beaudoin","Marc","non"
"83020","Conseiller","002A","Conseiller n° 2","2017-10-06","Léveillée","Richard","non"
"83020","Conseiller","003B","Conseillère n° 3","2013-11-03","Soucy","Denise","non"
"83020","Conseiller","005B","Conseillère n° 5","2017-11-05","Robert","Louise","non"
"83020","Responsable","205A","Greffier-trésorier","1998-04-14","Blanchard","Yvon","non"
"83020","Direction","209A","Directeur général","1998-04-14","Blanchard","Yvon","non"
"83020","Direction","215A","Directeur/Chef brigade des pompiers","2004-09-13","Barbe","Marc","non"
"83020","Direction","223A","Coordonnateur mesures d'urgence","1995-11-06","Lafrenière","Martin","non"
"83020","Responsable","244A","Resp. règl. rel. install. septiques","2016-06-19","Blais","Patrick","non"
"83020","Responsable","246A","Resp. émission permis/certif. mun.","2016-06-19","Blais","Patrick","non"
"83020","Direction","305B","Directeur des travaux publics","2009-12-02","Lafrenière (par intérim)","Martin","non"
"83020","Présidence","307B","Présidente com. consult. urbanisme","2017-08-16","Bluteau","Francine","non"
"45085","Conseiller","002B","Conseillère n° 2","2021-10-01","Rocher","Claire","non"
"45085","Conseiller","003A","Conseiller n° 3","2021-11-07","Tanguay","François","non"
"45085","Conseiller","005A","Conseiller n° 5","2021-11-07","Henrichon","Pierre","non"
"45085","Mairie","000B","Mairesse","2009-11-01","Maillé","Lisette","non"
"45085","Conseiller","001A","Conseiller n° 1","2013-11-03","Dingman","Victor","non"
"45085","Conseiller","004B","Conseillère n° 4","2015-12-02","Couture","Isabelle","non"
"45085","Présidence","307A","Président comité consult. urbanisme","2022-01-10","Jeansonne","Bernard","non"
"45085","Conseiller","006A","Conseiller n° 6","2017-11-05","Jeansonne","Bernard","non"
"45085","Responsable","205B","Greffière-trésorière","2019-11-18","Fortin","Manon","non"
"45085","Responsable","206B","Greffière-trésorière adjointe","2013-06-03","Donaldson","Renée","non"
"45085","Direction","210B","Directrice générale adjointe","2013-06-03","Donaldson","Renée","non"
"45085","Direction","209B","Directrice générale","2019-11-18","Manon","Fortin","non"
"45085","Direction","215A","Directeur/Chef brigade des pompiers","1996-12-02","Robitaille","Paul","non"
"45085","Direction","223A","Coordonnateur mesures d'urgence","1996-03-04","Robitaille","Paul","non"
"45085","Responsable","244A","Resp. règl. rel. install. septiques","2003-06-16","Nicholson","Stephen","non"
"45085","Responsable","246A","Resp. émission permis/certif. mun.","2003-06-16","Nicholson","Stephen","non"
"45085","Responsable","247A","Inspecteur municipal","2003-06-16","Nicholson","Stephen","non"
"45085","Direction","305B","Directeur des travaux publics","2003-06-16","Nicholson","Stephen","non"
"45093","Direction","209A","Directeur général","2021-03-05","Bazinet","Marc-Antoine ","non"
"45093","Responsable","205A","Greffier-trésorier","2021-03-05","Bazinet","Marc-Antoine ","non"
"45093","Direction","223A","Coordonnateur mesures d'urgence","2021-03-29","Bazinet","Marc-Antoine ","non"
"45093","Conseiller","006A","Conseiller n° 6","2021-11-07","Simard","Charles","non"
"45093","Conseiller","002B","Conseillère n° 2","2021-11-07","Lanteigne","Lucie","non"
"45093","Conseiller","003A","Conseiller n° 3","2021-11-07","Yves","Boileau","non"
"45093","Responsable","207B","Trésorière","2019-01-23","Descôteaux","Nancy","non"
"45093","Responsable","251A","Inspecteur en environnement","2023-02-15","Neveux","Yannick","non"
"45093","Direction","210B","Directrice générale adjointe","2019-04-08","Coupal","Lise","non"
"45093","Direction","345D","Coordonnatrice de l'aménagement","2023-07-17","Chiasson","Sarah","non"
"45093","Direction","301D","Coordonnatrice des communications","2023-03-07","Lapalme","Geneviève","non"
"45093","Responsable","248B","Inspectrice en bâtiment","2023-09-18","Desbois","Marie-Claude","non"
"45093","Conseiller","001A","Conseiller n° 1","2013-11-03","Séguin","Maurice","non"
"45093","Mairie","000B","Mairesse","2021-08-02","Lemaire","Nathalie","non"
"45093","Conseiller","004A","Conseiller n° 4","2017-11-05","Boivin","Carol","non"
"45093","Conseiller","005A","Conseiller n° 5","2009-11-01","McDonald","Patrick","non"
"45093","Présidence","307A","Président comité consult. urbanisme","2017-11-13","McDonald","Patrick","non"
"45093","Direction","215A","Directeur/Chef brigade des pompiers","2010-01-25","Lefebvre","Daniel","non"
"45093","Direction","304A","Responsable des loisirs","2017-01-10","Savoie","Mélanie","non"
"45093","Direction","305A","Responsable des travaux publics","2014-05-16","L'Heureux-Riel","Alexis","non"
"45095","Responsable","251B","Inspectrice en environnement","2021-07-07","Sherrer","Cynthia","non"
"45095","Responsable","206A","Greffier-trésorier adjoint","2022-01-17","Primeau","Jean-Philippe","non"
"45095","Mairie","000B","Mairesse","2021-11-07","Peeters","Vinciane","non"
"45095","Conseiller","005A","Conseiller n° 5","2021-11-07","Chateauvert","Charles","non"
"45095","Conseiller","001A","Conseiller n° 1","2021-11-07","Legault","Marco","non"
"45095","Conseiller","003B","Conseillère n° 3","2021-10-01","Thivierge","Elaine","non"
"45095","Conseiller","006A","Conseiller n° 6","2021-11-07","Déry","Alain","non"
"45095","Responsable","243A","Inspecteur municipal et de voirie","2022-04-04","Jaziri","Taher","non"
"45095","Direction","303A","Responsable de l'urbanisme","2022-10-03","Keenan","Alexandre","non"
"45095","Responsable","248A","Inspecteur en bâtiment","2022-10-03","Keenan","Alexandre","non"
"45095","Responsable","203C","Adjointe administrative","2022-08-01","Samson","Jacqueline","non"
"45095","Direction","304F","Coordonnateur des loisirs","2021-12-06","Dufresne ","Jessika","non"
"45095","Direction","301C","Coordonnateur des communications","2023-03-06","Lambert","Marie-Ève","non"
"45095","Conseiller","004A","Conseiller n° 4","2023-08-25","Lemay","Pierre","non"
"45095","Conseiller","002A","Conseiller n° 2","2009-10-02","Piché","Pierre","non"
"45095","Responsable","205B","Greffière-trésorière","2018-02-07","Camiré","Mélisa","non"
"45095","Direction","209B","Directrice générale","2018-02-07","Camiré","Mélisa","non"
"45100","Direction","209B","Directrice générale","2024-01-04","Chiurtu","Cristina","non"
"45100","Responsable","205B","Greffière-trésorière","2024-01-04","Chiurtu","Cristina","non"
"45100","Mairie","111A","Maire suppléant","2021-10-01","Bird","Harry","non"
"45100","Conseiller","001A","Conseiller n° 1","2021-10-01","Bird","Harry","non"
"45100","Présidence","307A","Président comité consult. urbanisme","2021-11-01","Bird","Harry","non"
"45100","Conseiller","006A","Conseiller n° 6","2021-10-01","Berger","Alexandre","non"
"45100","Responsable","251A","Inspecteur en environnement","2023-02-20","Grégoire","Samuel","non"
"45100","Responsable","248A","Inspecteur en bâtiment","2022-05-25","Perreault","Isabelle","non"
"45100","Direction","305A","Responsable des travaux publics","2022-10-03","Racicot","Maxime","non"
"45100","Conseiller","004A","Conseiller n° 4","2023-06-19","Fortin","Suzie","non"
"45100","Conseiller","005A","Conseiller n° 5","2023-06-19","Clarence","Lloyd","non"
"45100","Mairie","000B","Mairesse","2024-03-15","Turcotte","Michèle","non"
"45100","Conseiller","002A","Conseiller n° 2","2024-02-12","Brasseur","Jocelyn","non"
"45100","Conseiller","003A","Conseiller n° 3","2024-02-12","Jarry","Vincent","non"
"46010","Direction","215C","Directeur serv. sécurité incendie","2023-01-09","Fortier","Marc","non"
"46010","Responsable","203C","Adjointe administrative","2023-05-02","Marcoux","Geneviève","non"
"46010","Responsable","250A","Inspecteur en urbanisme","2022-05-18","Langdeau McGee","Dominic","non"
"46010","Direction","305B","Directeur des travaux publics","2022-11-07","Chad","Whittaker","non"
"46010","Présidence","307A","Président comité consult. urbanisme","2021-11-10","","","oui"
"46010","Direction","209A","Directeur général","2021-01-01","Golikov","Sergey","non"
"46010","Responsable","205A","Greffier-trésorier","2021-01-01","Golikov","Sergey","non"
"46010","Responsable","206B","Greffière-trésorière adjointe","2021-01-01","Pouleur","Anne","non"
"46010","Direction","303A","Responsable de l'urbanisme","2021-11-15","Savoie","Christophe","non"
"46010","Responsable","248B","Inspectrice en bâtiment","2021-11-12","Dulude","Julien","non"
"78020","Direction","210A","Directeur général adjoint","2023-05-16","Bienvenue","Charles-olivier","non"
"78042","Responsable","203C","Adjointe administrative","2021-04-23","Paquin","Caroline","non"
"78042","Responsable","248A","Inspecteur en bâtiment","2022-05-14","","","oui"
"78042","Responsable","205B","Greffière-trésorière","2022-01-10","Matteau","Marie-France","non"
"78042","Direction","209B","Directrice générale","2022-01-10","Matteau","Marie-France","non"
"78042","Conseiller","004B","Conseillère n° 4","2021-11-07","Bourke","Julia","non"
"78042","Conseiller","003B","Conseillère n° 3","2021-10-01","Opas","Gabriela","non"
"78042","Mairie","000A","Maire","2021-11-07","Ibghy","André","non"
"78042","Conseiller","001B","Conseillère n° 1","2013-10-04","Wilkins","Julia Ann","non"
"78042","Conseiller","002A","Conseiller n° 2","2013-10-04","Lisbona","David","non"
