Date,ACT_Total_RSS01,ACT_Total_RSS02,ACT_Total_RSS03,ACT_Total_RSS04,ACT_Total_RSS05,ACT_Total_RSS06,ACT_Total_RSS07,ACT_Total_RSS08,ACT_Total_RSS09,ACT_Total_RSS10,ACT_Total_RSS11,ACT_Total_RSS12,ACT_Total_RSS13,ACT_Total_RSS14,ACT_Total_RSS15,ACT_Total_RSS16,ACT_Total_RSS17,ACT_Total_RSS18,ACT_Total_RSS99
2022-03-10,33,59,160,79,86,439,67,43,60,11,7,78,50,58,102,235,2,,1569
2022-03-09,34,60,165,79,86,451,68,45,66,12,5,79,52,59,104,247,3,,1615
2022-03-08,36,60,170,77,89,486,71,42,65,10,8,82,56,54,101,257,3,,1667
2022-03-07,30,63,171,88,96,509,77,42,68,10,7,81,59,52,103,258,3,,1717
2022-03-06,35,58,181,93,95,525,79,44,70,10,6,78,61,52,103,251,3,,1744
2022-03-05,35,62,180,92,93,528,78,45,71,10,6,73,58,50,104,248,2,,1735
2022-03-04,32,61,176,92,97,524,77,40,65,9,8,79,55,56,111,242,2,,1726
2022-03-03,25,62,186,93,89,548,80,34,67,10,8,83,55,56,110,253,2,,1761
2022-03-02,28,68,189,95,90,563,84,38,68,9,9,84,57,60,114,262,2,,1820
2022-03-01,31,69,191,98,92,576,89,40,71,6,9,78,53,61,115,275,2,,1856
2022-02-28,33,73,195,106,94,597,88,41,65,5,12,75,53,64,127,281,2,,1911
2022-02-27,27,76,201,109,94,610,89,42,65,5,14,71,52,72,132,281,2,,1942
2022-02-26,29,75,198,107,93,607,87,41,62,7,11,69,55,69,132,285,2,,1929
2022-02-25,35,73,195,105,94,617,91,40,64,6,13,64,58,67,135,295,2,,1954
2022-02-24,37,77,210,115,97,634,92,39,60,6,15,69,59,62,137,295,4,,2008
2022-02-23,39,77,218,118,106,647,96,39,63,5,15,68,58,67,136,297,5,,2054
2022-02-22,37,77,228,131,114,674,99,37,60,5,15,69,60,68,144,311,5,,2134
2022-02-21,35,75,229,136,114,711,105,40,64,6,14,64,68,72,156,323,5,,2217
2022-02-20,37,79,232,147,118,723,112,41,65,6,14,67,67,71,148,328,4,,2259
2022-02-19,39,79,230,142,114,728,107,38,66,6,11,63,67,71,141,339,4,,2245
2022-02-18,36,79,229,139,112,726,103,37,67,6,12,67,68,74,144,338,4,1,2242
2022-02-17,37,82,237,141,108,744,110,34,71,7,11,72,70,78,146,343,4,1,2296
2022-02-16,38,82,239,156,111,770,111,35,67,7,10,73,72,79,147,360,3,2,2362
2022-02-15,36,81,251,166,112,793,122,33,71,10,14,80,74,85,150,365,4,2,2449
2022-02-14,39,81,251,165,116,813,130,35,74,11,9,83,73,90,152,376,4,1,2503
2022-02-13,38,81,260,173,128,818,139,38,67,10,7,86,77,88,159,386,5,1,2561
2022-02-12,36,81,253,177,126,814,139,37,66,11,7,88,75,91,165,382,4,1,2553
2022-02-11,35,80,255,166,125,817,140,38,64,11,6,90,78,90,172,384,5,1,2557
2022-02-10,34,78,262,172,127,870,146,42,65,11,5,96,85,104,171,389,4,1,2662
2022-02-09,31,80,265,180,134,893,145,37,63,12,5,97,88,110,181,404,3,1,2729
2022-02-08,35,81,269,180,152,914,145,37,58,12,5,108,90,114,186,401,2,2,2791
2022-02-07,32,81,272,184,151,935,134,39,61,12,5,108,89,117,183,412,4,,2819
2022-02-06,29,80,279,187,159,950,130,40,56,12,5,103,93,123,183,406,2,,2837
2022-02-05,27,81,267,182,162,945,132,40,56,10,5,98,97,123,181,403,3,,2812
2022-02-04,27,84,260,185,154,950,139,40,52,6,6,98,95,120,183,408,3,,2810
2022-02-03,30,84,264,191,171,991,134,38,51,4,9,109,99,127,186,417,4,,2909
2022-02-02,31,88,273,204,170,1034,136,42,55,6,11,112,97,142,191,423,4,,3019
2022-02-01,31,90,275,212,182,1060,142,38,56,7,10,112,106,140,210,445,3,,3119
2022-01-31,36,84,286,219,186,1101,144,42,56,9,12,118,110,149,217,448,4,,3221
2022-01-30,35,84,292,225,187,1126,145,41,56,8,13,118,108,149,223,473,5,,3288
2022-01-29,32,86,280,232,178,1129,146,41,54,6,11,124,108,147,227,465,5,,3271
2022-01-28,33,87,281,226,176,1136,147,41,58,7,12,128,110,147,233,466,6,,3294
2022-01-27,36,97,301,246,184,1173,152,42,56,7,11,131,106,153,248,498,7,,3448
2022-01-26,42,108,312,252,189,1191,159,40,57,7,7,138,108,159,246,511,8,,3534
2022-01-25,45,102,311,254,190,1213,161,37,47,9,7,145,108,159,259,537,7,,3591
2022-01-24,40,106,305,262,184,1248,154,43,44,10,5,147,105,162,261,552,10,,3638
2022-01-23,37,101,306,262,189,1268,158,46,39,8,7,142,93,162,267,563,9,,3657
2022-01-22,32,109,289,257,182,1280,157,48,40,9,7,141,92,156,268,552,6,,3625
2022-01-21,29,106,283,256,180,1302,167,46,36,8,7,138,99,161,268,561,7,,3654
2022-01-20,35,105,287,253,190,1332,165,47,33,7,9,136,101,161,288,569,6,,3724
2022-01-19,30,101,277,248,188,1337,173,46,33,2,9,135,101,169,305,579,6,,3739
2022-01-18,29,104,271,249,198,1356,173,48,29,3,9,134,101,164,328,607,4,,3807
2022-01-17,26,109,262,245,194,1367,170,40,25,4,11,138,92,169,326,619,3,,3800
2022-01-16,24,107,242,242,197,1346,162,33,25,3,9,128,88,157,311,622,8,,3704
2022-01-15,27,104,241,235,197,1319,166,32,27,5,11,128,91,148,309,624,8,,3672
2022-01-14,25,102,233,227,198,1280,163,33,20,4,11,132,88,155,307,612,7,,3597
2022-01-13,27,94,221,225,197,1248,153,31,18,4,10,132,90,158,308,625,4,,3545
2022-01-12,21,91,213,223,193,1220,145,28,11,2,9,130,91,154,299,602,4,,3436
2022-01-11,19,86,205,218,205,1179,138,28,11,4,9,125,99,157,287,581,6,,3357
2022-01-10,24,79,193,210,191,1094,130,27,8,4,5,120,93,153,272,586,4,,3193
2022-01-09,22,76,178,196,190,1041,109,23,8,1,3,121,90,146,241,572,4,,3021
2022-01-08,23,70,170,178,173,972,90,22,9,1,3,126,86,135,222,518,4,,2802
2022-01-07,22,60,158,166,162,923,91,19,6,2,2,123,79,134,209,498,2,,2656
2022-01-06,22,58,147,156,159,909,78,19,7,2,3,118,70,127,194,460,2,,2531
2022-01-05,24,59,146,148,150,826,63,16,7,2,3,109,74,106,174,400,2,,2309
2022-01-04,24,50,118,137,135,759,56,13,8,3,3,112,72,93,158,372,2,,2115
2022-01-03,16,43,104,130,128,696,47,11,6,3,6,101,65,90,127,326,1,,1900
2022-01-02,14,37,88,115,119,632,49,15,6,2,5,88,65,86,115,308,1,,1745
2022-01-01,16,30,86,102,109,552,37,13,4,2,6,79,58,86,108,266,1,,1555
2021-12-31,14,27,79,94,103,514,35,14,2,1,3,65,47,74,102,246,1,,1421
2021-12-30,11,31,74,75,94,462,29,16,3,1,2,57,41,67,92,224,1,,1280
2021-12-29,11,27,65,73,90,405,23,17,2,1,1,49,41,66,82,209,1,,1163
2021-12-28,11,22,53,59,74,350,14,15,2,1,1,38,41,58,76,183,,,998
2021-12-27,6,19,37,58,69,322,12,14,2,,1,38,36,46,59,165,,,884
2021-12-26,4,16,35,50,67,272,13,14,2,,1,35,31,35,57,136,,,768
2021-12-25,3,17,28,42,61,249,9,9,2,,1,31,28,37,48,117,,,682
2021-12-24,2,15,21,42,61,231,7,9,2,,1,31,30,33,42,107,,,634
2021-12-23,3,13,21,39,52,218,7,10,2,,1,27,28,28,35,94,,,578
2021-12-22,3,13,18,40,54,210,7,6,2,,1,20,26,29,28,86,,,543
2021-12-21,3,13,11,40,49,207,8,5,3,,1,13,28,30,29,87,,,527
2021-12-20,2,11,11,38,47,195,5,5,3,,1,14,30,32,31,76,,,501
2021-12-19,2,7,13,33,45,190,5,6,2,,1,11,28,28,28,69,1,,469
2021-12-18,3,8,12,28,44,182,6,7,2,,1,10,26,25,29,64,,,447
2021-12-17,3,9,12,22,40,176,6,6,2,,1,8,24,24,28,61,,,422
2021-12-16,3,7,11,18,39,155,5,7,2,,1,8,22,22,25,58,,,383
2021-12-15,3,7,12,12,42,144,4,5,2,,1,10,23,21,23,57,,,366
2021-12-14,3,6,10,13,41,140,5,5,2,,1,9,20,19,24,61,,,359
2021-12-13,2,7,9,14,38,128,5,6,3,,1,8,13,21,23,60,,,338
2021-12-12,2,8,9,12,33,127,5,5,3,,1,7,13,19,23,52,,,319
2021-12-11,2,5,9,13,33,124,6,7,3,,1,7,14,17,21,52,,,314
2021-12-10,2,3,8,13,29,116,5,6,3,,1,7,16,15,18,50,,,292
2021-12-09,2,5,8,13,27,120,3,6,3,,1,8,17,16,19,51,,,299
2021-12-08,3,5,7,11,31,120,3,4,3,,1,8,14,16,17,48,,,291
2021-12-07,3,6,7,11,29,116,3,4,2,,1,10,15,15,16,46,,,284
2021-12-06,3,6,8,11,30,115,3,2,2,,1,10,15,13,18,44,,,281
2021-12-05,3,5,8,10,26,114,2,2,2,,1,10,15,14,17,44,,,273
2021-12-04,3,4,9,11,20,113,3,2,2,,1,10,16,13,18,37,,,262
2021-12-03,2,4,9,8,21,107,3,3,2,,1,9,17,12,22,36,,,256
2021-12-02,2,4,9,8,21,117,2,3,2,,1,10,16,12,22,33,,,262
2021-12-01,4,4,9,9,21,114,2,5,2,,1,7,20,13,21,35,1,,268
2021-11-30,4,4,7,10,21,116,2,5,2,,1,6,23,13,23,36,,,273
2021-11-29,5,4,5,13,19,114,2,3,2,,1,6,23,14,21,39,1,,272
2021-11-28,5,3,5,14,20,123,4,2,2,,1,6,18,15,22,37,,,277
2021-11-27,6,3,5,14,15,118,4,2,2,,1,8,17,16,23,33,,,267
2021-11-26,5,3,5,11,13,113,3,2,2,,1,8,14,15,22,32,,,249
2021-11-25,5,3,5,12,12,110,3,3,2,,1,10,13,16,19,35,,,249
2021-11-24,3,3,7,10,11,112,3,3,3,,1,10,15,19,19,31,1,,251
2021-11-23,3,3,8,9,12,112,4,3,4,,,10,15,18,21,31,2,,255
2021-11-22,3,3,8,7,15,114,4,3,3,,,10,15,16,18,30,2,,251
2021-11-21,2,4,9,7,12,115,4,3,3,,,7,15,18,15,29,1,,244
2021-11-20,1,4,9,6,13,111,4,3,3,,,6,15,19,15,29,1,,239
2021-11-19,3,4,9,5,14,109,4,4,3,,,7,12,21,12,30,1,,238
2021-11-18,3,3,8,5,13,112,4,4,3,,,8,10,19,16,30,2,,240
2021-11-17,4,2,8,5,10,116,4,4,4,,1,9,9,20,18,29,2,,245
2021-11-16,3,2,8,6,13,114,3,3,4,,1,9,9,17,16,28,2,,238
2021-11-15,3,3,9,7,12,110,3,2,4,,,9,11,15,13,28,2,,231
2021-11-14,2,3,9,6,12,116,3,2,5,,,9,11,15,13,29,3,,238
2021-11-13,2,3,10,6,11,110,3,2,5,,,7,12,14,10,30,3,,228
2021-11-12,2,2,10,6,12,112,3,2,5,,,6,11,17,11,27,1,,227
2021-11-11,1,2,9,6,10,116,3,1,5,,,8,13,19,12,29,1,,235
2021-11-10,1,3,10,4,10,118,4,1,5,,,8,16,18,13,29,1,,241
2021-11-09,1,3,10,4,12,119,4,2,5,,,9,18,20,13,33,1,,254
2021-11-08,1,4,9,5,12,118,4,2,5,,,10,18,20,13,29,2,,252
2021-11-07,2,6,8,5,10,118,4,2,5,,,11,18,18,14,29,2,,252
2021-11-06,2,7,9,5,9,119,4,3,5,,,12,18,17,13,30,2,,255
2021-11-05,2,7,8,5,10,114,4,3,6,,,10,17,17,16,31,2,,252
2021-11-04,2,7,7,6,13,120,4,2,6,,,10,15,18,17,31,2,,260
2021-11-03,2,7,6,8,13,126,4,3,7,,,11,16,19,20,31,1,,274
2021-11-02,2,8,6,8,11,121,5,3,7,,,10,13,20,23,30,1,,268
2021-11-01,2,8,6,7,11,123,7,3,7,,,10,13,20,25,32,,,274
2021-10-31,2,7,6,7,11,124,8,3,7,,,11,14,19,21,32,1,,273
2021-10-30,3,7,5,7,11,121,8,3,7,,,9,15,19,22,33,,,270
2021-10-29,3,8,4,6,11,124,8,4,7,,,8,16,18,23,33,,,273
2021-10-28,2,8,7,7,13,129,8,4,6,,,7,12,16,23,34,1,,277
2021-10-27,2,9,6,9,14,134,8,4,6,,1,6,15,17,23,37,,,291
2021-10-26,2,10,6,10,12,132,8,4,6,,1,6,14,19,24,40,,,294
2021-10-25,2,9,5,9,12,129,9,4,6,,,7,12,20,21,40,1,,286
2021-10-24,4,8,8,8,14,129,9,5,6,,,8,12,21,20,39,,,291
2021-10-23,4,4,10,8,15,124,10,5,6,,,7,13,21,20,39,,,286
2021-10-22,3,4,10,8,16,123,11,5,6,,,7,14,20,22,38,,,287
2021-10-21,3,6,9,9,14,117,11,5,6,,,7,15,23,24,39,,,288
2021-10-20,3,8,8,8,14,123,11,4,8,,,7,14,24,25,40,,,297
2021-10-19,3,6,7,9,15,132,11,4,8,,,10,14,26,27,43,1,,316
2021-10-18,3,5,6,10,16,136,13,1,8,,,11,14,28,29,42,1,,323
2021-10-17,3,5,9,10,18,141,13,,8,,,12,15,26,28,42,1,,331
2021-10-16,3,4,9,10,17,141,12,1,8,,,10,16,27,29,41,1,,329
2021-10-15,3,4,9,10,15,141,12,1,8,,,13,15,25,32,45,,,333
2021-10-14,3,4,10,11,12,149,13,1,8,,,14,14,24,35,38,,,336
2021-10-13,3,4,15,9,11,149,13,,6,,,12,18,22,36,36,,,334
2021-10-12,3,3,14,8,8,151,14,,6,,,10,19,23,35,39,,,333
2021-10-11,2,3,10,10,7,146,11,,6,,,11,19,22,36,39,,,322
2021-10-10,3,3,10,9,7,146,11,,4,,1,13,18,20,33,39,,,317
2021-10-09,2,4,9,8,6,149,11,,4,,1,15,18,20,36,38,,,321
2021-10-08,2,4,8,6,8,147,11,,4,,1,14,19,17,36,35,,,312
2021-10-07,3,4,7,8,9,158,12,,4,,2,15,17,17,33,34,,,323
2021-10-06,3,5,9,8,10,154,11,,4,,1,16,18,19,35,38,,,331
2021-10-05,3,3,6,7,10,150,14,,5,,1,15,22,16,32,41,,,325
2021-10-04,1,3,6,8,9,157,12,,1,,,14,22,16,33,36,,,318
2021-10-03,,4,7,7,11,159,13,,,,,11,23,14,30,40,,,319
2021-10-02,,6,7,6,11,155,15,,,,,9,25,13,32,43,,,322
2021-10-01,1,5,8,8,11,149,14,,,,,10,28,15,30,42,,,321
2021-09-30,1,3,7,10,11,158,12,,,,,13,27,14,27,48,,,331
2021-09-29,1,3,5,10,11,165,11,,,,,17,27,15,30,50,,,345
2021-09-28,1,3,6,13,9,160,13,,,,,18,26,12,26,45,,,332
2021-09-27,1,2,6,10,9,164,12,,,,,20,21,12,26,52,,,335
2021-09-26,1,1,5,12,11,166,12,1,,,,22,20,13,24,53,,,341
2021-09-25,1,2,5,10,12,159,11,2,,,,16,19,12,24,52,,,325
2021-09-24,1,2,6,10,13,159,12,1,,,,12,20,11,24,47,,,318
2021-09-23,1,2,6,8,12,159,13,1,,,,12,24,11,28,47,,,324
2021-09-22,1,1,9,7,11,154,13,1,,,,11,22,13,26,47,,,316
2021-09-21,1,1,8,6,13,149,13,1,,,,8,20,16,25,42,,,303
2021-09-20,1,1,8,6,13,147,13,1,,,,9,20,17,28,41,,,305
2021-09-19,1,1,9,8,15,141,15,1,,,,9,22,20,29,37,,,308
2021-09-18,2,1,5,9,15,141,15,,,,,7,22,21,29,37,,,304
2021-09-17,2,1,5,9,14,139,13,,,,,5,24,19,30,32,,,293
2021-09-16,1,1,8,12,13,135,13,,,,,4,26,19,28,33,,,293
2021-09-15,1,1,9,11,11,129,13,,,,,5,29,23,25,33,,,290
2021-09-14,1,1,7,11,10,130,11,,,,,4,23,24,25,29,,,276
2021-09-13,1,1,10,10,9,129,10,,,,,5,22,21,23,30,,,271
2021-09-12,2,1,8,9,8,125,8,,,,,5,21,19,20,31,,,257
2021-09-11,1,1,8,8,8,122,8,,,,1,4,17,21,21,33,,,253
2021-09-10,1,1,8,6,7,113,8,,,,,3,18,19,22,32,,,238
2021-09-09,2,1,7,5,7,110,9,,,,,4,16,18,19,36,,,234
2021-09-08,1,1,6,4,4,112,9,,,,,3,15,16,19,34,,,224
2021-09-07,1,1,5,4,5,108,8,,,,,3,17,16,20,31,,,219
2021-09-06,1,1,6,5,6,103,8,,,,,2,15,13,20,27,,,207
2021-09-05,1,1,6,6,5,101,10,,,,,2,13,12,18,27,,,202
2021-09-04,1,1,7,7,4,96,12,,,,,2,13,11,15,26,,,195
2021-09-03,1,1,7,5,3,98,11,,,,,1,11,10,15,25,,,188
2021-09-02,1,1,9,6,3,97,8,,,,,1,9,12,12,28,,,187
2021-09-01,2,2,7,6,2,92,6,,,,,1,8,11,13,28,,,178
2021-08-31,2,2,7,6,2,95,7,,,,,1,8,10,9,32,,,181
2021-08-30,1,2,6,6,3,90,6,,,,,2,7,12,8,25,,,168
2021-08-29,1,2,7,5,4,83,4,,,,,2,8,11,7,22,,,156
2021-08-28,1,2,7,4,5,82,3,,,,,3,9,11,8,22,,,157
2021-08-27,1,3,6,4,5,83,1,,1,,,3,10,10,10,21,,,158
2021-08-26,1,3,8,4,5,84,1,,,,,2,11,10,9,22,,,160
2021-08-25,1,2,8,6,5,78,2,,,,,2,15,10,9,21,,,159
2021-08-24,1,2,6,5,7,70,2,,,,,,12,7,9,21,,,142
2021-08-23,1,2,8,4,8,69,2,,,,1,,11,2,8,20,,,136
2021-08-22,1,1,9,3,9,68,2,,1,,2,,10,4,7,21,,,138
2021-08-21,2,1,8,5,8,65,2,1,1,,2,,10,3,6,19,,,133
2021-08-20,2,1,7,3,9,63,2,1,1,,1,,10,3,6,19,,,128
2021-08-19,1,1,6,3,8,58,1,1,1,,1,,9,4,8,19,,,121
2021-08-18,2,1,6,3,9,61,1,1,1,,1,,7,4,7,20,,,124
2021-08-17,2,1,6,3,9,59,2,1,1,,1,,9,4,4,23,,,125
2021-08-16,2,1,8,3,7,63,2,1,,,,,7,4,3,21,,,122
2021-08-15,2,1,8,3,9,61,2,1,,,,,6,4,3,20,,,120
2021-08-14,2,1,8,3,8,61,2,1,,,,,6,5,2,19,,,118
2021-08-13,2,1,8,4,8,63,2,2,,,1,,6,5,3,18,,,123
2021-08-12,2,1,8,5,7,65,2,2,,,1,,6,7,3,14,,,123
2021-08-11,2,1,9,4,6,69,3,2,,,,,5,8,3,14,,,126
2021-08-10,3,2,9,1,6,69,3,1,,,,1,5,6,3,14,,,123
2021-08-09,2,2,8,1,5,61,3,,,,,1,5,6,2,14,,,110
2021-08-08,2,2,8,,4,58,3,,,,,1,5,3,3,12,,,101
2021-08-07,2,2,8,,3,54,3,,,,,1,5,4,3,13,,,98
2021-08-06,2,2,9,1,3,53,2,,,,,1,5,3,3,13,,,97
2021-08-05,2,2,9,,3,53,3,,,,,1,6,3,4,14,,,100
2021-08-04,1,2,8,,3,53,3,,,,,1,6,3,6,14,,,100
2021-08-03,1,2,8,,3,53,3,,,,,1,6,3,6,13,,,99
2021-08-02,1,2,8,,4,54,3,1,,,,,6,3,5,11,,,98
2021-08-01,1,2,8,,5,57,3,1,,,,,6,3,4,11,,,101
2021-07-31,1,2,8,1,5,58,3,1,,,,,6,3,3,11,,,102
2021-07-30,1,1,8,1,5,55,4,1,,,,,6,3,3,11,,,99
2021-07-29,1,1,9,1,5,56,4,1,,,,1,5,3,3,13,,,103
2021-07-28,1,1,8,,5,55,4,1,,,1,1,5,2,3,12,,,99
2021-07-27,1,1,8,,5,55,4,1,,,1,1,5,2,5,12,,,101
2021-07-26,1,1,8,2,6,56,4,1,1,,1,2,5,2,5,14,,,109
2021-07-25,1,1,7,2,6,59,5,1,1,,1,2,6,2,5,15,,,114
2021-07-24,1,1,7,2,6,58,5,1,1,,1,2,6,2,5,16,,,114
2021-07-23,1,1,7,2,6,62,4,1,1,,1,2,6,3,5,14,,,116
2021-07-22,1,2,7,2,5,61,3,1,1,,2,4,6,3,5,14,,,117
2021-07-21,1,2,7,2,6,64,5,1,,,1,4,7,3,5,14,,,122
2021-07-20,2,2,8,2,6,63,5,1,,,1,3,7,3,5,14,,,122
2021-07-19,2,2,10,2,6,60,4,1,,,1,4,6,3,5,14,,,120
2021-07-18,2,2,10,2,6,65,4,1,,,1,5,7,3,5,14,,,127
2021-07-17,2,2,9,2,6,67,4,1,,,,5,7,4,5,14,,,128
2021-07-16,1,2,11,2,6,70,5,1,,,,4,7,4,5,13,,,131
2021-07-15,1,2,9,3,5,72,5,1,1,,,4,8,3,5,14,,,133
2021-07-14,2,2,10,2,6,73,6,1,1,,,4,8,3,5,16,,,139
2021-07-13,1,3,8,2,6,70,6,1,1,,,4,7,3,6,14,,,132
2021-07-12,1,3,9,3,6,72,8,1,,,,5,6,3,6,15,,,138
2021-07-11,1,3,10,3,6,74,8,1,,,,6,4,3,6,16,,,141
2021-07-10,1,3,10,3,6,76,8,1,,,,6,4,3,6,16,,,143
2021-07-09,1,3,13,3,6,75,8,1,,,,6,3,3,6,16,,,144
2021-07-08,1,3,13,4,6,81,8,1,1,,,5,3,4,7,16,,,153
2021-07-07,1,4,12,4,6,81,10,1,,,,5,3,6,6,15,,,154
2021-07-06,1,4,13,4,7,84,11,1,,,,5,3,6,6,15,,,160
2021-07-05,1,4,11,4,9,85,11,1,,,,6,7,5,7,15,,,166
2021-07-04,1,4,11,3,10,84,11,1,,,,6,8,5,5,16,,,165
2021-07-03,1,4,12,3,9,84,11,1,,,,6,8,5,5,17,,,166
2021-07-02,1,4,13,4,9,85,10,1,,,,6,8,5,5,17,,,168
2021-07-01,1,5,15,5,9,87,10,1,,,1,5,8,5,5,19,,,176
2021-06-30,3,5,15,4,9,86,11,1,,,1,5,9,5,5,19,,,178
2021-06-29,4,5,15,4,10,89,12,1,,,1,6,9,6,5,20,,,187
2021-06-28,2,6,14,4,10,90,12,1,,,,6,9,5,6,17,,,182
2021-06-27,2,6,13,4,11,100,14,1,,,,6,9,3,6,18,,,193
2021-06-26,2,7,11,4,11,100,14,1,,,,6,10,5,6,17,,,194
2021-06-25,2,7,10,4,12,101,14,1,,,,6,10,7,7,17,,,198
2021-06-24,2,6,10,6,12,101,14,1,,,,7,11,5,7,18,,,200
2021-06-23,2,7,9,6,12,103,16,1,,1,1,7,11,6,7,18,,,207
2021-06-22,4,6,10,7,12,106,17,1,,1,1,9,11,7,8,18,,,218
2021-06-21,5,7,11,7,13,110,16,2,,1,1,10,13,7,8,17,,,228
2021-06-20,6,8,12,6,13,114,17,2,,1,1,10,13,7,9,21,,,240
2021-06-19,5,8,10,7,15,114,17,1,,1,1,12,12,6,9,22,,,240
2021-06-18,4,8,9,7,15,115,18,1,,1,1,12,13,6,9,22,,,241
2021-06-17,5,8,10,7,17,117,18,1,1,1,1,13,14,5,10,22,,,250
2021-06-16,5,9,10,7,18,119,19,1,1,1,1,14,14,5,10,22,,,256
2021-06-15,5,9,13,7,15,126,19,1,1,1,1,17,15,6,10,23,,,269
2021-06-14,5,9,13,7,14,130,19,1,1,1,1,17,15,5,12,22,,,272
2021-06-13,6,8,16,7,18,134,18,1,1,1,1,17,15,5,10,21,,,279
2021-06-12,6,9,19,7,18,133,18,1,1,1,2,17,17,4,10,22,,,285
2021-06-11,6,9,18,7,20,127,20,1,1,1,2,17,18,4,9,23,,,283
2021-06-10,10,8,20,8,24,129,24,1,,,1,18,18,4,10,27,,,302
2021-06-09,10,8,21,8,24,125,24,1,,,1,21,19,5,12,29,,,308
2021-06-08,10,9,21,8,26,131,27,1,,,1,24,18,5,13,30,,,324
2021-06-07,8,10,21,10,27,134,28,1,,,1,23,20,5,11,28,,,327
2021-06-06,8,11,25,9,27,130,27,2,,,2,22,21,5,10,30,,,329
2021-06-05,8,12,27,11,27,128,26,2,,,2,25,20,6,10,32,,,336
2021-06-04,8,10,29,11,27,130,28,1,,,1,24,20,7,12,34,,,342
2021-06-03,9,9,33,11,30,139,28,1,,,1,28,21,8,13,30,,,361
2021-06-02,9,9,34,11,33,149,33,1,,,2,29,24,7,17,33,,,391
2021-06-01,11,9,35,15,32,155,35,1,,,1,28,25,10,20,36,,,413
2021-05-31,12,8,38,14,33,168,34,1,1,,1,28,26,11,21,37,,,433
2021-05-30,13,7,41,14,34,174,34,1,1,,1,29,26,11,20,39,,,445
2021-05-29,13,6,43,14,34,174,37,1,1,,1,25,25,11,18,45,,,448
2021-05-28,14,4,44,16,35,176,37,1,1,,2,27,27,13,18,44,,,459
2021-05-27,14,4,43,16,36,183,37,1,1,2,2,31,29,15,18,42,,,474
2021-05-26,14,3,41,18,36,186,37,1,,1,1,31,29,14,15,39,,,466
2021-05-25,15,4,43,15,35,193,40,1,1,,1,34,32,13,17,40,,,484
2021-05-24,14,5,46,17,32,204,42,1,1,,1,37,31,13,17,41,,,502
2021-05-23,15,4,47,17,30,196,43,1,1,,1,36,31,14,19,42,,,497
2021-05-22,17,4,42,16,31,197,45,1,1,,,34,30,15,21,44,,,498
2021-05-21,15,6,42,15,30,198,52,1,1,,1,33,31,19,20,42,,,506
2021-05-20,18,6,50,18,32,197,50,1,1,,1,37,32,18,21,44,,,526
2021-05-19,18,5,51,19,35,206,52,1,,,1,40,36,17,21,40,,,542
2021-05-18,18,5,56,20,35,210,49,1,,,1,44,40,16,22,40,,,557
2021-05-17,19,6,60,19,33,215,51,1,,,1,43,38,18,21,43,,,568
2021-05-16,18,7,61,19,33,219,55,1,,,2,41,37,18,20,44,,,575
2021-05-15,19,9,69,22,33,223,56,1,,,1,34,36,20,21,45,,,589
2021-05-14,19,13,68,22,34,235,58,1,,,1,39,35,19,20,43,,,607
2021-05-13,17,14,68,26,38,252,56,1,,,,40,36,20,15,43,,,626
2021-05-12,15,14,73,27,40,250,56,1,1,,,39,37,18,18,46,,,635
2021-05-11,14,12,77,25,40,244,61,1,1,,,35,32,18,21,52,,,633
2021-05-10,16,10,82,26,40,242,61,1,1,,,33,32,15,25,53,,,637
2021-05-09,14,10,83,25,41,250,60,1,1,,1,35,35,16,26,51,,,649
2021-05-08,15,9,81,24,40,253,60,1,1,,1,36,33,17,25,57,,,653
2021-05-07,13,10,81,21,40,248,61,1,1,,,37,33,19,27,58,,,650
2021-05-06,15,12,92,21,39,244,62,1,,,,34,32,20,27,58,,,657
2021-05-05,17,15,95,25,41,249,64,1,,,3,37,32,20,32,61,,,692
2021-05-04,15,15,94,23,39,258,61,1,,,3,39,33,18,33,61,,,693
2021-05-03,16,16,93,23,34,264,62,1,,,4,42,34,21,33,65,,,708
2021-05-02,11,17,98,25,28,260,68,1,,,2,40,35,25,31,59,,,700
2021-05-01,13,16,101,24,30,253,66,1,,,2,36,34,26,30,54,,,686
2021-04-30,12,13,106,28,30,249,66,1,,,2,36,33,26,30,55,,,687
2021-04-29,12,13,121,25,27,263,69,1,,,1,36,35,26,30,57,,,716
2021-04-28,12,13,125,26,29,258,70,1,1,,1,37,39,26,31,65,,,734
2021-04-27,11,14,137,26,30,258,72,1,1,,1,40,42,26,29,68,,,756
2021-04-26,13,13,151,27,30,256,77,1,1,,1,39,45,30,29,71,,,784
2021-04-25,14,12,151,28,32,258,73,1,1,,1,35,47,31,27,75,,,786
2021-04-24,10,11,152,31,29,255,71,1,1,,2,38,51,32,24,66,,,774
2021-04-23,10,11,147,29,29,259,68,1,1,,1,36,50,25,27,70,,,764
2021-04-22,10,10,153,28,24,275,72,2,,,1,37,48,26,22,76,,,784
2021-04-21,10,11,158,25,24,290,66,2,,,1,41,49,25,25,73,,,800
2021-04-20,10,15,158,23,23,302,64,2,,,2,43,48,21,30,70,,,811
2021-04-19,7,15,151,22,22,306,59,2,1,,1,42,45,25,33,70,,,801
2021-04-18,8,13,139,26,24,313,60,2,1,,1,38,42,22,28,72,,,789
2021-04-17,7,13,134,26,22,315,64,2,1,,1,35,42,21,25,72,,,780
