FOURNISSEUR,RÉPARTITION,SERVICE,DIRECTION,NO DE DOSSIER,OBJET,NO DÉCISION,DATE SIGNATURE,MONTANT 
CPRMV,100% VILLE,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239703002,"ACCORDER UN CONTRAT DE SERVICES PROFESSIONNELS DE GRÉ-À-GRÉ AU CPRMV POUR LE DÉPLOIEMENT D'UN SERVICE D'ACCOMPAGNEMENT TÉLÉPHONIQUE À L'INTENTION DES FAMILLES AFIN DE PRÉVENIR LA VIOLENCE ARMÉE, POUR UNE SOMME MAXIMALE DE 800 000$ POUR LES ANNÉES 2023 ET 2024, DANS LE CADRE DU BUDGET DU SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE SP-SDIS-23-010 / PRÉVOIR UN AJUSTEMENT BUDGÉTAIRE NON RÉCURRENT DE 400 000 $ POUR 2024 AU SERVICE DE LA DIVERSITÉ ET DE L’INCLUSION SOCIALE. APPROUVER UNE PROJET DE CONVENTION À CET EFFET",CM23 0174,2023-02-22,800000
AXIA SERVICES,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION GESTION DE GRANDS PARCS ET MILIEUX NATURELS,1239873001,"EXERCER LA PREMIÈRE OPTION DE PROLONGATION DU CONTRAT AVEC AXIA SERVICES POUR UNE PÉRIODE DE 12 MOIS AFIN D’ASSURER LE MAINTIEN DES SERVICES D'ENTRETIEN MÉNAGER ET DE SURVEILLANCE DU GRAND CHALET, DU PAVILLON DU LAC-AUX-CASTORS ET DU KIOSQUE K20 DU PARC DE MONT-ROYAL DU 1ER MARS 2023 AU 28 FÉVRIER 2024, MAJORANT LE MONTANT TOTAL DU CONTRAT DE 689 420,34 $ À 1 041 033,71 $ TAXES INCLUSES.",CM23 0148,2023-02-22,351614
ADDMINISTRATION PORTUAIRE DE MONTRÉAL,100% VILLE,SERVICE DE LA STRATÉGIE IMMOBILIÈRE,DIRECTION,1225941007,"APPROUVER UNE CONVENTION DE MODIFICATION DE BAIL PAR LAQUELLE LA VILLE LOUE DE L'ADMINISTRATION PORTUAIRE DE MONTRÉAL, POUR UNE PÉRIODE DE QUATORZE (14) ANS À COMPTER DU 1ER JANVIER 2015, CINQ (5) PARCELLES DE TERRAIN FAISANT PARTIE DES LOTS 2 454 951, 1 710 753, 1 422 872, 1 422 873 ET 1 422 874 DU CADASTRE DU QUÉBEC, D'UNE SUPERFICIE TOTALE DE 4 948 M², DANS L'EMPRISE DE LA RUE BELLERIVE, DANS L'ARRONDISSEMENT DE MERCIER-HOCHELAGA-MAISONNEUVE POUR UN LOYER TOTAL DE 33 752,98 $, TAXES INCLUSES. OUVRAGE #6638.",CM23 0420,2023-04-21,33753
FORACTION INC.,100% VILLE,SERVICE DES INFRASTRUCTURES DU RÉSEAU ROUTIER,DIRECTION DE LA RÉALISATION DES PROJETS D'INFRASTRUCTURES URBAINES,1227231103,"ACCORDER UN CONTRAT À FORACTION INC., POUR DES TRAVAUX DE RÉHABILITATION DE CONDUITES D’EAU SECONDAIRES PAR CHEMISAGE DANS DIVERSES RUES DE LA VILLE DE MONTRÉAL DANS L’ARRONDISSEMENT DE CÔTE-DES-NEIGES - NOTRE-DAME-DE-GRÂCE. DÉPENSE TOTALE DE 8 484 324,08 $ (CONTRAT: 7 560 000,00 $ + CONTINGENCES: 756 000,00 $ + INCIDENCES: 168 324,08 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 500401 - 3 SOUMISSIONNAIRES",CM23 0408,2023-04-21,7560000
LAFARGE CANADA INC.,ENTENTE CADRE RÉPARTITION SELON UTILISATION,SERVICE DE L'APPROVISIONNEMENT,DIRECTION ACQUISITION,1227360003,"CONCLURE UNE ENTENTE-CADRE AVEC LA FIRME LAFARGE CANADA INC. POUR LA FOURNITURE ET LIVRAISON SUR DEMANDE DE PIERRE CONCASSÉE, POUR UNE DURÉE DE VINGT-QUATRE (24) MOIS, AVEC DEUX (2) OPTIONS DE PROLONGATION - MONTANT ESTIMÉ DE L'ENTENTE-CADRE : 3 621 544,00 $, TAXES INCLUSES (ENTENTE: 3 149 168,70 $ + VARIATION DES QUANTITÉS 472 375,31 $) - APPEL D'OFFRES PUBLIC 22-19574 - (2 SOUMISSIONNAIRES)",CM23 0433,2023-04-21,3621544
INFRASTRUCTEL INC.,100% AUTRE,COMMISSION DES SERVICES ÉLECTRIQUES,BUREAU DU PRÉSIDENT DE LA COMMISSION,1230649002,"CONCLURE UNE ENTENTE-CADRE DE SERVICES PROFESSIONNELS, D'UNE DURÉE DE TROIS (3) ANS AVEC LA FIRME INFRASTRUCTEL INC. POUR DES SERVICES DE SURVEILLANCE DE TRAVAUX POUR LA SOMME MAXIMALE DE 1 699 824,89 $ (TAXES INCLUSES) APPEL D'OFFRES PUBLIC # S-1767 (5 SOUMISSIONNAIRES). APPROUVER UN PROJET DE CONVENTION À CETTE FIN.",CM23 0438,2023-04-21,1699825
GROUPE ABS INC,100% AUTRE,COMMISSION DES SERVICES ÉLECTRIQUES,BUREAU DU PRÉSIDENT DE LA COMMISSION,1230649003,"ACCORDER UN CONTRAT DE SERVICES PROFESSIONNELS À LA FIRME GROUPE ABS INC. POUR LA CARACTÉRISATION DES SOLS, SUITE À L'APPEL D'OFFRES PUBLIC NO. S-1775 DANS LE CADRE DE PROJETS DE CONSTRUCTION, DE BRANCHEMENT ET DE MODIFICATION DU RÉSEAU SOUTERRAIN DE LA CSEM, POUR UNE PÉRIODE DE 18 MOIS, AU MONTANT DE 823 433,70 $ (TAXES INCLUSES) - (2 SOUMISSIONNAIRE) - APPROUVER UN PROJET DE CONVENTION À CET EFFET",CM23 0439,2023-04-21,823433
GROUPE GENINOV INC,100% AUTRE,COMMISSION DES SERVICES ÉLECTRIQUES,BUREAU DU PRÉSIDENT DE LA COMMISSION,1230649004,"CONCLURE UNE ENTENTE-CADRE DE SERVICES PROFESSIONNELS, D'UNE DURÉE DE TROIS (3) ANS AVEC LA FIRME GROUPE GENINOV INC. POUR DES SERVICES DE SURVEILLANCE DE TRAVAUX POUR LA SOMME MAXIMALE DE 1 709 286,19 $ (TAXES INCLUSES) APPEL D'OFFRES PUBLIC # S-1768 (5 SOUMISSIONNAIRES). APPROUVER UN PROJET DE CONVENTION À CETTE FIN.",CM23 0437,2023-04-21,1709286
ATELIER AKTUEL,100% VILLE,SERVICE DE LA CULTURE,DIRECTION DU DÉVELOPPEMENT CULTUREL,1233673002,"AUTORISER LE TRANSFERT D'UN MONTANT DE 44 292,76 $, TAXES INCLUSES, DES DÉPENSES INCIDENTES AUX DÉPENSES CONTINGENTES, POUR LA FABRICATION ET L'INSTALLATION DE MOBILIERS, D'ÉLÉMENTS MUSÉOGRAPHIQUES ET D'IMPRESSIONS GRAPHIQUES POUR L’EXPOSITION PERMANENTE DU MEM - CENTRE DES MÉMOIRES MONTRÉALAISES, DANS LE CADRE DU CONTRAT ACCORDÉ À L'ATELIER AKTUEL INC. (CM21 1187), ET AUTORISER UNE BONIFICATION DE CONTRAT DE 76 000,00 $, TAXES INCLUSES, MAJORANT AINSI LA DÉPENSE MAXIMALE DU CONTRAT DE 1 063 026,29 $, TAXES INCLUSES (CONTRAT + CONTINGENCES + INCIDENCES), À 1 139 026,29 $, TAXES INCLUSES (CONTRAT + CONTINGENCES).",CM23 0403,2023-04-19,76000
SNC-LAVALIN,100% VILLE,SERVICE DE L'URBANISME ET DE LA MOBILITÉ,DIRECTION DES PROJETS D'AMÉNAGEMENT URBAIN,1234139001,"AUTORISER UNE DÉPENSE ADDITIONNELLE DE 265 637,09$, TAXES INCLUSES, AU CONTRAT DE SERVICES PROFESSIONNELS OCTROYÉ AU REGROUPEMENT DE FIRMES CONSTITUÉ DE SNC LAVALIN INC. ET PROVENCHER ROY + ASSOCIÉS ARCHITECTES INC. POUR LA RÉALISATION DES PLANS ET DEVIS ET DE L'ASSISTANCE TECHNIQUE DU PROJET DE REMPLACEMENT DU PONT JACQUES-BIZARD (CM19 1203) MAJORANT AINSI LE MONTANT TOTAL DU CONTRAT DE 3 785 758,83$ À 4 051 395,92 $, TAXES INCLUSES.",CM23 0418,2023-04-21,265637
CEVECO INC.,"96,08% VILLE 3,92% AUTRE",SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION AMÉNAGEMENT DES PARCS ET ESPACES PUBLICS,1235203001,"ACCORDER UN CONTRAT À CEVECO INC. POUR L’EXÉCUTION DU PREMIER LOT DES TRAVAUX DE RÉAMÉNAGEMENT DES ABORDS DE L’HÔTEL DE VILLE, DANS LE CADRE DE LA PHASE 1 DU PROJET DE MISE EN VALEUR DE LA CITÉ ADMINISTRATIVE - DÉPENSE TOTALE DE 4 096 171,63 $, TAXES INCLUSES (CONTRAT : 3 251 361,36 $ + CONTINGENCES : 650 272,27 $ + INCIDENCES : 194 538,00 $) - APPEL D’OFFRES PUBLIC 22-6756 - TROIS SOUMISSIONNAIRES",CM23 0436,2023-04-21,3251361
CORPORATION DE CONSTRUCTION GERMANO,100% VILLE,SERVICE DE LA GESTION ET PLANIFICATION DES IMMEUBLES,DIRECTION DE LA GESTION DE PROJETS IMMOBILIERS,1235965001,"AUTORISER UNE DÉPENSE ADDITIONNELLE DE 54 193,03 $, TAXES INCLUSES, POUR LE PROJET DE RÉFECTION DU CHALET DU PARC LA FONTAINE, DANS LE CADRE DU CONTRAT 14341 ACCORDÉ À CORPORATION DE CONSTRUCTION GERMANO (CM18 0375), MAJORANT AINSI LE MONTANT DU CONTRAT DE 4 623 084,45 $ À 4 677 277,48 $, TAXES INCLUSES.",CM23 0429,2023-04-21,54193
ENVIROSERVICES INC.,ENTENTE CADRE RÉPARTITION SELON UTILISATION,SERVICE DE L'APPROVISIONNEMENT,DIRECTION ACQUISITION,1236987001,"EXERCER L'OPTION DE LA PROLONGATION PRÉVUE AU CONTRAT POUR DES SERVICES SPÉCIALISÉS EN PRÉLÈVEMENT D'ÉCHANTILLONS DES SOLS, DES ANALYSES CHIMIQUES ET DES RAPPORTS D'ANALYSES DANS LE CADRE DU CONTRAT ACCORDÉ À ENVIROSERVICES INC. (CM20 0392), MAJORANT AINSI LE MONTANT TOTAL ESTIMÉ DU CONTRAT DE 907 670,77 $ À 1 210 114,35 $, TAXES INCLUSES",CM23 0401,2023-04-21,302443
DEMIX CONSTRUCTION,100% VILLE,SERVICE DES INFRASTRUCTURES DU RÉSEAU ROUTIER,DIRECTION DE LA RÉALISATION DES PROJETS D'INFRASTRUCTURES URBAINES,1237231002,"ACCORDER UN CONTRAT À DEMIX CONSTRUCTION, POUR DES TRAVAUX D’ÉGOUT, DE CONDUITE D’EAU, DE VOIRIE, D’ÉCLAIRAGE, DE FEUX DE CIRCULATION ET D'UTILITÉS PUBLIQUES (ÉNERGIR), DANS LES RUES DÉCARIE ET TASSÉ DANS L'ARRONDISSEMENT DE SAINT-LAURENT. DÉPENSE TOTALE DE 7 039 254,04 $ (CONTRAT: 5 646 585,70 $ + CONTINGENCES: 575 976,57 $ + INCIDENCES: 816 691,78 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 401710 - 3 SOUMISSIONNAIRES.",CM23 0409,2023-04-21,5646586
SANEXEN SERVICES ENVIRONNEMENTAUX INC.,100% VILLE,SERVICE DES INFRASTRUCTURES DU RÉSEAU ROUTIER,DIRECTION DE LA RÉALISATION DES PROJETS D'INFRASTRUCTURES URBAINES,1237231003,"ACCORDER UN CONTRAT À SANEXEN SERVICES ENVIRONNEMENTAUX INC., POUR DES TRAVAUX DE REMPLACEMENT DE BRANCHEMENTS D'EAU EN PLOMB DANS DIVERSES RUES DE LA VILLE DE MONTRÉAL DANS L'ARRONDISSEMENT DE MERCIER - HOCHELAGA-MAISONNEUVE. DÉPENSE TOTALE DE 5 099 308,40 $ (CONTRAT: 4 460 280,36 $ + CONTINGENCES: 446 028,04 $ + INCIDENCES: 193 000,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 501104 - 4 SOUMISSIONNAIRES",CM23 0406,2023-04-21,4460280
INSITUFORM TECHNOLOGIES LIMITED,100% VILLE,SERVICE DES INFRASTRUCTURES DU RÉSEAU ROUTIER,DIRECTION DE LA RÉALISATION DES PROJETS D'INFRASTRUCTURES URBAINES,1237231006,"ACCORDER UN CONTRAT À INSITUFOM TECHNOLOGIES LIMITED, POUR DES TRAVAUX DE RÉHABILITATION DE CONDUITES D'ÉGOUT PAR CHEMISAGE DANS DIVERSES RUES DE LA VILLE DE MONTRÉAL DANS LES ARRONDISSEMENTS DE ROSEMONT-LA-PETITE-PATRIE ET DE VILLERAY-SAINT-MICHEL-PARC-EXTENSION - DÉPENSE TOTALE DE 11 105 800,00 $ (CONTRAT: 9 948 000,00 $, CONTINGENCES: 994 800,00 $, INCIDENCES: 163 000,00 $), TAXES INCLUSES - APPEL D'OFFRES PUBLIC 500005 ( 3 SOUMISSIONNAIRES)",CM23 0410,2023-04-21,9948000
LES ENTREPRISES MICHAUDVILLE INC.,"72,65% VILLE 27,35% AUTRE",SERVICE DES INFRASTRUCTURES DU RÉSEAU ROUTIER,DIRECTION DE LA RÉALISATION DES PROJETS D'INFRASTRUCTURES URBAINES,1237231007,"ACCORDER UN CONTRAT À LES ENTREPRISES MICHAUDVILLE INC., POUR DES TRAVAUX D’ÉGOUT, DE CONDUITES D’EAU, DE VOIRIE, D’ÉCLAIRAGE, DE FEUX DE CIRCULATION ET D’UTILITÉS PUBLIQUES (CSEM ET BELL) DANS LA RUE DE LILLE DU BOULEVARD HENRI-BOURASSA AU BOULEVARD GOUIN DANS L’ARRONDISSEMENT D'AHUNTSIC-CARTIERVILLE. DÉPENSE TOTALE DE 4 772 948,08 $ (CONTRAT: 3 681 000,00 $, CONTINGENCES: 420 458,87 $, INCIDENCES: 671 489,21 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 449810 - 5 SOUMISSIONNAIRES. AUTORISER UN BUDGET DE REVENUS ET DE DÉPENSES DE 112 925,48 $, TAXES INCLUSES (CONTRAT ENTENTE: 102 659,53 $ + CONTINGENCES : 10 265,95 $), POUR LES TRAVAUX DE BELL INTÉGRÉS AU PROJET DE LA VILLE ET QUI SONT REMBOURSABLES PAR BELL EN VERTU DE L'ENTENTE.",CM23 0417,2023-04-21,3681000
INSITUFORM TECHNOLOGIES LIMITED,100% VILLE,SERVICE DES INFRASTRUCTURES DU RÉSEAU ROUTIER,DIRECTION DE LA RÉALISATION DES PROJETS D'INFRASTRUCTURES URBAINES,1237231008,"ACCORDER UN CONTRAT À INSITUFORM TECHNOLOGIES LIMITED, POUR DES TRAVAUX D’ÉGOUT (RECONSTRUCTION ET RÉHABILITATION), DE CONDUITE D’EAU ET DE VOIRIE DANS LES RUES DE CASTELNAU EST, GARNIER ET CHAMBORD DANS L'ARRONDISSEMENT DE VILLERAY─SAINT-MICHEL─PARC-EXTENSION . DÉPENSE TOTALE DE 3 432 375,14 $ (CONTRAT: 2 899 000,00 $ + CONTINGENCES:348 076,94 $ + INCIDENCES: 185 298,21 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 464710 - 2 SOUMISSIONNAIRES.",CM23 0435,2023-04-21,2899000
EUROVIA QUÉBEC CONSTRUCTION INC.,100% VILLE,SERVICE DES INFRASTRUCTURES DU RÉSEAU ROUTIER,DIRECTION DE LA RÉALISATION DES PROJETS D'INFRASTRUCTURES URBAINES,1237231009,"ACCORDER UN CONTRAT À EUROVIA QUÉBEC CONSTRUCTION INC. POUR DES TRAVAUX DE VOIRIE (RÉHABILITATION DE CHAUSSÉE) DANS LES ARRONDISSEMENTS DE LACHINE, DE LASALLE ET DE VERDUN. DÉPENSE TOTALE DE 5 229 099,50 $ (CONTRAT: 4 483 500,00 $ + CONTINGENCES: 448 350,00 $ + INCIDENCES: 297 249,50 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 500303 - 6 SOUMISSIONNAIRES",CM23 0407,2023-04-21,4483500
SANEXEN SERVICES ENVIRONNEMENTAUX INC.,100% VILLE,SERVICE DES INFRASTRUCTURES DU RÉSEAU ROUTIER,DIRECTION DE LA RÉALISATION DES PROJETS D'INFRASTRUCTURES URBAINES,1237231011,"ACCORDER UN CONTRAT À SANEXEN SERVICES ENVIRONNEMENTAUX INC., POUR DES TRAVAUX DE DE RÉHABILITATION DE CONDUITES D’EAU SECONDAIRES PAR CHEMISAGE DANS DIVERSES RUES DE LA VILLE DE MONTRÉAL DANS LES ARRONDISSEMENTS DU PLATEAU-MONT-ROYAL, D'OUTREMONT ET DE VILLE-MARIE. DÉPENSE TOTALE DE 8 235 792,07 $ (CONTRAT: 7 323 659,15 $ + CONTINGENCES: 732 365,92 $ + INCIDENCES: 179 767,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 500402 - 2 SOUMISSIONNAIRES",CM23 0411,2023-04-21,7323659
LES ENTREPRENEURS BUCARO INC.,100% VILLE,SERVICE DES INFRASTRUCTURES DU RÉSEAU ROUTIER,DIRECTION DE LA RÉALISATION DES PROJETS D'INFRASTRUCTURES URBAINES,1237231014,"ACCORDER UN CONTRAT À LES ENTREPRENEURS BUCARO INC., POUR DES TRAVAUX DE VOIRIE DANS LES ARRONDISSEMENTS DE MERCIER–HOCHELAGA-MAISONNEUVE ET DU PLATEAU-MONT-ROYAL (PCPR ET PRCPR 2023) . DÉPENSE TOTALE DE 3 804 526,51 $ (CONTRAT: 3 259 691,37 $ + CONTINGENCES: 325 969,14 $ + INCIDENCES: 218 866,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 500304 - 7 SOUMISSIONNAIRES",CM23 0413,2023-04-21,3259691
SERVICES INFRASPEC INC.,100% VILLE,SERVICE DES INFRASTRUCTURES DU RÉSEAU ROUTIER,DIRECTION DE LA RÉALISATION DES PROJETS D'INFRASTRUCTURES URBAINES,1237231015,"ACCORDER UN CONTRAT À SERVICES INFRASPEC INC., POUR DES TRAVAUX DE RÉHABILITATION DE CONDUITES D'ÉGOUT PAR CHEMISAGE DANS DIVERSES RUES DE LA VILLE DE MONTRÉAL DANS L’ARRONDISSEMENT DE CÔTE-DES-NEIGES - NOTRE-DAME-DE-GRÂCE - DÉPENSE TOTALE DE 4 993 861,53 $ (CONTRAT: 4 440 765,24 $, CONTINGENCES: 444 076,52 $, INCIDENCES: 109 019,77 $), TAXES INCLUSES - APPEL D'OFFRES PUBLIC 500006 (2 SOUMISSIONNAIRES CONFORMES)",CM23 0412,2023-04-21,4440765
SANEXEN SERVICES ENVORONNEMENTAUX INC.,100% VILLE,SERVICE DES INFRASTRUCTURES DU RÉSEAU ROUTIER,DIRECTION DE LA RÉALISATION DES PROJETS D'INFRASTRUCTURES URBAINES,1237231016,"ACCORDER UN CONTRAT À SANEXEN SERVICES ENVIRONNEMENTAUX INC., POUR DES TRAVAUX DE REMPLACEMENT DE BRANCHEMENTS D’EAU EN PLOMB DANS DIVERSES RUES DANS LES ARRONDISSEMENTS DE LACHINE, LASALLE, LE SUD-OUEST, VERDUN ET VILLE-MARIE. DÉPENSE TOTALE DE 5 584 016,35 $ (CONTRAT: 4 887 323,96$ + CONTINGENCES: 488 732,40 $ + INCIDENCES: 207 960,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 501105 - 4 SOUMISSIONNAIRES",CM23 0414,2023-04-21,4887324
PAVAGES METROPOLITAIN INC.,100% VILLE,SERVICE DES INFRASTRUCTURES DU RÉSEAU ROUTIER,DIRECTION DE LA RÉALISATION DES PROJETS D'INFRASTRUCTURES URBAINES,1237231021,"ACCORDER UN CONTRAT À PAVAGES METROPOLITAIN INC., POUR DES TRAVAUX DE VOIRIE DANS L’ARRONDISSEMENT DE VILLERAY-SAINT-MICHEL-PARC-EXTENSION (PCPR ET PRCPR 2023).DÉPENSE TOTALE DE 4 736 870,59 $ (CONTRAT: 4 045 805,66 $ + CONTINGENCES: 404 580,57 $ + INCIDENCES: 286 484,36 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 500309 - 6 SOUMISSIONNAIRES CONFORMES.",CM23 0416,2023-04-21,4045806
TETRA TECH QI INC.,ENTENTE CADRE RÉPARTITION SELON UTILISATION,SERVICE DU GREFFE,DIRECTION,1237231023,"CONCLURE DEUX ENTENTES-CADRES DE SERVICES PROFESSIONNELS POUR UN MONTANT TOTAL DE 12 400 341,19 $ TAXES INCLUSES, POUR UNE DURÉE DE 36 MOIS AVEC LES FIRMES, TETRA TECH QI INC., (CONTRAT # 1: 6 792 723 $, TAXE INCLUSES) ET CIMA+ S.E.N.C. (CONTRAT # 2: 5 607 618.19 $, TAXE INCLUSES) , POUR LE SUPPORT TECHNIQUE, DE CONTRÔLE DE QUALITÉ ET DE SURVEILLANCE DES TRAVAUX DE RÉHABILITATION DE CONDUITES D’EAU POTABLE OU DE CONDUITES D’ÉGOUT PAR CHEMISAGE, AVEC UNE OPTION DE PROLONGATION DE SIX (6) MOIS CHACUNE. APPEL D'OFFRES PUBLIC 22-19688 - 2 SOUMISSIONNAIRES",CM23 0441,2023-04-26,6792723
CIMA+ S.E.N.C.,ENTENTE CADRE RÉPARTITION SELON UTILISATION,SERVICE DU GREFFE,DIRECTION,1237231023,"CONCLURE DEUX ENTENTES-CADRES DE SERVICES PROFESSIONNELS POUR UN MONTANT TOTAL DE 12 400 341,19 $ TAXES INCLUSES, POUR UNE DURÉE DE 36 MOIS AVEC LES FIRMES, TETRA TECH QI INC., (CONTRAT # 1: 6 792 723 $, TAXE INCLUSES) ET CIMA+ S.E.N.C. (CONTRAT # 2: 5 607 618.19 $, TAXE INCLUSES) , POUR LE SUPPORT TECHNIQUE, DE CONTRÔLE DE QUALITÉ ET DE SURVEILLANCE DES TRAVAUX DE RÉHABILITATION DE CONDUITES D’EAU POTABLE OU DE CONDUITES D’ÉGOUT PAR CHEMISAGE, AVEC UNE OPTION DE PROLONGATION DE SIX (6) MOIS CHACUNE. APPEL D'OFFRES PUBLIC 22-19688 - 2 SOUMISSIONNAIRES",CM23 0441,2023-04-26,5607618
"LAURIN, LAURIN (1991) INC.",100% VILLE,SERVICE DE L'URBANISME ET DE LA MOBILITÉ,DIRECTION DES PROJETS D'AMÉNAGEMENT URBAIN,1238848003,"ACCORDER UN CONTRAT À LAURIN, LAURIN (1991) INC., POUR LA RÉALISATION DE TRAVAUX CIVILS ET ÉLECTRIQUES DE SIGNALISATION LUMINEUSE AUX INTERSECTIONS LANGELIER / MÉTROPOLITAIN NORD ET LANGELIER / MÉTROPOLITAIN SUD DE LA VILLE DE MONTRÉAL - DÉPENSE TOTALE DE 2 436 276,47 $, TAXES INCLUSES (CONTRAT : 2 030 230,39 $ + CONTINGENCES : 406 046,08 $) - APPEL D'OFFRES PUBLIC 504901 - TROIS (3) SOUMISSIONNAIRES",CM23 0432,2023-04-21,2436276
GROUPE DE SÉCURITÉ GARDA SENC,100% VILLE,SERVICE DE LA GESTION ET PLANIFICATION DES IMMEUBLES,DIRECTION DE LA GESTION DES ACTIFS IMMOBILIERS,1239376001,"ACCORDER UN CONTRAT À GROUPE DE SÉCURITÉ GARDA SENC, POUR LES SERVICES DE GARDIENNAGE ET DE TOUS LES SERVICES CONNEXES AUX CINQ (5) MUSÉES D'ESPACE POUR LA VIE, POUR UNE PÉRIODE D'APPROXIMATIVEMENT TRENTE-SIX (36) MOIS, SOIT DU 5 MAI 2023 AU 30 AVRIL 2026, AVEC DEUX (2) OPTIONS DE PROLONGATION D’UNE ANNÉE CHACUNE - DÉPENSES TOTALES DE 7 257 509,81 $ TAXES INCLUSES - APPEL D'OFFRES PUBLIC 22-19702 - DEUX (2) SOUMISSIONNAIRES, UN (1) SEUL CONFORME",CM23 0434,2023-04-21,7257510
49 CONTRATS RELIÉS AU DÉNEIGEMENT (VOIR SOMMAIRE),100% VILLE,SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS,DIRECTION STRATÉGIE DES OPÉRATIONS D'ENTRETIEN DE LA VOIE PUBLIQUE,1239445003,"AUTORISER UNE DÉPENSE ADDITIONNELLE DE 2 466 910,52 $, MAJORANT AINSI LE MONTANT TOTAL DES 49 CONTRATS RELIÉS AU DÉNEIGEMENT (DÉNEIGEMENT CLÉ EN MAIN, TRANSPORT DE LA NEIGE, LOCATION DE MACHINERIE, EXPLOITATION DE LIEUX D'ÉLIMINATION DE LA NEIGE, SERVICE DE REMORQUAGE) DE 42 362 000,81 $ À 44 828 911,33 $, TAXES INCLUSES.",CM23 0430,2023-04-21,2466911
9115-7883 QUÉBEC INC.,100% VILLE,SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS,DIRECTION STRATÉGIE DES OPÉRATIONS D'ENTRETIEN DE LA VOIE PUBLIQUE,1239445005,"EXERCER L’OPTION DE PROLONGATION POUR LA SAISON HIVERNALE 2023-2024 DANS LE CADRE DES CONTRATS OCTROYÉS À 9115-7883 QUÉBEC INC., A&O GENDRON INC., DÉNEIGEMENT FONTAINE GADBOIS INC., GROUPE IMOG INC., LES ENTREPRENEURS BUCARO INC., LES ENTREPRISES CANBEC INC. ET PÉPINIÈRE MICHEL TANGUAY INC., NUMÉRO DE RÉSOLUTION CM19 0919, CM19 1024, CM19 1026, CM20 0626, CM 21-1191 APPEL D’OFFRES19-17479, 19-17747, 20-18054, 21-18895, ET AUTORISER UNE DÉPENSE ADDITIONNELLE DE 23 109 196,57 $, TAXES INCLUSES, POUR LES SERVICES DE DÉNEIGEMENT CLÉ EN MAIN POUR LES ARRONDISSEMENTS D'AHUNTSIC-CARTIERVILLE, D'ANJOU, DE SAINT-LAURENT ET DE VILLERAY–SAINT-MICHEL–PARC-EXTENSION, MAJORANT AINSI LE MONTANT TOTAL DES CONTRATS DE 74 587 117,40 $ À 97 696 313,98 $ TAXES INCLUSES. AUTORISER UN VIREMENT BUDGÉTAIRE DE 5,8 M$ POUR 2023 EN PROVENANCE DES DÉPENSES CONTINGENTES IMPRÉVUES D'ADMINISTRATION VERS LE BUDGET DU SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS.",CM23 0405,2023-04-21,1538177
A&O GENDRON INC.,100% VILLE,SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS,DIRECTION STRATÉGIE DES OPÉRATIONS D'ENTRETIEN DE LA VOIE PUBLIQUE,1239445005,"EXERCER L’OPTION DE PROLONGATION POUR LA SAISON HIVERNALE 2023-2024 DANS LE CADRE DES CONTRATS OCTROYÉS À 9115-7883 QUÉBEC INC., A&O GENDRON INC., DÉNEIGEMENT FONTAINE GADBOIS INC., GROUPE IMOG INC., LES ENTREPRENEURS BUCARO INC., LES ENTREPRISES CANBEC INC. ET PÉPINIÈRE MICHEL TANGUAY INC., NUMÉRO DE RÉSOLUTION CM19 0919, CM19 1024, CM19 1026, CM20 0626, CM 21-1191 APPEL D’OFFRES19-17479, 19-17747, 20-18054, 21-18895, ET AUTORISER UNE DÉPENSE ADDITIONNELLE DE 23 109 196,57 $, TAXES INCLUSES, POUR LES SERVICES DE DÉNEIGEMENT CLÉ EN MAIN POUR LES ARRONDISSEMENTS D'AHUNTSIC-CARTIERVILLE, D'ANJOU, DE SAINT-LAURENT ET DE VILLERAY–SAINT-MICHEL–PARC-EXTENSION, MAJORANT AINSI LE MONTANT TOTAL DES CONTRATS DE 74 587 117,40 $ À 97 696 313,98 $ TAXES INCLUSES. AUTORISER UN VIREMENT BUDGÉTAIRE DE 5,8 M$ POUR 2023 EN PROVENANCE DES DÉPENSES CONTINGENTES IMPRÉVUES D'ADMINISTRATION VERS LE BUDGET DU SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS.",CM23 0405,2023-04-21,3373476
