FOURNISSEUR,RÉPARTITION,SERVICE,DIRECTION,NO DE DOSSIER,OBJET,NO DÉCISION,DATE SIGNATURE,MONTANT 
LES SERVICES EXP IINC.,100% AGGLO,SERVICE DE L'EAU,DIRECTION DE L'EAU POTABLE,1225072002,"CONCLURE DES CONTRATS-CADRES DE SERVICES PROFESSIONNELS EN INGÉNIERIE D'UNE DURÉE DE QUATRE (4) ANS, AVEC OPTION DE RENOUVELLEMENT DU CONTRAT D'UNE (1) ANNÉE, AVEC LES SERVICES EXP IINC. (3 421 884,51 $, TAXES INCLUSES) ET FNX-INNOV INC. (3 827 003,24 $, TAXES INCLUSES) POUR LES ÉTUDES, LA CONCEPTION, LA PRÉPARATION DE PLANS ET DEVIS, LA SURVEILLANCE DE TRAVAUX - DÉPENSE TOTALE DE 3 524 541,05 $ (CONTRAT : 3 421 884,51 $ ET CONTINGENCES : 102 656,54 $), TAXES INCLUSES, POUR LE CONTRAT A ET DE 3 941 813,34 $ (CONTRAT : 3 827 003,24 $ ET CONTINGENCES : 114 810,10 $) POUR LE CONTRAT B - APPEL D'OFFRES PUBLIC NO 22-19310 - (CONTRAT A : 4 SOUMISSIONNAIRES CONFORMES, CONTRAT B : 3 SOUMISSIONNAIRES CONFORMES)",CG22 0503,2022-08-26,7466354
KEMIRA WATER SOLUTIONS CANADA INC.,100% AGGLO,SERVICE DE L'EAU,DIRECTION DE L'EAU POTABLE,1227100004,"CONCLURE HUIT (8) ENTENTES D’ACHAT CONTRACTUELLES, D’UNE DURÉE DE DOUZE (12) À QUINZE MOIS ET DEMI (15,5), SELON L'ENTENTE, POUR LA FOURNITURE ET LA LIVRAISON DE PRODUITS CHIMIQUES UTILISÉS DANS LES USINES DE PRODUCTION D’EAU POTABLE ATWATER, CHARLES-J.-DES BAILLETS, POINTE-CLAIRE, PIERREFONDS, LACHINE ET DORVAL. - APPEL D'OFFRES PUBLIC NO 22-19367- (8 LOTS, DE 1 À 2 SOUMISSIONNAIRES PAR LOT, 8 ENTENTES À CONCLURE) - MONTANT TOTAL DES ENTENTES : 7 665 951,41 $, TAXES INCLUSES (CONTRATS DE 6 969 046,74 $, TAXES INCLUSES + VARIATION DES QUANTITÉS : 696 904,67 $, TAXES INCLUSES.)",CG22 0504,2022-08-26,5190495
BRENNTAG CANADA INC.,100% AGGLO,SERVICE DE L'EAU,DIRECTION DE L'EAU POTABLE,1227100004,"CONCLURE HUIT (8) ENTENTES D’ACHAT CONTRACTUELLES, D’UNE DURÉE DE DOUZE (12) À QUINZE MOIS ET DEMI (15,5), SELON L'ENTENTE, POUR LA FOURNITURE ET LA LIVRAISON DE PRODUITS CHIMIQUES UTILISÉS DANS LES USINES DE PRODUCTION D’EAU POTABLE ATWATER, CHARLES-J.-DES BAILLETS, POINTE-CLAIRE, PIERREFONDS, LACHINE ET DORVAL. - APPEL D'OFFRES PUBLIC NO 22-19367- (8 LOTS, DE 1 À 2 SOUMISSIONNAIRES PAR LOT, 8 ENTENTES À CONCLURE) - MONTANT TOTAL DES ENTENTES : 7 665 951,41 $, TAXES INCLUSES (CONTRATS DE 6 969 046,74 $, TAXES INCLUSES + VARIATION DES QUANTITÉS : 696 904,67 $, TAXES INCLUSES.)",CG22 0504,2022-08-26,355388
SEL WINDSOR LTÉE,100% AGGLO,SERVICE DE L'EAU,DIRECTION DE L'EAU POTABLE,1227100004,"CONCLURE HUIT (8) ENTENTES D’ACHAT CONTRACTUELLES, D’UNE DURÉE DE DOUZE (12) À QUINZE MOIS ET DEMI (15,5), SELON L'ENTENTE, POUR LA FOURNITURE ET LA LIVRAISON DE PRODUITS CHIMIQUES UTILISÉS DANS LES USINES DE PRODUCTION D’EAU POTABLE ATWATER, CHARLES-J.-DES BAILLETS, POINTE-CLAIRE, PIERREFONDS, LACHINE ET DORVAL. - APPEL D'OFFRES PUBLIC NO 22-19367- (8 LOTS, DE 1 À 2 SOUMISSIONNAIRES PAR LOT, 8 ENTENTES À CONCLURE) - MONTANT TOTAL DES ENTENTES : 7 665 951,41 $, TAXES INCLUSES (CONTRATS DE 6 969 046,74 $, TAXES INCLUSES + VARIATION DES QUANTITÉS : 696 904,67 $, TAXES INCLUSES.)",CG22 0504,2022-08-26,1375248
UNIVAR SOLUTIONS CANADA LTÉ,100% AGGLO,SERVICE DE L'EAU,DIRECTION DE L'EAU POTABLE,1227100004,"CONCLURE HUIT (8) ENTENTES D’ACHAT CONTRACTUELLES, D’UNE DURÉE DE DOUZE (12) À QUINZE MOIS ET DEMI (15,5), SELON L'ENTENTE, POUR LA FOURNITURE ET LA LIVRAISON DE PRODUITS CHIMIQUES UTILISÉS DANS LES USINES DE PRODUCTION D’EAU POTABLE ATWATER, CHARLES-J.-DES BAILLETS, POINTE-CLAIRE, PIERREFONDS, LACHINE ET DORVAL. - APPEL D'OFFRES PUBLIC NO 22-19367- (8 LOTS, DE 1 À 2 SOUMISSIONNAIRES PAR LOT, 8 ENTENTES À CONCLURE) - MONTANT TOTAL DES ENTENTES : 7 665 951,41 $, TAXES INCLUSES (CONTRATS DE 6 969 046,74 $, TAXES INCLUSES + VARIATION DES QUANTITÉS : 696 904,67 $, TAXES INCLUSES.)",CG22 0504,2022-08-26,744821
SOCIÉTÉ DE DÉVELOPPEMENT SOCIAL,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1228341001,"ACCORDER UN CONTRAT DE SERVICES PROFESSIONNELS DE GRÉ À GRÉ À SOCIÉTÉ DE DÉVELOPPEMENT SOCIAL POUR POURSUIVRE LES ACTIVITÉS D'INTERVENTION DE LA HALTE CHALEUR DE FAVREAU POUR LA PÉRIODE DU 1ER JUILLET AU 31 OCTOBRE 2022 AU PRIX DE SA SOUMISSION, SOIT POUR UNE SOMME MAXIMALE DE 766 667 $, TOUTES TAXES INCLUSES, CONFORMÉMENT À SON OFFRE DE SERVICES EN DATE DU 6 JUILLET 2022 / APPROUVER UN PROJET DE CONVENTION À CETTE FIN. SP-SDIS-22-103",CG22 0505,2022-08-26,766667
9227-9702 QUÉBEC INC,100% AGGLO,SERVICE DE LA STRATÉGIE IMMOBILIÈRE,DIRECTION,1224565005,"APPROUVER LE PROJET DE MODIFICATION DU BAIL PAR LEQUEL LA VILLE DE MONTRÉAL LOUE DU LOCATEUR 9227-9702 QUÉBEC INC., POUR UN TERME DE 11 ANS, 9 MOIS ET 8 JOURS, SOIT RÉTROACTIVEMENT DU 22 FÉVRIER 2020 AU 30 NOVEMBRE 2031, UN ESPACE À BUREAUX SITUÉ AU 1 669, RUE BERRI À MONTRÉAL, DE 10 837,5 PI² (1006,8 M²), POUR LES BESOINS DU POSTE DE QUARTIER 21 DU SERVICE DE POLICE DE LA VILLE DE MONTRÉAL POUR UN LOYER TOTAL DE 263 145,60 $ TAXES INCLUSES. BÂTIMENT 8261-001.",CG22 0511,2022-08-26,263146
LES MUNITIONS MMP INC.,100% AGGLO,SERVICE DE POLICE DE MONTRÉAL,DIRECTION DES SERVICES CORPORATIFS,1227026003,"CONCLURE UNE ENTENTE-CADRE AVEC LES MUNITIONS MMP INC. POUR L’ACHAT DE MUNITIONS DE PRATIQUE 9MM FRANGIBLES UTILISÉES POUR LA FORMATION DES POLICIERS DU SERVICE DE POLICE DE LA VILLE DE MONTRÉAL (SPVM), POUR UNE PÉRIODE DE 24 MOIS, POUR UNE SOMME MAXIMALE DE 910 602,00 $, TAXES INCLUSES - APPEL D’OFFRES PUBLIC 22-19214 (3 SOUMISSIONNAIRES)",CG22 0550,2022-09-23,910602
RAMPART INTERNATIONNAL CORP,100% AGGLO,SERVICE DE POLICE DE MONTRÉAL,DIRECTION DES SERVICES CORPORATIFS,1227026004,"CONCLURE UNE ENTENTE-CADRE AVEC LA FIRME RAMPART INTERNATIONAL CORP, FOURNISSEUR UNIQUE, DE PIÈCES DE REMPLACEMENT DE MARQUE GLOCK POUR LE RECONDITIONNEMENT DES ARMES DE SERVICE, D'UNE DURÉE DE 24 MOIS, POUR UNE SOMME MAXIMALE DE 740 439,00 $, TAXES INCLUSES - CONTRAT DE GRÉ À GRÉ - AVIS D'INTENTION 22-00005 / AUTORISER UN AJUSTEMENT DE LA BASE BUDGÉTAIRE POUR LES ANNÉES 2023 À 2024 DE 676 119,50 $",CG22 0551,2022-09-23,740439
911 PRO INC.,100% AGGLO,SERVICE DU MATÉRIEL ROULANT ET DES ATELIERS,DIRECTION,1225382025,"ACCORDER UN CONTRAT À 911 PRO INC., POUR LA FOURNITURE ET L'INSTALLATION DE FEUX D'URGENCE, COMPOSANTES CONNEXES ET BOÎTES EN FIBRE DE VERRE SUR VÉHICULES LÉGERS. - DÉPENSE TOTALE DE 971 045,28 $, TAXES INCLUSES (CONTRAT : 809 204,40 $ + CONTINGENCES : 161 840,88 $) - APPEL D'OFFRES PUBLIC 22-19295 - (TROIS SOUMISSIONNAIRES)",CG22 0552,2022-09-23,809204
SOLECTRAC,"51,1% AGGLO 48,9% VILLE",SERVICE DU MATÉRIEL ROULANT ET DES ATELIERS,DIRECTION,1225382021,"ACCORDER, CONFORMÉMENT À LA LOI, UN CONTRAT DE GRÉ À GRÉ À SOLECTRAC INC. POUR LA FOURNITURE DE DEUX TRACTEURS 100% ÉLECTRIQUES - DÉPENSE TOTALE 206 632,68 $, TAXES INCLUSES (CONTRAT: 172 193,90 $ + CONTINGENCES: 34 438,78 $), AVIS D'INTENTION 22-19363",CG22 0553,2022-09-23,172194
TRANSIT TRAILER LIMITED,100% AGGLO,SERVICE DU MATÉRIEL ROULANT ET DES ATELIERS,DIRECTION,1228528001,"ACCORDER UN CONTRAT À LA FIRME TRANSIT TRAILER LIMITED POUR SIX (6) SEMI-REMORQUES TROIS (3) ESSIEUX DE TYPE HYBRIDE À BENNE BASCULANTE, DÉPENSE TOTALE DE 852 654,60 $, TAXES INCLUSES (CONTRAT :710 545,50 $ + CONTINGENCES 142 109,10 $) - APPEL D'OFFRES PUBLIC 22-19378 - (4 SOUMISSIONNAIRES)",CG22 0554,2022-09-23,710541
CENTRE D'ACQUISITIONS GOUVERNEMENTALES (CAG),100% AGGLO,SERVICE DES TECHNOLOGIES DE L'INFORMATION,DIRECTION SÉCURITÉ PUBLIQUE ET JUSTICE,1220206003,"AUTORISER L'ACQUISITION DE POSTES DE TRAVAIL MOBILES DU SPVM POUR UN MONTANT DE 7 800 000,00 $, TAXES INCLUSES, DANS LE CADRE DE L'ENTENTE-CADRE CONCLUE AVEC LE CENTRE D'ACQUISITIONS GOUVERNEMENTALES (CAG), PORTANT AINSI LE MONTANT TOTAL DE L'ENTENTE-CADRE DE 9 000 000,00 $ À 16 800 000,00 $, TAXES INCLUSES, ET AUTORISER UNE DÉPENSE DE 7 800 000,00 $, TAXES INCLUSES.",CG22 0555,2022-09-23,7800000
OPSIS GESTION D'INFRASTRUCTURES INC.,DÉPENSE MIXTE D'ADMINISTRATION GÉNÉRALE,SERVICE DE LA GESTION ET PLANIFICATION DES IMMEUBLES,DIRECTION - GESTION IMMOBILIÈRE ET EXPLOITATION,1227157012,"ACCORDER QUATRE (4) CONTRATS AUX FIRMES BAULNE INC ET OPSIS GESTION D'INFRASTRUCTURES INC. POUR LA FOURNITURE D'UN SERVICE D'ENTRETIEN D’ÉQUIPEMENTS DE MÉCANIQUE DU BÂTIMENT - CVAC (CHAUFFAGE, VENTILATION ET AIR CLIMATISÉ) POUR DES IMMEUBLES DE LA VILLE DE MONTRÉAL, POUR UNE PÉRIODE DE TRENTE-DEUX (32) MOIS, SOIT DU 22 SEPTEMBRE 2022 AU 21 MAI 2025, AVEC DEUX (2) OPTIONS DE PROLONGATION DE DOUZE (12) MOIS CHACUNE. - DÉPENSE TOTALE DE 5 095 140,80 $, TAXES INCLUSES (CONTRAT: 4 631 946,18 $ + CONTINGENCES: 463 194,62 $) - APPEL D'OFFRES PUBLIC NO 22-19376 (3 SOUMISSIONNAIRES)",CG22 0556,2022-09-23,768561
BAULNE INC.,DÉPENSE MIXTE D'ADMINISTRATION GÉNÉRALE,SERVICE DE LA GESTION ET PLANIFICATION DES IMMEUBLES,DIRECTION - GESTION IMMOBILIÈRE ET EXPLOITATION,1227157012,"ACCORDER QUATRE (4) CONTRATS AUX FIRMES BAULNE INC ET OPSIS GESTION D'INFRASTRUCTURES INC. POUR LA FOURNITURE D'UN SERVICE D'ENTRETIEN D’ÉQUIPEMENTS DE MÉCANIQUE DU BÂTIMENT - CVAC (CHAUFFAGE, VENTILATION ET AIR CLIMATISÉ) POUR DES IMMEUBLES DE LA VILLE DE MONTRÉAL, POUR UNE PÉRIODE DE TRENTE-DEUX (32) MOIS, SOIT DU 22 SEPTEMBRE 2022 AU 21 MAI 2025, AVEC DEUX (2) OPTIONS DE PROLONGATION DE DOUZE (12) MOIS CHACUNE. - DÉPENSE TOTALE DE 5 095 140,80 $, TAXES INCLUSES (CONTRAT: 4 631 946,18 $ + CONTINGENCES: 463 194,62 $) - APPEL D'OFFRES PUBLIC NO 22-19376 (3 SOUMISSIONNAIRES)",CG22 0556,2022-09-23,1294782
BAULNE INC,DÉPENSE MIXTE D'ADMINISTRATION GÉNÉRALE,SERVICE DE LA GESTION ET PLANIFICATION DES IMMEUBLES,DIRECTION - GESTION IMMOBILIÈRE ET EXPLOITATION,1227157012,"ACCORDER QUATRE (4) CONTRATS AUX FIRMES BAULNE INC ET OPSIS GESTION D'INFRASTRUCTURES INC. POUR LA FOURNITURE D'UN SERVICE D'ENTRETIEN D’ÉQUIPEMENTS DE MÉCANIQUE DU BÂTIMENT - CVAC (CHAUFFAGE, VENTILATION ET AIR CLIMATISÉ) POUR DES IMMEUBLES DE LA VILLE DE MONTRÉAL, POUR UNE PÉRIODE DE TRENTE-DEUX (32) MOIS, SOIT DU 22 SEPTEMBRE 2022 AU 21 MAI 2025, AVEC DEUX (2) OPTIONS DE PROLONGATION DE DOUZE (12) MOIS CHACUNE. - DÉPENSE TOTALE DE 5 095 140,80 $, TAXES INCLUSES (CONTRAT: 4 631 946,18 $ + CONTINGENCES: 463 194,62 $) - APPEL D'OFFRES PUBLIC NO 22-19376 (3 SOUMISSIONNAIRES)",CG22 0556,2022-09-23,968452
BAULNE INC,DÉPENSE MIXTE D'ADMINISTRATION GÉNÉRALE,SERVICE DE LA GESTION ET PLANIFICATION DES IMMEUBLES,DIRECTION - GESTION IMMOBILIÈRE ET EXPLOITATION,1227157012,"ACCORDER QUATRE (4) CONTRATS AUX FIRMES BAULNE INC ET OPSIS GESTION D'INFRASTRUCTURES INC. POUR LA FOURNITURE D'UN SERVICE D'ENTRETIEN D’ÉQUIPEMENTS DE MÉCANIQUE DU BÂTIMENT - CVAC (CHAUFFAGE, VENTILATION ET AIR CLIMATISÉ) POUR DES IMMEUBLES DE LA VILLE DE MONTRÉAL, POUR UNE PÉRIODE DE TRENTE-DEUX (32) MOIS, SOIT DU 22 SEPTEMBRE 2022 AU 21 MAI 2025, AVEC DEUX (2) OPTIONS DE PROLONGATION DE DOUZE (12) MOIS CHACUNE. - DÉPENSE TOTALE DE 5 095 140,80 $, TAXES INCLUSES (CONTRAT: 4 631 946,18 $ + CONTINGENCES: 463 194,62 $) - APPEL D'OFFRES PUBLIC NO 22-19376 (3 SOUMISSIONNAIRES)",CG22 0556,2022-09-23,1600152
BOIVIN & GAUVIN INC.,100% AGGLO,SERVICE DE SÉCURITÉ INCENDIE DE MONTRÉAL,DIRECTION STRATÉGIQUE ET DE LA PRÉVENTION INCENDIE,1229628001,"ACCORDER UN CONTRAT À BOIVIN & GAUVIN INC., POUR LA FOURNITURE DE CAMÉRAS À IMAGERIE THERMIQUE POUR LE SERVICE DE SÉCURITÉ INCENDIE DE MONTRÉAL - DÉPENSE TOTALE DE 1 052 021,25 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 22-19456 - (2 SOUMISSIONNAIRES)",CG22 0557,2022-09-23,1052021
UNIQUE MOBILIER DE BUREAU (2737-6557 QUÉBEC INC).,ENTENTE CADRE RÉPARTITION SELON UTILISATION,SERVICE DE LA STRATÉGIE IMMOBILIÈRE,DIRECTION,1227248001,"CONCLURE TROIS (3) ENTENTES CADRES ÉCO-RESPONSABLES EN APPROVISIONNEMENT MAJORITAIREMENT POUR UN GROUPE DE PROJETS D’AMÉNAGEMENT D’ESPACES ADMINISTRATIFS QUI SERONT RÉALISÉS DANS LES DEUX (2) PROCHAINES ANNÉES, AVEC POSSIBILITÉ D'UNE (1) PROLONGATION DE DOUZE MOIS (12) POUR L'ACQUISITION DE MOBILIERS, LOT 1 POUR UN MONTANT DE 1 372 299,84 $ - TAXES INCLUSES, POSTES DE TRAVAIL, CABINES & RANGEMENTS, UNIQUE MOBILIER DE BUREAU (2737-6557 QUÉBEC INC.) - (CONTRAT: 1 143 583,20 $ + CONTINGENCES 228 716,64 $); LOT 2 - POUR UN MONTANT DE 586 688,45 $, TAXES INCLUSES, FAUTEUILS, GROUPE AMEUBLEMENT FOCUS INC. - (CONTRAT : 488 907,04 $ + CONTINGENCES 97 781,41 $); LOT 3 - POUR UN MONTANT DE 247 646,50 $ TAXES INCLUSES, TABLES, GROUPE AMEUBLEMENT FOCUS INC. (CONTRAT: 206 372,08 $ + CONTINGENCES 41 274,42 $) - APPEL D'OFFRES PUBLIC (22-19276) (3 SOUMISSIONNAIRES)",CG22 0558,2022-09-23,1372300
GROUPE AMEUBLEMENT FOCUS INC.,ENTENTE CADRE RÉPARTITION SELON UTILISATION,SERVICE DE LA STRATÉGIE IMMOBILIÈRE,DIRECTION,1227248001,"CONCLURE TROIS (3) ENTENTES CADRES ÉCO-RESPONSABLES EN APPROVISIONNEMENT MAJORITAIREMENT POUR UN GROUPE DE PROJETS D’AMÉNAGEMENT D’ESPACES ADMINISTRATIFS QUI SERONT RÉALISÉS DANS LES DEUX (2) PROCHAINES ANNÉES, AVEC POSSIBILITÉ D'UNE (1) PROLONGATION DE DOUZE MOIS (12) POUR L'ACQUISITION DE MOBILIERS, LOT 1 POUR UN MONTANT DE 1 372 299,84 $ - TAXES INCLUSES, POSTES DE TRAVAIL, CABINES & RANGEMENTS, UNIQUE MOBILIER DE BUREAU (2737-6557 QUÉBEC INC.) - (CONTRAT: 1 143 583,20 $ + CONTINGENCES 228 716,64 $); LOT 2 - POUR UN MONTANT DE 586 688,45 $, TAXES INCLUSES, FAUTEUILS, GROUPE AMEUBLEMENT FOCUS INC. - (CONTRAT : 488 907,04 $ + CONTINGENCES 97 781,41 $); LOT 3 - POUR UN MONTANT DE 247 646,50 $ TAXES INCLUSES, TABLES, GROUPE AMEUBLEMENT FOCUS INC. (CONTRAT: 206 372,08 $ + CONTINGENCES 41 274,42 $) - APPEL D'OFFRES PUBLIC (22-19276) (3 SOUMISSIONNAIRES)",CG22 0558,2022-09-23,586689
GROUPE AMEUBLEMENT FOCUS INC,ENTENTE CADRE RÉPARTITION SELON UTILISATION,SERVICE DE LA STRATÉGIE IMMOBILIÈRE,DIRECTION,1227248001,"CONCLURE TROIS (3) ENTENTES CADRES ÉCO-RESPONSABLES EN APPROVISIONNEMENT MAJORITAIREMENT POUR UN GROUPE DE PROJETS D’AMÉNAGEMENT D’ESPACES ADMINISTRATIFS QUI SERONT RÉALISÉS DANS LES DEUX (2) PROCHAINES ANNÉES, AVEC POSSIBILITÉ D'UNE (1) PROLONGATION DE DOUZE MOIS (12) POUR L'ACQUISITION DE MOBILIERS, LOT 1 POUR UN MONTANT DE 1 372 299,84 $ - TAXES INCLUSES, POSTES DE TRAVAIL, CABINES & RANGEMENTS, UNIQUE MOBILIER DE BUREAU (2737-6557 QUÉBEC INC.) - (CONTRAT: 1 143 583,20 $ + CONTINGENCES 228 716,64 $); LOT 2 - POUR UN MONTANT DE 586 688,45 $, TAXES INCLUSES, FAUTEUILS, GROUPE AMEUBLEMENT FOCUS INC. - (CONTRAT : 488 907,04 $ + CONTINGENCES 97 781,41 $); LOT 3 - POUR UN MONTANT DE 247 646,50 $ TAXES INCLUSES, TABLES, GROUPE AMEUBLEMENT FOCUS INC. (CONTRAT: 206 372,08 $ + CONTINGENCES 41 274,42 $) - APPEL D'OFFRES PUBLIC (22-19276) (3 SOUMISSIONNAIRES)",CG22 0558,2022-09-23,247647
POULIN & BUREAU INC,100% AGGLO,SERVICE DE LA GESTION ET PLANIFICATION DES IMMEUBLES,DIRECTION DE LA GESTION DE PROJETS IMMOBILIERS,1228668001,"ACCORDER UN CONTRAT À POULIN & BUREAU INC. POUR LES TRAVAUX DE RÉFECTION PARTIELLE DE LA TOITURE DE L'USINE DE FILTRATION D'EAU POTABLE DE POINTE-CLAIRE (3277), SITUÉ AU 243, CHEMIN DU BORD-DU-LAC-LAKESHORE DANS LA VILLE DE POINTE-CLAIRE - DÉPENSE TOTALE DE 1 352 790,10 $ TAXES INCLUSES (CONTRAT: 1 082 232,08 $ + CONTINGENCES: 216 446,42 $ + INCIDENCES: 54 111,60 $). - APPEL D'OFFRES PUBLIC IMM-15480 - (4 SOUMISSIONNAIRES).",CG22 0559,2022-09-23,1298679
TOITURES TROIS ÉTOILES INC.,"44,8% AGGLO 55,2% VILLE",SERVICE DE LA GESTION ET PLANIFICATION DES IMMEUBLES,DIRECTION DE LA GESTION DE PROJETS IMMOBILIERS,1228009013,"AUTORISER UNE DÉPENSE ADDITIONNELLE DE 163 455,99 $, TAXES INCLUSES, À TITRE DE CONTINGENCES, POUR LA RÉALISATION DES TRAVAUX DE CONSTRUCTION DU LOT L0708 « SOLINS, GOUTTIÈRES ET ACCESSOIRES DE TOITURE », CONTRAT ACCORDÉ À TOITURES TROIS ÉTOILES INC. DANS LE CADRE DU PROJET DE RESTAURATION PATRIMONIALE ET DE MISE AUX NORMES DE L'HÔTEL DE VILLE DE MONTRÉAL (CG21 0493), MAJORANT AINSI LE MONTANT TOTAL AUTORISÉ DU CONTRAT DE 1 253 162,60 $ À 1 416 618,59 $, TAXES ET CONTINGENCES INCLUSES.",CG22 0560,2022-09-23,163456
ARDEC CONSTRUCTION INC.,100% AGGLO,SERVICE DE L'EAU,DIRECTION DE L'EAU POTABLE,1227574001,"AUTORISER UNE DÉPENSE ADDITIONNELLE DE 91 980,00 $ , TAXES INCLUSES, AU BUDGET DES CONTINGENCES, AFIN DE PALLIER LES IMPRÉVUS À VENIR ET COMPLÉTER LES TRAVAUX DE MODIFICATIONS MÉCANIQUES, ÉLECTRIQUES ET ACOUSTIQUES AU BÂTIMENT EXISTANT DE L'USINE DE TRAITEMENT D'EAU DE POINTE-CLAIRE DANS LE CADRE DU CONTRAT ACCORDÉ À ARDEC CONSTRUCTION INC. (CG21 0073) MAJORANT AINSI LE MONTANT DE LA DÉPENSE TOTAL DE 898 713,59 $ À 990 693,59 $, TAXES, INCIDENCES ET CONTINGENCES INCLUSES",CG22 0561,2022-09-23,91980
PROJET REM S.E.C.,100% AGGLO,SERVICE DE L'URBANISME ET DE LA MOBILITÉ,DIRECTION DES GRANDS PROJETS DE TRANSPORT EN PARTENARIAT,1227211009,"ENTÉRINER UNE DÉPENSE DE 3 115 822,50 $ TAXES INCLUSES POUR LA CONCEPTION ET LA RÉALISATION D'UN PASSAGE FAUNIQUE, PIÉTONNIER ET CYCLABLE DANS LE SECTEUR DU PARC-NATURE DES RAPIDES-DU-CHEVAL-BLANC DANS LE CADRE DES TRAVAUX DU PROJET REM",CG22 0567,2022-09-23,3115822
CONSTELLIO INC.,"51,1% AGGLO 48,9% VILLE",SERVICE DES TECHNOLOGIES DE L'INFORMATION,DIRECTION INSTITUTIONNELLE,1229563002,"ACCORDER UN CONTRAT À LA FIRME CONSTELLIO INC., POUR LA FOURNITURE DE PRESTATION DE SERVICES POUR L'INTÉGRATION DE LA SOLUTION DE GESTION ÉLECTRONIQUE DES DOCUMENTS POUR UNE PÉRIODE DE TROIS (3) ANS, AVEC UNE (1) OPTION DE PROLONGATION DE 12 MOIS, POUR UNE SOMME MAXIMALE DE 3 420 506,25 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 22-19343 - (1 SEUL SOUMISSIONNAIRE)",CG22 0570,2022-09-23,3420506
GLT+,ENTENTE CADRE RÉPARTITION SELON UTILISATION,SERVICE DE LA GESTION ET PLANIFICATION DES IMMEUBLES,DIRECTION DE LA GESTION DE PROJETS IMMOBILIERS,1228516002,"CONCLURE TROIS (3) ENTENTES-CADRES POUR LA FOURNITURE DE SERVICES PROFESSIONNELS DE CONTRÔLEURS DE CHANTIER POUR DIVERS PROJETS DE LA DIRECTION DE LA GESTION DE PROJETS IMMOBILIERS POUR UNE PÉRIODE DE SOIXANTE (60) MOIS, AVEC POSSIBILITÉ D'UNE (1) PROLONGATION DE DOUZE (12) MOIS, AVEC LA FIRME GLT+ INC. : LOT 1 POUR UN MONTANT DE 3 049 240,48 $, TAXES INCLUSES (CONTRAT : 2 541 033,73 $ + CONTINGENCES 508 206,75 $), LOT 2 POUR UN MONTANT DE 2 728 770,66 $, TAXES INCLUSES (CONTRAT : 2 273 975,55 $ + CONTINGENCES 454 795,11 $) ET LOT 3 POUR UN MONTANT DE 1 166 653,62 $, TAXES INCLUSES (CONTRAT : 972 211,35 $ + CONTINGENCES 194 442,27 $) - APPEL D'OFFRES PUBLIC (22-19308) (1 SOUMISSIONNAIRE).",CG22 0571,2022-09-23,6944665
CIMA+ S.E.N.C,100% AGGLO,SERVICE DE L'EAU,DIRECTION DE L'ÉPURATION DES EAUX USÉES,1227482019,"ACCORDER UN CONTRAT À À CIMA + S.E.N.C., POUR DES SERVICES PROFESSIONNELS EN GESTION DE PROJET - DÉPENSE TOTALE 9 100 101,08 $ TAXES ET CONTINGENCES INCLUSES (CONTRAT 8 272 819,17 $ ET CONTINGENCES : 827 281,91 $) - APPEL D'OFFRES PUBLIC 22-19351, (4 SOUMISSIONS, 1 CONFORME).",CG22 0572,2022-09-23,9100101
AXON PUBLIC SAFETY CANADA,100% AGGLO,SERVICE DE POLICE DE MONTRÉAL,DIRECTION DES SERVICES CORPORATIFS,1227026005,"CONCLURE UNE ENTENTE-CADRE AVEC LA FIRME AXON PUBLIC SAFETY CANADA, FOURNISSEUR UNIQUE, POUR L'ACQUISITION D'ARMES À IMPULSION ÉLECTRIQUE, DE MUNITIONS ET ACCESSOIRES CONNEXES DE MARQUE TASER 7, D'UNE DURÉE DE 60 MOIS, POUR UNE SOMME MAXIMALE DE 2 223 653,82 $, TAXES INCLUSES - CONTRAT DE GRÉ À GRÉ - AVIS D'INTENTION 22-00004 / AUTORISER UN AJUSTEMENT DE LA BASE BUDGÉTAIRE POUR LES ANNÉES 2023 À 2027 DE 2 030 492,36 $",CG22 0573,2022-09-23,2223653
