id,Nom,Description Long Français,* Arrondissement ou pôle,* Gratuit / Payant,* Intérêts / Type d'événement,* Intérieur / Extérieur,Dates de présentation de l'événement/activité,Lieux
360,Saint-Denis littéraire,"Le lien étroit et historique entre la rue Saint-Denis et la littérature est l'occasion d'inventer un environnement textuel et urbain innovateur, accompagné et habité par la créativité des citoyens.Grâce à une utilisation du cadre bâti, laissant place à la culture, des séquences textuelles s’insèrent dans la trame urbaine. Les oeuvres, mettant en valeur les artistes du plateau, se retrouveront sur différentes installations dans l'espace public, conçues pour l’occasion ou encore sur celles déjà existantes",Le Plateau-Mont-Royal,Gratuit,Arts visuels/Famille et jeunesse/Histoire et patrimoine/Littérature/Événements de quartier,Extérieur,15 juin au 31 décembre,"Rue Saint-Denis, entre les rues Roy et Gilford"
177,Saint-Laurent en 7 temps,,Saint-Laurent,Gratuit,Arts visuels/Famille et jeunesse/Histoire et patrimoine/Théâtre et variété/Événements de quartier,Intérieur,"Gratuit du 25 mai au 31 décembre,  mercredi au dimanche",Musée des maîtres et artisans du Québec
294,Saint-Léonard en 3 Dimensions; 7 Langues; 5 continents,,Saint-Léonard,Gratuit,Cinéma et télévision/Danse/Famille et jeunesse/Musique/Histoire et patrimoine/Théâtre et variété/Événements de quartier,Extérieur,"29 juin, 15 et 29 juillet, 12 et 26 août, 16 septembre",Scène culturelle extérieure de l'arrondissement au parc Wilfrid Bastien
163,Saint-Michel en 375 Saveurs,,Villeray–Saint-Michel–Parc-Extension,Gratuit,Cinéma et télévision/Danse/Famille et jeunesse/Musique/Arts visuels/Littérature/Événements de quartier,Extérieur,4 juin,TOHU
340,ScaveNDGers,,Côte-des-Neiges–Notre-Dame-de-Grâce,Gratuit,Arts visuels/Cinéma et télévision/Famille et jeunesse/Événements de quartier,Intérieur/Extérieur,13 au 20 août,NDG
713,Scène contemporaine autochtone : TTWBD / THIS TIME WILL BE DIFFERENT,"THIS TIME WILL BE DIFFERENT / TTWBDTTWBD porte un regard critique sur l'idée de la ""réconciliation"". D’une enquête à l’autre, de la Commission royale sur les peuples autochtones à la Commission de vérité et réconciliation, est-ce que quelque chose a réellement changé dans la relation entre le gouvernement canadien et les premiers habitants de ce territoire ?Les critiques ont salué les créations de la chorégraphe Lara Kramer (Oji-Crie), dont entre autres, Native Girl Syndrome, qui dressait un portrait sans compromis sur les femmes autochtones itinérantes. Artiste interdisciplinaire engagée et fondatrice des Productions Onishka, Émilie Monnet (Anishnaabe/Française) collabore avec des artistes de différentes nations autochtones d’ici et d’ailleurs pour offrir des performances innovantes autour des questions d’identité, de mémoire, d’histoire et de transformation.",Vieux-Montréal,Payant,Arts visuels/Musique/Événements autochtones,Extérieur,3 et 4 juin,La Fonderie Darling
723,Scène contemporaine autochtone: Journée de conversations sur la réconciliation,"Tiotiá:ke et Mooniyaang : la reconnaissance du territoireDe 10 h 30 à 12 h 30: Reconnaître un territoire c’est réaffirmer la relation unique et durable qui existe entre les peuples autochtones et leurs territoires traditionnels ; c’est aussi exprimer sa gratitude et son appréciation, une façon d’honorer ces Nations qui y vivent depuis des temps immémoriaux. La reconnaissance du territoire ne se conjugue pas au passé… Il est nécessaire de continuer d’en parler pour élargir notre conscience, puis passer à l’action. 12:30 à 13:30h: Lunch (préparé par le traiteur autochtone Les 3 soeurs)13:30-15:30 : Point de vue critique de 3 femmes autochtones artistes engagées et militantes. Conversation avec Skeena Reece, artiste multidisciplinaire ; Tara Beagan, codirectrice artistique de la compagnie interdisciplinaire ARTICLE 11 ; et Iehente Adriana Foote, membre du collectif ReCollection Kahnawake.",Centre-ville,Gratuit,Arts visuels/Histoire et patrimoine/Événements autochtones,Extérieur,9 juin,Agora de la danse - Édifice Wilder
721,Scène contemporaine autochtone: PIRITI,"Trois générations d’artistes autochtones, trois territoires distincts, trois courtes formes interdisciplinaires, chacune comme une célébration de la créativité, de la résistance culturelle et de la transmission intergénérationnelle et interpersonnelle de savoirs. Ancrés dans leurs identités plurielles et leur pratique artistique novatrice, les trois groupes d’artistes invités construisent un pont – Piriti – pour relier le passé à l’avenir.Skeena Reece est Métis/Crie et Tmishian/Gitksan. Sa pratique artistique inclut l’art performatif, le Spoken word, l’humour, clown sacré, le chant et l’art vidéo. Charles Koroneho est un artiste maori qui travaille en Nouvelle-Zélande et à l’étranger dans les domaines de la danse, de la performance et des arts visuels. De la nation White Mountain Apache, Laura Ortman est une compositrice de Brooklyn, une musicienne et une artiste visuelle. Elle collabore avec AM, un collectif autochtone basé à Montréal qui infiltre le jeu au processus créatif dans ses projections vidéo.",Quartier des spectacles,Payant,Arts visuels/Musique/Événements autochtones,Extérieur,7 juin,"Musée d’art contemporain de Montréal (MAC), salle Beverley Webster Rolph"
722,Scène contemporaine autochtone: RECKONING / MOMENT DE VÉRITÉ,"En anglais avec surtitres françaisTriptyque avec mouvement, vidéo et texte, Reckoning (Moment de vérité) est une performance théâtrale incendiaire qui explore, à travers trois histoires reliées au système des pensionnats indiens, l’impact de la Commission de vérité et réconciliation. Lorsque la vérité a été incinérée et que la réconciliation semble impossible, il reste le moment de vérité…Créée en 2016 à Toronto, Reckoning est une production de la compagnie ARTICLE 11, fondée en 2013 par Tara Beagan (Ntlaka’pamux et irlandaise) et Andy Moro (Cri Omushkego et européen).Présenté au Théâtre Centaur 453, rue Saint-François-Xavier, Montréalcentaurtheatre.com",Vieux-Montréal,Payant,Arts visuels/Musique/Théâtre et variété/Événements autochtones,Extérieur,8 juin,Théâtre Centaur
720,Scène contemporaine autochtone: « JE ME SOUVIENS »,"7 interventions performatives d’artistes autochtones en provenance de Kahnawake ou ayant choisi Tiotiá:ke (Montréal) comme lieu de résidence. 7 propositions percutantes pour vociférer, exposer et déconstruire le mythe de la réconciliation. Des impacts des politiques colonialistes à la reconstruction de soi-même, ces artistes offrent un regard sensible, perspicace et parfois cru sur ces questions.Présenté à La Licorne (Grande salle)4559 Avenue Papineau, Montréal",Le Plateau-Mont-Royal,Gratuit/Payant,Arts visuels/Musique/Événements autochtones,Extérieur,1er et 2 juin,Théâtre La Licorne
883,Semaine Symphonique,"Du 14 au 18 août, les stations de métro du réseau de la STM Berri-UQAM et Place-des-Arts passeront en mode symphonique à l?heure de pointe du soir. À cette occasion, des mini-concerts donnés par les élèves du Département de musique Lindsay Place High School seront présentés afin d?animer la vie des Montréalaises et des Montréalais. De 16 h 30 à 17 h 30 Les stations participantes : Berri-UQAM & Place-des-Arts Pour information :  www.stm.info/sortiesTéléphone : 514 786-4636Fière partenaire de la Semaine Symphonique, ICI Musique a développé une programmation spéciale du 14 au 19 août, notamment à l'émission Soirées classiques d'été du lundi au mercredi à 20h.Le public est d'ailleurs convié le 16 août à 20h pour un concert mettant en vedette l'ensemble à cordes Collectif 9 au Parc Molson. Pour toutes les informations sur cette programmation, rendez-vous à icimusique.ca/montrealsymphonique.",Centre-ville,Gratuit,Musique,Intérieur,Du 14 au 18 août,Stations de métro Berri-UQAM et Place-des-Arts
573,Sentier du Parc-Nature de la Pointe-aux-Prairies (RDP-PAT),,,,,,,
342,Sept stations des berges,"Ce concert présentera un parcours musical qui mettra en valeur les berges de la rivière des Prairies, autour du pavillon d’accueil du Parcours Gouin, à la tombée de la nuit. Les spectateurs pourront assister à un concert de musique de chambre unique en se déplaçant sur sept plateaux rapprochés dans le cadre enchanteur du parc Basile-Routhier. La soirée se terminera par la création d’une oeuvre originale dédiée à l'arrondissement Ahuntsic-Cartierville.",Ahuntsic-Cartierville,Gratuit,Musique/Événements de quartier,Extérieur,25 août,Parcours Gouin- Parc Basile-Routhier
832,Sessions 375,,,Gratuit,Musique,Extérieur,Dates multiples,Lieux multiples
833,Sessions 375 X Festival International de Jazz de Montréal,"Cette expérience est offerte en préouverture du Festival International de Jazz de Montréal et propose une sélection incroyable d’artistes montréalais qui rayonnent à l’extérieur du pays. Half Moon Run, Cœur de pirate, Milk & Bone, The Franklin Electric, Plants and Animals et Urban Science Brass Band se succéderont au cours de ce spectacle-événement entièrement gratuit.Plants and Animals17 h, scène Rio TintoThe Franklin Electric18 h 20, scène Rio TintoMilk & Bone19 h 30, scène TDCœur de pirate20 h 50, scène TDHalf Moon Run22 h 30, scène TDUrban Science Brass BandSpectacle déambulatoire — scènes TD et Rio TintoEntre chaque concert le brass band le plus hot en ville sillonnera la place! De plus, l’artiste montréalaise Pony donne la personnalité graphique de l’événement. Dans l’espace situé devant la Place Heineken sur la rue Sainte-Catherine à l’angle de De Bleury, 10?000 macarons à l’effigie de ses différentes œuvres seront épinglés à une grande murale de 10 mètres de large. Au cours de la journée, chaque festivalier pourra récupérer un macaron, dévoilant progressivement les noms et logos des groupes au programme de la soirée inscrits sur la murale.Ça se poursuit dans la nuit…À partir de minuit, la fête continue ! Trois lieux, trois propositions d’atmosphères : À la Place Heineken, Pierre Kwenders s’empare des lieux avec son alliage électro-world au groove contagieux, entre R&B, hip-hop futuriste et rumba congolaise. Au Métropolis, les poulains de l’étiquette Kannibalen Records promettent une soirée électro démentielle qui risque de faire vibrer les murs : le trio masqué Black Tiger Sex Machine, réputé pour ses prestations survoltées et son univers mordant et sombre, le DJ Apashe, entre hardcore, hip-hop, énergie brute et échantillons fous, ainsi que Karluv Klub, pourvoyeur d’électro-trash, maître de la sursaturation et de grooves techno qui pulsent. Ça va faire mal.À L’Astral, la soirée sera placée sous le signe du hip-hop et des beats de feu avec deux DJ sets enflammés, signés VNCE Carter (Dead Obies) et High Klassified.",Quartier des spectacles,Gratuit,Musique,Extérieur,28 juin,Place des festivals
836,Sessions 375 X îleSoniq En Ville,"Sessions 375 X îleSoniq En Ville, la 3e des quatre expériences spécialement créées pour célébrer Montréal, aura lieu le 10 août prochain en plein cœur de Griffintown au bassin Peel. Un événement extérieur gratuit à ne pas manquer!Les amateurs de musique électronique de Montréal seront servis : originaire d’Atlanta, Herobust sera la tête d’affiche de la soirée avec son style trap éclectique, qui lui a valu le soutien d’artistes tels que Diplo, Skrillex et Marshmello, en plus de le mener vers des festivals comme EDC, Bonnaroo et Shambhala. Désormais établi à Los Angeles afin de faire avancer leurs carrières et de travailler sur du tout nouveau matériel, les membres de l’adorable duo Botnek seront de retour dans leur ville natale de Montréal pour la première fois depuis îleSoniq 2016! La vedette émergente Michael Sparks, ainsi que la notoirement divertissante TIZI et la charismatique reine de la musique house Greenewood mettront également le feu à la piste de danse.HORAIRE: 17.30 - 18.30 Greenewood 18.30 - 19.30 TIZI 19.30 - 20.35 Michael Sparks 20.35 - 21.45 Botnek21.45 - 23 Herobust",Vieux-Montréal,Gratuit,Musique,Extérieur,10 août dès 17h30,Bassin Peel
835,Sessions 375 X Le Block Party Osheaga,"Sessions 375, ce sont quatre expériences spécialement créées afin de célébrer Montréal. OSHEAGA Festival Musique et Arts, le Festival international de jazz de Montréal, îleSoniq et POP Montréal ont chacun créé une journée GRATUITE débordant de musique, d’art et de plaisir pour tous!Sessions 375 X Block Party OSHEAGA est à ne pas manquer! En performance : le légendaire producteur et artiste DJ Premier fera voyager les fans à travers l’histoire du hip-hop avec l’aide de son nouveau groupe The BADDER Band, tandis que le Montréalais Poirier présentera sa toute nouvelle expérience scénique intitulée Migration Soundsystem, avec encore plus de saveur locale fournie par FIGxFALZ, Voyage Funktastique, Killa-Jewel, The Fitness & Pony. Également à ne pas manquer : une démonstration de breakdance par Clean Fresh Air Dance Crew, une exposition de peinture en direct par SCAN & ZEK, et le Vinyl Bar éphémère OSHEAGA, où vos amis et vous pourrez écouter la musique de certains des artistes qui seront au festival OSHEAGA cette année. Et bien sûr, aucun block party ne serait complet sans de la nourriture! La Zone pique-nique Festival YUL EAT offrira aux fans une variété de nourriture et de boisson saisonnières qui conviendront parfaitement à l’ambiance! Horaire15h00  The Fitness & Pony16h00  Voyage Funktastique17h40  Poirier Migration Soundsystem18h45  Killa-Jewel20h00  DJ Premier & the Badder Band22h00  FIGxFALZ",Rosemont–La Petite-Patrie,Gratuit,Musique,Extérieur,22 juillet dès 15 h 00,Viaduc Van Horne
837,Sessions 375 X POP Montréal,"Sessions 375 X POP Montréal, la 4e et dernière des quatre expériences spécialement créées pour célébrer Montréal aura lieu le 16 septembre prochain. Un événement gratuit à ne pas manquer!Dès 12 h à l’ancienne école des beaux-arts, vivez l’expérience d’un BBQ en musique et participez à la Foire du disque au milieu des concerts, des camions-restaurants et d’activités pour toute la famille. Dès 19 h au Complexe du théâtre Rialto, profitez d’une dizaine de spectacles présentés dans 5 salles différentes. RSVP nécessaireBBQ en musique en collaboration avec GreenlandCour d'école des Quartiers POP, ancienne École des beaux-arts: 3450 rue Saint-Urbain12h Buffalo Hat Singers12h45 Raza Jazz de Montréal13h30 Orkestar Kriminal14h15 Klô Pelgag15h Shades of Culture15h40 Aba & Preach16h Bonjay17h Lunice18h Kid Koala's Vinyl VaudevilleEt DJ Andy Williams entre les setsSoirée au Complexe du théâtre Rialto: 5723-5719 Avenue du ParcThéâtre Rialto :: Salle St-Ambroise (portes 19h30)20h30 RZA: Live from the 36th Chamber  - COMPLETRSVP iciCHANGEMENT D'HORAIRE: Dû à un conflit d'horaire hors de notre contrôle, le spectacle de RZA: Live From the 36th Chamber à été déplacé au vendredi 15 septembre à 16 h. L'événement se tiendra toujours au Théâtre Rialto :: Salle St-Ambroise (5723, av. du Parc) et les billets pour la représentation du samedi soir seront honorés à la porte.Clubhouse POP19h à 2h Lunice + Vinyl LoveStudio Rialto20h30 Melody McKiver21h30 Lido Pimienta22h30 Alsarah & the NutabonesRSVP iciRialto Hall21h Jeremy Dutcher22h Aldous Harding REMPLACÉE par Helena Deland23h Laura SauvageRSVP iciCHANGEMENT: Pour des raisons personnelles, Aldous Harding a du annuler sa performance à POP Montréal. Elle sera remplacée par Helena Deland.Piccolo Little Burgundy (Late Night) - COMPLET23h Ebhoni0h Strange Froots1h Think About LifeRSVP ici",,Gratuit,Musique,Intérieur/Extérieur,16 septembre dès 12h,Ancienne École des beaux-arts et Complexe du Théâtre Rialto
803,Silent Disco Tours,"Tous les jours entre 19h30 et 20h30. En anglais uniquement.Entrez dans la danse ! Prenez-part à cette soirée disco hilarante que vous serez les seuls à entendre!Participez à ces circuits disco silencieux animés par Guru Dudu. Les participants se verront remettre un casque d’écoute leur permettant d’entendre une compilation des tubes à succès des années 70, 80, 90 et 2000, ainsi que les commentaires hilarants de Guru Dudu (en anglais). Au programme : un trajet inoubliable où les participants déambuleront dans l’enceinte du festival, créant des flash-mobs spontanés, participant à une danse interprétative et se laissant aller à une folie improvisée. Un parcours aux fous rires garantis pour les participants de 7 à 77 ans. Réservez rapidement un casque d’écoute à votre nom!Après s’être produite aux quatre coins de l’Australie et avoir fait salle comble au Edinburgh Fringe Festival, Guru Dudu entreprend sa grande première canadienne.",Ville-Marie,Gratuit,Danse/Humour/Musique,Extérieur,du 18 au 23 juillet,Déambulation - rue Saint-Denis | Quartier latin
804,"Slinkie Love, Familie, Big Mob","Tous les jours entre 17h et 21h15** Les heures sont sujettes à changement **Enfants, nous avons adoré ces ressorts hélicoïdaux. Il nous est maintenant possible d'admirer leur danse hypnotisante en format géant.Slinky LoveDans ce spectacle de 10 minutes, deux slinkies se découvrent et ne tardent pas à se lier l'un à l'autre, partageant bientôt leur charmante petite histoire d'amour avec l'auditoire.FamilieFAMILIE est un spectacle envoutant, à la fois enfantin et profondément symbolique, mettant en scène 4 slinkies. Cette pièce hautement chorégraphiée est syncopée à une bande sonore ambiante industrielle.Big MobBIG MOB est un majestueux parcours de slinkies. De mini-spectacles momentanés fusionnent les arts de la scène méticuleusement chorégraphiés et une interaction avec le public à la fois entraînante et hilarante. Ce parcours captivant combine des éclats d'énergie comique et une amusante participation du public. Bedlam Oz est une compagnie de théâtre internationale qui insuffle les scènes d'élégance et de style. Elle s'est produite dans plus de 40 pays sur 5 continents, transcendant les barrières linguistiques internationales avec son théâtre physique visuel, et se voit acclamée par les critiques comme « étrangement merveilleuse, merveilleusement étrange » (The Scotsman).",Ville-Marie,Gratuit,Cirque/Famille et jeunesse/Humour,Extérieur,du 19 au 24 juillet,PISTE LILAS | Rue Saint-Denis
715,Spectacles aériens,"Rendez-vous incontournable avec vos Forces armées canadiennes - participez à la fête! À l’occasion du 375e de Montréal, la 2e Division du Canada et la Force opérationnelle interarmées (Est) organisent des activités captivantes du 12 au 20 mai prochain au Vieux-Port de Montréal.  Soyez au rendez-vous, les 13 et 14 mai, à compter de 14 h, pour un spectacle aérien époustouflant! Les équipes de démonstration des parachutistes des Forces armées canadiennes, les SkyHawks, du chasseur CF-18 Hornet et du 438e Escadron tactique d’hélicoptères ainsi que les Snowbirds offriront des performances acrobatiques et des manœuvres à couper le souffle qui exigent une maîtrise, des compétences et un sang-froid exceptionnels. Au son de la musique et accompagnés d’une narration dynamique, ces deux spectacles excitants vous en mettront plein la vue! Ne manquez pas le Navire canadien de Sa Majesté (NCSM) MONTRÉAL amarré dans le Vieux-Port, qui sera ouvert aux visiteurs, des unités militaires de Montréal se réuniront à l’hôtel de ville de Montréal et exerceront leur Droit de Cité et paraderont jusqu’à l’exposition de véhicules et d’équipements militaires au Vieux-Port le 14 mai, et débutant à l’hôtel de ville le grand défilé militaire aura lieu le 17 mai.Pour tous les détails, suivez la page Facebook @2DivCA.2CanDiv.  #MilitaireauQuebec #MilitaryinQuebec #375MTL",Vieux-Montréal,Gratuit,Famille et jeunesse/Sports et loisirs,Extérieur,12 au 20 mai,Vieux-Port
761,Stand 2000,"Tous les soirs entre 19h et 22h** Les heures sont sujettes à changement **Approchez mesdames et messieurs, et tentez votre malchance au vrai-faux stand de fête foraine de la famille Gomez. Éclats de rire garantis!Venez tenter votre malchance à la roue de la défortune, au lancer de fléchettes, au casse-boîtes, à la pêche miraculeuse ou encore au tir sur peluches vivantes... Le principe est simple : petits et grands jouent gratuitement, mais attention, les lots ne sont ni repris ni échangés. Et voilà que notre frénésie de consommation en prend pour son rhume, tandis que les objets déclassés en profitent pour vivre une seconde vie. Quétaine et clinquant à souhait, « Stand 2000 » vous donne rendez-vous pour une aventure où bonne humeur et dérision sont au programme.Grand succès du Théâtre Group’ qui promène sa baraque rafistolée sur les routes et les places depuis près de vingt-cinq ans, « Stand 2000 », a été créé en 1992 et n’en finit pas de grincer et de faire rire. La compagnie existe depuis 1980 mais c’est avec ce spectacle qu’elle est née professionnellement, en France. Au fil des ans, Théâtre Group’ a créé un répertoire de plusieurs autres créations et la compagnie est très active dans le développement des arts de la rue.Crédit photo: Chloe Leber",Ville-Marie/Quartier des spectacles,Gratuit,Famille et jeunesse/Humour,Extérieur,du 24 au 30 juillet,Rue Sainte-Catherine Est | Quartier des Spectacles
615,Sucré Salé fête le 375e à Ahuntsic-Cartierville,"Dans le cadre des célébrations, Sucré Salé mettra en valeur les 19 arrondissements de la ville de Montréal. Chaque vendredi dès le 12 mai, nous vous ferons découvrir des endroits inédits et marquants de chacun des arrondissements par le biais d’artistes et de personnalités du Québec, toujours avec une trame de fond historique et ludique.Sucré Salé sera en ondes les vendredis 12 mai et 19 mai à 19h et à partir du 26 mai à 18h30, en rediffusion le soir même vers 22h35 sur les ondes de TVA.",Ahuntsic-Cartierville,Gratuit,Cinéma et télévision/Histoire et patrimoine,Extérieur,4 août 18h30,Émission télé
604,Sucré Salé fête le 375e à Anjou,"Dans le cadre des célébrations, Sucré Salé mettra en valeur les 19 arrondissements de la ville de Montréal. Chaque vendredi dès le 12 mai, nous vous ferons découvrir des endroits inédits et marquants de chacun des arrondissements par le biais d’artistes et de personnalités du Québec, toujours avec une trame de fond historique et ludique.Sucré Salé sera en ondes les vendredis 12 mai et 19 mai à 19h et à partir du 26 mai à 18h30, en rediffusion le soir même vers 22h35 sur les ondes de TVA.",Anjou,Gratuit,Cinéma et télévision/Histoire et patrimoine,Extérieur,18 août 18h30,Émission télé
616,Sucré Salé fête le 375e à Côte-des-Neiges-Notre-Dame-de-Grâce,"Dans le cadre des célébrations, Sucré Salé mettra en valeur les 19 arrondissements de la ville de Montréal. Chaque vendredi dès le 12 mai, nous vous ferons découvrir des endroits inédits et marquants de chacun des arrondissements par le biais d’artistes et de personnalités du Québec, toujours avec une trame de fond historique et ludique.Sucré Salé sera en ondes les vendredis 12 mai et 19 mai à 19h et à partir du 26 mai à 18h30, en rediffusion le soir même vers 22h35 sur les ondes de TVA.",Côte-des-Neiges–Notre-Dame-de-Grâce,Gratuit,Cinéma et télévision/Histoire et patrimoine,Extérieur,30 juin 18h30,Émission télé
605,Sucré Salé fête le 375e à L'Île-Bizard-Sainte-Geneviève,"Dans le cadre des célébrations, Sucré Salé mettra en valeur les 19 arrondissements de la ville de Montréal. Chaque vendredi dès le 12 mai, nous vous ferons découvrir des endroits inédits et marquants de chacun des arrondissements par le biais d’artistes et de personnalités du Québec, toujours avec une trame de fond historique et ludique.Sucré Salé sera en ondes les vendredis 12 mai et 19 mai à 19h et à partir du 26 mai à 18h30, en rediffusion le soir même vers 22h35 sur les ondes de TVA.",L’Île-Bizard–Sainte-Geneviève,Gratuit,Cinéma et télévision/Histoire et patrimoine,Extérieur,14 juillet 18h30,Émission télé
617,Sucré Salé fête le 375e à Lachine,"Dans le cadre des célébrations, Sucré Salé mettra en valeur les 19 arrondissements de la ville de Montréal. Chaque vendredi dès le 12 mai, nous vous ferons découvrir des endroits inédits et marquants de chacun des arrondissements par le biais d’artistes et de personnalités du Québec, toujours avec une trame de fond historique et ludique.Sucré Salé sera en ondes les vendredis 12 mai et 19 mai à 19h et à partir du 26 mai à 18h30, en rediffusion le soir même vers 22h35 sur les ondes de TVA.",Lachine,Gratuit,Cinéma et télévision/Histoire et patrimoine,Extérieur,9 juin 18h30,Émission télé
606,Sucré Salé fête le 375e à Lasalle,"Dans le cadre des célébrations, Sucré Salé mettra en valeur les 19 arrondissements de la ville de Montréal. Chaque vendredi dès le 12 mai, nous vous ferons découvrir des endroits inédits et marquants de chacun des arrondissements par le biais d’artistes et de personnalités du Québec, toujours avec une trame de fond historique et ludique.Sucré Salé sera en ondes les vendredis 12 mai et 19 mai à 19h et à partir du 26 mai à 18h30, en rediffusion le soir même vers 22h35 sur les ondes de TVA.",,Gratuit,Cinéma et télévision/Histoire et patrimoine,Extérieur,28 juillet 18h30,Émission télé
607,Sucré Salé fête le 375e à Mercier-Hochelaga-Maisonneuve,"Dans le cadre des célébrations, Sucré Salé mettra en valeur les 19 arrondissements de la ville de Montréal. Chaque vendredi dès le 12 mai, nous vous ferons découvrir des endroits inédits et marquants de chacun des arrondissements par le biais d’artistes et de personnalités du Québec, toujours avec une trame de fond historique et ludique.Sucré Salé sera en ondes les vendredis 12 mai et 19 mai à 19h et à partir du 26 mai à 18h30, en rediffusion le soir même vers 22h35 sur les ondes de TVA.",Mercier–Hochelaga-Maisonneuve,Gratuit,Cinéma et télévision/Histoire et patrimoine,Extérieur,7 juillet 18h30,Émission télé
608,Sucré Salé fête le 375e à Montréal-Nord,"Dans le cadre des célébrations, Sucré Salé mettra en valeur les 19 arrondissements de la ville de Montréal. Chaque vendredi dès le 12 mai, nous vous ferons découvrir des endroits inédits et marquants de chacun des arrondissements par le biais d’artistes et de personnalités du Québec, toujours avec une trame de fond historique et ludique.Sucré Salé sera en ondes les vendredis 12 mai et 19 mai à 19h et à partir du 26 mai à 18h30, en rediffusion le soir même vers 22h35 sur les ondes de TVA.",Montréal-Nord,Gratuit,Cinéma et télévision/Histoire et patrimoine,Extérieur,21 juillet 18h30,Émission télé
609,Sucré Salé fête le 375e à Outremont,"Dans le cadre des célébrations, Sucré Salé mettra en valeur les 19 arrondissements de la ville de Montréal. Chaque vendredi dès le 12 mai, nous vous ferons découvrir des endroits inédits et marquants de chacun des arrondissements par le biais d’artistes et de personnalités du Québec, toujours avec une trame de fond historique et ludique.Sucré Salé sera en ondes les vendredis 12 mai et 19 mai à 19h et à partir du 26 mai à 18h30, en rediffusion le soir même vers 22h35 sur les ondes de TVA.",Outremont,Gratuit,Cinéma et télévision/Histoire et patrimoine,,19 mai 19h,Émission télé
618,Sucré Salé fête le 375e à Pierrefonds-Roxboro,"Dans le cadre des célébrations, Sucré Salé mettra en valeur les 19 arrondissements de la ville de Montréal. Chaque vendredi dès le 12 mai, nous vous ferons découvrir des endroits inédits et marquants de chacun des arrondissements par le biais d’artistes et de personnalités du Québec, toujours avec une trame de fond historique et ludique.Sucré Salé sera en ondes les vendredis 12 mai et 19 mai à 19h et à partir du 26 mai à 18h30, en rediffusion le soir même vers 22h35 sur les ondes de TVA.",Pierrefonds-Roxboro,Gratuit,Cinéma et télévision/Histoire et patrimoine,,2 juin 18h30,Parc-nature du Cap-Saint-Jacques
610,Sucré Salé fête le 375e à Rivière-des-Prairies-Pointe-aux-Trembles,"Dans le cadre des célébrations, Sucré Salé mettra en valeur les 19 arrondissements de la ville de Montréal. Chaque vendredi dès le 12 mai, nous vous ferons découvrir des endroits inédits et marquants de chacun des arrondissements par le biais d’artistes et de personnalités du Québec, toujours avec une trame de fond historique et ludique.Sucré Salé sera en ondes les vendredis 12 mai et 19 mai à 19h et à partir du 26 mai à 18h30, en rediffusion le soir même vers 22h35 sur les ondes de TVA.",Rivière-des-Prairies–Pointe-aux-Trembles,Gratuit,Cinéma et télévision/Histoire et patrimoine,,26 mai 18h30,Émission télé
611,Sucré Salé fête le 375e à Rosemont-La Petite-Patrie,"Dans le cadre des célébrations, Sucré Salé mettra en valeur les 19 arrondissements de la ville de Montréal. Chaque vendredi dès le 12 mai, nous vous ferons découvrir des endroits inédits et marquants de chacun des arrondissements par le biais d’artistes et de personnalités du Québec, toujours avec une trame de fond historique et ludique.Sucré Salé sera en ondes les vendredis 12 mai et 19 mai à 19h et à partir du 26 mai à 18h30, en rediffusion le soir même vers 22h35 sur les ondes de TVA.",Rosemont–La Petite-Patrie,Gratuit,Cinéma et télévision/Histoire et patrimoine,,12 mai 19h,Émission télé
619,Sucré Salé fête le 375e à Saint-Laurent,"Dans le cadre des célébrations, Sucré Salé mettra en valeur les 19 arrondissements de la ville de Montréal. Chaque vendredi dès le 12 mai, nous vous ferons découvrir des endroits inédits et marquants de chacun des arrondissements par le biais d’artistes et de personnalités du Québec, toujours avec une trame de fond historique et ludique.Sucré Salé sera en ondes les vendredis 12 mai et 19 mai à 19h et à partir du 26 mai à 18h30, en rediffusion le soir même vers 22h35 sur les ondes de TVA.",Saint-Laurent,Gratuit,Cinéma et télévision/Histoire et patrimoine,,16 juin 18h30,Émission télé
612,Sucré Salé fête le 375e à Saint-Léonard,"Dans le cadre des célébrations, Sucré Salé mettra en valeur les 19 arrondissements de la ville de Montréal. Chaque vendredi dès le 12 mai, nous vous ferons découvrir des endroits inédits et marquants de chacun des arrondissements par le biais d’artistes et de personnalités du Québec, toujours avec une trame de fond historique et ludique.Sucré Salé sera en ondes les vendredis 12 mai et 19 mai à 19h et à partir du 26 mai à 18h30, en rediffusion le soir même vers 22h35 sur les ondes de TVA.",Saint-Léonard,Gratuit,Cinéma et télévision/Histoire et patrimoine,,1er septembre 18h30,Émission télé
620,Sucré Salé fête le 375e à Verdun,"Dans le cadre des célébrations, Sucré Salé mettra en valeur les 19 arrondissements de la ville de Montréal. Chaque vendredi dès le 12 mai, nous vous ferons découvrir des endroits inédits et marquants de chacun des arrondissements par le biais d’artistes et de personnalités du Québec, toujours avec une trame de fond historique et ludique.Sucré Salé sera en ondes les vendredis 12 mai et 19 mai à 19h et à partir du 26 mai à 18h30, en rediffusion le soir même vers 22h35 sur les ondes de TVA.",Verdun,Gratuit,Cinéma et télévision/Histoire et patrimoine,Extérieur,23 juin 18h30,Émission télé
