No de dossier ,No de Resolution,Date,Objet,Montant
1181680002,CE18 1457,2018-08-29,"1- d’autoriser la dépense estimée à 3 549,28 $, relative au déplacement, du 11 au 15 septembre 2018, de M. Jean-François Parenteau, membre du comité exécutif, responsable des services aux citoyens, de l’approvisionnement, du matériel roulant et des ateliers ainsi que de l’environnement et du développement durable, afin de participer au Global Climate Action Summit (GCAS) qui se tiendra à San Francisco, California (États-Unis);  ","3549,28"
1180843006,CE18 1554,2018-09-12,"1- de ratifier la dépense au montant de 226,10 $ relative au déplacement de Mme Valérie Plante, mairesse de Montréal, les 25 et 26 août 2018, à Québec, dans le cadre de la Coupe des maires Birks 2018; ","226,1"
1180983001,CE18 1560,2018-09-12,"1- d'autoriser une dépense estimée à 3 849,40 $ relative au déplacement, du 17 au 23 septembre 2018, de monsieur Éric Alan Caldwell, membre du comité exécutif, responsable du Transport, de l'Urbanisme et de l'Office de consultation publique, à Copenhague (Danemark) et Stockholm (Suède), dans le cadre du Congrès mondial sur les systèmes de transport intelligents; ","3849,4"
1184310006,CE18 1578,2018-09-26,"1- d'autoriser une dépense estimée à 3 381,94 $ relative au déplacement de M. Robert Beaudry, membre du comité exécutif, du 29 septembre au 4 octobre 2018, afin de prendre part au Global Social Economy Forum (GSEF), à Bilbao, en Espagne;  ","3381,94"
1187949002,CE18 1671,2018-10-10,"1- d'autoriser une dépense estimée à 1 936,86 $ relative au déplacement, du 15 au 19 octobre 2018, de madame Suzie Miron, conseillère associée à la condition féminine, aux infrastructures et à l'eau, afin de participer au Second Global Meeting of Mayors on Gender Equality and Women’s Empowerment en marge du UN Women Safe Cities and Safe Public Spaces Global Leaders’ Forum qui se tiendra à Edmonton (Canada); ","1936,86"
1184302003,CE18 1672,2018-10-10,"1- d'autoriser une dépense estimée à 1 001,91 $ relative au déplacement, du 16 au 17 octobre 2018, de madame Marie-Josée Parent, conseillère associée à la culture et à la réconciliation, afin de participer à la Rencontre des Maires et des Mairesses et du Mouvement des Centres d'amitié autochtones du Québec qui se tiendra à Sept-Îles; ","1001,91"
1184310007,CE18 1711,2018-10-17,"1- d'autoriser une dépense estimée à 5 771,61 $ relative au déplacement de M. Robert Beaudry, membre du comité exécutif, du 5 au 13 novembre 2018, afin de prendre part à une mission économique, à Shanghai et Beijing, en Chine; 2- d'accorder une avance de fonds au montant de 2 800 $; ","5771,61"
1180843007,CE18 1754,2018-10-31,"1- d'autoriser une dépense estimée à 1 992 $ relative au déplacement de M. Pierre Lessard-Blais, maire de l'arrondissement de Mercier–Hochelaga-Maisonneuve, à Lille (France), dans le cadre du Congrès des maires francophones de l'Association internationale des maires francophones (AIMF) qui se tiendra du 5 au 7 novembre 2018;",1992
1183233002,CE18 1809,2018-11-07,"1- d'autoriser la dépense estimée à 1 018,49 $, taxes incluses, relative au déplacement de M. François William Croteau, membre du comité exécutif, responsable de la ville intelligente, des technologies de l’information et de l’innovation et de l’enseignement supérieur, afin de participer au Future Cities Summit, qui se tiendra à Toronto du 8 au 9 novembre 2018; ","1018,49"
1184784008,CE18 1810,2018-11-07,"1- d'autoriser une dépense estimée à 4 188,40 $, taxes incluses, relative au déplacement de MM. Alex Norris, conseiller de ville du district de Jeanne-Mance de l’arrondissement Le Plateau Mont-Royal, et Peter McQueen, conseiller de ville du district de Notre-Dame-de-Grâce de l'arrondissement de Côte-des-Neiges–Notre-Dame-de-Grâce, ainsi que de Mme Stephanie Watt, conseillère de ville du district Étienne-Desmarteau de l'arrondissement de Rosemont–La Petite-Patrie, au conseil d’administration de la Fédération canadienne des municipalités (FCM) qui se déroulera du 20 au 23 novembre 2018 à Ottawa, en Ontario;","4188,4"
1186847001,CE18 1811,2018-11-07,"1- d'autoriser la dépense estimée à 3 464,62 $, taxes incluses, relative au déplacement de M. Sylvain Ouellet, vice-président du comité exécutif, afin de prendre part à la 31e édition des Entretiens Jacques Cartier, à Lyon, en France du 10 au 15 novembre 2018; ","3464,62"
1184310005,CE18 1934,2018-11-28,"1- d'autoriser une dépense estimée à 114,80 $ relative au déplacement, les 29 et 30 novembre 2018, de M. Robert Beaudry, membre du comité exécutif, et Mme Sophie Mauzerolle, conseillère associée à la mairesse, afin de siéger au comité exécutif et au conseil d'administration de l'Union des municipalités du Québec (UMQ), qui se tiendra à Québec;","114,8"
1180843008,CE18 2064,2018-12-12,"1- de ratifier la dépense de 3 778,19 $ relative au déplacement de Mme Valérie Plante, mairesse de Montréal, du 12 au 16 novembre 2018, à Los Angeles (États-Unis), dans le cadre d'une mission économique;","3778,19"
1194302001,CE19 0157,2019-01-23,"1- d'autoriser une dépense estimée à 277,07 $ relative au déplacement de Mme Marie-Josée Parent, conseillère associée à la culture et à la réconciliation, en remplacement de Mme Christine Gosselin, membre du comité exécutif responsable de la culture, du patrimoine et du design, afin de participer à une réunion du conseil d’administration de l’organisme Les Arts de la Ville qui se tiendra à Québec, le 24 janvier 2019; ","277,07"
1194310001,CE19 0158,2019-01-23,"1- d'autoriser une dépense estimée à 481,03 $ relative au déplacement de M. Robert Beaudry, membre du comité exécutif, les 27 et 28 janvier 2019, afin de prendre part au Caucus des maires des grandes villes de la Fédération canadienne des municipalités (FCM), à Ottawa, Ontario; ","481,03"
1180843009,CE19 0097,2019-01-16,"1 - de ratifier la dépense de 1 063,50 $ relative au déplacement de Mme Valérie Plante, mairesse de Montréal, du 6 au 11 décembre 2018, à Marrakech (Maroc), dans le cadre de la semaine des Nations unies sur les migrations; ","1063,5"
1190843001,CE19 0184,2019-02-06,"1- de ratifier la dépense de 487,08 $ relative au déplacement de Mme Valérie Plante, mairesse de Montréal, les 14 et 15 janvier 2019, à Rouyn-Noranda, (Québec), dans le cadre de sa tournée des régions; ","487,08"
1197934001,CE19 0185,2019-02-06,"1- d'autoriser une dépense estimée à 4 759,26 $ relative au déplacement de MM. Alex Norris, conseiller de la Ville du district de Jeanne-Mance de l’arrondissement du Plateau-Mont-Royal et Peter McQueen, conseiller de Ville du district de Notre-Dame-de-Grâce de l'arrondissement de Côte-des-Neiges–Notre-Dame-de-Grâce, à la réunion du Conseil d’administration de la Fédération canadienne des municipalités (FCM) qui se déroulera du 12 au 15 mars 2019, à Penticton, Colombie-Britannique; ","4759,26"
1190843002,CE19 0248,2019-02-13,"1- de ratifier la dépense de 280,87 $ relative au déplacement de Mme Valérie Plante, mairesse de Montréal, les 27 et 28 janvier 2019, à Ottawa, Ontario, afin de prendre part au Caucus des maires des grandes villes de la Fédération canadienne des municipalités (FCM);","280,87"
1194310003,CE19 0331,2019-02-27,"1 - d'autoriser la dépense estimée à 2 255,32 $, taxes incluses, relative au déplacement de M. Robert Beaudry, membre du comité exécutif, du 9 au 12 mars 2019, afin de prendre part à une mission économique multisectorielle, dans le cadre de l’événement « South by Southwest 2019 » (SXSW) à Austin, Texas;","2255,32"
1194310002,CE19 0302,2019-02-20,"1 - d'autoriser une dépense estimée à 114,80 $ relative au déplacement de M. Robert Beaudry, membre du comité exécutif, et de Mme Sophie Mauzerolle, conseillère associée à la mairesse, les 21 et 22 février 2019, afin de siéger au comité exécutif et au conseil d'administration de l'Union des municipalités du Québec (UMQ), à Lévis;","114,8"
1194302003,CE19 0616,2019-04-10,"1 - d'autoriser une dépense estimée à 2 689,14 $ relative au déplacement de madame Suzie Miron, conseillère associée, afin de participer à la rencontre des membres du conseil d'administration ainsi qu'à l'assemblée annuelle de l'Alliance des villes, des Grands Lacs et du Saint-Laurent les 4, 5, 6 et 7 juin 2019 à Sheboygan, Wisconsin (États-Unis);","2 689,14"
1194302002,CE19 0617,2019-04-10,"1 - d'autoriser une dépense estimée à 581,83 $ relative au déplacement de madame Marie-Josée Parent, conseillère associée, afin de participer à une réunion du conseil d'administration et au 32e Colloque annuel 2019 du réseau Les Arts et la Ville qui se tiendront à Vaudreuil-Dorion du 4 au 7 juin 2019 ;","581,83"
1194302004,CE19 0732,2019-05-01,"1 - d'autoriser une dépense au montant de 5 510,62 $ relative au déplacement de mesdames et de messieurs Robert Beaudry, membre du comité exécutif responsable du développement économique et commercial, de l'habitation et du design, Sophie Mauzerolle, conseillère associée à l'urbanisme et à la mobilité, Rosannie Filato, membre du comité exécutif responsable de la sécurité publique, Jean-François Parenteau, membre du comité exécutif responsable des services aux citoyens, de l'environnement, de l'approvisionnement et du matériel roulant ainsi que des relations gouvernementales et Marie-Josée Parent, conseillère associée à la culture et à la réconciliation avec les peuples autochtones, afin qu’ils puissent prendre part aux Assises 2019 et aux différentes réunions (comité exécutif, conseil d'administration, caucus des grandes villes, etc.) de l'Union des municipalités du Québec (UMQ) qui se tiendront du 8 au 11 mai 2019, à Québec;","5510,62"
1190843003,CE19 0733,2019-05-01,"1 -     de ratifier la dépense d’un montant de 4 591,28 $ relative au déplacement de Mme Valérie Plante, mairesse de Montréal, du 3 au 6 avril 2019, à Buenos Aires (Argentine) et à Montevideo (Uruguay), dans le cadre du conseil d'administration de Metropolis et du Bureau exécutif de Cités et Gouvernements Locaux Unis (CGLU);","4591,28"
1194310004,CE19 0801,2019-05-08,"1- d'autoriser une dépense estimée à 3 672,34 $ relative au déplacement de Mme Caroline Bourgeois, mairesse de l'arrondissement de Rivière-des-Prairies–Pointe-aux-Trembles et conseillère associée au développement économique afin de prendre part à une mission économique dans le cadre de l'événement Viva Technology à Paris, France, du 14 au 19 mai 2019;","3 672,34"
1193233001,CE19 0821,2019-05-15,"1- d'autoriser une dépense estimée à 3 342,45 $, relative au déplacement, du 20 au 25 mai 2019, de Mme Laurence Lavigne Lalonde, membre du comité exécutif, responsable de la transition écologique et résilience, de l'Espace pour la vie et de l'agriculture urbaine, afin de participer au Urban Future Global Conference qui se tiendra à Oslo (Norvège) ;","3 342,45"
1190843004,CE19 0862,2019-05-29,"1- de ratifier la dépense de 1 967,63 $ relative au déplacement de Mme Valérie Plante, mairesse de Montréal, dans le cadre des Assises 2019 de l'Union des municipalités du Québec (UMQ) qui ont eu lieu à Québec, du 8 au 11 mai 2019; ","1 967,63"
1194302005,CE19 0863,2019-05-29,"1- d'autoriser une dépense estimée à 7 388,05 $ relative au déplacement de MM. Alex Norris, conseiller de la Ville du district de Jeanne-Mance, dans l’arrondissement du Plateau-Mont-Royal, et Peter McQueen, conseiller de la Ville du district de Notre-Dame-de-Grâce, dans l'arrondissement de Côte-des-Neiges–Notre-Dame-de-Grâce, et de Mme Christine Gosselin, conseillère de la Ville du district du Vieux-Rosemont, dans l’arrondissement de Rosemont–La Petite-Patrie, afin de participer au congrès annuel et au salon professionnel ainsi qu’à la réunion du conseil d’administration de la Fédération canadienne des municipalités (FCM) qui se déroulera du 30 mai au 3 juin 2019, à Québec;","7 388,05"
1196771001,CE19 0941,2019-06-05,"1 - d'autoriser une dépense estimée à 2 327,42 $ relative au déplacement de M. Benoit Dorais, président du comité exécutif, afin de participer au Forum des maires de la XIIIe Conférence annuelle du Réseau des villes créatives de l'UNESCO qui se tiendra du 10 au 13 juin 2019, à Fabriano (Italie);","2 327,42"
1190843005,CE19 1070,2019-06-26,"1- de ratifier la dépense de 622,30 $ relative au déplacement de Mme Valérie Plante, mairesse de Montréal, du 29 au 31 mai 2019, à Québec, dans le cadre du congrès annuel, du salon professionnel et du conseil d’administration de la Fédération canadienne des municipalités (FCM); ","622,3"
1198354001,CE19 1096,2019-07-03,"1- d'autoriser une dépense estimée à 1800 $ relative au déplacement, du 2 au 4 août 2019, de Mme Laurence Lavigne Lalonde, membre du comité exécutif, responsable de la transition écologique et résilience, de l'Espace pour la vie et de l'agriculture urbaine, afin de participer à la formation des leaders en action climatique de Al Gore à Minneapolis - St. Paul (États-Unis) ;",1800
1184320005,CE19 1176,2019-07-31,"1- d'autoriser une dépense estimée à 761,90 $ relative à la participation de Mme Cathy Wong, présidente du conseil municipal de la Ville de Montréal, à la première rencontre des président.es des conseils municipaux des grandes villes du Québec à Gatineau, du 11 au 13 septembre 2019 ;","761,9"
1198484001,CE19 1353,2019-08-28,"1- d'autoriser une dépense estimée à 2 266,47 $ relative au déplacement de Mme Magda Popeanu, vice-présidente du comité exécutif, du 28 août au 2 septembre 2019, à Düsseldorf (Allemagne), afin de prendre part au second Sommet du Vivre ensemble;","2 266,47"
1190843006,CE19 1354,2019-08-28,"1- de ratifier une dépense de 1 842,08 $ relative au déplacement de Mme Valérie Plante, mairesse de Montréal, du 6 au 10 juillet 2019, aux Îles-de-la-Madeleine (Québec), dans le cadre de sa tournée des régions; ","1 842,08"
1194310006,CE19 1355,2019-08-28,"1- d'autoriser une dépense estimée à 914,16 $ relative au déplacement de M. Robert Beaudry, membre du comité exécutif, du 4 au 6 septembre 2019, afin de prendre part au Toronto Global Forum à Toronto, Ontario;","914,16"
1191680002,CE19 1485,2019-10-10,"1- d’autoriser une dépense estimée à 536,28 $ relative au déplacement de M. Jean-François Parenteau, membre du comité exécutif, responsable des relations gouvernementales, de l’environnement, des services aux citoyens, de l’approvisionnement ainsi que du matériel roulant et des ateliers, le 3 octobre 2019, à Saint-Hyacinthe (Québec), afin d’assister au Colloque Défis de la main-d’œuvre en viabilité hivernale;","536,28"
1190843007,CE19 1486,2019-09-25,"1 - de ratifier la dépense de 236,82 $ relative au déplacement de Mme Valérie Plante, mairesse de Montréal, les 29 et 30 août 2019, à Wendake (Québec), dans le cadre du 2e Sommet des Premières Nations et des municipalités sur la réconciliation;","236,82"
1191680001,CE19 1489,2019-09-25,"1 - d’autoriser une modification à la dépense estimée à 852,05 $ au lieu de 603,37 $ relative au déplacement, les 25, 26 et 27 septembre 2019, de M. Jean-François Parenteau, membre du comité exécutif, responsable des relations gouvernementales, de l’environnement, des services aux citoyens, de l’approvisionnement ainsi que du matériel roulant et des ateliers, afin d’assister au 78e Congrès annuel de la Fédération québécoise des municipalités (FQM), au Centre des congrès de Québec;","852,05"
1194310005,CE19 1396,2019-09-04,"1 - d'autoriser une dépense estimée à 2 210,43 $ relative au déplacement de M Éric Alan Caldwell, membre du comité exécutif, responsable de l'urbanisme, de la mobilité et de l'Office de consultation publique de Montréal afin de prendre part à l'événement Designing Cities Conference à Toronto, en Ontario, du 7 au 10 septembre 2019.","2210,43"
1197934004,CE19 1397,2019-09-04,"1 - d'autoriser une dépense estimée à 4 436,31 $ relative au déplacement de MM. Alex Norris, conseiller de ville du district de Jeanne-Mance de l’arrondissement du Plateau Mont-Royal, Peter McQueen, conseiller de ville du district de Notre-Dame-de-Grâce de l'arrondissement de Côte-des-Neiges–Notre-Dame-de-Grâce, et de Mme Christine Gosselin, conseillère de ville du district du Vieux-Rosemont de l’arrondissement de Rosemont–La Petite–Patrie, au Conseil d’administration de la Fédération canadienne des municipalités (FCM) qui se déroulera du 10 au 13 septembre 2019 à Waterloo-Kitchener, en Ontario. ","4436,31"
1191680001,CE19 1445,2019-09-11,"1 - d’autoriser une dépense estimée à 603,37 $ relative au déplacement, les 26 et 27 septembre 2019, de M. Jean-François Parenteau, membre du comité exécutif, responsable des relations gouvernementales, de l’environnement, des services aux citoyens, de l’approvisionnement ainsi que du matériel roulant et des ateliers, afin d’assister au 78e Congrès annuel de la Fédération québécoise des municipalités (FQM), au Centre des congrès de Québec;","603,37"
1191680003,CE19 1452,2019-09-11,"1 - d’autoriser une dépense estimée à 57,40 $ relative au déplacement, les 12 et 13 septembre 2019, de M. Jean-François Parenteau, membre du comité exécutif, responsable des relations gouvernementales, de l’environnement, des services aux citoyens, de l’approvisionnement ainsi que du matériel roulant et des ateliers, afin de prendre part au conseil d'administration extraordinaire de l'Union des municipalités du Québec (UMQ) à Québec;","57,4"
1194320003,CE19 1522,2019-10-02,"1 - d'autoriser la dépense estimée à 475 $, relative au déplacement de Mme Cathy Wong, présidente du conseil de ville, du 27 au 29 octobre 2019, afin de participer à différentes rencontres et visites à Québec;",475
1190843008,CE19 1523,2019-10-02,"1 - d'autoriser la dépense estimée à 400 $, relative au déplacement de M. François Limoges, leader de la majorité et conseiller de ville, du 27 au 29 octobre 2019, à Québec, pour effectuer différentes rencontres et visites protocolaires dans le contexte de la rénovation et de la restauration de l'hôtel de ville de Montréal;",400
1190843009,CE19 1622,2019-10-16,"1- de ratifier la dépense de 1 597,02 $ relative au déplacement de Mme Valérie Plante, mairesse de Montréal, les 22 et 23 septembre 2019, à New York City (États-Unis), dans le cadre du Sommet des Nations Unies pour le climat;","1597,02"
1193233003,CE19 1753,2019-11-13,"1- d'autoriser une dépense estimée à 2 943,29 $ relative au déplacement de M. François William Croteau, membre du comité exécutif, responsable de la ville intelligente, des technologies de l'information, de l'innovation, de l'enseignement supérieur et de la performance organisationnelle, afin de participer au Smart City Expo World Congress qui se tiendra à Barcelone (Espagne), du 16 au 24 novembre 2019; ","2943,29"
1197934005,CE19 1766,2019-11-22,"1- d’autoriser une dépense estimée à 3 007,20 $, taxes incluses, relative au déplacement de MM. Alex Norris, conseiller de la Ville du district de Jeanne-Mance, dans l’arrondissement du Plateau-Mont-Royal, et de Peter McQueen, conseiller de la Ville du district de Notre-Dame-de-Grâce, dans l'arrondissement de Côte-des-Neiges–Notre-Dame-de-Grâce, ainsi que de Mme Christine Gosselin, conseillère de la Ville du district Vieux-Rosemont, dans l'arrondissement de Rosemont–La Petite-Patrie, au conseil d’administration de la Fédération canadienne des municipalités (FCM) qui se déroulera du 26 au 29 novembre 2019 à Ottawa, en Ontario; ","3007,2"
1194310007,CE19 1703,2019-11-06,"1- d'autoriser la dépense estimée à 645,24 $ relative au déplacement de Mme Rosannie Filato, membre du comité exécutif, les 6 et 7 novembre 2019, à Québec, afin de prendre part au Forum municipal inondations : Repensons notre territoire;","645,24"
1190843010,CE19 1823,2019-11-27,"1- de ratifier la dépense de 374,41 $ relative au déplacement de Mme Valérie Plante, mairesse de Montréal, du 7 au 15 octobre 2019, à Amsterdam et Copenhague (Europe), dans le cadre d'une mission pour le développement économique et la transition écologique de la métropole;","374,41"
1194302007,CE19 1824,2019-11-27,"1- d'autoriser la dépense estimée à 2 852,55 $ relative au déplacement de Mme Émilie Thuillier, mairesse de l'arrondissement d'Ahuntsic-Cartierville et membre du comité exécutif, et ce en remplacement de la mairesse de Montréal, Mme Valérie Plante, afin de participer au congrès de l'Association internationale des maires francophones (AIMF) qui se tiendra à Phnom Penh (Cambodge) les 3 et 4 décembre 2019;","2852,55"
1194302006,CE19 1825,2019-11-27,"1 - d'autoriser la dépense estimée à 1 908,54 $ relative au déplacement de madame Suzie Miron, conseillère associée aux infrastructures, à l'eau et à la condition féminine, afin de participer à la rencontre mi-année de l'Alliance des villes des Grands Lacs et du Saint-Laurent les 1, 2 et 3 décembre 2019, à Chicago, Illinois (États Unis);","1908,54"
1190843011,CE19 1965,2019-12-11,"1- de ratifier la dépense de 423,36 $ relative au déplacement de Mme Valérie Plante, mairesse de Montréal, les 27 et 28 novembre 2019, à Ottawa, dans le cadre du conseil d’administration de la Fédération canadienne des municipalités (FCM); ","423,36"
1200843001,CE20 0196,2020-02-12,"1- de ratifier la dépense de 148,76 $ relative au déplacement, les 21 et 22 janvier 2020, de Mme Valérie Plante, mairesse de Montréal, à Québec, dans le cadre des consultations particulières et auditions publiques sur le projet de loi 44;","148,76"
1206771001,CE20 0149,2020-02-05,"1- d'autoriser la dépense estimée à 263,96 $, taxes incluses, relative au déplacement de M. Luc Rabouin, membre du comité exécutif, les 17 et 18 février 2020, afin de prendre part au Forum « Cœurs de villes et villages », qui a lieu à Québec;","263,96"
1208215001,CE20 0245,2020-02-19,"1- d'autoriser la dépense estimée à 4 500 $ relative au déplacement de Mme Cathy Wong, présidente du conseil municipal et conseillère de ville du district de Peter McGill, de l’arrondissement de Ville-Marie, à Helsinki et Stockholm, du 29 février au 9 mars 2020, pour effectuer une mission exploratoire des institutions démocratiques du 21e siècle;",4500
1207934001,CE20 0246,2020-02-19,"1- d’autoriser une dépense estimée à 1 385,73 $, relative au déplacement de MM. Alex Norris, conseiller de ville du district de Jeanne-Mance de l’arrondissement du Plateau Mont-Royal, et Peter McQueen, conseiller de ville du district de Notre-Dame-de-Grâce de l'arrondissement de Côte-des-Neiges–Notre-Dame-de-Grâce, et de Mme Christine Gosselin, conseillère de ville du district du Vieux-Rosemont de l’arrondissement de Rosemont–La Petite–Patrie, au Conseil d’administration de la Fédération canadienne des municipalités (FCM) qui se déroulera du 3 au 6 mars 2020 à Saint-Hyacinthe;","1385,73"
1200843002,CE20 0278,2020-02-26,"1- de ratifier la dépense de 310,25 $ relative au déplacement de Mme Valérie Plante, mairesse de Montréal, les 5 et 6 février 2020, à Ottawa, Ontario, dans le cadre du Caucus des maires des grandes villes de la Fédération canadienne des municipalités (FCM); ","310,25"
1204310001,CE20 0593,2020-04-29,"1 - d'autoriser une dépense de 846,85 $ pour les frais d'annulation du déplacement de M. Robert Beaudry, membre du comité exécutif, qui devait prendre part à l'Urban Future Global Conference à Lisbonne, au Portugal, du 30 mars au 4 avril 2020","846,85"
1220843001,CE22 0594,2022-04-13,"d'autoriser la dépense relative au déplacement, du 19 au 24 avril 2022, de Mme Valérie Plante, mairesse de Montréal, dans le cadre de l'événement Miami CoMotion qui se tiendra à Miami (États‑Unis) - montant estimé : 2 793,78 $; ","2793,78"
1221680001,CE22 0834,2022-05-11,"d’autoriser une dépense estimée à 316,18 $ relative au déplacement de Mme Émilie Thuillier, membre du comité exécutif responsable des infrastructures, des immeubles et du maintien des actifs ainsi que de la Commission des services électriques de Montréal, et mairesse de l'arrondissement d’Ahuntsic-Cartierville, afin d’assister aux États généraux de l’espace public du Centre d’expertise et de recherche en infrastructures urbaines (CERIU) qui aura lieu le 31 mai 2022, à Drummondville;","316,18"
1224310001,CE22 0770,2022-05-04,"d'autoriser la dépense relative au déplacement de Mme Valérie Plante, mairesse de Montréal, Mme Dominique Ollivier, présidente du comité exécutif, M. Benoit Dorais, vice-président du comité exécutif, et Mme Sophie Mauzerolle, membre du comité exécutif, dans le cadre des Assises 2022 de l'Union des municipalités du Québec qui ont lieu à Québec les 12 et 13 mai 2022. Montant estimé : 4 011,18 $ ","4011,18"
1222811001,CE22 1055,2022-06-08,"d'autoriser une dépense estimée à 2 355,29 $ relative au déplacement de Mme Maja Vodanovic, mairesse de l'arrondissement de Lachine et membre du comité exécutif, responsable de la concertation avec les arrondissements et de l'eau afin d'assister à l'Assemblée générale annuelle de l'Alliance des villes des Grands Lacs et du Saint-Laurent qui se déroulera du 20 au 24 juin 2022, à St. Catharines, en Ontario;","2355,29"
1229608001,CE22 1056,2022-06-08,"d'autoriser une dépense estimée à 3 236,65 $ relative au déplacement de Mme Dominique Ollivier,  présidente du comité exécutif, afin d’assister à l'assemblée générale annuelle de l'Association internationale des maires francophones (AIMF) qui se tiendra du 23 juin au 4 juillet 2022, à Abidjan, en Côte d'Ivoire, du 23 juin au 4 juillet 2022;","3236,65"
1221516001,CE22 1057,2022-06-08,"d’autoriser la dépense relative au déplacement, du 20 au 21 juin 2022, de M. Luc Rabouin, maire de l'arrondissement du Plateau-Mont-Royal et membre du comité exécutif responsable du développement économique, de l'innovation, du savoir, dans le cadre de la conférence Collision 2022 qui se tiendra à Toronto - montant estimé : 1 235,10 $;","1235,1"
1220843002,CE22 1058,2022-06-08,"de ratifier la dépense de 1 237,40 $ relative au déplacement de Mme Valérie Plante, mairesse de la Ville de Montréal, du 16 au 21 mai 2022, à New York City (États-Unis), dans le cadre du Forum des migrations internationales (IMRF) et du Leadership Board organisé par le Mayors for Migration Council;","1237,4"
1227934001,CE22 0870,2022-05-25,"d'autoriser une dépense estimée à 11 844 $ relative aux déplacements de Mme Josefina Blanco, membre du comité exécutif et conseillère de la ville de l’arrondissement de Rosemont–La Petite-Patrie, de Mme Kaila Amaya-Munro, conseillère d'arrondissement de l'arrondissement de Verdun, et de M. Sylvain Ouellet, conseiller de la ville de l'arrondissement de Villeray–Saint-Michel–Parc-Extension, au Conseil d’administration de la Fédération canadienne des municipalités (FCM) qui se déroulera du 1er au 6 juin 2022, à Regina, en Saskatchewan;",11844
1223233001,CE22 1134,2022-07-06,"d'autoriser une dépense estimée à 2 526,82 $, relative au déplacement Mme Marie-Andrée Mauger, membre du comité exécutif de la Ville de Montréal, afin de participer au International Climate and Air Quality Solutions Summit and Study Tour, qui se tiendra à Londres du 19 au 21 juillet 2022;","2526,82"
1229687001,CE22 1384,2022-08-17,"d'autoriser une dépense estimée à 1 757,97 $ relative au déplacement de Mme Josefina Blanco, membre du comité exécutif de la Ville de Montréal et responsable de la diversité, de l'inclusion sociale, de l'itinérance, de l'accessibilité universelle, de la condition féminine, de la jeunesse et des personnes aînées, afin de participer à la mission « Projet Coopération Paris-Montréal sur l'itinérance » à Paris, du 12 au 19 septembre 2022;","1757,97"
1220843003,CE22 1472,2022-09-07,"d'autoriser une dépense estimée à 3 460,90 $ relative au déplacement de Mme Kaila A. Munro, conseillère d'arrondissement de l'arrondissement de Verdun, et de M. Sylvain Ouellet, conseiller de ville de l'arrondissement de Villeray–Saint-Michel–Parc-Extension, dans le cadre de la réunion du conseil d’administration de la Fédération canadienne des municipalités (FCM), qui se déroulera du 13 au 15 septembre 2022, à Strathcona County (Alberta); ","3460,9"
1220771001,CE22 1731,2022-10-19,"Autoriser une dépense estimée à 771,35 $ relative au déplacement de Mme Ericka Alneus, membre du comité exécutif, dans le cadre du forum 2022 de l'organisme Les Arts et la ville qui aura lieu à Lac-Mégantic les 20 et 21 octobre 2022","771,35"
1230843002,CE23 0388,,"Autoriser la dépense estimée de 1 001,80 $ relative au déplacement de Mme Valérie Plante, mairesse de Montréal, et de Mme Alia Hassan-Cournol, conseillère associée, pour prendre part au Grand rassemblement des Peuples autochtones et des municipalités du Québec qui se tiendra du 22 au 24 mars 2023, à Gatineau (Québec).","1001,8"
1222811002,CE22 2141,2022-12-21,"Autoriser la dépense estimée de 1 879,45 $ relative au déplacement de Mme Maja Vodanovic, membre du comité exécutif, responsable de la concertation avec les arrondissements et de l'eau, et mairesse de l'arrondissement de Lachine, pour participer à l'assemblée mi-annuelle du conseil d'administration de l'Alliance des villes des Grands Lacs et du Saint-Laurent qui se tiendra à Washington D.C. (États-Unis) du 16 au 19 janvier 2023","1879,45"
1220843008,CE22 1964,2022-11-30,"Ratifier la dépense de 1 090,25 $ relative au déplacement de Mme Valérie Plante, mairesse de Montréal, du 14 au 23 octobre 2022, à Buenos Aires (Argentine), dans le cadre du Sommet mondial des maires du C40","1090,25"
1220843010,CE22 1887,2022-11-16,"Autoriser la dépense estimée à 768,08 $ relative au déplacement, à Joliette, du 27 au 29 novembre 2022, de M. Alain Vaillancourt, membre du comité exécutif responsable de la sécurité publique, dans le cadre de l'enquête publique sur le décès de M. Pierre Lacroix.","768,08"
1227934001,CE22 0870,2022-05-22,"Autoriser une dépense estimée à 11 844 $ relative au déplacement de Mme Josefina Blanco, membre du comité exécutif et conseillère de ville de l’arrondissement Rosemont–La Petite-Patrie, de Mme Kaila Amaya-Munro, conseillère d'arrondissement de l'arrondissement Verdun, et de M. Sylvain Ouellet, conseiller de ville de l'arrondissement Villeray–Saint-Michel–Parc-Extension, au Conseil d’administration de la Fédération canadienne des municipalités (FCM) qui se déroulera du 1 au 6 juin 2022 à Regina, Saskatchewan. ",11844
1229687003,CE22 1965,2022-11-30,"Autoriser la dépense estimée à 2 315,41 $ relative au déplacement de Mme Josefina Blanco, membre du comité exécutif et conseillère de ville de l'arrondissement de Rosemont-La Petite-Patrie, et de Mme Kaila Amaya-Munro, conseillère d'arrondissement de Verdun, au Conseil d'administration de la Fédération canadienne des municipalités (FCM) qui se déroulera du 4 au 8 décembre 2022, à Ottawa.","2315,41"
