NUMEROTATION,TYPE_DE_SOINS,CODE_INTERVENTION,NOM_INTERVENTION,NOMBRE_DE_CAS-FEM,NOMBRE_DE_CAS-MASC,NOMBRE_DE_CAS-TOTAL,SEJOUR_MOYEN-FEM,SEJOUR_MOYEN-MASC,SEJOUR_MOYEN-TOTAL,NOMBRE_DE_CAS_SEUL-FEM,NOMBRE_DE_CAS_SEUL-MASC,NOMBRE_DE_CAS_SEUL-TOTAL,SEJOUR_MOYEN_SEUL-FEM,SEJOUR_MOYEN_SEUL-MASC,SEJOUR_MOYEN_SEUL-TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION,NOTE_1,NOTE_2,NOTE_3 
4607,"Soins en chirurgie d'un jour","2.FV.70","Inspection gl parathyr                                                                              ",2,0,2,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4608,"Soins en chirurgie d'un jour","2.FV.71","Biopsie gl parathyr                                                                                 ",0,2,2,0.0,1.0,1.0,0,1,1,0.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4609,"Soins en chirurgie d'un jour","2.FX.70","Inspection orophrnx                                                                                 ",27,35,62,1.0,1.0,1.0,2,0,2,1.0,0.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4610,"Soins en chirurgie d'un jour","2.FX.71","Biopsie orophrnx                                                                                    ",25,44,69,1.0,1.0,1.0,10,14,24,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4611,"Soins en chirurgie d'un jour","2.GE.70","Inspection larynx                                                                                   ",228,262,490,1.0,1.0,1.0,14,27,41,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4612,"Soins en chirurgie d'un jour","2.GE.71","Biopsie larynx                                                                                      ",155,396,551,1.0,1.0,1.0,106,260,366,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4613,"Soins en chirurgie d'un jour","2.GJ.70","Inspection trachée                                                                                  ",8,17,25,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4614,"Soins en chirurgie d'un jour","2.GJ.71","Biopsie trachée                                                                                     ",4,1,5,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4615,"Soins en chirurgie d'un jour","2.GM.70","Inspection bronche                                                                                  ",122,132,254,1.0,1.0,1.0,15,20,35,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4616,"Soins en chirurgie d'un jour","2.GM.71","Biopsie bronche                                                                                     ",156,189,345,1.0,1.0,1.0,52,61,113,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4617,"Soins en chirurgie d'un jour","2.GT.71","Biopsie poumon                                                                                      ",12,7,19,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4618,"Soins en chirurgie d'un jour","2.GV.71","Biopsie plèvre                                                                                      ",4,10,14,1.0,1.0,1.0,3,1,4,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4619,"Soins en chirurgie d'un jour","2.GW.70","Inspection médiastin                                                                                ",2,5,7,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4620,"Soins en chirurgie d'un jour","2.GW.71","Biopsie médiastin                                                                                   ",8,6,14,1.0,1.0,1.0,7,5,12,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4621,"Soins en chirurgie d'un jour","2.GX.71","Biopsie diaphrgm                                                                                    ",1,2,3,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4622,"Soins en chirurgie d'un jour","2.GY.70","Inspection cav thor                                                                                 ",1,3,4,1.0,1.0,1.0,1,1,2,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4623,"Soins en chirurgie d'un jour","2.GZ.58","Étud fonc app resp                                                                                  ",0,1,1,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4624,"Soins en chirurgie d'un jour","2.HZ.07","Analyse coeur                                                                                       ",2,3,5,1.0,1.0,1.0,1,0,1,1.0,0.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4625,"Soins en chirurgie d'un jour","2.HZ.08","Test coeur                                                                                          ",1,0,1,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4626,"Soins en chirurgie d'un jour","2.HZ.24","Mes électrophysiol coeur                                                                            ",118,215,333,1.0,1.0,1.0,18,16,34,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4627,"Soins en chirurgie d'un jour","2.HZ.71","Biopsie coeur                                                                                       ",13,10,23,1.0,1.0,1.0,7,4,11,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4628,"Soins en chirurgie d'un jour","2.ID.70","Inspection aorte                                                                                    ",1,1,2,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4629,"Soins en chirurgie d'un jour","2.JE.57","Étud débit art carot                                                                                ",0,1,1,0.0,1.0,1.0,0,1,1,0.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4630,"Soins en chirurgie d'un jour","2.JX.70","Inspection autres vais tête cou col vert NCA                                                        ",1,1,2,1.0,1.0,1.0,1,1,2,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4631,"Soins en chirurgie d'un jour","2.JX.71","Biopsie autres vais tête cou col vert NCA                                                           ",52,27,79,1.0,1.0,1.0,51,26,77,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4632,"Soins en chirurgie d'un jour","2.JZ.70","Inspection vais bras                                                                                ",9,5,14,1.0,1.0,1.0,4,1,5,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4633,"Soins en chirurgie d'un jour","2.KE.70","Inspection art abd                                                                                  ",1,1,2,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4634,"Soins en chirurgie d'un jour","2.KG.70","Inspection art m i                                                                                  ",1,1,2,1.0,1.0,1.0,0,1,1,0.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4635,"Soins en chirurgie d'un jour","2.KR.71","Biopsie vn  m i                                                                                     ",1,1,2,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4636,"Soins en chirurgie d'un jour","2.LZ.28","Mes pression app circ                                                                               ",1,0,1,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4637,"Soins en chirurgie d'un jour","2.MA.71","Biopsie gl lymph tête                                                                               ",12,32,44,1.0,1.0,1.0,0,2,2,0.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4638,"Soins en chirurgie d'un jour","2.MC.71","Biopsie gan lymph cerv                                                                              ",214,220,434,1.0,1.0,1.0,84,78,162,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4639,"Soins en chirurgie d'un jour","2.MD.71","Biopsie gan lymph axil                                                                              ",5144,367,5511,1.0,1.0,1.0,124,61,185,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4640,"Soins en chirurgie d'un jour","2.ME.71","Biopsie gan lymph médias                                                                            ",103,115,218,1.0,1.0,1.0,15,10,25,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4641,"Soins en chirurgie d'un jour","2.MF.71","Biopsie gan lymph intrathor                                                                         ",7,8,15,1.0,1.0,1.0,1,2,3,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4642,"Soins en chirurgie d'un jour","2.MG.71","Biopsie gan lymph intraabd                                                                          ",28,16,44,1.0,1.0,1.0,5,7,12,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4643,"Soins en chirurgie d'un jour","2.MH.71","Biopsie gan lymph pelv                                                                              ",373,3,376,1.0,1.0,1.0,1,1,2,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4644,"Soins en chirurgie d'un jour","2.MJ.71","Biopsie gan lymph ing                                                                               ",187,139,326,1.0,1.0,1.0,36,44,80,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4645,"Soins en chirurgie d'un jour","2.MK.71","Biopsie gan lymph memb                                                                              ",13,11,24,1.0,1.0,1.0,2,3,5,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4646,"Soins en chirurgie d'un jour","2.MZ.71","Biopsie sys lymph                                                                                   ",2,1,3,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4647,"Soins en chirurgie d'un jour","2.NA.28","Mes pression oesoph                                                                                 ",3,1,4,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4648,"Soins en chirurgie d'un jour","2.NA.70","Inspection oesoph                                                                                   ",96,188,284,1.0,1.0,1.0,4,2,6,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4649,"Soins en chirurgie d'un jour","2.NA.71","Biopsie oesoph                                                                                      ",880,938,1818,1.0,1.0,1.0,5,14,19,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4650,"Soins en chirurgie d'un jour","2.NF.70","Inspection estomac                                                                                  ",132,64,196,1.0,1.0,1.0,5,6,11,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4651,"Soins en chirurgie d'un jour","2.NF.71","Biopsie estomac                                                                                     ",1004,970,1974,1.0,1.0,1.0,6,11,17,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4652,"Soins en chirurgie d'un jour","2.NK.58","Étud fonc intest grêle                                                                              ",0,1,1,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4653,"Soins en chirurgie d'un jour","2.NK.70","Inspection intest grêle                                                                             ",399,333,732,1.0,1.0,1.0,45,44,89,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4654,"Soins en chirurgie d'un jour","2.NK.71","Biopsie intest grêle                                                                                ",1212,1155,2367,1.0,1.0,1.0,12,8,20,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4655,"Soins en chirurgie d'un jour","2.NM.70","Inspection colon                                                                                    ",720,834,1554,1.0,1.0,1.0,204,159,363,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4656,"Soins en chirurgie d'un jour","2.NM.71","Biopsie côlon                                                                                       ",458,444,902,1.0,1.0,1.0,34,14,48,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4657,"Soins en chirurgie d'un jour","2.NQ.70","Inspection rectum                                                                                   ",75,113,188,1.0,1.0,1.0,14,18,32,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4658,"Soins en chirurgie d'un jour","2.NQ.71","Biopsie rectum                                                                                      ",365,371,736,1.0,1.0,1.0,6,4,10,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4659,"Soins en chirurgie d'un jour","2.NT.70","Inspection anus                                                                                     ",182,214,396,1.0,1.0,1.0,31,53,84,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4660,"Soins en chirurgie d'un jour","2.NT.71","Biopsie anus                                                                                        ",58,67,125,0.9,1.0,1.0,23,27,50,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4661,"Soins en chirurgie d'un jour","2.OA.71","Biopsie foie                                                                                        ",34,32,66,1.0,1.0,1.0,3,10,13,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4662,"Soins en chirurgie d'un jour","2.OD.71","Biopsie vés bil                                                                                     ",1,0,1,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4663,"Soins en chirurgie d'un jour","2.OE.70","Inspection can bil                                                                                  ",1,0,1,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4664,"Soins en chirurgie d'un jour","2.OE.71","Biopsie can bil                                                                                     ",3,6,9,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
4665,"Soins en chirurgie d'un jour","2.OJ.71","Biopsie pancréas                                                                                    ",8,10,18,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
